cur_datetime,canTemp,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[2],TempProf_cur[13],PresProf_cur[2],PresProf_cur[13]
6/10/2002 3:30,286.947,0.066,286.05,97595,287.11,286.715,98058.934,97930.481
6/10/2002 3:35,287.423,0.066,286.017,97597.5,287.769,286.946,98058.699,97930.439
6/10/2002 3:40,286.868,0.066,285.983,97600,287.006,286.664,98059.049,97930.563
6/10/2002 3:45,287.244,0.066,285.95,97602.5,287.554,286.821,98058.885,97930.549
6/10/2002 3:50,286.783,0.066,285.917,97605,286.929,286.57,98059.204,97930.679
6/10/2002 3:55,287.094,0.266,285.883,97607.5,287.384,286.698,98059.075,97930.673
6/10/2002 4:00,286.678,0.266,285.85,97610,286.831,286.458,98059.377,97930.803
6/10/2002 4:05,287.135,0.266,285.825,97615.833,287.466,286.684,98059.142,97930.755
6/10/2002 4:10,286.601,0.266,285.8,97621.667,286.734,286.408,98059.478,97930.873
6/10/2002 4:15,287.215,0.266,285.775,97627.5,287.583,286.712,98059.152,97930.797
6/10/2002 4:20,286.543,0.266,285.75,97633.333,286.654,286.376,98059.556,97930.927
6/10/2002 4:25,287.062,0.266,285.725,97639.167,287.391,286.612,98059.296,97930.875
6/10/2002 4:30,286.493,0.266,285.7,97645,286.61,286.316,98059.662,97931.009
6/10/2002 4:35,286.965,0.266,285.675,97650.833,287.284,286.532,98059.425,97930.962
6/10/2002 4:40,286.485,0.266,285.65,97656.667,286.616,286.291,98059.73,97931.073
6/10/2002 4:45,286.47,0.266,285.625,97662.5,286.688,286.182,98059.843,97931.167
6/10/2002 4:50,286.288,0.266,285.6,97668.333,286.438,286.077,98059.998,97931.249
6/10/2002 4:55,286.878,1.794,285.575,97674.167,287.207,286.431,98059.641,97931.137
6/10/2002 5:00,286.378,1.794,285.55,97680,286.524,286.175,98059.937,97931.23
6/10/2002 5:05,287.071,1.794,285.558,97685.833,287.45,286.553,98059.508,97931.086
6/10/2002 5:10,286.352,1.794,285.567,97691.667,286.456,286.197,98059.9,97931.185
6/10/2002 5:15,286.972,1.794,285.575,97697.5,287.325,286.496,98059.54,97931.076
6/10/2002 5:20,286.398,1.794,285.583,97703.333,286.508,286.231,98059.853,97931.159
6/10/2002 5:25,287.012,1.794,285.592,97709.167,287.391,286.513,98059.517,97931.068
6/10/2002 5:30,286.44,1.794,285.6,97715,286.564,286.252,98059.853,97931.176
6/10/2002 5:35,286.994,1.794,285.608,97720.833,287.378,286.495,98059.574,97931.116
6/10/2002 5:40,286.48,1.794,285.617,97726.667,286.623,286.267,98059.877,97931.217
6/10/2002 5:45,286.999,1.794,285.625,97732.5,287.398,286.486,98059.622,97931.164
6/10/2002 5:50,286.523,1.794,285.633,97738.333,286.688,286.283,98059.901,97931.257
6/10/2002 5:55,286.999,6.246,285.642,97744.167,287.41,286.478,98059.674,97931.214
6/10/2002 6:00,286.576,6.246,285.65,97750,286.762,286.311,98059.916,97931.294
6/10/2002 6:05,287.011,6.246,285.617,97757.5,287.431,286.483,98059.722,97931.266
6/10/2002 6:10,286.589,6.246,285.583,97765,286.796,286.3,98059.985,97931.367
6/10/2002 6:15,286.956,6.246,285.55,97772.5,287.376,286.432,98059.839,97931.359
6/10/2002 6:20,286.572,6.246,285.517,97780,286.797,286.262,98060.086,97931.458
6/10/2002 6:25,286.896,6.246,285.483,97787.5,287.313,286.376,98059.965,97931.457
6/10/2002 6:30,286.547,6.246,285.45,97795,286.789,286.219,98060.194,97931.552
6/10/2002 6:35,286.828,6.246,285.417,97802.5,287.24,286.313,98060.097,97931.559
6/10/2002 6:40,286.513,6.246,285.383,97810,286.77,286.169,98060.309,97931.65
6/10/2002 6:45,286.756,6.246,285.35,97817.5,287.164,286.247,98060.233,97931.663
6/10/2002 6:50,286.473,6.246,285.317,97825,286.743,286.114,98060.429,97931.75
6/10/2002 6:55,286.683,6.645,285.283,97832.5,287.087,286.178,98060.37,97931.768
6/10/2002 7:00,286.429,6.645,285.25,97840,286.711,286.058,98060.551,97931.851
6/10/2002 7:05,286.622,6.645,285.292,97845.833,287.021,286.124,98060.473,97931.844
6/10/2002 7:10,286.418,6.645,285.333,97851.667,286.71,286.036,98060.595,97931.888
6/10/2002 7:15,286.611,6.645,285.375,97857.5,287.011,286.111,98060.507,97931.873
6/10/2002 7:20,286.441,6.645,285.417,97863.333,286.748,286.043,98060.607,97931.909
6/10/2002 7:25,286.624,6.645,285.458,97869.167,287.031,286.118,98060.523,97931.895
6/10/2002 7:30,286.48,6.645,285.5,97875,286.803,286.063,98060.608,97931.926
6/10/2002 7:35,286.652,6.645,285.542,97880.833,287.067,286.136,98060.53,97931.913
6/10/2002 7:40,286.529,6.645,285.583,97886.667,286.87,286.091,98060.604,97931.942
6/10/2002 7:45,286.69,6.645,285.625,97892.5,287.115,286.161,98060.531,97931.93
6/10/2002 7:50,286.584,6.645,285.667,97898.333,286.943,286.124,98060.596,97931.956
6/10/2002 7:55,286.735,6.379,285.708,97904.167,287.172,286.191,98060.529,97931.947
6/10/2002 8:00,286.643,6.379,285.75,97910,287.022,286.16,98060.587,97931.972
6/10/2002 8:05,286.783,6.379,285.808,97913.333,287.233,286.222,98060.529,97931.967
6/10/2002 8:10,286.752,6.379,285.867,97916.667,287.158,286.236,98060.542,97931.973
6/10/2002 8:15,286.918,6.379,285.925,97920,287.389,286.333,98060.443,97931.94
6/10/2002 8:20,286.887,6.379,285.983,97923.333,287.316,286.346,98060.446,97931.935
6/10/2002 8:25,287.02,6.379,286.042,97926.667,287.506,286.421,98060.367,97931.908
6/10/2002 8:30,286.983,6.379,286.1,97930,287.428,286.426,98060.376,97931.906
6/10/2002 8:35,287.106,6.379,286.158,97933.333,287.604,286.497,98060.302,97931.88
6/10/2002 8:40,287.074,6.379,286.217,97936.667,287.534,286.504,98060.307,97931.876
6/10/2002 8:45,287.192,6.379,286.275,97940,287.699,286.572,98060.233,97931.848
6/10/2002 8:50,287.163,6.379,286.333,97943.333,287.635,286.58,98060.235,97931.843
6/10/2002 8:55,287.274,5.581,286.392,97946.667,287.792,286.646,98060.163,97931.814
6/10/2002 9:00,287.248,5.581,286.45,97950,287.732,286.652,98060.164,97931.808
6/10/2002 9:05,287.381,5.581,286.542,97953.333,287.906,286.746,98060.017,97931.715
6/10/2002 9:10,287.353,5.581,286.633,97956.667,287.838,286.759,98059.96,97931.65
6/10/2002 9:15,287.488,5.581,286.725,97960,288.019,286.847,98059.814,97931.559
6/10/2002 9:20,287.497,5.581,286.817,97963.333,287.992,286.891,98059.729,97931.483
6/10/2002 9:25,287.653,5.581,286.908,97966.667,288.195,286.999,98059.561,97931.379
6/10/2002 9:30,287.668,5.581,287,97970,288.178,287.048,98059.468,97931.297
6/10/2002 9:35,287.816,5.581,287.092,97973.333,288.368,287.15,98059.306,97931.195
6/10/2002 9:40,287.832,5.581,287.183,97976.667,288.354,287.198,98059.213,97931.114
6/10/2002 9:45,287.977,5.581,287.275,97980,288.54,287.3,98059.051,97931.011
6/10/2002 9:50,288.001,5.581,287.367,97983.333,288.535,287.353,98058.953,97930.928
6/10/2002 9:55,288.144,5.05,287.458,97986.667,288.717,287.455,98058.791,97930.824
6/10/2002 10:00,288.171,5.05,287.55,97990,288.717,287.508,98058.69,97930.74
6/10/2002 10:05,288.296,5.05,287.542,97991.667,288.88,287.593,98058.57,97930.67
6/10/2002 10:10,288.284,5.05,287.533,97993.333,288.84,287.61,98058.534,97930.632
6/10/2002 10:15,288.374,5.05,287.525,97995,288.963,287.666,98058.448,97930.582
6/10/2002 10:20,288.352,5.05,287.517,97996.667,288.913,287.673,98058.421,97930.549
6/10/2002 10:25,288.428,5.05,287.508,97998.333,289.018,287.719,98058.343,97930.501
6/10/2002 10:30,288.402,5.05,287.5,98000,288.964,287.72,98058.32,97930.47
6/10/2002 10:35,288.465,5.05,287.492,98001.667,289.052,287.758,98058.25,97930.425
6/10/2002 10:40,288.435,5.05,287.483,98003.333,288.996,287.755,98058.23,97930.395
6/10/2002 10:45,288.489,5.05,287.475,98005,289.072,287.787,98058.165,97930.35
6/10/2002 10:50,288.458,5.05,287.467,98006.667,289.016,287.782,98058.143,97930.319
6/10/2002 10:55,288.505,4.053,287.458,98008.333,289.082,287.81,98058.081,97930.275
6/10/2002 11:00,288.471,4.053,287.45,98010,289.024,287.802,98058.062,97930.244
6/10/2002 11:05,288.478,4.053,287.533,98010,289.05,287.788,98058.097,97930.279
6/10/2002 11:10,288.441,4.053,287.617,98010,289.006,287.758,98058.16,97930.328
6/10/2002 11:15,288.491,4.053,287.7,98010,289.088,287.774,98058.17,97930.356
6/10/2002 11:20,288.496,4.053,287.783,98010,289.09,287.779,98058.194,97930.383
6/10/2002 11:25,288.576,4.053,287.867,98010,289.205,287.82,98058.174,97930.393
6/10/2002 11:30,288.602,4.053,287.95,98010,289.231,287.842,98058.177,97930.408
6/10/2002 11:35,288.696,4.053,288.033,98010,289.363,287.896,98058.141,97930.41
6/10/2002 11:40,288.739,4.053,288.117,98010,289.409,287.932,98058.128,97930.416
6/10/2002 11:45,288.847,4.053,288.2,98010,289.555,287.997,98058.078,97930.409
6/10/2002 11:50,288.903,4.053,288.283,98010,289.618,288.044,98058.052,97930.408
6/10/2002 11:55,289.022,3.522,288.367,98010,289.776,288.119,98057.991,97930.394
6/10/2002 12:00,289.089,3.522,288.45,98010,289.852,288.173,98057.954,97930.386
6/10/2002 12:05,289.276,3.522,288.5,98012.5,290.074,288.322,98057.712,97930.223
6/10/2002 12:10,289.423,3.522,288.55,98015,290.211,288.478,98057.453,97930.031
6/10/2002 12:15,289.587,3.522,288.6,98017.5,290.384,288.634,98057.187,97929.835
6/10/2002 12:20,289.684,3.522,288.65,98020,290.47,288.745,98056.968,97929.662
6/10/2002 12:25,289.798,3.522,288.7,98022.5,290.586,288.857,98056.75,97929.493
6/10/2002 12:30,289.873,3.522,288.75,98025,290.647,288.948,98056.556,97929.333
6/10/2002 12:35,289.973,3.522,288.8,98027.5,290.748,289.049,98056.349,97929.171
6/10/2002 12:40,290.039,3.522,288.85,98030,290.8,289.132,98056.163,97929.016
6/10/2002 12:45,290.128,3.522,288.9,98032.5,290.888,289.224,98055.967,97928.858
6/10/2002 12:50,290.186,3.522,288.95,98035,290.931,289.3,98055.789,97928.708
6/10/2002 12:55,290.267,3.123,289,98037.5,291.01,289.385,98055.6,97928.555
6/10/2002 13:00,290.318,3.123,289.05,98040,291.045,289.454,98055.43,97928.409
6/10/2002 13:05,290.366,3.123,289.083,98040.833,291.093,289.504,98055.322,97928.322
6/10/2002 13:10,290.345,3.123,289.117,98041.667,291.058,289.499,98055.278,97928.271
6/10/2002 13:15,290.386,3.123,289.15,98042.5,291.114,289.524,98055.203,97928.212
6/10/2002 13:20,290.398,3.123,289.183,98043.333,291.113,289.549,98055.135,97928.151
6/10/2002 13:25,290.468,3.123,289.217,98044.167,291.2,289.6,98055.032,97928.077
6/10/2002 13:30,290.486,3.123,289.25,98045,291.205,289.631,98054.955,97928.009
6/10/2002 13:35,290.55,3.123,289.283,98045.833,291.284,289.678,98054.855,97927.935
6/10/2002 13:40,290.565,3.123,289.317,98046.667,291.287,289.706,98054.779,97927.868
6/10/2002 13:45,290.625,3.123,289.35,98047.5,291.36,289.751,98054.682,97927.795
6/10/2002 13:50,290.638,3.123,289.383,98048.333,291.361,289.777,98054.608,97927.728
6/10/2002 13:55,290.689,2.724,289.417,98049.167,291.422,289.816,98054.516,97927.658
6/10/2002 14:00,290.695,2.724,289.45,98050,291.416,289.835,98054.448,97927.594
6/10/2002 14:05,290.738,2.724,289.408,98052.5,291.466,289.87,98054.358,97927.521
6/10/2002 14:10,290.795,2.724,289.367,98055,291.511,289.937,98054.241,97927.431
6/10/2002 14:15,290.848,2.724,289.325,98057.5,291.552,290.007,98054.117,97927.332
6/10/2002 14:20,290.876,2.724,289.283,98060,291.565,290.052,98054.013,97927.242
6/10/2002 14:25,290.883,2.724,289.242,98062.5,291.553,290.082,98053.928,97927.162
6/10/2002 14:30,290.879,2.724,289.2,98065,291.531,290.099,98053.856,97927.09
6/10/2002 14:35,290.865,2.724,289.158,98067.5,291.498,290.11,98053.794,97927.024
6/10/2002 14:40,290.845,2.724,289.117,98070,291.459,290.113,98053.741,97926.964
6/10/2002 14:45,290.819,2.724,289.075,98072.5,291.414,290.111,98053.694,97926.908
6/10/2002 14:50,290.788,2.724,289.033,98075,291.363,290.103,98053.656,97926.858
6/10/2002 14:55,290.753,3.123,288.992,98077.5,291.309,290.091,98053.622,97926.812
6/10/2002 15:00,290.715,3.123,288.95,98080,291.251,290.076,98053.595,97926.77
6/10/2002 15:05,290.621,3.123,288.867,98080.833,291.143,289.998,98053.718,97926.853
6/10/2002 15:10,290.484,3.123,288.783,98081.667,290.995,289.873,98053.901,97926.978
6/10/2002 15:15,290.379,3.123,288.7,98082.5,290.892,289.766,98054.07,97927.1
6/10/2002 15:20,290.273,3.123,288.617,98083.333,290.776,289.67,98054.23,97927.215
6/10/2002 15:25,290.198,3.123,288.533,98084.167,290.706,289.589,98054.369,97927.32
6/10/2002 15:30,290.101,3.123,288.45,98085,290.6,289.502,98054.517,97927.428
6/10/2002 15:35,290.026,3.123,288.367,98085.833,290.527,289.422,98054.656,97927.532
6/10/2002 15:40,289.931,3.123,288.283,98086.667,290.423,289.336,98054.802,97927.638
6/10/2002 15:45,289.859,3.123,288.2,98087.5,290.353,289.259,98054.937,97927.741
6/10/2002 15:50,289.768,3.123,288.117,98088.333,290.255,289.177,98055.079,97927.844
6/10/2002 15:55,289.695,3.655,288.033,98089.167,290.182,289.101,98055.213,97927.946
6/10/2002 16:00,289.605,3.655,287.95,98090,290.083,289.019,98055.355,97928.049
6/10/2002 16:05,289.586,3.655,288,98090,290.058,289.009,98055.323,97928.009
6/10/2002 16:10,289.571,3.655,288.05,98090,290.024,289.014,98055.26,97927.942
6/10/2002 16:15,289.575,3.655,288.1,98090,290.016,289.03,98055.184,97927.869
6/10/2002 16:20,289.565,3.655,288.15,98090,289.987,289.04,98055.117,97927.8
6/10/2002 16:25,289.567,3.655,288.2,98090,289.978,289.055,98055.043,97927.729
6/10/2002 16:30,289.558,3.655,288.25,98090,289.95,289.066,98054.975,97927.659
6/10/2002 16:35,289.558,3.655,288.3,98090,289.936,289.081,98054.901,97927.587
6/10/2002 16:40,289.547,3.655,288.35,98090,289.906,289.092,98054.833,97927.516
6/10/2002 16:45,289.543,3.655,288.4,98090,289.885,289.105,98054.761,97927.445
6/10/2002 16:50,289.528,3.655,288.45,98090,289.85,289.113,98054.695,97927.374
6/10/2002 16:55,289.522,19.007,288.5,98090,289.829,289.124,98054.623,97927.302
6/10/2002 17:00,289.547,19.032,288.55,98090,289.832,289.176,98054.515,97927.207
6/10/2002 17:05,289.522,18.589,288.533,98093.333,289.79,289.169,98054.479,97927.162
6/10/2002 17:10,289.557,18.799,288.517,98096.667,289.821,289.207,98054.405,97927.105
6/10/2002 17:15,289.601,19.127,288.5,98100,289.861,289.255,98054.321,97927.039
6/10/2002 17:20,289.642,19.436,288.483,98103.333,289.898,289.301,98054.235,97926.972
6/10/2002 17:25,289.666,19.597,288.467,98106.667,289.913,289.337,98054.161,97926.91
6/10/2002 17:30,289.691,19.762,288.45,98110,289.933,289.369,98054.098,97926.858
6/10/2002 17:35,289.676,19.579,288.433,98113.333,289.912,289.361,98054.115,97926.87
6/10/2002 17:40,289.653,19.236,288.417,98116.667,289.886,289.342,98054.149,97926.894
6/10/2002 17:45,289.63,18.801,288.4,98120,289.859,289.324,98054.183,97926.917
6/10/2002 17:50,289.621,18.48,288.383,98123.333,289.85,289.315,98054.206,97926.936
6/10/2002 17:55,289.605,30.658,288.367,98126.667,289.834,289.302,98054.232,97926.955
6/10/2002 18:00,289.306,27.792,288.35,98130,289.487,289.068,98054.483,97927.079
6/10/2002 18:05,289.571,29.853,288.317,98131.667,289.803,289.253,98054.335,97927.044
6/10/2002 18:10,289.215,26.455,288.283,98133.333,289.362,289.015,98054.607,97927.168
6/10/2002 18:15,289.517,28.82,288.25,98135,289.771,289.169,98054.471,97927.153
6/10/2002 18:20,289.127,25.116,288.217,98136.667,289.246,288.955,98054.733,97927.258
6/10/2002 18:25,289.292,26.275,288.183,98138.333,289.52,288.985,98054.711,97927.296
6/10/2002 18:30,288.956,23.033,288.15,98140,289.077,288.783,98054.966,97927.415
6/10/2002 18:35,289.028,23.367,288.117,98141.667,289.219,288.771,98054.995,97927.468
6/10/2002 18:40,288.845,21.46,288.083,98143.333,288.974,288.664,98055.148,97927.547
6/10/2002 18:45,288.873,19.081,288.05,98145,289.049,288.634,98055.198,97927.603
6/10/2002 18:50,288.86,18.871,288.017,98146.667,289.035,288.62,98055.248,97927.648
6/10/2002 18:55,288.824,21.154,287.983,98148.333,289.001,288.585,98055.31,97927.694
6/10/2002 19:00,288.737,20.273,287.95,98150,288.901,288.512,98055.413,97927.759
6/10/2002 19:05,288.748,20.266,287.85,98151.667,288.949,288.476,98055.529,97927.877
6/10/2002 19:10,288.564,18.528,287.75,98153.333,288.73,288.335,98055.766,97928.035
6/10/2002 19:15,288.561,18.387,287.65,98155,288.774,288.272,98055.911,97928.174
6/10/2002 19:20,288.361,16.495,287.55,98156.667,288.525,288.132,98056.151,97928.331
6/10/2002 19:25,288.305,15.872,287.45,98158.333,288.503,288.037,98056.328,97928.479
6/10/2002 19:30,288.144,14.313,287.35,98160,288.316,287.908,98056.554,97928.636
6/10/2002 19:35,288.077,13.569,287.25,98161.667,288.271,287.813,98056.735,97928.783
6/10/2002 19:40,287.928,5.449,287.15,98163.333,288.105,287.685,98056.957,97928.942
6/10/2002 19:45,287.883,5.449,287.05,98165,288.095,287.593,98057.132,97929.092
6/10/2002 19:50,287.729,5.449,286.95,98166.667,287.914,287.473,98057.35,97929.245
6/10/2002 19:55,287.66,4.983,286.85,98168.333,287.865,287.38,98057.529,97929.39
6/10/2002 20:00,287.525,4.983,286.75,98170,287.715,287.264,98057.74,97929.543
6/10/2002 20:05,287.371,4.983,286.508,98173.333,287.58,287.084,98058.123,97929.855
6/10/2002 20:10,287.128,4.983,286.267,98176.667,287.334,286.843,98058.588,97930.211
6/10/2002 20:15,286.9,4.983,286.025,98180,287.119,286.601,98059.051,97930.571
6/10/2002 20:20,286.643,4.983,285.783,98183.333,286.856,286.349,98059.528,97930.933
6/10/2002 20:25,286.462,4.983,285.542,98186.667,286.7,286.136,98059.961,97931.281
6/10/2002 20:30,286.215,4.983,285.3,98190,286.444,285.899,98060.426,97931.635
6/10/2002 20:35,286.011,4.983,285.058,98193.333,286.254,285.676,98060.871,97931.986
6/10/2002 20:40,285.766,4.983,284.817,98196.667,286.005,285.438,98061.338,97932.343
6/10/2002 20:45,285.539,4.983,284.575,98200,285.786,285.201,98061.8,97932.701
6/10/2002 20:50,285.337,4.983,284.333,98203.333,285.597,284.98,98062.247,97933.054
6/10/2002 20:55,285.103,4.053,284.092,98206.667,285.361,284.748,98062.709,97933.409
6/10/2002 21:00,284.875,4.053,283.85,98210,285.138,284.514,98063.171,97933.767
6/10/2002 21:05,284.728,4.053,283.792,98210.833,284.982,284.382,98063.378,97933.908
6/10/2002 21:10,284.714,4.053,283.733,98211.667,284.984,284.345,98063.467,97933.989
6/10/2002 21:15,284.645,4.053,283.675,98212.5,284.9,284.297,98063.575,97934.067
6/10/2002 21:20,284.602,4.053,283.617,98213.333,284.863,284.246,98063.678,97934.15
6/10/2002 21:25,284.507,4.053,283.558,98214.167,284.753,284.171,98063.812,97934.241
6/10/2002 21:30,284.434,4.053,283.5,98215,284.678,284.1,98063.938,97934.334
6/10/2002 21:35,284.344,4.053,283.442,98215.833,284.578,284.025,98064.071,97934.428
6/10/2002 21:40,284.273,4.053,283.383,98216.667,284.506,283.957,98064.196,97934.52
6/10/2002 21:45,284.175,4.053,283.325,98217.5,284.397,283.874,98064.337,97934.617
6/10/2002 21:50,284.189,4.053,283.267,98218.333,284.44,283.846,98064.415,97934.698
6/10/2002 21:55,284.054,3.522,283.208,98219.167,284.266,283.764,98064.564,97934.789
6/10/2002 22:00,284.011,3.522,283.15,98220,284.239,283.701,98064.676,97934.88
6/10/2002 22:05,283.922,3.522,283.15,98220.833,284.123,283.649,98064.742,97934.908
6/10/2002 22:10,283.904,3.522,283.15,98221.667,284.109,283.628,98064.761,97934.918
6/10/2002 22:15,283.945,3.522,283.15,98222.5,284.167,283.644,98064.743,97934.917
6/10/2002 22:20,284.002,3.522,283.15,98223.333,284.24,283.678,98064.707,97934.905
6/10/2002 22:25,283.918,3.522,283.15,98224.167,284.117,283.647,98064.744,97934.908
6/10/2002 22:30,283.901,3.522,283.15,98225,284.104,283.626,98064.761,97934.917
6/10/2002 22:35,283.839,3.522,283.15,98225.833,284.02,283.593,98064.801,97934.931
6/10/2002 22:40,283.824,3.522,283.15,98226.667,284.008,283.577,98064.817,97934.939
6/10/2002 22:45,283.908,3.522,283.15,98227.5,284.123,283.617,98064.772,97934.93
6/10/2002 22:50,283.832,3.522,283.15,98228.333,284.008,283.593,98064.804,97934.932
6/10/2002 22:55,283.851,3.166,283.15,98229.167,284.044,283.591,98064.8,97934.934
6/10/2002 23:00,283.786,3.36,283.15,98230,283.952,283.56,98064.838,97934.945
6/10/2002 23:05,283.818,3.411,283.167,98229.167,283.999,283.574,98064.806,97934.926
6/10/2002 23:10,283.794,3.535,283.183,98228.333,283.957,283.573,98064.796,97934.908
6/10/2002 23:15,283.834,3.557,283.2,98227.5,284.011,283.598,98064.752,97934.881
6/10/2002 23:20,283.827,3.648,283.217,98226.667,283.991,283.605,98064.733,97934.859
6/10/2002 23:25,283.86,3.675,283.233,98225.833,284.033,283.627,98064.692,97934.832
6/10/2002 23:30,283.858,3.755,283.25,98225,284.022,283.635,98064.67,97934.81
6/10/2002 23:35,283.868,3.813,283.267,98224.167,284.033,283.646,98064.642,97934.787
6/10/2002 23:40,283.986,3.706,283.283,98223.333,284.189,283.712,98064.553,97934.749
6/10/2002 23:45,283.918,3.883,283.3,98222.5,284.077,283.702,98064.557,97934.726
6/10/2002 23:50,283.967,3.879,283.317,98221.667,284.149,283.722,98064.513,97934.701
6/10/2002 23:55,283.918,3.97,283.333,98220.833,284.072,283.709,98064.518,97934.687
6/11/2002 0:00,283.97,3.961,283.35,98220,284.144,283.736,98064.47,97934.661
6/11/2002 0:05,283.944,4.072,283.35,98219.167,284.1,283.731,98064.479,97934.66
6/11/2002 0:10,283.957,4.12,283.35,98218.333,284.123,283.734,98064.473,97934.659
6/11/2002 0:15,284.022,4.089,283.35,98217.5,284.211,283.766,98064.437,97934.65
6/11/2002 0:20,284.064,4.091,283.35,98216.667,284.263,283.794,98064.408,97934.639
6/11/2002 0:25,284.098,4.107,283.35,98215.833,284.306,283.813,98064.385,97934.631
6/11/2002 0:30,284.103,4.164,283.35,98215,284.312,283.819,98064.379,97934.628
6/11/2002 0:35,284.13,4.188,283.35,98214.167,284.35,283.831,98064.364,97934.624
6/11/2002 0:40,284.009,4.439,283.35,98213.333,284.178,283.778,98064.426,97934.636
6/11/2002 0:45,283.983,4.543,283.35,98212.5,284.154,283.75,98064.452,97934.649
6/11/2002 0:50,284.012,4.562,283.35,98211.667,284.196,283.762,98064.442,97934.651
6/11/2002 0:55,284.074,4.507,283.35,98210.833,284.279,283.795,98064.406,97934.641
6/11/2002 1:00,284,4.683,283.35,98210,284.17,283.769,98064.438,97934.643
6/11/2002 1:05,283.99,4.761,283.333,98208.333,284.17,283.748,98064.468,97934.668
6/11/2002 1:10,283.928,4.919,283.317,98206.667,284.089,283.709,98064.529,97934.702
6/11/2002 1:15,283.913,5.003,283.3,98205,284.079,283.689,98064.565,97934.73
6/11/2002 1:20,283.975,4.971,283.283,98203.333,284.17,283.71,98064.555,97934.746
6/11/2002 1:25,283.904,5.14,283.267,98201.667,284.068,283.679,98064.608,97934.77
