cur_datetime,canTemp,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[2],TempProf_cur[13],PresProf_cur[2],PresProf_cur[13]
6/12/2002 12:15,297.889,56.467,296.7,98262.5,298.978,296.556,98043.908,97920.096
6/12/2002 12:20,297.785,56.037,296.817,98256.667,298.852,296.477,98043.869,97920.016
6/12/2002 12:25,297.804,56.673,296.933,98250.833,298.867,296.497,98043.742,97919.898
6/12/2002 12:30,297.949,58.415,297.05,98245,299.023,296.627,98043.511,97919.727
6/12/2002 12:35,298.125,60.42,297.167,98239.167,299.219,296.775,98043.252,97919.538
6/12/2002 12:40,298.226,61.76,297.283,98233.333,299.323,296.867,98043.037,97919.367
6/12/2002 12:45,298.255,62.463,297.4,98227.5,299.346,296.9,98042.874,97919.217
6/12/2002 12:50,298.194,62.366,297.517,98221.667,299.259,296.868,98042.771,97919.091
6/12/2002 12:55,298.033,59.926,297.633,98215.833,299.051,296.761,98042.735,97918.992
6/12/2002 13:00,297.728,57.675,297.75,98210,298.668,296.552,98042.791,97918.929
6/12/2002 13:05,297.486,55.814,297.808,98207.5,298.351,296.398,98042.849,97918.894
6/12/2002 13:10,297.436,55.65,297.867,98205,298.27,296.387,98042.776,97918.803
6/12/2002 13:15,297.662,57.907,297.925,98202.5,298.506,296.602,98042.486,97918.606
6/12/2002 13:20,298.05,61.587,297.983,98200,298.952,296.923,98042.086,97918.362
6/12/2002 13:25,298.332,64.312,298.042,98197.5,299.263,297.168,98041.752,97918.142
6/12/2002 13:30,298.546,66.434,298.1,98195,299.495,297.361,98041.467,97917.945
6/12/2002 13:35,298.719,68.127,298.158,98192.5,299.68,297.519,98041.216,97917.764
6/12/2002 13:40,298.816,69.059,298.217,98190,299.775,297.62,98041.017,97917.607
6/12/2002 13:45,298.813,69.082,298.275,98187.5,299.751,297.644,98040.89,97917.48
6/12/2002 13:50,298.686,67.999,298.333,98185,299.579,297.573,98040.852,97917.394
6/12/2002 13:55,298.76,67.915,298.392,98182.5,299.633,297.671,98040.663,97917.237
6/12/2002 14:00,299.087,70.803,298.45,98180,300.006,297.95,98040.301,97917.006
6/12/2002 14:05,299.449,74.32,298.517,98176.667,300.412,298.261,98039.9,97916.75
6/12/2002 14:10,299.612,76.757,298.583,98173.333,300.582,298.416,98039.639,97916.556
6/12/2002 14:15,299.588,77.528,298.65,98170,300.52,298.435,98039.507,97916.418
6/12/2002 14:20,299.551,78.187,298.717,98166.667,300.451,298.439,98039.396,97916.295
6/12/2002 14:25,299.468,78.418,298.783,98163.333,300.325,298.408,98039.319,97916.188
6/12/2002 14:30,299.314,77.978,298.85,98160,300.114,298.324,98039.291,97916.103
6/12/2002 14:35,299.247,78.168,298.917,98156.667,300,298.314,98039.198,97915.987
6/12/2002 14:40,299.327,79.632,298.983,98153.333,300.067,298.411,98039.004,97915.827
6/12/2002 14:45,299.478,81.719,299.05,98150,300.217,298.565,98038.755,97915.64
6/12/2002 14:50,299.627,83.767,299.117,98146.667,300.365,298.713,98038.507,97915.454
6/12/2002 14:55,299.732,89.892,299.183,98143.333,300.461,298.83,98038.29,97915.282
6/12/2002 15:00,299.824,91.439,299.25,98140,300.539,298.939,98038.082,97915.113
6/12/2002 15:05,299.866,92.379,299.258,98139.167,300.565,299,98037.939,97914.988
6/12/2002 15:10,299.828,92.601,299.267,98138.333,300.497,298.998,98037.858,97914.896
6/12/2002 15:15,299.727,92.252,299.275,98137.5,300.355,298.948,98037.823,97914.824
6/12/2002 15:20,299.587,91.527,299.283,98136.667,300.165,298.868,98037.818,97914.766
6/12/2002 15:25,299.399,90.361,299.292,98135.833,299.918,298.751,98037.847,97914.724
6/12/2002 15:30,299.287,89.825,299.3,98135,299.756,298.698,98037.82,97914.656
6/12/2002 15:35,299.318,90.537,299.308,98134.167,299.768,298.753,98037.691,97914.542
6/12/2002 15:40,299.402,91.691,299.317,98133.333,299.845,298.847,98037.524,97914.409
6/12/2002 15:45,299.47,92.672,299.325,98132.5,299.901,298.928,98037.367,97914.282
6/12/2002 15:50,299.517,93.442,299.333,98131.667,299.934,298.992,98037.226,97914.162
6/12/2002 15:55,299.559,107.7,299.342,98130.833,299.961,299.053,98037.09,97914.046
6/12/2002 16:00,299.63,108.804,299.35,98130,300.014,299.145,98036.928,97913.914
6/12/2002 16:05,299.637,109.551,299.317,98129.167,300.009,299.166,98036.881,97913.872
6/12/2002 16:10,299.623,110.098,299.283,98128.333,299.983,299.164,98036.858,97913.844
6/12/2002 16:15,299.607,110.626,299.25,98127.5,299.953,299.167,98036.83,97913.811
6/12/2002 16:20,299.611,111.316,299.217,98126.667,299.944,299.186,98036.785,97913.769
6/12/2002 16:25,299.655,112.347,299.183,98125.833,299.977,299.24,98036.706,97913.71
6/12/2002 16:30,299.789,114.169,299.15,98125,300.114,299.37,98036.559,97913.617
6/12/2002 16:35,299.944,116.168,299.117,98124.167,300.276,299.517,98036.396,97913.518
6/12/2002 16:40,300.067,117.888,299.083,98123.333,300.399,299.64,98036.253,97913.426
6/12/2002 16:45,300.176,119.481,299.05,98122.5,300.503,299.753,98036.121,97913.339
6/12/2002 16:50,300.282,120.292,299.017,98121.667,300.602,299.864,98035.992,97913.254
6/12/2002 16:55,300.382,137.885,298.983,98120.833,300.699,299.967,98035.869,97913.173
6/12/2002 17:00,300.513,138.698,298.95,98120,300.821,300.112,98035.714,97913.072
6/12/2002 17:05,300.592,139.023,298.917,98120.833,300.895,300.196,98035.603,97912.995
6/12/2002 17:10,300.617,139.169,298.883,98121.667,300.912,300.23,98035.539,97912.941
6/12/2002 17:15,300.612,139.176,298.85,98122.5,300.896,300.237,98035.501,97912.902
6/12/2002 17:20,300.58,138.947,298.817,98123.333,300.849,300.224,98035.484,97912.874
6/12/2002 17:25,300.541,138.658,298.783,98124.167,300.797,300.203,98035.475,97912.85
6/12/2002 17:30,300.492,138.281,298.75,98125,300.734,300.173,98035.475,97912.832
6/12/2002 17:35,300.439,137.861,298.717,98125.833,300.667,300.137,98035.482,97912.818
6/12/2002 17:40,300.376,137.175,298.683,98126.667,300.589,300.093,98035.498,97912.81
6/12/2002 17:45,300.322,136.321,298.65,98127.5,300.523,300.055,98035.509,97912.8
6/12/2002 17:50,300.29,135.648,298.617,98128.333,300.482,300.035,98035.505,97912.784
6/12/2002 17:55,300.265,147.581,298.583,98129.167,300.448,300.019,98035.497,97912.766
6/12/2002 18:00,300.266,147.202,298.55,98130,300.438,300.035,98035.463,97912.733
6/12/2002 18:05,300.171,145.726,298.392,98132.5,300.341,299.942,98035.613,97912.845
6/12/2002 18:10,299.993,143.512,298.233,98135,300.161,299.765,98035.853,97913.012
6/12/2002 18:15,299.801,141.163,298.075,98137.5,299.966,299.576,98036.108,97913.188
6/12/2002 18:20,299.611,138.829,297.917,98140,299.77,299.394,98036.356,97913.359
6/12/2002 18:25,299.418,136.461,297.758,98142.5,299.572,299.209,98036.606,97913.53
6/12/2002 18:30,299.188,133.755,297.6,98145,299.336,298.986,98036.927,97913.757
6/12/2002 18:35,298.939,130.869,297.442,98147.5,299.083,298.742,98037.288,97914.015
6/12/2002 18:40,298.688,127.953,297.283,98150,298.826,298.497,98037.651,97914.274
6/12/2002 18:45,298.438,120.767,297.125,98152.5,298.571,298.255,98038.012,97914.532
6/12/2002 18:50,298.136,118.045,296.967,98155,298.258,297.969,98038.414,97914.809
6/12/2002 18:55,297.9,118.58,296.808,98157.5,298.015,297.743,98038.761,97915.059
6/12/2002 19:00,297.722,116.896,296.65,98160,297.834,297.569,98039.061,97915.285
6/12/2002 19:05,297.496,114.832,296.45,98163.333,297.609,297.343,98039.439,97915.568
6/12/2002 19:10,297.358,113.52,296.25,98166.667,297.487,297.184,98039.762,97915.831
6/12/2002 19:15,297.087,111.034,296.05,98170,297.2,296.931,98040.167,97916.125
6/12/2002 19:20,296.951,109.719,295.85,98173.333,297.088,296.764,98040.495,97916.393
6/12/2002 19:25,296.694,107.343,295.65,98176.667,296.81,296.534,98040.884,97916.677
6/12/2002 19:30,296.517,105.66,295.45,98180,296.653,296.334,98041.241,97916.956
6/12/2002 19:35,296.287,103.506,295.25,98183.333,296.414,296.114,98041.621,97917.241
6/12/2002 19:40,296.088,101.619,295.05,98186.667,296.227,295.901,98041.992,97917.527
6/12/2002 19:45,295.918,99.983,294.85,98190,296.066,295.719,98042.338,97917.799
6/12/2002 19:50,295.719,98.087,294.65,98193.333,295.868,295.519,98042.699,97918.076
6/12/2002 19:55,295.523,94.823,294.45,98196.667,295.676,295.316,98043.063,97918.356
6/12/2002 20:00,295.32,92.878,294.25,98200,295.477,295.107,98043.433,97918.64
6/12/2002 20:05,295.099,90.795,294.008,98201.667,295.262,294.877,98043.857,97918.969
6/12/2002 20:10,294.867,88.61,293.767,98203.333,295.037,294.635,98044.295,97919.308
6/12/2002 20:15,294.628,86.363,293.525,98205,294.803,294.39,98044.738,97919.649
6/12/2002 20:20,294.394,84.155,293.283,98206.667,294.574,294.149,98045.178,97919.988
6/12/2002 20:25,294.149,81.843,293.042,98208.333,294.332,293.9,98045.626,97920.331
6/12/2002 20:30,293.936,79.813,292.8,98210,294.131,293.672,98046.054,97920.667
6/12/2002 20:35,293.696,77.536,292.558,98211.667,293.891,293.432,98046.496,97921.006
6/12/2002 20:40,293.469,75.362,292.317,98213.333,293.67,293.195,98046.934,97921.345
6/12/2002 20:45,293.228,73.07,292.075,98215,293.431,292.952,98047.379,97921.687
6/12/2002 20:50,292.996,70.851,291.833,98216.667,293.205,292.713,98047.821,97922.028
6/12/2002 20:55,292.758,57.17,291.592,98218.333,292.97,292.471,98048.267,97922.371
6/12/2002 21:00,292.5,54.684,291.35,98220,292.719,292.203,98048.736,97922.728
6/12/2002 21:05,292.33,52.959,291.233,98219.167,292.546,292.037,98049.01,97922.928
6/12/2002 21:10,292.223,51.782,291.117,98218.333,292.441,291.928,98049.219,97923.09
6/12/2002 21:15,292.119,50.628,291,98217.5,292.337,291.823,98049.423,97923.25
6/12/2002 21:20,292.004,49.374,290.883,98216.667,292.224,291.706,98049.639,97923.415
6/12/2002 21:25,291.858,47.834,290.767,98215.833,292.074,291.564,98049.879,97923.592
6/12/2002 21:30,291.768,46.786,290.65,98215,291.996,291.458,98050.085,97923.758
6/12/2002 21:35,291.623,45.254,290.533,98214.167,291.841,291.328,98050.318,97923.929
6/12/2002 21:40,291.51,43.993,290.417,98213.333,291.733,291.207,98050.537,97924.098
6/12/2002 21:45,291.373,42.518,290.3,98212.5,291.591,291.077,98050.769,97924.27
6/12/2002 21:50,291.238,41.057,290.183,98211.667,291.457,290.941,98051.004,97924.447
6/12/2002 21:55,291.148,23.864,290.067,98210.833,291.377,290.835,98051.21,97924.613
6/12/2002 22:00,290.972,22.011,289.95,98210,291.197,290.665,98051.478,97924.804
6/12/2002 22:05,290.852,20.639,289.842,98212.5,291.08,290.541,98051.697,97924.97
6/12/2002 22:10,290.717,19.138,289.733,98215,290.94,290.413,98051.919,97925.134
6/12/2002 22:15,290.651,18.236,289.625,98217.5,290.891,290.324,98052.101,97925.285
6/12/2002 22:20,290.519,16.745,289.517,98220,290.747,290.207,98052.315,97925.442
6/12/2002 22:25,290.418,15.535,289.408,98222.5,290.653,290.097,98052.518,97925.6
6/12/2002 22:30,290.275,13.949,289.3,98225,290.502,289.964,98052.746,97925.766
6/12/2002 22:35,290.206,13.007,289.192,98227.5,290.45,289.87,98052.932,97925.92
6/12/2002 22:40,290.069,11.475,289.083,98230,290.301,289.751,98053.15,97926.079
6/12/2002 22:45,289.972,10.29,288.975,98232.5,290.212,289.642,98053.351,97926.236
6/12/2002 22:50,289.844,8.839,288.867,98235,290.079,289.523,98053.568,97926.397
6/12/2002 22:55,289.724,1.927,288.758,98237.5,289.961,289.4,98053.785,97926.561
6/12/2002 23:00,289.613,1.927,288.65,98240,289.86,289.273,98054.004,97926.73
6/12/2002 23:05,289.599,1.927,288.675,98240.833,289.85,289.257,98054.011,97926.73
6/12/2002 23:10,289.605,1.927,288.7,98241.667,289.844,289.277,98053.972,97926.695
6/12/2002 23:15,289.642,1.927,288.725,98242.5,289.883,289.312,98053.914,97926.653
6/12/2002 23:20,289.652,1.927,288.75,98243.333,289.886,289.331,98053.873,97926.618
6/12/2002 23:25,289.663,1.927,288.775,98244.167,289.895,289.345,98053.836,97926.585
6/12/2002 23:30,289.662,1.927,288.8,98245,289.886,289.354,98053.806,97926.556
6/12/2002 23:35,289.67,1.927,288.825,98245.833,289.891,289.367,98053.771,97926.525
6/12/2002 23:40,289.675,1.927,288.85,98246.667,289.892,289.379,98053.737,97926.494
6/12/2002 23:45,289.671,1.927,288.875,98247.5,289.882,289.384,98053.711,97926.467
6/12/2002 23:50,289.736,1.927,288.9,98248.333,289.964,289.425,98053.646,97926.429
6/12/2002 23:55,289.718,0.532,288.925,98249.167,289.924,289.436,98053.618,97926.395
6/13/2002 0:00,289.723,0.532,288.95,98250,289.931,289.439,98053.589,97926.368
6/13/2002 0:05,289.753,0.532,288.925,98249.167,289.975,289.447,98053.596,97926.387
6/13/2002 0:10,289.692,0.532,288.9,98248.333,289.895,289.412,98053.657,97926.423
6/13/2002 0:15,289.657,0.532,288.875,98247.5,289.862,289.376,98053.714,97926.464
6/13/2002 0:20,289.593,0.532,288.85,98246.667,289.784,289.331,98053.784,97926.507
6/13/2002 0:25,289.559,0.532,288.825,98245.833,289.751,289.297,98053.84,97926.548
6/13/2002 0:30,289.51,0.532,288.8,98245,289.693,289.26,98053.901,97926.589
6/13/2002 0:35,289.477,0.532,288.775,98244.167,289.66,289.228,98053.955,97926.628
6/13/2002 0:40,289.432,0.532,288.75,98243.333,289.608,289.192,98054.015,97926.668
6/13/2002 0:45,289.396,0.532,288.725,98242.5,289.57,289.158,98054.07,97926.708
6/13/2002 0:50,289.351,0.532,288.7,98241.667,289.52,289.122,98054.13,97926.749
6/13/2002 0:55,289.313,0.266,288.675,98240.833,289.479,289.087,98054.187,97926.789
6/13/2002 1:00,289.269,0.266,288.65,98240,289.43,289.05,98054.248,97926.831
6/13/2002 1:05,289.225,0.266,288.617,98238.333,289.384,289.01,98054.317,97926.881
6/13/2002 1:10,289.176,0.266,288.583,98236.667,289.33,288.966,98054.391,97926.934
6/13/2002 1:15,289.137,0.266,288.55,98235,289.292,288.927,98054.46,97926.985
6/13/2002 1:20,289.099,0.266,288.517,98233.333,289.252,288.89,98054.527,97927.036
6/13/2002 1:25,289.067,0.266,288.483,98231.667,289.223,288.856,98054.591,97927.085
6/13/2002 1:30,289.022,0.266,288.45,98230,289.173,288.815,98054.662,97927.136
6/13/2002 1:35,289.045,0.266,288.417,98228.333,289.22,288.806,98054.698,97927.18
6/13/2002 1:40,289.047,0.266,288.383,98226.667,289.23,288.795,98054.738,97927.221
6/13/2002 1:45,288.981,0.266,288.35,98225,289.149,288.751,98054.813,97927.268
6/13/2002 1:50,288.934,0.266,288.317,98223.333,289.101,288.706,98054.886,97927.32
6/13/2002 1:55,288.877,0.066,288.283,98221.667,289.036,288.659,98054.965,97927.374
6/13/2002 2:00,288.835,0.066,288.25,98220,288.993,288.619,98055.035,97927.426
6/13/2002 2:05,288.831,0.066,288.183,98223.333,289.009,288.586,98055.122,97927.509
6/13/2002 2:10,288.807,0.066,288.117,98226.667,288.998,288.544,98055.222,97927.597
6/13/2002 2:15,288.71,0.066,288.05,98230,288.885,288.469,98055.36,97927.694
6/13/2002 2:20,288.636,0.066,287.983,98233.333,288.812,288.394,98055.493,97927.793
6/13/2002 2:25,288.547,0.066,287.917,98236.667,288.715,288.317,98055.632,97927.894
6/13/2002 2:30,288.484,0.066,287.85,98240,288.655,288.249,98055.759,97927.993
6/13/2002 2:35,288.413,0.066,287.783,98243.333,288.581,288.181,98055.888,97928.09
6/13/2002 2:40,288.354,0.066,287.717,98246.667,288.526,288.118,98056.011,97928.186
6/13/2002 2:45,288.278,0.066,287.65,98250,288.445,288.049,98056.141,97928.283
6/13/2002 2:50,288.279,0.066,287.583,98253.333,288.474,288.011,98056.234,97928.374
6/13/2002 2:55,288.169,0.066,287.517,98256.667,288.338,287.934,98056.377,97928.471
6/13/2002 3:00,288.125,0.066,287.45,98260,288.31,287.872,98056.495,97928.567
6/13/2002 3:05,288.033,0.066,287.408,98261.667,288.198,287.805,98056.606,97928.64
6/13/2002 3:10,288.064,0.066,287.367,98263.333,288.264,287.79,98056.652,97928.696
6/13/2002 3:15,287.957,0.066,287.325,98265,288.118,287.732,98056.758,97928.757
6/13/2002 3:20,287.988,0.066,287.283,98266.667,288.187,287.714,98056.804,97928.814
6/13/2002 3:25,287.943,0.066,287.242,98268.333,288.136,287.676,98056.883,97928.874
6/13/2002 3:30,287.886,0.066,287.2,98270,288.075,287.627,98056.97,97928.935
6/13/2002 3:35,287.811,0.066,287.158,98271.667,287.988,287.567,98057.068,97929.001
6/13/2002 3:40,287.749,0.066,287.117,98273.333,287.921,287.514,98057.16,97929.066
6/13/2002 3:45,287.757,0.066,287.075,98275,287.95,287.49,98057.219,97929.125
6/13/2002 3:50,287.671,0.066,287.033,98276.667,287.841,287.437,98057.316,97929.187
6/13/2002 3:55,287.643,0.266,286.992,98278.333,287.824,287.394,98057.392,97929.249
6/13/2002 4:00,287.571,0.266,286.95,98280,287.738,287.341,98057.487,97929.313
6/13/2002 4:05,287.581,0.266,286.992,98285,287.753,287.347,98057.451,97929.281
6/13/2002 4:10,287.589,0.266,287.033,98290,287.747,287.373,98057.391,97929.226
6/13/2002 4:15,287.694,0.266,287.075,98295,287.88,287.438,98057.282,97929.161
6/13/2002 4:20,287.68,0.266,287.117,98300,287.832,287.469,98057.222,97929.098
6/13/2002 4:25,287.792,0.266,287.158,98305,287.98,287.535,98057.11,97929.032
6/13/2002 4:30,287.83,0.266,287.2,98310,288.013,287.578,98057.031,97928.972
6/13/2002 4:35,287.851,0.266,287.242,98315,288.03,287.607,98056.962,97928.913
6/13/2002 4:40,287.86,0.266,287.283,98320,288.028,287.63,98056.903,97928.858
6/13/2002 4:45,287.886,0.266,287.325,98325,288.052,287.66,98056.835,97928.802
6/13/2002 4:50,287.912,0.266,287.367,98330,288.07,287.696,98056.763,97928.743
6/13/2002 4:55,288.01,1.794,287.408,98335,288.194,287.759,98056.659,97928.679
6/13/2002 5:00,288.014,1.794,287.45,98340,288.173,287.795,98056.591,97928.616
6/13/2002 5:05,288.132,1.794,287.617,98342.5,288.3,287.904,98056.342,97928.419
6/13/2002 5:10,288.243,1.794,287.783,98345,288.394,288.039,98056.065,97928.193
6/13/2002 5:15,288.413,1.794,287.95,98347.5,288.572,288.201,98055.752,97927.955
6/13/2002 5:20,288.557,1.794,288.117,98350,288.703,288.362,98055.446,97927.714
6/13/2002 5:25,288.778,1.794,288.283,98352.5,288.952,288.545,98055.11,97927.473
6/13/2002 5:30,288.869,1.794,288.45,98355,289.016,288.67,98054.882,97927.289
6/13/2002 5:35,289.002,1.794,288.617,98357.5,289.167,288.78,98054.681,97927.145
6/13/2002 5:40,289.062,1.794,288.783,98360,289.212,288.86,98054.523,97927.016
6/13/2002 5:45,289.168,1.794,288.95,98362.5,289.329,288.953,98054.346,97926.885
6/13/2002 5:50,289.246,1.794,289.117,98365,289.399,289.041,98054.178,97926.752
6/13/2002 5:55,289.361,6.246,289.283,98367.5,289.523,289.144,98053.99,97926.614
6/13/2002 6:00,289.468,6.246,289.45,98370,289.625,289.257,98053.795,97926.467
6/13/2002 6:05,289.532,6.246,289.5,98371.667,289.702,289.304,98053.76,97926.458
6/13/2002 6:10,289.527,6.246,289.55,98373.333,289.7,289.294,98053.798,97926.494
6/13/2002 6:15,289.514,6.246,289.6,98375,289.695,289.269,98053.851,97926.54
6/13/2002 6:20,289.493,6.246,289.65,98376.667,289.675,289.247,98053.902,97926.582
6/13/2002 6:25,289.495,6.246,289.7,98378.333,289.685,289.239,98053.935,97926.615
6/13/2002 6:30,289.498,6.246,289.75,98380,289.692,289.235,98053.964,97926.645
6/13/2002 6:35,289.509,6.246,289.8,98381.667,289.712,289.236,98053.986,97926.671
6/13/2002 6:40,289.514,6.246,289.85,98383.333,289.721,289.235,98054.01,97926.697
6/13/2002 6:45,289.523,6.246,289.9,98385,289.737,289.235,98054.03,97926.72
6/13/2002 6:50,289.528,6.246,289.95,98386.667,289.745,289.235,98054.052,97926.744
6/13/2002 6:55,289.538,6.645,290,98388.333,289.762,289.237,98054.071,97926.766
6/13/2002 7:00,289.546,6.645,290.05,98390,289.773,289.239,98054.088,97926.786
6/13/2002 7:05,289.68,6.645,290.333,98392.5,289.904,289.381,98053.777,97926.534
6/13/2002 7:10,289.895,6.645,290.617,98395,290.116,289.602,98053.366,97926.219
6/13/2002 7:15,290.146,6.645,290.9,98397.5,290.369,289.849,98052.926,97925.889
6/13/2002 7:20,290.385,6.645,291.183,98400,290.61,290.086,98052.495,97925.563
6/13/2002 7:25,290.613,6.645,291.467,98402.5,290.839,290.312,98052.073,97925.241
6/13/2002 7:30,290.834,6.645,291.75,98405,291.059,290.535,98051.657,97924.922
6/13/2002 7:35,291.062,6.645,292.033,98407.5,291.288,290.763,98051.234,97924.599
6/13/2002 7:40,291.295,6.645,292.317,98410,291.521,290.995,98050.805,97924.272
6/13/2002 7:45,291.536,6.645,292.6,98412.5,291.764,291.234,98050.368,97923.939
6/13/2002 7:50,291.78,6.645,292.883,98415,292.009,291.477,98049.923,97923.601
6/13/2002 7:55,292.031,6.379,293.167,98417.5,292.261,291.726,98049.469,97923.255
6/13/2002 8:00,292.285,6.379,293.45,98420,292.516,291.979,98049.005,97922.902
6/13/2002 8:05,292.489,6.379,293.642,98418.333,292.727,292.172,98048.697,97922.682
6/13/2002 8:10,292.668,6.379,293.833,98416.667,292.915,292.337,98048.414,97922.475
6/13/2002 8:15,292.817,6.379,294.025,98415,293.061,292.493,98048.128,97922.253
6/13/2002 8:20,292.987,6.379,294.217,98413.333,293.227,292.671,98047.811,97922.011
6/13/2002 8:25,293.165,8.161,294.408,98411.667,293.397,292.86,98047.48,97921.757
6/13/2002 8:30,293.351,10.461,294.6,98410,293.575,293.057,98047.138,97921.496
6/13/2002 8:35,293.609,13.371,294.792,98408.333,293.837,293.312,98046.741,97921.21
6/13/2002 8:40,293.88,16.378,294.983,98406.667,294.116,293.575,98046.332,97920.916
6/13/2002 8:45,294.236,20.135,295.175,98405,294.489,293.914,98045.853,97920.587
6/13/2002 8:50,294.662,24.499,295.367,98403.333,294.939,294.317,98045.313,97920.226
6/13/2002 8:55,295.061,24.613,295.558,98401.667,295.358,294.697,98044.782,97919.863
6/13/2002 9:00,295.345,27.734,295.75,98400,295.648,294.976,98044.337,97919.537
6/13/2002 9:05,295.496,29.878,295.825,98395.833,295.808,295.116,98044.163,97919.426
6/13/2002 9:10,295.592,31.541,295.9,98391.667,295.912,295.201,98044.08,97919.384
6/13/2002 9:15,295.688,33.201,295.975,98387.5,296.024,295.28,98044.007,97919.349
6/13/2002 9:20,295.793,34.943,296.05,98383.333,296.145,295.369,98043.92,97919.305
6/13/2002 9:25,295.907,36.75,296.125,98379.167,296.275,295.464,98043.824,97919.255
6/13/2002 9:30,296.025,38.599,296.2,98375,296.411,295.563,98043.725,97919.204
6/13/2002 9:35,296.146,40.461,296.275,98370.833,296.548,295.663,98043.623,97919.151
6/13/2002 9:40,296.269,42.347,296.35,98366.667,296.69,295.766,98043.518,97919.096
6/13/2002 9:45,296.391,44.226,296.425,98362.5,296.83,295.869,98043.412,97919.04
6/13/2002 9:50,296.516,46.12,296.5,98358.333,296.973,295.973,98043.304,97918.982
6/13/2002 9:55,296.639,48.168,296.575,98354.167,297.113,296.076,98043.196,97918.924
6/13/2002 10:00,296.764,50.06,296.65,98350,297.256,296.179,98043.085,97918.864
6/13/2002 10:05,296.905,51.873,296.733,98346.667,297.412,296.303,98042.925,97918.761
6/13/2002 10:10,297.014,53.406,296.817,98343.333,297.532,296.401,98042.783,97918.664
6/13/2002 10:15,297.135,55.046,296.9,98340,297.671,296.503,98042.64,97918.57
6/13/2002 10:20,297.252,56.638,296.983,98336.667,297.797,296.608,98042.496,97918.474
6/13/2002 10:25,297.389,58.404,297.067,98333.333,297.952,296.724,98042.339,97918.372
6/13/2002 10:30,297.515,60.074,297.15,98330,298.088,296.839,98042.183,97918.268
6/13/2002 10:35,297.655,61.857,297.233,98326.667,298.246,296.958,98042.021,97918.162
6/13/2002 10:40,297.78,63.511,297.317,98323.333,298.381,297.071,98041.866,97918.058
6/13/2002 10:45,297.916,65.259,297.4,98320,298.535,297.188,98041.705,97917.952
6/13/2002 10:50,298.04,66.898,297.483,98316.667,298.67,297.3,98041.549,97917.847
6/13/2002 10:55,298.176,67.99,297.567,98313.333,298.823,297.417,98041.387,97917.74
6/13/2002 11:00,298.298,69.614,297.65,98310,298.956,297.527,98041.232,97917.634
6/13/2002 11:05,298.447,71.457,297.758,98309.167,299.121,297.659,98041.033,97917.496
6/13/2002 11:10,298.598,73.312,297.867,98308.333,299.28,297.8,98040.823,97917.348
6/13/2002 11:15,298.754,75.207,297.975,98307.5,299.449,297.941,98040.61,97917.197
6/13/2002 11:20,298.9,77.015,298.083,98306.667,299.604,298.077,98040.402,97917.049
6/13/2002 11:25,299.05,78.858,298.192,98305.833,299.767,298.214,98040.192,97916.9
6/13/2002 11:30,299.196,80.658,298.3,98305,299.922,298.35,98039.984,97916.751
6/13/2002 11:35,299.348,82.507,298.408,98304.167,300.086,298.489,98039.771,97916.6
6/13/2002 11:40,299.496,84.316,298.517,98303.333,300.243,298.627,98039.559,97916.448
6/13/2002 11:45,299.649,86.162,298.625,98302.5,300.407,298.767,98039.344,97916.295
6/13/2002 11:50,299.797,87.97,298.733,98301.667,300.565,298.905,98039.13,97916.141
6/13/2002 11:55,299.951,88.93,298.842,98300.833,300.73,299.046,98038.913,97915.986
6/13/2002 12:00,300.098,90.714,298.95,98300,300.887,299.183,98038.699,97915.831
6/13/2002 12:05,300.239,92.297,298.992,98298.333,301.041,299.31,98038.513,97915.702
6/13/2002 12:10,300.37,93.78,299.033,98296.667,301.179,299.432,98038.336,97915.579
6/13/2002 12:15,300.483,95.104,299.075,98295,301.297,299.54,98038.171,97915.459
6/13/2002 12:20,300.583,96.309,299.117,98293.333,301.403,299.634,98038.017,97915.345
6/13/2002 12:25,300.672,97.398,299.158,98291.667,301.494,299.72,98037.871,97915.236
6/13/2002 12:30,300.759,98.472,299.2,98290,301.587,299.803,98037.728,97915.128
6/13/2002 12:35,300.841,99.475,299.242,98288.333,301.669,299.883,98037.588,97915.021
6/13/2002 12:40,300.923,100.473,299.283,98286.667,301.756,299.961,98037.449,97914.915
6/13/2002 12:45,300.998,101.397,299.325,98285,301.832,300.036,98037.313,97914.81
6/13/2002 12:50,301.074,102.318,299.367,98283.333,301.912,300.109,98037.178,97914.705
6/13/2002 12:55,301.145,101.722,299.408,98281.667,301.984,300.18,98037.045,97914.601
6/13/2002 13:00,301.214,102.546,299.45,98280,302.056,300.246,98036.916,97914.5
6/13/2002 13:05,301.272,103.194,299.475,98279.167,302.115,300.302,98036.81,97914.418
6/13/2002 13:10,301.287,103.461,299.5,98278.333,302.13,300.318,98036.744,97914.358
6/13/2002 13:15,301.346,104.091,299.525,98277.5,302.202,300.362,98036.655,97914.291
6/13/2002 13:20,301.403,104.702,299.55,98276.667,302.259,300.421,98036.555,97914.215
6/13/2002 13:25,301.492,105.575,299.575,98275.833,302.363,300.493,98036.436,97914.13
6/13/2002 13:30,301.551,106.179,299.6,98275,302.421,300.553,98036.33,97914.049
6/13/2002 13:35,301.633,106.916,299.625,98274.167,302.517,300.62,98036.215,97913.965
6/13/2002 13:40,301.69,107.348,299.65,98273.333,302.572,300.678,98036.111,97913.885
6/13/2002 13:45,301.774,108.001,299.675,98272.5,302.673,300.747,98035.994,97913.8
