cur_datetime,canTemp,wallSun_K,wallShade_K,roof_K,sensWaste,Roof.SWRabsRoofImp,Roof.LWRabsRoofImp,Roof.LEfluxRoofImp,Roof.HfluxRoofImp,fluxRoof,hConv,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19],VCEG_c,,,roof_Text_c
6/1/2004 3:55,289.913,295.057,295.038,285.583,0.239,1.438,-16.369,-2.447,-3.468,1.922,1.179,287.459,99686.792,288.373,100089.777,12.433,,,13.333
6/1/2004 4:00,289.92,295.018,294.998,285.523,0.239,1.5,-16.938,-2.47,-3.647,2.113,1.21,287.458,99687.667,288.387,100089.759,12.373,,,13.336
6/1/2004 4:05,289.889,294.979,294.958,285.457,0.239,1.625,-16.053,-2.585,-3.831,2.172,1.239,287.467,99687.667,288.367,100089.79,12.307,,,13.32
6/1/2004 4:10,289.854,294.943,294.92,285.415,0.239,1.75,-15.29,-2.736,-4.054,2.218,1.302,287.476,99687.667,288.335,100089.827,12.265,,,13.295
6/1/2004 4:15,289.8,294.907,294.883,285.396,0.239,1.875,-14.641,-3.088,-4.307,2.261,1.39,287.486,99687.667,288.302,100089.863,12.246,,,13.265
6/1/2004 4:20,289.773,294.872,294.846,285.402,0.239,2,-14.116,-3.31,-4.533,2.296,1.483,287.495,99687.667,288.276,100089.893,12.252,,,13.231
6/1/2004 4:25,289.738,294.836,294.809,285.427,0.239,2.125,-13.689,-3.449,-4.755,2.338,1.582,287.504,99687.667,288.253,100089.92,12.277,,,13.192
6/1/2004 4:30,289.723,294.801,294.772,285.468,0.239,2.25,-13.34,-3.559,-5,2.375,1.701,287.513,99687.667,288.234,100089.943,12.318,,,13.152
6/1/2004 4:35,289.692,294.766,294.736,285.523,0.239,2.375,-13.061,-3.65,-5.277,2.418,1.841,287.523,99687.667,288.215,100089.965,12.373,,,13.108
6/1/2004 4:40,289.677,294.733,294.702,285.591,0.239,2.5,-12.847,-3.715,-5.567,2.452,2.003,287.532,99687.667,288.199,100089.984,12.441,,,13.063
6/1/2004 4:45,289.647,294.7,294.667,285.67,0.239,2.625,-12.69,-3.738,-5.863,2.49,2.185,287.541,99687.667,288.183,100090.002,12.52,,,13.017
6/1/2004 4:50,289.634,294.668,294.634,285.758,0.239,2.75,-12.58,-4.043,-6.152,2.52,2.387,287.55,99687.667,288.17,100090.018,12.608,,,12.97
6/1/2004 4:55,289.605,294.637,294.601,285.86,1.615,2.875,-12.539,-4.126,-6.429,2.555,2.612,287.559,99687.667,288.156,100090.033,12.71,,,12.921
6/1/2004 5:00,289.598,294.606,294.569,285.97,1.615,3,-12.538,-4.051,-6.683,2.871,2.86,287.569,99687.667,288.149,100090.044,12.82,,,12.873
6/1/2004 5:05,289.572,294.576,294.538,286.084,1.615,3.938,-12.557,-3.85,-6.919,2.9,3.12,287.585,99689.319,288.139,100090.055,12.934,,,12.856
6/1/2004 5:10,289.562,294.55,294.507,286.213,1.615,4.875,-12.655,-3.403,-6.922,2.928,3.333,287.6,99690.972,288.131,100090.065,13.063,,,12.854
6/1/2004 5:15,289.541,294.527,294.478,286.348,1.615,5.812,-12.781,-2.81,-6.813,2.957,3.523,287.616,99692.625,288.122,100090.075,13.198,,,12.861
6/1/2004 5:20,289.537,294.506,294.45,286.482,1.615,6.75,-12.907,-2.63,-6.607,2.98,3.692,287.632,99694.278,288.114,100090.084,13.332,,,12.875
6/1/2004 5:25,289.52,294.488,294.423,286.622,1.615,7.688,-13.064,-2.081,-6.355,3.006,3.869,287.648,99695.931,288.106,100090.094,13.472,,,12.895
6/1/2004 5:30,289.52,294.472,294.398,286.76,1.615,8.625,-13.21,-1.325,-6.057,3.025,4.048,287.664,99697.583,288.1,100090.103,13.61,,,12.933
6/1/2004 5:35,289.504,294.458,294.373,286.891,1.615,9.562,-13.322,-0.476,-5.747,3.048,4.227,287.68,99699.236,288.093,100090.112,13.741,,,12.97
6/1/2004 5:40,289.506,294.445,294.35,287.014,1.615,10.5,-13.394,0.423,-5.415,3.063,4.406,287.695,99700.889,288.087,100090.12,13.864,,,13.052
6/1/2004 5:45,289.491,294.433,294.327,287.129,1.615,11.438,-13.423,0.706,-5.084,3.081,4.581,287.711,99702.542,288.08,100090.128,13.979,,,13.11
6/1/2004 5:50,289.495,294.422,294.306,287.247,1.615,12.375,-13.473,1.433,-4.712,3.092,4.786,287.727,99704.194,288.076,100090.135,14.097,,,13.166
6/1/2004 5:55,289.48,294.412,294.285,287.36,5.623,13.312,-13.495,2.37,-4.336,3.107,4.994,287.743,99705.847,288.069,100090.143,14.21,,,13.222
6/1/2004 6:00,289.533,294.402,294.265,287.464,5.623,14.25,-13.472,5.547,-6.462,3.291,8.53,287.759,99707.5,288.074,100090.148,14.314,,,13.28
6/1/2004 6:05,289.349,294.384,294.238,287.564,5.623,16.188,-13.513,6.752,-6.669,3.319,9.967,287.805,99709,288.072,100090.141,14.414,,,13.337
6/1/2004 6:10,289.413,294.376,294.219,287.68,5.623,18.125,-13.633,9.554,-6.275,3.265,11.589,287.85,99710.5,288.083,100090.127,14.53,,,13.395
6/1/2004 6:15,289.269,294.357,294.187,287.769,5.623,20.062,-13.615,11.959,-5.722,3.3,12.37,287.896,99712,288.083,100090.117,14.619,,,13.455
6/1/2004 6:20,289.35,294.347,294.163,287.839,5.623,22,-13.497,14.604,-5.138,3.256,13.361,287.942,99713.5,288.1,100090.098,14.689,,,13.515
6/1/2004 6:25,289.238,294.33,294.131,287.886,5.623,23.938,-13.264,14.37,-4.928,3.294,13.837,287.988,99715,288.104,100090.084,14.736,,,13.577
6/1/2004 6:30,289.319,294.321,294.107,287.973,5.623,25.875,-13.235,16.919,-3.915,3.259,14.721,288.033,99716.5,288.125,100090.062,14.823,,,13.641
6/1/2004 6:35,289.226,294.307,294.078,288.029,5.623,27.812,-13.05,10.91,-3.557,3.293,15.2,288.079,99718,288.132,100090.046,14.879,,,13.714
6/1/2004 6:40,289.307,294.297,294.056,288.228,5.623,29.75,-13.598,0,-0.596,3.261,16.327,288.125,99719.5,288.16,100090.019,15.078,,,13.793
6/1/2004 6:45,289.243,294.282,294.031,288.595,5.623,31.688,-15.024,0,5.21,3.289,17.469,288.17,99721,288.183,100089.994,15.445,,,13.874
6/1/2004 6:50,289.325,294.272,294.011,288.861,5.623,33.625,-15.929,0,9.943,3.259,18.398,288.216,99722.5,288.217,100089.962,15.711,,,13.959
6/1/2004 6:55,289.261,294.257,293.989,289.056,5.982,35.562,-16.466,0,13.194,3.28,19.023,288.262,99724,288.234,100089.939,15.906,,,14.047
6/1/2004 7:00,289.332,294.247,293.972,289.215,5.982,37.5,-16.816,0,16.516,3.259,19.713,288.308,99725.5,288.264,100089.91,16.065,,,14.139
6/1/2004 7:05,289.28,294.232,293.952,289.339,5.982,39.438,-16.834,0,18.744,3.272,20.204,288.37,99729.069,288.287,100089.876,16.189,,,14.241
6/1/2004 7:10,289.35,294.22,293.936,289.457,5.982,41.375,-16.815,0,21.029,3.24,20.484,288.432,99732.639,288.324,100089.835,16.307,,,14.349
6/1/2004 7:15,289.319,294.206,293.92,289.567,5.982,43.312,-16.759,0,22.56,3.251,20.568,288.495,99736.208,288.35,100089.798,16.417,,,14.461
6/1/2004 7:20,289.397,294.195,293.907,289.685,5.982,45.25,-16.742,0,24.678,3.223,20.713,288.557,99739.778,288.389,100089.756,16.535,,,14.577
6/1/2004 7:25,289.376,294.182,293.894,289.799,5.982,47.188,-16.703,0,26.232,3.235,20.797,288.62,99743.347,288.418,100089.719,16.649,,,14.695
6/1/2004 7:30,289.461,294.171,293.885,289.919,5.982,49.125,-16.7,0,28.394,3.209,20.957,288.682,99746.917,288.459,100089.675,16.769,,,14.817
6/1/2004 7:35,289.446,294.16,293.876,290.034,5.982,51.062,-16.67,0,29.976,3.221,21.076,288.745,99750.486,288.49,100089.636,16.884,,,14.941
6/1/2004 7:40,289.558,294.15,293.87,290.154,5.982,53,-16.671,0,32.199,3.194,21.265,288.807,99754.056,288.54,100089.588,17.004,,,15.066
6/1/2004 7:45,289.552,294.139,293.864,290.268,5.982,54.938,-16.639,0,33.682,3.214,21.46,288.869,99757.625,288.573,100089.547,17.118,,,15.192
6/1/2004 7:50,289.656,294.132,293.863,290.39,5.982,56.875,-16.649,0,36.124,3.188,21.772,288.932,99761.194,288.622,100089.498,17.24,,,15.318
6/1/2004 7:55,289.647,294.123,293.861,290.502,5.743,58.812,-16.603,0,37.634,3.203,21.967,288.994,99764.764,288.655,100089.457,17.352,,,15.446
6/1/2004 8:00,289.752,294.115,293.863,290.621,5.743,60.75,-16.599,0,40.059,2.753,22.258,289.057,99768.333,288.704,100089.409,17.471,,,15.573
6/1/2004 8:05,289.741,294.105,293.864,290.73,5.743,68.25,-16.146,0,41.572,2.768,22.441,289.178,99768.653,288.738,100089.367,17.58,,,15.712
6/1/2004 8:10,289.924,294.1,293.871,290.956,5.743,75.75,-16.315,0,47.098,2.741,23.022,289.299,99768.972,288.815,100089.302,17.806,,,15.855
6/1/2004 8:15,289.994,294.095,293.88,291.212,5.743,83.25,-16.651,0,52.2,2.781,23.679,289.42,99769.292,288.889,100089.237,18.062,,,16.002
6/1/2004 8:20,290.213,294.097,293.899,291.504,5.743,90.75,-17.177,0,59.483,2.777,24.69,289.541,99769.611,288.988,100089.157,18.354,,,16.153
6/1/2004 8:25,290.274,294.1,293.922,291.787,5.743,98.25,-17.66,0,65.837,2.824,25.644,289.663,99769.931,289.072,100089.082,18.637,,,16.306
6/1/2004 8:30,290.506,294.115,293.954,292.079,5.743,105.75,-18.196,0,73.77,2.818,26.718,289.784,99770.25,289.179,100088.996,18.929,,,16.461
6/1/2004 8:35,290.549,294.148,293.989,292.35,5.743,113.25,-18.624,0,80.194,2.883,27.664,289.905,99770.569,289.266,100088.917,19.2,,,16.687
6/1/2004 8:40,290.784,294.199,294.03,292.63,5.743,120.75,-19.105,0,88.289,2.878,28.68,290.026,99770.889,289.376,100088.826,19.48,,,16.942
6/1/2004 8:45,290.812,294.262,294.073,292.888,5.743,128.25,-19.467,0,94.547,2.943,29.545,290.148,99771.208,289.465,100088.744,19.738,,,17.218
6/1/2004 8:50,291.049,294.339,294.122,293.159,5.743,135.75,-19.906,0,102.675,2.931,30.465,290.269,99771.528,289.576,100088.651,20.009,,,17.511
6/1/2004 8:55,291.062,294.423,294.171,293.407,5.025,143.25,-20.228,0,108.786,2.995,31.242,290.39,99771.847,289.665,100088.566,20.257,,,17.771
6/1/2004 9:00,291.3,294.518,294.225,293.673,5.025,150.75,-20.647,0,117.001,2.87,32.069,290.511,99772.167,289.774,100088.472,20.523,,,18.067
6/1/2004 9:05,291.312,294.615,294.277,293.915,5.025,155,-21.495,0,123.122,2.93,32.766,290.634,99772.333,289.882,100088.355,20.765,,,18.399
6/1/2004 9:10,291.551,294.715,294.332,294.105,5.025,159.25,-22.061,0,127.946,2.9,33.394,290.757,99772.5,290.007,100088.227,20.955,,,18.81
6/1/2004 9:15,291.529,294.814,294.383,294.272,5.147,163.5,-22.504,0,130.712,2.953,33.87,290.879,99772.667,290.104,100088.112,21.122,,,19.199
6/1/2004 9:20,291.766,294.917,294.437,294.458,8.563,167.75,-23.046,0,135.662,2.906,34.344,291.002,99772.833,290.225,100087.986,21.308,,,19.593
6/1/2004 9:25,291.754,295.018,294.486,294.618,9.117,172,-23.456,0,137.862,2.848,34.682,291.125,99773,290.333,100087.866,21.468,,,19.992
6/1/2004 9:30,291.998,295.125,294.538,294.808,12.586,176.25,-24.028,0,142.095,2.791,35.069,291.248,99773.167,290.458,100087.737,21.658,,,20.395
6/1/2004 9:35,291.98,295.23,294.588,294.986,13.046,180.5,-24.536,0,144.73,2.733,35.385,291.37,99773.333,290.568,100087.614,21.836,,,20.758
6/1/2004 9:40,292.23,295.341,294.641,295.183,16.568,184.75,-25.15,0,149.151,2.675,35.75,291.493,99773.5,290.695,100087.484,22.033,,,21.107
6/1/2004 9:45,292.21,295.452,294.691,295.363,17.008,189,-25.678,0,151.768,2.616,36.046,291.616,99773.667,290.807,100087.36,22.213,,,21.449
6/1/2004 9:50,292.463,295.569,294.745,295.563,20.551,193.25,-26.312,0,156.263,2.557,36.396,291.739,99773.833,290.935,100087.228,22.413,,,21.785
6/1/2004 9:55,292.439,295.686,294.797,295.745,21.185,197.5,-26.849,0,158.896,2.497,36.679,291.861,99774,291.048,100087.102,22.595,,,22.116
6/1/2004 10:00,292.697,295.809,294.852,295.945,24.79,201.75,-27.49,0,163.401,2.437,37.014,291.984,99774.167,291.179,100086.969,22.795,,,22.445
6/1/2004 10:05,292.649,295.931,294.905,296.127,24.994,207.375,-28.27,0,165.951,2.376,37.29,292.045,99773.639,291.254,100086.904,22.977,,,22.764
6/1/2004 10:10,292.886,296.062,294.963,296.35,28.475,213,-29.28,0,173.651,2.315,37.828,292.106,99773.111,291.339,100086.842,23.2,,,23.078
6/1/2004 10:15,292.83,296.193,295.017,296.514,28.603,218.625,-29.963,0,178.154,2.253,38.36,292.167,99772.583,291.404,100086.787,23.364,,,23.389
6/1/2004 10:20,293.063,296.331,295.074,296.685,32.048,224.25,-30.687,0,184.824,2.192,39.001,292.228,99772.056,291.485,100086.725,23.535,,,23.699
6/1/2004 10:25,292.996,296.468,295.129,296.822,32.074,229.875,-31.221,0,189.067,2.13,39.593,292.289,99771.528,291.547,100086.669,23.672,,,24.006
6/1/2004 10:30,293.226,296.613,295.186,296.973,35.511,235.5,-31.84,0,195.434,2.068,40.236,292.35,99771,291.624,100086.606,23.823,,,24.312
6/1/2004 10:35,293.152,296.756,295.24,297.099,35.469,241.125,-32.312,0,199.469,2.007,40.817,292.411,99770.472,291.684,100086.551,23.949,,,24.637
6/1/2004 10:40,293.383,296.906,295.297,297.245,38.933,246.75,-32.897,0,205.805,1.946,41.447,292.472,99769.944,291.762,100086.487,24.095,,,24.969
6/1/2004 10:45,293.304,297.055,295.351,297.365,38.864,252.375,-33.343,0,209.709,1.885,42.016,292.533,99769.417,291.822,100086.43,24.215,,,25.305
6/1/2004 10:50,293.535,297.211,295.407,297.509,42.353,258,-33.918,0,216.118,1.824,42.631,292.594,99768.889,291.899,100086.364,24.359,,,25.643
6/1/2004 10:55,293.455,297.366,295.461,297.626,41.77,263.625,-34.348,0,219.912,1.764,43.183,292.655,99768.361,291.959,100086.306,24.476,,,25.982
6/1/2004 11:00,293.685,297.527,295.519,297.769,45.268,269.25,-34.921,0,226.349,1.704,43.781,292.715,99767.833,292.036,100086.24,24.619,,,26.322
6/1/2004 11:05,293.621,297.689,295.574,297.885,45.401,274.562,-35.819,0,230.193,1.644,44.323,292.812,99766.264,292.119,100086.146,24.735,,,26.625
6/1/2004 11:10,293.854,297.856,295.632,298.011,48.932,279.875,-36.774,0,233.699,1.585,44.658,292.909,99764.694,292.218,100086.04,24.861,,,26.914
6/1/2004 11:15,293.799,298.023,295.687,298.152,49.196,285.188,-37.815,0,236.412,1.526,44.888,293.005,99763.125,292.305,100085.94,25.002,,,27.194
6/1/2004 11:20,294.034,298.196,295.746,298.32,52.779,290.5,-39.016,0,241.05,1.466,45.089,293.102,99761.556,292.412,100085.831,25.17,,,27.467
6/1/2004 11:25,293.997,298.37,295.803,298.478,53.258,295.812,-40.155,0,243.487,1.407,45.228,293.198,99759.986,292.506,100085.726,25.328,,,27.734
6/1/2004 11:30,294.229,298.55,295.864,298.666,56.832,301.125,-41.472,0,248.518,1.347,45.405,293.295,99758.417,292.619,100085.613,25.516,,,27.996
6/1/2004 11:35,294.204,298.73,295.923,298.834,57.484,306.438,-42.673,0,251.178,1.287,45.548,293.391,99756.847,292.717,100085.506,25.684,,,28.246
6/1/2004 11:40,294.428,298.917,295.986,299.027,60.989,311.75,-44.022,0,256.28,1.227,45.723,293.488,99755.278,292.83,100085.39,25.877,,,28.491
6/1/2004 11:45,294.417,299.106,296.048,299.197,61.816,317.062,-45.243,0,259.011,1.167,45.858,293.584,99753.708,292.931,100085.28,26.047,,,28.732
6/1/2004 11:50,294.63,299.3,296.112,299.392,65.2,322.375,-46.603,0,264.046,1.106,46.023,293.681,99752.139,293.045,100085.164,26.242,,,28.968
6/1/2004 11:55,294.632,299.496,296.177,299.564,65.14,327.688,-47.84,0,266.852,1.044,46.151,293.777,99750.569,293.147,100085.051,26.414,,,29.2
6/1/2004 12:00,294.828,299.688,296.242,299.759,68.132,333,-49.207,0,271.803,0.983,46.305,293.874,99749,293.258,100084.935,26.609,,,29.428
6/1/2004 12:05,294.825,299.876,296.306,299.934,69.398,343.75,-50.776,0,275.016,0.921,46.427,293.961,99745.653,293.335,100084.861,26.784,,,29.676
6/1/2004 12:10,295.019,300.079,296.374,300.217,72.931,354.5,-52.978,0,285.728,0.858,46.664,294.048,99742.306,293.437,100084.778,27.067,,,29.928
6/1/2004 12:15,295.048,300.292,296.443,300.457,74.598,365.25,-54.937,0,292.258,0.794,46.859,294.136,99738.958,293.528,100084.697,27.307,,,30.182
6/1/2004 12:20,295.239,300.517,296.516,300.738,78.125,376,-57.13,0,301.969,0.729,47.111,294.223,99735.611,293.635,100084.607,27.588,,,30.436
6/1/2004 12:25,295.282,300.749,296.591,300.994,79.976,386.75,-59.188,0,309.426,0.663,47.337,294.31,99732.264,293.732,100084.521,27.844,,,30.412
6/1/2004 12:30,295.467,300.989,296.669,301.27,83.458,397.5,-61.37,0,318.788,0.596,47.579,294.397,99728.917,293.839,100084.428,28.12,,,30.574
6/1/2004 12:35,295.523,301.236,296.749,301.53,85.487,408.25,-63.455,0,326.386,0.527,47.786,294.485,99725.569,293.94,100084.337,28.38,,,30.854
6/1/2004 12:40,295.703,301.489,296.83,301.807,88.954,419,-65.647,0,335.553,0.458,48.01,294.572,99722.222,294.051,100084.24,28.657,,,31.174
6/1/2004 12:45,295.772,301.748,296.914,302.07,91.156,429.75,-67.762,0,343.238,0.387,48.21,294.659,99718.875,294.156,100084.144,28.92,,,31.516
6/1/2004 12:50,295.948,302.012,296.999,302.348,94.604,440.5,-69.971,0,352.317,0.315,48.424,294.746,99715.528,294.27,100084.044,29.198,,,31.872
6/1/2004 12:55,296.028,302.282,297.086,302.614,95.532,451.25,-72.111,0,360.059,0.242,48.614,294.834,99712.181,294.379,100083.943,29.464,,,32.237
6/1/2004 13:00,296.196,302.557,297.174,302.894,98.913,462,-74.337,0,369.035,0.169,48.817,294.921,99708.833,294.491,100083.841,29.744,,,32.608
6/1/2004 13:05,296.278,302.838,297.265,303.163,100.306,463.125,-75.711,0,377.212,0.094,49.003,294.933,99706.833,294.59,100083.758,30.013,,,32.972
6/1/2004 13:10,296.416,303.093,297.352,303.274,102.349,464.25,-76.143,0,379.978,0.019,49.397,294.946,99704.833,294.675,100083.684,30.124,,,33.334
6/1/2004 13:15,296.481,303.328,297.436,303.347,103.553,465.375,-76.345,0,381.947,-0.055,49.831,294.958,99702.833,294.756,100083.611,30.197,,,33.693
6/1/2004 13:20,296.604,303.549,297.515,303.401,105.428,466.5,-76.431,0,384.09,-0.127,50.372,294.971,99700.833,294.835,100083.537,30.251,,,34.049
6/1/2004 13:25,296.651,303.759,297.592,303.435,106.427,467.625,-76.397,0,385.694,-0.198,50.943,294.983,99698.833,294.902,100083.469,30.285,,,34.402
6/1/2004 13:30,296.749,303.96,297.666,303.461,108.013,468.75,-76.317,0,387.996,-0.266,51.542,294.995,99696.833,294.965,100083.402,30.311,,,34.75
6/1/2004 13:35,296.78,304.154,297.738,303.468,108.844,469.875,-76.118,0,389.117,-0.333,52.106,295.008,99694.833,295.02,100083.34,30.318,,,34.943
