cur_datetime,canTemp,wallSun_K,wallShade_K,roof_K,sensWaste,Roof.SWRabsRoofImp,Roof.LWRabsRoofImp,Roof.LEfluxRoofImp,Roof.HfluxRoofImp,fluxRoof,hConv,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19],VCEG_c,,,roof_Text_c
6/6/2004 2:05,295.508,296.804,294.97,281.338,24.191,0,-26.806,-5.861,-6.335,4.681,0.447,287.574,99158.639,295.415,100081.247,8.188,,,11.937
6/6/2004 2:10,295.532,296.788,294.963,281.201,24.358,0,-26.153,-5.884,-6.327,4.726,0.439,287.53,99157.944,295.447,100081.296,8.051,,,11.914
6/6/2004 2:15,295.522,296.773,294.957,281.079,24.135,0,-25.565,-5.981,-6.384,4.771,0.438,287.486,99157.25,295.394,100081.422,7.929,,,11.873
6/6/2004 2:20,295.47,296.758,294.952,280.97,23.438,0,-25.048,-6.475,-6.823,4.817,0.466,287.443,99156.556,295.264,100081.583,7.82,,,11.817
6/6/2004 2:25,295.39,296.742,294.946,280.889,22.416,0,-24.661,-7.256,-7.513,4.862,0.515,287.399,99155.861,295.104,100081.751,7.739,,,11.749
6/6/2004 2:30,295.3,296.724,294.937,280.843,21.29,0,-24.441,-7.799,-7.939,4.906,0.549,287.356,99155.167,294.95,100081.912,7.693,,,11.672
6/6/2004 2:35,295.214,296.702,294.924,280.819,20.203,0,-24.324,-7.847,-7.876,4.949,0.55,287.312,99154.472,294.81,100082.068,7.669,,,11.587
6/6/2004 2:40,295.133,296.676,294.908,280.796,19.181,0,-24.215,-7.63,-7.6,4.992,0.535,287.268,99153.778,294.681,100082.217,7.646,,,11.495
6/6/2004 2:45,295.055,296.649,294.889,280.766,18.192,0,-24.072,-7.431,-7.36,5.033,0.522,287.225,99153.083,294.557,100082.363,7.616,,,11.399
6/6/2004 2:50,294.978,296.62,294.869,280.73,17.223,0,-23.902,-7.318,-7.206,5.074,0.514,287.181,99152.389,294.434,100082.508,7.58,,,11.297
6/6/2004 2:55,294.9,296.589,294.848,280.693,15.874,0,-23.723,-7.264,-7.107,5.114,0.51,287.138,99151.694,294.311,100082.653,7.543,,,11.193
6/6/2004 3:00,294.821,296.558,294.825,280.655,14.877,0,-23.546,-7.241,-7.037,5.153,0.509,287.094,99151,294.185,100082.8,7.505,,,11.085
6/6/2004 3:05,294.759,296.526,294.802,280.62,14.106,0.25,-23.93,-7.241,-6.984,5.191,0.508,287.039,99152.028,294.12,100082.805,7.47,,,10.991
6/6/2004 3:10,294.726,296.493,294.777,280.581,13.656,0.5,-24.298,-7.229,-6.933,5.229,0.506,286.984,99153.056,294.111,100082.763,7.431,,,10.903
6/6/2004 3:15,294.716,296.46,294.751,280.538,13.479,0.75,-24.65,-7.058,-6.747,5.266,0.492,286.93,99154.083,294.141,100082.7,7.388,,,10.816
6/6/2004 3:20,294.726,296.428,294.727,280.487,13.524,1,-24.962,-6.69,-6.389,5.302,0.463,286.875,99155.111,294.193,100082.627,7.337,,,10.732
6/6/2004 3:25,294.743,296.399,294.704,280.422,13.659,1.25,-25.206,-6.359,-6.088,5.339,0.438,286.82,99156.139,294.254,100082.548,7.272,,,10.648
6/6/2004 3:30,294.767,296.372,294.683,280.346,13.859,1.5,-25.398,-6.186,-5.942,5.374,0.423,286.765,99157.167,294.319,100082.467,7.196,,,10.565
6/6/2004 3:35,294.789,296.348,294.665,280.265,14.047,1.75,-25.569,-6.146,-5.921,5.41,0.417,286.71,99158.194,294.385,100082.384,7.115,,,10.481
6/6/2004 3:40,294.813,296.325,294.648,280.185,14.25,2,-25.745,-6.176,-5.964,5.446,0.416,286.656,99159.222,294.449,100082.302,7.035,,,10.398
6/6/2004 3:45,294.835,296.305,294.633,280.109,14.437,2.25,-25.936,-6.236,-6.033,5.481,0.417,286.601,99160.25,294.513,100082.22,6.959,,,10.314
6/6/2004 3:50,294.858,296.285,294.619,280.036,14.639,2.5,-26.146,-6.305,-6.108,5.516,0.418,286.546,99161.278,294.577,100082.139,6.886,,,10.229
6/6/2004 3:55,294.881,296.267,294.606,279.967,19.278,2.75,-26.375,-6.363,-6.177,5.551,0.419,286.491,99162.306,294.64,100082.058,6.817,,,10.144
6/6/2004 4:00,294.931,296.25,294.594,279.901,19.797,3,-26.618,-6.408,-6.237,5.586,0.42,286.436,99163.333,294.739,100081.964,6.751,,,10.057
6/6/2004 4:05,294.953,296.233,294.582,279.838,20.562,8.062,-26.715,-6.394,-6.27,5.62,0.417,286.575,99166.597,294.762,100082.112,6.688,,,9.982
6/6/2004 4:10,294.922,296.236,294.576,279.867,20.724,13.125,-27.246,-6.453,-6.346,5.654,0.421,286.713,99169.861,294.624,100082.488,6.717,,,9.913
6/6/2004 4:15,294.783,296.254,294.572,279.98,19.658,18.188,-28.18,-6.962,-6.847,5.686,0.461,286.851,99173.125,294.229,100083.039,6.83,,,9.847
6/6/2004 4:20,294.542,296.281,294.569,280.187,17.448,23.25,-29.552,-8.408,-8.222,5.715,0.576,286.99,99176.389,293.705,100083.606,7.037,,,9.784
6/6/2004 4:25,294.264,296.309,294.562,280.51,14.814,28.312,-31.482,-9.852,-9.596,5.74,0.714,287.128,99179.653,293.214,100084.14,7.36,,,9.724
6/6/2004 4:30,294.005,296.333,294.545,280.938,12.404,33.375,-33.92,-9.919,-9.655,5.76,0.773,287.266,99182.917,292.785,100084.635,7.788,,,9.665
6/6/2004 4:35,293.777,296.353,294.52,281.412,10.356,38.438,-36.583,-9.233,-9.061,5.774,0.782,287.405,99186.181,292.397,100085.103,8.262,,,9.608
6/6/2004 4:40,293.573,296.37,294.489,281.9,8.586,43.5,-39.328,-8.714,-8.648,5.782,0.807,287.543,99189.444,292.032,100085.546,8.75,,,9.552
6/6/2004 4:45,293.378,296.387,294.454,282.407,6.923,48.562,-42.179,-8.392,-8.502,5.784,0.862,287.681,99192.708,291.685,100085.967,9.257,,,9.497
6/6/2004 4:50,293.193,296.405,294.418,282.94,5.383,53.625,-45.17,-8.146,-8.474,5.78,0.943,287.82,99195.972,291.356,100086.364,9.79,,,9.444
6/6/2004 4:55,293.015,296.425,294.381,283.5,14.487,58.688,-48.306,-7.823,-8.489,5.769,1.048,287.958,99199.236,291.049,100086.732,10.35,,,9.391
6/6/2004 5:00,292.907,296.446,294.343,284.083,13.854,63.75,-51.571,-7.418,-8.525,5.752,1.182,288.096,99202.5,290.831,100087.045,10.933,,,9.338
6/6/2004 5:05,292.747,296.469,294.306,284.685,13.307,74.375,-53.764,-6.629,-8.526,5.729,1.318,288.379,99203.931,290.495,100087.581,11.535,,,9.312
6/6/2004 5:10,292.557,296.519,294.276,285.42,12.423,85,-56.643,-5.492,-8.634,5.699,1.591,288.661,99205.361,290.125,100088.03,12.27,,,9.297
6/6/2004 5:15,292.379,296.587,294.251,286.271,11.688,95.625,-60.131,-3.364,-8.924,5.66,2.116,288.943,99206.792,289.847,100088.278,13.121,,,9.29
6/6/2004 5:20,291.424,296.668,294.227,287.209,2.114,106.25,-64.104,1.364,-8.732,5.612,2.921,289.225,99208.222,289.542,100088.417,14.059,,,9.29
6/6/2004 5:25,290.555,296.76,294.206,288.168,1.615,116.875,-68.232,13.032,-7.438,5.555,4.703,289.507,99209.653,289.449,100088.391,15.018,,,9.511
6/6/2004 5:30,290.629,296.817,294.147,288.997,1.615,127.5,-71.734,23.366,-2.81,5.232,4.925,289.789,99211.083,289.54,100088.259,15.847,,,9.635
6/6/2004 5:35,290.84,296.856,294.062,289.673,1.615,138.125,-74.468,40.647,0.089,5.23,6.623,290.071,99212.514,289.687,100088.086,16.523,,,9.763
6/6/2004 5:40,291.042,296.922,293.998,290.115,2.543,148.75,-75.998,51.661,2.179,5.269,7.344,290.354,99213.944,289.856,100087.893,16.965,,,9.896
6/6/2004 5:45,291.219,297.015,293.965,290.479,5.506,159.375,-77.126,59.817,3.743,5.266,7.808,290.636,99215.375,290.031,100087.69,17.329,,,10.031
6/6/2004 5:50,291.382,297.124,293.954,290.836,8.327,170,-78.221,68.212,5.401,5.184,8.277,290.918,99216.806,290.215,100087.478,17.686,,,10.198
6/6/2004 5:55,291.533,297.244,293.961,291.179,20.587,180.625,-79.255,77.572,7,5.101,8.706,291.2,99218.236,290.4,100087.262,18.029,,,10.411
6/6/2004 6:00,291.722,297.37,293.981,291.495,23.642,191.25,-80.143,85.745,8.402,5.016,9.038,291.482,99219.667,290.619,100087.026,18.345,,,10.658
6/6/2004 6:05,291.823,297.502,294.01,291.811,25.788,203.125,-80.96,93.908,9.256,4.929,9.235,291.611,99219.986,290.722,100086.947,18.661,,,10.99
6/6/2004 6:10,291.839,297.643,294.05,292.161,26.942,215,-81.968,108.79,12.291,4.842,9.912,291.739,99220.306,290.745,100086.924,19.011,,,11.362
6/6/2004 6:15,291.803,297.787,294.095,292.379,27.47,226.875,-82.268,122.252,15.137,4.754,10.552,291.868,99220.625,290.743,100086.911,19.229,,,11.795
6/6/2004 6:20,291.803,297.928,294.14,292.508,28.372,238.75,-82.092,133.048,17.364,4.666,11.039,291.996,99220.944,290.756,100086.888,19.358,,,12.266
6/6/2004 6:25,291.832,298.064,294.183,292.618,29.575,250.625,-81.819,45.568,19.132,4.58,11.439,292.125,99221.264,290.787,100086.854,19.468,,,12.777
6/6/2004 6:30,291.982,298.197,294.225,294.528,31.849,262.5,-91.359,0,51.673,4.484,14.566,292.253,99221.583,290.914,100086.774,21.378,,,13.326
6/6/2004 6:35,292.181,298.318,294.269,296.698,34.408,274.375,-102.565,0,95.125,4.368,17.185,292.382,99221.903,291.094,100086.665,23.548,,,13.922
6/6/2004 6:40,292.296,298.427,294.32,298.056,35.988,286.25,-109.391,0,123.442,4.234,18.587,292.51,99222.222,291.211,100086.581,24.906,,,14.55
6/6/2004 6:45,292.327,298.526,294.376,298.972,36.567,298.125,-113.767,0,145.141,4.091,19.593,292.639,99222.542,291.265,100086.529,25.822,,,15.187
6/6/2004 6:50,292.355,298.613,294.435,299.617,37.076,310,-116.623,0,162.69,3.943,20.35,292.767,99222.861,291.305,100086.485,26.467,,,15.845
6/6/2004 6:55,292.404,298.684,294.49,300.099,38.555,321.875,-118.554,0,176.42,3.793,20.918,292.896,99223.181,291.355,100086.435,26.949,,,16.526
6/6/2004 7:00,292.481,298.743,294.543,300.508,39.546,333.75,-120.068,0,188.092,3.642,21.412,293.024,99223.5,291.417,100086.378,27.358,,,17.232
6/6/2004 7:05,292.607,298.792,294.597,300.889,41.008,344.75,-121.59,0,199.1,3.491,21.901,293.149,99223.292,291.505,100086.31,27.739,,,17.945
6/6/2004 7:10,292.798,298.833,294.654,301.24,43.162,355.75,-122.94,0,207.394,3.34,22.237,293.273,99223.083,291.622,100086.228,28.09,,,18.67
6/6/2004 7:15,293.001,298.87,294.715,301.613,45.424,366.75,-124.43,0,215.754,3.19,22.612,293.398,99222.875,291.746,100086.141,28.463,,,19.407
6/6/2004 7:20,293.194,298.905,294.784,302.005,47.526,377.75,-126.037,0,224.84,3.039,23.027,293.523,99222.667,291.868,100086.055,28.855,,,20.124
6/6/2004 7:25,293.382,298.938,294.859,302.399,49.556,388.75,-127.671,0,234.396,2.889,23.45,293.648,99222.458,291.989,100085.968,29.249,,,20.834
6/6/2004 7:30,293.57,298.969,294.94,302.788,51.535,399.75,-129.275,0,243.844,2.738,23.854,293.772,99222.25,292.108,100085.881,29.638,,,21.538
6/6/2004 7:35,293.746,298.996,295.025,303.172,53.362,410.75,-130.866,0,253.339,2.587,24.249,293.897,99222.042,292.224,100085.795,30.022,,,22.224
6/6/2004 7:40,293.915,299.018,295.114,303.552,55.073,421.75,-132.439,0,262.887,2.437,24.625,294.022,99221.833,292.334,100085.711,30.402,,,22.898
6/6/2004 7:45,294.071,299.036,295.204,303.927,56.596,432.75,-133.991,0,272.486,2.286,24.984,294.147,99221.625,292.44,100085.628,30.777,,,23.563
6/6/2004 7:50,294.222,299.048,295.297,304.296,58.047,443.75,-135.518,0,282.079,2.136,25.32,294.271,99221.417,292.539,100085.548,31.146,,,24.219
6/6/2004 7:55,294.35,299.054,295.391,304.661,45.629,454.75,-137.024,0,291.735,1.985,25.636,294.396,99221.208,292.629,100085.471,31.511,,,24.866
6/6/2004 8:00,294.427,299.054,295.486,305.02,45.961,465.75,-138.504,0,301.532,1.835,25.93,294.521,99221,292.672,100085.415,31.87,,,25.507
6/6/2004 8:05,294.527,299.04,295.58,305.372,46.228,475,-140.579,0,313.44,1.686,26.243,294.63,99220.542,292.742,100085.347,32.222,,,26.27
6/6/2004 8:10,294.733,299.001,295.669,305.634,47.648,484.25,-142.111,0,322.172,1.537,26.576,294.739,99220.083,292.874,100085.249,32.484,,,26.984
6/6/2004 8:15,294.971,298.942,295.755,305.877,49.425,493.5,-143.524,0,327.074,1.389,26.84,294.848,99219.625,293.032,100085.138,32.727,,,27.696
6/6/2004 8:20,295.218,298.87,295.842,306.172,51.271,502.75,-145.268,0,334.089,1.243,27.237,294.957,99219.167,293.191,100085.024,33.022,,,28.408
6/6/2004 8:25,295.444,298.791,295.932,306.474,53.075,512,-147.062,0,341.917,1.098,27.67,295.067,99218.708,293.347,100084.911,33.324,,,29.126
6/6/2004 8:30,295.686,298.712,296.026,306.768,57.786,521.25,-148.808,0,349.996,0.954,28.12,295.176,99218.25,293.503,100084.797,33.618,,,29.845
6/6/2004 8:35,295.861,298.728,296.126,307.05,61.754,530.5,-150.482,0,357.636,0.81,28.564,295.285,99217.792,293.661,100084.683,33.9,,,30.545
6/6/2004 8:40,296.083,298.811,296.23,307.328,66.28,539.75,-152.144,0,365.379,0.668,29.015,295.394,99217.333,293.816,100084.568,34.178,,,31.239
6/6/2004 8:45,296.23,298.946,296.336,307.603,69.979,549,-153.782,0,373.109,0.526,29.458,295.503,99216.875,293.961,100084.457,34.453,,,31.931
6/6/2004 8:50,296.429,299.12,296.445,307.873,74.271,558.25,-155.402,0,381.297,0.386,29.903,295.613,99216.417,294.103,100084.347,34.723,,,32.947
6/6/2004 8:55,296.547,299.324,296.555,308.132,73.613,567.5,-156.952,0,389.112,0.246,30.326,295.722,99215.958,294.232,100084.241,34.982,,,33.773
6/6/2004 9:00,296.706,299.552,296.666,308.387,77.062,576.75,-158.484,0,397.443,0.108,30.746,295.831,99215.5,294.342,100084.145,35.237,,,34.564
6/6/2004 9:05,296.789,299.783,296.774,308.63,79.523,583.125,-159.148,0,406.277,-0.029,31.153,295.905,99213.597,294.432,100084.079,35.48,,,35.295
6/6/2004 9:10,296.901,300.017,296.881,308.814,82.313,589.5,-159.444,0,410.702,-0.164,31.322,295.98,99211.694,294.495,100084.029,35.664,,,35.996
6/6/2004 9:15,296.948,300.253,296.984,309.028,84.366,595.875,-159.932,0,415.516,-0.298,31.356,296.054,99209.792,294.547,100083.983,35.878,,,36.256
6/6/2004 9:20,297.055,300.492,297.085,309.261,87.104,602.25,-160.543,0,419.734,-0.43,31.275,296.128,99207.889,294.599,100083.936,36.111,,,36.753
6/6/2004 9:25,297.092,300.733,297.182,309.521,89.047,608.625,-161.331,0,423.721,-0.562,31.12,296.203,99205.986,294.647,100083.89,36.371,,,37.283
6/6/2004 9:30,297.193,300.978,297.279,309.809,91.727,615,-162.302,0,428.214,-0.692,30.927,296.277,99204.083,294.691,100083.844,36.659,,,37.824
6/6/2004 9:35,297.211,301.226,297.372,310.111,93.455,621.375,-163.374,0,432.863,-0.822,30.712,296.351,99202.181,294.728,100083.801,36.961,,,38.328
6/6/2004 9:40,297.297,301.479,297.466,310.424,95.97,627.75,-164.516,0,437.904,-0.952,30.483,296.426,99200.278,294.76,100083.758,37.274,,,38.82
6/6/2004 9:45,297.282,301.734,297.558,310.738,97.337,634.125,-165.673,0,442.944,-1.082,30.244,296.5,99198.375,294.78,100083.72,37.588,,,39.301
6/6/2004 9:50,297.342,301.993,297.648,311.054,99.56,640.5,-166.843,0,448.452,-1.212,30.002,296.574,99196.472,294.792,100083.684,37.904,,,39.775
6/6/2004 9:55,297.284,302.254,297.736,311.361,100.69,646.875,-167.969,0,453.765,-1.341,29.749,296.649,99194.569,294.789,100083.652,38.211,,,40.241
6/6/2004 10:00,297.302,302.518,297.822,311.665,102.46,653.25,-169.08,0,459.586,-1.47,29.497,296.723,99192.667,294.776,100083.624,38.515,,,40.368
6/6/2004 10:05,297.196,302.782,297.904,311.957,102.693,657.875,-170.749,0,465.211,-1.598,29.235,296.823,99189.472,294.763,100083.572,38.807,,,41.155
6/6/2004 10:10,297.321,303.043,297.982,312.198,105.565,662.5,-172.089,0,473.626,-1.726,29.217,296.924,99186.278,294.846,100083.472,39.048,,,41.799
6/6/2004 10:15,297.397,303.298,298.053,312.343,107.888,667.125,-172.804,0,473.897,-1.853,29.137,297.024,99183.083,294.975,100083.351,39.193,,,42.448
6/6/2004 10:20,297.611,303.557,298.125,312.555,111.781,671.75,-173.96,0,476.882,-1.977,29.224,297.124,99179.889,295.118,100083.22,39.405,,,43.111
6/6/2004 10:25,297.696,303.822,298.202,312.775,114.213,676.375,-175.171,0,480.963,-2.101,29.386,297.224,99176.694,295.261,100083.087,39.625,,,43.787
6/6/2004 10:30,297.94,304.095,298.283,312.982,118.458,681,-176.296,0,485.5,-2.223,29.596,297.324,99173.5,295.422,100082.946,39.832,,,44.474
6/6/2004 10:35,298.046,304.373,298.368,313.168,121.128,685.625,-177.291,0,488.635,-2.344,29.807,297.424,99170.306,295.582,100082.804,40.018,,,45.143
6/6/2004 10:40,298.304,304.658,298.458,313.363,125.54,690.25,-178.345,0,492.866,-2.464,30.065,297.525,99167.111,295.753,100082.656,40.213,,,45.811
6/6/2004 10:45,298.414,304.949,298.551,313.545,128.265,694.875,-179.314,0,496.24,-2.582,30.32,297.625,99163.917,295.92,100082.509,40.395,,,46.482
6/6/2004 10:50,298.676,305.245,298.647,313.731,132.741,699.5,-180.315,0,500.383,-2.699,30.603,297.725,99160.722,296.095,100082.357,40.581,,,47.797
6/6/2004 10:55,298.79,305.546,298.746,313.907,134.986,704.125,-181.25,0,503.764,-2.815,30.879,297.825,99157.528,296.265,100082.206,40.757,,,48.706
6/6/2004 11:00,299.046,305.853,298.848,314.088,139.424,708.75,-182.22,0,507.868,-2.929,31.175,297.925,99154.333,296.439,100082.053,40.938,,,49.544
6/6/2004 11:05,299.157,306.164,298.952,314.26,141.698,707.562,-183.448,0,511.411,-3.042,31.464,297.978,99150.097,296.598,100081.919,41.11,,,50.186
6/6/2004 11:10,299.375,306.467,299.057,314.322,145.2,706.375,-183.941,0,510.059,-3.152,31.636,298.03,99145.861,296.737,100081.796,41.172,,,50.743
6/6/2004 11:15,299.465,306.761,299.159,314.378,147.222,705.188,-184.397,0,509.139,-3.261,31.793,298.082,99141.625,296.87,100081.676,41.228,,,51.241
6/6/2004 11:20,299.663,307.049,299.259,314.422,150.464,704,-184.77,0,507.801,-3.366,31.935,298.135,99137.389,297.001,100081.555,41.272,,,51.693
6/6/2004 11:25,299.747,307.331,299.358,314.463,152.39,702.812,-185.121,0,506.247,-3.469,32.064,298.187,99133.153,297.123,100081.438,41.313,,,52.107
6/6/2004 11:30,299.915,307.608,299.454,314.504,155.278,701.625,-185.479,0,505.167,-3.57,32.192,298.239,99128.917,297.24,100081.322,41.354,,,52.484
6/6/2004 11:35,299.997,307.882,299.548,314.538,157.157,700.438,-185.785,0,503.904,-3.667,32.311,298.291,99124.681,297.348,100081.211,41.388,,,52.734
6/6/2004 11:40,300.145,308.152,299.64,314.569,159.789,699.25,-186.069,0,502.948,-3.763,32.426,298.344,99120.444,297.451,100081.1,41.419,,,52.929
6/6/2004 11:45,300.219,308.42,299.733,314.591,161.566,698.062,-186.294,0,501.681,-3.856,32.528,298.396,99116.208,297.545,100080.994,41.441,,,53.082
6/6/2004 11:50,300.316,308.682,299.82,314.611,163.583,696.875,-186.508,0,500.807,-3.946,32.627,298.448,99111.972,297.632,100080.89,41.461,,,53.202
6/6/2004 11:55,300.387,308.944,299.908,314.622,164.416,695.688,-186.663,0,499.83,-4.034,32.713,298.501,99107.736,297.709,100080.79,41.472,,,53.296
6/6/2004 12:00,300.442,309.197,299.99,314.628,165.454,694.5,-186.779,0,498.925,-4.119,32.789,298.553,99103.5,297.772,100080.697,41.478,,,53.367
6/6/2004 12:05,300.488,309.432,300.07,314.627,166.249,691.875,-186.22,0,498.413,-4.202,32.855,298.634,99100.806,297.846,100080.576,41.477,,,52.626
6/6/2004 12:10,300.576,309.644,300.142,314.599,167.501,689.25,-185.476,0,496.756,-4.282,32.915,298.716,99098.111,297.957,100080.435,41.449,,,52.408
6/6/2004 12:15,300.692,309.843,300.213,314.568,169.079,686.625,-184.714,0,491.6,-4.359,32.866,298.797,99095.417,298.089,100080.285,41.418,,,52.271
6/6/2004 12:20,300.818,310.029,300.279,314.598,170.769,684,-184.367,0,487.513,-4.434,32.823,298.878,99092.722,298.223,100080.134,41.448,,,52.167
6/6/2004 12:25,300.942,310.21,300.348,314.663,172.421,681.375,-184.248,0,484.6,-4.507,32.786,298.959,99090.028,298.357,100079.982,41.513,,,52.083
6/6/2004 12:30,301.069,310.386,300.416,314.736,174.109,678.75,-184.18,0,481.86,-4.579,32.741,299.041,99087.333,298.489,100079.831,41.586,,,52.01
6/6/2004 12:35,301.199,310.558,300.485,314.811,175.829,676.125,-184.135,0,479.029,-4.65,32.681,299.122,99084.639,298.624,100079.679,41.661,,,51.918
6/6/2004 12:40,301.328,310.727,300.554,314.892,177.526,673.5,-184.121,0,476.224,-4.72,32.619,299.203,99081.944,298.757,100079.527,41.742,,,51.819
6/6/2004 12:45,301.448,310.894,300.625,314.976,179.124,670.875,-184.131,0,473.583,-4.788,32.557,299.284,99079.25,298.888,100079.376,41.826,,,51.716
6/6/2004 12:50,301.566,311.056,300.694,315.059,180.692,668.25,-184.142,0,471.13,-4.856,32.495,299.366,99076.556,299.016,100079.227,41.909,,,51.126
6/6/2004 12:55,301.678,311.216,300.763,315.14,180.745,665.625,-184.129,0,468.63,-4.922,32.428,299.447,99073.861,299.141,100079.078,41.99,,,50.859
6/6/2004 13:00,301.78,311.372,300.831,315.218,182.125,663,-184.101,0,466.172,-4.987,32.359,299.528,99071.167,299.257,100078.933,42.068,,,50.643
6/6/2004 13:05,301.874,311.526,300.898,315.293,183.176,658.125,-185.006,0,464.062,-5.051,32.29,299.573,99068.375,299.362,100078.808,42.143,,,50.507
6/6/2004 13:10,301.946,311.667,300.96,315.301,183.968,653.25,-185.455,0,459.858,-5.114,32.204,299.617,99065.583,299.447,100078.694,42.151,,,50.402
6/6/2004 13:15,302.004,311.799,301.02,315.289,184.588,648.375,-185.769,0,456.008,-5.175,32.127,299.661,99062.792,299.524,100078.583,42.139,,,50.314
6/6/2004 13:20,302.054,311.921,301.074,315.253,185.128,643.5,-185.924,0,451.682,-5.234,32.045,299.705,99060,299.599,100078.473,42.103,,,50.7
6/6/2004 13:25,302.099,312.035,301.124,315.206,185.587,638.625,-185.999,0,446.974,-5.291,31.949,299.749,99057.208,299.67,100078.364,42.056,,,50.776
6/6/2004 13:30,302.134,312.142,301.171,315.155,185.933,633.75,-186.054,0,442.37,-5.345,31.853,299.794,99054.417,299.735,100078.258,42.005,,,50.8
6/6/2004 13:35,302.161,312.242,301.213,315.1,186.184,628.875,-186.077,0,437.831,-5.397,31.751,299.838,99051.625,299.796,100078.153,41.95,,,50.757
6/6/2004 13:40,302.18,312.336,301.252,315.039,186.332,624,-186.064,0,433.271,-5.447,31.642,299.882,99048.833,299.851,100078.051,41.889,,,50.682
6/6/2004 13:45,302.19,312.424,301.289,314.974,186.378,619.125,-186.024,0,428.732,-5.495,31.522,299.926,99046.042,299.901,100077.952,41.824,,,50.584
6/6/2004 13:50,302.188,312.507,301.321,314.906,186.29,614.25,-185.957,0,424.214,-5.54,31.393,299.97,99043.25,299.944,100077.855,41.756,,,50.467
6/6/2004 13:55,302.177,312.585,301.351,314.833,185.363,609.375,-185.864,0,419.765,-5.583,31.253,300.015,99040.458,299.98,100077.762,41.683,,,50.336
6/6/2004 14:00,302.151,312.657,301.377,314.756,184.988,604.5,-185.74,0,415.359,-5.624,31.098,300.059,99037.667,300.006,100077.673,41.606,,,50.192
6/6/2004 14:05,302.104,312.725,301.4,314.673,183.986,596.25,-184.95,0,411.064,-5.663,30.929,300.073,99035.139,300.013,100077.604,41.523,,,49.997
6/6/2004 14:10,302.093,312.776,301.418,314.535,183.384,588,-183.781,0,406.581,-5.7,30.826,300.087,99032.611,300.047,100077.526,41.385,,,49.78
6/6/2004 14:15,302.121,312.813,301.431,314.35,183.223,579.75,-182.307,0,398.748,-5.733,30.684,300.101,99030.083,300.109,100077.435,41.2,,,49.547
6/6/2004 14:20,302.161,312.84,301.441,314.188,183.19,571.5,-180.984,0,391.286,-5.764,30.61,300.115,99027.556,300.177,100077.34,41.038,,,49.3
6/6/2004 14:25,302.203,312.863,301.452,314.037,183.161,563.25,-179.743,0,384.594,-5.792,30.58,300.129,99025.028,300.249,100077.242,40.887,,,49.042
6/6/2004 14:30,302.25,312.88,301.462,313.884,183.2,555,-178.48,0,377.977,-5.817,30.571,300.143,99022.5,300.324,100077.144,40.734,,,49.446
6/6/2004 14:35,302.3,312.893,301.472,313.725,183.259,546.75,-177.188,0,371.113,-5.84,30.568,300.157,99019.972,300.4,100077.045,40.575,,,49.327
6/6/2004 14:40,302.35,312.903,301.483,313.567,183.314,538.5,-175.901,0,364.421,-5.86,30.582,300.171,99017.444,300.476,100076.947,40.417,,,49.105
6/6/2004 14:45,302.402,312.911,301.493,313.407,183.216,530.25,-174.596,0,357.703,-5.877,30.6,300.185,99014.917,300.552,100076.848,40.257,,,48.819
6/6/2004 14:50,302.454,312.909,301.504,313.244,182.884,522,-173.281,0,350.989,-5.892,30.624,300.199,99012.389,300.628,100076.75,40.094,,,48.491
6/6/2004 14:55,302.508,312.893,301.515,313.079,187.107,513.75,-171.954,0,344.172,-5.905,30.648,300.213,99009.861,300.704,100076.652,39.929,,,48.13
6/6/2004 15:00,302.576,312.865,301.526,312.915,186.958,505.5,-170.631,0,337.455,-5.916,30.681,300.227,99007.333,300.794,100076.548,39.765,,,47.746
6/6/2004 15:05,302.62,312.829,301.537,312.749,186.259,494.938,-170.248,0,329.877,-5.924,30.7,300.218,99005.514,300.858,100076.466,39.599,,,47.32
6/6/2004 15:10,302.61,312.776,301.546,312.537,184.937,484.375,-169.567,0,319.619,-5.93,30.495,300.209,99003.694,300.875,100076.407,39.387,,,46.872
6/6/2004 15:15,302.575,312.709,301.551,312.335,183.334,473.812,-168.951,0,311.459,-5.933,30.252,300.199,99001.875,300.875,100076.357,39.185,,,46.409
6/6/2004 15:20,302.536,312.628,301.551,312.103,181.674,463.25,-168.139,0,301.829,-5.934,29.887,300.19,99000.056,300.873,100076.308,38.953,,,45.935
6/6/2004 15:25,302.493,312.535,301.544,311.871,179.97,452.688,-167.335,0,291.829,-5.932,29.469,300.18,98998.236,300.87,100076.261,38.721,,,45.454
6/6/2004 15:30,302.445,312.43,301.532,311.646,178.204,442.125,-166.581,0,281.926,-5.927,29.02,300.171,98996.417,300.865,100076.215,38.496,,,44.966
6/6/2004 15:35,302.394,312.317,301.516,311.426,176.394,431.562,-165.859,0,272.373,-5.92,28.562,300.161,98994.597,300.857,100076.17,38.276,,,44.438
6/6/2004 15:40,302.339,312.194,301.496,311.203,174.541,421,-165.123,0,262.753,-5.911,28.08,300.152,98992.778,300.848,100076.126,38.053,,,43.895
6/6/2004 15:45,302.279,312.065,301.471,310.979,172.637,410.438,-164.382,0,253.234,-5.899,27.59,300.142,98990.958,300.836,100076.083,37.829,,,43.343
6/6/2004 15:50,302.217,311.928,301.444,310.752,170.693,399.875,-163.625,0,243.765,-5.885,27.086,300.133,98989.139,300.823,100076.041,37.602,,,42.787
