cur_datetime,sensWaste,roof_Conv_w_m2,roof_netThermalRad_w_m2,roof_solarRad_w_m2,roof_hConv_w_m2_K,roof_Text_c,s_wall_Text_c,n_wall_Text_c,e_wall_Text_c,w_wall_Text_c,
2004-06-01 00:10:00,0.000,2.171,-8.808,0.000,2.881,14.247,18.822,17.793,24.816,24.681,
2004-06-01 00:15:00,0.000,2.486,-9.527,0.000,2.844,14.038,18.774,17.756,24.794,24.660,
2004-06-01 00:20:00,0.000,2.807,-10.215,0.000,2.804,13.822,18.740,17.706,24.771,24.638,
2004-06-01 00:25:00,0.000,3.128,-10.875,0.000,2.758,13.601,18.705,17.656,24.749,24.616,
2004-06-01 00:30:00,0.000,3.445,-11.510,0.000,2.707,13.374,18.667,17.608,24.726,24.594,
2004-06-01 00:35:00,0.000,3.754,-12.122,0.000,2.651,13.142,18.628,17.562,24.703,24.571,
2004-06-01 00:40:00,0.000,4.051,-12.711,0.000,2.589,12.905,18.588,17.516,24.681,24.547,
2004-06-01 00:45:00,0.000,4.332,-13.276,0.000,2.520,12.663,18.548,17.472,24.659,24.523,
2004-06-01 00:50:00,0.000,4.592,-13.816,0.000,2.444,12.415,18.506,17.428,24.636,24.499,
2004-06-01 00:55:00,0.000,4.825,-14.328,0.000,2.360,12.161,18.465,17.386,24.613,24.475,
2004-06-01 01:00:00,0.000,5.023,-14.809,0.000,2.265,11.899,18.424,17.346,24.589,24.451,
2004-06-01 01:05:00,0.000,5.327,-14.640,0.000,2.338,11.838,18.393,17.312,24.566,24.428,
2004-06-01 01:10:00,0.000,5.551,-14.514,0.000,2.378,11.782,18.363,17.280,24.543,24.405,
2004-06-01 01:15:00,0.000,5.756,-14.429,0.000,2.416,11.734,18.333,17.248,24.521,24.384,
2004-06-01 01:20:00,0.000,5.946,-14.372,0.000,2.452,11.692,18.304,17.219,24.500,24.363,
2004-06-01 01:25:00,0.000,6.125,-14.337,0.000,2.487,11.654,18.276,17.189,24.480,24.343,
2004-06-01 01:30:00,0.000,6.295,-14.319,0.000,2.521,11.619,18.249,17.162,24.460,24.324,
2004-06-01 01:35:00,0.000,6.458,-14.313,0.000,2.553,11.587,18.223,17.134,24.441,24.306,
2004-06-01 01:40:00,0.000,6.615,-14.319,0.000,2.585,11.557,18.197,17.108,24.422,24.288,
2004-06-01 01:45:00,0.000,6.767,-14.333,0.000,2.616,11.529,18.171,17.082,24.404,24.270,
2004-06-01 01:50:00,0.000,6.915,-14.355,0.000,2.646,11.503,18.147,17.057,24.387,24.254,
2004-06-01 01:55:00,0.000,7.060,-14.384,0.000,2.676,11.477,18.122,17.032,24.370,24.237,
2004-06-01 02:00:00,0.000,7.201,-14.418,0.000,2.705,11.453,18.099,17.009,24.353,24.221,
2004-06-01 02:05:00,0.000,6.980,-13.690,0.000,2.702,11.541,18.081,16.993,24.336,24.205,
2004-06-01 02:10:00,0.000,6.709,-12.994,0.000,2.684,11.634,18.065,16.978,24.319,24.192,
2004-06-01 02:15:00,0.000,6.424,-12.328,0.000,2.665,11.733,18.050,16.964,24.302,24.178,
2004-06-01 02:20:00,0.000,6.126,-11.685,0.000,2.646,11.836,18.036,16.952,24.286,24.165,
2004-06-01 02:25:00,0.000,5.821,-11.062,0.000,2.625,11.943,18.022,16.940,24.271,24.152,
2004-06-01 02:30:00,0.000,5.510,-10.454,0.000,2.603,12.053,18.010,16.930,24.257,24.139,
2004-06-01 02:35:00,0.000,5.194,-9.861,0.000,2.580,12.166,17.998,16.921,24.242,24.127,
2004-06-01 02:40:00,0.000,4.876,-9.280,0.000,2.557,12.281,17.987,16.912,24.229,24.115,
2004-06-01 02:45:00,0.000,4.555,-8.710,0.000,2.532,12.398,17.977,16.904,24.215,24.103,
2004-06-01 02:50:00,0.000,4.233,-8.151,0.000,2.506,12.517,17.967,16.897,24.203,24.091,
2004-06-01 02:55:00,0.000,3.910,-7.601,0.000,2.480,12.638,17.958,16.890,24.190,24.079,
2004-06-01 03:00:00,0.000,3.588,-7.061,0.000,2.452,12.760,17.949,16.885,24.178,24.068,
2004-06-01 03:05:00,0.000,3.548,-7.213,0.000,2.444,12.774,17.936,16.873,24.165,24.057,
2004-06-01 03:10:00,0.000,3.546,-7.342,0.000,2.457,12.785,17.923,16.862,24.153,24.045,
2004-06-01 03:15:00,0.000,3.556,-7.450,0.000,2.470,12.791,17.910,16.851,24.141,24.034,
2004-06-01 03:20:00,0.000,3.573,-7.544,0.000,2.484,12.795,17.896,16.839,24.128,24.023,
2004-06-01 03:25:00,0.000,3.596,-7.628,0.000,2.499,12.796,17.883,16.828,24.116,24.012,
2004-06-01 03:30:00,0.000,3.624,-7.704,0.000,2.513,12.796,17.870,16.816,24.104,24.000,
2004-06-01 03:35:00,0.000,3.655,-7.774,0.000,2.528,12.794,17.856,16.805,24.091,23.989,
2004-06-01 03:40:00,0.000,3.688,-7.839,0.000,2.543,12.792,17.843,16.793,24.079,23.978,
2004-06-01 03:45:00,0.000,3.724,-7.900,0.000,2.558,12.789,17.830,16.782,24.067,23.967,
2004-06-01 03:50:00,0.000,3.761,-7.958,0.000,2.574,12.785,17.816,16.771,24.055,23.956,
2004-06-01 03:55:00,0.000,3.800,-8.014,0.000,2.589,12.781,17.803,16.759,24.043,23.945,
2004-06-01 04:00:00,0.000,3.840,-8.068,0.000,2.604,12.776,17.790,16.748,24.030,23.934,
2004-06-01 04:05:00,0.000,4.049,-8.544,0.000,2.615,12.702,17.775,16.735,24.024,23.928,
2004-06-01 04:10:00,0.000,4.289,-9.002,0.000,2.639,12.624,17.760,16.721,24.016,23.921,
2004-06-01 04:15:00,0.000,4.541,-9.445,0.000,2.664,12.544,17.744,16.708,24.009,23.916,
2004-06-01 04:20:00,0.000,4.803,-9.877,0.000,2.688,12.461,17.728,16.694,24.002,23.910,
2004-06-01 04:25:00,0.000,5.074,-10.301,0.000,2.713,12.376,17.713,16.680,23.995,23.904,
