cur_datetime,sensWaste,roof_Conv_w_m2,roof_netThermalRad_w_m2,roof_solarRad_w_m2,roof_hConv_w_m2_K,roof_Text_c,s_wall_Text_c,n_wall_Text_c,e_wall_Text_c,w_wall_Text_c,
2004-06-01 00:10:00,0.000,-26.189,-22.149,0.000,14.386,16.821,18.809,17.779,24.639,24.502,
2004-06-01 00:15:00,0.000,-25.336,-23.607,0.000,13.722,16.758,18.761,17.742,24.618,24.483,
2004-06-01 00:20:00,0.000,-25.441,-24.996,0.000,13.685,16.683,18.727,17.691,24.598,24.463,
2004-06-01 00:25:00,0.000,-24.324,-26.432,0.000,12.931,16.616,18.692,17.642,24.577,24.443,
2004-06-01 00:30:00,0.000,-23.958,-27.828,0.000,12.644,16.542,18.653,17.594,24.556,24.422,
2004-06-01 00:35:00,0.000,-22.745,-29.261,0.000,11.870,16.475,18.615,17.547,24.534,24.401,
2004-06-01 00:40:00,0.000,-21.262,-30.721,0.000,10.945,16.413,18.574,17.502,24.514,24.379,
2004-06-01 00:45:00,0.000,-20.208,-32.165,0.000,10.280,16.347,18.534,17.457,24.494,24.356,
2004-06-01 00:50:00,0.000,-18.836,-33.626,0.000,9.456,16.285,18.493,17.414,24.472,24.334,
2004-06-01 00:55:00,0.000,-16.581,-35.150,0.000,8.165,16.236,18.452,17.372,24.450,24.311,
2004-06-01 01:00:00,0.000,-15.102,-36.653,0.000,7.314,16.182,18.410,17.331,24.428,24.289,
2004-06-01 01:05:00,0.000,-15.122,-36.532,0.000,7.515,16.129,18.379,17.298,24.406,24.267,
2004-06-01 01:10:00,0.000,-15.126,-36.416,0.000,7.715,16.077,18.349,17.266,24.385,24.247,
2004-06-01 01:15:00,0.000,-15.115,-36.305,0.000,7.913,16.026,18.319,17.234,24.365,24.226,
2004-06-01 01:20:00,0.000,-15.088,-36.200,0.000,8.110,15.977,18.291,17.204,24.345,24.207,
2004-06-01 01:25:00,0.000,-15.777,-36.053,0.000,8.755,15.918,18.262,17.175,24.326,24.189,
2004-06-01 01:30:00,0.000,-15.672,-35.939,0.000,8.949,15.867,18.235,17.147,24.308,24.171,
2004-06-01 01:35:00,0.000,-15.566,-35.838,0.000,9.145,15.818,18.209,17.119,24.290,24.154,
2004-06-01 01:40:00,0.000,-15.452,-35.744,0.000,9.339,15.770,18.183,17.093,24.273,24.138,
2004-06-01 01:45:00,0.000,-15.330,-35.657,0.000,9.532,15.724,18.157,17.067,24.257,24.122,
2004-06-01 01:50:00,0.000,-15.198,-35.575,0.000,9.723,15.679,18.133,17.042,24.241,24.106,
2004-06-01 01:55:00,0.000,-14.749,-35.519,0.000,9.685,15.638,18.108,17.018,24.225,24.091,
2004-06-01 02:00:00,0.000,-14.647,-35.454,0.000,9.893,15.596,18.085,16.994,24.210,24.077,
2004-06-01 02:05:00,0.000,-14.228,-34.183,0.000,9.810,15.575,18.067,16.978,24.195,24.063,
2004-06-01 02:10:00,0.000,-13.900,-32.955,0.000,9.734,15.562,18.051,16.964,24.179,24.050,
2004-06-01 02:15:00,0.000,-13.632,-31.755,0.000,9.661,15.554,18.035,16.949,24.164,24.039,
2004-06-01 02:20:00,0.000,-13.410,-30.578,0.000,9.591,15.550,18.022,16.938,24.150,24.027,
