cur_datetime,sensWaste,roof_Conv_w_m2,roof_netThermalRad_w_m2,roof_solarRad_w_m2,roof_hConv_w_m2_K,roof_Text_c,s_wall_Text_c,n_wall_Text_c,e_wall_Text_c,w_wall_Text_c,
2004-06-01 00:10:00,0.000,-23.900,-21.370,0.000,14.292,16.673,18.808,17.778,24.624,24.487,
2004-06-01 00:15:00,0.000,-20.776,-23.028,0.000,11.961,16.649,18.760,17.741,24.604,24.468,
2004-06-01 00:20:00,0.000,-20.221,-24.569,0.000,11.371,16.602,18.726,17.690,24.583,24.448,
2004-06-01 00:25:00,0.000,-19.534,-26.081,0.000,10.766,16.550,18.691,17.641,24.562,24.428,
2004-06-01 00:30:00,0.000,-21.193,-27.418,0.000,11.669,16.463,18.653,17.593,24.541,24.407,
2004-06-01 00:35:00,0.000,-20.154,-28.848,0.000,10.969,16.396,18.614,17.546,24.519,24.386,
2004-06-01 00:40:00,0.000,-19.097,-30.296,0.000,10.261,16.331,18.574,17.501,24.499,24.364,
2004-06-01 00:45:00,0.000,-19.308,-31.664,0.000,10.329,16.251,18.533,17.456,24.479,24.341,
2004-06-01 00:50:00,0.000,-17.986,-33.098,0.000,9.513,16.184,18.492,17.413,24.458,24.319,
2004-06-01 00:55:00,0.000,-16.619,-34.552,0.000,8.675,16.121,18.451,17.371,24.436,24.297,
2004-06-01 01:00:00,0.000,-15.175,-36.021,0.000,7.807,16.060,18.409,17.330,24.414,24.275,
2004-06-01 01:05:00,0.000,-15.122,-35.883,0.000,8.010,16.004,18.378,17.297,24.392,24.253,
2004-06-01 01:10:00,0.000,-15.064,-35.759,0.000,8.212,15.951,18.348,17.265,24.370,24.232,
2004-06-01 01:15:00,0.000,-14.997,-35.644,0.000,8.412,15.899,18.318,17.233,24.350,24.212,
2004-06-01 01:20:00,0.000,-14.921,-35.537,0.000,8.610,15.849,18.290,17.203,24.330,24.192,
2004-06-01 01:25:00,0.000,-14.833,-35.438,0.000,8.806,15.801,18.261,17.174,24.312,24.174,
2004-06-01 01:30:00,0.000,-14.735,-35.345,0.000,9.001,15.753,18.235,17.146,24.293,24.156,
2004-06-01 01:35:00,0.000,-14.626,-35.258,0.000,9.194,15.707,18.208,17.118,24.276,24.139,
2004-06-01 01:40:00,0.000,-14.506,-35.177,0.000,9.386,15.661,18.182,17.092,24.259,24.123,
2004-06-01 01:45:00,0.000,-14.377,-35.101,0.000,9.576,15.617,18.156,17.066,24.242,24.107,
2004-06-01 01:50:00,0.000,-14.238,-35.031,0.000,9.764,15.574,18.132,17.042,24.226,24.092,
2004-06-01 01:55:00,0.000,-13.108,-35.029,0.000,9.176,15.544,18.107,17.017,24.210,24.077,
2004-06-01 02:00:00,0.000,-13.011,-34.992,0.000,9.350,15.507,18.084,16.993,24.195,24.062,
2004-06-01 02:05:00,0.000,-12.663,-33.739,0.000,9.278,15.489,18.066,16.977,24.180,24.048,
2004-06-01 02:10:00,0.000,-12.393,-32.524,0.000,9.214,15.479,18.050,16.963,24.164,24.036,
2004-06-01 02:15:00,0.000,-12.175,-31.336,0.000,9.153,15.473,18.035,16.949,24.149,24.024,
