cur_datetime,sensWaste,roof_Conv_w_m2,roof_netThermalRad_w_m2,roof_solarRad_w_m2,roof_hConv_w_m2_K,roof_Text_c,s_wall_Text_c,n_wall_Text_c,e_wall_Text_c,w_wall_Text_c,
2004-06-01 00:10:00,0.000,1.299,-12.014,0.000,10.111,14.872,18.821,17.792,24.858,24.723,
2004-06-01 00:15:00,0.000,1.538,-13.185,0.000,9.634,14.752,18.773,17.755,24.836,24.702,
2004-06-01 00:20:00,0.000,1.845,-14.303,0.000,9.156,14.622,18.739,17.704,24.815,24.681,
2004-06-01 00:25:00,0.000,2.190,-15.373,0.000,8.670,14.483,18.704,17.655,24.793,24.660,
2004-06-01 00:30:00,0.000,2.552,-16.401,0.000,8.172,14.335,18.665,17.607,24.771,24.638,
2004-06-01 00:35:00,0.000,2.911,-17.389,0.000,7.664,14.179,18.627,17.560,24.748,24.616,
2004-06-01 00:40:00,0.000,3.254,-18.339,0.000,7.147,14.015,18.587,17.515,24.727,24.593,
2004-06-01 00:45:00,0.000,3.566,-19.251,0.000,6.623,13.843,18.546,17.470,24.706,24.569,
2004-06-01 00:50:00,0.000,3.838,-20.124,0.000,6.095,13.664,18.505,17.427,24.683,24.546,
2004-06-01 00:55:00,0.000,4.060,-20.958,0.000,5.570,13.476,18.464,17.385,24.661,24.523,
2004-06-01 01:00:00,0.000,4.231,-21.751,0.000,5.058,13.280,18.423,17.345,24.638,24.500,
2004-06-01 01:05:00,0.000,5.196,-21.205,0.000,5.339,13.143,18.392,17.311,24.615,24.477,
2004-06-01 01:10:00,0.000,6.039,-20.791,0.000,5.566,13.031,18.362,17.279,24.593,24.455,
2004-06-01 01:15:00,0.000,6.801,-20.470,0.000,5.769,12.938,18.331,17.247,24.572,24.434,
2004-06-01 01:20:00,0.000,7.494,-20.223,0.000,5.958,12.858,18.303,17.218,24.551,24.414,
2004-06-01 01:25:00,0.000,8.129,-20.037,0.000,6.135,12.791,18.275,17.188,24.531,24.395,
2004-06-01 01:30:00,0.000,8.711,-19.903,0.000,6.304,12.734,18.248,17.160,24.512,24.376,
2004-06-01 01:35:00,0.000,9.250,-19.810,0.000,6.466,12.685,18.221,17.133,24.494,24.358,
2004-06-01 01:40:00,0.000,9.749,-19.754,0.000,6.622,12.644,18.196,17.107,24.476,24.341,
2004-06-01 01:45:00,0.000,10.214,-19.728,0.000,6.774,12.608,18.170,17.081,24.458,24.324,
2004-06-01 01:50:00,0.000,10.650,-19.728,0.000,6.923,12.577,18.146,17.056,24.441,24.308,
2004-06-01 01:55:00,0.000,11.060,-19.750,0.000,7.069,12.551,18.121,17.031,24.424,24.292,
2004-06-01 02:00:00,0.000,11.448,-19.790,0.000,7.213,12.528,18.097,17.008,24.408,24.276,
