cur_datetime,sensWaste,roof_Conv_w_m2,roof_netThermalRad_w_m2,roof_solarRad_w_m2,roof_hConv_w_m2_K,roof_Text_c,s_wall_Text_c,n_wall_Text_c,e_wall_Text_c,w_wall_Text_c,
2004-06-01 00:10:00,0.000,-18.768,-37.008,0.000,4.073,19.608,18.820,17.791,24.827,24.692,
2004-06-01 00:15:00,0.000,-18.494,-38.402,0.000,4.000,19.535,18.772,17.753,24.807,24.673,
2004-06-01 00:20:00,0.000,-18.187,-39.775,0.000,3.924,19.459,18.737,17.703,24.786,24.653,
2004-06-01 00:25:00,0.000,-17.849,-41.131,0.000,3.844,19.379,18.703,17.653,24.766,24.633,
2004-06-01 00:30:00,0.000,-17.482,-42.472,0.000,3.760,19.297,18.664,17.606,24.744,24.612,
2004-06-01 00:35:00,0.000,-17.086,-43.802,0.000,3.672,19.212,18.626,17.559,24.723,24.592,
2004-06-01 00:40:00,0.000,-16.660,-45.122,0.000,3.579,19.126,18.585,17.514,24.703,24.569,
2004-06-01 00:45:00,0.000,-16.203,-46.434,0.000,3.480,19.037,18.545,17.469,24.682,24.546,
2004-06-01 00:50:00,0.000,-15.711,-47.740,0.000,3.375,18.948,18.503,17.426,24.661,24.524,
2004-06-01 00:55:00,0.000,-15.179,-49.040,0.000,3.263,18.858,18.463,17.384,24.640,24.502,
2004-06-01 01:00:00,0.000,-14.601,-50.337,0.000,3.140,18.766,18.421,17.343,24.618,24.480,
2004-06-01 01:05:00,0.000,-14.451,-50.076,0.000,3.160,18.690,18.390,17.309,24.596,24.458,
2004-06-01 01:10:00,0.000,-14.319,-49.846,0.000,3.181,18.618,18.360,17.278,24.574,24.437,
2004-06-01 01:15:00,0.000,-14.194,-49.633,0.000,3.202,18.550,18.330,17.246,24.554,24.417,
2004-06-01 01:20:00,0.000,-14.073,-49.435,0.000,3.222,18.484,18.302,17.216,24.534,24.398,
2004-06-01 01:25:00,0.000,-13.955,-49.248,0.000,3.242,18.420,18.273,17.187,24.516,24.379,
2004-06-01 01:30:00,0.000,-13.838,-49.071,0.000,3.262,18.358,18.247,17.159,24.497,24.362,
2004-06-01 01:35:00,0.000,-13.721,-48.901,0.000,3.281,18.298,18.220,17.131,24.480,24.345,
2004-06-01 01:40:00,0.000,-13.605,-48.739,0.000,3.300,18.238,18.194,17.105,24.463,24.328,
2004-06-01 01:45:00,0.000,-13.490,-48.583,0.000,3.319,18.180,18.169,17.079,24.446,24.312,
2004-06-01 01:50:00,0.000,-13.374,-48.433,0.000,3.337,18.123,18.144,17.054,24.430,24.297,
2004-06-01 01:55:00,0.000,-13.257,-48.288,0.000,3.355,18.067,18.119,17.030,24.414,24.282,
2004-06-01 02:00:00,0.000,-13.141,-48.148,0.000,3.373,18.012,18.096,17.006,24.399,24.267,
2004-06-01 02:05:00,0.000,-12.925,-46.794,0.000,3.356,17.976,18.078,16.990,24.384,24.253,
2004-06-01 02:10:00,0.000,-12.746,-45.484,0.000,3.342,17.947,18.063,16.976,24.368,24.241,
2004-06-01 02:15:00,0.000,-12.592,-44.205,0.000,3.329,17.925,18.047,16.961,24.353,24.229,
2004-06-01 02:20:00,0.000,-12.456,-42.950,0.000,3.317,17.907,18.033,16.949,24.339,24.217,
2004-06-01 02:25:00,0.000,-12.337,-41.717,0.000,3.306,17.893,18.019,16.938,24.325,24.206,
2004-06-01 02:30:00,0.000,-12.231,-40.502,0.000,3.295,17.882,18.007,16.928,24.312,24.195,
2004-06-01 02:35:00,0.000,-12.138,-39.304,0.000,3.284,17.875,17.995,16.918,24.299,24.184,
2004-06-01 02:40:00,0.000,-12.057,-38.122,0.000,3.274,17.870,17.984,16.910,24.287,24.173,
2004-06-01 02:45:00,0.000,-11.985,-36.953,0.000,3.265,17.868,17.974,16.901,24.275,24.163,
2004-06-01 02:50:00,0.000,-11.923,-35.798,0.000,3.255,17.868,17.964,16.894,24.264,24.152,
2004-06-01 02:55:00,0.000,-11.870,-34.655,0.000,3.247,17.871,17.955,16.887,24.253,24.142,
2004-06-01 03:00:00,0.000,-11.825,-33.523,0.000,3.238,17.876,17.946,16.882,24.242,24.132,
2004-06-01 03:05:00,0.000,-11.844,-33.551,0.000,3.254,17.866,17.933,16.870,24.231,24.122,
2004-06-01 03:10:00,0.000,-11.838,-33.553,0.000,3.267,17.852,17.920,16.859,24.220,24.113,
2004-06-01 03:15:00,0.000,-11.820,-33.540,0.000,3.279,17.835,17.907,16.848,24.209,24.103,
2004-06-01 03:20:00,0.000,-11.794,-33.518,0.000,3.291,17.816,17.893,16.836,24.198,24.093,
2004-06-01 03:25:00,0.000,-11.761,-33.488,0.000,3.303,17.796,17.880,16.825,24.187,24.083,
2004-06-01 03:30:00,0.000,-11.723,-33.452,0.000,3.314,17.775,17.867,16.813,24.176,24.073,
2004-06-01 03:35:00,0.000,-11.680,-33.412,0.000,3.325,17.753,17.853,16.802,24.165,24.063,
2004-06-01 03:40:00,0.000,-11.633,-33.368,0.000,3.335,17.730,17.840,16.791,24.154,24.053,
2004-06-01 03:45:00,0.000,-11.584,-33.322,0.000,3.345,17.707,17.827,16.779,24.143,24.043,
2004-06-01 03:50:00,0.000,-11.532,-33.273,0.000,3.356,17.683,17.814,16.768,24.132,24.033,
2004-06-01 03:55:00,0.000,-11.477,-33.222,0.000,3.365,17.659,17.800,16.757,24.121,24.023,
2004-06-01 04:00:00,0.000,-11.420,-33.170,0.000,3.375,17.635,17.787,16.746,24.110,24.013,
2004-06-01 04:05:00,0.000,-11.329,-33.838,0.000,3.382,17.600,17.772,16.732,24.105,24.009,
2004-06-01 04:10:00,0.000,-11.220,-34.485,0.000,3.387,17.562,17.757,16.719,24.097,24.003,
2004-06-01 04:15:00,0.000,-11.098,-35.117,0.000,3.391,17.521,17.741,16.705,24.092,23.998,
