cur_datetime,sensWaste,roof_Conv_w_m2,roof_netThermalRad_w_m2,roof_solarRad_w_m2,roof_hConv_w_m2_K,roof_Text_c,s_wall_Text_c,n_wall_Text_c,e_wall_Text_c,w_wall_Text_c,
2004-06-01 00:10:00,0.000,4.537,-10.870,0.000,12.910,14.649,18.815,17.785,24.711,24.576,
2004-06-01 00:15:00,0.000,4.903,-11.637,0.000,10.612,14.450,18.767,17.748,24.690,24.555,
2004-06-01 00:20:00,0.000,5.535,-12.517,0.000,10.061,14.273,18.733,17.698,24.668,24.534,
2004-06-01 00:25:00,0.000,6.129,-13.360,0.000,9.482,14.089,18.698,17.648,24.646,24.512,
2004-06-01 00:30:00,0.000,7.198,-14.462,0.000,10.411,13.956,18.659,17.601,24.623,24.490,
2004-06-01 00:35:00,0.000,7.738,-15.271,0.000,9.727,13.763,18.621,17.554,24.601,24.468,
2004-06-01 00:40:00,0.000,8.228,-16.029,0.000,9.047,13.561,18.581,17.508,24.580,24.445,
2004-06-01 00:45:00,0.000,9.047,-16.957,0.000,9.142,13.392,18.540,17.464,24.558,24.421,
2004-06-01 00:50:00,0.000,9.388,-17.614,0.000,8.345,13.168,18.499,17.421,24.536,24.398,
2004-06-01 00:55:00,0.000,9.626,-18.185,0.000,7.536,12.928,18.458,17.378,24.513,24.374,
2004-06-01 01:00:00,0.000,9.720,-18.650,0.000,6.696,12.665,18.416,17.338,24.489,24.351,
2004-06-01 01:05:00,0.000,10.285,-18.663,0.000,6.973,12.642,18.386,17.304,24.466,24.328,
2004-06-01 01:10:00,0.000,10.753,-18.721,0.000,7.198,12.623,18.355,17.272,24.444,24.306,
2004-06-01 01:15:00,0.000,11.177,-18.811,0.000,7.419,12.610,18.325,17.240,24.423,24.285,
2004-06-01 01:20:00,0.000,11.569,-18.922,0.000,7.638,12.601,18.297,17.211,24.402,24.265,
2004-06-01 01:25:00,0.000,11.938,-19.048,0.000,7.853,12.596,18.269,17.181,24.382,24.245,
2004-06-01 01:30:00,0.000,12.288,-19.186,0.000,8.066,12.593,18.242,17.154,24.363,24.226,
2004-06-01 01:35:00,0.000,12.622,-19.331,0.000,8.277,12.591,18.215,17.126,24.344,24.208,
2004-06-01 01:40:00,0.000,12.943,-19.483,0.000,8.486,12.591,18.189,17.100,24.326,24.191,
2004-06-01 01:45:00,0.000,13.253,-19.640,0.000,8.693,12.591,18.164,17.074,24.308,24.174,
2004-06-01 01:50:00,0.000,13.554,-19.801,0.000,8.898,12.592,18.139,17.049,24.291,24.157,
2004-06-01 01:55:00,0.000,13.247,-19.621,0.000,8.326,12.525,18.115,17.024,24.274,24.141,
2004-06-01 02:00:00,0.000,13.561,-19.769,0.000,8.525,12.525,18.091,17.001,24.258,24.125,
2004-06-01 02:05:00,0.000,13.051,-18.904,0.000,8.474,12.584,18.074,16.985,24.242,24.110,
2004-06-01 02:10:00,0.000,12.506,-18.061,0.000,8.411,12.647,18.058,16.970,24.225,24.097,
2004-06-01 02:15:00,0.000,11.942,-17.232,0.000,8.348,12.712,18.042,16.956,24.208,24.084,
2004-06-01 02:20:00,0.000,11.365,-16.415,0.000,8.283,12.780,18.028,16.944,24.193,24.071,
2004-06-01 02:25:00,0.000,10.778,-15.608,0.000,8.218,12.849,18.014,16.932,24.178,24.058,
2004-06-01 02:30:00,0.000,10.185,-14.810,0.000,8.152,12.920,18.002,16.923,24.164,24.046,
2004-06-01 02:35:00,0.000,9.586,-14.020,0.000,8.085,12.993,17.990,16.913,24.150,24.034,
2004-06-01 02:40:00,0.000,8.985,-13.236,0.000,8.018,13.067,17.979,16.904,24.137,24.022,
2004-06-01 02:45:00,0.000,8.381,-12.460,0.000,7.949,13.142,17.969,16.896,24.124,24.010,
2004-06-01 02:50:00,0.000,7.775,-11.690,0.000,7.879,13.219,17.959,16.889,24.112,23.999,
2004-06-01 02:55:00,0.000,7.169,-10.926,0.000,7.808,13.297,17.950,16.882,24.099,23.988,
2004-06-01 03:00:00,0.000,6.563,-10.168,0.000,7.736,13.375,17.942,16.877,24.087,23.977,
2004-06-01 03:05:00,0.000,6.581,-10.297,0.000,7.824,13.385,17.928,16.865,24.075,23.966,
2004-06-01 03:10:00,0.000,6.627,-10.413,0.000,7.929,13.393,17.915,16.854,24.063,23.955,
2004-06-01 03:15:00,0.000,6.686,-10.519,0.000,8.035,13.398,17.902,16.843,24.051,23.944,
2004-06-01 03:20:00,0.000,6.161,-10.277,0.000,6.859,13.335,17.888,16.831,24.039,23.933,
2004-06-01 03:25:00,0.000,6.267,-10.358,0.000,6.972,13.336,17.875,16.820,24.027,23.922,
2004-06-01 03:30:00,0.000,6.362,-10.439,0.000,7.067,13.337,17.862,16.808,24.016,23.911,
2004-06-01 03:35:00,0.000,6.456,-10.522,0.000,7.162,13.338,17.848,16.797,24.004,23.901,
2004-06-01 03:40:00,0.000,6.549,-10.604,0.000,7.256,13.339,17.835,16.785,23.992,23.890,
2004-06-01 03:45:00,0.000,6.643,-10.687,0.000,7.350,13.341,17.822,16.774,23.980,23.879,
2004-06-01 03:50:00,0.000,6.736,-10.769,0.000,7.444,13.342,17.809,16.763,23.968,23.868,
2004-06-01 03:55:00,0.000,6.830,-10.851,0.000,7.538,13.343,17.795,16.751,23.956,23.858,
2004-06-01 04:00:00,0.000,6.924,-10.933,0.000,7.631,13.344,17.782,16.740,23.944,23.847,
2004-06-01 04:05:00,0.000,7.357,-11.537,0.000,7.700,13.295,17.767,16.727,23.938,23.842,
2004-06-01 04:10:00,0.000,7.817,-12.132,0.000,7.783,13.245,17.752,16.713,23.930,23.835,
2004-06-01 04:15:00,0.000,8.294,-12.722,0.000,7.865,13.194,17.736,16.700,23.924,23.830,
2004-06-01 04:20:00,0.000,8.784,-13.309,0.000,7.947,13.142,17.721,16.686,23.917,23.825,
2004-06-01 04:25:00,0.000,9.285,-13.894,0.000,8.028,13.090,17.705,16.672,23.910,23.819,
2004-06-01 04:30:00,0.000,9.794,-14.479,0.000,8.109,13.038,17.689,16.658,23.903,23.813,
2004-06-01 04:35:00,0.000,10.311,-15.063,0.000,8.190,12.986,17.673,16.644,23.895,23.806,
2004-06-01 04:40:00,0.000,10.835,-15.649,0.000,8.270,12.934,17.657,16.630,23.887,23.799,
2004-06-01 04:45:00,0.000,11.366,-16.235,0.000,8.350,12.882,17.641,16.616,23.879,23.792,
2004-06-01 04:50:00,0.000,11.902,-16.823,0.000,8.429,12.830,17.625,16.601,23.870,23.785,
2004-06-01 04:55:00,0.000,12.443,-17.412,0.000,8.508,12.779,17.608,16.587,23.861,23.777,
2004-06-01 05:00:00,0.000,12.990,-18.002,0.000,8.586,12.728,17.592,16.573,23.851,23.769,
2004-06-01 05:05:00,9.464,12.906,-17.638,0.000,8.689,12.764,17.581,16.564,23.843,23.762,
2004-06-01 05:10:00,9.524,12.776,-17.292,0.000,8.775,12.803,17.570,16.555,23.809,23.730,
