Time,CORE_ZN:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_ZN:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_1:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_2:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_3:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_4:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s]
00:05:00,3.663332E+03,0.000000E+00,1.890520E-01,0.000000E+00,1.132715E+04,0.000000E+00,5.843847E-01,0.000000E+00,7.504641E+03,0.000000E+00,3.871582E-01,0.000000E+00,1.114179E+04,0.000000E+00,5.748222E-01,0.000000E+00,7.506828E+03,0.000000E+00,3.872710E-01,0.000000E+00
00:10:00,3.709269E+03,0.000000E+00,1.914225E-01,0.000000E+00,1.136602E+04,0.000000E+00,5.863894E-01,0.000000E+00,7.528191E+03,0.000000E+00,3.883729E-01,0.000000E+00,1.118067E+04,0.000000E+00,5.768279E-01,0.000000E+00,7.530377E+03,0.000000E+00,3.884857E-01,0.000000E+00
00:15:00,3.756164E+03,0.000000E+00,1.938425E-01,0.000000E+00,1.140580E+04,0.000000E+00,5.884417E-01,0.000000E+00,7.552291E+03,0.000000E+00,3.896160E-01,0.000000E+00,1.122047E+04,0.000000E+00,5.788808E-01,0.000000E+00,7.554477E+03,0.000000E+00,3.897287E-01,0.000000E+00
00:20:00,3.803866E+03,0.000000E+00,1.963040E-01,0.000000E+00,1.144629E+04,0.000000E+00,5.905301E-01,0.000000E+00,7.576815E+03,0.000000E+00,3.908809E-01,0.000000E+00,1.126097E+04,0.000000E+00,5.809697E-01,0.000000E+00,7.579000E+03,0.000000E+00,3.909937E-01,0.000000E+00
00:25:00,3.852266E+03,0.000000E+00,1.988016E-01,0.000000E+00,1.148737E+04,0.000000E+00,5.926492E-01,0.000000E+00,7.601702E+03,0.000000E+00,3.921646E-01,0.000000E+00,1.130205E+04,0.000000E+00,5.830892E-01,0.000000E+00,7.603887E+03,0.000000E+00,3.922773E-01,0.000000E+00
00:30:00,3.901283E+03,0.000000E+00,2.013311E-01,0.000000E+00,1.152896E+04,0.000000E+00,5.947946E-01,0.000000E+00,7.626902E+03,0.000000E+00,3.934645E-01,0.000000E+00,1.134365E+04,0.000000E+00,5.852350E-01,0.000000E+00,7.629087E+03,0.000000E+00,3.935772E-01,0.000000E+00
00:35:00,3.923747E+03,0.000000E+00,2.024902E-01,0.000000E+00,1.154907E+04,0.000000E+00,5.958315E-01,0.000000E+00,7.639396E+03,0.000000E+00,3.941089E-01,0.000000E+00,1.136380E+04,0.000000E+00,5.862741E-01,0.000000E+00,7.641581E+03,0.000000E+00,3.942216E-01,0.000000E+00
00:40:00,3.943034E+03,0.000000E+00,2.034856E-01,0.000000E+00,1.156596E+04,0.000000E+00,5.967031E-01,0.000000E+00,7.649969E+03,0.000000E+00,3.946544E-01,0.000000E+00,1.138075E+04,0.000000E+00,5.871489E-01,0.000000E+00,7.652153E+03,0.000000E+00,3.947671E-01,0.000000E+00
00:45:00,3.960541E+03,0.000000E+00,2.043891E-01,0.000000E+00,1.158113E+04,0.000000E+00,5.974864E-01,0.000000E+00,7.659483E+03,0.000000E+00,3.951454E-01,0.000000E+00,1.139600E+04,0.000000E+00,5.879357E-01,0.000000E+00,7.661667E+03,0.000000E+00,3.952581E-01,0.000000E+00
00:50:00,3.976518E+03,0.000000E+00,2.052137E-01,0.000000E+00,1.159492E+04,0.000000E+00,5.981979E-01,0.000000E+00,7.668126E+03,0.000000E+00,3.955914E-01,0.000000E+00,1.140985E+04,0.000000E+00,5.886508E-01,0.000000E+00,7.670311E+03,0.000000E+00,3.957041E-01,0.000000E+00
00:55:00,3.991161E+03,0.000000E+00,2.059695E-01,0.000000E+00,1.160750E+04,0.000000E+00,5.988469E-01,0.000000E+00,7.676009E+03,0.000000E+00,3.959982E-01,0.000000E+00,1.142250E+04,0.000000E+00,5.893035E-01,0.000000E+00,7.678193E+03,0.000000E+00,3.961109E-01,0.000000E+00
01:00:00,4.004626E+03,0.000000E+00,2.066644E-01,0.000000E+00,1.161903E+04,0.000000E+00,5.994419E-01,0.000000E+00,7.683229E+03,0.000000E+00,3.963708E-01,0.000000E+00,1.143410E+04,0.000000E+00,5.899021E-01,0.000000E+00,7.685413E+03,0.000000E+00,3.964834E-01,0.000000E+00
01:05:00,4.022904E+03,0.000000E+00,2.076078E-01,0.000000E+00,1.163419E+04,0.000000E+00,6.002242E-01,0.000000E+00,7.692562E+03,0.000000E+00,3.968523E-01,0.000000E+00,1.144933E+04,0.000000E+00,5.906877E-01,0.000000E+00,7.694745E+03,0.000000E+00,3.969649E-01,0.000000E+00
01:10:00,4.040609E+03,0.000000E+00,2.085215E-01,0.000000E+00,1.164887E+04,0.000000E+00,6.009817E-01,0.000000E+00,7.701580E+03,0.000000E+00,3.973175E-01,0.000000E+00,1.146407E+04,0.000000E+00,5.914484E-01,0.000000E+00,7.703762E+03,0.000000E+00,3.974301E-01,0.000000E+00
01:15:00,4.057698E+03,0.000000E+00,2.094034E-01,0.000000E+00,1.166302E+04,0.000000E+00,6.017113E-01,0.000000E+00,7.710249E+03,0.000000E+00,3.977647E-01,0.000000E+00,1.147827E+04,0.000000E+00,5.921811E-01,0.000000E+00,7.712432E+03,0.000000E+00,3.978773E-01,0.000000E+00
01:20:00,4.074228E+03,0.000000E+00,2.102565E-01,0.000000E+00,1.167667E+04,0.000000E+00,6.024156E-01,0.000000E+00,7.718604E+03,0.000000E+00,3.981957E-01,0.000000E+00,1.149198E+04,0.000000E+00,5.928883E-01,0.000000E+00,7.720786E+03,0.000000E+00,3.983083E-01,0.000000E+00
01:25:00,4.090254E+03,0.000000E+00,2.110836E-01,0.000000E+00,1.168987E+04,0.000000E+00,6.030967E-01,0.000000E+00,7.726672E+03,0.000000E+00,3.986119E-01,0.000000E+00,1.150524E+04,0.000000E+00,5.935722E-01,0.000000E+00,7.728854E+03,0.000000E+00,3.987245E-01,0.000000E+00
01:30:00,4.105773E+03,0.000000E+00,2.118845E-01,0.000000E+00,1.170263E+04,0.000000E+00,6.037551E-01,0.000000E+00,7.734460E+03,0.000000E+00,3.990137E-01,0.000000E+00,1.151805E+04,0.000000E+00,5.942333E-01,0.000000E+00,7.736642E+03,0.000000E+00,3.991262E-01,0.000000E+00
01:35:00,4.114991E+03,0.000000E+00,2.123603E-01,0.000000E+00,1.171044E+04,0.000000E+00,6.041581E-01,0.000000E+00,7.739296E+03,0.000000E+00,3.992632E-01,0.000000E+00,1.152592E+04,0.000000E+00,5.946389E-01,0.000000E+00,7.741478E+03,0.000000E+00,3.993757E-01,0.000000E+00
01:40:00,4.123465E+03,0.000000E+00,2.127976E-01,0.000000E+00,1.171757E+04,0.000000E+00,6.045259E-01,0.000000E+00,7.743709E+03,0.000000E+00,3.994909E-01,0.000000E+00,1.153310E+04,0.000000E+00,5.950094E-01,0.000000E+00,7.745891E+03,0.000000E+00,3.996034E-01,0.000000E+00
01:45:00,4.131378E+03,0.000000E+00,2.132061E-01,0.000000E+00,1.172419E+04,0.000000E+00,6.048677E-01,0.000000E+00,7.747805E+03,0.000000E+00,3.997022E-01,0.000000E+00,1.153977E+04,0.000000E+00,5.953538E-01,0.000000E+00,7.749985E+03,0.000000E+00,3.998147E-01,0.000000E+00
01:50:00,4.138797E+03,0.000000E+00,2.135890E-01,0.000000E+00,1.173038E+04,0.000000E+00,6.051869E-01,0.000000E+00,7.751624E+03,0.000000E+00,3.998993E-01,0.000000E+00,1.154601E+04,0.000000E+00,5.956756E-01,0.000000E+00,7.753804E+03,0.000000E+00,4.000118E-01,0.000000E+00
01:55:00,4.145773E+03,0.000000E+00,2.139491E-01,0.000000E+00,1.173618E+04,0.000000E+00,6.054860E-01,0.000000E+00,7.755194E+03,0.000000E+00,4.000835E-01,0.000000E+00,1.155185E+04,0.000000E+00,5.959770E-01,0.000000E+00,7.757374E+03,0.000000E+00,4.001960E-01,0.000000E+00
02:00:00,4.152403E+03,0.000000E+00,2.142913E-01,0.000000E+00,1.174166E+04,0.000000E+00,6.057689E-01,0.000000E+00,7.758566E+03,0.000000E+00,4.002574E-01,0.000000E+00,1.155738E+04,0.000000E+00,5.962623E-01,0.000000E+00,7.760746E+03,0.000000E+00,4.003699E-01,0.000000E+00
02:05:00,4.161630E+03,0.000000E+00,2.147675E-01,0.000000E+00,1.174912E+04,0.000000E+00,6.061538E-01,0.000000E+00,7.763096E+03,0.000000E+00,4.004912E-01,0.000000E+00,1.156488E+04,0.000000E+00,5.966493E-01,0.000000E+00,7.765276E+03,0.000000E+00,4.006036E-01,0.000000E+00
02:10:00,4.170729E+03,0.000000E+00,2.152371E-01,0.000000E+00,1.175648E+04,0.000000E+00,6.065335E-01,0.000000E+00,7.767556E+03,0.000000E+00,4.007212E-01,0.000000E+00,1.157228E+04,0.000000E+00,5.970311E-01,0.000000E+00,7.769736E+03,0.000000E+00,4.008337E-01,0.000000E+00
