,(m) canTemp_1.5,(m) canTemp_2.5,(m) canTemp_3.5,(m) canTemp_4.5,(m) canTemp_5.5,(m) canTemp_6.5,(m) canTemp_7.5,(m) canTemp_8.5,(m) canTemp_9.5,(m) canTemp_10.5,(m) canTemp_11.5,(m) canTemp_12.5,(m) canTemp_13.5,(m) canTemp_14.5
2002-06-10 01:45:00,288.2919892923815,288.22866787240673,288.16249626861133,288.0943242257013,288.025091674546,287.9555245564519,287.8867930686664,287.8198611828236,287.7550357328777,287.6922932843475,287.63135706722295,287.57199394177553,287.51398008923155,287.45210589360397
2002-06-10 01:50:00,288.2784145481926,288.2142765549636,288.1474449193536,288.07875170452945,288.0091181758867,287.9392548525195,287.87031174214286,287.8032314502686,287.73830442518926,287.6754950319769,287.6145188175233,287.55513671130734,287.4971201204761,287.4352558018739
2002-06-10 01:55:00,288.24491483474355,288.1824509990325,288.1171422768501,288.04982742806067,287.98143584189995,287.91268719914376,287.8447407835243,287.7785520652584,287.71442674219406,287.65234347184423,287.5920300565841,287.53325691648564,287.47580304946484,287.4145068875575
2002-06-10 02:00:00,288.231397017203,288.16820948160927,288.1023152359869,288.0345357058281,287.9657826803679,287.89676091074205,287.82861302383947,287.7622777591374,287.69804752425756,287.63589082775394,287.5755285571943,287.5167258261851,287.4592574063886,287.39795760280526
2002-06-10 02:05:00,288.1961013699016,288.13439080949723,288.06982144803953,288.0032226180026,287.93551561376705,287.8674156373232,287.8000761975123,287.73444982963764,287.6708441190397,287.60924135968105,287.54937400154466,287.4910161335245,287.4339497006662,287.37304658475995
2002-06-10 02:10:00,288.17791588550733,288.11547059736444,288.0502836978487,287.9831689013833,287.9150324630463,287.84657588931555,287.7789416181972,287.713071940592,287.64926468277883,287.5874938309193,287.52748492783576,287.46900678768276,287.4118371960546,287.35083677853396
2002-06-10 02:15:00,288.1374280034455,288.07655600575185,288.01281244332546,287.947021671422,287.8801033758234,287.81277524148555,287.74618973001776,287.6812946365226,287.61839335600257,287.55746490462633,287.4982403710806,287.4404925191219,287.38400147789486,287.3236822739676
2002-06-10 02:20:00,288.1133019510316,288.0520240393584,287.9880093366315,287.922066507866,287.85509820103385,287.78780538711044,287.72132272797217,287.656580725853,287.5938687652154,287.53315505390594,287.4741625986528,287.41665724724817,287.3604124413053,287.3003561024741
2002-06-10 02:25:00,288.07289247584697,288.0130910192058,287.95046208393507,287.8858210365501,287.8200778026586,287.7539421380176,287.68855104664084,287.62483521578986,287.5630869955284,287.5032784117921,287.44513730621253,287.3884325670884,287.3329388206063,287.2736430043937
2002-06-10 02:30:00,288.0469563858593,287.98688596432754,287.92411500308407,287.85944688106196,287.7937773769153,287.72780287873513,287.6626413362937,287.5992027816066,287.5377636306053,287.4782840188177,287.4204839461609,287.36412545845496,287.30897639953247,287.2500442738301
2002-06-10 02:35:00,288.00735992973665,287.9486518031875,287.8871709490584,287.8237246635469,287.75921292620393,287.6943368124158,287.6302151358762,287.5677584796737,287.5072463720003,287.4486427986657,287.3916719898791,287.3360985307862,287.28169103911443,287.223515461628
2002-06-10 02:40:00,287.9802704004456,287.92140133325097,287.8598760790059,287.79649182527623,287.73213607210204,287.66749833881073,287.6036786712502,287.541566681079,287.48142616370046,287.423209652461,287.36663432289487,287.3114585674217,287.2574447958582,287.1996841898034
2002-06-10 02:45:00,287.94168275454444,287.8840668149644,287.8237374733392,287.7614937683644,287.69822508133745,287.6346228640412,287.57178657730867,287.51060599680164,287.45134774575786,287.3939680057537,287.33818777477785,287.2837677014638,287.2304708188816,287.1734450778493
2002-06-10 02:50:00,287.91404198431894,287.8563448711203,287.79604076696694,287.73391996649025,287.6708606179475,287.60754393327744,287.545051155209,287.48425146703437,287.4253964650298,287.36843165999557,287.31307187508264,287.25907230850004,287.2061904730393,287.14960209643573
2002-06-10 02:55:00,287.8762765863856,287.81973270656385,287.76053736679114,287.69948324865203,287.6374499646563,287.5751205305538,287.51357257518816,287.45367168395177,287.39567015935694,287.33951601903175,287.28492788276907,287.2316632497905,287.1794804026177,287.12361091619886
2002-06-10 03:00:00,287.8485214228871,287.79196345710284,287.7328502341561,287.671964448208,287.6101740747158,287.5481509663687,287.48695733731887,287.42744250472833,287.3698465379868,287.31410859026454,287.25994158882884,287.20709802016336,287.1553310997898,287.0999009217418
2002-06-10 03:05:00,287.8072643840668,287.751752203494,287.69363234415727,287.6336917359589,287.57280166899983,287.51163782931656,287.4512600866951,287.3925147291608,287.3356428796032,287.28058638753066,287.22706224044225,287.17482547507467,287.12363030532674,287.06878191617136
2002-06-10 03:10:00,287.7690057598221,287.71357664127646,287.65561406761174,287.5959027954869,287.5353085802271,287.47450281053625,287.4145286063193,287.35621153198304,287.2997790905597,287.24516448363914,287.192081531907,287.140282516006,287.0895187800877,287.03512815152766
2002-06-10 03:15:00,287.7254734174798,287.6708541968861,287.6136775014987,287.55472706592343,287.4948655538199,287.43475964654044,287.3754475683546,287.31775441571347,287.26191151984426,287.20785734732175,287.1553108471891,287.1040281645425,287.05376367663456,286.9998999873594
2002-06-10 03:20:00,287.6898651595428,287.6352022534192,287.5780539849308,287.51920011987136,287.4594968892589,287.3996064996948,287.3405523427766,287.283141229356,287.2275921427547,287.17383537532686,287.12158646071157,287.0705987043702,287.02062390663843,286.96706612741906
2002-06-10 03:25:00,287.6502471579546,287.5962502753381,287.53974133049434,287.48149976940493,287.42238052782824,287.3630443775492,287.3045117036142,287.2475886201679,287.19249676441024,287.1391701098121,287.08732802918036,287.03672650439205,286.9871190960346,286.9339409866477
2002-06-10 03:30:00,287.6166475882267,287.56259578096973,287.5060881196097,287.4479011634444,287.3888852869657,287.32969875523435,287.27135036171256,287.2146312597042,287.15975295135047,287.10664267939416,287.05501711887285,287.00462997619934,286.95523262403947,286.902275055051
2002-06-10 03:35:00,287.5775431982542,287.52412238840753,287.468217817462,287.41060796752754,287.3521439919691,287.2934855148813,287.235637964976,287.1793895012026,287.1249526078795,287.0722570688608,287.0210232949324,286.97100767692183,286.92196341286854,286.8693705247473
2002-06-10 03:40:00,287.5437465285926,287.49031225181096,287.43444435679413,287.37691662536264,287.31857456800884,287.26007336210176,287.2024093793047,287.1463603169769,287.09213135456156,287.03964732102065,286.9886261909121,286.9388223133503,286.88998693243946,286.8376152704329
2002-06-10 03:45:00,287.50472837486893,287.4518916500544,287.3965982301423,287.33962390927366,287.28181490143777,287.2238278692475,287.1666550241943,287.11106979557536,287.0572774027016,287.00520454963606,286.95457267247326,286.9051386183388,286.85665534548116,286.8046480461568
2002-06-10 03:50:00,287.4704780206045,287.4176543943307,287.3624220808695,287.30555398849543,287.24789167800395,287.1900885109625,287.13312610298425,287.0777652307602,287.024202995257,286.97236101826854,286.9219589619882,286.87275215758444,286.82449206497154,286.77272073429464
2002-06-10 03:55:00,287.43196998622784,287.37970270345215,287.32500767949875,287.26865813767984,287.21149520990195,287.15417238560946,287.09766808292613,287.0427404688151,286.98958727624796,286.9381320708032,286.8880973916905,286.8392406278914,286.79131462069597,286.73988970440644
2002-06-10 04:00:00,287.39811175333864,287.34588116063026,287.29126834670313,287.23504380640014,287.1780441381338,287.1209195762515,287.0646381311905,287.009945718677,286.9570323974738,286.90581704772467,286.85602072829613,286.8073995414952,286.75970503448826,286.70852538591873
2002-06-10 04:05:00,287.3603731091144,287.3086685949274,287.2545662252805,287.198836696992,287.14231601951917,287.08565448224533,287.0298164980109,286.9755447678984,286.9230294795985,286.8721910711837,286.82275326307496,286.77447406976694,286.72710633013656,286.6762658984012
2002-06-10 04:10:00,287.32918676440147,287.27745341541987,287.2233672196653,287.1676931734943,287.11126105552336,287.05471513011383,286.9990130166447,286.94489084171846,286.8925337488406,286.8418584432938,286.79258601155647,286.7444721745963,286.69726752915426,286.6465989194476
2002-06-10 04:15:00,287.28885866884366,287.23789152818176,287.1845531174749,287.1296108562827,287.0738975539523,287.0180631095392,286.96306192644107,286.90962219609156,286.857924091955,286.8078813939123,286.75921519328625,286.71168071988427,286.6650271178314,286.6149225273128
2002-06-10 04:20:00,287.2494065396486,287.19868278386565,287.14563398775323,287.09102155724264,287.03567049156317,286.98022162437604,286.9256195561258,286.8725846563779,286.82129252339837,286.77165448429946,286.7233902999191,286.67625372009667,286.62999182090505,286.58030232275513
2002-06-10 04:25:00,287.2095912222989,287.15926213986484,287.1066420939337,287.05248394885643,286.9976054555562,286.9426384798916,286.8885255476513,286.8359873266577,286.7851975182088,286.73606515434267,286.6883064349563,286.64167204027206,286.5959059426047,286.54674390581545
2002-06-10 04:30:00,287.1714269937315,287.12137707057417,287.06908629372845,287.01529984671157,286.96082620047235,286.9062856726413,286.85261213280677,286.8005211932022,286.7501833818569,286.7015058971541,286.6542030815681,286.60802375512105,286.56270974928225,286.5140325250944
2002-06-10 04:35:00,287.13157083807164,287.08199395624126,287.030207656248,286.97694925044925,286.92301956295876,286.8690308260459,286.81591095730806,286.764371606707,286.7145805189169,286.6664431468051,286.61967228745425,286.5740152272947,286.5292119716248,286.48107415525584
2002-06-10 04:40:00,287.09425767354134,287.04488287630375,286.993354989825,286.94040254983616,286.8868163383962,286.83319659844034,286.7804626450072,286.72932101786404,286.6799358683281,286.63221028464335,286.5858546734918,286.5406141161482,286.49622631355305,286.44853565004365
2002-06-10 04:45:00,287.05409896985583,287.0051963460711,286.9541678871933,286.9017369340828,286.84868834850784,286.79561623705325,286.7434326348383,286.69283788888254,286.6439926660497,286.59679835654276,286.5509648152019,286.5062364738824,286.46235011967894,286.4151909407087
2002-06-10 04:50:00,287.01557019653256,286.96696317159075,286.91627727779894,286.864228386973,286.81159250041327,286.7589538213835,286.70721515039276,286.6570701913327,286.60867576751104,286.56193125007013,286.51654527600635,286.47226109718173,286.4288141871363,286.3821254981697
2002-06-10 04:55:00,286.9753089480262,286.9271586098245,286.8769583254712,286.82542032440455,286.7733152364668,286.72122215775454,286.6700341287679,286.62043535873994,286.5725778055149,286.52635873546035,286.4814869650125,286.4377057191501,286.3947501646806,286.3485819425732
2002-06-10 05:00:00,286.93987756113523,286.8920274857061,286.8421847923083,286.79105582979423,286.7394025996288,286.68779530792983,286.6371134242626,286.5880286243266,286.54068589847816,286.49497896565356,286.4506157931421,286.4073388035998,286.3648823327355,286.319249790709
2002-06-10 05:05:00,286.9063206399906,286.8589565889895,286.809637640704,286.75906388895197,286.7079894368069,286.6569768051609,286.60689459190286,286.55840509455635,286.51164875845296,286.4665175703392,286.42271980686036,286.3799980483615,286.33808665705243,286.2930353065532
2002-06-10 05:10:00,286.8830815448869,286.83563279113747,286.786311434283,286.7358026665376,286.68484614319584,286.63398699310824,286.5840880588961,286.53581152618744,286.4892952202345,286.44442795898266,286.4009127009541,286.3584877006104,286.31688356219496,286.272173435992
2002-06-10 05:15:00,286.86408468592253,286.81661975429734,286.7673154547872,286.7168446256841,286.6659362902186,286.6151209874121,286.5652644240733,286.51703967257595,286.4705898690984,286.425806099015,286.38238852998404,286.3400729941957,286.2985879211429,286.25401528934606
2002-06-10 05:20:00,286.8488320550647,286.8011092459218,286.75159265080737,286.70094499063117,286.6498876920455,286.59894138187667,286.54897501577864,286.50066838210114,286.4541649947495,286.40935364458545,286.3659287804199,286.3236215844552,286.2821564249038,286.23761345232424
2002-06-10 05:25:00,286.8339746097967,286.7861043502497,286.7364604508458,286.68569702322145,286.63452917117496,286.5834673181729,286.53338703878865,286.4849808681952,286.4383979088956,286.3935288206043,286.35006476816164,286.3077341913736,286.26625900787434,286.2217170350508
2002-06-10 05:30:00,286.81830715226437,286.77015558128465,286.72025442633776,286.66924866169643,286.61784794707415,286.5665541918557,286.5162517746867,286.4676463393116,286.42089106974635,286.3758764658847,286.3322884247567,286.28985116164654,286.2482829178199,286.203650503258
2002-06-10 05:35:00,287.42592948762774,287.35632224869477,287.28529604649196,287.2132443135507,287.14071121718155,287.06791531573936,286.9960342264453,286.9262277682479,286.85878367397686,286.7935619198474,286.73001066824736,286.66764156264,286.60595717770985,286.5390060068856
2002-06-10 05:40:00,287.1825986457453,287.1315494251685,287.0767122242672,287.019308188421,286.96090558440727,286.90308702922107,286.8474137419507,286.79461208061997,286.74456641496346,286.69683212789334,286.6508495821559,286.60611400797046,286.56202769703077,286.51381272245675
2002-06-10 05:45:00,287.489649783132,287.4096052520602,287.32758624066514,287.2448319007668,287.162549190769,287.0812507552198,287.0023777157171,286.9272204997833,286.85607502721575,286.78881762132295,286.7249248322052,286.6639629354575,286.6054787627942,286.54403358981386
2002-06-10 05:50:00,287.1058091816685,287.0565946686702,287.00274376315565,286.9454185150701,286.8863021138232,286.8271733394082,286.7698705687563,286.71530084676886,286.6634189980981,286.6138361413872,286.5660500713087,286.5196581741463,286.47421736667997,286.42518397539715
2002-06-10 05:55:00,287.502755906206,287.41262517683197,287.32122826947915,287.23006349337084,287.1404679391064,287.0529167961573,286.9688926777854,286.8897081628797,286.8155862895937,286.74628912552873,286.68114491364054,286.61956991511244,286.56094061203925,286.4996367692745
2002-06-10 06:00:00,287.15496430758424,287.10320285737015,287.0464048186301,286.9857122792528,286.9229304289134,286.86002460834465,286.79908232995575,286.74117983749915,286.68633284297795,286.6341742802663,286.584195527064,286.5359840951379,286.48907075790197,286.4387637844607
2002-06-10 06:05:00,287.5418532226564,287.44716408665994,287.3512695508472,287.25582998145916,287.1623399620996,287.071376947179,286.98449721076446,286.90299999866056,286.82702912814244,286.75625642161884,286.68992919130824,286.62740042725625,286.56798918384936,286.50596029080657
2002-06-10 06:10:00,287.16261718069853,287.10818760094486,287.0483059637207,286.9842228805828,286.91790516132994,286.8514541610099,286.7871085571081,286.72604137146993,286.66829364080274,286.6134999796872,286.56113520910435,286.51077453872085,286.46193552056405,286.4097752792988
2002-06-10 06:15:00,287.49310003703164,287.397459516307,287.3004148445932,287.2037846995776,287.1092053080033,287.0173768322653,286.92988495122944,286.8479762373722,286.77173250981747,286.700774236849,286.63432461785345,286.5717208524441,286.51226761917985,286.45021234762766
2002-06-10 06:20:00,287.14649433529445,287.0884294606899,287.0248582414039,286.95719851436996,286.8875441950277,286.8180145735629,286.7508642640507,286.6872799691673,286.6272907173035,286.5705140085453,286.51639436930236,286.4644810353575,286.4142666508984,286.3607846941199
2002-06-10 06:25:00,287.4420035576792,287.3458022604755,287.24802308280397,287.15060063331254,287.0552799566367,286.9628712474253,286.8749854506468,286.7928198880031,286.71640105482857,286.64530397004376,286.57873152287715,286.51600728405094,286.4564223016402,286.394189339586
2002-06-10 06:30:00,287.12472573734357,287.0632247669503,286.99620871285003,286.92525403741814,286.85255998733123,286.7802466238451,286.7105685301249,286.6447156320495,286.58270150875853,286.52412512686294,286.46840212888856,286.4150574271741,286.3635610306836,286.3088297288546
2002-06-10 06:35:00,287.37943019234496,287.2835089434645,287.18577367396216,287.0882499625403,286.99278211208645,286.9002932134472,286.81242230409725,286.73032463992126,286.65398353573875,286.58294163776117,286.5163938254174,286.4536610342806,286.39403200749774,286.3317050684729
2002-06-10 06:40:00,287.0929463282102,287.02826187574516,286.958125698725,286.8842575464803,286.8089329215236,286.7342460878011,286.66242984977316,286.5946667836535,286.53095377360967,286.470872570167,286.41381283839166,286.35927747620855,286.3067162478305,286.2509481169698
2002-06-10 06:45:00,287.31331229096605,287.21781996005507,287.12028585434484,287.02280530698357,286.927307484251,286.8348166499127,286.7470037908745,286.66499551776747,286.5887429036899,286.51776402559216,286.451248423348,286.38851585376534,286.3288537383008,286.26644807892046
2002-06-10 06:50:00,287.05519046241494,286.98764905122016,286.9147423567588,286.83831022903485,286.7606835982005,286.6839242085436,286.61024118009783,286.540809975628,286.475613331861,286.4142182730352,286.3559918580191,286.3004177116243,286.2469277900437,286.19025521033285
2002-06-10 06:55:00,287.2441332943743,287.14920865413956,287.05202006461406,286.9547156333303,286.8592985035927,286.76688553654714,286.67918158211194,286.5972939513745,286.5211498805826,286.45024921860306,286.38377895189524,286.32105951559765,286.2613787846364,286.1989145407756
2002-06-10 07:00:00,287.0127683336663,286.9427200660974,286.867413370506,286.7887846240139,286.7092013861473,286.63068763866636,286.55542681696124,286.4845869281928,286.4181387164219,286.3556368846569,286.2964291878361,286.23998272871046,286.18571432411807,286.12828534334494
2002-06-10 07:05:00,287.18487558412824,287.0906203034687,286.99396122258275,286.8970777090571,286.8020240537582,286.709988166491,286.6226935766787,286.5412231744168,286.4654806347685,286.3949491803698,286.328814010582,286.26639643323404,286.2069855738639,286.1447784389055
2002-06-10 07:10:00,287.0043513688207,286.9315534128432,286.8537411961727,286.77290364068097,286.69140841839237,286.6112094910707,286.5344656917895,286.46234892870643,286.3948187085004,286.3314139983177,286.2714541966493,286.2143832998499,286.1595986443678,286.10171110077977
2002-06-10 07:15:00,287.1825379386275,287.0874048727526,286.98981934633963,286.8919493929672,286.79587227322156,286.70279833011415,286.61452145853116,286.53217811260595,286.45567743358896,286.3844911788294,286.3177802694521,286.254848699778,286.1949709100453,286.1322909217458
2002-06-10 07:20:00,287.03759965216847,286.96140771266,286.8803063704345,286.7963348012817,286.7118838740009,286.62886753469564,286.54948526530717,286.47496836066705,286.4052856709297,286.33996456850997,286.27828788751503,286.2196695874937,286.16347922726067,286.1041901666768
2002-06-10 07:25:00,287.20970549037486,287.11303493972207,287.01375227999057,286.91403653682255,286.81602304554895,286.72097919754987,286.6308042747069,286.5467100878418,286.46861772841083,286.3959873926647,286.3279520024996,286.26379455536625,286.2027692985713,286.1389019676246
2002-06-10 07:30:00,287.09005465460166,287.01017141488694,286.925397577082,286.8378248289625,286.7498882747155,286.66349076524006,286.5809075494653,286.50345141779445,286.431106823096,286.36338973615597,286.29954355754126,286.23895028015363,286.1809490541587,286.1198383395705
2002-06-10 07:35:00,287.2541829513804,287.1554396402303,287.0538886384104,286.9517321336079,286.8511794830786,286.7535663998414,286.66091672307056,286.574532663607,286.4943514194693,286.41982132479137,286.3500433913955,286.28427635729844,286.22175062242803,286.1563417237235
2002-06-10 07:40:00,287.1553674096532,287.07150129370046,286.98272100204906,286.8911756567537,286.7993591180093,286.70918076755066,286.6230114589119,286.54225677713185,286.4669186401453,286.3965000503402,286.3302018708364,286.26737166324745,286.20731525652934,286.144132557845
2002-06-10 07:45:00,287.3106605484631,287.20938375230736,287.10508668925036,287.00000888888894,286.8964478590332,286.79581889041987,286.70027853061265,286.61122209217734,286.5286015813983,286.4518509945875,286.3800367245068,286.31239081042384,286.24811694831595,286.18091754302503
2002-06-10 07:50:00,287.2292502957001,287.14116517461736,287.0481157176859,286.95231368327364,286.85632337452995,286.76207522107126,286.6720475825038,286.587743173381,286.50918058177416,286.4358475585563,286.36690021435425,286.30164997147114,286.2393674162779,286.1739376184987
2002-06-10 07:55:00,287.3763718517833,287.27218316209513,287.16475255131047,287.05636082832103,286.9493999536651,286.8453683281789,286.74656691668446,286.6544947432533,286.56912152783696,286.48986647410675,286.4157579081242,286.34599823446473,286.27976143188454,286.2105566611278
2002-06-10 08:00:00,287.30890375805404,287.2163972976161,287.1188516152961,287.0185424867278,286.9181128685618,286.819524751199,286.72537747028804,286.6372794521059,286.5552677843317,286.4788141207232,286.4070275234426,286.3391814297916,286.27450918432163,286.2066653034186
2002-06-10 08:05:00,287.4467680587979,287.3393306286886,287.22841822890166,287.1163589944191,287.00564612637123,286.8978660154279,286.7954720866785,286.7000733083517,286.6116585304826,286.5296314951771,286.45298017428826,286.3808753502253,286.3124591603499,286.2410276715203
2002-06-10 08:10:00,287.4535602202063,287.35414878665375,287.2497638822771,287.1426999293043,287.0356529098682,286.9305702943985,286.83023216091124,286.73642859243336,286.64922963567926,286.568079759529,286.49200154728993,286.4201987684888,286.35183764937653,286.2802020715092
2002-06-10 08:15:00,287.6111440201741,287.499287347492,287.38355324837323,287.26630206679715,287.1502206677928,287.03710667491583,286.92971571663475,286.8298321806136,286.7374417501945,286.651887768068,286.57206514650244,286.4970715766867,286.42597147882543,286.3517386477796
2002-06-10 08:20:00,287.61562502240804,287.5110045637581,287.40105895283614,287.2881622977812,287.17522972309007,287.0644061994876,286.9587652486876,286.8602800842717,286.7690341983258,286.6844326576285,286.6054222749643,286.5311474603442,286.4607106880518,286.38717418609025
2002-06-10 08:25:00,287.7364216682396,287.621036586031,287.5013309308866,287.37978275049124,287.25931886632264,287.14194688325307,287.0306851994383,286.92745784861893,286.83224328605337,286.744340902533,286.6625820164562,286.58602163454003,286.5136852558477,286.43843785048585
2002-06-10 08:30:00,287.73087017405993,287.62168583992144,287.50708701989146,287.38957322301917,287.2722344776969,287.1573159372753,287.04805716027846,286.9465226787512,286.8527713528467,286.76615566819123,286.6855486786955,286.6100391146363,286.5386772484558,286.4644257191463
2002-06-10 08:35:00,287.8410805177833,287.72204713456426,287.59857207098537,287.47324234974974,287.34914654600243,287.22839515045507,287.11416197480173,287.0084545427469,286.9112314098811,286.8217468614835,286.7387685357448,286.6613022774861,286.58832622434727,286.51262754660127
2002-06-10 08:40:00,287.8395746307333,287.7260043873467,287.60707213283354,287.4853766741914,287.3641359002071,287.24565465340936,287.13328689368416,287.02915620187525,286.9332897548042,286.8449875893704,286.76305373206276,286.68652334400105,286.6143968362773,286.5395456828955
2002-06-10 08:45:00,287.9434485394391,287.8208519712223,287.6937801026132,287.56491359657826,287.4374732005986,287.31364908636004,287.19673136808075,287.08878252761997,286.9897329421299,286.89879006696685,286.8146616949091,286.7363073332715,286.66266184617086,286.58643225042556
2002-06-10 08:50:00,287.94419818387337,287.8264964123318,287.7035235344009,287.5779644962967,287.4531449700885,287.33141743070513,287.21622446206385,287.1097293689502,287.0119239789543,286.922057351383,286.8388703189197,286.761349054818,286.68844914269675,286.61295166755656
2002-06-10 08:55:00,288.04300797121607,287.9168974260031,287.7863400953924,287.65409893469433,287.52350283283255,287.3967974332634,287.27736471939863,287.16730980265567,287.0665334063445,286.9741975332035,286.88895268964296,286.8097139984789,286.73537562224533,286.65856212395585
2002-06-10 09:00:00,288.044449826403,287.9226919940387,287.7957835431956,287.66648970120343,287.53822896895485,287.4133880655618,287.29548065377554,287.1866998901817,287.08700172652897,286.99558609562115,286.91113392334137,286.8325847567248,286.75885181093753,286.6826202200267
