Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),PLENUM-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE1-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE2-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE3-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE4-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE5-1:Zone Mean Air Dewpoint Temperature [C](Hourly),PLENUM-1:Zone Air System Sensible Heating Rate [W](Hourly),PLENUM-1:Zone Air System Sensible Cooling Rate [W](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly),SimHVAC:HVAC System Total Heat Rejection Energy [J](Each Call),HOT WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),SPACE1-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),OA HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),MAIN HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),CENTRAL BOILER:Boiler Heating Rate [W](Hourly),CENTRAL BOILER:Boiler NaturalGas Rate [W](Hourly),CENTRAL CHILLER:Chiller Electricity Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Cooling Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Inlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Outlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](Hourly),CENTRAL CHILLER:Chiller Condenser Heat Transfer Rate [W](Hourly),HW CIRC PUMP:Pump Outlet Temperature [C](Hourly),HW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),CW CIRC PUMP:Pump Outlet Temperature [C](Hourly),CW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),MIXED AIR NODE 1:System Node Temperature [C](Hourly),MIXED AIR NODE 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),MIXED AIR NODE 1:System Node Dewpoint Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),VAV SYS 1 OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),VAV SYS 1 OUTLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Temperature [C](Hourly),OA MIXING BOX 1 INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA MIXING BOX 1 INLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Setpoint Temperature [C](Hourly) 
 07/01  23:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/01  23:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/01  23:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/01  24:00:00,16.70416667,12.64163732,12.38925221,11.90023592,12.46084655,11.83339318,13.3856097,0,0,23.4269843,15.84,0,21.09092001,6.84,0,21.13291346,15.84,0,21.05424339,6.84,0,21.3793393,29.64,0,21.60930355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.513551404,8.513551404,0,0,46.44393786,0,8.513551404,0,23.49654898,0.011187906,12.64163732,23.49654898,0,0.011187906,13,81.99998038,0,0,0,7.22,0,16.70416667,0,0.010039585,11.5,16.70416667,0,0.010039585,4.5
 07/02  00:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  00:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:00:00,15.0625,12.64163732,12.38925221,11.90023592,12.46084655,11.83339318,13.3856097,0,0,22.65533004,15.84,0,20.74521788,6.84,0,20.79979585,15.84,0,20.72027438,6.84,0,20.93368541,29.64,0,21.3705519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.513551404,8.513551404,0,0,46.44393786,0,8.513551404,0,22.71580237,0.011187906,12.64163732,22.71580237,0,0.011187906,13,81.99998038,0,0,0,7.22,0,15.0625,0,0.009767582,11.5,15.0625,0,0.009767582,4.5
 07/02  01:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  01:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:00:00,14.04583333,12.64163732,12.38925221,11.90023592,12.46084655,11.83339318,13.3856097,0,0,21.96732481,15.84,0,20.48283903,6.84,0,20.53994817,15.84,0,20.4640319,6.84,0,20.61115046,29.64,0,21.16808969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.513551404,8.513551404,0,0,46.44393786,0,8.513551404,0,22.02240003,0.011187906,12.64163732,22.02240003,0,0.011187906,13,81.99998038,0,0,0,7.22,0,14.04583333,0,0.009404633,11.5,14.04583333,0,0.009404633,4.5
 07/02  02:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:00:00,13.72916667,12.64163732,12.38925221,11.90023592,12.46084655,11.83339318,13.3856097,0,0,21.33928431,15.84,0,20.29976255,6.84,0,20.3521779,15.84,0,20.28045481,6.84,0,20.3915358,29.64,0,20.99674504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.513551404,8.513551404,0,0,46.44393786,0,8.513551404,0,21.38893425,0.011187906,12.64163732,21.38893425,0,0.011187906,13,81.99998038,0,0,0,7.22,0,13.72916667,0,0.009033676,11.5,13.72916667,0,0.009033676,4.5
 07/02  03:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  03:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:00:00,13.44583333,12.64163732,12.38925221,11.90023592,12.46084655,11.83339318,13.3856097,0,0,20.80222648,15.84,0,20.14658563,6.84,0,20.19547433,15.84,0,20.12547518,6.84,0,20.21729902,29.64,0,20.84843282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.513551404,8.513551404,0,0,46.44393786,0,8.513551404,0,20.84257762,0.011187906,12.64163732,20.84257762,0,0.011187906,13,81.99998038,0,0,0,7.22,0,13.44583333,0,0.008681976,11.5,13.44583333,0,0.008681976,4.5
 07/02  04:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  04:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:00:00,13.61666667,12.64163732,12.38925221,11.90023592,12.46084655,11.83339318,13.3856097,0,0,20.36984834,15.84,0,20.05432538,6.84,0,20.15543023,15.84,0,20.14595281,6.84,0,20.1090703,29.64,0,20.7154499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.513551404,8.513551404,0,0,46.44393786,0,8.513551404,0,20.39928761,0.011187906,12.64163732,20.39928761,0,0.011187906,13,81.99998038,0,0,0,7.22,0,13.61666667,0,0.008473767,11.5,13.61666667,0,0.008473767,4.5
 07/02  05:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  05:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:00:00,14.55833333,12.65160447,12.39919944,11.91014496,12.47079922,11.84329697,13.39563557,0,0,20.21985311,15.84,0,20.17811744,6.84,0,21.39463105,15.84,0,21.96442409,6.84,0,20.27457011,29.64,0,20.69212729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.513551404,8.513551404,0,0,46.44393786,0,8.513551404,0,20.21788285,0.011187906,12.65160447,20.21788285,0,0.011187906,13,81.99998038,0,0,0,7.22,0,14.55833333,0,0.008695887,11.5,14.55833333,0,0.008695887,4.5
 07/02  06:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,630400.1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,534960.7426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,465185.0712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,344410.8022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,300310.8369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:06:40,,,,,,,,,,,,,,,,,,,,,,,,,,656765.1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:08:19,,,,,,,,,,,,,,,,,,,,,,,,,,445142.1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,428203.5746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:12:30,,,,,,,,,,,,,,,,,,,,,,,,,,760223.2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,556372.5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,1221804.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,1246287.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,1276757.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,1293353.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,1308952.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,1345900.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,1372972.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  06:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,1396330.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:00:00,16.825,12.11227327,11.7196914,11.10922655,11.78749947,11.02986348,12.79290329,633.1934303,0,20.87355803,1015.127414,0,22.14813318,0,524.3773422,22.35029428,0,785.3220564,23.15186331,416.726907,0,22.15892799,1281.751112,0,22.10594082,1419178.838,0,5173.742012,2535.590288,0,1749.020613,113.0049984,0,1114.229534,2007.42734,0,0,1386.236156,1386.236156,1029.556008,1029.556008,5173.742012,6467.177515,894.1723631,2535.590288,8.413260903,7.22,0.505970442,3429.762651,58.70751905,0.058327804,8.413260903,0.505970442,14.47921633,0.009561252,10.32530576,13.00021037,0.374358764,0.009561252,13,81.99999897,0,0,0.053301598,7.22,0.137512714,11.50092473,0.254895401,0.008954889,11.5,16.825,0.254895401,0.008954889,4.5
 07/02  07:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,1437969.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,1455522.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,1490894.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,1523121.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,1552051.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,1582613.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,1610526.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,1639946.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,1682688.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,1722222.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,1760932.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:00:00,19.5,10.82432014,10.50488891,10.01153767,10.49215077,9.97356498,11.51866848,515.4720977,0,21.745111,215.9069591,0,22.20047469,0,785.0736708,23.59397589,0,1044.299827,23.88827422,54.41594286,5.504653584,22.20046327,566.9058,0,22.20091929,1798691.124,0,2808.341027,3557.628098,0,956.9915511,0,0,750.4892294,1305.550798,0,0,2081.768667,2081.768667,1356.1696,1356.1696,2808.341027,3510.426284,1089.503497,3557.628098,8.555689445,7.22,0.633727368,4647.131595,49.66545739,0.020893105,8.555689445,0.633727368,15.15896511,0.009155109,9.686337544,12.99018554,0.398085722,0.009155109,13,81.99999999,0,0,0.073432456,7.22,0.210921836,11.50094153,0.254895401,0.008711175,11.5,19.5,0.254895401,0.008711175,4.5
