"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","KA1","KA2","OC1","OD1","REM","EQD"
"71833099999","2018-01-01T18:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","250,1,9,0046,1","99999,9,9,9","999999,9,9,9","-0110,1","-0152,1","99999,9",,,,,,"3,01,0087,1,250","AWY068TGT SA 1800 AUTO8 M M M M/-11/-15/2509/M/M PK WND 2517 1728Z M 02MM=",
"71833099999","2018-01-01T19:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","270,1,9,0051,1","99999,9,9,9","999999,9,9,9","-0106,1","-0151,1","99999,9",,,,,"0103,1","3,01,0103,1,280","AWY071TGT SA 1900 AUTO8 M M M M/-11/-15/2710+20/M/M PK WND 2820 1859Z M 61MM=",
"71833099999","2018-01-01T20:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","310,1,9,0072,1","99999,9,9,9","999999,9,9,9","-0119,1","-0139,1","99999,9",,,,,"0113,1","3,01,0113,1,310","AWY071TGT SA 2000 AUTO8 M M M M/-12/-14/3114+22/M/M PK WND 3122 1955Z M 99MM=",
"71833099999","2018-01-01T21:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","300,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0119,1","-0158,1","99999,9","03,9999,9,9",,,,,,"SYN04071833 46/// /3009 11119 21158 333 6///7=",
"71833099999","2018-01-01T21:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","300,1,9,0046,1","99999,9,9,9","999999,9,9,9","-0119,1","-0158,1","99999,9",,,,,,"3,01,0098,1,310","AWY068TGT SA 2100 AUTO8 M M M M/-12/-16/3009/M/M PK WND 3119 2016Z M 98MM=",
"71833099999","2018-01-01T22:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","300,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0124,1","-0158,1","99999,9",,,,,,"3,01,0087,1,300","AWY068TGT SA 2200 AUTO8 M M M M/-12/-16/3007/M/M PK WND 3017 2124Z M 48MM=",
"71833099999","2018-01-01T23:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","300,1,9,0051,1","99999,9,9,9","999999,9,9,9","-0124,1","-0156,1","99999,9",,,,,,"3,01,0093,1,310","AWY068TGT SA 2300 AUTO8 M M M M/-12/-16/3010/M/M PK WND 3118 2238Z M 46MM=",
"71833099999","2018-01-02T00:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","300,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0123,1","-0153,1","99999,9","06,9999,1,9","24,9999,1,9","120,M,-0099,1","120,N,-0264,1",,,"SYN05871833 46/// /3008 11123 21153 6///1 333 11099 21264 7////=",
"71833099999","2018-01-02T00:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","300,1,9,0041,1","99999,9,9,9","999999,9,9,9","-0123,1","-0153,1","99999,9",,,,,,,"AWY050TGT SA 0000 AUTO8 M M M M/-12/-15/3008/M/M M 33MM=",
"71833099999","2018-01-02T01:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","330,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0136,1","-0172,1","99999,9",,,,,,,"AWY050TGT SA 0100 AUTO8 M M M M/-14/-17/3307/M/M M 62MM=",
"71833099999","2018-01-02T02:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","330,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0137,1","-0170,1","99999,9",,,,,,,"AWY050TGT SA 0200 AUTO8 M M M M/-14/-17/3307/M/M M 70MM=",
"71833099999","2018-01-02T03:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","300,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0136,1","-0160,1","99999,9","03,9999,9,9",,,,,,"SYN04071833 46/// /3004 11136 21160 333 6///7=",
"71833099999","2018-01-02T03:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","310,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0136,1","-0160,1","99999,9",,,,,,,"AWY050TGT SA 0300 AUTO8 M M M M/-14/-16/3104/M/M M 60MM=",
"71833099999","2018-01-02T04:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0135,1","-0157,1","99999,9",,,,,,,"AWY050TGT SA 0400 AUTO8 M M M M/-14/-16/2402/M/M M 57MM=",
"71833099999","2018-01-02T05:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","210,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0133,1","-0153,1","99999,9",,,,,,,"AWY050TGT SA 0500 AUTO8 M M M M/-13/-15/2102/M/M M 33MM=",
"71833099999","2018-01-02T06:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0135,1","-0153,1","99999,9","06,9999,1,9","24,9999,1,9","240,M,-0099,1","240,N,-0264,1",,,"SYN07471833 46/// /2002 11135 21153 6///1 333 11099 21264 7//// 555 33122 4020/=",
"71833099999","2018-01-02T06:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","200,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0125,1","-0153,1","99999,9",,,,,,,"AWY050TGT SA 0600 AUTO8 M M M M/-13/-15/2002/M/M M 53MM=",
"71833099999","2018-01-02T07:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0123,1","-0138,1","99999,9",,,,,,,"AWY050TGT SA 0700 AUTO8 M M M M/-12/-14/2404/M/M M 38MM=",
"71833099999","2018-01-02T08:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","260,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0098,1","-0118,1","99999,9",,,,,"0113,1","3,01,0113,1,250","AWY071TGT SA 0800 AUTO8 M M M M/-10/-12/2613+22/M/M PK WND 2522 0756Z M 88MM=",
"71833099999","2018-01-02T09:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","260,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0101,1","-0120,1","99999,9","03,9999,9,9",,,,,,"SYN04071833 46/// /2611 11101 21120 333 6///7=",
"71833099999","2018-01-02T09:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","260,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0101,1","-0120,1","99999,9",,,,,"0098,1","3,01,0128,1,260","AWY071TGT SA 0900 AUTO8 M M M M/-10/-12/2611+19/M/M PK WND 2625 0821Z M 10MM=",
"71833099999","2018-01-02T10:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","250,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0114,1","-0135,1","99999,9",,,,,"0103,1","3,01,0103,1,250","AWY071TGT SA 1000 AUTO8 M M M M/-11/-14/2511+20/M/M PK WND 2520 0955Z M 45MM=",
"71833099999","2018-01-02T11:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","250,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0120,1","-0140,1","99999,9",,,,,"0103,1","3,01,0118,1,230","AWY071TGT SA 1100 AUTO8 M M M M/-12/-14/2511+20/M/M PK WND 2323 1046Z M 00MM=",
"71833099999","2018-01-02T12:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","250,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0127,1","-0147,1","99999,9","06,9999,1,9","24,9999,1,9","240,M,-0099,1","240,N,-0137,1",,,"SYN05871833 46/// /2509 11127 21147 6///1 333 11099 21137 7////=",
"71833099999","2018-01-02T12:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","250,1,9,0046,1","99999,9,9,9","999999,9,9,9","-0127,1","-0147,1","99999,9",,,,,,"3,01,0093,1,250","AWY068TGT SA 1200 AUTO8 M M M M/-13/-15/2509/M/M PK WND 2518 1131Z M 77MM=",
"71833099999","2018-01-02T13:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0051,1","99999,9,9,9","999999,9,9,9","-0132,1","-0149,1","99999,9",,,,,"0093,1","3,01,0093,1,230","AWY071TGT SA 1300 AUTO8 M M M M/-13/-15/2410+18/M/M PK WND 2318 1252Z M 29MM=",
"71833099999","2018-01-02T14:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","250,1,9,0051,1","99999,9,9,9","999999,9,9,9","-0130,1","-0150,1","99999,9",,,,,"0087,1","3,01,0098,1,240","AWY071TGT SA 1400 AUTO8 M M M M/-13/-15/2510+17/M/M PK WND 2419 1347Z M 00MM=",
"71833099999","2018-01-02T15:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","250,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0125,1","-0148,1","99999,9","03,9999,9,9",,,,,,"SYN04071833 46/// /2513 11125 21148 333 6///7=",
"71833099999","2018-01-02T15:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","250,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0115,1","-0148,1","99999,9",,,,,"0103,1","3,01,0103,1,250","AWY071TGT SA 1500 AUTO8 M M M M/-12/-15/2513+20/M/M PK WND 2520 1449Z M 58MM=",
"71833099999","2018-01-02T16:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0122,1","-0148,1","99999,9",,,,,"0103,1","3,01,0118,1,260","AWY071TGT SA 1600 AUTO8 M M M M/-12/-15/2412+20/M/M PK WND 2623 1501Z M 28MM=",
"71833099999","2018-01-02T17:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0110,1","-0138,1","99999,9",,,,,"0103,1","3,01,0108,1,200","AWY071TGT SA 1700 AUTO8 M M M M/-11/-14/2412+20/M/M PK WND 2021 1649Z M 08MM=",
"71833099999","2018-01-02T18:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","250,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0101,1","-0132,1","99999,9","06,9999,1,9","24,9999,1,9","120,M,-0097,1","120,N,-0137,1",,,"SYN05871833 46/// /2512 11101 21132 6///1 333 11097 21137 7////=",
"71833099999","2018-01-02T18:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","250,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0101,1","-0132,1","99999,9",,,,,"0128,1","3,01,0128,1,270","AWY071TGT SA 1800 AUTO8 M M M M/-10/-13/2512+25/M/M PK WND 2725 1755Z M 12MM=",
"71833099999","2018-01-02T19:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","250,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0100,1","-0131,1","99999,9",,,,,"0103,1","3,01,0134,1,260","AWY071TGT SA 1900 AUTO8 M M M M/-10/-13/2513+20/M/M PK WND 2626 1804Z M 01MM=",
"71833099999","2018-01-02T20:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","250,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0098,1","-0128,1","99999,9",,,,,"0098,1","3,01,0118,1,270","AWY071TGT SA 2000 AUTO8 M M M M/-10/-13/2512+19/M/M PK WND 2723 1913Z M 88MM=",
"71833099999","2018-01-02T21:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","240,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0105,1","-0134,1","99999,9","03,9999,9,9",,,,,,"SYN04071833 46/// /2410 11105 21134 333 6///7=",
"71833099999","2018-01-02T21:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0051,1","99999,9,9,9","999999,9,9,9","-0105,1","-0134,1","99999,9",,,,,"0082,1","3,01,0098,1,270","AWY071TGT SA 2100 AUTO8 M M M M/-11/-13/2410+16/M/M PK WND 2719 2025Z M 54MM=",
"71833099999","2018-01-02T22:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0128,1","-0152,1","99999,9",,,,,"0098,1","3,01,0098,1,230","AWY071TGT SA 2200 AUTO8 M M M M/-13/-15/2411+19/M/M PK WND 2319 2152Z M 82MM=",
"71833099999","2018-01-02T23:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0046,1","99999,9,9,9","999999,9,9,9","-0133,1","-0155,1","99999,9",,,,,"0082,1","3,01,0098,1,240","AWY071TGT SA 2300 AUTO8 M M M M/-13/-16/2409+16/M/M PK WND 2419 2223Z M 35MM=",
"71833099999","2018-01-03T00:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0138,1","-0160,1","99999,9","06,9999,1,9","24,9999,1,9","120,M,-0097,1","120,N,-0138,1",,,"SYN05871833 46/// /2308 11138 21160 6///1 333 11097 21138 7////=",
"71833099999","2018-01-03T00:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","230,1,9,0041,1","99999,9,9,9","999999,9,9,9","-0138,1","-0160,1","99999,9",,,,,,,"AWY050TGT SA 0000 AUTO8 M M M M/-14/-16/2308/M/M M 80MM=",
"71833099999","2018-01-03T01:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","230,1,9,0041,1","99999,9,9,9","999999,9,9,9","-0135,1","-0168,1","99999,9",,,,,,"3,01,0087,1,240","AWY068TGT SA 0100 AUTO8 M M M M/-14/-17/2308/M/M PK WND 2417 0004Z M 58MM=",
"71833099999","2018-01-03T02:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","230,1,9,0046,1","99999,9,9,9","999999,9,9,9","-0149,1","-0173,1","99999,9",,,,,"0077,1",,"AWY053TGT SA 0200 AUTO8 M M M M/-15/-17/2309+15/M/M M 93MM=",
"71833099999","2018-01-03T03:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","230,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0148,1","-0177,1","99999,9","03,9999,9,9",,,,,,"SYN04071833 46/// /2307 11148 21177 333 6///7=",
"71833099999","2018-01-03T03:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","230,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0148,1","-0177,1","99999,9",,,,,,,"AWY050TGT SA 0300 AUTO8 M M M M/-15/-18/2307/M/M M 87MM=",
"71833099999","2018-01-03T04:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","230,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0154,1","-0190,1","99999,9",,,,,,,"AWY050TGT SA 0400 AUTO8 M M M M/-15/-19/2307/M/M M 40MM=",
"71833099999","2018-01-03T05:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","230,1,9,0041,1","99999,9,9,9","999999,9,9,9","-0156,1","-0201,1","99999,9",,,,,,,"AWY050TGT SA 0500 AUTO8 M M M M/-16/-20/2308/M/M M 61MM=",
"71833099999","2018-01-03T06:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","240,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0160,1","-0205,1","99999,9","06,9999,1,9","24,9999,1,9","240,M,-0097,1","240,N,-0160,1",,,"SYN07471833 46/// /2406 11160 21205 6///1 333 11097 21160 7//// 555 32626 4019/=",
"71833099999","2018-01-03T06:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0031,1","99999,9,9,9","999999,9,9,9","-0160,1","-0195,1","99999,9",,,,,,,"AWY050TGT SA 0600 AUTO8 M M M M/-16/-20/2406/M/M M 05MM=",
"71833099999","2018-01-03T07:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0031,1","99999,9,9,9","999999,9,9,9","-0161,1","-0209,1","99999,9",,,,,,,"AWY050TGT SA 0700 AUTO8 M M M M/-16/-21/2406/M/M M 19MM=",
"71833099999","2018-01-03T08:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","230,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0153,1","-0200,1","99999,9",,,,,,,"AWY050TGT SA 0800 AUTO8 M M M M/-15/-20/2307/M/M M 30MM=",
"71833099999","2018-01-03T09:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","FM-12","99999","V020","230,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0148,1","-0212,1","99999,9","03,9999,9,9",,,,,,"SYN04071833 46/// /2307 11148 21212 333 6///7=",
"71833099999","2018-01-03T09:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","230,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0148,1","-0212,1","99999,9",,,,,,,"AWY050TGT SA 0900 AUTO8 M M M M/-15/-21/2307/M/M M 82MM=",
"71833099999","2018-01-03T10:00:00","4","43.55","-80.2166666","325.0","GUELPH TURFGRASS, CA","SAO  ","99999","V020","240,1,9,0041,1","99999,9,9,9","999999,9,9,9","-0144,1","-0208,1","99999,9",,,,,,"3,01,0093,1,230","AWY068TGT SA 1000 AUTO8 M M M M/-14/-21/2408/M/M PK WND 2318 0943Z M 48MM=",
