,(m) TempProfile_K_1.5,(m) TempProfile_K_7.5,(m) TempProfile_K_7.5
2008-07-01 00:00:00,20.117320375283725,19.826012178956546,19.826012178956546
2008-07-01 00:10:00,19.537672095410414,19.113350815405227,19.113350815405227
2008-07-01 00:20:00,18.927311409642527,18.59322442957381,18.59322442957381
2008-07-01 00:30:00,18.78150903022646,18.44608079464524,18.44608079464524
2008-07-01 00:40:00,18.51279677494432,18.227175075595426,18.227175075595426
2008-07-01 00:50:00,18.265162546980264,17.994897056464367,17.994897056464367
2008-07-01 01:00:00,18.09084758115091,17.83117970403606,17.83117970403606
2008-07-01 01:10:00,17.945798085691933,17.69961428486897,17.69961428486897
2008-07-01 01:20:00,17.81394139613127,17.575107167706392,17.575107167706392
2008-07-01 01:30:00,17.69552589119371,17.462501112661982,17.462501112661982
2008-07-01 01:40:00,17.57195291603017,17.345314477601903,17.345314477601903
2008-07-01 01:50:00,17.450459753376606,17.228963830248915,17.228963830248915
2008-07-01 02:00:00,17.316023084352082,17.098582456262704,17.098582456262704
2008-07-01 02:10:00,17.13221718725032,16.915406221480055,16.915406221480055
2008-07-01 02:20:00,16.941825559215488,16.725722569290838,16.725722569290838
2008-07-01 02:30:00,16.757548889712552,16.540647306558412,16.540647306558412
2008-07-01 02:40:00,16.571478984902228,16.354252390742204,16.354252390742204
2008-07-01 02:50:00,16.38786213349789,16.169796459438373,16.169796459438373
2008-07-01 03:00:00,16.22794154700989,16.010016255092864,16.010016255092864
2008-07-01 03:10:00,16.14120561364348,15.927705458422622,15.927705458422622
2008-07-01 03:20:00,16.068419257115636,15.856458381309949,15.856458381309949
2008-07-01 03:30:00,15.988081082109034,15.779701179373546,15.779701179373546
2008-07-01 03:40:00,15.91627435834397,15.709114362560626,15.709114362560626
2008-07-01 03:50:00,15.84044589171242,15.63562795758321,15.63562795758321
2008-07-01 04:00:00,15.79749709920668,15.590683598893577,15.590683598893577
2008-07-01 04:10:00,15.811348204781268,15.604626520279567,15.604626520279567
2008-07-01 04:20:00,15.828218865942631,15.620826513540294,15.620826513540294
2008-07-01 04:30:00,15.850238281371333,15.640986870249833,15.640986870249833
2008-07-01 04:40:00,15.873896834041261,15.662308696640082,15.662308696640082
2008-07-01 04:50:00,15.901191554521176,15.686297077646316,15.686297077646316
2008-07-01 05:00:00,15.940637753341093,15.723489933048597,15.723489933048597
2008-07-01 05:10:00,16.03469614811746,15.813500437163214,15.813500437163214
2008-07-01 05:20:00,16.141978368922594,15.913268414583968,15.913268414583968
2008-07-01 05:30:00,16.249735274790396,16.013133744158324,16.013133744158324
2008-07-01 05:40:00,16.364571373012154,16.117567871417577,16.117567871417577
2008-07-01 05:50:00,16.479139270815153,16.22131843654023,16.22131843654023
2008-07-01 06:00:00,16.620797991246604,16.351696379337795,16.351696379337795
2008-07-01 06:10:00,16.83674739517045,16.559924514230374,16.559924514230374
2008-07-01 06:20:00,17.071237179345474,16.782820956309934,16.782820956309934
2008-07-01 06:30:00,17.310020400310293,17.008719297781397,17.008719297781397
2008-07-01 06:40:00,17.55062162419199,17.23525890824817,17.23525890824817
2008-07-01 06:50:00,17.797072980543533,17.465604291050738,17.465604291050738
2008-07-01 07:00:00,18.02847050639241,17.67971962099631,17.67971962099631
2008-07-01 07:10:00,18.225185405195475,17.851438592738077,17.851438592738077
2008-07-01 07:20:00,18.413215670840827,18.014256050601148,18.014256050601148
2008-07-01 07:30:00,18.60680430549877,18.181212604038365,18.181212604038365
2008-07-01 07:40:00,18.803475850479174,18.350588952886767,18.350588952886767
2008-07-01 07:50:00,19.00099348056881,18.52032160040278,18.52032160040278
2008-07-01 08:00:00,19.21635346449108,18.70813541103115,18.70813541103115
2008-07-01 08:10:00,19.434953867861566,18.89928888793952,18.89928888793952
2008-07-01 08:20:00,19.650006944408005,19.084919562200923,19.084919562200923
2008-07-01 08:30:00,19.87473596017304,19.27699968280143,19.27699968280143
2008-07-01 08:40:00,20.10185079742456,19.469919522770454,19.469919522770454
2008-07-01 08:50:00,20.337839682061315,19.667535389536397,19.667535389536397
2008-07-01 09:00:00,20.58857180652683,19.87247859053275,19.87247859053275
2008-07-01 09:10:00,19.998359865069176,19.452919168493224,19.452919168493224
2008-07-01 09:20:00,20.4683918803168,19.74878128171565,19.74878128171565
2008-07-01 09:30:00,20.73187766965094,19.938691798419484,19.938691798419484
2008-07-01 09:40:00,20.876844655292473,20.09551120512515,20.09551120512515
2008-07-01 09:50:00,21.149385813977744,20.264386134877498,20.264386134877498
2008-07-01 10:00:00,21.493205580261645,20.512976278411543,20.512976278411543
2008-07-01 10:10:00,23.074612391266044,21.76724246436254,21.76724246436254
2008-07-01 10:20:00,22.471845578958266,21.4591698068337,21.4591698068337
2008-07-01 10:30:00,23.032234745067683,21.7507218841248,21.7507218841248
2008-07-01 10:40:00,23.168284303236874,21.947076009140062,21.947076009140062
2008-07-01 10:50:00,23.346263966234858,22.086236471629377,22.086236471629377
2008-07-01 11:00:00,23.61307209908506,22.30105480875295,22.30105480875295
2008-07-01 11:10:00,23.787774831414595,22.44952679135139,22.44952679135139
2008-07-01 11:20:00,23.979115754709085,22.607472766901083,22.607472766901083
2008-07-01 11:30:00,24.143910667551552,22.755442186588994,22.755442186588994
2008-07-01 11:40:00,24.30152707624279,22.89796323720941,22.89796323720941
2008-07-01 11:50:00,24.44722014540571,23.034026129767597,23.034026129767597
2008-07-01 12:00:00,24.572603619281892,23.149895599336787,23.149895599336787
2008-07-01 12:10:00,24.692754064143003,23.263525433025734,23.263525433025734
2008-07-01 12:20:00,24.792847377151702,23.364739525154846,23.364739525154846
2008-07-01 12:30:00,24.885481969682644,23.46215834494228,23.46215834494228
2008-07-01 12:40:00,24.966616067259963,23.551864491606295,23.551864491606295
2008-07-01 12:50:00,25.040367392359485,23.637198421218102,23.637198421218102
2008-07-01 13:00:00,25.095839565945823,23.70631559733323,23.70631559733323
2008-07-01 13:10:00,25.085259262898546,23.71564334280879,23.71564334280879
2008-07-01 13:20:00,25.066161921236812,23.7186048241075,23.7186048241075
2008-07-01 13:30:00,25.034115151934884,23.713593056955744,23.713593056955744
2008-07-01 13:40:00,24.993760095817493,23.702750800685067,23.702750800685067
2008-07-01 13:50:00,24.942659480722455,23.685209945171664,23.685209945171664
2008-07-01 14:00:00,24.889544383604118,23.667451169051162,23.667451169051162
2008-07-01 14:10:00,23.401360476001173,22.572676458162277,22.572676458162277
2008-07-01 14:20:00,24.037518042470197,22.897606658068412,22.897606658068412
2008-07-01 14:30:00,23.964712327894404,22.867852897482408,22.867852897482408
2008-07-01 14:40:00,23.786275152571704,22.82295577266268,22.82295577266268
2008-07-01 14:50:00,23.760709392754904,22.774219229925507,22.774219229925507
2008-07-01 15:00:00,23.913965396011974,22.89218320092681,22.89218320092681
2008-07-01 15:10:00,25.059353656778683,23.901074835824716,23.901074835824716
2008-07-01 15:20:00,24.046646799039138,23.301930052275907,23.301930052275907
2008-07-01 15:30:00,24.32838714101939,23.45478541858563,23.45478541858563
2008-07-01 15:40:00,24.245211491276223,23.47331963629,23.47331963629
2008-07-01 15:50:00,24.111673171409336,23.399128870090294,23.399128870090294
2008-07-01 16:00:00,24.11854723244454,23.430740538187422,23.430740538187422
2008-07-01 16:10:00,23.975497973706524,23.342498768326607,23.342498768326607
2008-07-01 16:20:00,23.86493938308581,23.269281621741925,23.269281621741925
2008-07-01 16:30:00,23.75380209952334,23.198591245429952,23.198591245429952
2008-07-01 16:40:00,23.628265365812695,23.114899295316206,23.114899295316206
2008-07-01 16:50:00,23.512202958499927,23.0368002710498,23.0368002710498
2008-07-01 17:00:00,23.3742318358768,22.935115045741497,22.935115045741497
2008-07-01 17:10:00,23.187483402047746,22.781379252040267,22.781379252040267
2008-07-01 17:20:00,23.003918088942612,22.625604413904227,22.625604413904227
2008-07-01 17:30:00,22.819980940833204,22.468031489307975,22.468031489307975
2008-07-01 17:40:00,22.636940993222936,22.310047068881943,22.310047068881943
2008-07-01 17:50:00,22.457264278970513,22.153708663610473,22.153708663610473
2008-07-01 18:00:00,22.237922251787836,21.955071135039134,21.955071135039134
2008-07-01 18:10:00,22.081872121609877,21.817220991896022,21.817220991896022
2008-07-01 18:20:00,21.92643562770286,21.680334506270526,21.680334506270526
2008-07-01 18:30:00,21.711176633071886,21.495335697568976,21.495335697568976
2008-07-01 18:40:00,21.50225175163655,21.319774756487504,21.319774756487504
2008-07-01 18:50:00,21.37734789815437,21.20512744063933,21.20512744063933
2008-07-01 19:00:00,21.26600571942447,21.10161158206722,21.10161158206722
2008-07-01 19:10:00,21.17991501074846,21.022904436125827,21.022904436125827
2008-07-01 19:20:00,21.09443827928004,20.945221837807992,20.945221837807992
2008-07-01 19:30:00,21.012348148711567,20.87001497025159,20.87001497025159
2008-07-01 19:40:00,20.932886735228692,20.796781379530103,20.796781379530103
2008-07-01 19:50:00,20.85579756873375,20.725353894483533,20.725353894483533
2008-07-01 20:00:00,20.786878339671716,20.662056092013643,20.662056092013643
2008-07-01 20:10:00,20.74443799971118,20.625126288498507,20.625126288498507
2008-07-01 20:20:00,20.70703742411939,20.591798367657645,20.591798367657645
2008-07-01 20:30:00,20.671333232875554,20.55979084364128,20.55979084364128
2008-07-01 20:40:00,20.637138768123577,20.528959800179905,20.528959800179905
2008-07-01 20:50:00,20.604272268810178,20.499165989446112,20.499165989446112
2008-07-01 21:00:00,20.569385013947738,20.466954148491936,20.466954148491936
2008-07-01 21:10:00,20.522783999060778,20.42271172123634,20.42271172123634
2008-07-01 21:20:00,20.47626428730797,20.37865894565988,20.37865894565988
2008-07-01 21:30:00,20.509004019827785,20.40871909533746,20.40871909533746
2008-07-01 21:40:00,20.75195983389949,20.602390320708253,20.602390320708253
2008-07-01 21:50:00,20.743553915463735,20.579532890811606,20.579532890811606
2008-07-01 22:00:00,20.69037623880422,20.528942638686317,20.528942638686317
2008-07-01 22:10:00,20.634228634918088,20.475894367096544,20.475894367096544
2008-07-01 22:20:00,20.5759157235388,20.420998798606263,20.420998798606263
2008-07-01 22:30:00,20.517587251177588,20.366428367227456,20.366428367227456
2008-07-01 22:40:00,20.46031052756109,20.31277162079334,20.31277162079334
2008-07-01 22:50:00,20.404036668753747,20.26000049492194,20.26000049492194
2008-07-01 23:00:00,20.345730900672322,20.204304771520185,20.204304771520185
2008-07-01 23:10:00,20.273212388638626,20.132266239135106,20.132266239135106
2008-07-01 23:20:00,20.19825798891361,20.057469690864934,20.057469690864934
2008-07-01 23:30:00,20.12347971354285,19.982814907788054,19.982814907788054
2008-07-01 23:40:00,20.049196692297926,19.908630758548952,19.908630758548952
2008-07-01 23:50:00,19.975350974009928,19.83484143210063,19.83484143210063
2008-07-02 00:00:00,19.85940360827044,19.709228280045238,19.709228280045238
2008-07-02 00:10:00,19.515696905107234,19.329350578835715,19.329350578835715
2008-07-02 00:20:00,19.11762671633926,18.89513212867564,18.89513212867564
2008-07-02 00:30:00,18.731371822558856,18.465749583745776,18.465749583745776
