,(m) TempProfile_K_1.5,(m) TempProfile_K_7.5,(m) TempProfile_K_7.5
2008-07-01 00:00:00,20.76653941312003,20.533191978495267,20.533191978495267
2008-07-01 00:10:00,20.185010050369783,19.818370835432347,19.818370835432347
2008-07-01 00:20:00,19.57299102854654,19.296796248719488,19.296796248719488
2008-07-01 00:30:00,19.426734869881784,19.149196073986218,19.149196073986218
2008-07-01 00:40:00,19.157262109755493,18.929644144186,18.929644144186
2008-07-01 00:50:00,18.908909297584955,18.696683402324652,18.696683402324652
2008-07-01 01:00:00,18.734075964117892,18.532472110042704,18.532472110042704
2008-07-01 01:10:00,18.58860580851507,18.400517089478626,18.400517089478626
2008-07-01 01:20:00,18.456362086186914,18.275640019431023,18.275640019431023
2008-07-01 01:30:00,18.33759472273755,18.162695512289986,18.162695512289986
2008-07-01 01:40:00,18.213656371990908,18.045158264661268,18.045158264661268
2008-07-01 01:50:00,18.09180289109395,17.92845922417058,17.92845922417058
2008-07-01 02:00:00,17.95696318853743,17.797684203129165,17.797684203129165
2008-07-01 02:10:00,17.772597700829863,17.613949899053978,17.613949899053978
2008-07-01 02:20:00,17.58162823229975,17.423690134731885,17.423690134731885
2008-07-01 02:30:00,17.396789504600406,17.238051081519473,17.238051081519473
2008-07-01 02:40:00,17.210152943227513,17.051088874045604,17.051088874045604
2008-07-01 02:50:00,17.02597577943544,16.866070807480924,16.866070807480924
2008-07-01 03:00:00,16.865569342873926,16.705805185061195,16.705805185061195
2008-07-01 03:10:00,16.77857786326365,16.623249097388793,16.623249097388793
2008-07-01 03:20:00,16.705572463506712,16.551786548313203,16.551786548313203
2008-07-01 03:30:00,16.624995934712388,16.474799276625845,16.474799276625845
2008-07-01 03:40:00,16.552972648801983,16.403998734642926,16.403998734642926
2008-07-01 03:50:00,16.4769173566346,16.330290931573245,16.330290931573245
2008-07-01 04:00:00,16.43383540069027,16.28520884020503,16.28520884020503
2008-07-01 04:10:00,16.44772978808311,16.299195239509572,16.299195239509572
2008-07-01 04:20:00,16.464651468780744,16.315444658609636,16.315444658609636
2008-07-01 04:30:00,16.486735165292714,16.33566495383843,16.33566495383843
2008-07-01 04:40:00,16.510462173791097,16.357049792376984,16.357049792376984
2008-07-01 04:50:00,16.537834648686157,16.381108244512234,16.381108244512234
2008-07-01 05:00:00,16.57739763527826,16.418412631886667,16.418412631886667
2008-07-01 05:10:00,16.671736715534053,16.508694391065262,16.508694391065262
2008-07-01 05:20:00,16.77933378053831,16.60875977058015,16.60875977058015
2008-07-01 05:30:00,16.88740665644292,16.70892276313907,16.70892276313907
2008-07-01 05:40:00,17.00257658351086,16.813666640808606,16.813666640808606
2008-07-01 05:50:00,17.117477462350905,16.91772517657398,16.91772517657398
2008-07-01 06:00:00,17.25955199328132,17.04849285395244,17.04849285395244
2008-07-01 06:10:00,17.47614981887608,17.257351437770808,17.257351437770808
2008-07-01 06:20:00,17.71133680093419,17.48091814903495,17.48091814903495
2008-07-01 06:30:00,17.950828135840027,17.70749466329727,17.70749466329727
2008-07-01 06:40:00,18.192141925161877,17.934714210115658,17.934714210115658
2008-07-01 06:50:00,18.439320655348865,18.16574961930121,18.16574961930121
2008-07-01 07:00:00,18.67139734267562,18.380504055020992,18.380504055020992
2008-07-01 07:10:00,18.86867219150679,18.552725156476185,18.552725156476185
2008-07-01 07:20:00,19.057238544417828,18.71602044897861,18.71602044897861
2008-07-01 07:30:00,19.251377639194402,18.88346595073699,18.88346595073699
2008-07-01 07:40:00,19.44860764249688,19.053337700592238,19.053337700592238
2008-07-01 07:50:00,19.6466858656089,19.223566757468348,19.223566757468348
2008-07-01 08:00:00,19.86265584647117,19.41192693811854,19.41192693811854
2008-07-01 08:10:00,20.08188051739785,19.60364124702369,19.60364124702369
2008-07-01 08:20:00,20.297546740704036,19.78981705818319,19.78981705818319
2008-07-01 08:30:00,20.522913593277053,19.982459560742996,19.982459560742996
2008-07-01 08:40:00,20.750672027306962,20.175943958962534,20.175943958962534
2008-07-01 08:50:00,20.987326551331023,20.374136785379733,20.374136785379733
2008-07-01 09:00:00,21.23876070436438,20.57967621894079,20.57967621894079
2008-07-01 09:10:00,20.64707595617682,20.159038313584006,20.159038313584006
2008-07-01 09:20:00,21.118334362666587,20.455725259324595,20.455725259324595
2008-07-01 09:30:00,21.382544858263486,20.646191183370718,20.646191183370718
2008-07-01 09:40:00,21.527955564347337,20.803481150355537,20.803481150355537
2008-07-01 09:50:00,21.801231274963072,20.97285252945835,20.97285252945835
2008-07-01 10:00:00,22.145976420650186,21.222147499258483,21.222147499258483
2008-07-01 10:10:00,23.731557622913556,22.47983106406491,22.47983106406491
2008-07-01 10:20:00,23.127338681507922,22.170983055557713,22.170983055557713
2008-07-01 10:30:00,23.689162363546757,22.463352548102193,22.463352548102193
2008-07-01 10:40:00,23.82564443848611,22.66027553812961,22.66027553812961
2008-07-01 10:50:00,24.00412912884599,22.799851673684373,22.799851673684373
2008-07-01 11:00:00,24.271672480867267,23.01528458851857,23.01528458851857
2008-07-01 11:10:00,24.44687017895501,23.164190504548287,23.164190504548287
2008-07-01 11:20:00,24.638747398227963,23.322595275812375,23.322595275812375
2008-07-01 11:30:00,24.804014316843222,23.470997260508966,23.470997260508966
2008-07-01 11:40:00,24.962084284588116,23.61393647865424,23.61393647865424
2008-07-01 11:50:00,25.108201233776754,23.750400464067184,23.750400464067184
2008-07-01 12:00:00,25.233952727657424,23.866615478653102,23.866615478653102
2008-07-01 12:10:00,25.354453492321454,23.980580108015772,23.980580108015772
2008-07-01 12:20:00,25.454846843582118,24.08209644070496,24.08209644070496
2008-07-01 12:30:00,25.547762987888063,24.179807461618054,24.179807461618054
2008-07-01 12:40:00,25.629149417035364,24.269785386261788,24.269785386261788
2008-07-01 12:50:00,25.703134539396103,24.355379529382162,24.355379529382162
2008-07-01 13:00:00,25.758786354430583,24.424707581130406,24.424707581130406
2008-07-01 13:10:00,25.74819259416472,24.434067748284065,24.434067748284065
2008-07-01 13:20:00,25.72905934275724,24.437044167492786,24.437044167492786
2008-07-01 13:30:00,25.696944062146315,24.43202626017876,24.43202626017876
2008-07-01 13:40:00,25.65649925419018,24.421162385989362,24.421162385989362
2008-07-01 13:50:00,25.605281761953506,24.403582153960656,24.403582153960656
2008-07-01 14:00:00,25.5520466375292,24.38578500271518,24.38578500271518
2008-07-01 14:10:00,24.06002278439405,23.288082384871927,23.288082384871927
