cur_datetime,WallshadeT,WalllitT,RoofT,canTemp,senWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19]
2004-06-01 00:05:00,293.215,291.952,291.297,290.704,0.000,287.334,99731.472,288.680,100089.700,
2004-06-01 00:10:00,293.129,291.862,291.141,289.634,0.000,287.334,99729.111,288.271,100089.919,
2004-06-01 00:15:00,293.162,291.905,291.304,290.085,0.000,287.334,99726.750,288.337,100089.879,
2004-06-01 00:20:00,293.196,291.950,291.469,290.557,0.000,287.334,99724.389,288.421,100089.815,
2004-06-01 00:25:00,293.168,291.929,291.367,290.538,0.000,287.334,99722.028,288.447,100089.782,
2004-06-01 00:30:00,293.156,291.924,291.277,290.596,0.000,287.334,99719.667,288.473,100089.741,
2004-06-01 00:35:00,293.115,291.890,291.157,290.504,0.000,287.333,99717.306,288.488,100089.709,
2004-06-01 00:40:00,293.103,291.884,291.063,290.557,0.000,287.333,99714.944,288.526,100089.657,
2004-06-01 00:45:00,293.073,291.860,290.966,290.520,0.000,287.333,99712.583,288.561,100089.605,
2004-06-01 00:50:00,293.064,291.856,290.886,290.595,0.000,287.333,99710.222,288.617,100089.534,
2004-06-01 00:55:00,293.040,291.837,290.791,290.586,0.000,287.333,99707.861,288.671,100089.460,
2004-06-01 01:00:00,293.040,291.843,290.739,290.675,0.000,287.333,99705.500,288.746,100089.363,
2004-06-01 01:05:00,293.015,291.824,290.668,290.618,0.000,287.342,99703.931,288.719,100089.419,
2004-06-01 01:10:00,292.995,291.810,290.601,290.584,0.000,287.351,99702.361,288.655,100089.496,
2004-06-01 01:15:00,292.948,291.770,290.513,290.409,0.000,287.360,99700.792,288.573,100089.582,
2004-06-01 01:20:00,292.926,291.754,290.445,290.367,0.000,287.369,99699.222,288.513,100089.652,
2004-06-01 01:25:00,292.887,291.722,290.369,290.254,0.000,287.378,99697.653,288.454,100089.721,
2004-06-01 01:30:00,292.868,291.708,290.309,290.250,0.000,287.387,99696.083,288.410,100089.778,
2004-06-01 01:35:00,292.833,291.679,290.235,290.148,0.000,287.396,99694.514,288.358,100089.839,
2004-06-01 01:40:00,292.814,291.665,290.174,290.147,0.000,287.405,99692.944,288.318,100089.890,
2004-06-01 01:45:00,292.780,291.637,290.104,290.048,0.000,287.414,99691.375,288.271,100089.945,
2004-06-01 01:50:00,292.763,291.625,290.047,290.052,0.000,287.423,99689.806,288.236,100089.990,
2004-06-01 01:55:00,292.731,291.598,289.978,289.959,0.000,287.432,99688.236,288.194,100090.039,
2004-06-01 02:00:00,292.718,291.591,289.946,289.970,0.000,287.441,99686.667,288.163,100090.079,
2004-06-01 02:05:00,292.693,291.573,289.910,289.899,0.000,287.444,99685.875,288.152,100090.082,
2004-06-01 02:10:00,292.688,291.574,289.889,289.953,0.000,287.446,99685.083,288.163,100090.072,
2004-06-01 02:15:00,292.669,291.562,289.856,289.903,0.000,287.448,99684.292,288.165,100090.066,
2004-06-01 02:20:00,292.667,291.565,289.835,289.955,0.000,287.450,99683.500,288.175,100090.057,
2004-06-01 02:25:00,292.647,291.553,289.814,289.889,0.000,287.453,99682.708,288.173,100090.055,
2004-06-01 02:30:00,292.647,291.557,289.808,289.936,0.000,287.455,99681.917,288.180,100090.048,
2004-06-01 02:35:00,292.628,291.546,289.787,289.869,0.000,287.457,99681.125,288.177,100090.046,
2004-06-01 02:40:00,292.630,291.553,289.781,289.919,0.000,287.460,99680.333,288.184,100090.039,
2004-06-01 02:45:00,292.613,291.543,289.771,289.853,0.000,287.462,99679.542,288.182,100090.036,
2004-06-01 02:50:00,292.616,291.551,289.776,289.905,0.000,287.464,99678.750,288.189,100090.029,
2004-06-01 02:55:00,292.600,291.543,289.766,289.838,0.000,287.466,99677.958,288.186,100090.028,
2004-06-01 03:00:00,292.596,291.544,289.747,289.892,0.000,287.469,99677.167,288.194,100090.021,
2004-06-01 03:05:00,292.573,291.528,289.722,289.836,0.000,287.468,99678.042,288.210,100089.991,
2004-06-01 03:10:00,292.574,291.533,289.713,289.918,0.000,287.467,99678.917,288.244,100089.950,
2004-06-01 03:15:00,292.554,291.520,289.690,289.878,0.000,287.466,99679.792,288.271,100089.913,
2004-06-01 03:20:00,292.555,291.525,289.681,289.961,0.000,287.465,99680.667,288.307,100089.871,
2004-06-01 03:25:00,292.534,291.510,289.656,289.912,0.000,287.464,99681.542,288.332,100089.834,
2004-06-01 03:30:00,292.535,291.515,289.646,289.992,0.000,287.463,99682.417,288.368,100089.792,
2004-06-01 03:35:00,292.514,291.501,289.621,289.943,0.000,287.462,99683.292,288.393,100089.754,
2004-06-01 03:40:00,292.516,291.506,289.611,290.026,0.000,287.462,99684.167,288.430,100089.710,
2004-06-01 03:45:00,292.496,291.492,289.587,289.978,0.000,287.461,99685.042,288.457,100089.670,
2004-06-01 03:50:00,292.498,291.498,289.578,290.064,0.000,287.460,99685.917,288.495,100089.625,
2004-06-01 03:55:00,292.478,291.484,289.554,290.017,0.000,287.459,99686.792,288.523,100089.584,
2004-06-01 04:00:00,292.476,291.485,289.531,290.104,0.000,287.458,99687.667,288.563,100089.537,
2004-06-01 04:05:00,292.441,291.457,289.484,290.003,0.000,287.467,99687.667,288.510,100089.620,
2004-06-01 04:10:00,292.421,291.442,289.448,289.986,0.000,287.476,99687.667,288.437,100089.710,
2004-06-01 04:15:00,292.373,291.400,289.394,289.823,0.000,287.486,99687.667,288.357,100089.793,
2004-06-01 04:20:00,292.352,291.384,289.361,289.826,0.000,287.495,99687.667,288.308,100089.854,
2004-06-01 04:25:00,292.309,291.347,289.304,289.718,0.000,287.504,99687.667,288.261,100089.907,
2004-06-01 04:30:00,292.290,291.333,289.264,289.756,0.000,287.513,99687.667,288.234,100089.946,
2004-06-01 04:35:00,292.246,291.295,289.208,289.653,0.000,287.523,99687.667,288.199,100089.983,
2004-06-01 04:40:00,292.226,291.280,289.168,289.691,0.000,287.532,99687.667,288.180,100090.011,
2004-06-01 04:45:00,292.181,291.241,289.106,289.586,0.000,287.541,99687.667,288.151,100090.040,
2004-06-01 04:50:00,292.161,291.224,289.062,289.625,0.000,287.550,99687.667,288.137,100090.059,
2004-06-01 04:55:00,292.115,291.185,289.000,289.522,0.000,287.559,99687.667,288.113,100090.082,
2004-06-01 05:00:00,292.098,291.172,288.985,289.564,180.819,287.569,99687.667,288.104,100090.095,
2004-06-01 05:05:00,292.152,291.227,289.023,290.032,166.305,287.585,99689.319,288.566,100089.907,
2004-06-01 05:10:00,292.139,291.219,289.012,290.092,167.553,287.600,99690.972,288.592,100089.908,
2004-06-01 05:15:00,292.069,291.159,288.948,289.751,79.478,287.616,99692.625,288.415,100090.015,
2004-06-01 05:20:00,292.002,291.101,288.885,289.431,75.122,287.632,99694.278,288.135,100090.174,
2004-06-01 05:25:00,291.079,291.973,288.895,289.301,73.235,287.648,99695.931,288.061,100090.237,
2004-06-01 05:30:00,291.109,291.998,288.949,289.475,75.765,287.664,99697.583,288.064,100090.257,
2004-06-01 05:35:00,291.065,291.945,288.930,289.164,71.175,287.680,99699.236,288.045,100090.282,
2004-06-01 05:40:00,291.096,291.971,288.977,289.289,73.515,287.695,99700.889,288.020,100090.310,
2004-06-01 05:45:00,291.051,291.918,288.976,288.975,68.954,287.711,99702.542,287.965,100090.352,
2004-06-01 05:50:00,291.089,291.952,289.050,289.133,71.395,287.727,99704.194,287.948,100090.376,
2004-06-01 05:55:00,291.056,291.911,289.058,288.883,67.500,287.743,99705.847,287.910,100090.409,
2004-06-01 06:00:00,291.099,291.950,289.133,289.059,141.125,287.759,99707.500,287.906,100090.424,
2004-06-01 06:05:00,291.104,291.948,289.185,289.003,69.577,287.805,99709.000,288.012,100090.393,
2004-06-01 06:10:00,291.104,291.976,289.245,289.003,69.423,287.850,99710.500,287.887,100090.476,
2004-06-01 06:15:00,291.096,291.964,289.283,288.874,67.204,287.896,99712.000,287.857,100090.516,
2004-06-01 06:20:00,291.181,292.043,289.402,289.223,72.843,287.942,99713.500,287.913,100090.511,
2004-06-01 06:25:00,291.164,292.019,289.440,289.000,69.511,287.988,99715.000,287.887,100090.543,
2004-06-01 06:30:00,292.113,291.288,289.608,289.259,73.332,288.033,99716.500,287.916,100090.550,
2004-06-01 06:35:00,292.126,291.338,289.699,289.082,70.972,288.079,99718.000,287.891,100090.583,
2004-06-01 06:40:00,292.224,291.473,289.868,289.340,74.952,288.125,99719.500,287.916,100090.592,
2004-06-01 06:45:00,292.235,291.526,289.977,289.129,71.670,288.170,99721.000,287.886,100090.627,
2004-06-01 06:50:00,292.342,291.674,290.173,289.393,75.466,288.216,99722.500,287.908,100090.637,
2004-06-01 06:55:00,292.354,291.734,290.278,289.170,72.370,288.262,99724.000,287.876,100090.673,
2004-06-01 07:00:00,292.482,291.895,290.480,289.429,152.600,288.308,99725.500,287.894,100090.685,
2004-06-01 07:05:00,292.562,292.010,290.659,289.427,157.405,288.370,99729.069,288.058,100090.617,
2004-06-01 07:10:00,292.702,292.182,290.892,289.719,85.536,288.432,99732.639,288.124,100090.591,
2004-06-01 07:15:00,292.715,292.227,291.001,289.310,79.772,288.495,99736.208,287.925,100090.697,
2004-06-01 07:20:00,292.888,292.430,291.253,289.707,86.149,288.557,99739.778,287.984,100090.683,
2004-06-01 07:25:00,292.957,292.529,291.440,289.562,84.557,288.620,99743.347,288.026,100090.670,
2004-06-01 07:30:00,293.121,292.742,291.721,289.895,90.032,288.682,99746.917,288.090,100090.644,
2004-06-01 07:35:00,293.191,292.860,291.915,289.691,87.111,288.745,99750.486,288.105,100090.641,
2004-06-01 07:40:00,293.369,293.085,292.204,290.055,93.176,288.807,99754.056,288.166,100090.617,
2004-06-01 07:45:00,293.447,293.210,292.433,289.849,90.429,288.869,99757.625,288.187,100090.611,
2004-06-01 07:50:00,293.631,293.441,292.753,290.210,95.992,288.932,99761.194,288.247,100090.586,
2004-06-01 07:55:00,293.714,293.569,292.988,289.990,93.232,288.994,99764.764,288.266,100090.580,
2004-06-01 08:00:00,293.893,293.984,293.303,290.362,95.176,289.057,99768.333,288.327,100090.553,
2004-06-01 08:05:00,293.971,294.131,293.560,290.150,92.409,289.178,99768.653,288.380,100090.481,
2004-06-01 08:10:00,294.164,294.395,293.913,290.577,98.770,289.299,99768.972,288.505,100090.369,
2004-06-01 08:15:00,294.251,294.541,294.176,290.395,96.678,289.420,99769.292,288.599,100090.270,
2004-06-01 08:20:00,294.452,294.801,294.534,290.839,103.222,289.541,99769.611,288.731,100090.153,
2004-06-01 08:25:00,294.541,294.942,294.822,290.650,100.558,289.663,99769.931,288.824,100090.054,
2004-06-01 08:30:00,294.752,295.186,295.199,291.100,107.075,289.784,99770.250,288.956,100089.937,
2004-06-01 08:35:00,294.851,295.308,295.479,290.912,104.649,289.905,99770.569,289.055,100089.834,
2004-06-01 08:40:00,295.067,295.550,295.856,291.368,111.420,290.026,99770.889,289.189,100089.714,
2004-06-01 08:45:00,295.169,295.665,296.154,291.174,109.163,290.148,99771.208,289.289,100089.609,
2004-06-01 08:50:00,295.388,295.901,296.549,291.626,115.845,290.269,99771.528,289.422,100089.489,
2004-06-01 08:55:00,295.494,296.013,296.847,291.438,113.797,290.390,99771.847,289.524,100089.382,
2004-06-01 09:00:00,295.719,296.247,297.248,291.888,119.288,290.511,99772.167,289.658,100089.261,
