# Database Output
# UBC University of British Columbia
# JUNE 22 2015 14:35
#
# Time indicated in PST (GMT-8)
# Times indicate end of averaging period
#
# BSPA Basel - Spalenring         610360/267140 278m
#
# 00 BSPAAHA1 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 01 BSPAAHA2 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 02 BSPAAHA3 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 03 BSPAAHA4 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 04 BSPAAHA5 Basel - Spalenring : Absolute Humidity  22.90m [g/m3]
# 05 BSPAAHA7 Basel - Spalenring : Absolute Humidity  32.90m [g/m3]
#
                ,      BSPAAHA1,      BSPAAHA2,      BSPAAHA3,      BSPAAHA4,      BSPAAHA5,      BSPAAHA7
14.06.2002 14:30,        11.370,        10.728,        11.812,        11.677,        11.252,        12.250
14.06.2002 14:40,        11.443,        10.790,        11.419,        11.603,        11.216,        12.055
14.06.2002 14:50,        11.466,        10.773,        11.494,        11.650,        11.246,        12.126
14.06.2002 15:00,        11.462,        10.668,        11.516,        11.634,        11.203,        12.137
14.06.2002 15:10,        11.443,        10.666,        11.783,        11.659,        11.226,        12.328
14.06.2002 15:20,        11.564,        10.768,        11.633,        11.660,        11.220,        12.138
14.06.2002 15:30,        11.497,        10.745,        11.337,        11.566,        11.144,        12.154
14.06.2002 15:40,        11.486,        10.715,        11.588,        11.621,        11.194,        12.358
14.06.2002 15:50,        11.447,        10.615,        11.579,        11.597,        11.161,        12.190
14.06.2002 16:00,        11.558,        10.784,        11.271,        11.548,        11.129,        12.075
14.06.2002 16:10,        11.469,        10.636,        11.255,        11.487,        11.117,        12.192
14.06.2002 16:20,        11.443,        10.735,        11.535,        11.612,        11.265,        12.280
14.06.2002 16:30,        11.445,        10.679,        11.547,        11.614,        11.270,        12.310
14.06.2002 16:40,        11.599,        10.676,        11.512,        11.690,        11.251,        12.320
14.06.2002 16:50,        11.483,        10.676,        11.443,        11.647,        11.282,        12.435
14.06.2002 17:00,        11.678,        10.966,        11.958,        11.932,        11.542,        12.738
14.06.2002 17:10,        11.768,        11.087,        11.764,        11.907,        11.582,        12.554
14.06.2002 17:20,        11.668,        10.912,        11.583,        11.792,        11.445,        12.373
14.06.2002 17:30,        11.849,        11.077,        11.702,        11.935,        11.596,        12.673
14.06.2002 17:40,        11.991,        11.229,        12.109,        12.269,        11.795,        12.962
14.06.2002 17:50,        12.096,        11.322,        12.276,        12.413,        11.977,        13.015
14.06.2002 18:00,        11.967,        11.206,        12.123,        12.244,        11.824,        12.962
14.06.2002 18:10,        11.993,        11.282,        12.260,        12.283,        11.835,        12.975
14.06.2002 18:20,        12.022,        11.238,        12.285,        12.245,        11.862,        13.041
14.06.2002 18:30,        12.203,        11.412,        12.602,        12.494,        12.045,        13.241
14.06.2002 18:40,        12.048,        11.289,        12.474,        12.428,        11.968,        13.081
14.06.2002 18:50,        12.088,        11.364,        11.859,        12.142,        11.710,        12.645
14.06.2002 19:00,        11.985,        11.210,        11.613,        12.027,        11.585,        12.463
14.06.2002 19:10,        11.948,        11.228,        11.679,        12.107,        11.664,        12.568
14.06.2002 19:20,        12.120,        11.399,        12.020,        12.262,        11.794,        12.726
14.06.2002 19:30,        12.369,        11.581,        12.196,        12.314,        11.794,        12.713
14.06.2002 19:40,        12.674,        11.775,        12.108,        12.225,        11.707,        12.584
14.06.2002 19:50,        12.627,        11.657,        11.955,        12.072,        11.556,        12.377
14.06.2002 20:00,        12.384,        11.248,        12.060,        11.948,        11.483,        12.287
14.06.2002 20:10,        12.141,        11.204,        12.046,        11.964,        11.499,        12.341
14.06.2002 20:20,        12.408,        11.384,        12.248,        12.289,        11.899,        12.694
14.06.2002 20:30,        12.878,        12.068,        12.567,        13.023,        12.694,        13.487
14.06.2002 20:40,        13.285,        12.511,        13.056,        13.409,        13.116,        13.542
14.06.2002 20:50,        13.697,        13.041,        13.547,        13.851,        13.596,        14.105
14.06.2002 21:00,        14.227,        13.569,        14.124,        14.376,        14.199,        14.685
14.06.2002 21:10,        14.390,        13.682,        14.442,        14.445,        14.201,        14.606
14.06.2002 21:20,        14.356,        13.673,        14.471,        14.384,        14.102,        14.531
14.06.2002 21:30,        14.452,        13.677,        14.235,        14.137,        13.884,        14.376
14.06.2002 21:40,        14.112,        13.453,        13.789,        13.963,        13.701,        14.176
14.06.2002 21:50,        13.869,        13.176,        13.786,        13.987,        13.725,        14.224
14.06.2002 22:00,        13.863,        13.238,        13.779,        14.009,        13.786,        14.206
14.06.2002 22:10,        13.844,        13.229,        13.852,        14.029,        13.806,        14.213
14.06.2002 22:20,        13.899,        13.208,        13.762,        13.963,        13.727,        14.172
14.06.2002 22:30,        13.864,        13.305,        13.876,        14.025,        13.816,        14.221
14.06.2002 22:40,        13.756,        13.095,        13.585,        13.723,        13.541,        13.880
14.06.2002 22:50,        13.545,        12.967,        13.518,        13.707,        13.526,        13.863
14.06.2002 23:00,        13.553,        12.949,        13.579,        13.729,        13.511,        13.899
14.06.2002 23:10,        13.551,        12.966,        13.540,        13.690,        13.486,        13.835
14.06.2002 23:20,        13.433,        12.834,        13.424,        13.559,        13.356,        13.741
14.06.2002 23:30,        13.377,        12.744,        13.319,        13.457,        13.278,        13.573
14.06.2002 23:40,        13.298,        12.677,        13.265,        13.352,        13.211,        13.519
14.06.2002 23:50,        13.115,        12.533,        13.097,        13.234,        13.053,        13.349
15.06.2002 00:00,        12.973,        12.376,        12.917,        13.076,        12.874,        13.205
15.06.2002 00:10,        12.913,        12.277,        12.861,        12.949,        12.780,        13.115
15.06.2002 00:20,        12.806,        12.201,        12.758,        12.876,        12.686,        13.026
15.06.2002 00:30,        12.709,        12.080,        12.644,        12.757,        12.569,        12.901
15.06.2002 00:40,        12.661,        12.047,        12.571,        12.708,        12.503,        12.855
15.06.2002 00:50,        12.545,        11.948,        12.490,        12.626,        12.449,        12.757
15.06.2002 01:00,        12.579,        11.945,        12.504,        12.636,        12.449,        12.774
15.06.2002 01:10,        12.569,        11.942,        12.502,        12.638,        12.455,        12.762
15.06.2002 01:20,        12.527,        11.925,        12.466,        12.577,        12.405,        12.743
15.06.2002 01:30,        12.487,        11.893,        12.440,        12.556,        12.392,        12.679
15.06.2002 01:40,        12.448,        11.877,        12.432,        12.546,        12.364,        12.708
15.06.2002 01:50,        12.456,        11.914,        12.426,        12.558,        12.387,        12.713
15.06.2002 02:00,        12.451,        11.883,        12.421,        12.533,        12.395,        12.655
15.06.2002 02:10,        12.438,        11.880,        12.436,        12.544,        12.401,        12.640
15.06.2002 02:20,        12.469,        11.874,        12.410,        12.535,        12.372,        12.589
15.06.2002 02:30,        12.357,        11.788,        12.342,        12.446,        12.298,        12.535
15.06.2002 02:40,        12.282,        11.751,        12.281,        12.409,        12.247,        12.452
15.06.2002 02:50,        12.290,        11.707,        12.264,        12.382,        12.217,        12.456
15.06.2002 03:00,        12.219,        11.742,        12.228,        12.380,        12.198,        12.462
15.06.2002 03:10,        12.252,        11.732,        12.208,        12.351,        12.203,        12.425
15.06.2002 03:20,        12.219,        11.680,        12.180,        12.333,        12.185,        12.442
15.06.2002 03:30,        12.207,        11.656,        12.158,        12.322,        12.161,        12.404
15.06.2002 03:40,        12.154,        11.672,        12.115,        12.306,        12.148,        12.398
15.06.2002 03:50,        12.215,        11.629,        12.104,        12.276,        12.115,        12.333
15.06.2002 04:00,        12.186,        11.573,        12.085,        12.237,        12.086,        12.322
15.06.2002 04:10,        12.107,        11.636,        12.087,        12.241,        12.091,        12.294
15.06.2002 04:20,        12.076,        11.555,        12.025,        12.186,        12.029,        12.214
15.06.2002 04:30,        11.995,        11.486,        11.969,        12.115,        11.973,        12.126
15.06.2002 04:40,        11.995,        11.434,        11.927,        12.087,        11.952,        12.119
15.06.2002 04:50,        11.970,        11.435,        11.924,        12.074,        11.932,        12.113
15.06.2002 05:00,        11.974,        11.428,        11.921,        12.047,        11.929,        12.107
15.06.2002 05:10,        11.965,        11.428,        11.908,        12.061,        11.913,        12.146
15.06.2002 05:20,        12.004,        11.412,        11.885,        12.052,        11.907,        12.123
15.06.2002 05:30,        11.939,        11.398,        11.878,        12.039,        11.896,        12.105
15.06.2002 05:40,        11.987,        11.433,        11.888,        12.038,        11.899,        12.114
15.06.2002 05:50,        11.982,        11.422,        11.888,        12.045,        11.896,        12.090
15.06.2002 06:00,        11.993,        11.437,        11.902,        12.056,        11.906,        12.129
15.06.2002 06:10,        12.071,        11.421,        11.974,        12.097,        11.923,        12.188
15.06.2002 06:20,        12.200,        11.532,        12.028,        12.142,        11.968,        12.177
15.06.2002 06:30,        12.135,        11.516,        11.996,        12.162,        12.016,        12.253
15.06.2002 06:40,        12.139,        11.511,        12.011,        12.155,        11.999,        12.212
15.06.2002 06:50,        12.127,        11.542,        12.030,        12.157,        11.984,        12.222
15.06.2002 07:00,        12.140,        11.526,        12.003,        12.182,        11.985,        12.287
15.06.2002 07:10,        12.145,        11.562,        12.001,        12.177,        11.987,        12.279
15.06.2002 07:20,        12.197,        11.586,        12.066,        12.218,        12.014,        12.360
15.06.2002 07:30,        12.231,        11.571,        12.115,        12.290,        12.061,        12.401
15.06.2002 07:40,        12.209,        11.584,        12.135,        12.283,        12.040,        12.368
15.06.2002 07:50,        12.346,        11.680,        12.226,        12.331,        12.110,        12.501
15.06.2002 08:00,        12.501,        11.858,        12.289,        12.463,        12.233,        12.624
15.06.2002 08:10,        12.606,        11.951,        12.466,        12.605,        12.361,        12.759
15.06.2002 08:20,        12.800,        12.124,        12.727,        12.767,        12.526,        12.931
15.06.2002 08:30,        12.852,        12.187,        12.671,        12.870,        12.629,        13.077
15.06.2002 08:40,        12.729,        12.148,        12.730,        12.752,        12.468,        13.040
15.06.2002 08:50,        12.604,        11.998,        12.736,        12.663,        12.365,        12.911
15.06.2002 09:00,        12.624,        12.012,        12.888,        12.949,        12.533,        13.190
15.06.2002 09:10,        12.614,        11.977,        12.835,        13.053,        12.565,        13.119
15.06.2002 09:20,        12.784,        12.090,        12.931,        13.126,        12.692,        13.186
15.06.2002 09:30,        12.828,        12.206,        13.243,        13.388,        12.851,        13.334
15.06.2002 09:40,        12.305,        11.594,        12.744,        12.838,        12.254,        12.660
15.06.2002 09:50,        12.299,        11.734,        12.931,        12.913,        12.329,        12.845
15.06.2002 10:00,        12.160,        11.520,        12.623,        12.667,        12.144,        12.625
15.06.2002 10:10,        11.931,        11.298,        12.421,        12.613,        11.987,        12.411
15.06.2002 10:20,        12.017,        11.367,        12.459,        12.551,        11.963,        12.584
15.06.2002 10:30,        11.277,        10.647,        11.887,        12.051,        11.385,        11.803
15.06.2002 10:40,        11.127,        10.432,        11.597,        11.725,        11.060,        11.797
15.06.2002 10:50,        11.147,        10.492,        11.449,        11.673,        11.062,        11.753
15.06.2002 11:00,        11.351,        10.614,        11.602,        11.840,        11.281,        11.926
15.06.2002 11:10,        11.692,        10.905,        12.005,        11.708,        11.296,        12.089
15.06.2002 11:20,        11.583,        10.912,        11.827,        11.900,        11.422,        12.117
15.06.2002 11:30,        11.650,        10.805,        11.768,        11.694,        11.210,        12.028
15.06.2002 11:40,        11.335,        10.626,        11.607,        11.573,        11.131,        11.858
15.06.2002 11:50,        11.618,        10.868,        11.723,        11.832,        11.357,        12.117
15.06.2002 12:00,        11.890,        11.177,        11.901,        12.083,        11.606,        12.344
15.06.2002 12:10,        12.148,        11.441,        12.361,        12.373,        11.940,        12.671
15.06.2002 12:20,        12.181,        11.534,        12.110,        12.280,        11.836,        12.567
15.06.2002 12:30,        12.351,        11.675,        12.383,        12.657,        12.181,        12.943
15.06.2002 12:40,        12.835,        12.144,        12.902,        13.134,        12.675,        13.395
15.06.2002 12:50,        12.888,        12.247,        12.760,        13.043,        12.575,        13.265
15.06.2002 13:00,        12.796,        12.207,        12.929,        13.146,        12.648,        13.394
15.06.2002 13:10,        12.888,        12.191,        13.033,        13.236,        12.708,        13.510
15.06.2002 13:20,        12.835,        12.204,        13.352,        13.208,        12.653,        13.588
15.06.2002 13:30,        12.967,        12.264,        12.979,        13.248,        12.747,        13.522
15.06.2002 13:40,        12.715,        12.060,        12.979,        13.087,        12.533,        13.428
15.06.2002 13:50,        12.543,        11.823,        13.018,        12.782,        12.257,        13.228
15.06.2002 14:00,        12.649,        11.949,        12.873,        12.953,        12.410,        13.427
15.06.2002 14:10,        12.583,        11.904,        12.925,        13.033,        12.410,        13.255
15.06.2002 14:20,        12.379,        11.878,        12.742,        13.033,        12.371,        13.087
15.06.2002 14:30,        12.784,        12.169,        13.152,        13.354,        12.687,        13.429
15.06.2002 14:40,        12.968,        12.340,        13.325,        13.488,        12.859,        13.549
15.06.2002 14:50,        13.034,        12.413,        13.352,        13.610,        12.950,        13.601
15.06.2002 15:00,        13.087,        12.493,        13.526,        13.690,        12.991,        13.762
15.06.2002 15:10,        13.088,        12.475,        13.651,        13.693,        12.963,        13.748
15.06.2002 15:20,        12.756,        12.156,        13.045,        13.380,        12.660,        13.389
15.06.2002 15:30,        12.902,        12.276,        13.086,        13.393,        12.795,        13.642
15.06.2002 15:40,        12.838,        12.227,        13.194,        13.367,        12.756,        13.536
15.06.2002 15:50,        12.929,        12.262,        13.219,        13.407,        12.755,        13.669
15.06.2002 16:00,        13.074,        12.417,        13.472,        13.554,        12.925,        13.842
15.06.2002 16:10,        13.154,        12.444,        13.313,        13.567,        12.927,        13.816
15.06.2002 16:20,        13.061,        12.483,        13.299,        13.594,        12.966,        13.815
15.06.2002 16:30,        13.194,        12.518,        13.432,        13.729,        13.030,        13.896
15.06.2002 16:40,        13.154,        12.547,        13.392,        13.728,        13.071,        13.963
15.06.2002 16:50,        13.314,        12.651,        13.326,        13.755,        13.137,        14.017
15.06.2002 17:00,        13.048,        12.456,        13.288,        13.621,        13.031,        13.775
15.06.2002 17:10,        13.195,        12.590,        13.315,        13.675,        13.086,        13.883
15.06.2002 17:20,        12.947,        12.311,        12.976,        13.410,        12.789,        13.618
15.06.2002 17:30,        12.700,        11.992,        12.772,        13.133,        12.503,        13.394
15.06.2002 17:40,        12.594,        11.915,        12.658,        12.976,        12.364,        13.407
15.06.2002 17:50,        12.352,        11.746,        12.453,        12.809,        12.202,        13.135
15.06.2002 18:00,        12.473,        11.861,        12.623,        13.033,        12.393,        13.176
15.06.2002 18:10,        12.541,        11.956,        12.665,        13.101,        12.487,        13.218
15.06.2002 18:20,        12.556,        11.958,        12.668,        13.076,        12.490,        13.245
15.06.2002 18:30,        12.725,        12.135,        12.824,        13.208,        12.632,        13.442
15.06.2002 18:40,        12.689,        12.091,        12.708,        13.183,        12.571,        13.352
15.06.2002 18:50,        12.727,        12.114,        12.785,        13.183,        12.623,        13.456
15.06.2002 19:00,        12.856,        12.244,        12.917,        13.368,        12.766,        13.601
15.06.2002 19:10,        13.053,        12.448,        13.166,        13.513,        12.987,        13.891
15.06.2002 19:20,        13.328,        12.610,        13.546,        13.724,        13.144,        14.063
15.06.2002 19:30,        13.132,        12.436,        13.077,        13.424,        12.901,        13.747
15.06.2002 19:40,        13.187,        12.543,        13.184,        13.584,        13.073,        13.960
15.06.2002 19:50,        13.374,        12.791,        13.423,        13.784,        13.297,        14.135
15.06.2002 20:00,        13.638,        13.002,        13.728,        14.038,        13.547,        14.375
15.06.2002 20:10,        13.786,        13.160,        13.794,        14.198,        13.667,        14.444
15.06.2002 20:20,        13.879,        13.253,        14.033,        14.253,        13.774,        14.604
15.06.2002 20:30,        13.948,        13.349,        14.033,        14.348,        13.882,        14.633
15.06.2002 20:40,        14.161,        13.492,        14.235,        14.496,        14.015,        14.821
15.06.2002 20:50,        14.351,        13.760,        14.358,        14.645,        14.216,        14.983
15.06.2002 21:00,        14.524,        13.921,        14.576,        14.835,        14.418,        15.160
15.06.2002 21:10,        14.554,        14.012,        14.606,        14.877,        14.460,        15.188
15.06.2002 21:20,        14.571,        14.046,        14.541,        14.881,        14.504,        15.151
15.06.2002 21:30,        14.703,        14.058,        14.664,        14.951,        14.585,        15.206
15.06.2002 21:40,        14.784,        14.179,        14.855,        15.034,        14.680,        15.289
15.06.2002 21:50,        14.855,        14.250,        14.797,        15.086,        14.749,        15.356
15.06.2002 22:00,        14.828,        14.221,        14.783,        15.086,        14.721,        15.342
15.06.2002 22:10,        14.911,        14.356,        14.862,        15.115,        14.819,        15.345
15.06.2002 22:20,        15.073,        14.453,        15.080,        15.292,        14.968,        15.481
15.06.2002 22:30,        15.110,        14.460,        15.162,        15.263,        14.913,        15.439
15.06.2002 22:40,        15.111,        14.512,        15.092,        15.292,        14.955,        15.428
15.06.2002 22:50,        15.172,        14.533,        15.085,        15.297,        14.991,        15.409
15.06.2002 23:00,        15.027,        14.467,        15.049,        15.272,        14.908,        15.383
15.06.2002 23:10,        14.972,        14.373,        15.107,        15.248,        14.816,        15.408
15.06.2002 23:20,        15.105,        14.504,        15.191,        15.234,        14.962,        15.649
15.06.2002 23:30,        15.270,        14.692,        15.318,        15.422,        15.152,        15.733
15.06.2002 23:40,        15.461,        14.909,        15.548,        15.628,        15.357,        15.912
15.06.2002 23:50,        15.464,        14.816,        15.486,        15.593,        15.261,        15.732
16.06.2002 00:00,        15.037,        14.433,        15.074,        15.217,        14.914,        15.422
16.06.2002 00:10,        15.133,        14.581,        15.143,        15.261,        15.036,        15.517
16.06.2002 00:20,        15.200,        14.597,        15.308,        15.358,        15.102,        15.586
16.06.2002 00:30,        15.263,        14.726,        15.327,        15.445,        15.162,        15.621
16.06.2002 00:40,        15.360,        14.806,        15.414,        15.502,        15.256,        15.663
16.06.2002 00:50,        15.374,        14.787,        15.433,        15.505,        15.231,        15.700
16.06.2002 01:00,        15.348,        14.795,        15.403,        15.491,        15.245,        15.675
16.06.2002 01:10,        15.362,        14.779,        15.458,        15.468,        15.219,        15.651
16.06.2002 01:20,        15.369,        14.815,        15.380,        15.509,        15.238,        15.681
16.06.2002 01:30,        15.360,        14.759,        15.491,        15.521,        15.252,        15.707
16.06.2002 01:40,        15.380,        14.820,        15.450,        15.512,        15.301,        15.676
16.06.2002 01:50,        15.378,        14.832,        15.457,        15.521,        15.295,        15.670
16.06.2002 02:00,        15.374,        14.861,        15.440,        15.493,        15.281,        15.618
16.06.2002 02:10,        15.343,        14.809,        15.396,        15.473,        15.234,        15.585
16.06.2002 02:20,        15.177,        14.708,        15.283,        15.376,        15.194,        15.502
16.06.2002 02:30,        15.199,        14.691,        15.265,        15.330,        15.148,        15.431
16.06.2002 02:40,        15.147,        14.598,        15.167,        15.242,        15.036,        15.381
16.06.2002 02:50,        15.059,        14.557,        15.118,        15.206,        14.998,        15.294
16.06.2002 03:00,        15.006,        14.534,        15.072,        15.136,        14.997,        15.265
16.06.2002 03:10,        14.981,        14.469,        15.065,        15.153,        14.949,        15.230
16.06.2002 03:20,        14.946,        14.453,        14.993,        15.094,        14.914,        15.206
16.06.2002 03:30,        14.981,        14.483,        15.017,        15.080,        14.921,        15.230
16.06.2002 03:40,        15.019,        14.496,        15.058,        15.118,        14.918,        15.216
16.06.2002 03:50,        14.960,        14.490,        15.034,        15.108,        14.945,        15.206
16.06.2002 04:00,        14.977,        14.457,        15.048,        15.111,        14.921,        15.195
16.06.2002 04:10,        14.956,        14.429,        15.000,        15.063,        14.901,        15.175
16.06.2002 04:20,        14.960,        14.404,        15.007,        15.053,        14.880,        15.116
16.06.2002 04:30,        14.898,        14.371,        14.925,        14.998,        14.836,        15.082
16.06.2002 04:40,        14.836,        14.333,        14.877,        14.953,        14.802,        15.072
16.06.2002 04:50,        14.836,        14.324,        14.778,        14.915,        14.764,        14.996
16.06.2002 05:00,        14.742,        14.217,        14.792,        14.902,        14.706,        14.986
16.06.2002 05:10,        14.739,        14.204,        14.750,        14.840,        14.659,        14.934
16.06.2002 05:20,        14.697,        14.158,        14.760,        14.836,        14.673,        14.910
16.06.2002 05:30,        14.715,        14.179,        14.699,        14.826,        14.673,        14.900
16.06.2002 05:40,        14.667,        14.184,        14.746,        14.864,        14.669,        14.908
16.06.2002 05:50,        14.691,        14.166,        14.774,        14.864,        14.663,        14.908
16.06.2002 06:00,        14.705,        14.185,        14.780,        14.846,        14.659,        14.890
16.06.2002 06:10,        14.691,        14.179,        14.794,        14.870,        14.665,        14.914
16.06.2002 06:20,        14.729,        14.241,        14.828,        14.880,        14.695,        14.962
16.06.2002 06:30,        14.812,        14.310,        14.869,        14.963,        14.711,        14.990
16.06.2002 06:40,        14.835,        14.315,        14.896,        14.973,        14.749,        15.006
16.06.2002 06:50,        14.797,        14.321,        14.903,        15.004,        14.783,        15.026
16.06.2002 07:00,        14.825,        14.279,        14.930,        15.011,        14.790,        15.043
16.06.2002 07:10,        14.873,        14.364,        14.944,        15.081,        14.838,        15.143
16.06.2002 07:20,        14.936,        14.439,        15.069,        15.154,        14.925,        15.168
16.06.2002 07:30,        14.932,        14.455,        15.101,        15.137,        14.901,        15.199
16.06.2002 07:40,        14.995,        14.441,        15.160,        15.140,        14.928,        15.210
16.06.2002 07:50,        14.929,        14.433,        15.028,        15.166,        14.891,        15.203
16.06.2002 08:00,        15.015,        14.487,        15.164,        15.204,        14.941,        15.286
16.06.2002 08:10,        15.075,        14.539,        15.216,        15.298,        15.005,        15.352
16.06.2002 08:20,        15.185,        14.597,        15.310,        15.419,        15.093,        15.391
16.06.2002 08:30,        15.066,        14.494,        15.250,        15.373,        14.991,        15.363
16.06.2002 08:40,        15.067,        14.575,        15.247,        15.359,        15.033,        15.371
16.06.2002 08:50,        15.089,        14.544,        15.251,        15.405,        15.029,        15.389
16.06.2002 09:00,        15.093,        14.521,        15.364,        15.355,        14.992,        15.409
16.06.2002 09:10,        15.129,        14.480,        15.249,        15.358,        15.042,        15.395
16.06.2002 09:20,        15.503,        14.873,        15.685,        15.713,        15.385,        15.623
16.06.2002 09:30,        15.355,        14.669,        15.500,        15.616,        15.199,        15.568
16.06.2002 09:40,        15.447,        14.751,        15.513,        15.581,        15.254,        15.609
16.06.2002 09:50,        15.360,        14.823,        15.590,        15.656,        15.323,        15.662
16.06.2002 10:00,        15.494,        14.906,        15.590,        15.682,        15.411,        15.772
16.06.2002 10:10,        15.534,        14.936,        15.680,        15.721,        15.431,        15.813
16.06.2002 10:20,        15.494,        14.903,        15.678,        15.691,        15.360,        15.720
16.06.2002 10:30,        15.372,        14.757,        15.580,        15.632,        15.261,        15.661
16.06.2002 10:40,        14.967,        14.463,        15.353,        15.194,        14.900,        15.408
16.06.2002 10:50,        14.628,        14.051,        15.005,        15.040,        14.628,        15.111
16.06.2002 11:00,        14.802,        14.181,        14.819,        14.834,        14.489,        14.997
16.06.2002 11:10,        14.545,        13.913,        14.601,        14.613,        14.208,        14.659
16.06.2002 11:20,        14.375,        13.659,        14.235,        14.398,        14.006,        14.548
16.06.2002 11:30,        13.776,        13.184,        14.275,        14.296,        13.829,        14.407
16.06.2002 11:40,        13.681,        13.089,        14.334,        13.859,        13.424,        14.022
16.06.2002 11:50,        13.457,        12.843,        14.181,        13.816,        13.323,        13.999
16.06.2002 12:00,        14.003,        13.298,        13.965,        14.179,        13.773,        14.345
16.06.2002 12:10,        14.158,        13.492,        14.134,        14.377,        14.021,        14.566
16.06.2002 12:20,        14.479,        13.805,        14.364,        14.556,        14.186,        14.684
16.06.2002 12:30,        14.307,        13.654,        14.384,        14.728,        14.170,        14.626
16.06.2002 12:40,        14.000,        13.397,        14.270,        14.460,        13.927,        14.472
16.06.2002 12:50,        14.190,        13.377,        14.111,        14.367,        13.915,        14.443
16.06.2002 13:00,        14.212,        13.573,        14.174,        14.394,        13.918,        14.482
16.06.2002 13:10,        14.013,        13.442,        14.526,        14.455,        13.907,        14.504
16.06.2002 13:20,        13.394,        12.705,        14.074,        13.887,        13.318,        14.056
16.06.2002 13:30,        13.676,        12.954,        14.042,        14.087,        13.514,        14.125
16.06.2002 13:40,        13.633,        12.954,        13.490,        13.734,        13.207,        13.847
16.06.2002 13:50,        13.299,        12.667,        13.560,        13.734,        13.180,        13.747
16.06.2002 14:00,        13.118,        12.415,        13.183,        13.591,        12.937,        13.541
16.06.2002 14:10,        13.297,        12.573,        13.167,        13.681,        13.100,        13.744
16.06.2002 14:20,        13.259,        12.518,        13.558,        13.628,        13.011,        13.747
16.06.2002 14:30,        13.190,        12.515,        13.597,        13.705,        12.986,        13.742
16.06.2002 14:40,        13.085,        12.502,        13.501,        13.703,        13.000,        13.835
16.06.2002 14:50,        13.358,        12.651,        13.503,        13.745,        13.132,        14.005
16.06.2002 15:00,        13.383,        12.687,        13.727,        13.850,        13.182,        14.059
16.06.2002 15:10,        13.515,        12.786,        14.131,        14.092,        13.364,        14.299
16.06.2002 15:20,        13.262,        12.502,        13.686,        13.863,        13.126,        14.058
16.06.2002 15:30,        13.302,        12.607,        13.699,        13.916,        13.179,        14.178
16.06.2002 15:40,        13.409,        12.638,        13.673,        13.876,        13.142,        14.125
16.06.2002 15:50,        12.881,        12.244,        13.593,        13.782,        12.887,        13.644
16.06.2002 16:00,        13.089,        12.349,        13.209,        13.582,        12.933,        13.924
16.06.2002 16:10,        12.864,        12.231,        13.286,        13.528,        12.796,        13.737
16.06.2002 16:20,        12.551,        11.844,        12.710,        13.195,        12.442,        13.208
16.06.2002 16:30,        12.877,        12.243,        13.156,        13.501,        12.822,        13.578
16.06.2002 16:40,        12.587,        11.869,        12.787,        13.208,        12.406,        13.327
16.06.2002 16:50,        12.772,        12.101,        12.895,        13.382,        12.704,        13.498
16.06.2002 17:00,        12.810,        12.062,        12.856,        13.355,        12.652,        13.511
16.06.2002 17:10,        12.850,        12.204,        13.080,        13.475,        12.758,        13.591
16.06.2002 17:20,        12.770,        12.085,        12.899,        13.329,        12.691,        13.471
16.06.2002 17:30,        12.758,        12.114,        13.137,        13.462,        12.744,        13.564
16.06.2002 17:40,        12.775,        12.197,        13.203,        13.516,        12.799,        13.526
16.06.2002 17:50,        13.158,        12.452,        13.284,        13.650,        13.077,        13.964
16.06.2002 18:00,        13.609,        12.958,        13.732,        14.078,        13.525,        14.461
16.06.2002 18:10,        13.850,        13.119,        13.932,        14.321,        13.672,        14.542
16.06.2002 18:20,        13.810,        13.037,        13.973,        14.200,        13.592,        14.624
16.06.2002 18:30,        13.530,        12.663,        13.604,        13.959,        13.315,        14.246
16.06.2002 18:40,        13.226,        12.315,        13.318,        13.560,        12.922,        13.925
16.06.2002 18:50,        13.070,        12.290,        13.162,        13.534,        12.910,        13.940
16.06.2002 19:00,        13.400,        12.603,        13.546,        13.747,        13.160,        14.206
16.06.2002 19:10,        13.467,        12.641,        13.694,        13.814,        13.187,        14.220
16.06.2002 19:20,        13.389,        12.564,        13.724,        13.828,        13.161,        14.166
16.06.2002 19:30,        13.482,        12.646,        13.844,        13.869,        13.215,        14.139
16.06.2002 19:40,        13.654,        12.854,        13.779,        13.882,        13.346,        14.300
16.06.2002 19:50,        13.895,        12.932,        13.860,        13.949,        13.414,        14.434
16.06.2002 20:00,        13.814,        12.842,        13.847,        13.949,        13.416,        14.395
16.06.2002 20:10,        13.976,        12.998,        13.852,        14.056,        13.546,        14.529
16.06.2002 20:20,        14.354,        13.156,        13.895,        14.245,        13.760,        14.691
16.06.2002 20:30,        14.478,        13.474,        14.163,        14.420,        14.054,        15.003
16.06.2002 20:40,        15.205,        14.551,        14.523,        15.137,        14.983,        16.098
16.06.2002 20:50,        15.669,        14.998,        15.283,        15.764,        15.459,        16.387
16.06.2002 21:00,        15.724,        14.842,        15.523,        15.793,        15.379,        15.945
16.06.2002 21:10,        15.698,        14.870,        15.581,        15.779,        15.434,        15.959
16.06.2002 21:20,        15.725,        14.993,        15.689,        15.876,        15.571,        15.931
16.06.2002 21:30,        15.809,        15.134,        15.729,        16.001,        15.738,        16.112
