# Database Output
# UBC University of British Columbia
# JUNE 22 2015 14:35
#
# Time indicated in PST (GMT-8)
# Times indicate end of averaging period
#
# BSPA Basel - Spalenring         610360/267140 278m
#
# 00 BSPAAHA1 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 01 BSPAAHA2 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 02 BSPAAHA3 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 03 BSPAAHA4 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 04 BSPAAHA5 Basel - Spalenring : Absolute Humidity  22.90m [g/m3]
# 05 BSPAAHA7 Basel - Spalenring : Absolute Humidity  32.90m [g/m3]
#
                ,      BSPAAHA1,      BSPAAHA2,      BSPAAHA3,      BSPAAHA4,      BSPAAHA5,      BSPAAHA7
02.07.2002 05:30,         9.908,         9.432,        10.015,         9.925,         9.882,        10.923
02.07.2002 05:40,         9.701,         9.226,         9.984,         9.810,         9.740,        10.762
02.07.2002 05:50,         9.611,         9.153,         9.861,         9.654,         9.602,        10.786
02.07.2002 06:00,         9.585,         9.099,         9.763,         9.631,         9.544,        10.751
02.07.2002 06:10,         9.634,         9.171,         9.936,         9.701,         9.636,        10.860
02.07.2002 06:20,         9.657,         9.223,         9.911,         9.721,         9.648,        10.853
02.07.2002 06:30,         9.594,         9.162,         9.804,         9.670,         9.580,        10.791
02.07.2002 06:40,         9.622,         9.167,         9.756,         9.635,         9.593,        10.765
02.07.2002 06:50,         9.712,         9.267,         9.828,         9.714,         9.662,        10.825
02.07.2002 07:00,         9.769,         9.370,         9.923,         9.841,         9.787,        10.896
02.07.2002 07:10,        10.019,         9.608,        10.192,        10.095,        10.110,        11.025
02.07.2002 07:20,        10.335,         9.884,        10.542,        10.440,        10.375,        11.083
02.07.2002 07:30,        10.574,        10.091,        10.900,        10.700,        10.573,        11.222
02.07.2002 07:40,        10.793,        10.257,        10.934,        10.835,        10.728,        11.393
02.07.2002 07:50,        10.773,        10.303,        10.986,        10.866,        10.746,        11.468
02.07.2002 08:00,        10.863,        10.281,        11.046,        10.870,        10.770,        11.421
02.07.2002 08:10,        10.798,        10.268,        11.103,        10.930,        10.815,        11.366
02.07.2002 08:20,        10.835,        10.305,        11.129,        10.883,        10.738,        11.542
02.07.2002 08:30,        10.701,        10.281,        11.002,        10.787,        10.670,        11.474
02.07.2002 08:40,        10.617,        10.115,        10.927,        10.697,        10.576,        11.390
02.07.2002 08:50,        10.588,        10.137,        10.932,        10.632,        10.517,        11.447
02.07.2002 09:00,        10.546,        10.137,        10.919,        10.651,        10.578,        11.477
02.07.2002 09:10,        10.663,        10.245,        10.961,        10.720,        10.672,        11.544
02.07.2002 09:20,        10.649,        10.136,        10.959,        10.688,        10.623,        11.457
02.07.2002 09:30,        10.639,        10.236,        10.950,        10.705,        10.638,        11.492
02.07.2002 09:40,        10.675,        10.267,        10.922,        10.717,        10.655,        11.523
02.07.2002 09:50,        10.660,        10.257,        10.944,        10.753,        10.678,        11.451
02.07.2002 10:00,        10.678,        10.299,        10.899,        10.767,        10.688,        11.493
02.07.2002 10:10,        10.841,        10.440,        11.018,        10.905,        10.823,        11.521
02.07.2002 10:20,        10.912,        10.546,        11.101,        10.979,        10.924,        11.520
02.07.2002 10:30,        11.091,        10.693,        11.236,        11.110,        11.065,        11.652
02.07.2002 10:40,        11.211,        10.740,        11.322,        11.242,        11.135,        11.576
02.07.2002 10:50,        10.777,        10.361,        10.885,        10.795,        10.690,        11.243
02.07.2002 11:00,        10.557,        10.186,        10.696,        10.568,        10.523,        11.106
02.07.2002 11:10,        10.463,        10.049,        10.661,        10.498,        10.431,        11.009
02.07.2002 11:20,        10.317,         9.957,        10.567,        10.369,        10.315,        10.971
02.07.2002 11:30,        10.254,         9.847,        10.463,        10.251,        10.205,        11.004
02.07.2002 11:40,        10.140,         9.702,        10.381,        10.185,        10.135,        10.931
02.07.2002 11:50,        10.045,         9.647,        10.283,        10.113,        10.091,        10.974
02.07.2002 12:00,         9.941,         9.533,        10.153,         9.981,         9.940,        10.847
02.07.2002 12:10,         9.841,         9.378,        10.055,         9.925,         9.852,        10.830
02.07.2002 12:20,         9.704,         9.211,         9.822,         9.635,         9.623,        10.692
02.07.2002 12:30,         9.464,         9.035,         9.616,         9.538,         9.505,        10.557
02.07.2002 12:40,         9.464,         9.055,         9.536,         9.461,         9.448,        10.514
02.07.2002 12:50,         9.497,         9.060,         9.612,         9.478,         9.481,        10.609
02.07.2002 13:00,         9.566,         9.133,         9.686,         9.615,         9.599,        10.728
02.07.2002 13:10,         9.613,         9.198,         9.784,         9.679,         9.626,        10.794
02.07.2002 13:20,         9.644,         9.192,         9.939,         9.741,         9.662,        10.799
02.07.2002 13:30,         9.483,         9.079,         9.816,         9.581,         9.503,        10.650
02.07.2002 13:40,         9.699,         9.290,         9.854,         9.700,         9.703,        10.909
02.07.2002 13:50,         9.804,         9.376,        10.000,         9.838,         9.791,        10.892
02.07.2002 14:00,         9.478,         9.056,         9.771,         9.587,         9.506,        10.664
02.07.2002 14:10,         9.434,         9.013,         9.809,         9.507,         9.430,        10.622
02.07.2002 14:20,         9.433,         9.003,         9.812,         9.522,         9.451,        10.670
02.07.2002 14:30,         9.144,         8.720,         9.516,         9.231,         9.154,        10.291
02.07.2002 14:40,         9.148,         8.721,         9.459,         9.173,         9.142,        10.418
02.07.2002 14:50,         9.196,         8.755,         9.548,         9.217,         9.205,        10.451
02.07.2002 15:00,         9.302,         8.841,         9.576,         9.304,         9.275,        10.593
02.07.2002 15:10,         9.027,         8.565,         9.319,         9.065,         9.017,        10.361
02.07.2002 15:20,         8.977,         8.515,         9.277,         8.995,         8.984,        10.405
02.07.2002 15:30,         8.959,         8.527,         9.272,         8.995,         8.992,        10.356
02.07.2002 15:40,         9.025,         8.604,         9.365,         9.077,         9.073,        10.472
02.07.2002 15:50,         9.064,         8.637,         9.355,         9.117,         9.113,        10.564
02.07.2002 16:00,         8.986,         8.586,         9.303,         9.046,         9.036,        10.496
02.07.2002 16:10,         8.854,         8.434,         9.219,         8.947,         8.917,        10.278
02.07.2002 16:20,         8.765,         8.346,         9.110,         8.859,         8.826,        10.216
02.07.2002 16:30,         8.613,         8.213,         9.011,         8.731,         8.689,         9.963
02.07.2002 16:40,         8.613,         8.223,         8.961,         8.692,         8.699,        10.041
02.07.2002 16:50,         8.683,         8.306,         9.047,         8.816,         8.756,        10.184
02.07.2002 17:00,         8.782,         8.365,         9.146,         8.881,         8.865,        10.279
02.07.2002 17:10,         8.746,         8.326,         9.160,         8.861,         8.829,        10.201
02.07.2002 17:20,         8.734,         8.341,         9.092,         8.843,         8.816,        10.224
02.07.2002 17:30,         8.746,         8.323,         9.108,         8.865,         8.829,        10.216
02.07.2002 17:40,         8.824,         8.383,         9.202,         8.905,         8.904,        10.283
02.07.2002 17:50,         8.841,         8.384,         9.188,         8.891,         8.891,        10.267
02.07.2002 18:00,         8.887,         8.458,         9.151,         8.958,         8.961,        10.434
02.07.2002 18:10,         8.909,         8.490,         9.221,         9.017,         9.020,        10.453
02.07.2002 18:20,         8.670,         8.261,         8.971,         8.781,         8.779,        10.166
02.07.2002 18:30,         8.674,         8.267,         8.916,         8.750,         8.793,        10.352
02.07.2002 18:40,         8.718,         8.276,         8.915,         8.746,         8.802,        10.383
02.07.2002 18:50,         8.670,         8.274,         8.864,         8.715,         8.774,        10.342
02.07.2002 19:00,         8.725,         8.289,         8.953,         8.805,         8.811,        10.327
02.07.2002 19:10,         8.598,         8.192,         8.913,         8.678,         8.745,        10.170
02.07.2002 19:20,         8.482,         8.063,         8.760,         8.530,         8.601,        10.040
02.07.2002 19:30,         8.483,         8.073,         8.751,         8.518,         8.569,        10.150
02.07.2002 19:40,         8.474,         8.094,         8.776,         8.506,         8.582,        10.170
02.07.2002 19:50,         8.515,         8.115,         8.807,         8.565,         8.624,        10.196
02.07.2002 20:00,         8.551,         8.133,         8.828,         8.569,         8.638,        10.196
02.07.2002 20:10,         8.636,         8.193,         8.846,         8.614,         8.658,        10.352
02.07.2002 20:20,         8.762,         8.325,         8.878,         8.719,         8.778,        10.336
02.07.2002 20:30,         8.736,         8.322,         8.939,         8.753,         8.802,        10.371
02.07.2002 20:40,         8.805,         8.335,         8.872,         8.733,         8.806,        10.301
02.07.2002 20:50,         8.857,         8.344,         8.860,         8.683,         8.797,        10.286
02.07.2002 21:00,         8.839,         8.366,         8.921,         8.733,         8.819,        10.280
02.07.2002 21:10,         8.881,         8.315,         8.941,         8.727,         8.816,        10.259
02.07.2002 21:20,         8.832,         8.299,         8.860,         8.698,         8.762,        10.232
02.07.2002 21:30,         8.814,         8.301,         8.848,         8.669,         8.745,        10.202
02.07.2002 21:40,         8.839,         8.310,         8.844,         8.674,         8.749,        10.193
02.07.2002 21:50,         8.760,         8.262,         8.808,         8.622,         8.685,        10.147
02.07.2002 22:00,         8.847,         8.349,         8.876,         8.721,         8.785,        10.217
02.07.2002 22:10,         8.855,         8.369,         8.900,         8.719,         8.783,        10.214
02.07.2002 22:20,         8.812,         8.320,         8.851,         8.678,         8.728,        10.210
02.07.2002 22:30,         8.801,         8.259,         8.865,         8.641,         8.669,        10.130
02.07.2002 22:40,         8.758,         8.273,         8.770,         8.649,         8.682,        10.155
02.07.2002 22:50,         8.790,         8.331,         8.858,         8.731,         8.801,        10.310
02.07.2002 23:00,         8.840,         8.395,         8.863,         8.739,         8.788,        10.201
02.07.2002 23:10,         8.795,         8.362,         8.937,         8.762,         8.835,        10.221
02.07.2002 23:20,         9.055,         8.561,         9.053,         8.887,         8.965,        10.292
02.07.2002 23:30,         8.935,         8.374,         8.984,         8.754,         8.772,        10.115
02.07.2002 23:40,         8.761,         8.216,         8.801,         8.584,         8.591,         9.957
02.07.2002 23:50,         8.593,         8.134,         8.738,         8.394,         8.438,         9.916
03.07.2002 00:00,         8.542,         8.070,         8.587,         8.184,         8.258,         9.855
03.07.2002 00:10,         8.746,         8.374,         9.077,         9.028,         9.133,        10.400
03.07.2002 00:20,         9.357,         8.936,         9.460,         9.289,         9.381,        10.517
03.07.2002 00:30,         9.432,         8.984,         9.457,         9.337,         9.430,        10.534
03.07.2002 00:40,         9.467,         9.013,         9.502,         9.383,         9.484,        10.586
03.07.2002 00:50,         9.485,         9.033,         9.568,         9.373,         9.491,        10.596
03.07.2002 01:00,         9.481,         9.035,         9.533,         9.392,         9.482,        10.532
03.07.2002 01:10,         9.485,         9.010,         9.460,         9.323,         9.409,        10.480
03.07.2002 01:20,         9.427,         9.005,         9.589,         9.293,         9.365,        10.511
03.07.2002 01:30,         9.406,         8.942,         9.469,         9.267,         9.305,        10.457
03.07.2002 01:40,         9.439,         8.997,         9.504,         9.338,         9.365,        10.479
03.07.2002 01:50,         9.521,         9.084,         9.565,         9.453,         9.482,        10.555
03.07.2002 02:00,         9.561,         9.131,         9.584,         9.445,         9.482,        10.488
03.07.2002 02:10,         9.530,         9.062,         9.522,         9.418,         9.485,        10.493
03.07.2002 02:20,         9.514,         9.123,         9.565,         9.447,         9.488,        10.500
03.07.2002 02:30,         9.428,         9.038,         9.527,         9.400,         9.427,        10.444
03.07.2002 02:40,         9.447,         9.035,         9.540,         9.410,         9.445,        10.444
03.07.2002 02:50,         9.469,         9.072,         9.526,         9.409,         9.430,        10.368
03.07.2002 03:00,         9.449,         9.035,         9.509,         9.432,         9.446,        10.366
03.07.2002 03:10,         9.596,         9.199,         9.677,         9.603,         9.605,        10.448
03.07.2002 03:20,         9.652,         9.267,         9.692,         9.619,         9.635,        10.429
03.07.2002 03:30,         9.644,         9.230,         9.680,         9.629,         9.642,        10.419
03.07.2002 03:40,         9.670,         9.257,         9.678,         9.639,         9.662,        10.395
03.07.2002 03:50,         9.598,         9.200,         9.659,         9.574,         9.594,        10.381
03.07.2002 04:00,         9.632,         9.214,         9.670,         9.622,         9.622,        10.391
03.07.2002 04:10,         9.694,         9.254,         9.692,         9.649,         9.653,        10.406
03.07.2002 04:20,         9.692,         9.256,         9.697,         9.646,         9.647,        10.369
03.07.2002 04:30,         9.649,         9.300,         9.691,         9.624,         9.648,        10.364
03.07.2002 04:40,         9.678,         9.265,         9.676,         9.600,         9.630,        10.368
03.07.2002 04:50,         9.622,         9.245,         9.645,         9.568,         9.624,        10.342
03.07.2002 05:00,         9.595,         9.201,         9.617,         9.509,         9.571,        10.299
03.07.2002 05:10,         9.594,         9.191,         9.615,         9.526,         9.612,        10.297
03.07.2002 05:20,         9.605,         9.186,         9.625,         9.483,         9.534,        10.309
03.07.2002 05:30,         9.573,         9.158,         9.585,         9.481,         9.556,        10.294
03.07.2002 05:40,         9.641,         9.211,         9.604,         9.511,         9.676,        10.295
03.07.2002 05:50,         9.561,         9.106,         9.538,         9.418,         9.475,        10.272
03.07.2002 06:00,         9.490,         9.079,         9.516,         9.402,         9.470,        10.314
03.07.2002 06:10,         9.554,         9.119,         9.532,         9.442,         9.489,        10.325
03.07.2002 06:20,         9.635,         9.210,         9.602,         9.520,         9.563,        10.411
03.07.2002 06:30,         9.651,         9.232,         9.623,         9.539,         9.556,        10.456
03.07.2002 06:40,         9.654,         9.185,         9.653,         9.562,         9.590,        10.531
03.07.2002 06:50,         9.771,         9.280,         9.729,         9.604,         9.603,        10.662
03.07.2002 07:00,         9.731,         9.279,         9.746,         9.604,         9.601,        10.716
03.07.2002 07:10,         9.741,         9.249,         9.733,         9.613,         9.635,        10.729
03.07.2002 07:20,         9.717,         9.197,         9.735,         9.578,         9.600,        10.767
03.07.2002 07:30,         9.747,         9.313,         9.756,         9.593,         9.621,        10.797
03.07.2002 07:40,         9.723,         9.308,         9.784,         9.556,         9.574,        10.744
03.07.2002 07:50,         9.717,         9.220,         9.656,         9.442,         9.472,        10.745
03.07.2002 08:00,         9.521,         9.081,         9.436,         9.188,         9.221,        10.556
03.07.2002 08:10,         9.281,         8.820,         9.317,         9.115,         9.187,        10.623
03.07.2002 08:20,         9.594,         9.157,         9.742,         9.536,         9.576,        10.965
03.07.2002 08:30,         9.513,         9.026,         9.507,         9.306,         9.401,        10.851
03.07.2002 08:40,         9.433,         8.946,         9.460,         9.233,         9.327,        10.856
03.07.2002 08:50,         9.576,         9.098,         9.589,         9.391,         9.461,        11.038
03.07.2002 09:00,         9.705,         9.207,         9.657,         9.489,         9.616,        11.136
03.07.2002 09:10,         9.700,         9.165,         9.631,         9.439,         9.632,        11.147
03.07.2002 09:20,         9.650,         9.153,         9.658,         9.494,         9.681,        11.250
03.07.2002 09:30,         9.904,         9.354,         9.828,         9.685,         9.810,        11.459
03.07.2002 09:40,         9.897,         9.439,         9.874,         9.640,         9.695,        11.437
03.07.2002 09:50,         9.697,         9.276,         9.996,         9.603,         9.691,        11.446
03.07.2002 10:00,         9.840,         9.365,        10.007,         9.631,         9.736,        11.466
03.07.2002 10:10,         9.748,         9.261,        10.090,         9.603,         9.705,        11.656
03.07.2002 10:20,         9.527,         9.042,         9.791,         9.487,         9.506,        11.566
03.07.2002 10:30,         9.272,         8.833,         9.726,         9.303,         9.310,        11.550
03.07.2002 10:40,         9.351,         8.882,         9.723,         9.348,         9.372,        11.570
03.07.2002 10:50,         9.473,         9.003,         9.972,         9.530,         9.503,        11.717
03.07.2002 11:00,         9.352,         8.924,         9.861,         9.484,         9.431,        11.583
03.07.2002 11:10,         9.451,         8.996,         9.788,         9.454,         9.483,        11.584
03.07.2002 11:20,         9.718,         9.252,        10.038,         9.716,         9.735,        12.023
03.07.2002 11:30,         9.714,         9.254,        10.003,         9.726,         9.745,        11.986
03.07.2002 11:40,         9.702,         9.228,        10.006,         9.661,         9.719,        11.975
03.07.2002 11:50,         9.710,         9.241,         9.937,         9.719,         9.716,        11.999
03.07.2002 12:00,         9.671,         9.205,         9.933,         9.665,         9.688,        11.965
03.07.2002 12:10,         9.648,         9.126,         9.819,         9.634,         9.644,        11.865
03.07.2002 12:20,         9.719,         9.231,         9.927,         9.709,         9.733,        11.991
03.07.2002 12:30,         9.704,         9.203,         9.796,         9.652,         9.692,        11.776
03.07.2002 12:40,         9.777,         9.292,         9.950,         9.762,         9.793,        11.887
03.07.2002 12:50,         9.640,         9.181,         9.819,         9.657,         9.662,        11.685
03.07.2002 13:00,         9.627,         9.158,         9.785,         9.597,         9.645,        11.701
03.07.2002 13:10,         9.737,         9.272,         9.961,         9.742,         9.760,        11.800
03.07.2002 13:20,         9.721,         9.226,         9.867,         9.679,         9.689,        11.787
03.07.2002 13:30,         9.778,         9.246,         9.923,         9.712,         9.719,        11.962
03.07.2002 13:40,         9.810,         9.237,        10.011,         9.775,         9.749,        11.935
03.07.2002 13:50,         9.808,         9.236,         9.899,         9.684,         9.715,        11.868
03.07.2002 14:00,         9.889,         9.328,        10.153,         9.857,         9.823,        12.044
03.07.2002 14:10,         9.840,         9.334,        10.068,         9.822,         9.795,        12.051
03.07.2002 14:20,         9.993,         9.494,        10.223,         9.887,         9.927,        12.244
03.07.2002 14:30,        10.118,         9.517,        10.244,         9.926,         9.982,        12.270
03.07.2002 14:40,        10.087,         9.537,        10.248,         9.990,        10.014,        12.240
03.07.2002 14:50,         9.888,         9.347,        10.053,         9.807,         9.821,        12.034
03.07.2002 15:00,         9.642,         9.139,         9.793,         9.554,         9.596,        11.828
03.07.2002 15:10,         9.574,         9.018,         9.605,         9.424,         9.509,        11.766
03.07.2002 15:20,         9.655,         9.080,         9.788,         9.374,         9.479,        11.535
03.07.2002 15:30,        10.072,         9.457,        10.349,         9.580,         9.651,        11.656
03.07.2002 15:40,         9.931,         9.301,        10.014,         9.731,         9.743,        11.857
03.07.2002 15:50,        10.002,         9.444,        10.148,         9.866,         9.941,        12.135
03.07.2002 16:00,         9.828,         9.248,        10.292,         9.932,         9.895,        11.768
03.07.2002 16:10,         9.362,         8.845,         9.817,         9.448,         9.444,        11.298
03.07.2002 16:20,         9.571,         8.991,        10.118,         9.742,         9.737,        11.310
03.07.2002 16:30,         9.681,         9.080,        10.276,         9.918,         9.817,        11.346
03.07.2002 16:40,         9.631,         9.087,        10.022,         9.767,         9.780,        11.477
03.07.2002 16:50,        10.108,         9.541,        10.549,        10.293,        10.255,        11.659
03.07.2002 17:00,        10.450,         9.901,        10.934,        10.494,        10.516,        11.810
03.07.2002 17:10,        10.713,        10.168,        11.261,        10.873,        10.776,        12.050
03.07.2002 17:20,        10.743,        10.225,        11.248,        10.828,        10.827,        12.172
03.07.2002 17:30,        10.770,        10.242,        11.168,        10.848,        10.826,        12.132
03.07.2002 17:40,        10.527,         9.991,        10.588,        10.436,        10.451,        11.903
03.07.2002 17:50,        10.382,         9.852,        10.420,        10.265,        10.350,        11.847
03.07.2002 18:00,        10.565,        10.041,        10.609,        10.426,        10.558,        11.983
03.07.2002 18:10,        10.555,         9.987,        10.575,        10.372,        10.481,        11.966
03.07.2002 18:20,        10.465,         9.900,        10.515,        10.326,        10.378,        11.951
03.07.2002 18:30,        10.128,         9.627,        10.189,        10.014,        10.072,        11.791
03.07.2002 18:40,        10.125,         9.611,        10.148,        10.020,        10.079,        11.826
03.07.2002 18:50,        10.132,         9.641,        10.286,        10.081,        10.123,        11.889
03.07.2002 19:00,        10.118,         9.615,        10.252,        10.091,        10.136,        11.850
03.07.2002 19:10,        10.010,         9.505,        10.101,         9.993,        10.032,        11.787
03.07.2002 19:20,         9.920,         9.396,        10.005,         9.866,         9.928,        11.694
03.07.2002 19:30,         9.846,         9.317,        10.008,         9.827,         9.858,        11.638
03.07.2002 19:40,         9.750,         9.252,         9.881,         9.697,         9.755,        11.604
03.07.2002 19:50,         9.544,         9.016,         9.732,         9.564,         9.575,        11.427
03.07.2002 20:00,         9.547,         9.040,         9.600,         9.445,         9.523,        11.394
03.07.2002 20:10,         9.654,         9.090,         9.716,         9.498,         9.556,        11.393
03.07.2002 20:20,         9.604,         9.078,         9.637,         9.479,         9.553,        11.409
03.07.2002 20:30,         9.651,         9.112,         9.697,         9.539,         9.607,        11.376
03.07.2002 20:40,         9.688,         9.172,         9.664,         9.553,         9.660,        11.378
03.07.2002 20:50,         9.665,         9.153,         9.691,         9.579,         9.660,        11.349
03.07.2002 21:00,         9.693,         9.178,         9.702,         9.600,         9.655,        11.300
03.07.2002 21:10,         9.680,         9.204,         9.752,         9.617,         9.688,        11.333
03.07.2002 21:20,         9.740,         9.198,         9.780,         9.661,         9.708,        11.398
03.07.2002 21:30,         9.764,         9.253,         9.900,         9.729,         9.769,        11.309
03.07.2002 21:40,        10.463,         9.945,        10.876,        10.655,        10.484,        10.969
03.07.2002 21:50,        10.973,        10.411,        11.356,        11.138,        10.973,        11.221
03.07.2002 22:00,        11.198,        10.646,        11.592,        11.342,        11.180,        11.283
03.07.2002 22:10,        11.238,        10.658,        11.609,        11.407,        11.176,        11.212
03.07.2002 22:20,        11.257,        10.678,        11.424,        11.300,        11.119,        11.215
03.07.2002 22:30,        11.390,        10.774,        11.481,        11.286,        11.128,        11.215
03.07.2002 22:40,        11.246,        10.678,        11.427,        11.253,        11.049,        11.160
03.07.2002 22:50,        11.279,        10.669,        11.217,        11.165,        10.992,        11.328
03.07.2002 23:00,        11.226,        10.707,        11.394,        11.184,        11.054,        11.507
03.07.2002 23:10,        11.221,        10.705,        11.674,        11.311,        11.125,        11.634
03.07.2002 23:20,        11.258,        10.747,        11.651,        11.362,        11.177,        11.629
03.07.2002 23:30,        11.348,        10.799,        11.679,        11.423,        11.241,        11.613
03.07.2002 23:40,        11.518,        10.927,        11.704,        11.526,        11.358,        11.627
03.07.2002 23:50,        11.562,        11.043,        11.912,        11.707,        11.513,        11.711
04.07.2002 00:00,        11.715,        11.110,        12.048,        11.807,        11.566,        11.695
04.07.2002 00:10,        11.014,        10.366,        11.656,        11.277,        10.872,        11.061
04.07.2002 00:20,        10.823,        10.235,        11.364,        11.020,        10.703,        10.984
04.07.2002 00:30,        10.953,        10.441,        11.495,        11.084,        10.877,        11.119
04.07.2002 00:40,        11.173,        10.584,        11.520,        11.166,        11.001,        11.255
04.07.2002 00:50,        11.301,        10.725,        11.684,        11.361,        11.170,        11.330
04.07.2002 01:00,        11.290,        10.709,        11.700,        11.406,        11.173,        11.302
04.07.2002 01:10,        11.127,        10.611,        11.565,        11.224,        11.005,        11.124
04.07.2002 01:20,        10.933,        10.404,        11.379,        11.071,        10.804,        10.920
04.07.2002 01:30,        10.733,        10.236,        11.270,        10.901,        10.642,        10.765
04.07.2002 01:40,        10.531,        10.047,        11.088,        10.729,        10.514,        10.613
04.07.2002 01:50,        10.464,         9.952,        10.952,        10.627,        10.428,        10.539
04.07.2002 02:00,        10.533,         9.987,        10.935,        10.627,        10.394,        10.471
04.07.2002 02:10,        10.004,         9.518,        10.576,        10.189,         9.931,         9.915
04.07.2002 02:20,         9.502,         9.031,        10.061,         9.685,         9.477,         9.462
04.07.2002 02:30,         9.379,         8.990,         9.916,         9.546,         9.360,         9.380
04.07.2002 02:40,         9.576,         9.185,        10.007,         9.706,         9.534,         9.615
04.07.2002 02:50,         9.727,         9.330,        10.142,         9.829,         9.672,         9.821
04.07.2002 03:00,         9.846,         9.441,        10.145,         9.854,         9.763,        10.004
04.07.2002 03:10,         9.747,         9.385,        10.197,         9.899,         9.723,         9.996
04.07.2002 03:20,         9.670,         9.342,        10.182,         9.845,         9.703,         9.989
04.07.2002 03:30,         9.714,         9.342,        10.180,         9.853,         9.706,         9.994
04.07.2002 03:40,         9.676,         9.322,        10.157,         9.833,         9.652,         9.945
04.07.2002 03:50,         9.662,         9.328,        10.157,         9.811,         9.643,         9.929
04.07.2002 04:00,         9.578,         9.242,        10.079,         9.741,         9.569,         9.855
04.07.2002 04:10,         9.480,         9.157,         9.964,         9.645,         9.444,         9.784
04.07.2002 04:20,         9.421,         9.105,         9.906,         9.566,         9.412,         9.785
04.07.2002 04:30,         9.516,         9.195,         9.922,         9.609,         9.482,         9.885
04.07.2002 04:40,         9.568,         9.242,        10.037,         9.714,         9.551,         9.892
04.07.2002 04:50,         9.579,         9.254,         9.966,         9.686,         9.566,         9.905
04.07.2002 05:00,         9.600,         9.277,         9.901,         9.659,         9.563,         9.911
04.07.2002 05:10,         9.568,         9.239,         9.899,         9.668,         9.543,         9.843
04.07.2002 05:20,         9.497,         9.180,         9.843,         9.588,         9.470,         9.752
04.07.2002 05:30,         9.351,         9.026,         9.812,         9.483,         9.342,         9.688
04.07.2002 05:40,         9.273,         8.956,         9.789,         9.452,         9.278,         9.638
04.07.2002 05:50,         9.233,         8.867,         9.710,         9.373,         9.217,         9.598
04.07.2002 06:00,         9.027,         8.684,         9.557,         9.177,         9.040,         9.463
04.07.2002 06:10,         8.997,         8.670,         9.494,         9.129,         9.047,         9.443
04.07.2002 06:20,         8.934,         8.637,         9.463,         9.113,         9.004,         9.432
04.07.2002 06:30,         8.990,         8.617,         9.413,         9.066,         8.975,         9.446
04.07.2002 06:40,         8.837,         8.510,         9.348,         8.998,         8.902,         9.390
04.07.2002 06:50,         8.880,         8.548,         9.440,         9.063,         8.943,         9.462
04.07.2002 07:00,         8.936,         8.589,         9.440,         9.083,         8.974,         9.485
04.07.2002 07:10,         8.851,         8.526,         9.380,         9.029,         8.918,         9.449
04.07.2002 07:20,         8.809,         8.465,         9.341,         9.002,         8.867,         9.466
04.07.2002 07:30,         8.885,         8.530,         9.320,         9.015,         8.941,         9.567
04.07.2002 07:40,         8.767,         8.436,         9.299,         8.943,         8.843,         9.453
04.07.2002 07:50,         8.565,         8.238,         9.171,         8.791,         8.672,         9.316
04.07.2002 08:00,         8.551,         8.196,         9.119,         8.771,         8.636,         9.325
04.07.2002 08:10,         8.362,         7.992,         8.842,         8.560,         8.398,         9.170
04.07.2002 08:20,         8.274,         7.929,         8.778,         8.444,         8.320,         9.181
04.07.2002 08:30,         8.281,         7.921,         8.708,         8.412,         8.306,         9.123
04.07.2002 08:40,         8.535,         8.180,         8.956,         8.646,         8.580,         9.373
04.07.2002 08:50,         8.663,         8.227,         9.037,         8.729,         8.614,         9.321
04.07.2002 09:00,         8.880,         8.461,         9.294,         8.986,         8.901,         9.489
04.07.2002 09:10,         8.718,         8.342,         9.183,         8.910,         8.755,         9.446
04.07.2002 09:20,         8.552,         8.160,         9.058,         8.746,         8.559,         9.214
04.07.2002 09:30,         8.130,         7.772,         8.709,         8.342,         8.190,         9.025
04.07.2002 09:40,         8.167,         7.841,         8.586,         8.278,         8.237,         9.217
04.07.2002 09:50,         8.218,         7.905,         8.715,         8.406,         8.268,         9.110
04.07.2002 10:00,         8.199,         7.870,         8.656,         8.332,         8.252,         9.191
04.07.2002 10:10,         8.020,         7.702,         8.544,         8.213,         8.094,         9.048
04.07.2002 10:20,         7.854,         7.507,         8.505,         8.071,         7.935,         8.829
04.07.2002 10:30,         7.566,         7.226,         8.119,         7.784,         7.654,         8.620
04.07.2002 10:40,         7.599,         7.235,         8.040,         7.723,         7.619,         8.776
04.07.2002 10:50,         7.705,         7.370,         8.102,         7.841,         7.734,         8.877
04.07.2002 11:00,         7.859,         7.512,         8.244,         7.973,         7.878,         9.064
04.07.2002 11:10,         7.899,         7.586,         8.418,         8.066,         7.973,         9.190
04.07.2002 11:20,         7.688,         7.369,         8.565,         8.070,         7.851,         8.956
04.07.2002 11:30,         7.439,         7.042,         8.223,         7.732,         7.568,         8.725
04.07.2002 11:40,         7.580,         7.238,         8.141,         7.790,         7.703,         8.994
04.07.2002 11:50,         7.775,         7.412,         8.279,         7.941,         7.882,         9.093
04.07.2002 12:00,         7.685,         7.293,         8.268,         7.927,         7.785,         9.020
04.07.2002 12:10,         7.386,         7.057,         8.041,         7.681,         7.557,         8.734
04.07.2002 12:20,         7.405,         7.110,         8.002,         7.625,         7.541,         8.875
04.07.2002 12:30,         7.655,         7.277,         8.310,         7.839,         7.755,         9.056
