,(m) TempProfile_K_2.5,(m) TempProfile_K_15.5,(m) TempProfile_K_22.5,(m) TempProfile_K_27.5,(m) TempProfile_K_32.5
2002-06-10 08:00:00,13.959365443998763,12.809528687828788,12.396934956619702,12.212383992949526,12.051208790925102
2002-06-10 08:10:00,14.101793820087039,12.882069742945475,12.428261161278101,12.225988323894057,12.049755236532633
2002-06-10 08:20:00,14.239282423622967,12.966384382227773,12.477988517185963,12.258450565880935,12.065908116095557
2002-06-10 08:30:00,14.347872850345766,13.03354585298922,12.51715573589837,12.28416789350132,12.078916016850826
2002-06-10 08:40:00,14.456309497561335,13.100559272940473,12.55721535088378,12.311416607427645,12.094250629918747
2002-06-10 08:50:00,14.564569631697907,13.166749320240342,12.59825649870595,12.340546575407416,12.112314186303252
2002-06-10 09:00:00,14.68147943749716,13.24620713987838,12.656739088841505,12.38963765860018,12.153077058377107
2002-06-10 09:10:00,14.80298563159073,13.35104875011183,12.761763699046469,12.49502609377521,12.258826625389077
2002-06-10 09:20:00,14.983327235352817,13.48809469445041,12.885495731896299,12.613735242876373,12.373710006761371
2002-06-10 09:30:00,15.181601372165801,13.638241530621428,13.021057672256973,12.74266733061711,12.496813447286229
2002-06-10 09:40:00,15.374089526160333,13.785799952164098,13.1548107201736,12.870381932365888,12.619321632051367
2002-06-10 09:50:00,15.571435142487474,13.937410331390538,13.291604636227532,13.000676058865906,12.744033851279937
2002-06-10 10:00:00,15.762939609746013,14.08079401615862,13.41963372506973,13.121629303057773,12.858639221259068
2002-06-10 10:10:00,15.877975520337145,14.165676782397895,13.494496503524829,13.1914270442727,12.92371667491767
2002-06-10 10:20:00,15.951852237562548,14.224412156142307,13.551218140177411,13.247392258793411,12.979224008802476
2002-06-10 10:30:00,16.00302471375562,14.27035174094027,13.601417149099746,13.299569930076245,13.033270940238083
2002-06-10 10:40:00,16.0374071772942,14.30664248396522,13.64667032831278,13.348972472979995,13.086469693901677
2002-06-10 10:50:00,16.057721010929072,14.336542932150792,13.689145162960472,13.397236401808414,13.139979099735342
2002-06-10 11:00:00,16.03663844569877,14.337370334630236,13.704746195546818,13.418791574389047,13.166314610533732
2002-06-10 11:10:00,16.042094133386968,14.299731199961855,13.656783721462375,13.366112541471693,13.109409631304572
2002-06-10 11:20:00,16.136466339664878,14.314639508027824,13.640687953687461,13.337290379499223,13.070203148056294
2002-06-10 11:30:00,16.275404047453492,14.359965250569417,13.646524649177763,13.326444256064804,13.045425901251974
2002-06-10 11:40:00,16.44593653133836,14.426803020408101,13.667096035195243,13.327587449579255,13.030455118779287
2002-06-10 11:50:00,16.642669731781666,14.511361428893167,13.700265541407589,13.339281938435022,13.024425965376338
2002-06-10 12:00:00,16.885088509073285,14.644501714144212,13.783335597419068,13.403305182567863,13.074193224970259
2002-06-10 12:10:00,17.189425807914176,14.933243027246249,14.04243850376622,13.65218939576971,13.316117670511176
2002-06-10 12:20:00,17.388393389539146,15.174535121316126,14.285834857407224,13.894472994047021,13.556273257139196
2002-06-10 12:30:00,17.52836699674691,15.374296687637468,14.499175625672592,14.112982225548421,13.778691831074582
2002-06-10 12:40:00,17.647248064733674,15.558604551132703,14.702780832355074,14.324187713974084,13.995875788358603
2002-06-10 12:50:00,17.74847888727777,15.73006282756819,14.897882522072564,14.528918762842011,14.208366358434091
2002-06-10 13:00:00,17.82701969766663,15.876632129081713,15.068851946779546,14.709273319453416,14.395812415478645
2002-06-10 13:10:00,17.822027442974104,15.91685126203106,15.138469843931603,14.790550569079471,14.486291782788726
2002-06-10 13:20:00,17.86505688043178,15.97655382990456,15.21025158655732,14.869782038856442,14.5733625011664
2002-06-10 13:30:00,17.921893217258003,16.05111136085543,15.295231282455688,14.960389905779834,14.66970992599255
2002-06-10 13:40:00,17.965189140344137,16.1203721459151,15.376950030925173,15.048911185293605,14.765092626206922
2002-06-10 13:50:00,17.99720658528622,16.184948517611076,15.455926717722377,15.135666906383562,14.859648497252351
2002-06-10 14:00:00,18.012571630661796,16.241159468207513,15.530626876604288,15.220108484239347,14.95366761854848
2002-06-10 14:10:00,18.09108632337859,16.36299578406846,15.6486318972145,15.33859930648498,15.074042253630466
2002-06-10 14:20:00,18.134442153066516,16.47891974358288,15.775797319702576,15.467963160916725,15.203936593654817
2002-06-10 14:30:00,18.110870790860588,16.544769748607337,15.86924838264963,15.571289112908971,15.314212896358526
2002-06-10 14:40:00,18.05743310018579,16.583122309157602,15.94155991455142,15.65674399028228,15.409739109335135
2002-06-10 14:50:00,17.980862468496525,16.598906443796466,15.99609094895385,15.726889587425603,15.492271430667813
2002-06-10 15:00:00,17.86548912934768,16.566889440903992,16.001183350926453,15.745972266741035,15.521592407157073
2002-06-10 15:10:00,17.622286676451836,16.366021006379242,15.83287114202352,15.589745276382928,15.374227799541245
2002-06-10 15:20:00,17.424581778983793,16.183345410128595,15.663629562335814,15.428084609752204,15.220226558411696
2002-06-10 15:30:00,17.259354253250933,16.023315555434465,15.512383735437425,15.28134658405395,15.077957243929404
2002-06-10 15:40:00,17.100070481545345,15.866346763572551,15.363128076742726,15.136348839526931,14.937309847485153
2002-06-10 15:50:00,16.943484305913216,15.711686469026404,15.215616682804523,14.992902610169324,14.798108592475728
2002-06-10 16:00:00,16.819981491928957,15.602755904515789,15.114833932037243,14.898338559763374,14.710855939196335
2002-06-10 16:10:00,16.79122398635377,15.62748920592918,15.172256512804154,14.972975624485457,14.80213953937573
2002-06-10 16:20:00,16.768022224711558,15.666479230174673,15.245499423927754,15.062198228864418,14.905692118117031
2002-06-10 16:30:00,16.730697947638873,15.699929828147276,15.314480431428365,15.147981392713291,15.006716747235771
2002-06-10 16:40:00,16.680961843796695,15.729934339036618,15.382222464792903,15.233365264260328,15.107925703300793
2002-06-10 16:50:00,16.613375678020134,15.753903210478143,15.447323762094015,15.317416959471927,15.20873840730826
2002-06-10 17:00:00,16.559354291668,15.808850705699797,15.528470495474323,15.41111354379018,15.313628126268384
2002-06-10 17:10:00,16.55959176058684,15.853402530810229,15.587748144787554,15.478084686764646,15.38769799947147
2002-06-10 17:20:00,16.63968934224954,15.949316594099685,15.680666055769962,15.569711326052072,15.478345534522475
2002-06-10 17:30:00,16.612442697770575,15.978788322829871,15.732957620021637,15.629564098967194,15.543577383287243
2002-06-10 17:40:00,16.534041379354107,15.934775081279213,15.720980720757723,15.633432760001483,15.561450813070678
2002-06-10 17:50:00,16.62595818592274,16.0012954046839,15.776241248820213,15.685138143837491,15.610774803350182
2002-06-10 18:00:00,16.650493342164964,16.054191733441144,15.821383324843055,15.726141050896729,15.64793616732095
2002-06-10 18:10:00,16.583731175365244,16.017907476755568,15.80019187449841,15.710389749280807,15.636304659401503
2002-06-10 18:20:00,16.56051454517501,16.000409199399485,15.789792523997335,15.70364407955708,15.632883304907068
2002-06-10 18:30:00,16.566891891859655,16.004902434027372,15.797873411489434,15.713692334493544,15.644768257458963
2002-06-10 18:40:00,16.59983332236584,16.045127941217572,15.845747675279654,15.765889959028243,15.701225601612464
2002-06-10 18:50:00,16.636848030209308,16.09720995059729,15.91006456513179,15.8344927449117,15.77279549651007
2002-06-10 19:00:00,16.673694656145358,16.15298731268797,15.976003543450759,15.905887714697542,15.849474430510668
2002-06-10 19:10:00,16.819824934756582,16.335275073557114,16.172175943749664,16.109762574750675,16.060937569213138
2002-06-10 19:20:00,17.09762049145843,16.670847679891494,16.523166628166507,16.46970641655139,16.43012843957024
2002-06-10 19:30:00,17.659422365500518,17.251291193041993,17.058415129649745,17.005127824576675,16.97514730092803
2002-06-10 19:40:00,18.485658908388473,18.024828497600993,17.633735279854136,17.54122284597122,17.497470707494017
2002-06-10 19:50:00,18.891061979078927,18.628125815772705,18.29359141504102,18.21435403388284,18.188576976425907
2002-06-10 20:00:00,19.23566665706602,19.28980168458952,19.032268932992736,18.990095255435108,19.007189179992793
2002-06-10 20:10:00,19.603274072213594,19.964307197145956,19.706292755075992,19.65758425329045,19.667149164488592
2002-06-10 20:20:00,19.931641092076177,20.55825017630343,20.282050382455623,20.217427458209954,20.19530133771684
2002-06-10 20:30:00,20.17487807108199,20.971774309120974,20.655821509329144,20.55536509573642,20.482178191637388
2002-06-10 20:40:00,20.278602560625984,20.94499956470827,20.547147648921793,20.387410418145123,20.24818416208143
2002-06-10 20:50:00,20.21419905717596,20.600528709306104,20.181293777323276,20.016952982351427,19.876502901974675
2002-06-10 21:00:00,19.98884497915884,20.0468573599735,19.628382983659037,19.44724779577888,19.281330785768773
2002-06-10 21:10:00,19.42067505001762,18.820887825978673,18.286007315455265,18.04270672787959,17.8195931256256
2002-06-10 21:20:00,18.434620094015656,17.39022368232702,16.906262171301933,16.69573336669316,16.506651766799678
2002-06-10 21:30:00,17.50875209483911,16.297718310259484,15.8609475612285,15.672223295871845,15.503496798410424
2002-06-10 21:40:00,16.756451835482892,15.421371067470204,15.029092480090071,14.85737304711813,14.703860763229045
2002-06-10 21:50:00,16.105706483899326,14.692378837795559,14.343684849918759,14.187677534396528,14.047569144972158
2002-06-10 22:00:00,15.53749617781557,14.076550146105888,13.758263453931932,13.612390728766968,13.479951782971398
2002-06-10 22:10:00,15.046614909184768,13.537893681930427,13.216928870392906,13.069772971191867,12.936242805571283
2002-06-10 22:20:00,14.624928311328517,13.078773380512303,12.756721670132947,12.612082496787423,12.482032584147078
2002-06-10 22:30:00,14.27878999928123,12.710057858936011,12.38451695479688,12.24082869995948,12.112540357357261
2002-06-10 22:40:00,13.995805034428713,12.409737591339251,12.079551207167242,11.935804899073219,11.808197310130254
2002-06-10 22:50:00,13.326243548059551,12.001427238172482,11.732107497828906,11.610291191884926,11.50190307232566
2002-06-10 23:00:00,11.909475323433298,11.36963968730197,11.252191534917756,11.198819005630185,11.152250053116745
2002-06-10 23:10:00,11.973169767322645,11.318921228018496,11.1838160503915,11.12868634471738,11.083339665660617
2002-06-10 23:20:00,12.014569278920533,11.303503057501473,11.154241607568906,11.092704946438744,11.041876905142374
2002-06-10 23:30:00,11.946295622963646,11.247287399977665,11.100328697628584,11.03931263145455,10.98871855119694
2002-06-10 23:40:00,11.884265244077369,11.191960054183767,11.046608341077729,10.986363462819725,10.936454926999545
2002-06-10 23:50:00,11.836669395732997,11.144195882047825,10.998677930193367,10.938444479702753,10.888586555337156
2002-06-11 00:00:00,11.801824178663196,11.111755501231869,10.968104839931868,10.909120429484062,10.86061999178986
2002-06-11 00:10:00,11.823892212214275,11.143578957896352,11.002283661501679,10.94479829302361,10.89784891057559
2002-06-11 00:20:00,11.856295410536745,11.182981063211969,11.043148387921974,10.986114806865885,10.939464665518017
2002-06-11 00:30:00,11.881229184151948,11.218684667780849,11.081752155649838,11.025908852213774,10.980237768448603
2002-06-11 00:40:00,11.908953851914703,11.256126195544539,11.121886011651213,11.06720818062422,11.022527268149418
2002-06-11 00:50:00,11.93999287604845,11.29614859753815,11.164402530761322,11.110805769610693,11.067045715270922
2002-06-11 01:00:00,11.959820801944375,11.320450839173418,11.189008724441692,11.134896609323164,11.0902553988239
2002-06-11 01:10:00,11.903649907492309,11.259687708777506,11.126572601055386,11.071005521784855,11.024709522108083
2002-06-11 01:20:00,11.827597720919584,11.185479792670833,11.053328260340436,10.998463738478904,10.952898496083321
2002-06-11 01:30:00,11.766252751603815,11.119787886832,10.98636554035113,10.931090775176472,10.885241077098954
2002-06-11 01:40:00,11.705245097333034,11.05544966655259,10.920881479146885,10.865154817054417,10.818943047848677
2002-06-11 01:50:00,11.643214961850504,10.991345535523692,10.85589179300706,10.799823130968548,10.753340380904092
2002-06-11 02:00:00,11.584467983223874,10.931427323001117,10.795587660460285,10.739512437712165,10.693123154469049
2002-06-11 02:10:00,11.542014762477777,10.89072444680238,10.754903455579097,10.699007701726032,10.652877486594377
2002-06-11 02:20:00,11.497283562953783,10.855079181145697,10.720087740613963,10.66434018928544,10.61827209897217
2002-06-11 02:30:00,11.448424655306212,10.820275910027476,10.687352163411333,10.632254187301555,10.586653443099863
2002-06-11 02:40:00,11.401320400434656,10.788052803901621,10.657448723348011,10.603126171946371,10.558102411656137
2002-06-11 02:50:00,11.357108542907497,10.758553916973426,10.630304434598372,10.576778376120274,10.532347995749092
2002-06-11 03:00:00,11.314516862721348,10.730308040647742,10.60425718851809,10.551431548493383,10.507487349010262
2002-06-11 03:10:00,11.269005130757364,10.69739768986301,10.57339730024006,10.521240022156803,10.477758924906198
2002-06-11 03:20:00,11.234807240137798,10.666529903737,10.543095565609065,10.491244315672702,10.448042906073624
2002-06-11 03:30:00,11.20643475785812,10.637947431164775,10.514240727895185,10.4623280605241,10.419098520442049
2002-06-11 03:40:00,11.1783563732875,10.609540672850926,10.485553623729515,10.433557603280917,10.390272682953196
2002-06-11 03:50:00,11.150133609209774,10.58105425492522,10.456822895918833,10.40476301596982,10.361440642234925
2002-06-11 04:00:00,11.126402088944019,10.558596703543458,10.435581167226587,10.384303962596277,10.34181470463534
2002-06-11 04:10:00,11.13675080777682,10.573131407527455,10.451452773707047,10.401094104908793,10.359579709111472
2002-06-11 04:20:00,11.149238149344797,10.585645916131284,10.463574200669086,10.41282629767727,10.370847983873944
2002-06-11 04:30:00,11.160429307685604,10.59757998779719,10.475490377540496,10.42483245824684,10.382982426714193
2002-06-11 04:40:00,11.173741710384547,10.610007907395925,10.487113808280924,10.43614517243185,10.394040816494623
2002-06-11 04:50:00,11.186281197977053,10.620857527864018,10.496878618672554,10.445490123952936,10.403044534311334
2002-06-11 05:00:00,11.20650097413079,10.641343875997904,10.517272561317213,10.466283606949446,10.424456379755497
2002-06-11 05:10:00,11.275374791176205,10.712397489751652,10.588421279020622,10.5379899351816,10.496920217215802
2002-06-11 05:20:00,11.35837555329124,10.788839036378931,10.661680011205931,10.609839230072225,10.567528505201267
2002-06-11 05:30:00,11.434806255526382,10.858044737055138,10.727270879273192,10.67398850135794,10.630481574974965
2002-06-11 05:40:00,11.511103341911394,10.92426358609498,10.788520214301002,10.733332348285899,10.68829152884922
2002-06-11 05:50:00,11.549307238723827,10.986721297898043,10.844448644512681,10.785443388045223,10.736816823256902
2002-06-11 06:00:00,11.513411040670121,11.017138739968004,10.882717800978753,10.826015661103042,10.778848290267092
2002-06-11 06:10:00,11.608941698956585,11.108605885715178,10.969481958890299,10.911846894851237,10.864403765385646
2002-06-11 06:20:00,11.745915917007096,11.220320729474452,11.069058374425708,11.00649877460205,10.95502379480456
2002-06-11 06:30:00,11.874988232898204,11.32602552309163,11.162837683747,11.09546019637321,11.040033496421472
2002-06-11 06:40:00,12.004452450783106,11.429427616089697,11.252941329512282,11.180345518400486,11.120713568126462
2002-06-11 06:50:00,12.136555747625948,11.532221334144822,11.340962752769883,11.26262065869156,11.19837950624617
2002-06-11 07:00:00,12.286629955202898,11.661358137453817,11.4571054933906,11.374646465890805,11.307735039919976
2002-06-11 07:10:00,12.56978888143766,11.929035896937933,11.711189656791703,11.624650793244768,11.555186001806874
2002-06-11 07:20:00,12.911223505172188,12.240706790025172,12.002788159941133,11.908363026944642,11.832514131536414
2002-06-11 07:30:00,13.269399405438207,12.56653340019858,12.308555176786967,12.206640910328815,12.124894191091585
2002-06-11 07:40:00,13.667855017349552,12.917881537754056,12.63635048144863,12.525768018340614,12.437249599855136
2002-06-11 07:50:00,14.096812750829145,13.293385875229546,12.986862887660322,12.867126512456537,12.771459193031433
2002-06-11 08:00:00,14.531822284337409,13.66331467253059,13.328369328135466,13.197223123864262,13.09191471630595
2002-06-11 08:10:00,14.796095584610953,13.878257450979277,13.523947607585512,13.384693284781974,13.272463116877134
2002-06-11 08:20:00,14.990081161129751,14.061297290009918,13.700839238618869,13.559847843743,13.44650722267204
2002-06-11 08:30:00,15.197555964886192,14.259096310504333,13.892008105266655,13.748550078395738,13.633277954806317
2002-06-11 08:40:00,15.386450953513645,14.451744956968241,14.084604081967484,13.941008460394528,13.825595316518388
2002-06-11 08:50:00,15.564622637143543,14.643325120230998,14.280372824723031,14.138277996849581,14.024051430298073
2002-06-11 09:00:00,15.711935491959366,14.805670176473711,14.448161295577108,14.307206202761336,14.193313513256044
2002-06-11 09:10:00,15.816053989081013,14.879724569254108,14.511872744368873,14.366290105926737,14.248426025950323
2002-06-11 09:20:00,16.15121723615391,15.078294614351421,14.647626153386113,14.478575906758977,14.342387381038066
2002-06-11 09:30:00,16.568992356104104,15.327374857099812,14.819798061855124,14.620184297014987,14.45927740906916
2002-06-11 09:40:00,16.998346262166365,15.590524243577818,15.003501361251324,14.771895540262335,14.584962997577122
2002-06-11 09:50:00,17.437795971597552,15.866918327654616,15.198976146323389,14.934057645720884,14.719762652752138
2002-06-11 10:00:00,17.87451762415236,16.14394106235204,15.396377445683356,15.09772597864503,14.855267264427653
2002-06-11 10:10:00,18.249878868694054,16.372715206807072,15.559521716563381,15.231725855128332,14.964391697157112
2002-06-11 10:20:00,18.568985317591682,16.565416939746456,15.700799307172815,15.350604607297896,15.06426084964437
2002-06-11 10:30:00,18.87837651800021,16.75245705109137,15.839360074791216,15.468602885129428,15.165029211651927
2002-06-11 10:40:00,19.320039160053682,17.016172125537935,16.0226135091919,15.620007321287972,15.290719024450254
2002-06-11 10:50:00,19.896450871668662,17.359545679228404,16.259382973775928,15.813263667270235,15.448282424247282
2002-06-11 11:00:00,20.416723931717854,17.696101490190244,16.50844833795162,16.025075704793778,15.628987963845134
2002-06-11 11:10:00,20.622235422959307,17.94183923270225,16.746197531962878,16.255650129670244,15.851866788961274
2002-06-11 11:20:00,20.585828364387226,18.042710323762492,16.89679267601042,16.424400400232116,16.034419107142128
2002-06-11 11:30:00,20.4685917577699,18.094810705649934,17.019675475150052,16.575545283504198,16.208600845270155
2002-06-11 11:40:00,20.293917840229312,18.11870167423706,17.132936760708844,16.724676494332584,16.38700528159677
2002-06-11 11:50:00,20.07810270158359,18.12630701621748,17.24410733710141,16.877802772845598,16.574543444184997
2002-06-11 12:00:00,19.807249795754217,18.08953515843757,17.31840357601027,16.995761783110026,16.727252991680643
2002-06-11 12:10:00,19.5251644514276,17.948253350164237,17.252186540447042,16.959552190795307,16.715332462839683
2002-06-11 12:20:00,19.31603680315243,17.848897241950795,17.208127976066407,16.939064001574422,16.714840970950092
2002-06-11 12:30:00,19.1354242982776,17.77213423391106,17.181740850390838,16.933416291104834,16.726307532062606
2002-06-11 12:40:00,18.972013664486894,17.70661983706009,17.162538373878192,16.933505829959472,16.742427667914114
2002-06-11 12:50:00,18.821187912331197,17.649912745560073,17.14940677124696,16.938575415235334,16.76264930706361
2002-06-11 13:00:00,18.653784916446796,17.56203863455363,17.098447774819817,16.901673897511955,16.736474360254533
2002-06-11 13:10:00,18.724059264270636,17.547375656976953,17.01809247561016,16.795226466802774,16.609052168280527
2002-06-11 13:20:00,18.99263462975057,17.707247601865788,17.07955260797837,16.809258783521386,16.580885298384146
2002-06-11 13:30:00,19.16759070968442,17.82306674660572,17.13882001265722,16.835880685710777,16.574328150623955
2002-06-11 13:40:00,19.26249599483498,17.883897850169888,17.164597540260843,16.841890983614178,16.55959620635076
2002-06-11 13:50:00,19.321092039090672,17.92175113043629,17.17747945655458,16.841236324230636,16.544874834664597
2002-06-11 14:00:00,19.37657843191664,17.964972358480964,17.201438312549215,16.855441179519175,16.549314177658232
2002-06-11 14:10:00,19.35012717260787,17.95407242741635,17.208576403612767,16.869736478712525,16.568939784583335
2002-06-11 14:20:00,19.388630582732446,17.986112290662618,17.235016690660586,16.895245301221564,16.594608485291644
2002-06-11 14:30:00,19.439071116963873,18.033841855247033,17.278410758752614,16.936255597069362,16.633302720427423
2002-06-11 14:40:00,19.473284977544495,18.074827263877125,17.316983429722313,16.973849171722122,16.67006009975546
2002-06-11 14:50:00,19.509294766782432,18.12074016681055,17.359579244884173,17.014999213903423,16.7099891415113
2002-06-11 15:00:00,19.5778965146892,18.210887229529078,17.444969746826075,17.099399878813188,16.794346954788352
2002-06-11 15:10:00,19.67453972087901,18.365465584049048,17.625790224028435,17.292925583367946,16.999679564418102
2002-06-11 15:20:00,19.76311421338977,18.514951113744814,17.804556175660196,17.485142833986686,17.203959986915663
2002-06-11 15:30:00,19.843580370547443,18.65387416964171,17.976649771796986,17.672094418891447,17.404028670886476
2002-06-11 15:40:00,19.912653065633208,18.77922249327503,18.1390915568673,17.851230539879907,17.597915551860865
2002-06-11 15:50:00,19.968676302069298,18.89482261335172,18.294419482340004,18.024440607893837,17.786932341216072
2002-06-11 16:00:00,20.036362090780358,19.026867027526862,18.45169210300446,18.192934317515835,17.965132865901865
2002-06-11 16:10:00,20.06258646108688,19.085922929242486,18.532838316043637,18.28335607372253,18.063359065637542
2002-06-11 16:20:00,20.100718552810804,19.15874500908592,18.621675013154118,18.379334656437095,18.165611087000343
2002-06-11 16:30:00,20.146503824960405,19.238765184468093,18.715005770665925,18.478825719117253,18.270604104908898
2002-06-11 16:40:00,20.20813017100795,19.330316718910808,18.81608193038261,18.58431324735352,18.380064819891402
2002-06-11 16:50:00,20.2769176789634,19.426880125546518,18.920764173207658,18.69271890603312,18.491794588634207
2002-06-11 17:00:00,20.395904939641355,19.578597504254844,19.05981948799115,18.82666409251027,18.621533915510213
2002-06-11 17:10:00,20.45916799515402,19.665351621525417,19.155926467905374,18.92645967505746,18.72436611295967
2002-06-11 17:20:00,20.517320879961517,19.747188904974678,19.24577564693095,19.020146112878138,18.821661629503296
2002-06-11 17:30:00,20.58907023732695,19.83248140910314,19.33733862081948,19.1147276532908,18.919076985247727
2002-06-11 17:40:00,20.661133909813202,19.916020143769515,19.427221767539436,19.207567105181624,19.01463287433512
2002-06-11 17:50:00,20.72727965385525,19.994541543629623,19.512897421016646,19.29656908945867,19.10667464164044
2002-06-11 18:00:00,20.81934306851599,20.102694961904717,19.613038127815116,19.39344098373101,19.20084262897518
2002-06-11 18:10:00,20.80807694139753,20.109109276270146,19.637236480061688,19.424819904597598,19.23820347279195
2002-06-11 18:20:00,20.753878075398347,20.086612748372886,19.640376745466654,19.440069873152254,19.264646990896722
2002-06-11 18:30:00,20.479046790065183,19.89698794581352,19.53734549283763,19.373707602668617,19.229514411536
2002-06-11 18:40:00,20.10463762996085,19.631778607968613,19.374215381038653,19.263994977213656,19.17085918779594
2002-06-11 18:50:00,19.881558367264574,19.521280829631223,19.332951310486408,19.252823205772415,19.185582331685566
2002-06-11 19:00:00,19.78039324626701,19.455714410614007,19.280351282376955,19.206341280098172,19.14432912389134
2002-06-11 19:10:00,19.5477963758201,19.2193392805583,19.048925818567795,18.975800652576254,18.913882101399167
2002-06-11 19:20:00,19.314490841817133,18.995667082322484,18.837056162546617,18.7698354875115,18.713333710715688
2002-06-11 19:30:00,19.168140006402723,18.85792681459077,18.70648897799748,18.643348610378666,18.590838716542578
2002-06-11 19:40:00,19.308640120015184,18.960384385606062,18.749246833297093,18.673356180634244,18.613806493153902
2002-06-11 19:50:00,19.97312790910189,19.51662807262619,19.094780336679037,18.967713138556917,18.879096358197557
2002-06-11 20:00:00,20.21777914493896,19.867415213786558,19.516564358196206,19.398901092215795,19.313841253281623
2002-06-11 20:10:00,20.307359028913993,20.025296498758394,19.682682414045132,19.550827981744305,19.439893406715896
2002-06-11 20:20:00,20.333504406912652,20.097308105133266,19.7712194873003,19.653416869679177,19.561131815943213
