,(m) TempProfile_K_2.5,(m) TempProfile_K_13.5,(m) TempProfile_K_17.5,(m) TempProfile_K_21.5,(m) TempProfile_K_25.5,(m) TempProfile_K_31.5
2002-06-13 10:20:00,23.22782046827524,21.878978610891124,21.040686196944193,20.494650265409973,20.09304500689717,19.567005714110735
2002-06-13 10:30:00,23.515874955223182,22.107198241358105,21.23556679464849,20.668760470874986,20.252499053292752,19.70793997570621
2002-06-13 10:40:00,23.802324373672946,22.334399594824276,21.430996353321177,20.844437110605554,20.414166529597992,19.851723446949904
2002-06-13 10:50:00,24.085897344451894,22.559657662703103,21.625651979559734,21.02010317898356,20.576398469676292,19.996866856325653
2002-06-13 11:00:00,24.373489000362213,22.790683969937845,21.82798005189119,21.20482076487167,20.74884210623054,20.154010079751117
2002-06-13 11:10:00,24.69510850119002,23.06426930254429,22.075131452560754,21.435122615660077,20.967456915438504,20.35806088454001
2002-06-13 11:20:00,25.01072487872517,23.335309700630944,22.323534793744727,21.668935461170292,21.19066020496092,20.567316649804923
2002-06-13 11:30:00,25.324338480572067,23.60526590465065,22.571416516146826,21.902713440531727,21.41433526065032,20.77791258806701
2002-06-13 11:40:00,25.640655410494105,23.878256469569294,22.822745047796502,22.14016105415078,21.641808694337044,20.99244042763155
2002-06-13 11:50:00,25.958659685300915,24.153169733726997,23.076568249706497,22.380493220360847,21.872445206106022,21.21048396623371
2002-06-13 12:00:00,26.270458270114773,24.419979373710305,23.322664067236133,22.61349265205382,22.095851722895247,21.42113958245261
2002-06-13 12:10:00,26.540036475165778,24.656422173272688,23.538047786404547,22.81433938749592,22.285875808118192,21.596660623833486
2002-06-13 12:20:00,26.74625533879589,24.844526145517875,23.719705645890485,22.990846635349214,22.457803056126124,21.761394047253305
2002-06-13 12:30:00,26.921666559844994,25.007430873925216,23.881661431762325,23.151799487894152,22.61744050537453,21.918329687590926
2002-06-13 12:40:00,27.083587695746928,25.159621651725217,24.03597136407211,23.307216498403136,22.77305260065674,22.073208436782522
2002-06-13 12:50:00,27.233775489883726,25.302612882063556,24.183736215255806,23.457971082325287,22.925376479283614,22.226583394909653
2002-06-13 13:00:00,27.367765617868145,25.42949090837709,24.317526251195375,23.59645454113229,23.06656329453699,22.370138494044568
2002-06-13 13:10:00,27.445762147877304,25.493922462460148,24.393928127277263,23.682770528793867,23.15949956850983,22.470777684486563
2002-06-13 13:20:00,27.5888807359147,25.60909992543924,24.503412991297296,23.790730337968398,23.26730439499687,22.57974609361355
2002-06-13 13:30:00,27.74490572767047,25.737623917570488,24.6271621456371,23.912689324579503,23.388128039588764,22.69943900595007
2002-06-13 13:40:00,27.89660641028172,25.862135926348742,24.74780571808145,24.032257704198685,23.507267256674993,22.81857067131955
2002-06-13 13:50:00,28.055069084351317,25.989907894674957,24.871555042972545,24.15464570915026,23.62902057918444,22.940093023177553
2002-06-13 14:00:00,28.218613090805377,26.12228693827666,25.001549936879712,24.284412970027063,23.759097823410116,23.07137548786477
2002-06-13 14:10:00,28.36862899700475,26.277664768236775,25.161168946652595,24.446104004913934,23.922696658177586,23.23813247804111
2002-06-13 14:20:00,28.467876344416197,26.4149868827526,25.310202305173163,24.600967718875097,24.081743385109917,23.402658431626264
2002-06-13 14:30:00,28.550629260782955,26.5443039734659,25.452868367243354,24.75060033054541,24.23650502160882,23.56429265430188
2002-06-13 14:40:00,28.628095693299315,26.66892256837974,25.592155396797523,24.897806834477933,24.389487259457496,23.72493680156805
2002-06-13 14:50:00,28.700058248517564,26.789949875055925,25.728761867818037,25.042991386783456,24.540928573555163,23.884667942515932
2002-06-13 15:00:00,28.77116966553291,26.91445151328412,25.865849449303198,25.185841648163375,24.68791878703189,24.037004083610725
2002-06-13 15:10:00,28.797240775093826,26.995953478028184,25.958974112990575,25.28396115593705,24.789338041515293,24.142426455848067
2002-06-13 15:20:00,28.76611160691482,27.034401049818996,26.02182431424285,25.359840983203185,24.873738923249505,24.236720658733873
2002-06-13 15:30:00,28.707708916383297,27.049356776527304,26.064787340959526,25.418914961368955,24.9439074204206,24.320456413903628
2002-06-13 15:40:00,28.640112080842528,27.056951933623054,26.101244945235635,25.47227832670552,25.008942533439495,24.399853783829542
2002-06-13 15:50:00,28.564339506800025,27.057869426899174,26.131705788160104,25.520401001574612,25.06929242376168,24.475276004997625
2002-06-13 16:00:00,28.504820718721874,27.09110319601581,26.18696104903131,25.58589884032125,25.14188990194384,24.556512453587573
2002-06-13 16:10:00,28.376880959520122,27.052036671504595,26.18002205768329,25.598388643654005,25.167660231356933,24.598495097248133
2002-06-13 16:20:00,28.22713846597202,26.99561048771858,26.15797661653579,25.597202841254898,25.18105014887908,24.630126849673275
2002-06-13 16:30:00,28.063188157661955,26.925253758356973,26.12375961658114,25.585363542505036,25.18491450955662,24.653699716796552
2002-06-13 16:40:00,27.88903868801708,26.843817533012157,26.07934246520807,25.564134848305002,25.180030114287774,24.669450793916837
2002-06-13 16:50:00,27.716594047503406,26.754479963976394,26.02668266503474,25.535023590789194,25.167575267366715,24.678113922319426
2002-06-13 17:00:00,27.6008792421477,26.703661518734407,26.00021737455461,25.522215374895836,25.16442610261555,24.687059203159038
2002-06-13 17:10:00,27.39088458224262,26.532359705300166,25.86536847449645,25.413237593051065,25.073597914989307,24.619121385171525
2002-06-13 17:20:00,27.20972239601184,26.397490348653548,25.754590423112518,25.318400521468675,24.991078581583167,24.553998697400004
2002-06-13 17:30:00,27.02839031813528,26.26208003394504,25.64553143230745,25.226488905327358,24.911749335646675,24.49160382412316
2002-06-13 17:40:00,26.830331107631878,26.109636276580886,25.522088248041996,25.12239679256993,24.822034084311326,24.421451371799378
2002-06-13 17:50:00,26.649890483107868,25.961917253786282,25.400522908687492,25.019220379044782,24.732679416476458,24.351157555328882
2002-06-13 18:00:00,26.48864532280271,25.83819790683799,25.296388606967184,24.927068374825126,24.64972221136651,24.281145787412015
2002-06-13 18:10:00,26.0292082152626,25.423547637865,24.95817009790187,24.642694838904788,24.402808284003356,24.081682175096773
2002-06-13 18:20:00,25.41284222195776,24.86528196283922,24.4741197332678,24.22204982911569,24.033695041784142,23.78703962385032
2002-06-13 18:30:00,25.02423098709386,24.537816169175528,24.19625747846419,23.97791864280356,23.815199366139097,23.60373291899259
2002-06-13 18:40:00,24.807285945231115,24.365118590084705,24.04809633027105,23.84596756567646,23.696115522522746,23.502494742318845
2002-06-13 18:50:00,24.695763941101347,24.27022500304838,23.961264055681056,23.762708512110464,23.615169140281523,23.423985092724138
2002-06-13 19:00:00,24.4974107863477,24.092807722502414,23.798854208381897,23.60820801761082,23.46608459195363,23.281515365683617
2002-06-13 19:10:00,24.275199402614646,23.88079797444948,23.595996060260575,23.410733336282874,23.27229577751541,23.092195721927794
2002-06-13 19:20:00,24.06167321802161,23.67689530426503,23.399878853559017,23.219140111082083,23.083885612255074,22.907782392546153
2002-06-13 19:30:00,23.86168316408066,23.48466575534053,23.213668255839877,23.036411804910358,22.90357317447183,22.730461681717543
2002-06-13 19:40:00,23.670144240259503,23.29981584312941,23.034147043759276,22.860062386443644,22.729433581409353,22.559067415834647
2002-06-13 19:50:00,23.487668120742626,23.12328175659559,22.862268137784838,22.69099929790997,22.56235368726385,22.39447371067746
2002-06-13 20:00:00,23.256059328931826,22.884941081878367,22.62277620134148,22.451119604978885,22.321238225836794,22.150348765468607
2002-06-13 20:10:00,22.758545209356555,22.3534448531081,22.087181900423104,21.917038509254212,21.787607447803055,21.61657471205183
2002-06-13 20:20:00,22.329020649579263,21.907532362371114,21.642133185077114,21.47581974197317,21.350276255439724,21.185523527990597
2002-06-13 20:30:00,22.145272860071202,21.72495487746255,21.459837598030504,21.29476726831058,21.171877681508477,21.012738987501677
2002-06-13 20:40:00,22.63818325473642,22.295244348397773,21.9396548880394,21.73069532784325,21.59179975121026,21.430088726436168
2002-06-13 20:50:00,23.978659043685525,24.11339417872847,23.437306783987367,23.037364018766596,22.817721534838142,22.61342111320465
2002-06-13 21:00:00,24.6999507692272,25.14296478857449,24.56257675227033,24.16634887882151,23.915668038411184,23.633815819871757
