,(m) TempProfile_K_2.5,(m) TempProfile_K_15.5,(m) TempProfile_K_22.5,(m) TempProfile_K_27.5,(m) TempProfile_K_32.5
2002-06-10 01:00:00,13.652527428528288,12.539855352582492,12.164089700182387,11.992626870790616,11.844042833299113
2002-06-10 01:10:00,13.580713138257181,12.490578387511505,12.12741304956893,11.961001511858058,11.81658513179707
2002-06-10 01:20:00,13.522929469378198,12.449071677641257,12.096234743628315,11.933732760693715,11.79241455493866
2002-06-10 01:30:00,13.466342193875107,12.408222604267849,12.065155237957413,11.906474435153541,11.768237227233044
2002-06-10 01:40:00,13.415939621927407,12.370963897191132,12.036179265727753,11.880765973616406,11.745174679018135
2002-06-10 01:50:00,13.369850088539351,12.336259986043501,12.008760079040712,11.85622319109774,11.722960955460223
2002-06-10 02:00:00,13.323926540898015,12.299982837901325,11.979012325098154,11.828971557079626,11.69767371027217
2002-06-10 02:10:00,13.269927005408249,12.254418604024636,11.93839048457329,11.790212323325363,11.660378306086614
2002-06-10 02:20:00,13.208074194654444,12.208012133741079,11.897368764295436,11.751155173749623,11.622863914325535
2002-06-10 02:30:00,13.144949835590808,12.161958210494276,11.856739833019219,11.712446401055672,11.585634899215279
2002-06-10 02:40:00,13.081493102607396,12.115980194246674,11.816198506413912,11.673823238238185,11.548485583327306
2002-06-10 02:50:00,13.018517604276724,12.07029500857044,11.775847746015984,11.635354420006877,11.511460996653057
2002-06-10 03:00:00,12.953848819661687,12.022036839035536,11.732527014123434,11.59367682170631,11.470975196257825
2002-06-10 03:10:00,12.875851547672653,11.959291648946362,11.67485516578779,11.537723447117628,11.416284864495026
2002-06-10 03:20:00,12.800653699496195,11.895621768841522,11.615780552476167,11.48041890688745,11.360396792793779
2002-06-10 03:30:00,12.72953142952474,11.83373086081076,11.55772253416444,11.42380361847961,11.30492118884888
2002-06-10 03:40:00,12.658334398188572,11.771753933691116,11.499536186106411,11.367034833021819,11.249266705877233
2002-06-10 03:50:00,12.58716978743223,11.70970122529394,11.441196700684202,11.310088853496836,11.193417823722314
2002-06-10 04:00:00,12.51680830276058,11.648401551074187,11.383309225677749,11.253488008945908,11.137834203704472
2002-06-10 04:10:00,12.448432544449872,11.58936185117608,11.327340618692006,11.198645457695932,11.0838729194287
2002-06-10 04:20:00,12.36946135012073,11.525214379717966,11.266642054195415,11.138985066024986,11.024907130746158
2002-06-10 04:30:00,12.29038765533187,11.46215072202159,11.207057765985951,11.08058411396837,10.967392740475816
2002-06-10 04:40:00,12.212438314267331,11.399481051509497,11.147567793104997,11.022126564071243,10.909672315026569
2002-06-10 04:50:00,12.13453926465246,11.336334399932127,11.087477377945845,10.963044355209092,10.851316027045357
2002-06-10 05:00:00,12.063413370023397,11.28029362464099,11.033082119166124,10.909222136444896,10.797947441780082
2002-06-10 05:10:00,12.009536323136842,11.238631879734328,10.99381812586347,10.870857531863294,10.760299144879298
2002-06-10 05:20:00,11.97096698534068,11.204381305987965,10.958960063478344,10.835641043741816,10.724733917630147
2002-06-10 05:30:00,12.202017310976828,11.293960657414061,10.990792156061048,10.846005340333704,10.71838134395233
2002-06-10 05:40:00,12.361502751559897,11.425145850098033,11.081566389788748,10.90844690985682,10.752236937933219
2002-06-10 05:50:00,12.321459655497335,11.36435072224964,11.026455303799764,10.856547092500534,10.701739477628394
2002-06-10 06:00:00,12.34652508556644,11.364098903047875,11.005313700152726,10.825804247456688,10.662682699722609
2002-06-10 06:10:00,12.332764612234087,11.324118782826645,10.955588409917652,10.771156351889317,10.603210328136868
2002-06-10 06:20:00,12.313707719562842,11.278433689016651,10.899964774055775,10.711068477363938,10.539201575660684
2002-06-10 06:30:00,12.282315939767386,11.22576616817463,10.840354422051576,10.648183988620644,10.473326391048658
2002-06-10 06:40:00,12.242019790648328,11.16799595661945,10.77724507017416,10.582611245466012,10.405533839327745
2002-06-10 06:50:00,12.196108783198724,11.107207853250145,10.71225617403195,10.515679569604856,10.336849287212829
2002-06-10 07:00:00,12.14559167504234,11.049735250853587,10.652866443675975,10.455639506283546,10.276395904338301
2002-06-10 07:10:00,12.127719826234966,11.026237714802335,10.627874600214625,10.430540525718527,10.251511322072986
2002-06-10 07:20:00,12.143561876455237,11.024057147620283,10.616750547995025,10.415652056608167,10.233439769057838
2002-06-10 07:30:00,12.177413688066736,11.031906843623517,10.611132639526204,10.404196110583769,10.216982196772108
2002-06-10 07:40:00,12.228247032683328,11.04691644648841,10.609165547317502,10.394823023585502,10.201247427106011
2002-06-10 07:50:00,12.28879029724402,11.065989517889534,10.608870500936575,10.386076322724477,10.185247929587092
2002-06-10 08:00:00,12.355646594939401,11.086107452037766,10.60798937292185,10.376000588660872,10.167266704414544
2002-06-10 08:10:00,12.497227952247897,11.158207820461087,10.639127462581314,10.389529293177077,10.165835673903985
2002-06-10 08:20:00,12.633879224458497,11.241993123002885,10.688537588583472,10.421783939340571,10.181887302756763
2002-06-10 08:30:00,12.741808841386558,11.30873309288512,10.72745494648052,10.447336812035758,10.194813622089669
2002-06-10 08:40:00,12.849582716774364,11.37532295249656,10.767256269134236,10.474408581722571,10.210048977221618
2002-06-10 08:50:00,12.957178318810179,11.441091344770882,10.80802997261128,10.503346744664839,10.227992890823543
2002-06-10 09:00:00,13.073343536604511,11.520020668135032,10.86611272431304,10.552097646387494,10.268469901190656
2002-06-10 09:10:00,13.193999670673975,11.624107439790976,10.97038162220025,10.656728167481674,10.373459285259173
2002-06-10 09:20:00,13.3731284583871,11.760191446201304,11.093233586180986,10.774589248495943,10.487519627004076
2002-06-10 09:30:00,13.570073356762066,11.909288210684451,11.22783520159794,10.90260324048404,10.609743077150199
2002-06-10 09:40:00,13.761267094654727,12.055812865758469,11.36063944958289,11.029407518561413,10.731374988777247
2002-06-10 09:50:00,13.957286297344751,12.206362276538584,11.496463582920683,11.158773273959014,10.855195339328361
2002-06-10 10:00:00,14.147512207194495,12.348746698315495,11.623587897158473,11.27886681286401,10.968982501535606
