Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 06/01  21:00:00,306739326.5890237,3037259.4189198394,71712577.33635637,90881049.35517044,32056200.0,96494976.42210722,12526879.717646288,30384.338823529408,4070906.5712360935,0.0,4070906.5712360935 
 06/01  22:00:00,171632448.59489948,0.0,0.0,30293683.118390154,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/01  23:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/01  24:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070310.4298805576,0.0,4070310.4298805576 
 06/02  01:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/02  02:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070344.411076348,0.0,4070344.411076348 
 06/02  03:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/02  04:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/02  05:00:00,171632448.59489948,0.0,0.0,30293683.118390154,64112400.0,77195981.13768573,0.0,30384.338823529408,4071143.6416556006,0.0,4071143.6416556006 
 06/02  06:00:00,233395056.34381878,71842685.14050665,14556760.683880446,30293683.118390154,26713500.0,77195981.13768573,12762061.924532145,30384.338823529408,72000.0,0.0,72000.0 
 06/02  07:00:00,298655042.995613,56619642.79701744,20942644.11080791,90881049.35517044,0.0,117654442.67614728,12526879.717646288,30384.338823529408,4072830.958597723,0.0,4072830.958597723 
 06/02  08:00:00,581904148.4670942,9395348.589491544,32689592.419250082,272643148.0655114,0.0,253451924.59275988,13693750.461257977,30384.338823529408,8077862.631358441,0.0,8077862.631358441 
 06/02  09:00:00,549954467.1211139,3126697.526182662,37408183.734312445,272643148.0655114,0.0,223397067.44990274,13348986.006381378,30384.338823529408,4075330.812608135,0.0,4075330.812608135 
 06/02  10:00:00,544641920.7732978,811870.4271460286,40731793.200283,272643148.0655114,0.0,216461331.18616644,13963393.55536763,30384.338823529408,8078749.722620562,0.0,8078749.722620562 
 06/02  11:00:00,557497394.7019385,0.0,47271399.464315355,272643148.0655114,0.0,223397067.44990274,14155395.383385561,30384.338823529408,8081140.50433436,0.0,8081140.50433436 
 06/02  12:00:00,566596228.3162622,0.0,58549141.15867358,272643148.0655114,0.0,221437412.82482204,13936141.928431537,30384.338823529408,8084074.458750868,0.0,8084074.458750868 
 06/02  13:00:00,591454002.5905213,0.0,74694885.2381545,272643148.0655114,0.0,229176847.66968298,14908737.278349122,30384.338823529408,12088858.170568448,0.0,12088858.170568448 
 06/02  14:00:00,595029139.2001947,0.0,90837842.25682777,272643148.0655114,0.0,216461331.18616644,15056433.352865696,30384.338823529408,4074631.3308787635,0.0,4074631.3308787635 
 06/02  15:00:00,608428116.7116045,0.0,103506335.3805747,272643148.0655114,0.0,216461331.18616644,15786917.740528395,30384.338823529408,8077166.658921922,0.0,8077166.658921922 
 06/02  16:00:00,627618370.2535726,0.0,111341592.64871764,272643148.0655114,0.0,226864935.58177087,16738309.618749406,30384.338823529408,4076133.1479634424,0.0,4076133.1479634424 
 06/02  17:00:00,560697128.0138489,0.0,106168616.17570339,212055781.82873115,0.0,226061237.00064614,16381108.669944488,30384.338823529408,8074993.569757443,0.0,8074993.569757443 
 06/02  18:00:00,381104063.60723954,0.0,86701650.50709775,151468415.59195086,0.0,129665444.23400117,13238168.935366282,30384.338823529408,4072737.538897267,0.0,4072737.538897267 
 06/02  19:00:00,359057804.15640074,0.0,74373038.05919693,151468415.59195086,0.0,120417795.88235287,12768170.28407672,30384.338823529408,72000.0,0.0,72000.0 
 06/02  20:00:00,266674463.594225,48160.61567923566,62069188.96897409,90881049.35517044,0.0,101118800.59793137,12526879.717646288,30384.338823529408,4072118.613535621,0.0,4072118.613535621 
 06/02  21:00:00,284313085.2374624,2112920.94123307,55553374.46248181,90881049.35517044,26713500.0,96494976.42210722,12526879.717646288,30384.338823529408,4071174.875064907,0.0,4071174.875064907 
 06/02  22:00:00,171632448.59489948,0.0,0.0,30293683.118390154,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/02  23:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070580.7343099536,0.0,4070580.7343099536 
 06/02  24:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  01:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  02:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070628.956414844,0.0,4070628.956414844 
 06/03  03:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  04:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070689.7362343017,0.0,4070689.7362343017 
 06/03  05:00:00,171632448.59489948,0.0,0.0,30293683.118390154,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  06:00:00,234206472.03709477,86649843.54377456,5917359.510869197,30293683.118390154,21370800.0,77195981.13768573,12748420.387551518,30384.338823529408,4070533.926397669,0.0,4070533.926397669 
 06/03  07:00:00,307894528.7595146,69947796.39196499,16853976.27976194,90881049.35517044,0.0,117654442.67614728,12526879.717646288,30384.338823529408,4072557.489750774,0.0,4072557.489750774 
 06/03  08:00:00,583205777.9101356,12237044.146395259,31180769.629573546,272643148.0655114,0.0,253451924.59275988,13662507.137072189,30384.338823529408,4074882.2182221483,0.0,4074882.2182221483 
 06/03  09:00:00,553241665.4418383,4480576.211679435,39486205.204793826,272643148.0655114,0.0,223397067.44990274,13204284.171127591,30384.338823529408,8078578.848782368,0.0,8078578.848782368 
 06/03  10:00:00,553971510.7982618,1044066.336387682,50659908.0959349,272643148.0655114,0.0,216461331.18616644,13132672.775437953,30384.338823529408,4075340.7916160696,0.0,4075340.7916160696 
 06/03  11:00:00,570587936.553001,0.0,60951228.282207154,272643148.0655114,0.0,223397067.44990274,13566108.416556524,30384.338823529408,8081081.219333354,0.0,8081081.219333354 
 06/03  12:00:00,577805402.1274774,0.0,69851673.31452432,272643148.0655114,0.0,221437412.82482204,13842783.583796002,30384.338823529408,12089954.838663135,0.0,12089954.838663135 
 06/03  13:00:00,603484491.7253821,0.0,87189341.68038078,272643148.0655114,0.0,229176847.66968298,14444769.97098353,30384.338823529408,8083117.697565204,0.0,8083117.697565204 
 06/03  14:00:00,604412142.0501809,0.0,100740018.9523227,272643148.0655114,0.0,216461331.18616644,14537259.507357003,30384.338823529408,4074560.344941036,0.0,4074560.344941036 
 06/03  15:00:00,617344427.1822573,0.0,113199961.19582629,272643148.0655114,0.0,216461331.18616644,15009602.395929784,30384.338823529408,8077051.893312859,0.0,8077051.893312859 
 06/03  16:00:00,646284048.9312279,0.0,130924409.60852067,272643148.0655114,0.0,226864935.58177087,15821171.336601699,30384.338823529408,4076122.6061365525,0.0,4076122.6061365525 
 06/03  17:00:00,579385591.7050838,0.0,125742803.64081833,212055781.82873115,0.0,226061237.00064614,15495384.89606455,30384.338823529408,8075282.647845828,0.0,8075282.647845828 
 06/03  18:00:00,392282152.3892087,0.0,98583423.98169787,151468415.59195086,0.0,129665444.23400117,12534484.242735304,30384.338823529408,4072938.702302749,0.0,4072938.702302749 
 06/03  19:00:00,368656437.9819435,0.0,84212962.45117006,151468415.59195086,0.0,120417795.88235287,12526879.717646288,30384.338823529408,72000.0,0.0,72000.0 
 06/03  20:00:00,275331515.29167455,461854.371332178,70312546.9107707,90881049.35517044,0.0,101118800.59793137,12526879.717646288,30384.338823529408,4072210.2721932526,0.0,4072210.2721932526 
 06/03  21:00:00,288487556.01883787,6620178.52879424,55220587.65629616,90881049.35517044,26713500.0,96494976.42210722,12526879.717646288,30384.338823529408,4070772.3121373197,0.0,4070772.3121373197 
 06/03  22:00:00,171632448.59489948,0.0,0.0,30293683.118390154,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/03  23:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070337.50448963,0.0,4070337.50448963 
 06/03  24:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/04  01:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/04  02:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070436.7825995283,0.0,4070436.7825995283 
 06/04  03:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/04  04:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070542.8696302534,0.0,4070542.8696302534 
 06/04  05:00:00,171632448.59489948,0.0,0.0,30293683.118390154,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/04  06:00:00,272289033.93902063,130723617.89732894,0.0,30293683.118390154,21370800.0,77195981.13768573,12674567.446792202,30384.338823529408,4070749.2580045075,0.0,4070749.2580045075 
 06/04  07:00:00,324934381.83107984,101848584.5411919,1993041.2021002683,90881049.35517044,0.0,117654442.67614728,12526879.717646288,30384.338823529408,4072350.3829046865,0.0,4072350.3829046865 
 06/04  08:00:00,597803788.6629896,30630060.296905026,27517207.900564976,272643148.0655114,0.0,253451924.59275988,13531063.468425084,30384.338823529408,4074893.015128345,0.0,4074893.015128345 
 06/04  09:00:00,570522233.9475753,9552324.809706878,51807426.71192746,272643148.0655114,0.0,223397067.44990274,13091882.571703527,30384.338823529408,8078444.605479365,0.0,8078444.605479365 
 06/04  10:00:00,575546630.6294575,2118212.5974500165,71270025.44901757,272643148.0655114,0.0,216461331.18616644,13023528.992488679,30384.338823529408,4075381.1199937854,0.0,4075381.1199937854 
 06/04  11:00:00,594431663.6699224,181136.44714564874,84810997.81070487,272643148.0655114,0.0,223397067.44990274,13368929.557834418,30384.338823529408,8080861.929314001,0.0,8080861.929314001 
 06/04  12:00:00,609195598.1933385,491004.7648834572,100881436.28468001,272643148.0655114,0.0,221437412.82482204,13712211.914617963,30384.338823529408,12089595.751647957,0.0,12089595.751647957 
 06/04  13:00:00,639457784.9111199,0.0,123777678.2681972,272643148.0655114,0.0,229176847.66968298,13829726.568905206,30384.338823529408,8083047.793537215,0.0,8083047.793537215 
 06/04  14:00:00,638155079.3882821,0.0,135451662.5637885,272643148.0655114,0.0,216461331.18616644,13568553.233992299,30384.338823529408,4074671.099768128,0.0,4074671.099768128 
 06/04  15:00:00,649525347.4191142,0.0,146528456.88580737,272643148.0655114,0.0,216461331.18616644,13862026.942805726,30384.338823529408,8076998.702349354,0.0,8076998.702349354 
 06/04  16:00:00,672524679.7130818,0.0,158380877.8317236,272643148.0655114,0.0,226864935.58177087,14605333.89525256,30384.338823529408,8080165.299946012,0.0,8080165.299946012 
 06/04  17:00:00,611556348.1777453,0.0,158842071.6488584,212055781.82873115,0.0,226061237.00064614,14566873.36068599,30384.338823529408,4073573.3002820583,0.0,4073573.3002820583 
 06/04  18:00:00,431727437.4728155,0.0,138036313.59039372,151468415.59195086,0.0,129665444.23400117,12526879.717646288,30384.338823529408,4072703.993466631,0.0,4072703.993466631 
 06/04  19:00:00,414896352.4754251,0.0,130452876.94465174,151468415.59195086,0.0,120417795.88235287,12526879.717646288,30384.338823529408,4072140.6595207495,0.0,4072140.6595207495 
 06/04  20:00:00,323776258.642733,4681594.220900044,114537550.41226123,90881049.35517044,0.0,101118800.59793137,12526879.717646288,30384.338823529408,72000.0,0.0,72000.0 
 06/04  21:00:00,335084808.1062623,16500118.72937434,91937899.54314056,90881049.35517044,26713500.0,96494976.42210722,12526879.717646288,30384.338823529408,4070836.235986344,0.0,4070836.235986344 
 06/04  22:00:00,171632448.59489948,0.0,0.0,30293683.118390154,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/04  23:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070245.8675490553,0.0,4070245.8675490553 
 06/04  24:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  01:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,4070402.3936316515,0.0,4070402.3936316515 
 06/05  02:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  03:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  04:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,4070544.2736884514,0.0,4070544.2736884514 
 06/05  05:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  06:00:00,265827564.82118383,98669154.91005515,25677889.154475044,30293683.118390154,21370800.0,77195981.13768573,12589672.161754198,30384.338823529408,4070867.847743035,0.0,4070867.847743035 
 06/05  07:00:00,285141572.67805105,90903658.11907779,55695689.543130815,30293683.118390154,0.0,95691277.84098245,12526879.717646288,30384.338823529408,72000.0,0.0,72000.0 
 06/05  08:00:00,436353216.38590556,55789617.63103819,103859558.06895486,151468415.59195086,0.0,112678361.03749181,12526879.717646288,30384.338823529408,4072097.6390226595,0.0,4072097.6390226595 
 06/05  09:00:00,469710729.7228416,38048712.44076177,146866284.2884749,151468415.59195086,0.0,120770053.34518413,12526879.717646288,30384.338823529408,4072663.409404685,0.0,4072663.409404685 
 06/05  10:00:00,480036314.3040887,25180105.479242787,173528343.96310917,151468415.59195086,0.0,117302185.21331601,12526879.717646288,30384.338823529408,4072577.6466082023,0.0,4072577.6466082023 
 06/05  11:00:00,490951723.17760897,15262329.948126182,186269836.06005383,151468415.59195086,0.0,125393877.52100833,12526879.717646288,30384.338823529408,4073241.6020333916,0.0,4073241.6020333916 
 06/05  12:00:00,459653081.52771026,8431571.160150137,166425777.37395525,151468415.59195086,0.0,120770053.34518413,12526879.717646288,30384.338823529408,4072743.6900872537,0.0,4072743.6900872537 
 06/05  13:00:00,454743025.2471487,4692428.68865341,174502511.91653872,151468415.59195086,0.0,111522404.99353582,12526879.717646288,30384.338823529408,4072511.160948474,0.0,4072511.160948474 
 06/05  14:00:00,323755525.0811792,11374863.798022956,177588740.70197782,45440524.67758522,0.0,76794131.8471234,12526879.717646288,30384.338823529408,4072067.177392721,0.0,4072067.177392721 
 06/05  15:00:00,328362777.5085603,12328032.2285557,185866648.8746504,45440524.67758522,0.0,72170307.67129923,12526879.717646288,30384.338823529408,72000.0,0.0,72000.0 
 06/05  16:00:00,335991767.0055562,13709700.2142979,190958014.34194812,45440524.67758522,0.0,73326263.71525528,12526879.717646288,30384.338823529408,4071733.954757016,0.0,4071733.954757016 
 06/05  17:00:00,295429020.92633253,22382824.92926206,180509368.264405,15146841.559195077,0.0,64832722.11700059,12526879.717646288,30384.338823529408,4070511.7404315607,0.0,4070511.7404315607 
 06/05  18:00:00,73074211.75128292,0.0,0.0,15146841.559195077,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  19:00:00,73074211.75128292,0.0,0.0,15146841.559195077,0.0,57896985.85326433,0.0,30384.338823529408,4071032.948735131,0.0,4071032.948735131 
 06/05  20:00:00,73074211.75128292,0.0,0.0,15146841.559195077,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  21:00:00,99787711.75128293,0.0,0.0,15146841.559195077,26713500.0,57896985.85326433,0.0,30384.338823529408,4071165.2309415448,0.0,4071165.2309415448 
 06/05  22:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/05  23:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,4070357.762201677,0.0,4070357.762201677 
 06/05  24:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  01:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  02:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,4070193.471278675,0.0,4070193.471278675 
 06/06  03:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  04:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  05:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,4070872.9663144904,0.0,4070872.9663144904 
 06/06  06:00:00,94445011.75128293,0.0,0.0,15146841.559195077,21370800.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  07:00:00,73074211.75128292,0.0,0.0,15146841.559195077,0.0,57896985.85326433,0.0,30384.338823529408,4070636.026959395,0.0,4070636.026959395 
 06/06  08:00:00,73074211.75128292,0.0,0.0,15146841.559195077,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  09:00:00,73074211.75128292,0.0,0.0,15146841.559195077,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  10:00:00,73074211.75128292,0.0,0.0,15146841.559195077,0.0,57896985.85326433,0.0,30384.338823529408,4070668.3761418345,0.0,4070668.3761418345 
 06/06  11:00:00,77463120.27662823,0.0,4021630.6226202957,15146841.559195077,0.0,57896985.85326433,367277.90272500593,30384.338823529408,72000.0,0.0,72000.0 
 06/06  12:00:00,93968170.43920243,0.0,19057569.17429447,15146841.559195077,0.0,57896985.85326433,1836389.5136250297,30384.338823529408,4070776.954696738,0.0,4070776.954696738 
 06/06  13:00:00,73074211.75128292,0.0,0.0,15146841.559195077,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  14:00:00,126149035.1780048,0.0,48804010.43692746,15146841.559195077,0.0,57896985.85326433,4270812.989794419,30384.338823529408,4070764.102167904,0.0,4070764.102167904 
 06/06  15:00:00,145324350.3174833,0.0,66508652.02894586,15146841.559195077,0.0,57896985.85326433,5741486.53725455,30384.338823529408,72000.0,0.0,72000.0 
 06/06  16:00:00,150439610.23136216,0.0,71440272.9914622,15146841.559195077,0.0,57896985.85326433,5925125.488617053,30384.338823529408,72000.0,0.0,72000.0 
 06/06  17:00:00,188227038.51785105,0.0,106089771.45650488,15146841.559195077,0.0,57896985.85326433,9063055.310063265,30384.338823529408,4070722.6783493264,0.0,4070722.6783493264 
 06/06  18:00:00,186176496.7978523,0.0,103896974.10173184,15146841.559195077,0.0,57896985.85326433,9205310.944837576,30384.338823529408,72000.0,0.0,72000.0 
 06/06  19:00:00,160396636.53598404,0.0,80363726.5093619,15146841.559195077,0.0,57896985.85326433,6958698.275339244,30384.338823529408,4070384.8282771846,0.0,4070384.8282771846 
 06/06  20:00:00,88533595.75932485,0.0,14425811.221319731,15146841.559195077,0.0,57896985.85326433,1033572.7867221917,30384.338823529408,72000.0,0.0,72000.0 
 06/06  21:00:00,99787711.75128293,0.0,0.0,15146841.559195077,26713500.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  22:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,4070192.848336516,0.0,4070192.848336516 
 06/06  23:00:00,137186611.75128293,0.0,0.0,15146841.559195077,64112400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/06  24:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070347.1735536847,0.0,4070347.1735536847 
 06/07  01:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/07  02:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/07  03:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,4070557.9926655907,0.0,4070557.9926655907 
 06/07  04:00:00,156485607.03570434,0.0,0.0,15146841.559195077,64112400.0,77195981.13768573,0.0,30384.338823529408,72000.0,0.0,72000.0 
 06/07  05:00:00,171632448.59489948,0.0,0.0,30293683.118390154,64112400.0,77195981.13768573,0.0,30384.338823529408,4071122.1720832856,0.0,4071122.1720832856 
 06/07  06:00:00,261490332.90085024,60232209.193870485,59798281.886744745,30293683.118390154,21370800.0,77195981.13768573,12568993.225335589,30384.338823529408,72000.0,0.0,72000.0 
 06/07  07:00:00,368217889.8633005,54981292.35424532,92143841.42126755,90881049.35517044,0.0,117654442.67614728,12526879.717646288,30384.338823529408,4072504.504928721,0.0,4072504.504928721 
 06/07  08:00:00,694980920.405552,5766665.586203994,149782997.20637244,272643148.0655114,0.0,253451924.59275988,13305800.615881048,30384.338823529408,8077538.960295511,0.0,8077538.960295511 
 06/07  09:00:00,676553149.1720572,81963.70926841538,167484730.5084161,272643148.0655114,0.0,223397067.44990274,12915855.100135136,30384.338823529408,4075102.6885394906,0.0,4075102.6885394906 
 06/07  10:00:00,686020537.3874556,0.0,183999413.04959714,272643148.0655114,0.0,216461331.18616644,12886260.74735738,30384.338823529408,8078730.277966181,0.0,8078730.277966181 
 06/07  11:00:00,714869822.4735284,0.0,205393139.17976734,272643148.0655114,0.0,223397067.44990274,13406083.439523663,30384.338823529408,8080917.645696491,0.0,8080917.645696491 
 06/07  12:00:00,710451536.6132056,0.0,202371243.940799,272643148.0655114,0.0,221437412.82482204,13969347.443249412,30384.338823529408,8083725.2398196515,0.0,8083725.2398196515 
 06/07  13:00:00,727313686.0893463,0.0,210442755.60097066,272643148.0655114,0.0,229176847.66968298,15020550.414357789,30384.338823529408,8082314.998928376,0.0,8082314.998928376 
 06/07  14:00:00,740123589.6183128,0.0,235314097.01037508,272643148.0655114,0.0,216461331.18616644,15674629.017436372,30384.338823529408,8077261.285134213,0.0,8077261.285134213 
 06/07  15:00:00,750322150.1204848,0.0,244701367.31792492,272643148.0655114,0.0,216461331.18616644,16485919.21205867,30384.338823529408,4074522.339579683,0.0,4074522.339579683 
