Time,CORE_BOTTOM:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_BOTTOM:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_BOTTOM:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_BOTTOM:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_MID:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_MID:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_MID:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_MID:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_TOP:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_TOP:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_TOP:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_TOP:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_1:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_1:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_1:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_1:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_2:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_2:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_2:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_2:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_3:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_3:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_3:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_3:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_4:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_4:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_4:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_4:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_1:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_1:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_1:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_1:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_2:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_2:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_2:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_2:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_3:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_3:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_3:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_3:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_4:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_4:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_4:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_4:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_1:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_1:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_1:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_1:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_2:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_2:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_2:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_2:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_3:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_3:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_3:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_3:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_4:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_4:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_4:ALBUQUERQUE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_4:ALBUQUERQUE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s]
00:05:00,7.129669E+03,3.779038E+03,2.410982E-01,2.663783E-01,9.014858E+03,9.489652E+03,3.048481E-01,6.689103E-01,2.897865E+04,9.107856E+03,9.799473E-01,6.419970E-01,1.304169E+04,0.000000E+00,4.408156E-01,0.000000E+00,8.634354E+03,0.000000E+00,2.918402E-01,0.000000E+00,1.299386E+04,0.000000E+00,4.391992E-01,0.000000E+00,8.634292E+03,0.000000E+00,2.918381E-01,0.000000E+00,1.368958E+04,7.075724E+01,4.627138E-01,4.999939E-03,9.075545E+03,7.825245E+00,3.067516E-01,5.516983E-04,1.367507E+04,2.123790E+01,4.622233E-01,1.499339E-03,9.075466E+03,7.470621E+01,3.067489E-01,5.323156E-03,1.814489E+04,3.493947E+01,6.132980E-01,2.465000E-03,1.191926E+04,0.000000E+00,4.028640E-01,0.000000E+00,1.815199E+04,3.290515E+00,6.135379E-01,2.324459E-04,1.191901E+04,1.616834E+01,4.028554E-01,1.147101E-03
00:10:00,7.134360E+03,3.784304E+03,2.412569E-01,2.667495E-01,9.020955E+03,9.530750E+03,3.050543E-01,6.718069E-01,2.900057E+04,9.073093E+03,9.806887E-01,6.395464E-01,1.304246E+04,0.000000E+00,4.408415E-01,0.000000E+00,8.634840E+03,0.000000E+00,2.918566E-01,0.000000E+00,1.299463E+04,0.000000E+00,4.392251E-01,0.000000E+00,8.634777E+03,0.000000E+00,2.918545E-01,0.000000E+00,1.369102E+04,3.404367E+01,4.627622E-01,2.402033E-03,9.076457E+03,7.825245E+00,3.067825E-01,5.516983E-04,1.367651E+04,2.123790E+01,4.622718E-01,1.499339E-03,9.076378E+03,4.458891E+01,3.067798E-01,3.159380E-03,1.814952E+04,3.493947E+01,6.134543E-01,2.465000E-03,1.192217E+04,0.000000E+00,4.029625E-01,0.000000E+00,1.815660E+04,2.593278E+00,6.136935E-01,1.828427E-04,1.192192E+04,3.940283E+01,4.029539E-01,2.788758E-03
00:15:00,7.138996E+03,3.788230E+03,2.414136E-01,2.670259E-01,9.027016E+03,9.569320E+03,3.052593E-01,6.745247E-01,2.902205E+04,9.036484E+03,9.814152E-01,6.369651E-01,1.304321E+04,0.000000E+00,4.408672E-01,0.000000E+00,8.635319E+03,0.000000E+00,2.918728E-01,0.000000E+00,1.299539E+04,0.000000E+00,4.392507E-01,0.000000E+00,8.635257E+03,0.000000E+00,2.918707E-01,0.000000E+00,1.369244E+04,3.404367E+01,4.628104E-01,2.402033E-03,9.077363E+03,0.000000E+00,3.068131E-01,0.000000E+00,1.367793E+04,1.648783E+01,4.623200E-01,1.163385E-03,9.077284E+03,4.458891E+01,3.068104E-01,3.159380E-03,1.815405E+04,1.516781E+01,6.136073E-01,1.070235E-03,1.192502E+04,0.000000E+00,4.030588E-01,0.000000E+00,1.816110E+04,2.593278E+00,6.138458E-01,1.828427E-04,1.192477E+04,2.544576E+01,4.030502E-01,1.798902E-03
00:20:00,7.143580E+03,3.790227E+03,2.415687E-01,2.671666E-01,9.033046E+03,9.604743E+03,3.054632E-01,6.770213E-01,2.904312E+04,8.997742E+03,9.821276E-01,6.342340E-01,1.304397E+04,0.000000E+00,4.408926E-01,0.000000E+00,8.635794E+03,0.000000E+00,2.918888E-01,0.000000E+00,1.299614E+04,0.000000E+00,4.392761E-01,0.000000E+00,8.635732E+03,0.000000E+00,2.918867E-01,0.000000E+00,1.369386E+04,3.404367E+01,4.628583E-01,2.402033E-03,9.078264E+03,0.000000E+00,3.068435E-01,0.000000E+00,1.367935E+04,1.648783E+01,4.623678E-01,1.163385E-03,9.078184E+03,2.132740E+01,3.068408E-01,1.512970E-03,1.815848E+04,1.516781E+01,6.137571E-01,1.070235E-03,1.192781E+04,0.000000E+00,4.031532E-01,0.000000E+00,1.816551E+04,2.593278E+00,6.139949E-01,1.828427E-04,1.192756E+04,2.544576E+01,4.031446E-01,1.798902E-03
00:25:00,7.148183E+03,3.790942E+03,2.417243E-01,2.672170E-01,9.039138E+03,9.637602E+03,3.056692E-01,6.793372E-01,2.906410E+04,8.957382E+03,9.828370E-01,6.313888E-01,1.304472E+04,0.000000E+00,4.409181E-01,0.000000E+00,8.636271E+03,0.000000E+00,2.919050E-01,0.000000E+00,1.299689E+04,0.000000E+00,4.393016E-01,0.000000E+00,8.636209E+03,0.000000E+00,2.919028E-01,0.000000E+00,1.369529E+04,7.446103E+00,4.629065E-01,5.262364E-04,9.079171E+03,0.000000E+00,3.068742E-01,0.000000E+00,1.368078E+04,1.648783E+01,4.624161E-01,1.163385E-03,9.079091E+03,5.977973E+01,3.068715E-01,4.224677E-03,1.816288E+04,1.516781E+01,6.139058E-01,1.070235E-03,1.193059E+04,0.000000E+00,4.032468E-01,0.000000E+00,1.816989E+04,2.593278E+00,6.141429E-01,1.828427E-04,1.193033E+04,2.603783E+01,4.032382E-01,1.840674E-03
00:30:00,7.152788E+03,3.789834E+03,2.418800E-01,2.671391E-01,9.045268E+03,9.667889E+03,3.058765E-01,6.814721E-01,2.908492E+04,8.915384E+03,9.835411E-01,6.284285E-01,1.304548E+04,0.000000E+00,4.409436E-01,0.000000E+00,8.636749E+03,0.000000E+00,2.919211E-01,0.000000E+00,1.299765E+04,0.000000E+00,4.393272E-01,0.000000E+00,8.636687E+03,0.000000E+00,2.919190E-01,0.000000E+00,1.369672E+04,2.637515E+01,4.629549E-01,1.861098E-03,9.080082E+03,0.000000E+00,3.069050E-01,0.000000E+00,1.368221E+04,2.090168E+01,4.624645E-01,1.474531E-03,9.080002E+03,4.398334E+01,3.069023E-01,3.104759E-03,1.816724E+04,1.516781E+01,6.140532E-01,1.070235E-03,1.193333E+04,0.000000E+00,4.033396E-01,0.000000E+00,1.817423E+04,2.593278E+00,6.142896E-01,1.828427E-04,1.193307E+04,2.603783E+01,4.033310E-01,1.840674E-03
00:35:00,7.157490E+03,3.805577E+03,2.420390E-01,2.682487E-01,9.051676E+03,9.714787E+03,3.060932E-01,6.847775E-01,2.910567E+04,8.890486E+03,9.842427E-01,6.266732E-01,1.304626E+04,0.000000E+00,4.409700E-01,0.000000E+00,8.637243E+03,0.000000E+00,2.919378E-01,0.000000E+00,1.299843E+04,0.000000E+00,4.393536E-01,0.000000E+00,8.637180E+03,0.000000E+00,2.919357E-01,0.000000E+00,1.369821E+04,2.637515E+01,4.630054E-01,1.861098E-03,9.081030E+03,0.000000E+00,3.069370E-01,0.000000E+00,1.368370E+04,4.413850E+00,4.625149E-01,3.111458E-04,9.080950E+03,4.398334E+01,3.069343E-01,3.104759E-03,1.817158E+04,0.000000E+00,6.141998E-01,0.000000E+00,1.193606E+04,0.000000E+00,4.034319E-01,0.000000E+00,1.817855E+04,0.000000E+00,6.144356E-01,0.000000E+00,1.193581E+04,2.603783E+01,4.034233E-01,1.840674E-03
00:40:00,7.162165E+03,3.820716E+03,2.421971E-01,2.693157E-01,9.058082E+03,9.760591E+03,3.063098E-01,6.880058E-01,2.912615E+04,8.865220E+03,9.849355E-01,6.248920E-01,1.304703E+04,0.000000E+00,4.409963E-01,0.000000E+00,8.637735E+03,0.000000E+00,2.919544E-01,0.000000E+00,1.299921E+04,0.000000E+00,4.393799E-01,0.000000E+00,8.637672E+03,0.000000E+00,2.919523E-01,0.000000E+00,1.369970E+04,1.892905E+01,4.630558E-01,1.334861E-03,9.081977E+03,0.000000E+00,3.069690E-01,0.000000E+00,1.368519E+04,4.413850E+00,4.625653E-01,3.111458E-04,9.081898E+03,6.361854E+01,3.069663E-01,4.490787E-03,1.817586E+04,0.000000E+00,6.143445E-01,0.000000E+00,1.193876E+04,0.000000E+00,4.035230E-01,0.000000E+00,1.818281E+04,0.000000E+00,6.145796E-01,0.000000E+00,1.193850E+04,2.803334E+00,4.035143E-01,1.990175E-04
00:45:00,7.166811E+03,3.834516E+03,2.423542E-01,2.702886E-01,9.064480E+03,9.804350E+03,3.065262E-01,6.910903E-01,2.914637E+04,8.839198E+03,9.856192E-01,6.230578E-01,1.304781E+04,0.000000E+00,4.410224E-01,0.000000E+00,8.638224E+03,0.000000E+00,2.919710E-01,0.000000E+00,1.299998E+04,0.000000E+00,4.394060E-01,0.000000E+00,8.638161E+03,0.000000E+00,2.919688E-01,0.000000E+00,1.370119E+04,1.892905E+01,4.631061E-01,1.334861E-03,9.082923E+03,0.000000E+00,3.070010E-01,0.000000E+00,1.368668E+04,4.413850E+00,4.626156E-01,3.111458E-04,9.082843E+03,6.361854E+01,3.069983E-01,4.490787E-03,1.818008E+04,0.000000E+00,6.144871E-01,0.000000E+00,1.194141E+04,0.000000E+00,4.036127E-01,0.000000E+00,1.818701E+04,0.000000E+00,6.147216E-01,0.000000E+00,1.194116E+04,2.803334E+00,4.036041E-01,1.990175E-04
00:50:00,7.171425E+03,3.847926E+03,2.425102E-01,2.712338E-01,9.070868E+03,9.846802E+03,3.067422E-01,6.940825E-01,2.916632E+04,8.813048E+03,9.862938E-01,6.212143E-01,1.304858E+04,0.000000E+00,4.410485E-01,0.000000E+00,8.638711E+03,0.000000E+00,2.919874E-01,0.000000E+00,1.300075E+04,0.000000E+00,4.394320E-01,0.000000E+00,8.638648E+03,0.000000E+00,2.919853E-01,0.000000E+00,1.370268E+04,1.892905E+01,4.631563E-01,1.334861E-03,9.083867E+03,0.000000E+00,3.070329E-01,0.000000E+00,1.368816E+04,4.413850E+00,4.626658E-01,3.111458E-04,9.083787E+03,6.361854E+01,3.070302E-01,4.490787E-03,1.818424E+04,0.000000E+00,6.146277E-01,0.000000E+00,1.194403E+04,0.000000E+00,4.037012E-01,0.000000E+00,1.819116E+04,0.000000E+00,6.148616E-01,0.000000E+00,1.194377E+04,2.803334E+00,4.036926E-01,1.990175E-04
