cur_datetime,canTemp,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],PresProf_cur[1.2],
2008-07-01 00:00:00,296.921,0.000,290.950,101390.000,296.980,101600.653,
2008-07-01 00:05:00,295.647,0.000,290.992,101391.667,295.704,101601.470,
2008-07-01 00:10:00,295.586,0.000,291.033,101393.333,295.642,101601.491,
2008-07-01 00:15:00,295.587,0.000,291.075,101395.000,295.650,101601.535,
2008-07-01 00:20:00,295.637,0.000,291.117,101396.667,295.707,101601.517,
2008-07-01 00:25:00,295.529,0.000,291.158,101398.333,295.586,101601.573,
2008-07-01 00:30:00,295.508,0.000,291.200,101400.000,295.566,101601.579,
2008-07-01 00:35:00,295.428,0.000,291.242,101401.667,295.477,101601.620,
2008-07-01 00:40:00,295.429,0.000,291.283,101403.333,295.480,101601.617,
2008-07-01 00:45:00,295.373,0.000,291.325,101405.000,295.417,101601.644,
2008-07-01 00:50:00,295.376,0.000,291.367,101406.667,295.422,101601.640,
2008-07-01 00:55:00,295.330,0.000,291.408,101408.333,295.369,101601.661,
2008-07-01 01:00:00,295.335,0.000,291.450,101410.000,295.376,101601.655,
2008-07-01 01:05:00,295.273,0.000,291.375,101414.167,295.309,101601.693,
2008-07-01 01:10:00,295.248,0.000,291.300,101418.333,295.286,101601.709,
2008-07-01 01:15:00,295.441,0.000,291.225,101422.500,295.493,101601.661,
2008-07-01 01:20:00,295.600,0.000,291.150,101426.667,295.665,101601.618,
2008-07-01 01:25:00,295.576,0.000,291.075,101430.833,295.631,101601.628,
2008-07-01 01:30:00,295.540,0.000,291.000,101435.000,295.597,101601.646,
2008-07-01 01:35:00,295.460,0.000,290.925,101439.167,295.511,101601.682,
2008-07-01 01:40:00,295.420,0.000,290.850,101443.333,295.473,101601.707,
2008-07-01 01:45:00,295.355,0.000,290.775,101447.500,295.403,101601.739,
2008-07-01 01:50:00,295.323,0.000,290.700,101451.667,295.373,101601.760,
2008-07-01 01:55:00,295.266,0.000,290.625,101455.833,295.312,101601.790,
2008-07-01 02:00:00,295.235,0.000,290.550,101460.000,295.283,101601.810,
2008-07-01 02:05:00,295.191,0.000,290.483,101463.333,295.233,101601.826,
2008-07-01 02:10:00,295.176,0.000,290.417,101466.667,295.219,101601.831,
2008-07-01 02:15:00,295.143,0.000,290.350,101470.000,295.182,101601.843,
2008-07-01 02:20:00,295.127,0.000,290.283,101473.333,295.166,101601.851,
2008-07-01 02:25:00,294.958,0.000,290.217,101476.667,295.006,101602.060,
2008-07-01 02:30:00,294.516,0.000,290.150,101480.000,294.603,101602.572,
