,tpr_air2m_c13_cal_%60'_celsius,pre_air_c13_cal_%60'_hPa,'hum_relcapa_c13_cal_%60'_percent,prp_intensrr_c13_cal_%60'_millimeter/hour,'ven_ddmoy_c13_cal_%60'_degre,ven_ffmoy_c13_cal_%60'_m/s,flx_rvd_c13_cal_%60'_watt/m2,flx_rvm_c13_cal_%60'_watt/m2,flx_ird_c13_%60'_watt/m2,flx_irm_c13_%60'_watt/m2
2004-01-01 21:00:00,5.792166666666668,989.1133333333333,89.05,0.0,301.03333333333336,4.151666666666666,-0.0016666666666666668,0.0,332.2726666666667,338.1646666666667
2004-01-01 22:00:00,5.945166666666666,989.08,88.75,0.0,301.81666666666666,3.921666666666667,-0.03816666666666667,0.0,332.2898333333333,339.1666666666667
2004-01-01 23:00:00,5.828833333333334,988.7866666666666,91.25,0.1,299.6666666666667,4.376666666666667,-0.019333333333333334,0.0,335.40483333333333,339.4881666666667
2004-01-02 00:00:00,5.8919999999999995,989.0616666666666,90.55,0.0,294.2,3.9733333333333336,0.0,0.0,337.7275,339.97083333333336
2004-01-02 01:00:00,5.918333333333334,989.3283333333333,88.61666666666666,0.0,297.5833333333333,4.4,-0.049833333333333334,0.0,336.0125,340.2506666666667
2004-01-02 02:00:00,5.6445,989.8366666666666,88.1,0.0,288.71666666666664,4.455,-0.12383333333333334,0.0,330.43583333333333,338.69683333333336
2004-01-02 03:00:00,5.1165,989.825,88.86666666666666,0.0,279.85,4.701666666666667,-0.11800000000000001,0.0,326.7331666666667,336.5698333333333
2004-01-02 04:00:00,5.032166666666667,989.5416666666666,88.78333333333333,0.0,289.23333333333335,4.665,-0.1135,0.0,324.6288333333333,335.2303333333333
2004-01-02 05:00:00,5.0515,989.5300000000001,88.6,0.0,287.95,4.743333333333334,-0.109,0.007333333333333333,322.7335,334.45933333333335
2004-01-02 06:00:00,5.116833333333333,989.7316666666667,88.73333333333333,0.0,291.06666666666666,4.418333333333334,-0.1375,0.0055000000000000005,324.8131666666667,334.7561666666667
2004-01-02 07:00:00,5.2764999999999995,989.9916666666667,88.15,0.0,294.1166666666667,4.88,2.0463333333333336,0.3138333333333333,327.22,335.46683333333334
2004-01-02 08:00:00,5.257499999999999,990.2733333333333,88.9,0.0,281.26666666666665,5.595,25.6095,4.363666666666666,321.0963333333333,335.45750000000004
2004-01-02 09:00:00,5.536666666666666,990.9116666666666,87.66666666666667,0.0,287.56666666666666,5.096666666666667,54.49533333333333,9.303666666666667,323.16016666666667,337.50466666666665
2004-01-02 10:00:00,5.851333333333333,990.6333333333333,85.8,0.0,290.8666666666667,5.536666666666666,93.12233333333333,16.326,323.01433333333335,340.44283333333334
2004-01-02 11:00:00,6.500666666666667,989.8966666666668,82.21666666666667,0.0,294.95,6.319999999999999,218.32933333333332,39.40683333333333,307.98733333333337,344.8088333333333
2004-01-02 12:00:00,6.743166666666666,989.2033333333333,79.51666666666667,0.0,304.76666666666665,5.8116666666666665,124.29083333333332,21.680333333333333,322.1578333333334,344.58633333333336
2004-01-02 13:00:00,7.142666666666667,988.8733333333333,76.15,0.0,310.45,5.6866666666666665,126.49166666666666,22.406,320.92816666666664,345.5145
2004-01-02 14:00:00,6.219166666666666,988.9866666666666,82.8,0.9,313.96666666666664,4.826666666666667,37.10583333333333,5.7615,325.0021666666667,343.9635
2004-01-02 15:00:00,6.3865,989.4050000000001,81.1,0.0,310.6,4.79,51.36016666666667,8.920166666666667,314.1243333333333,342.8086666666667
2004-01-02 16:00:00,6.321833333333333,989.8133333333334,80.23333333333333,0.1,320.28333333333336,4.043333333333333,3.6858333333333335,0.6588333333333334,330.47450000000003,342.2645
2004-01-02 17:00:00,5.7105,990.2766666666666,85.7,0.5,321.68333333333334,3.9,-0.1115,0.014666666666666666,332.94083333333333,340.4483333333334
2004-01-02 18:00:00,5.759833333333333,990.8083333333333,84.43333333333334,0.0,307.6666666666667,3.975,-0.16,0.08433333333333333,328.77566666666667,339.85016666666667
2004-01-02 19:00:00,5.5905000000000005,991.3449999999999,84.6,0.0,305.0833333333333,4.425,-0.1255,0.05316666666666667,330.2663333333333,339.1621666666667
2004-01-02 20:00:00,5.294,991.9033333333333,86.98333333333333,0.2,304.93333333333334,4.363333333333333,-0.10600000000000001,0.025666666666666667,330.5648333333333,338.35549999999995
2004-01-02 21:00:00,5.349500000000001,992.2716666666668,86.06666666666666,0.0,301.3333333333333,4.33,-0.12083333333333333,0.0275,329.59183333333334,338.14666666666665
2004-01-02 22:00:00,4.904833333333333,992.9300000000001,86.46666666666667,0.5,304.8833333333333,4.558333333333334,-0.07333333333333333,-0.02283333333333333,330.0006666666667,336.72433333333333
2004-01-02 23:00:00,3.807,993.135,88.98333333333333,0.4,323.5833333333333,4.0633333333333335,-0.02666666666666667,0.0,326.57116666666667,333.25100000000003
2004-01-03 00:00:00,3.9493333333333336,993.5633333333334,85.9,0.0,326.96666666666664,3.728333333333333,-0.030000000000000002,0.0,324.5801666666667,333.15
2004-01-03 01:00:00,3.5135,993.9616666666666,82.13333333333334,0.0,324.35,4.026666666666666,-0.10983333333333332,0.0,308.05016666666666,329.44666666666666
2004-01-03 02:00:00,2.6483333333333334,994.9966666666667,80.85,0.0,315.75,3.0316666666666667,-0.30366666666666664,0.020166666666666666,284.68783333333334,323.47816666666665
2004-01-03 03:00:00,2.228333333333333,995.4083333333333,82.8,0.0,305.8,2.853333333333333,-0.18400000000000002,0.018333333333333333,304.5556666666667,323.254
2004-01-03 04:00:00,1.912,995.325,81.96666666666667,0.0,317.8333333333333,3.2449999999999997,-0.30866666666666664,0.018166666666666668,277.56333333333333,319.6166666666667
2004-01-03 05:00:00,1.7281666666666666,995.6783333333334,82.98333333333333,0.0,312.15,2.9433333333333334,-0.08466666666666667,0.0,309.7735,321.1265
2004-01-03 06:00:00,1.7521666666666667,996.0866666666666,81.23333333333333,0.0,325.75,3.0900000000000003,0.0,0.0,312.4823333333333,321.7153333333334
2004-01-03 07:00:00,1.5935,996.5366666666666,77.93333333333334,0.0,332.18333333333334,4.301666666666667,3.586,0.5685,310.207,320.61716666666666
2004-01-03 08:00:00,1.4269999999999998,997.1933333333333,77.4,0.0,320.26666666666665,3.31,23.80816666666667,4.032166666666667,307.8271666666667,320.4015
2004-01-03 09:00:00,1.4813333333333332,997.6933333333333,77.91666666666667,0.0,330.75,3.025,64.1465,11.263166666666667,304.434,321.5566666666667
2004-01-03 10:00:00,1.556,997.8449999999999,77.01666666666667,0.0,330.93333333333334,3.2849999999999997,94.73983333333334,16.620166666666666,302.171,323.3605
2004-01-03 11:00:00,1.7398333333333333,997.3016666666666,76.38333333333334,0.0,309.25,3.225,127.77716666666667,22.493,298.281,324.8206666666667
2004-01-03 12:00:00,1.8121666666666667,996.8233333333334,76.65,0.0,311.1166666666667,3.2383333333333337,140.0475,24.953,296.9291666666667,326.2663333333333
2004-01-03 13:00:00,1.823,996.4816666666667,77.13333333333334,0.0,323.48333333333335,3.145,162.54166666666666,29.654333333333334,291.2058333333333,327.40416666666664
2004-01-03 14:00:00,1.9795,996.41,75.0,0.0,317.96666666666664,2.8833333333333333,177.08233333333334,33.909166666666664,265.39616666666666,327.83416666666665
2004-01-03 15:00:00,1.4969999999999999,996.4433333333333,75.68333333333334,0.0,319.53333333333336,3.3,76.25833333333334,14.672333333333334,272.722,323.76233333333334
2004-01-03 16:00:00,0.7360000000000001,996.5266666666666,77.65,0.0,326.8666666666667,2.2150000000000003,5.880166666666667,1.0859999999999999,263.34583333333336,317.0276666666667
2004-01-03 17:00:00,0.38049999999999995,996.6566666666666,80.63333333333334,0.0,315.8333333333333,0.95,-0.16133333333333333,0.09683333333333333,300.5865,317.0998333333333
2004-01-03 18:00:00,0.42783333333333334,996.6833333333333,81.4,0.0,326.85,1.4866666666666668,-0.16116666666666665,0.0,300.1073333333333,317.60333333333335
2004-01-03 19:00:00,0.13883333333333334,996.72,82.5,0.0,328.45,2.0733333333333333,-0.2996666666666667,0.0,276.311,314.1791666666667
2004-01-03 20:00:00,-0.4855,996.6033333333334,84.53333333333333,0.0,296.5,1.4166666666666667,-0.6738333333333333,0.0,253.876,310.1716666666667
2004-01-03 21:00:00,-0.8610000000000001,996.8183333333333,88.88333333333334,0.0,272.65,1.8099999999999998,-0.2965,0.053000000000000005,293.1578333333334,311.543
2004-01-03 22:00:00,-0.39916666666666667,996.8299999999999,87.15,0.0,279.31666666666666,2.3383333333333334,-0.05500000000000001,0.0,304.5176666666667,313.383
2004-01-03 23:00:00,-0.41150000000000003,996.5716666666667,84.98333333333333,0.0,321.45,2.185,-0.2798333333333333,0.0,274.586,312.311
2004-01-04 00:00:00,-0.6211666666666668,996.4633333333334,85.18333333333334,0.0,309.01666666666665,1.9466666666666665,-0.09133333333333334,0.022000000000000002,300.69533333333334,312.31083333333333
2004-01-04 01:00:00,-0.7823333333333333,996.5566666666667,81.35,0.0,316.76666666666665,2.2883333333333336,-0.025,0.0,302.91749999999996,312.2828333333334
2004-01-04 02:00:00,-1.0508333333333333,996.8983333333333,78.23333333333333,0.0,331.0,2.478333333333333,-0.09316666666666666,0.0,297.1633333333333,311.4351666666667
2004-01-04 03:00:00,-1.4506666666666668,996.9683333333334,79.48333333333333,0.0,320.03333333333336,2.44,-0.2655,0.0,271.8425,309.812
2004-01-04 04:00:00,-2.1488333333333336,997.0083333333333,79.8,0.0,326.5833333333333,2.246666666666667,-0.5138333333333333,0.051333333333333335,236.29216666666667,306.834
2004-01-04 05:00:00,-2.6846666666666663,997.205,82.23333333333333,0.0,321.1666666666667,1.405,-0.7921666666666667,0.15766666666666665,231.87466666666666,304.92199999999997
2004-01-04 06:00:00,-3.1411666666666664,997.59,84.43333333333334,0.0,305.71666666666664,1.0566666666666666,-0.9171666666666667,0.20166666666666666,230.64033333333333,303.49133333333333
2004-01-04 07:00:00,-3.6128333333333336,997.975,87.48333333333333,0.0,276.4166666666667,1.075,10.024166666666668,1.9515,228.49766666666667,302.23499999999996
2004-01-04 08:00:00,-2.6563333333333334,998.685,85.15,0.0,274.03333333333336,1.1716666666666666,150.56816666666666,24.435666666666666,181.02716666666666,305.9993333333333
2004-01-04 09:00:00,-1.3945,999.08,78.8,0.0,295.45,1.48,295.77883333333335,50.55050000000001,164.779,309.6761666666667
2004-01-04 10:00:00,-0.6043333333333333,999.1166666666667,75.46666666666667,0.0,298.46666666666664,1.715,366.42199999999997,66.206,187.09433333333334,311.52383333333336
2004-01-04 11:00:00,0.057666666666666665,998.81,73.55,0.0,307.35,2.4233333333333333,402.76,73.95983333333334,205.30733333333333,315.40766666666667
2004-01-04 12:00:00,0.7158333333333334,998.4283333333333,72.71666666666667,0.0,290.3,2.7883333333333336,397.6985,72.77816666666666,208.6695,321.15633333333335
2004-01-04 13:00:00,1.4536666666666667,998.34,69.1,0.0,317.45,2.7916666666666665,353.424,65.5595,212.37216666666666,325.5555
2004-01-04 14:00:00,2.0166666666666666,998.6466666666668,68.86666666666666,0.0,304.1,2.3616666666666664,250.131,47.809666666666665,224.29533333333333,327.7348333333333
2004-01-04 15:00:00,1.6536666666666666,999.3766666666667,68.46666666666667,0.0,315.05,2.4683333333333333,116.4755,22.788666666666664,235.9305,322.76266666666663
2004-01-04 16:00:00,0.7336666666666667,999.5383333333334,75.08333333333333,0.0,297.06666666666666,1.855,10.607666666666667,2.0773333333333333,246.9955,314.3676666666667
2004-01-04 17:00:00,-0.0605,1000.006,80.08333333333333,0.0,316.15,1.22,-0.8528333333333333,0.13016666666666665,246.30266666666665,311.70166666666665
2004-01-04 18:00:00,-0.446,1000.3979999999999,82.15,0.0,329.6666666666667,1.2716666666666667,-0.868,0.185,247.23816666666667,311.209
2004-01-04 19:00:00,-0.9515,1001.0383333333333,83.43333333333334,0.0,292.4,0.6516666666666667,-0.9771666666666667,0.09833333333333333,245.89083333333335,310.2658333333333
2004-01-04 20:00:00,-1.847,1001.6966666666667,88.21666666666667,0.0,279.18333333333334,1.46,-0.9021666666666667,0.11549999999999999,245.652,307.64366666666666
2004-01-04 21:00:00,-1.9483333333333335,1001.965,89.48333333333333,0.0,280.31666666666666,1.8616666666666668,-0.855,0.10949999999999999,250.27466666666666,306.81666666666666
2004-01-04 22:00:00,-2.134333333333333,1001.9183333333333,91.06666666666666,0.0,284.26666666666665,1.3766666666666665,-0.5615,0.12966666666666668,263.87316666666663,306.58616666666666
2004-01-04 23:00:00,-1.8219999999999998,1001.35,89.45,0.0,212.23333333333332,1.5150000000000001,-0.5573333333333333,0.03983333333333334,264.1046666666667,307.19966666666664
2004-01-05 00:00:00,-2.594333333333333,1001.0533333333333,92.4,0.0,226.63333333333333,1.285,-0.5700000000000001,0.05633333333333333,257.1255,304.9263333333334
2004-01-05 01:00:00,-2.4298333333333333,1000.8033333333333,91.61666666666666,0.0,228.51666666666668,1.8166666666666667,-0.49083333333333334,0.05383333333333333,260.2126666666667,304.3643333333333
2004-01-05 02:00:00,-2.5286666666666666,1000.7033333333333,91.18333333333334,0.0,107.88333333333334,0.5966666666666666,-0.36,0.060333333333333336,262.63266666666664,304.59833333333336
2004-01-05 03:00:00,-2.722,1000.4633333333334,91.75,0.0,121.73333333333333,0.7466666666666666,-0.375,0.09533333333333333,274.50483333333335,304.07866666666666
2004-01-05 04:00:00,-2.539,1000.4633333333334,93.35,0.0,159.23333333333332,0.29333333333333333,-0.03066666666666667,0.06016666666666667,300.5788333333333,307.193
2004-01-05 05:00:00,-1.9076666666666666,1000.785,93.46666666666667,0.0,114.51666666666667,0.605,-0.024666666666666667,0.0018333333333333333,305.3638333333334,309.0866666666667
2004-01-05 06:00:00,-1.3913333333333333,1001.0716666666667,91.5,0.0,183.08333333333334,0.745,-0.08416666666666667,0.0,309.3693333333333,310.4051666666667
2004-01-05 07:00:00,-1.03,1001.385,89.58333333333333,0.0,217.81666666666666,1.3766666666666665,4.7044999999999995,0.9079999999999999,311.90383333333335,311.0395
2004-01-05 08:00:00,-0.5123333333333333,1001.6583333333333,87.88333333333334,0.0,218.96666666666667,1.1833333333333333,39.144666666666666,7.2135,310.35049999999995,311.65483333333333
2004-01-05 09:00:00,0.37883333333333336,1001.735,85.25,0.0,213.21666666666667,0.5416666666666666,112.03983333333333,18.234166666666667,297.2031666666666,311.64383333333336
2004-01-05 10:00:00,1.1413333333333333,1001.805,83.73333333333333,0.0,88.95,0.5616666666666668,180.7775,29.630499999999998,291.2465,312.1198333333333
2004-01-05 11:00:00,3.3275,1001.1366666666667,73.6,0.0,113.2,0.4716666666666667,355.21666666666664,61.4885,247.96633333333332,319.1331666666667
2004-01-05 12:00:00,5.5600000000000005,1000.145,66.66666666666667,0.0,239.61666666666667,0.8383333333333333,405.8726666666667,71.36616666666667,229.09233333333336,333.69533333333334
2004-01-05 13:00:00,6.239166666666667,999.5133333333334,71.5,0.0,211.25,1.6333333333333333,351.68666666666667,62.923,236.817,342.66516666666666
2004-01-05 14:00:00,7.1015,999.2233333333334,69.76666666666667,0.0,300.75,0.8433333333333334,248.48933333333335,45.70216666666667,248.81066666666666,344.875
2004-01-05 15:00:00,6.952333333333333,999.0916666666667,71.35,0.0,303.48333333333335,1.0683333333333331,101.49266666666668,18.760166666666667,265.29383333333334,340.4035
2004-01-05 16:00:00,5.3655,999.0466666666667,76.13333333333334,0.0,284.31666666666666,1.1866666666666668,9.492166666666666,1.834,273.32750000000004,330.4075
2004-01-05 17:00:00,3.8238333333333334,999.0016666666667,81.16666666666667,0.0,311.3833333333333,1.005,-0.8878333333333333,0.06416666666666666,274.856,323.18350000000004
2004-01-05 18:00:00,3.1430000000000002,999.0583333333333,85.51666666666667,0.0,286.8333333333333,0.3783333333333333,-0.5318333333333334,0.10450000000000001,274.284,320.03783333333337
2004-01-05 19:00:00,2.5163333333333333,998.9,88.65,0.0,219.85,0.33999999999999997,-0.6943333333333332,0.09166666666666666,271.4345,316.95466666666664
2004-01-05 20:00:00,1.8591666666666666,998.7783333333333,92.3,0.0,184.81666666666666,0.33999999999999997,-0.5820000000000001,0.10816666666666667,280.147,314.96083333333337
2004-01-05 21:00:00,0.7895,998.5433333333333,94.35,0.0,68.51666666666667,0.5683333333333334,-0.5358333333333333,0.0715,288.43266666666665,314.23966666666666
2004-01-05 22:00:00,0.7415,998.4083333333333,96.16666666666667,0.0,101.33333333333333,0.26,-0.49466666666666664,0.08983333333333333,293.174,313.79883333333333
2004-01-05 23:00:00,0.5675,998.0383333333334,96.7,0.0,175.21666666666667,0.27166666666666667,-0.5496666666666666,0.0935,293.822,313.43833333333333
2004-01-06 00:00:00,-0.2851666666666667,997.7133333333334,97.15,0.0,129.31666666666666,0.165,-0.4963333333333333,0.03116666666666667,292.40049999999997,311.45
2004-01-06 01:00:00,-0.6809999999999999,997.5833333333334,98.0,0.0,219.46666666666667,0.2966666666666667,-0.6183333333333334,0.03116666666666667,292.69066666666663,310.3041666666667
2004-01-06 02:00:00,-1.9481666666666666,997.495,98.0,0.0,263.1166666666667,0.645,-0.29666666666666663,0.0018333333333333333,293.86283333333336,306.7795
2004-01-06 03:00:00,-2.7915,997.1866666666667,98.76666666666667,0.0,82.8,0.5733333333333334,-0.2766666666666666,0.014666666666666666,292.35016666666667,304.6295
2004-01-06 04:00:00,-2.655333333333333,997.0016666666667,99.0,0.0,86.21666666666667,0.31,-0.17383333333333334,0.007333333333333333,297.8856666666667,305.52366666666666
2004-01-06 05:00:00,-2.411,996.9366666666666,99.0,0.0,152.26666666666668,0.27166666666666667,-0.1375,0.0,300.6571666666667,306.7316666666667
2004-01-06 06:00:00,-2.397666666666667,996.8033333333333,99.0,0.0,92.21666666666667,0.305,-0.178,0.0,300.2825,306.87233333333336
2004-01-06 07:00:00,-2.292666666666667,996.8866666666667,98.48333333333333,0.0,160.38333333333333,0.26666666666666666,5.295,1.1286666666666667,301.1475,307.55533333333335
2004-01-06 08:00:00,-1.9553333333333334,997.5608333333333,98.53333333333333,0.0,172.91666666666666,0.46166666666666667,47.92216666666666,9.984416666666668,300.5855,308.20916666666665
2004-01-06 09:00:00,-1.4925,998.2333333333333,98.68333333333334,0.0,123.35,0.5616666666666668,122.53283333333334,25.896333333333335,296.22516666666667,308.27483333333333
2004-01-06 10:00:00,-0.4825,998.52,98.15,0.1,169.08333333333334,0.41333333333333333,173.99650000000003,34.508,293.4488333333333,310.1526666666667
2004-01-06 11:00:00,0.45066666666666666,998.1883333333334,97.36666666666666,0.1,78.71666666666667,0.3416666666666667,242.0,40.87483333333333,282.37166666666667,316.99283333333335
2004-01-06 12:00:00,1.1576666666666666,997.8733333333333,97.63333333333334,0.0,126.81666666666666,0.6166666666666667,223.21533333333335,37.550666666666665,274.69466666666665,325.4275
2004-01-06 13:00:00,2.7786666666666666,997.4716666666667,95.95,0.0,74.8,0.6633333333333333,282.64216666666664,48.54816666666667,262.95616666666666,332.6273333333333
2004-01-06 14:00:00,2.896,997.4416666666667,95.95,0.0,66.51666666666667,1.1333333333333333,161.58149999999998,28.642833333333332,277.15866666666665,333.1918333333333
2004-01-06 15:00:00,2.7843333333333335,997.8533333333332,97.08333333333333,0.0,56.18333333333333,0.975,66.80766666666666,12.449000000000002,295.19599999999997,329.7008333333333
2004-01-06 16:00:00,1.785,997.7683333333333,97.88333333333334,0.0,78.21666666666667,1.06,4.7091666666666665,0.8271666666666667,319.0355,326.16700000000003
2004-01-06 17:00:00,0.7788333333333334,998.025,98.43333333333334,0.0,44.666666666666664,1.375,-0.0415,0.0,315.33700000000005,321.89483333333334
2004-01-06 18:00:00,0.49233333333333335,998.2183333333334,99.0,0.0,53.25,1.2666666666666666,-0.011666666666666667,0.0,314.17833333333334,319.8748333333333
2004-01-06 19:00:00,-0.071,997.91,99.0,0.0,115.86666666666666,1.0133333333333332,-0.16333333333333336,0.0,307.0808333333333,317.3838333333333
2004-01-06 20:00:00,-0.8636666666666667,997.7666666666667,99.0,0.0,123.63333333333334,0.725,-0.3988333333333333,0.0,295.00333333333333,312.46583333333336
2004-01-06 21:00:00,-0.9205000000000001,997.8366666666666,99.13333333333334,0.0,98.71666666666667,0.505,-0.42516666666666664,0.051333333333333335,295.9698333333333,310.5196666666667
2004-01-06 22:00:00,-1.2858333333333334,997.98,99.0,0.0,120.31666666666666,0.5633333333333332,-0.22316666666666668,0.033,294.6041666666667,310.1058333333333
2004-01-06 23:00:00,-1.5223333333333333,997.75,99.0,0.0,170.93333333333334,0.565,-0.38666666666666666,0.051000000000000004,294.81333333333333,309.93
2004-01-07 00:00:00,-1.3025,997.39,99.0,0.0,99.78333333333333,1.025,-0.3506666666666666,0.02333333333333333,296.225,310.00266666666664
2004-01-07 01:00:00,-0.6773333333333333,997.1700000000001,99.0,0.0,115.05,1.06,-0.3816666666666667,0.025166666666666667,298.8868333333333,311.1183333333333
2004-01-07 02:00:00,-0.4885,996.9883333333333,98.95,0.0,125.7,0.9583333333333334,-0.3816666666666667,0.0035,299.1385,311.2488333333333
2004-01-07 03:00:00,-0.9808333333333333,996.5516666666666,98.51666666666667,0.0,92.03333333333333,1.4400000000000002,-0.3825,0.025166666666666667,297.70116666666667,309.78816666666665
2004-01-07 04:00:00,-1.0453333333333332,995.9483333333334,98.31666666666666,0.0,93.9,0.92,-0.4901666666666667,0.0275,295.59433333333334,309.4526666666667
2004-01-07 05:00:00,-1.2996666666666667,995.4983333333333,98.06666666666666,0.0,99.16666666666667,0.9333333333333333,-0.48533333333333334,0.052000000000000005,295.084,308.3411666666667
2004-01-07 06:00:00,-1.0381666666666667,995.3366666666666,97.93333333333334,0.0,106.43333333333334,0.9666666666666667,-0.3831666666666667,0.0465,296.8883333333333,308.4026666666667
2004-01-07 07:00:00,-1.8423333333333334,995.4433333333333,97.63333333333334,0.0,76.01666666666667,0.5950000000000001,6.272333333333333,1.5716666666666665,293.15183333333334,306.5585
2004-01-07 08:00:00,-0.7588333333333334,996.1266666666667,97.93333333333334,0.0,78.75,0.21333333333333335,83.6555,19.056500000000003,293.3528333333333,309.77983333333333
2004-01-07 09:00:00,0.335,996.6316666666667,95.33333333333333,0.1,80.01666666666667,0.35,131.45116666666667,25.66,299.377,313.64950000000005
2004-01-07 10:00:00,1.3878333333333333,996.7683333333333,94.66666666666667,0.1,63.06666666666667,0.6166666666666667,321.3005,54.2395,269.91116666666665,318.2968333333334
2004-01-07 11:00:00,3.8543333333333334,996.2033333333333,90.93333333333334,0.0,60.166666666666664,1.01,381.64116666666666,67.06533333333333,272.4506666666667,330.0176666666667
2004-01-07 12:00:00,6.895,995.3366666666666,84.83333333333333,0.0,135.78333333333333,1.8933333333333333,407.3455,67.20116666666667,246.16216666666665,347.04766666666666
2004-01-07 13:00:00,8.483333333333333,994.8533333333332,74.08333333333333,0.0,169.1,2.555,349.6306666666667,57.558166666666665,250.85233333333332,353.77983333333333
2004-01-07 14:00:00,8.562333333333333,994.6883333333334,72.36666666666666,0.0,174.63333333333333,2.4733333333333336,220.39383333333333,37.3125,267.8618333333333,351.88033333333334
2004-01-07 15:00:00,8.156166666666667,994.5483333333334,73.86666666666666,0.0,161.55,2.0833333333333335,126.19766666666666,22.174166666666668,274.4223333333333,347.5385
2004-01-07 16:00:00,6.992166666666667,994.485,76.56666666666666,0.0,125.26666666666667,1.2916666666666667,11.532166666666667,1.9453333333333334,281.65849999999995,337.09433333333334
2004-01-07 17:00:00,6.099,994.42,79.63333333333334,0.0,121.96666666666667,1.4066666666666667,-0.5058333333333332,-0.033,284.03200000000004,330.64433333333335
2004-01-07 18:00:00,4.743833333333333,994.4216666666666,84.76666666666667,0.0,136.48333333333332,0.8133333333333332,-0.5790000000000001,-0.033,279.1028333333333,325.11949999999996
2004-01-07 19:00:00,3.705,994.2333333333333,89.23333333333333,0.0,124.58333333333333,1.0933333333333333,-0.3441666666666666,0.077,284.0833333333333,321.1413333333333
