,canTemp_vcwg_K
2004-06-01 00:00:00,15.112104166666768
2004-06-01 00:10:00,14.935354166666627
2004-06-01 00:20:00,14.758604166666714
2004-06-01 00:30:00,14.58185416666663
2004-06-01 00:40:00,14.40510416666666
2004-06-01 00:50:00,14.228354166666577
2004-06-01 01:00:00,14.184020833333307
2004-06-01 01:10:00,14.183826388888917
2004-06-01 01:20:00,14.183631944444414
2004-06-01 01:30:00,14.183437500000025
2004-06-01 01:40:00,14.183243055555522
2004-06-01 01:50:00,14.183048611111133
2004-06-01 02:00:00,14.196541666666576
2004-06-01 02:10:00,14.21459722222221
2004-06-01 02:20:00,14.23265277777773
2004-06-01 02:30:00,14.250708333333364
2004-06-01 02:40:00,14.268763888888884
2004-06-01 02:50:00,14.286819444444518
2004-06-01 03:00:00,14.294750000000022
2004-06-01 03:10:00,14.29930555555552
2004-06-01 03:20:00,14.303861111111132
2004-06-01 03:30:00,14.30841666666663
2004-06-01 03:40:00,14.312972222222243
2004-06-01 03:50:00,14.317527777777741
2004-06-01 04:00:00,14.317333333333409
2004-06-01 04:10:00,14.31555555555559
2004-06-01 04:20:00,14.313777777777773
2004-06-01 04:30:00,14.311999999999955
2004-06-01 04:40:00,14.31022222222225
2004-06-01 04:50:00,14.30844444444449
2004-06-01 05:00:00,14.321833333333302
2004-06-01 05:10:00,14.340277777777771
2004-06-01 05:20:00,14.35872222222224
2004-06-01 05:30:00,14.377166666666653
2004-06-01 05:40:00,14.395611111111123
2004-06-01 05:50:00,14.414055555555592
2004-06-01 06:00:00,14.44243750000004
2004-06-01 06:10:00,14.47413194444448
2004-06-01 06:20:00,14.505826388888863
2004-06-01 06:30:00,14.537520833333303
2004-06-01 06:40:00,14.569215277777744
2004-06-01 06:50:00,14.60090972222224
2004-06-01 07:00:00,14.677437499999996
2004-06-01 07:10:00,14.768909722222247
2004-06-01 07:20:00,14.860381944444498
2004-06-01 07:30:00,14.951854166666635
2004-06-01 07:40:00,15.043326388888886
2004-06-01 07:50:00,15.13479861111108
2004-06-01 08:00:00,15.251291666666702
2004-06-01 08:10:00,15.376125000000002
2004-06-01 08:20:00,15.500958333333415
2004-06-01 08:30:00,15.625791666666714
2004-06-01 08:40:00,15.750625000000014
2004-06-01 08:50:00,15.875458333333313
2004-06-01 09:00:00,16.088479166666616
2004-06-01 09:10:00,16.33089583333333
2004-06-01 09:20:00,16.57331249999993
2004-06-01 09:30:00,16.815729166666642
2004-06-01 09:40:00,17.058145833333356
2004-06-01 09:50:00,17.30056250000007
2004-06-01 10:00:00,17.545270833333348
2004-06-01 10:10:00,17.790743055555595
2004-06-01 10:20:00,18.03621527777773
2004-06-01 10:30:00,18.281687499999975
2004-06-01 10:40:00,18.527159722222223
2004-06-01 10:50:00,18.77263194444447
2004-06-01 11:00:00,18.92543749999993
2004-06-01 11:10:00,19.04735416666665
2004-06-01 11:20:00,19.169270833333314
2004-06-01 11:30:00,19.291187499999978
2004-06-01 11:40:00,19.4131041666667
2004-06-01 11:50:00,19.53502083333342
2004-06-01 12:00:00,19.710291666666762
2004-06-01 12:10:00,19.903347222222237
2004-06-01 12:20:00,20.096402777777826
2004-06-01 12:30:00,20.2894583333333
2004-06-01 12:40:00,20.48251388888889
2004-06-01 12:50:00,20.67556944444442
2004-06-01 13:00:00,20.85472916666663
2004-06-01 13:10:00,21.029256944444455
2004-06-01 13:20:00,21.203784722222167
2004-06-01 13:30:00,21.378312499999993
2004-06-01 13:40:00,21.55284027777782
2004-06-01 13:50:00,21.72736805555553
2004-06-01 14:00:00,21.789583333333326
2004-06-01 14:10:00,21.81436111111111
2004-06-01 14:20:00,21.839138888888897
2004-06-01 14:30:00,21.863916666666682
2004-06-01 14:40:00,21.888694444444468
2004-06-01 14:50:00,21.913472222222254
2004-06-01 15:00:00,21.75570833333336
2004-06-01 15:10:00,21.5370972222222
2004-06-01 15:20:00,21.318486111111156
2004-06-01 15:30:00,21.099874999999997
2004-06-01 15:40:00,20.881263888888952
2004-06-01 15:50:00,20.662652777777794
2004-06-01 16:00:00,20.567916666666633
2004-06-01 16:10:00,20.514472222222253
2004-06-01 16:20:00,20.461027777777872
2004-06-01 16:30:00,20.40758333333332
2004-06-01 16:40:00,20.354138888888883
2004-06-01 16:50:00,20.30069444444439
2004-06-01 17:00:00,20.17818749999998
2004-06-01 17:10:00,20.032659722222206
2004-06-01 17:20:00,19.887131944444377
2004-06-01 17:30:00,19.74160416666666
2004-06-01 17:40:00,19.596076388888832
2004-06-01 17:50:00,19.450548611111117
2004-06-01 18:00:00,19.238520833333325
2004-06-01 18:10:00,19.0043263888889
2004-06-01 18:20:00,18.770131944444415
2004-06-01 18:30:00,18.535937499999932
2004-06-01 18:40:00,18.301743055555562
2004-06-01 18:50:00,18.06754861111108
2004-06-01 19:00:00,17.99037500000003
2004-06-01 19:10:00,17.965541666666695
2004-06-01 19:20:00,17.940708333333305
2004-06-01 19:30:00,17.915875000000028
2004-06-01 19:40:00,17.891041666666695
2004-06-01 19:50:00,17.866208333333304
2004-06-01 20:00:00,17.815750000000037
2004-06-01 20:10:00,17.75675000000001
2004-06-01 20:20:00,17.697750000000042
2004-06-01 20:30:00,17.638750000000016
2004-06-01 20:40:00,17.57974999999999
2004-06-01 20:50:00,17.520749999999964
2004-06-01 21:00:00,17.458604166666646
2004-06-01 21:10:00,17.39540972222221
2004-06-01 21:20:00,17.332215277777777
2004-06-01 21:30:00,17.269020833333343
2004-06-01 21:40:00,17.20582638888891
2004-06-01 21:50:00,17.142631944444418
2004-06-01 22:00:00,16.96516666666662
2004-06-01 22:10:00,16.749611111111108
2004-06-01 22:20:00,16.534055555555483
2004-06-01 22:30:00,16.31850000000003
2004-06-01 22:40:00,16.10294444444446
2004-06-01 22:50:00,15.887388888888836
2004-06-01 23:00:00,15.759895833333303
2004-06-01 23:10:00,15.661756944444448
2004-06-01 23:20:00,15.563618055555594
2004-06-01 23:30:00,15.465479166666682
2004-06-01 23:40:00,15.367340277777771
2004-06-01 23:50:00,15.26920138888886
2004-06-02 00:00:00,15.232270833333303
2004-06-02 00:10:00,15.21574305555555
2004-06-02 00:20:00,15.199215277777796
2004-06-02 00:30:00,15.182687499999986
2004-06-02 00:40:00,15.16615972222229
2004-06-02 00:50:00,15.14963194444448
2004-06-02 01:00:00,15.057291666666629
2004-06-02 01:10:00,14.939680555555526
2004-06-02 01:20:00,14.822069444444423
2004-06-02 01:30:00,14.70445833333332
2004-06-02 01:40:00,14.586847222222218
2004-06-02 01:50:00,14.469236111111115
2004-06-02 02:00:00,14.393041666666704
2004-06-02 02:10:00,14.3306527777778
2004-06-02 02:20:00,14.268263888888896
2004-06-02 02:30:00,14.205875000000049
2004-06-02 02:40:00,14.143486111111145
2004-06-02 02:50:00,14.08109722222224
2004-06-02 03:00:00,13.968645833333312
2004-06-02 03:10:00,13.839506944444452
2004-06-02 03:20:00,13.710368055555591
2004-06-02 03:30:00,13.581229166666674
2004-06-02 03:40:00,13.452090277777756
2004-06-02 03:50:00,13.322951388888896
2004-06-02 04:00:00,13.260062500000004
2004-06-02 04:10:00,13.219256944444396
2004-06-02 04:20:00,13.178451388888902
2004-06-02 04:30:00,13.137645833333295
2004-06-02 04:40:00,13.096840277777801
2004-06-02 04:50:00,13.056034722222194
2004-06-02 05:00:00,13.096000000000004
2004-06-02 05:10:00,13.162888888888858
