cur_datetime,canTemp,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19],
2004-06-01 00:00:00,295.619,69.579,288.250,100223.000,293.474,100576.383,
2004-06-01 00:05:00,291.099,13.443,288.242,100220.833,289.111,100580.131,
2004-06-01 00:10:00,289.934,0.479,288.233,100218.667,288.616,100580.413,
2004-06-01 00:15:00,290.374,2.851,288.225,100216.500,288.657,100580.401,
2004-06-01 00:20:00,290.799,6.757,288.217,100214.333,288.718,100580.376,
2004-06-01 00:25:00,290.869,6.689,288.208,100212.167,288.737,100580.371,
2004-06-01 00:30:00,290.816,5.272,288.200,100210.000,288.719,100580.385,
2004-06-01 00:35:00,290.725,3.499,288.192,100207.833,288.686,100580.407,
2004-06-01 00:40:00,290.656,2.053,288.183,100205.667,288.658,100580.427,
2004-06-01 00:45:00,290.563,0.479,288.175,100203.500,288.630,100580.448,
2004-06-01 00:50:00,290.633,0.609,288.167,100201.333,288.621,100580.459,
2004-06-01 00:55:00,290.490,0.239,288.158,100199.167,288.603,100580.474,
2004-06-01 01:00:00,290.534,0.239,288.150,100197.000,288.597,100580.483,
2004-06-01 01:05:00,290.419,0.239,288.167,100194.750,288.594,100580.473,
2004-06-01 01:10:00,290.424,0.239,288.183,100192.500,288.605,100580.455,
2004-06-01 01:15:00,290.486,0.239,288.200,100190.250,288.622,100580.435,
2004-06-01 01:20:00,290.409,0.239,288.217,100188.000,288.634,100580.416,
2004-06-01 01:25:00,290.441,0.239,288.233,100185.750,288.648,100580.396,
2004-06-01 01:30:00,290.389,0.239,288.250,100183.500,288.658,100580.379,
2004-06-01 01:35:00,290.408,0.239,288.267,100181.250,288.671,100580.360,
2004-06-01 01:40:00,290.384,0.239,288.283,100179.000,288.682,100580.342,
2004-06-01 01:45:00,290.396,0.239,288.300,100176.750,288.696,100580.323,
2004-06-01 01:50:00,290.361,0.239,288.317,100174.500,288.705,100580.306,
2004-06-01 01:55:00,290.472,0.060,288.333,100172.250,288.725,100580.284,
2004-06-01 02:00:00,290.379,0.060,288.350,100170.000,288.735,100580.267,
2004-06-01 02:05:00,290.435,0.060,288.342,100169.167,288.736,100580.271,
2004-06-01 02:10:00,290.329,0.060,288.333,100168.333,288.718,100580.286,
2004-06-01 02:15:00,290.404,0.060,288.325,100167.500,288.709,100580.297,
2004-06-01 02:20:00,290.375,0.060,288.317,100166.667,288.698,100580.309,
2004-06-01 02:25:00,290.340,0.060,288.308,100165.833,288.691,100580.319,
2004-06-01 02:30:00,290.305,0.060,288.300,100165.000,288.681,100580.330,
2004-06-01 02:35:00,290.271,0.060,288.292,100164.167,288.670,100580.341,
2004-06-01 02:40:00,290.209,0.060,288.283,100163.333,288.655,100580.355,
2004-06-01 02:45:00,290.307,0.060,288.275,100162.500,288.652,100580.363,
2004-06-01 02:50:00,290.136,0.060,288.267,100161.667,288.635,100580.377,
2004-06-01 02:55:00,290.327,0.060,288.258,100160.833,288.639,100580.383,
2004-06-01 03:00:00,290.058,0.060,288.250,100160.000,288.616,100580.399,
2004-06-01 03:05:00,290.337,0.060,288.250,100160.833,288.629,100580.394,
2004-06-01 03:10:00,290.005,0.060,288.250,100161.667,288.611,100580.401,
2004-06-01 03:15:00,290.239,0.060,288.250,100162.500,288.624,100580.396,
