Fichier CNRM-CAMPBELL Fichier FLUX
FILE START TIME = 000003.040
FILE STOP TIME = 233003.320
DATE_ACQUISITION = 28/02/2005;
PLATFORM = le-fauga
LATITUDE = 43.3853
LONGITUDE = 1.2922
ACQ_ID = fa050059
TYPE = ASCII
DATE_creation_fichier = 14-12-2005
#END OF HEADER#
'date' 'rft_time_campbel5_%1800' ' ctl_hbas_c5_cal_%1800' ' veg_h_c5_cal_%1800' ' flx_rn_c5_csm_%1800' ' flx_phi0_c5_csm_%1800' flx_hs_aero_%1800 flx_le_aero_%1800 flx_ustar_aero_%1800 flx_co2_%1800
'JJ/MM/AAAA' 'HHMMSS.SSS UTC' '"unknown"' '"unknown"' 'W/m2' 'W/m2' 'W/m2' '' 'm' ''
'none' 'none' '+9999' '+9999' '+9999' '+9999' '+9999' '' '+9999' ''
'Acqui_system' 'Acqui_system' 'No_sensor' 'No_sensor' 'pyrano_cm3_schenk_8331' 'plaque_flux_MN_3' 'No_sensor' 'No_sensor' 'No_sensor' 'No_sensor'
#END OF PARAMETER LIST#
CAPITOUL Periode 02-2005 
01/02/2005	000054.760	1.30	0.90	-8.40	-3.00	0.00	+9999	0.00	+9999
01/02/2005	003054.760	1.30	0.90	-7.82	-2.94	0.00	+9999	0.00	+9999
01/02/2005	010054.760	1.30	0.90	-7.93	-2.87	0.00	+9999	0.00	+9999
01/02/2005	013054.760	1.30	0.90	-7.36	-2.74	0.00	+9999	0.01	+9999
01/02/2005	020054.720	1.30	0.90	-6.05	-2.68	-2.00	+9999	0.05	+9999
01/02/2005	023054.760	1.30	0.90	-5.99	-2.35	0.00	+9999	0.12	+9999
01/02/2005	030056.280	1.30	0.90	-6.46	-2.09	0.00	+9999	0.09	+9999
01/02/2005	033056.280	1.30	0.90	-7.23	-2.02	1.00	+9999	0.10	+9999
01/02/2005	040056.280	1.30	0.90	-7.91	-2.09	1.00	+9999	0.11	+9999
01/02/2005	043056.280	1.30	0.90	-5.99	-2.02	1.00	+9999	0.09	+9999
01/02/2005	050056.280	1.30	0.90	-5.60	-1.89	1.00	+9999	0.10	+9999
01/02/2005	053056.280	1.30	0.90	-5.61	-1.89	1.00	+9999	0.11	+9999
01/02/2005	060056.280	1.30	0.90	-9.55	-2.09	1.00	+9999	0.12	+9999
01/02/2005	063056.280	1.30	0.90	-9.26	-2.22	1.00	+9999	0.12	+9999
01/02/2005	070056.280	1.30	0.90	-9.27	-2.35	1.00	+9999	0.11	+9999
01/02/2005	073056.280	1.30	0.90	-7.64	-2.28	1.00	+9999	0.12	+9999
01/02/2005	080056.240	1.30	0.90	-1.43	-2.02	2.00	+9999	0.10	+9999
01/02/2005	083056.280	1.30	0.90	13.86	-1.31	4.00	+9999	0.14	+9999
01/02/2005	090056.280	1.30	0.90	15.02	-0.33	5.00	+9999	0.15	+9999
01/02/2005	093056.280	1.30	0.90	25.05	0.00	6.00	+9999	0.15	+9999
01/02/2005	100056.280	1.30	0.90	17.89	0.59	5.00	+9999	0.15	+9999
01/02/2005	103056.320	1.30	0.90	42.60	0.98	9.00	+9999	0.14	+9999
01/02/2005	110056.280	1.30	0.90	76.32	3.00	15.00	+9999	0.17	+9999
01/02/2005	113056.320	1.30	0.90	68.04	4.57	11.00	+9999	0.15	+9999
01/02/2005	120056.320	1.30	0.90	78.98	5.16	13.00	+9999	0.18	+9999
01/02/2005	123056.320	1.30	0.90	79.38	5.74	15.00	+9999	0.22	+9999
01/02/2005	130056.240	1.30	0.90	56.36	4.89	11.00	+9999	0.22	+9999
01/02/2005	133056.280	1.30	0.90	45.86	3.79	7.00	+9999	0.19	+9999
01/02/2005	140056.200	1.30	0.90	56.10	3.72	15.00	+9999	0.22	+9999
