cur_datetime,canTemp,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[2],TempProf_cur[13],TempProf_cur[17],TempProf_cur[21],TempProf_cur[25],TempProf_cur[31],PresProf_cur[2],PresProf_cur[13],PresProf_cur[17],PresProf_cur[21],PresProf_cur[25],PresProf_cur[31],
2002-06-10 01:25:00,287.980,0.266,286.508,97532.500,288.274,287.577,287.222,287.054,286.939,286.800,98057.637,97929.633,97883.027,97836.398,97789.763,97719.810,
2002-06-10 01:30:00,287.800,0.266,286.500,97535.000,288.090,287.408,287.107,286.969,286.874,286.755,98057.800,97929.715,97883.086,97836.442,97789.795,97719.828,
2002-06-10 01:35:00,287.902,0.266,286.492,97537.500,288.211,287.477,287.137,286.984,286.881,286.755,98057.747,97929.705,97883.084,97836.443,97789.798,97719.831,
2002-06-10 01:40:00,287.710,0.266,286.483,97540.000,287.976,287.350,287.059,286.926,286.835,286.722,98057.887,97929.764,97883.127,97836.475,97789.821,97719.846,
2002-06-10 01:45:00,287.907,0.266,286.475,97542.500,288.233,287.458,287.112,286.960,286.857,286.734,98057.777,97929.737,97883.111,97836.466,97789.817,97719.845,
2002-06-10 01:50:00,287.617,0.266,286.467,97545.000,287.849,287.296,287.022,286.895,286.807,286.699,98057.962,97929.802,97883.158,97836.500,97789.842,97719.860,
2002-06-10 01:55:00,287.878,0.066,286.458,97547.500,288.210,287.422,287.079,286.930,286.831,286.710,98057.827,97929.773,97883.142,97836.491,97789.838,97719.860,
2002-06-10 02:00:00,287.572,0.066,286.450,97550.000,287.781,287.275,287.006,286.879,286.791,286.682,98058.004,97929.827,97883.180,97836.519,97789.858,97719.873,
2002-06-10 02:05:00,287.735,0.066,286.433,97552.500,288.032,287.329,287.021,286.884,286.791,286.677,98057.944,97929.830,97883.187,97836.528,97789.868,97719.881,
2002-06-10 02:10:00,287.516,0.066,286.417,97555.000,287.737,287.208,286.947,286.826,286.743,286.639,98058.097,97929.893,97883.236,97836.567,97789.897,97719.900,
2002-06-10 02:15:00,287.642,0.066,286.400,97557.500,287.924,287.257,286.963,286.832,286.743,286.633,98058.051,97929.896,97883.243,97836.575,97789.907,97719.909,
2002-06-10 02:20:00,287.474,0.066,286.383,97560.000,287.702,287.161,286.903,286.784,286.702,286.601,98058.174,97929.950,97883.285,97836.609,97789.933,97719.926,
2002-06-10 02:25:00,287.572,0.066,286.367,97562.500,287.843,287.202,286.917,286.790,286.703,286.596,98058.138,97929.953,97883.292,97836.618,97789.942,97719.935,
2002-06-10 02:30:00,287.453,0.066,286.350,97565.000,287.688,287.133,286.872,286.754,286.671,286.569,98058.231,97929.997,97883.327,97836.646,97789.965,97719.950,
2002-06-10 02:35:00,287.524,0.066,286.333,97567.500,287.792,287.160,286.880,286.754,286.668,286.562,98058.211,97930.005,97883.337,97836.656,97789.975,97719.960,
2002-06-10 02:40:00,287.426,0.066,286.317,97570.000,287.664,287.102,286.841,286.723,286.640,286.538,98058.290,97930.044,97883.369,97836.682,97789.996,97719.974,
2002-06-10 02:45:00,287.478,0.066,286.300,97572.500,287.743,287.119,286.843,286.720,286.634,286.528,98058.281,97930.055,97883.381,97836.695,97790.008,97719.984,
2002-06-10 02:50:00,287.396,0.066,286.283,97575.000,287.637,287.069,286.809,286.691,286.608,286.506,98058.351,97930.091,97883.411,97836.719,97790.028,97719.998,
2002-06-10 02:55:00,287.433,0.066,286.267,97577.500,287.696,287.079,286.807,286.685,286.600,286.495,98058.352,97930.105,97883.425,97836.733,97790.041,97720.009,
2002-06-10 03:00:00,287.212,0.066,286.250,97580.000,287.428,286.921,286.701,286.602,286.532,286.444,98058.532,97930.192,97883.491,97836.784,97790.079,97720.032,
2002-06-10 03:05:00,287.471,0.066,286.217,97582.500,287.765,287.067,286.767,286.638,286.551,286.444,98058.407,97930.175,97883.490,97836.790,97790.090,97720.046,
2002-06-10 03:10:00,287.204,0.066,286.183,97585.000,287.403,286.929,286.690,286.578,286.499,286.399,98058.592,97930.251,97883.550,97836.839,97790.130,97720.074,
2002-06-10 03:15:00,287.372,0.066,286.150,97587.500,287.651,286.991,286.708,286.582,286.495,286.386,98058.539,97930.264,97883.568,97836.859,97790.150,97720.091,
2002-06-10 03:20:00,287.038,0.066,286.117,97590.000,287.229,286.776,286.565,286.468,286.399,286.312,98058.804,97930.388,97883.665,97836.935,97790.209,97720.130,
2002-06-10 03:25:00,287.384,0.066,286.083,97592.500,287.697,286.954,286.644,286.513,286.424,286.315,98058.637,97930.364,97883.659,97836.939,97790.218,97720.142,
2002-06-10 03:30:00,286.945,0.066,286.050,97595.000,287.108,286.714,286.506,286.408,286.337,286.248,98058.935,97930.481,97883.748,97837.009,97790.273,97720.178,
2002-06-10 03:35:00,287.418,0.066,286.017,97597.500,287.763,286.944,286.609,286.470,286.375,286.260,98058.702,97930.440,97883.731,97837.004,97790.276,97720.187,
2002-06-10 03:40:00,286.866,0.066,285.983,97600.000,287.004,286.664,286.460,286.359,286.285,286.192,98059.050,97930.564,97883.823,97837.076,97790.331,97720.223,
2002-06-10 03:45:00,287.240,0.066,285.950,97602.500,287.548,286.819,286.519,286.391,286.302,286.191,98058.888,97930.550,97883.824,97837.084,97790.343,97720.237,
2002-06-10 03:50:00,286.782,0.066,285.917,97605.000,286.928,286.569,286.369,286.273,286.203,286.115,98059.205,97930.680,97883.923,97837.162,97790.403,97720.276,
2002-06-10 03:55:00,287.090,0.266,285.883,97607.500,287.378,286.696,286.416,286.296,286.213,286.110,98059.077,97930.674,97883.930,97837.174,97790.418,97720.291,
2002-06-10 04:00:00,286.676,0.266,285.850,97610.000,286.830,286.457,286.267,286.178,286.114,286.033,98059.377,97930.804,97884.030,97837.252,97790.479,97720.330,
2002-06-10 04:05:00,287.130,0.266,285.825,97615.833,287.459,286.681,286.370,286.243,286.156,286.050,98059.145,97930.756,97884.006,97837.242,97790.476,97720.335,
2002-06-10 04:10:00,286.600,0.266,285.800,97621.667,286.732,286.407,286.222,286.133,286.068,285.985,98059.479,97930.873,97884.092,97837.307,97790.526,97720.366,
2002-06-10 04:15:00,287.210,0.266,285.775,97627.500,287.575,286.709,286.366,286.226,286.132,286.018,98059.155,97930.798,97884.049,97837.283,97790.514,97720.366,
2002-06-10 04:20:00,286.543,0.266,285.750,97633.333,286.653,286.376,286.197,286.105,286.037,285.949,98059.557,97930.928,97884.142,97837.353,97790.567,97720.398,
2002-06-10 04:25:00,287.057,0.266,285.725,97639.167,287.384,286.609,286.301,286.171,286.081,285.969,98059.299,97930.877,97884.115,97837.339,97790.562,97720.402,
2002-06-10 04:30:00,286.491,0.266,285.700,97645.000,286.608,286.315,286.134,286.045,285.979,285.893,98059.663,97931.010,97884.214,97837.415,97790.619,97720.437,
2002-06-10 04:35:00,286.960,0.266,285.675,97650.833,287.277,286.529,286.232,286.107,286.021,285.912,98059.428,97930.963,97884.190,97837.403,97790.616,97720.441,
2002-06-10 04:40:00,286.484,0.266,285.650,97656.667,286.615,286.290,286.099,286.006,285.937,285.849,98059.732,97931.074,97884.273,97837.467,97790.665,97720.472,
2002-06-10 04:45:00,286.465,0.266,285.625,97662.500,286.682,286.179,285.996,285.917,285.861,285.789,98059.846,97931.169,97884.349,97837.528,97790.712,97720.503,
2002-06-10 04:50:00,286.287,0.266,285.600,97668.333,286.436,286.076,285.915,285.846,285.797,285.736,98059.999,97931.250,97884.416,97837.582,97790.755,97720.531,
2002-06-10 04:55:00,286.873,1.794,285.575,97674.167,287.200,286.429,286.108,285.978,285.892,285.789,98059.644,97931.138,97884.346,97837.539,97790.730,97720.524,
2002-06-10 05:00:00,286.378,1.794,285.550,97680.000,286.523,286.174,285.989,285.897,285.830,285.743,98059.938,97931.230,97884.411,97837.587,97790.767,97720.548,
2002-06-10 05:05:00,287.066,1.794,285.558,97685.833,287.443,286.551,286.191,286.043,285.942,285.819,98059.511,97931.087,97884.311,97837.515,97790.716,97720.520,
2002-06-10 05:10:00,286.351,1.794,285.567,97691.667,286.454,286.196,286.026,285.935,285.867,285.776,98059.901,97931.186,97884.372,97837.555,97790.741,97720.530,
2002-06-10 05:15:00,286.967,1.794,285.575,97697.500,287.318,286.494,286.177,286.044,285.950,285.833,98059.543,97931.077,97884.296,97837.500,97790.701,97720.508,
2002-06-10 05:20:00,286.397,1.794,285.583,97703.333,286.507,286.231,286.047,285.953,285.883,285.792,98059.854,97931.159,97884.349,97837.535,97790.724,97720.518,
2002-06-10 05:25:00,287.007,1.794,285.592,97709.167,287.384,286.511,286.189,286.053,285.958,285.839,98059.520,97931.069,97884.290,97837.495,97790.698,97720.506,
2002-06-10 05:30:00,286.439,1.794,285.600,97715.000,286.563,286.252,286.054,285.953,285.878,285.780,98059.854,97931.176,97884.369,97837.555,97790.743,97720.535,
2002-06-10 05:35:00,286.990,1.794,285.608,97720.833,287.371,286.493,286.169,286.030,285.931,285.806,98059.576,97931.116,97884.335,97837.536,97790.735,97720.536,
2002-06-10 05:40:00,286.479,1.794,285.617,97726.667,286.622,286.267,286.048,285.938,285.857,285.750,98059.878,97931.217,97884.410,97837.594,97790.780,97720.565,
2002-06-10 05:45:00,286.995,1.794,285.625,97732.500,287.391,286.485,286.153,286.007,285.904,285.772,98059.625,97931.165,97884.381,97837.580,97790.775,97720.568,
2002-06-10 05:50:00,286.522,1.794,285.633,97738.333,286.686,286.283,286.045,285.925,285.836,285.720,98059.902,97931.258,97884.451,97837.635,97790.817,97720.596,
2002-06-10 05:55:00,286.995,6.246,285.642,97744.167,287.403,286.477,286.137,285.985,285.877,285.737,98059.676,97931.215,97884.430,97837.625,97790.816,97720.601,
2002-06-10 06:00:00,286.575,6.246,285.650,97750.000,286.761,286.310,286.050,285.918,285.820,285.692,98059.917,97931.294,97884.491,97837.673,97790.854,97720.628,
2002-06-10 06:05:00,287.007,6.246,285.617,97757.500,287.425,286.481,286.130,285.967,285.851,285.701,98059.724,97931.267,97884.481,97837.675,97790.862,97720.640,
2002-06-10 06:10:00,286.588,6.246,285.583,97765.000,286.794,286.299,286.024,285.883,285.779,285.642,98059.986,97931.367,97884.560,97837.738,97790.912,97720.674,
2002-06-10 06:15:00,286.953,6.246,285.550,97772.500,287.370,286.431,286.077,285.911,285.792,285.638,98059.841,97931.360,97884.566,97837.750,97790.928,97720.691,
2002-06-10 06:20:00,286.571,6.246,285.517,97780.000,286.796,286.262,285.975,285.828,285.721,285.579,98060.087,97931.458,97884.644,97837.813,97790.978,97720.725,
2002-06-10 06:25:00,286.892,6.246,285.483,97787.500,287.307,286.374,286.019,285.850,285.728,285.571,98059.967,97931.458,97884.655,97837.829,97790.996,97720.743,
2002-06-10 06:30:00,286.546,6.246,285.450,97795.000,286.788,286.219,285.922,285.771,285.660,285.514,98060.194,97931.553,97884.730,97837.890,97791.046,97720.777,
2002-06-10 06:35:00,286.824,6.246,285.417,97802.500,287.235,286.312,285.955,285.784,285.662,285.502,98060.099,97931.560,97884.746,97837.910,97791.066,97720.796,
2002-06-10 06:40:00,286.512,6.246,285.383,97810.000,286.768,286.168,285.864,285.709,285.596,285.447,98060.310,97931.651,97884.819,97837.969,97791.114,97720.830,
2002-06-10 06:45:00,286.752,6.246,285.350,97817.500,287.159,286.245,285.889,285.717,285.593,285.432,98060.234,97931.664,97884.839,97837.992,97791.137,97720.850,
2002-06-10 06:50:00,286.471,6.246,285.317,97825.000,286.741,286.114,285.803,285.645,285.530,285.378,98060.430,97931.751,97884.910,97838.050,97791.184,97720.883,
2002-06-10 06:55:00,286.679,6.645,285.283,97832.500,287.081,286.177,285.820,285.647,285.523,285.361,98060.372,97931.769,97884.933,97838.074,97791.208,97720.904,
2002-06-10 07:00:00,286.427,6.645,285.250,97840.000,286.708,286.057,285.741,285.581,285.464,285.310,98060.552,97931.851,97885.000,97838.130,97791.254,97720.935,
2002-06-10 07:05:00,286.618,6.645,285.292,97845.833,287.016,286.122,285.767,285.594,285.470,285.309,98060.475,97931.845,97885.001,97838.133,97791.258,97720.941,
2002-06-10 07:10:00,286.416,6.645,285.333,97851.667,286.708,286.035,285.716,285.554,285.437,285.283,98060.596,97931.889,97885.034,97838.159,97791.278,97720.954,
2002-06-10 07:15:00,286.607,6.645,285.375,97857.500,287.006,286.110,285.751,285.577,285.452,285.289,98060.509,97931.874,97885.027,97838.157,97791.279,97720.957,
2002-06-10 07:20:00,286.440,6.645,285.417,97863.333,286.746,286.043,285.713,285.546,285.426,285.268,98060.608,97931.910,97885.055,97838.179,97791.297,97720.969,
2002-06-10 07:25:00,286.621,6.645,285.458,97869.167,287.026,286.117,285.749,285.570,285.441,285.273,98060.525,97931.895,97885.049,97838.178,97791.298,97720.973,
2002-06-10 07:30:00,286.479,6.645,285.500,97875.000,286.801,286.062,285.718,285.545,285.419,285.254,98060.609,97931.927,97885.074,97838.199,97791.315,97720.985,
2002-06-10 07:35:00,286.649,6.645,285.542,97880.833,287.062,286.135,285.755,285.568,285.433,285.259,98060.531,97931.913,97885.069,97838.198,97791.318,97720.990,
2002-06-10 07:40:00,286.527,6.645,285.583,97886.667,286.867,286.091,285.730,285.547,285.414,285.241,98060.605,97931.942,97885.092,97838.218,97791.334,97721.002,
2002-06-10 07:45:00,286.687,6.645,285.625,97892.500,287.110,286.160,285.765,285.569,285.428,285.245,98060.532,97931.930,97885.089,97838.219,97791.338,97721.008,
2002-06-10 07:50:00,286.583,6.645,285.667,97898.333,286.941,286.124,285.745,285.551,285.411,285.229,98060.597,97931.957,97885.111,97838.238,97791.355,97721.020,
2002-06-10 07:55:00,286.732,6.379,285.708,97904.167,287.167,286.190,285.778,285.571,285.423,285.231,98060.530,97931.947,97885.109,97838.240,97791.359,97721.026,
2002-06-10 08:00:00,286.641,6.379,285.750,97910.000,287.019,286.160,285.761,285.556,285.408,285.215,98060.588,97931.972,97885.130,97838.259,97791.376,97721.039,
2002-06-10 08:05:00,286.780,6.379,285.808,97913.333,287.228,286.221,285.790,285.573,285.416,285.214,98060.531,97931.968,97885.133,97838.265,97791.384,97721.048,
2002-06-10 08:10:00,286.751,6.379,285.867,97916.667,287.155,286.236,285.803,285.579,285.418,285.209,98060.543,97931.973,97885.141,97838.275,97791.394,97721.058,
2002-06-10 08:15:00,286.915,6.379,285.925,97920.000,287.384,286.332,285.866,285.624,285.450,285.226,98060.445,97931.940,97885.121,97838.264,97791.389,97721.059,
2002-06-10 08:20:00,286.885,6.379,285.983,97923.333,287.313,286.346,285.884,285.639,285.461,285.230,98060.447,97931.935,97885.118,97838.264,97791.392,97721.063,
2002-06-10 08:25:00,287.018,6.379,286.042,97926.667,287.502,286.420,285.933,285.675,285.489,285.246,98060.368,97931.908,97885.101,97838.254,97791.387,97721.064,
2002-06-10 08:30:00,286.981,6.379,286.100,97930.000,287.425,286.426,285.944,285.684,285.495,285.247,98060.377,97931.906,97885.102,97838.255,97791.390,97721.068,
2002-06-10 08:35:00,287.104,6.379,286.158,97933.333,287.599,286.496,285.990,285.718,285.520,285.262,98060.303,97931.880,97885.085,97838.245,97791.385,97721.067,
2002-06-10 08:40:00,287.073,6.379,286.217,97936.667,287.531,286.504,286.003,285.728,285.528,285.265,98060.308,97931.876,97885.083,97838.245,97791.386,97721.070,
2002-06-10 08:45:00,287.189,6.379,286.275,97940.000,287.695,286.571,286.048,285.762,285.554,285.281,98060.235,97931.849,97885.064,97838.233,97791.379,97721.068,
2002-06-10 08:50:00,287.161,6.379,286.333,97943.333,287.633,286.580,286.060,285.772,285.562,285.286,98060.236,97931.843,97885.061,97838.231,97791.378,97721.069,
2002-06-10 08:55:00,287.272,5.581,286.392,97946.667,287.788,286.645,286.105,285.806,285.588,285.302,98060.164,97931.814,97885.041,97838.217,97791.370,97721.066,
2002-06-10 09:00:00,287.246,5.581,286.450,97950.000,287.730,286.652,286.116,285.815,285.596,285.307,98060.165,97931.808,97885.036,97838.214,97791.368,97721.066,
2002-06-10 09:05:00,287.379,5.581,286.542,97953.333,287.902,286.746,286.193,285.884,285.660,285.366,98060.018,97931.715,97884.957,97838.148,97791.312,97721.025,
2002-06-10 09:10:00,287.351,5.581,286.633,97956.667,287.835,286.759,286.223,285.922,285.702,285.413,98059.961,97931.651,97884.897,97838.093,97791.264,97720.987,
2002-06-10 09:15:00,287.485,5.581,286.725,97960.000,288.015,286.846,286.295,285.988,285.765,285.472,98059.816,97931.560,97884.818,97838.025,97791.207,97720.946,
2002-06-10 09:20:00,287.495,5.581,286.817,97963.333,287.989,286.891,286.346,286.039,285.816,285.524,98059.730,97931.483,97884.750,97837.965,97791.155,97720.907,
2002-06-10 09:25:00,287.651,5.581,286.908,97966.667,288.191,286.999,286.434,286.119,285.891,285.591,98059.562,97931.379,97884.661,97837.891,97791.094,97720.863,
2002-06-10 09:30:00,287.666,5.581,287.000,97970.000,288.174,287.047,286.489,286.175,285.947,285.647,98059.469,97931.297,97884.589,97837.827,97791.039,97720.822,
2002-06-10 09:35:00,287.813,5.581,287.092,97973.333,288.364,287.149,286.574,286.252,286.019,285.714,98059.307,97931.196,97884.502,97837.753,97790.977,97720.777,
2002-06-10 09:40:00,287.830,5.581,287.183,97976.667,288.351,287.197,286.628,286.307,286.075,285.769,98059.214,97931.114,97884.429,97837.690,97790.923,97720.737,
2002-06-10 09:45:00,287.975,5.581,287.275,97980.000,288.536,287.299,286.713,286.385,286.148,285.836,98059.053,97931.012,97884.342,97837.616,97790.861,97720.692,
2002-06-10 09:50:00,287.999,5.581,287.367,97983.333,288.531,287.352,286.771,286.443,286.205,285.893,98058.954,97930.928,97884.267,97837.551,97790.806,97720.651,
2002-06-10 09:55:00,288.141,5.050,287.458,97986.667,288.712,287.454,286.857,286.521,286.279,285.961,98058.793,97930.825,97884.179,97837.476,97790.743,97720.605,
2002-06-10 10:00:00,288.168,5.050,287.550,97990.000,288.713,287.507,286.915,286.580,286.337,286.019,98058.692,97930.740,97884.103,97837.410,97790.687,97720.563,
2002-06-10 10:05:00,288.292,5.050,287.542,97991.667,288.876,287.592,286.982,286.639,286.390,286.065,98058.572,97930.670,97884.046,97837.362,97790.649,97720.537,
2002-06-10 10:10:00,288.281,5.050,287.533,97993.333,288.836,287.609,287.006,286.664,286.416,286.091,98058.536,97930.633,97884.012,97837.333,97790.623,97720.518,
2002-06-10 10:15:00,288.370,5.050,287.525,97995.000,288.957,287.664,287.049,286.703,286.452,286.123,98058.450,97930.583,97883.969,97837.297,97790.593,97720.497,
2002-06-10 10:20:00,288.350,5.050,287.517,97996.667,288.909,287.672,287.065,286.722,286.473,286.146,98058.423,97930.550,97883.939,97837.269,97790.569,97720.478,
2002-06-10 10:25:00,288.425,5.050,287.508,97998.333,289.013,287.717,287.102,286.756,286.506,286.177,98058.345,97930.502,97883.898,97837.234,97790.539,97720.456,
2002-06-10 10:30:00,288.399,5.050,287.500,98000.000,288.959,287.719,287.114,286.772,286.525,286.200,98058.322,97930.471,97883.868,97837.206,97790.514,97720.436,
2002-06-10 10:35:00,288.461,5.050,287.492,98001.667,289.047,287.756,287.145,286.803,286.555,286.229,98058.253,97930.426,97883.828,97837.171,97790.484,97720.414,
2002-06-10 10:40:00,288.432,5.050,287.483,98003.333,288.991,287.753,287.154,286.817,286.572,286.252,98058.232,97930.396,97883.798,97837.143,97790.459,97720.393,
2002-06-10 10:45:00,288.485,5.050,287.475,98005.000,289.066,287.785,287.182,286.845,286.601,286.281,98058.167,97930.351,97883.759,97837.109,97790.429,97720.370,
2002-06-10 10:50:00,288.455,5.050,287.467,98006.667,289.011,287.781,287.190,286.859,286.619,286.304,98058.146,97930.320,97883.728,97837.080,97790.402,97720.349,
2002-06-10 10:55:00,288.501,4.053,287.458,98008.333,289.076,287.808,287.216,286.886,286.647,286.334,98058.083,97930.276,97883.688,97837.044,97790.371,97720.325,
2002-06-10 11:00:00,288.468,4.053,287.450,98010.000,289.019,287.800,287.221,286.898,286.664,286.357,98058.064,97930.245,97883.657,97837.014,97790.344,97720.302,
2002-06-10 11:05:00,288.474,4.053,287.533,98010.000,289.044,287.786,287.203,286.879,286.644,286.334,98058.099,97930.280,97883.689,97837.044,97790.370,97720.323,
2002-06-10 11:10:00,288.438,4.053,287.617,98010.000,289.001,287.756,287.172,286.847,286.611,286.301,98058.162,97930.329,97883.733,97837.082,97790.403,97720.348,
2002-06-10 11:15:00,288.488,4.053,287.700,98010.000,289.082,287.772,287.170,286.837,286.595,286.279,98058.172,97930.357,97883.762,97837.110,97790.429,97720.369,
2002-06-10 11:20:00,288.493,4.053,287.783,98010.000,289.085,287.777,287.166,286.827,286.581,286.259,98058.196,97930.383,97883.789,97837.136,97790.453,97720.389,
2002-06-10 11:25:00,288.572,4.053,287.867,98010.000,289.199,287.818,287.185,286.833,286.580,286.248,98058.176,97930.394,97883.804,97837.153,97790.470,97720.405,
2002-06-10 11:30:00,288.598,4.053,287.950,98010.000,289.226,287.841,287.194,286.835,286.575,286.235,98058.179,97930.409,97883.821,97837.171,97790.488,97720.421,
2002-06-10 11:35:00,288.692,4.053,288.033,98010.000,289.357,287.894,287.223,286.850,286.581,286.230,98058.143,97930.411,97883.829,97837.182,97790.501,97720.434,
2002-06-10 11:40:00,288.735,4.053,288.117,98010.000,289.403,287.930,287.242,286.859,286.583,286.223,98058.131,97930.417,97883.840,97837.195,97790.515,97720.447,
2002-06-10 11:45:00,288.842,4.053,288.200,98010.000,289.549,287.995,287.280,286.881,286.595,286.222,98058.081,97930.410,97883.842,97837.202,97790.524,97720.457,
2002-06-10 11:50:00,288.899,4.053,288.283,98010.000,289.612,288.042,287.308,286.898,286.603,286.220,98058.055,97930.409,97883.846,97837.210,97790.534,97720.468,
2002-06-10 11:55:00,289.018,3.522,288.367,98010.000,289.770,288.116,287.352,286.926,286.620,286.224,98057.993,97930.395,97883.842,97837.211,97790.540,97720.476,
2002-06-10 12:00:00,289.085,3.522,288.450,98010.000,289.847,288.171,287.386,286.947,286.632,286.225,98057.956,97930.387,97883.841,97837.215,97790.546,97720.484,
2002-06-10 12:05:00,289.271,3.522,288.500,98012.500,290.067,288.320,287.511,287.060,286.739,286.328,98057.715,97930.224,97883.700,97837.093,97790.442,97720.405,
2002-06-10 12:10:00,289.418,3.522,288.550,98015.000,290.205,288.476,287.657,287.199,286.873,286.457,98057.456,97930.032,97883.532,97836.949,97790.320,97720.315,
2002-06-10 12:15:00,289.582,3.522,288.600,98017.500,290.378,288.631,287.806,287.342,287.012,286.589,98057.190,97929.836,97883.362,97836.802,97790.196,97720.224,
2002-06-10 12:20:00,289.680,3.522,288.650,98020.000,290.463,288.742,287.923,287.461,287.132,286.708,98056.972,97929.663,97883.207,97836.666,97790.080,97720.138,
2002-06-10 12:25:00,289.793,3.522,288.700,98022.500,290.580,288.854,288.038,287.576,287.247,286.824,98056.753,97929.494,97883.056,97836.534,97789.967,97720.053,
2002-06-10 12:30:00,289.868,3.522,288.750,98025.000,290.641,288.946,288.138,287.681,287.355,286.934,98056.559,97929.335,97882.913,97836.407,97789.857,97719.970,
2002-06-10 12:35:00,289.968,3.522,288.800,98027.500,290.741,289.047,288.244,287.789,287.465,287.046,98056.353,97929.172,97882.767,97836.279,97789.746,97719.886,
2002-06-10 12:40:00,290.034,3.522,288.850,98030.000,290.793,289.130,288.339,287.890,287.568,287.154,98056.167,97929.017,97882.626,97836.154,97789.638,97719.804,
2002-06-10 12:45:00,290.123,3.522,288.900,98032.500,290.881,289.221,288.437,287.993,287.674,287.263,98055.970,97928.860,97882.484,97836.029,97789.530,97719.722,
2002-06-10 12:50:00,290.181,3.522,288.950,98035.000,290.924,289.297,288.526,288.088,287.774,287.368,98055.793,97928.710,97882.348,97835.907,97789.423,97719.640,
2002-06-10 12:55:00,290.261,3.123,289.000,98037.500,291.002,289.382,288.620,288.187,287.876,287.475,98055.604,97928.556,97882.209,97835.783,97789.316,97719.559,
2002-06-10 13:00:00,290.312,3.123,289.050,98040.000,291.038,289.451,288.703,288.278,287.973,287.578,98055.433,97928.410,97882.075,97835.664,97789.212,97719.479,
2002-06-10 13:05:00,290.361,3.123,289.083,98040.833,291.086,289.501,288.759,288.337,288.034,287.640,98055.326,97928.324,97881.997,97835.595,97789.153,97719.435,
2002-06-10 13:10:00,290.340,3.123,289.117,98041.667,291.051,289.495,288.772,288.361,288.065,287.679,98055.282,97928.272,97881.946,97835.547,97789.110,97719.400,
2002-06-10 13:15:00,290.381,3.123,289.150,98042.500,291.107,289.521,288.799,288.392,288.099,287.719,98055.207,97928.214,97881.892,97835.498,97789.066,97719.365,
2002-06-10 13:20:00,290.393,3.123,289.183,98043.333,291.106,289.546,288.829,288.426,288.136,287.761,98055.139,97928.152,97881.835,97835.446,97789.020,97719.329,
