cur_datetime,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1],PresProf_cur[1],TempProf_cur[0],PresProf_cur[0],
2004-06-05 03:30:00,0.060,286.693,99492.333,289.474,289.621,100304.978,100316.820,
2004-06-05 03:35:00,0.060,286.676,99491.306,289.449,289.595,100305.017,100316.860,
2004-06-05 03:40:00,0.060,286.658,99490.278,289.432,289.579,100305.055,100316.899,
2004-06-05 03:45:00,0.060,286.640,99489.250,289.408,289.554,100305.094,100316.939,
2004-06-05 03:50:00,0.060,286.622,99488.222,289.391,289.538,100305.132,100316.977,
2004-06-05 03:55:00,0.239,286.604,99487.194,289.368,289.514,100305.171,100317.017,
2004-06-05 04:00:00,0.239,286.587,99486.167,289.352,289.499,100305.207,100317.054,
2004-06-05 04:05:00,0.239,286.655,99487.597,289.338,289.483,100305.172,100317.019,
2004-06-05 04:10:00,0.239,286.724,99489.028,289.340,289.485,100305.104,100316.952,
2004-06-05 04:15:00,0.239,286.793,99490.458,289.355,289.500,100305.021,100316.868,
2004-06-05 04:20:00,0.239,286.862,99491.889,289.372,289.514,100304.929,100316.775,
2004-06-05 04:25:00,0.239,286.931,99493.319,289.400,289.541,100304.831,100316.676,
2004-06-05 04:30:00,0.239,287.000,99494.750,289.425,289.564,100304.731,100316.575,
2004-06-05 04:35:00,0.239,287.068,99496.181,289.458,289.595,100304.627,100316.470,
2004-06-05 04:40:00,0.239,287.137,99497.611,289.487,289.622,100304.523,100316.365,
2004-06-05 04:45:00,0.239,287.206,99499.042,289.522,289.655,100304.418,100316.259,
2004-06-05 04:50:00,0.239,287.275,99500.472,289.554,289.685,100304.313,100316.152,
2004-06-05 04:55:00,1.615,287.344,99501.903,289.591,289.719,100304.207,100316.044,
2004-06-05 05:00:00,1.615,287.412,99503.333,289.629,289.755,100304.092,100315.927,
2004-06-05 05:05:00,1.615,287.616,99504.583,289.677,289.801,100303.877,100315.711,
2004-06-05 05:10:00,1.615,287.821,99505.833,289.737,289.859,100303.634,100315.466,
2004-06-05 05:15:00,1.615,288.025,99507.083,289.754,289.865,100303.384,100315.215,
2004-06-05 05:20:00,1.615,288.229,99508.333,289.817,289.930,100303.116,100314.944,
2004-06-05 05:25:00,1.615,288.433,99509.583,289.827,289.930,100302.840,100314.669,
2004-06-05 05:30:00,1.615,288.637,99510.833,289.890,289.994,100302.542,100314.368,
2004-06-05 05:35:00,1.615,288.841,99512.083,289.910,290.004,100302.236,100314.061,
2004-06-05 05:40:00,1.615,289.045,99513.333,289.983,290.078,100301.911,100313.733,
2004-06-05 05:45:00,1.615,289.249,99514.583,290.021,290.105,100301.584,100313.404,
2004-06-05 05:50:00,1.615,289.453,99515.833,290.105,290.188,100301.244,100313.061,
2004-06-05 05:55:00,5.623,289.657,99517.083,290.160,290.232,100300.905,100312.720,
2004-06-05 06:00:00,5.623,289.861,99518.333,290.264,290.335,100300.534,100312.344,
2004-06-05 06:05:00,5.623,290.075,99518.917,290.335,290.395,100300.179,100311.987,
2004-06-05 06:10:00,5.623,290.289,99519.500,290.445,290.501,100299.798,100311.602,
2004-06-05 06:15:00,5.623,290.503,99520.083,290.559,290.613,100299.433,100311.232,
2004-06-05 06:20:00,5.623,290.717,99520.667,290.664,290.711,100299.079,100310.874,
2004-06-05 06:25:00,5.623,290.930,99521.250,290.772,290.818,100298.743,100310.533,
2004-06-05 06:30:00,5.623,291.144,99521.833,290.870,290.911,100298.418,100310.204,
2004-06-05 06:35:00,5.623,291.358,99522.417,290.964,291.004,100298.106,100309.888,
2004-06-05 06:40:00,5.623,291.572,99523.000,291.055,291.090,100297.806,100309.585,
2004-06-05 06:45:00,5.623,291.785,99523.583,291.110,291.149,100297.567,100309.344,
2004-06-05 06:50:00,5.623,291.999,99524.167,291.217,291.232,100297.250,100309.022,
2004-06-05 06:55:00,5.982,292.213,99524.750,291.288,291.320,100296.946,100308.715,
2004-06-05 07:00:00,5.982,292.427,99525.333,291.420,291.434,100296.624,100308.388,
2004-06-05 07:05:00,5.982,292.563,99523.583,291.449,291.470,100296.406,100308.169,
2004-06-05 07:10:00,5.982,292.700,99521.833,291.544,291.559,100296.211,100307.970,
2004-06-05 07:15:00,5.982,292.836,99520.083,291.550,291.567,100296.063,100307.822,
2004-06-05 07:20:00,5.982,292.973,99518.333,291.637,291.649,100295.900,100307.656,
2004-06-05 07:25:00,5.982,293.109,99516.583,291.650,291.663,100295.743,100307.498,
2004-06-05 07:30:00,5.982,293.246,99514.833,291.978,291.978,100295.289,100307.031,
2004-06-05 07:35:00,5.982,293.382,99513.083,292.137,292.132,100294.954,100306.689,
2004-06-05 07:40:00,6.636,293.519,99511.333,292.376,292.367,100294.597,100306.323,
2004-06-05 07:45:00,6.481,293.655,99509.583,292.296,292.291,100294.500,100306.229,
2004-06-05 07:50:00,10.554,293.792,99507.833,292.633,292.624,100294.160,100305.876,
2004-06-05 07:55:00,5.743,293.928,99506.083,292.439,292.433,100294.065,100305.789,
2004-06-05 08:00:00,5.743,294.065,99504.333,292.916,292.909,100293.692,100305.397,
2004-06-05 08:05:00,5.743,294.134,99501.611,292.569,292.562,100293.726,100305.444,
2004-06-05 08:10:00,5.743,294.204,99498.889,293.149,293.144,100293.396,100305.091,
2004-06-05 08:15:00,5.743,294.273,99496.167,292.671,292.659,100293.493,100305.208,
2004-06-05 08:20:00,6.749,294.343,99493.444,293.325,293.321,100293.167,100304.855,
2004-06-05 08:25:00,6.486,294.412,99490.722,293.133,293.118,100293.102,100304.798,
2004-06-05 08:30:00,10.467,294.482,99488.000,293.606,293.604,100292.859,100304.536,
2004-06-05 08:35:00,8.869,294.551,99485.278,293.267,293.255,100292.892,100304.583,
2004-06-05 08:40:00,12.152,294.621,99482.556,293.661,293.659,100292.704,100304.378,
2004-06-05 08:45:00,10.922,294.690,99479.833,293.367,293.356,100292.713,100304.400,
2004-06-05 08:50:00,14.031,294.760,99477.111,293.736,293.733,100292.529,100304.201,
2004-06-05 08:55:00,9.379,294.829,99474.389,293.522,293.512,100292.507,100304.187,
2004-06-05 09:00:00,11.941,294.899,99471.667,293.826,293.822,100292.354,100304.022,
2004-06-05 09:05:00,11.665,294.979,99468.347,293.669,293.659,100292.290,100303.964,
2004-06-05 09:10:00,14.144,295.058,99465.028,293.944,293.941,100292.101,100303.764,
2004-06-05 09:15:00,14.174,295.138,99461.708,293.830,293.821,100292.016,100303.684,
2004-06-05 09:20:00,16.515,295.218,99458.389,294.083,294.078,100291.831,100303.488,
2004-06-05 09:25:00,16.787,295.298,99455.069,294.008,293.998,100291.735,100303.396,
2004-06-05 09:30:00,18.926,295.377,99451.750,294.230,294.225,100291.557,100303.209,
2004-06-05 09:35:00,19.343,295.457,99448.431,294.180,294.171,100291.455,100303.109,
2004-06-05 09:40:00,21.312,295.537,99445.111,294.377,294.372,100291.285,100302.931,
2004-06-05 09:45:00,21.847,295.617,99441.792,294.347,294.338,100291.178,100302.825,
2004-06-05 09:50:00,23.657,295.697,99438.472,294.518,294.513,100291.012,100302.653,
2004-06-05 09:55:00,24.486,295.776,99435.153,294.492,294.482,100290.898,100302.540,
2004-06-05 10:00:00,26.198,295.856,99431.833,294.640,294.634,100290.730,100302.365,
2004-06-05 10:05:00,26.671,295.920,99428.319,294.601,294.589,100290.629,100302.266,
2004-06-05 10:10:00,28.186,295.984,99424.806,294.747,294.738,100290.493,100302.125,
2004-06-05 10:15:00,28.662,296.049,99421.292,294.723,294.710,100290.406,100302.038,
2004-06-05 10:20:00,30.035,296.113,99417.778,294.856,294.847,100290.282,100301.909,
2004-06-05 10:25:00,30.554,296.177,99414.264,294.841,294.828,100290.193,100301.821,
2004-06-05 10:30:00,31.848,296.241,99410.750,294.961,294.952,100290.071,100301.694,
2004-06-05 10:35:00,32.451,296.305,99407.236,294.961,294.948,100289.979,100301.602,
2004-06-05 10:40:00,33.680,296.370,99403.722,295.071,295.061,100289.860,100301.478,
2004-06-05 10:45:00,34.323,296.434,99400.208,295.077,295.064,100289.764,100301.383,
2004-06-05 10:50:00,35.508,296.498,99396.694,295.179,295.168,100289.647,100301.261,
2004-06-05 10:55:00,35.660,296.562,99393.181,295.193,295.180,100289.550,100301.164,
2004-06-05 11:00:00,36.802,296.626,99389.667,295.290,295.279,100289.435,100301.045,
2004-06-05 11:05:00,37.332,296.659,99385.556,295.301,295.288,100289.365,100300.975,
2004-06-05 11:10:00,38.180,296.692,99381.444,295.377,295.365,100289.289,100300.895,
2004-06-05 11:15:00,38.650,296.725,99377.333,295.385,295.372,100289.227,100300.834,
2004-06-05 11:20:00,39.389,296.757,99373.222,295.444,295.432,100289.156,100300.760,
2004-06-05 11:25:00,39.855,296.790,99369.111,295.456,295.443,100289.097,100300.701,
2004-06-05 11:30:00,40.587,296.823,99365.000,295.515,295.503,100289.027,100300.628,
2004-06-05 11:35:00,41.050,296.856,99360.889,295.526,295.512,100288.968,100300.568,
2004-06-05 11:40:00,41.746,296.888,99356.778,295.581,295.568,100288.899,100300.498,
2004-06-05 11:45:00,42.242,296.921,99352.667,295.599,295.585,100288.839,100300.437,
2004-06-05 11:50:00,42.894,296.954,99348.556,295.646,295.633,100288.772,100300.368,
2004-06-05 11:55:00,42.546,296.987,99344.444,295.664,295.650,100288.712,100300.308,
2004-06-05 12:00:00,43.171,297.019,99340.333,295.711,295.697,100288.649,100300.242,
2004-06-05 12:05:00,43.618,297.052,99336.750,295.732,295.718,100288.584,100300.176,
2004-06-05 12:10:00,44.177,297.085,99333.167,295.776,295.762,100288.515,100300.105,
2004-06-05 12:15:00,44.630,297.117,99329.583,295.801,295.787,100288.450,100300.040,
2004-06-05 12:20:00,45.184,297.150,99326.000,295.846,295.832,100288.382,100299.970,
2004-06-05 12:25:00,45.621,297.182,99322.417,295.869,295.854,100288.318,100299.905,
2004-06-05 12:30:00,46.138,297.215,99318.833,295.907,295.893,100288.251,100299.837,
2004-06-05 12:35:00,46.576,297.248,99315.250,295.932,295.918,100288.188,100299.773,
2004-06-05 12:40:00,47.097,297.280,99311.667,295.973,295.958,100288.121,100299.705,
2004-06-05 12:45:00,47.546,297.313,99308.083,296.000,295.985,100288.058,100299.640,
2004-06-05 12:50:00,48.061,297.345,99304.500,296.039,296.024,100287.991,100299.571,
2004-06-05 12:55:00,47.056,297.378,99300.917,296.064,296.048,100287.927,100299.507,
2004-06-05 13:00:00,47.491,297.411,99297.333,296.097,296.082,100287.868,100299.446,
2004-06-05 13:05:00,48.025,297.467,99293.889,296.137,296.121,100287.760,100299.337,
2004-06-05 13:10:00,48.627,297.524,99290.444,296.189,296.173,100287.646,100299.221,
2004-06-05 13:15:00,49.205,297.580,99287.000,296.237,296.221,100287.533,100299.106,
2004-06-05 13:20:00,49.831,297.637,99283.556,296.295,296.279,100287.419,100298.989,
2004-06-05 13:25:00,50.422,297.694,99280.111,296.345,296.329,100287.305,100298.873,
2004-06-05 13:30:00,51.040,297.750,99276.667,296.400,296.384,100287.190,100298.756,
2004-06-05 13:35:00,51.627,297.807,99273.222,296.451,296.435,100287.077,100298.641,
2004-06-05 13:40:00,52.263,297.863,99269.778,296.510,296.494,100286.962,100298.524,
2004-06-05 13:45:00,52.870,297.920,99266.333,296.564,296.548,100286.848,100298.408,
2004-06-05 13:50:00,53.511,297.977,99262.889,296.624,296.608,100286.732,100298.290,
2004-06-05 13:55:00,53.396,298.033,99259.444,296.677,296.661,100286.618,100298.173,
2004-06-05 14:00:00,53.991,298.090,99256.000,296.732,296.716,100286.506,100298.059,
2004-06-05 14:05:00,54.142,298.073,99252.069,296.758,296.742,100286.485,100298.038,
2004-06-05 14:10:00,54.138,298.055,99248.139,296.772,296.757,100286.487,100298.039,
2004-06-05 14:15:00,54.030,298.038,99244.208,296.774,296.759,100286.496,100298.048,
2004-06-05 14:20:00,53.912,298.021,99240.278,296.777,296.763,100286.507,100298.059,
2004-06-05 14:25:00,53.756,298.004,99236.347,296.776,296.762,100286.521,100298.072,
2004-06-05 14:30:00,53.606,297.986,99232.417,296.778,296.764,100286.535,100298.086,
2004-06-05 14:35:00,53.437,297.969,99228.486,296.776,296.763,100286.550,100298.101,
2004-06-05 14:40:00,53.275,297.952,99224.556,296.776,296.763,100286.564,100298.116,
2004-06-05 14:45:00,53.098,297.935,99220.625,296.775,296.762,100286.579,100298.131,
2004-06-05 14:50:00,52.922,297.917,99216.694,296.774,296.762,100286.595,100298.147,
2004-06-05 14:55:00,57.263,297.900,99212.764,296.772,296.760,100286.612,100298.164,
2004-06-05 15:00:00,57.239,297.883,99208.833,296.782,296.770,100286.613,100298.164,
2004-06-05 15:05:00,56.520,297.796,99206.375,296.745,296.735,100286.736,100298.288,
2004-06-05 15:10:00,55.619,297.708,99203.917,296.693,296.684,100286.882,100298.437,
2004-06-05 15:15:00,54.601,297.621,99201.458,296.624,296.615,100287.034,100298.592,
2004-06-05 15:20:00,53.621,297.534,99199.000,296.561,296.553,100287.185,100298.745,
2004-06-05 15:25:00,52.573,297.447,99196.542,296.492,296.483,100287.340,100298.903,
2004-06-05 15:30:00,51.531,297.360,99194.083,296.425,296.418,100287.497,100299.062,
2004-06-05 15:35:00,50.474,297.272,99191.625,296.355,296.348,100287.653,100299.221,
2004-06-05 15:40:00,49.442,297.185,99189.167,296.285,296.278,100287.805,100299.375,
2004-06-05 15:45:00,48.397,297.098,99186.708,296.209,296.203,100287.954,100299.527,
2004-06-05 15:50:00,47.382,297.011,99184.250,296.137,296.131,100288.101,100299.678,
2004-06-05 15:55:00,60.099,296.924,99181.792,296.065,296.060,100288.249,100299.829,
2004-06-05 16:00:00,59.540,296.836,99179.333,296.027,296.021,100288.355,100299.936,
2004-06-05 16:05:00,59.543,296.862,99178.500,296.035,296.029,100288.278,100299.859,
2004-06-05 16:10:00,59.813,296.887,99177.667,296.063,296.057,100288.163,100299.743,
2004-06-05 16:15:00,60.208,296.912,99176.833,296.109,296.102,100288.041,100299.619,
2004-06-05 16:20:00,60.519,296.938,99176.000,296.146,296.138,100287.926,100299.502,
2004-06-05 16:25:00,60.893,296.963,99175.167,296.195,296.188,100287.810,100299.385,
2004-06-05 16:30:00,61.187,296.988,99174.333,296.234,296.226,100287.700,100299.272,
2004-06-05 16:35:00,61.552,297.014,99173.500,296.283,296.274,100287.585,100299.156,
2004-06-05 16:40:00,61.858,297.039,99172.667,296.322,296.314,100287.474,100299.043,
2004-06-05 16:45:00,62.225,297.065,99171.833,296.371,296.363,100287.359,100298.926,
2004-06-05 16:50:00,62.541,297.090,99171.000,296.412,296.403,100287.247,100298.813,
2004-06-05 16:55:00,80.288,297.115,99170.167,296.461,296.452,100287.133,100298.697,
2004-06-05 17:00:00,79.815,297.141,99169.333,296.297,296.284,100286.958,100298.528,
2004-06-05 17:05:00,79.223,297.102,99169.347,296.030,296.010,100286.917,100298.497,
2004-06-05 17:10:00,77.456,297.063,99169.361,295.725,295.707,100287.022,100298.615,
2004-06-05 17:15:00,78.250,297.023,99169.375,295.900,295.881,100287.081,100298.667,
2004-06-05 17:20:00,77.669,296.984,99169.389,295.757,295.735,100287.189,100298.781,
2004-06-05 17:25:00,79.455,296.945,99169.403,296.220,296.205,100287.340,100298.913,
2004-06-05 17:30:00,79.199,296.906,99169.417,296.280,296.270,100287.441,100299.012,
2004-06-05 17:35:00,79.850,296.867,99169.431,296.334,296.321,100287.488,100299.057,
2004-06-05 17:40:00,77.735,296.828,99169.444,296.061,296.050,100287.618,100299.198,
2004-06-05 17:45:00,79.607,296.789,99169.458,296.318,296.309,100287.624,100299.194,
2004-06-05 17:50:00,76.606,296.750,99169.472,295.913,295.899,100287.810,100299.395,
2004-06-05 17:55:00,92.075,296.711,99169.486,296.310,296.304,100287.788,100299.358,
2004-06-05 18:00:00,88.842,296.672,99169.500,295.814,295.796,100287.959,100299.548,
2004-06-05 18:05:00,91.405,296.526,99169.861,296.300,296.296,100287.970,100299.540,
2004-06-05 18:10:00,85.954,296.380,99170.222,295.595,295.571,100288.304,100299.902,
2004-06-05 18:15:00,88.678,296.235,99170.583,296.144,296.142,100288.331,100299.907,
2004-06-05 18:20:00,82.184,296.089,99170.944,295.273,295.236,100288.714,100300.325,
2004-06-05 18:25:00,85.658,295.943,99171.306,295.952,295.950,100288.702,100300.286,
2004-06-05 18:30:00,78.598,295.797,99171.667,294.986,294.940,100289.107,100300.729,
2004-06-05 18:35:00,82.630,295.651,99172.028,295.757,295.755,100289.063,100300.655,
2004-06-05 18:40:00,77.025,295.506,99172.389,295.002,294.978,100289.388,100301.010,
2004-06-05 18:45:00,80.865,295.360,99172.750,295.594,295.590,100289.218,100300.816,
2004-06-05 18:50:00,75.013,295.214,99173.111,294.682,294.672,100289.471,100301.105,
2004-06-05 18:55:00,80.253,295.068,99173.472,295.280,295.274,100289.490,100301.100,
2004-06-05 19:00:00,75.475,294.922,99173.833,294.551,294.549,100289.774,100301.413,
2004-06-05 19:05:00,77.269,294.789,99177.708,295.045,295.038,100289.863,100301.482,
2004-06-05 19:10:00,73.419,294.656,99181.583,294.459,294.460,100290.149,100301.792,
2004-06-05 19:15:00,74.526,294.522,99185.458,294.825,294.818,100290.250,100301.878,
2004-06-05 19:20:00,71.399,294.389,99189.333,294.363,294.365,100290.493,100302.140,
2004-06-05 19:25:00,72.007,294.255,99193.208,294.623,294.616,100290.593,100302.229,
2004-06-05 19:30:00,69.482,294.122,99197.083,294.265,294.267,100290.798,100302.449,
2004-06-05 19:35:00,69.705,293.988,99200.958,294.443,294.436,100290.895,100302.539,
2004-06-05 19:40:00,67.646,293.855,99204.833,294.165,294.166,100291.066,100302.720,
2004-06-05 19:45:00,67.625,293.721,99208.708,294.283,294.277,100291.150,100302.800,
2004-06-05 19:50:00,65.971,293.588,99212.583,294.069,294.070,100291.282,100302.940,
2004-06-05 19:55:00,64.453,293.454,99216.458,294.145,294.139,100291.343,100302.998,
2004-06-05 20:00:00,63.074,293.321,99220.333,293.978,293.978,100291.437,100303.099,
2004-06-05 20:05:00,62.756,293.227,99222.986,294.008,294.003,100291.586,100303.247,
2004-06-05 20:10:00,61.287,293.133,99225.639,293.849,293.850,100291.813,100303.480,
2004-06-05 20:15:00,60.453,293.040,99228.292,293.843,293.840,100292.038,100303.705,
2004-06-05 20:20:00,58.812,292.946,99230.944,293.700,293.703,100292.302,100303.975,
2004-06-05 20:25:00,57.677,292.852,99233.597,293.659,293.659,100292.549,100304.224,
2004-06-05 20:30:00,56.073,292.759,99236.250,293.533,293.538,100292.812,100304.492,
2004-06-05 20:35:00,54.865,292.665,99238.903,293.471,293.474,100293.055,100304.737,
2004-06-05 20:40:00,53.366,292.571,99241.556,293.361,293.368,100293.307,100304.993,
2004-06-05 20:45:00,52.167,292.478,99244.208,293.293,293.300,100293.542,100305.232,
2004-06-05 20:50:00,50.790,292.384,99246.861,293.197,293.210,100293.783,100305.476,
2004-06-05 20:55:00,38.031,292.290,99249.514,293.126,293.139,100294.009,100305.705,
2004-06-05 21:00:00,36.058,292.197,99252.167,293.013,293.033,100294.318,100306.018,
2004-06-05 21:05:00,34.731,292.122,99252.028,292.926,292.947,100294.538,100306.241,
2004-06-05 21:10:00,33.589,292.048,99251.889,292.848,292.876,100294.724,100306.430,
2004-06-05 21:15:00,32.648,291.974,99251.750,292.778,292.805,100294.886,100306.595,
2004-06-05 21:20:00,31.766,291.900,99251.611,292.718,292.750,100295.039,100306.751,
2004-06-05 21:25:00,30.946,291.825,99251.472,292.655,292.687,100295.184,100306.899,
2004-06-05 21:30:00,30.156,291.751,99251.333,292.602,292.639,100295.326,100307.043,
2004-06-05 21:35:00,29.389,291.677,99251.194,292.543,292.579,100295.465,100307.184,
2004-06-05 21:40:00,28.649,291.602,99251.056,292.495,292.535,100295.602,100307.323,
2004-06-05 21:45:00,27.904,291.528,99250.917,292.437,292.476,100295.738,100307.461,
2004-06-05 21:50:00,27.188,291.454,99250.778,292.391,292.435,100295.873,100307.598,
2004-06-05 21:55:00,9.960,291.380,99250.639,292.334,292.377,100296.008,100307.735,
2004-06-05 22:00:00,8.256,291.305,99250.500,292.246,292.294,100296.258,100307.989,
2004-06-05 22:05:00,7.204,291.249,99249.833,292.175,292.226,100296.407,100308.140,
2004-06-05 22:10:00,6.373,291.193,99249.167,292.121,292.175,100296.525,100308.260,
2004-06-05 22:15:00,5.652,291.136,99248.500,292.067,292.123,100296.625,100308.363,
2004-06-05 22:20:00,5.045,291.080,99247.833,292.028,292.087,100296.713,100308.452,
2004-06-05 22:25:00,4.444,291.024,99247.167,291.983,292.042,100296.793,100308.534,
2004-06-05 22:30:00,3.919,290.967,99246.500,291.951,292.013,100296.867,100308.609,
2004-06-05 22:35:00,3.374,290.911,99245.833,291.910,291.971,100296.941,100308.684,
2004-06-05 22:40:00,3.171,290.855,99245.167,291.881,291.945,100297.015,100308.760,
2004-06-05 22:45:00,3.171,290.798,99244.500,291.842,291.905,100297.099,100308.846,
2004-06-05 22:50:00,3.171,290.742,99243.833,291.811,291.877,100297.213,100308.961,
2004-06-05 22:55:00,1.735,290.686,99243.167,291.773,291.838,100297.307,100309.057,
2004-06-05 23:00:00,1.735,290.629,99242.500,291.740,291.808,100297.414,100309.165,
2004-06-05 23:05:00,1.735,290.540,99240.208,291.698,291.767,100297.541,100309.294,
2004-06-05 23:10:00,1.735,290.450,99237.917,291.665,291.737,100297.681,100309.434,
2004-06-05 23:15:00,1.735,290.360,99235.625,291.621,291.691,100297.813,100309.569,
2004-06-05 23:20:00,1.735,290.270,99233.333,291.588,291.662,100297.942,100309.699,
2004-06-05 23:25:00,1.735,290.180,99231.042,291.544,291.617,100298.070,100309.828,
2004-06-05 23:30:00,1.735,290.091,99228.750,291.511,291.587,100298.199,100309.958,
2004-06-05 23:35:00,1.735,290.001,99226.458,291.466,291.542,100298.326,100310.088,
2004-06-05 23:40:00,1.735,289.911,99224.167,291.434,291.512,100298.450,100310.213,
2004-06-05 23:45:00,1.735,289.821,99221.875,291.391,291.469,100298.575,100310.340,
2004-06-05 23:50:00,1.735,289.731,99219.583,291.359,291.440,100298.694,100310.460,
2004-06-05 23:55:00,0.479,289.642,99217.292,291.316,291.396,100298.815,100310.583,
2004-06-06 00:00:00,0.479,289.552,99215.000,291.281,291.364,100298.945,100310.714,
2004-06-06 00:05:00,0.479,289.498,99213.514,291.240,291.323,100299.042,100310.813,
2004-06-06 00:10:00,0.479,289.445,99212.028,291.216,291.301,100299.145,100310.917,
2004-06-06 00:15:00,0.479,289.391,99210.542,291.191,291.275,100299.232,100311.004,
2004-06-06 00:20:00,0.479,289.338,99209.056,291.178,291.264,100299.305,100311.078,
2004-06-06 00:25:00,0.479,289.284,99207.569,291.162,291.247,100299.366,100311.140,
2004-06-06 00:30:00,0.479,289.231,99206.083,291.158,291.244,100299.418,100311.192,
2004-06-06 00:35:00,0.479,289.177,99204.597,291.148,291.233,100299.465,100311.239,
2004-06-06 00:40:00,0.479,289.124,99203.111,291.151,291.236,100299.500,100311.274,
2004-06-06 00:45:00,0.479,289.070,99201.625,291.148,291.232,100299.528,100311.302,
2004-06-06 00:50:00,0.479,289.017,99200.139,291.156,291.240,100299.549,100311.323,
2004-06-06 00:55:00,0.239,288.963,99198.653,291.159,291.240,100299.563,100311.337,
2004-06-06 01:00:00,0.239,288.909,99197.167,291.170,291.252,100299.569,100311.343,
2004-06-06 01:05:00,0.239,288.802,99194.014,291.175,291.255,100299.617,100311.390,
2004-06-06 01:10:00,0.239,288.694,99190.861,291.177,291.258,100299.694,100311.468,
2004-06-06 01:15:00,0.239,288.586,99187.708,291.160,291.239,100299.803,100311.577,
2004-06-06 01:20:00,0.239,288.479,99184.556,291.143,291.224,100299.968,100311.743,
2004-06-06 01:25:00,0.239,288.371,99181.403,291.100,291.181,100300.182,100311.959,
2004-06-06 01:30:00,0.239,288.263,99178.250,291.055,291.140,100300.427,100312.205,
2004-06-06 01:35:00,0.239,288.156,99175.097,290.988,291.074,100300.686,100312.467,
2004-06-06 01:40:00,0.239,288.048,99171.944,290.926,291.018,100300.946,100312.730,
2004-06-06 01:45:00,0.239,287.940,99168.792,290.851,290.945,100301.204,100312.991,
2004-06-06 01:50:00,0.239,287.833,99165.639,290.786,290.884,100301.457,100313.246,
2004-06-06 01:55:00,0.060,287.725,99162.486,290.708,290.808,100301.708,100313.501,
2004-06-06 02:00:00,0.060,287.617,99159.333,290.639,290.743,100301.957,100313.752,
2004-06-06 02:05:00,0.060,287.574,99158.639,290.558,290.665,100302.179,100313.977,
2004-06-06 02:10:00,0.060,287.530,99157.944,290.493,290.604,100302.379,100314.180,
2004-06-06 02:15:00,0.060,287.486,99157.250,290.418,290.531,100302.566,100314.370,
2004-06-06 02:20:00,0.060,287.443,99156.556,290.357,290.473,100302.740,100314.547,
2004-06-06 02:25:00,0.060,287.399,99155.861,290.288,290.405,100302.907,100314.716,
2004-06-06 02:30:00,0.060,287.356,99155.167,290.229,290.350,100303.065,100314.876,
2004-06-06 02:35:00,0.060,287.312,99154.472,290.163,290.284,100303.218,100315.032,
2004-06-06 02:40:00,0.060,287.268,99153.778,290.107,290.231,100303.363,100315.180,
2004-06-06 02:45:00,0.060,287.225,99153.083,290.041,290.166,100303.507,100315.326,
2004-06-06 02:50:00,0.060,287.181,99152.389,289.987,290.116,100303.645,100315.466,
2004-06-06 02:55:00,0.060,287.138,99151.694,289.923,290.052,100303.780,100315.604,
2004-06-06 03:00:00,0.060,287.094,99151.000,289.871,290.002,100303.911,100315.737,
2004-06-06 03:05:00,0.060,287.039,99152.028,289.813,289.944,100304.004,100315.832,
2004-06-06 03:10:00,0.060,286.984,99153.056,289.766,289.899,100304.073,100315.903,
2004-06-06 03:15:00,0.060,286.930,99154.083,289.737,289.873,100304.127,100315.958,
2004-06-06 03:20:00,0.060,286.875,99155.111,289.705,289.840,100304.170,100316.003,
2004-06-06 03:25:00,0.060,286.820,99156.139,289.691,289.826,100304.202,100316.035,
2004-06-06 03:30:00,0.060,286.765,99157.167,289.669,289.804,100304.229,100316.063,
2004-06-06 03:35:00,0.060,286.710,99158.194,289.662,289.797,100304.248,100316.083,
2004-06-06 03:40:00,0.060,286.656,99159.222,289.648,289.782,100304.261,100316.096,
2004-06-06 03:45:00,0.060,286.601,99160.250,289.643,289.777,100304.265,100316.100,
2004-06-06 03:50:00,0.060,286.546,99161.278,289.635,289.768,100304.260,100316.095,
2004-06-06 03:55:00,0.239,286.491,99162.306,289.634,289.767,100304.244,100316.080,
2004-06-06 04:00:00,0.239,286.436,99163.333,289.633,289.764,100304.218,100316.054,
2004-06-06 04:05:00,0.239,286.575,99166.597,289.637,289.767,100304.162,100315.997,
2004-06-06 04:10:00,0.239,286.713,99169.861,289.644,289.773,100304.095,100315.930,
2004-06-06 04:15:00,0.239,286.851,99173.125,289.636,289.762,100304.025,100315.860,
2004-06-06 04:20:00,0.239,286.990,99176.389,289.641,289.768,100303.950,100315.785,
2004-06-06 04:25:00,0.239,287.128,99179.653,289.629,289.752,100303.873,100315.709,
2004-06-06 04:30:00,0.239,287.266,99182.917,289.631,289.755,100303.788,100315.624,
2004-06-06 04:35:00,0.239,287.405,99186.181,289.618,289.739,100303.699,100315.535,
2004-06-06 04:40:00,0.239,287.543,99189.444,289.620,289.741,100303.600,100315.436,
2004-06-06 04:45:00,0.239,287.681,99192.708,289.610,289.729,100303.495,100315.331,
2004-06-06 04:50:00,0.239,287.820,99195.972,289.616,289.735,100303.378,100315.215,
2004-06-06 04:55:00,1.615,287.958,99199.236,289.612,289.727,100303.254,100315.091,
2004-06-06 05:00:00,1.615,288.096,99202.500,289.626,289.741,100303.110,100314.946,
2004-06-06 05:05:00,1.615,288.379,99203.931,289.632,289.743,100302.922,100314.758,
2004-06-06 05:10:00,1.615,288.661,99205.361,289.664,289.775,100302.742,100314.577,
