cur_datetime,WallshadeT,WalllitT,RoofT,canTemp,senWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19]
2004-06-01 00:05:00,293.178,291.914,291.261,290.535,0.000,287.334,99731.472,288.667,100089.705,
2004-06-01 00:10:00,293.070,291.801,291.084,289.358,0.000,287.334,99729.111,288.242,100089.933,
2004-06-01 00:15:00,293.071,291.812,291.225,289.688,0.000,287.334,99726.750,288.289,100089.902,
2004-06-01 00:20:00,293.098,291.849,291.391,290.155,0.000,287.334,99724.389,288.369,100089.841,
2004-06-01 00:25:00,293.081,291.840,291.298,290.221,0.000,287.334,99722.028,288.403,100089.805,
2004-06-01 00:30:00,293.056,291.823,291.197,290.253,0.000,287.334,99719.667,288.428,100089.765,
2004-06-01 00:35:00,293.020,291.794,291.079,290.204,0.000,287.333,99717.306,288.447,100089.730,
2004-06-01 00:40:00,292.997,291.779,290.972,290.222,0.000,287.333,99714.944,288.482,100089.679,
2004-06-01 00:45:00,292.972,291.759,290.880,290.225,0.000,287.333,99712.583,288.521,100089.626,
2004-06-01 00:50:00,292.954,291.748,290.793,290.269,0.000,287.333,99710.222,288.574,100089.556,
2004-06-01 00:55:00,292.937,291.735,290.702,290.302,0.000,287.333,99707.861,288.631,100089.480,
2004-06-01 01:00:00,292.929,291.734,290.643,290.362,0.000,287.333,99705.500,288.704,100089.385,
2004-06-01 01:05:00,292.911,291.722,290.577,290.350,0.000,287.342,99703.931,288.683,100089.437,
2004-06-01 01:10:00,292.883,291.701,290.504,290.284,0.000,287.351,99702.361,288.617,100089.515,
2004-06-01 01:15:00,292.843,291.667,290.420,290.147,0.000,287.360,99700.792,288.538,100089.600,
2004-06-01 01:20:00,292.810,291.641,290.344,290.058,0.000,287.369,99699.222,288.474,100089.671,
2004-06-01 01:25:00,292.778,291.615,290.273,289.983,0.000,287.378,99697.653,288.417,100089.739,
2004-06-01 01:30:00,292.750,291.593,290.206,289.935,0.000,287.387,99696.083,288.369,100089.799,
2004-06-01 01:35:00,292.721,291.570,290.137,289.878,0.000,287.396,99694.514,288.321,100089.857,
2004-06-01 01:40:00,292.694,291.549,290.070,289.832,0.000,287.405,99692.944,288.278,100089.911,
2004-06-01 01:45:00,292.667,291.527,290.005,289.780,0.000,287.414,99691.375,288.234,100089.963,
2004-06-01 01:50:00,292.641,291.507,289.942,289.738,0.000,287.423,99689.806,288.195,100090.011,
2004-06-01 01:55:00,292.616,291.487,289.878,289.693,0.000,287.432,99688.236,288.157,100090.057,
2004-06-01 02:00:00,292.594,291.472,289.839,289.656,0.000,287.441,99686.667,288.122,100090.099,
2004-06-01 02:05:00,292.576,291.461,289.808,289.634,0.000,287.444,99685.875,288.115,100090.100,
2004-06-01 02:10:00,292.562,291.453,289.780,289.638,0.000,287.446,99685.083,288.121,100090.093,
2004-06-01 02:15:00,292.551,291.448,289.752,289.642,0.000,287.448,99684.292,288.128,100090.085,
2004-06-01 02:20:00,292.539,291.443,289.724,289.644,0.000,287.450,99683.500,288.134,100090.078,
2004-06-01 02:25:00,292.528,291.438,289.709,289.635,0.000,287.453,99682.708,288.137,100090.073,
2004-06-01 02:30:00,292.518,291.434,289.695,289.629,0.000,287.455,99681.917,288.140,100090.068,
2004-06-01 02:35:00,292.508,291.431,289.680,289.618,0.000,287.457,99681.125,288.142,100090.064,
2004-06-01 02:40:00,292.499,291.428,289.666,289.613,0.000,287.460,99680.333,288.144,100090.059,
2004-06-01 02:45:00,292.491,291.427,289.663,289.605,0.000,287.462,99679.542,288.147,100090.054,
2004-06-01 02:50:00,292.484,291.426,289.660,289.601,0.000,287.464,99678.750,288.149,100090.050,
2004-06-01 02:55:00,292.478,291.426,289.657,289.594,0.000,287.466,99677.958,288.152,100090.045,
2004-06-01 03:00:00,292.463,291.417,289.630,289.590,0.000,287.469,99677.167,288.155,100090.040,
2004-06-01 03:05:00,292.450,291.410,289.611,289.595,0.000,287.468,99678.042,288.175,100090.009,
2004-06-01 03:10:00,292.440,291.405,289.594,289.617,0.000,287.467,99678.917,288.204,100089.970,
2004-06-01 03:15:00,292.430,291.401,289.578,289.641,0.000,287.466,99679.792,288.236,100089.931,
2004-06-01 03:20:00,292.421,291.397,289.562,289.664,0.000,287.465,99680.667,288.268,100089.891,
2004-06-01 03:25:00,292.410,291.392,289.544,289.681,0.000,287.464,99681.542,288.298,100089.851,
2004-06-01 03:30:00,292.400,291.387,289.526,289.699,0.000,287.463,99682.417,288.329,100089.811,
2004-06-01 03:35:00,292.390,291.381,289.508,289.716,0.000,287.462,99683.292,288.360,100089.771,
2004-06-01 03:40:00,292.380,291.377,289.491,289.735,0.000,287.462,99684.167,288.392,100089.729,
2004-06-01 03:45:00,292.371,291.372,289.474,289.755,0.000,287.461,99685.042,288.424,100089.687,
2004-06-01 03:50:00,292.362,291.368,289.457,289.776,0.000,287.460,99685.917,288.457,100089.644,
2004-06-01 03:55:00,292.353,291.364,289.441,289.797,0.000,287.459,99686.792,288.491,100089.600,
2004-06-01 04:00:00,292.339,291.355,289.409,289.819,0.000,287.458,99687.667,288.525,100089.556,
2004-06-01 04:05:00,292.316,291.337,289.371,289.788,0.000,287.467,99687.667,288.480,100089.635,
2004-06-01 04:10:00,292.285,291.312,289.327,289.706,0.000,287.476,99687.667,288.402,100089.727,
2004-06-01 04:15:00,292.247,291.280,289.280,289.607,0.000,287.486,99687.667,288.327,100089.809,
2004-06-01 04:20:00,292.214,291.252,289.237,289.537,0.000,287.495,99687.667,288.271,100089.873,
2004-06-01 04:25:00,292.180,291.225,289.188,289.493,0.000,287.504,99687.667,288.228,100089.924,
2004-06-01 04:30:00,292.149,291.199,289.139,289.461,0.000,287.513,99687.667,288.195,100089.965,
2004-06-01 04:35:00,292.117,291.172,289.091,289.429,0.000,287.523,99687.667,288.166,100090.000,
2004-06-01 04:40:00,292.085,291.144,289.042,289.396,0.000,287.532,99687.667,288.140,100090.030,
2004-06-01 04:45:00,292.051,291.116,288.989,289.361,0.000,287.541,99687.667,288.117,100090.057,
2004-06-01 04:50:00,292.018,291.088,288.935,289.329,0.000,287.550,99687.667,288.097,100090.079,
2004-06-01 04:55:00,291.984,291.059,288.882,289.296,0.000,287.559,99687.667,288.079,100090.099,
2004-06-01 05:00:00,291.953,291.034,288.857,289.266,168.576,287.569,99687.667,288.063,100090.116,
2004-06-01 05:05:00,292.014,291.095,288.900,289.779,157.819,287.585,99689.319,288.511,100089.934,
2004-06-01 05:10:00,291.997,291.083,288.885,289.819,158.597,287.600,99690.972,288.545,100089.932,
2004-06-01 05:15:00,291.940,291.035,288.830,289.556,76.009,287.616,99692.625,288.380,100090.033,
2004-06-01 05:20:00,291.863,290.967,288.758,289.181,70.788,287.632,99694.278,288.100,100090.192,
2004-06-01 05:25:00,290.951,291.840,288.773,289.087,69.398,287.648,99695.931,288.027,100090.254,
2004-06-01 05:30:00,290.968,291.851,288.815,289.183,70.784,287.664,99697.583,288.022,100090.279,
2004-06-01 05:35:00,290.941,291.816,288.811,288.975,67.689,287.680,99699.236,288.008,100090.301,
2004-06-01 05:40:00,290.953,291.823,288.841,288.999,68.499,287.695,99700.889,287.974,100090.333,
2004-06-01 05:45:00,290.927,291.790,288.857,288.800,65.633,287.711,99702.542,287.928,100090.371,
2004-06-01 05:50:00,290.945,291.802,288.912,288.848,66.410,287.727,99704.194,287.902,100090.400,
2004-06-01 05:55:00,290.932,291.783,288.938,288.716,64.307,287.743,99705.847,287.874,100090.427,
2004-06-01 06:00:00,290.953,291.799,288.994,288.778,131.240,287.759,99707.500,287.860,100090.447,
2004-06-01 06:05:00,290.977,291.818,289.063,288.833,66.355,287.805,99709.000,287.968,100090.416,
2004-06-01 06:10:00,290.960,291.829,289.107,288.743,64.755,287.850,99710.500,287.843,100090.498,
2004-06-01 06:15:00,290.960,291.825,289.152,288.661,63.208,287.896,99712.000,287.805,100090.542,
2004-06-01 06:20:00,291.013,291.873,289.242,288.848,66.339,287.942,99713.500,287.839,100090.548,
2004-06-01 06:25:00,291.026,291.879,289.307,288.796,65.530,287.988,99715.000,287.828,100090.574,
2004-06-01 06:30:00,291.941,291.117,289.446,288.908,67.091,288.033,99716.500,287.843,100090.588,
2004-06-01 06:35:00,291.978,291.192,289.559,288.866,66.674,288.079,99718.000,287.828,100090.616,
2004-06-01 06:40:00,292.046,291.297,289.699,288.984,68.458,288.125,99719.500,287.841,100090.630,
2004-06-01 06:45:00,292.088,291.381,289.835,288.931,67.463,288.170,99721.000,287.825,100090.659,
2004-06-01 06:50:00,292.160,291.494,290.000,289.034,68.766,288.216,99722.500,287.833,100090.676,
2004-06-01 06:55:00,292.205,291.587,290.134,288.981,68.112,288.262,99724.000,287.814,100090.705,
