cur_datetime,canTemp,wallSun_K,wallShade_K,roof_K,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19]
6/5/2004 0:25,290.731,295.245,293.15,287.988,0.479,287.818,99571.375,288.849,100089.21
6/5/2004 0:30,290.743,295.213,293.129,287.931,0.479,287.753,99568.583,288.829,100089.236
6/5/2004 0:35,290.743,295.183,293.109,287.873,0.479,287.688,99565.792,288.814,100089.253
6/5/2004 0:40,290.766,295.154,293.09,287.817,0.479,287.623,99563,288.809,100089.258
6/5/2004 0:45,290.779,295.126,293.073,287.761,0.479,287.559,99560.208,288.813,100089.248
6/5/2004 0:50,290.819,295.1,293.057,287.706,0.479,287.494,99557.417,288.832,100089.216
6/5/2004 0:55,290.851,295.076,293.042,287.651,0.239,287.429,99554.625,288.868,100089.156
6/5/2004 1:00,290.914,295.053,293.03,287.597,0.239,287.364,99551.833,288.928,100089.057
6/5/2004 1:05,290.968,295.033,293.019,287.543,0.239,287.333,99550.042,288.997,100088.965
6/5/2004 1:10,291.042,295.012,293.008,287.46,0.239,287.303,99548.25,289.067,100088.874
6/5/2004 1:15,291.089,294.992,292.997,287.359,0.239,287.272,99546.458,289.136,100088.78
6/5/2004 1:20,291.15,294.972,292.987,287.243,0.239,287.242,99544.667,289.204,100088.685
6/5/2004 1:25,291.186,294.952,292.977,287.116,0.239,287.211,99542.875,289.274,100088.586
6/5/2004 1:30,291.238,294.932,292.967,286.98,0.239,287.18,99541.083,289.346,100088.484
6/5/2004 1:35,291.27,294.911,292.955,286.836,0.239,287.15,99539.292,289.42,100088.377
6/5/2004 1:40,291.319,294.89,292.944,286.685,0.239,287.119,99537.5,289.497,100088.265
6/5/2004 1:45,291.352,294.868,292.932,286.526,0.239,287.089,99535.708,289.576,100088.15
6/5/2004 1:50,291.4,294.847,292.92,286.36,0.239,287.058,99533.917,289.658,100088.031
6/5/2004 1:55,291.433,294.825,292.908,286.188,0.06,287.028,99532.125,289.742,100087.909
6/5/2004 2:00,291.48,294.803,292.895,286.008,0.06,286.997,99530.333,289.827,100087.786
6/5/2004 2:05,291.512,294.78,292.883,285.846,0.06,286.981,99527.681,289.907,100087.678
6/5/2004 2:10,291.56,294.76,292.872,285.729,0.06,286.964,99525.028,289.99,100087.561
6/5/2004 2:15,291.595,294.741,292.862,285.637,0.06,286.948,99522.375,290.07,100087.454
6/5/2004 2:20,291.646,294.724,292.854,285.559,0.06,286.931,99519.722,290.154,100087.332
6/5/2004 2:25,291.685,294.707,292.847,285.489,0.06,286.915,99517.069,290.239,100087.209
6/5/2004 2:30,291.738,294.692,292.841,285.423,0.06,286.899,99514.417,290.327,100087.079
6/5/2004 2:35,291.783,294.678,292.836,285.358,0.06,286.882,99511.764,290.418,100086.939
6/5/2004 2:40,291.842,294.665,292.832,285.289,0.06,286.866,99509.111,290.513,100086.788
6/5/2004 2:45,291.894,294.652,292.829,285.214,0.06,286.849,99506.458,290.613,100086.625
6/5/2004 2:50,291.959,294.641,292.826,285.131,0.06,286.833,99503.806,290.719,100086.447
6/5/2004 2:55,292.018,294.63,292.825,285.039,0.06,286.817,99501.153,290.831,100086.252
6/5/2004 3:00,292.09,294.621,292.824,284.938,0.06,286.8,99498.5,290.949,100086.039
6/5/2004 3:05,292.154,294.612,292.825,284.827,0.06,286.782,99497.472,291.065,100085.911
6/5/2004 3:10,292.225,294.609,292.827,284.724,0.06,286.765,99496.444,291.175,100085.814
6/5/2004 3:15,292.284,294.606,292.83,284.616,0.06,286.747,99495.417,291.277,100085.738
6/5/2004 3:20,292.343,294.604,292.835,284.508,0.06,286.729,99494.389,291.369,100085.679
6/5/2004 3:25,292.386,294.602,292.839,284.41,0.06,286.711,99493.361,291.449,100085.634
6/5/2004 3:30,292.424,294.6,292.845,284.331,0.06,286.693,99492.333,291.513,100085.6
6/5/2004 3:35,292.446,294.598,292.85,284.277,0.06,286.676,99491.306,291.562,100085.576
6/5/2004 3:40,292.464,294.595,292.854,284.25,0.06,286.658,99490.278,291.596,100085.557
6/5/2004 3:45,292.47,294.592,292.858,284.246,0.06,286.64,99489.25,291.614,100085.563
6/5/2004 3:50,292.475,294.587,292.86,284.258,0.06,286.622,99488.222,291.616,100085.589
6/5/2004 3:55,292.468,294.581,292.861,284.277,0.239,286.604,99487.194,291.602,100085.631
6/5/2004 4:00,292.46,294.574,292.862,284.299,0.239,286.587,99486.167,291.574,100085.684
6/5/2004 4:05,292.422,294.566,292.861,284.325,0.239,286.655,99487.597,291.48,100085.911
6/5/2004 4:10,292.352,294.568,292.862,284.428,0.239,286.724,99489.028,291.289,100086.256
6/5/2004 4:15,292.217,294.578,292.864,284.594,0.239,286.793,99490.458,290.969,100086.735
6/5/2004 4:20,292.032,294.591,292.865,284.82,0.239,286.862,99491.889,290.574,100087.236
6/5/2004 4:25,291.818,294.604,292.863,285.113,0.239,286.931,99493.319,290.18,100087.714
6/5/2004 4:30,291.623,294.615,292.855,285.449,0.239,287,99494.75,289.827,100088.147
6/5/2004 4:35,291.45,294.622,292.842,285.789,0.239,287.068,99496.181,289.517,100088.537
6/5/2004 4:40,291.308,294.627,292.825,286.112,0.239,287.137,99497.611,289.243,100088.883
6/5/2004 4:45,291.18,294.632,292.806,286.414,0.239,287.206,99499.042,289,100089.191
6/5/2004 4:50,290.314,294.638,292.786,286.698,0.239,287.275,99500.472,288.603,100089.568
6/5/2004 4:55,289.348,294.646,292.767,286.963,1.615,287.344,99501.903,288.272,100089.869
6/5/2004 5:00,289.162,294.615,292.711,287.162,1.615,287.412,99503.333,288.096,100090.066
6/5/2004 5:05,289.124,294.553,292.621,287.32,1.615,287.616,99504.583,287.986,100090.205
6/5/2004 5:10,289.156,294.528,292.54,287.624,1.615,287.821,99505.833,287.978,100090.204
6/5/2004 5:15,289.253,294.542,292.479,288.027,1.615,288.025,99507.083,288.035,100090.136
6/5/2004 5:20,289.33,294.585,292.434,288.304,1.615,288.229,99508.333,288.121,100090.038
6/5/2004 5:25,289.429,294.659,292.407,288.524,1.615,288.433,99509.583,288.218,100089.926
6/5/2004 5:30,289.49,294.754,292.392,288.743,1.615,288.637,99510.833,288.316,100089.808
6/5/2004 5:35,289.562,294.868,292.388,288.976,1.615,288.841,99512.083,288.416,100089.686
6/5/2004 5:40,289.66,294.994,292.391,289.958,1.615,289.045,99513.333,288.55,100089.545
6/5/2004 5:45,289.798,295.125,292.4,291.135,1.615,289.249,99514.583,288.713,100089.386
6/5/2004 5:50,289.916,295.258,292.416,292.061,1.615,289.453,99515.833,288.867,100089.229
6/5/2004 5:55,290.02,295.394,292.44,292.814,5.623,289.657,99517.083,289.004,100089.08
6/5/2004 6:00,290.128,295.531,292.47,293.446,5.623,289.861,99518.333,289.143,100088.929
6/5/2004 6:05,290.228,295.67,292.504,293.997,5.623,290.075,99518.917,289.265,100088.791
6/5/2004 6:10,290.333,295.814,292.544,294.538,5.623,290.289,99519.5,289.387,100088.654
6/5/2004 6:15,290.449,295.963,292.588,295.065,5.623,290.503,99520.083,289.512,100088.513
6/5/2004 6:20,290.571,296.116,292.637,295.582,5.623,290.717,99520.667,289.642,100088.368
6/5/2004 6:25,290.7,296.271,292.691,296.095,8.304,290.93,99521.25,289.774,100088.221
6/5/2004 6:30,290.837,296.428,292.749,296.605,10.869,291.144,99521.833,289.915,100088.069
6/5/2004 6:35,290.978,296.578,292.811,297.111,13.154,291.358,99522.417,290.057,100087.915
6/5/2004 6:40,291.118,296.712,292.876,297.616,15.351,291.572,99523,290.197,100087.76
6/5/2004 6:45,291.259,296.834,292.942,298.119,17.465,291.785,99523.583,290.338,100087.605
6/5/2004 6:50,291.403,296.945,293.011,298.617,19.53,291.999,99524.167,290.48,100087.448
6/5/2004 6:55,291.549,297.045,293.081,299.11,22.333,292.213,99524.75,290.623,100087.29
6/5/2004 7:00,291.702,297.137,293.153,299.599,24.394,292.427,99525.333,290.77,100087.129
6/5/2004 7:05,291.821,297.221,293.228,300.085,25.888,292.563,99523.583,290.871,100087.031
6/5/2004 7:10,291.914,297.295,293.305,300.524,27.04,292.7,99521.833,290.949,100086.948
6/5/2004 7:15,292.033,297.356,293.38,300.913,28.438,292.836,99520.083,291.042,100086.857
6/5/2004 7:20,292.238,297.406,293.454,301.264,30.781,292.973,99518.333,291.18,100086.744
6/5/2004 7:25,292.467,297.446,293.527,301.61,33.359,293.109,99516.583,291.334,100086.623
6/5/2004 7:30,292.687,297.483,293.606,301.975,35.785,293.246,99514.833,291.486,100086.501
6/5/2004 7:35,292.905,297.518,293.69,302.336,38.151,293.382,99513.083,291.639,100086.379
6/5/2004 7:40,293.126,297.548,293.778,302.685,40.52,293.519,99511.333,291.793,100086.256
6/5/2004 7:45,293.343,297.574,293.87,303.027,42.803,293.655,99509.583,291.948,100086.132
6/5/2004 7:50,293.558,297.595,293.964,303.363,45.035,293.792,99507.833,292.101,100086.008
6/5/2004 7:55,293.765,297.612,294.061,303.694,33.568,293.928,99506.083,292.253,100085.884
6/5/2004 8:00,293.928,297.623,294.16,304.022,34.907,294.065,99504.333,292.362,100085.779
6/5/2004 8:05,294.104,297.62,294.26,304.346,36.082,294.134,99501.611,292.468,100085.716
6/5/2004 8:10,294.312,297.598,294.36,304.608,37.563,294.204,99498.889,292.588,100085.652
6/5/2004 8:15,294.51,297.557,294.459,304.83,38.921,294.273,99496.167,292.709,100085.583
6/5/2004 8:20,294.714,297.503,294.557,305.037,40.307,294.343,99493.444,292.831,100085.512
6/5/2004 8:25,294.893,297.438,294.655,305.213,41.786,294.412,99490.722,292.948,100085.443
6/5/2004 8:30,295.078,297.375,294.754,305.368,45.784,294.482,99488,293.062,100085.373
6/5/2004 8:35,295.204,297.4,294.856,305.504,49.121,294.551,99485.278,293.174,100085.303
6/5/2004 8:40,295.363,297.487,294.96,305.629,52.858,294.621,99482.556,293.281,100085.234
6/5/2004 8:45,295.459,297.621,295.063,305.746,55.894,294.69,99479.833,293.379,100085.169
6/5/2004 8:50,295.597,297.79,295.167,305.857,59.416,294.76,99477.111,293.473,100085.104
6/5/2004 8:55,295.672,297.987,295.271,305.957,58.152,294.829,99474.389,293.557,100085.043
6/5/2004 9:00,295.773,298.204,295.374,306.055,60.874,294.899,99471.667,293.622,100084.99
6/5/2004 9:05,295.836,298.424,295.474,306.144,63.038,294.979,99468.347,293.7,100084.92
6/5/2004 9:10,295.936,298.644,295.571,306.165,65.636,295.058,99465.028,293.774,100084.849
6/5/2004 9:15,296.013,298.867,295.664,306.246,67.969,295.138,99461.708,293.86,100084.773
6/5/2004 9:20,296.145,299.093,295.755,306.354,70.921,295.218,99458.389,293.955,100084.693
6/5/2004 9:25,296.235,299.322,295.845,306.496,73.406,295.298,99455.069,294.052,100084.611
6/5/2004 9:30,296.379,299.558,295.936,306.654,76.507,295.377,99451.75,294.154,100084.526
6/5/2004 9:35,296.47,299.798,296.026,306.819,79.013,295.457,99448.431,294.256,100084.44
6/5/2004 9:40,296.619,300.045,296.118,306.993,82.184,295.537,99445.111,294.361,100084.352
6/5/2004 9:45,296.708,300.296,296.21,307.167,84.666,295.617,99441.792,294.464,100084.265
6/5/2004 9:50,296.86,300.553,296.304,307.344,87.879,295.697,99438.472,294.57,100084.175
6/5/2004 9:55,296.945,300.814,296.397,307.52,90.568,295.776,99435.153,294.672,100084.086
6/5/2004 10:00,297.099,301.081,296.492,307.698,93.811,295.856,99431.833,294.779,100083.995
6/5/2004 10:05,297.205,301.35,296.586,307.874,95.482,295.92,99428.319,294.923,100083.84
6/5/2004 10:10,297.303,301.597,296.673,307.774,97.01,295.984,99424.806,295.019,100083.698
6/5/2004 10:15,297.329,301.822,296.752,307.72,97.686,296.049,99421.292,295.108,100083.563
6/5/2004 10:20,297.411,302.029,296.823,307.607,98.949,296.113,99417.778,295.191,100083.432
6/5/2004 10:25,297.426,302.219,296.885,307.505,99.412,296.177,99414.264,295.273,100083.301
6/5/2004 10:30,297.504,302.395,296.941,307.407,100.568,296.241,99410.75,295.358,100083.168
6/5/2004 10:35,297.516,302.559,296.99,307.31,100.919,296.305,99407.236,295.441,100083.035
6/5/2004 10:40,297.594,302.714,297.035,307.216,101.99,296.37,99403.722,295.527,100082.901
6/5/2004 10:45,297.598,302.858,297.075,307.121,102.193,296.434,99400.208,295.609,100082.769
6/5/2004 10:50,297.674,302.994,297.112,307.027,103.173,296.498,99396.694,295.694,100082.634
6/5/2004 10:55,297.676,303.121,297.146,306.93,102.753,296.562,99393.181,295.775,100082.501
6/5/2004 11:00,297.746,303.242,297.176,306.834,103.619,296.626,99389.667,295.858,100082.367
6/5/2004 11:05,297.706,303.355,297.205,306.735,104.474,296.659,99385.556,295.868,100082.345
6/5/2004 11:10,297.797,303.5,297.241,306.909,106.848,296.692,99381.444,295.917,100082.316
6/5/2004 11:15,297.828,303.668,297.28,307.023,108.553,296.725,99377.333,295.971,100082.281
6/5/2004 11:20,297.934,303.855,297.327,307.185,111.126,296.757,99373.222,296.036,100082.237
6/5/2004 11:25,297.981,304.059,297.379,307.335,113.038,296.79,99369.111,296.101,100082.191
6/5/2004 11:30,298.087,304.276,297.436,307.487,115.635,296.823,99365,296.168,100082.144
6/5/2004 11:35,298.144,304.505,297.497,307.632,117.681,296.856,99360.889,296.232,100082.098
6/5/2004 11:40,298.25,304.743,297.562,307.78,120.304,296.888,99356.778,296.3,100082.048
6/5/2004 11:45,298.318,304.99,297.63,307.924,122.508,296.921,99352.667,296.368,100081.998
6/5/2004 11:50,298.423,305.244,297.701,308.071,125.148,296.954,99348.556,296.437,100081.946
6/5/2004 11:55,298.508,305.506,297.774,308.215,126.628,296.987,99344.444,296.508,100081.893
6/5/2004 12:00,298.604,305.77,297.848,308.364,128.767,297.019,99340.333,296.575,100081.84
6/5/2004 12:05,298.718,306.027,297.925,308.511,129.947,297.052,99336.75,296.683,100081.726
6/5/2004 12:10,298.796,306.242,297.993,308.444,130.717,297.085,99333.167,296.766,100081.616
6/5/2004 12:15,298.868,306.429,298.059,308.404,131.401,297.117,99329.583,296.849,100081.507
6/5/2004 12:20,298.934,306.592,298.117,308.325,132.009,297.15,99326,296.925,100081.403
6/5/2004 12:25,298.993,306.737,298.172,308.249,132.529,297.182,99322.417,297.001,100081.298
6/5/2004 12:30,299.054,306.866,298.222,308.169,133.063,297.215,99318.833,297.077,100081.193
6/5/2004 12:35,299.108,306.983,298.269,308.086,133.505,297.248,99315.25,297.152,100081.089
6/5/2004 12:40,299.162,307.09,298.312,308.005,133.937,297.28,99311.667,297.226,100080.984
6/5/2004 12:45,299.211,307.188,298.353,307.923,134.311,297.313,99308.083,297.3,100080.88
6/5/2004 12:50,299.261,307.278,298.39,307.84,134.683,297.345,99304.5,297.373,100080.776
6/5/2004 12:55,299.308,307.361,298.425,307.757,133.568,297.378,99300.917,297.446,100080.672
6/5/2004 13:00,299.35,307.438,298.458,307.675,133.832,297.411,99297.333,297.513,100080.571
6/5/2004 13:05,299.385,307.509,298.489,307.592,135.047,297.467,99293.889,297.568,100080.492
6/5/2004 13:10,299.458,307.606,298.524,307.68,136.72,297.524,99290.444,297.652,100080.402
6/5/2004 13:15,299.534,307.724,298.562,307.766,138.428,297.58,99287,297.738,100080.31
6/5/2004 13:20,299.62,307.857,298.604,307.894,140.25,297.637,99283.556,297.83,100080.213
6/5/2004 13:25,299.708,308.003,298.65,308.021,142.109,297.694,99280.111,297.923,100080.116
6/5/2004 13:30,299.8,308.159,298.699,308.156,144.027,297.75,99276.667,298.017,100080.017
6/5/2004 13:35,299.894,308.324,298.752,308.293,145.975,297.807,99273.222,298.113,100079.916
6/5/2004 13:40,299.991,308.496,298.807,308.433,147.968,297.863,99269.778,298.211,100079.815
6/5/2004 13:45,300.089,308.674,298.864,308.575,149.984,297.92,99266.333,298.309,100079.712
6/5/2004 13:50,300.189,308.857,298.923,308.718,152.036,297.977,99262.889,298.409,100079.608
6/5/2004 13:55,300.291,309.046,298.985,308.863,153.388,298.033,99259.444,298.51,100079.502
6/5/2004 14:00,300.391,309.238,299.048,309.009,155.463,298.09,99256,298.609,100079.397
6/5/2004 14:05,300.485,309.436,299.112,309.155,155.98,298.073,99252.069,298.699,100079.31
6/5/2004 14:10,300.506,309.59,299.17,309.06,155.65,298.055,99248.139,298.722,100079.255
6/5/2004 14:15,300.52,309.714,299.222,308.994,155.236,298.038,99244.208,298.742,100079.204
6/5/2004 14:20,300.523,309.809,299.264,308.848,154.68,298.021,99240.278,298.756,100079.156
6/5/2004 14:25,300.525,309.883,299.3,308.717,154.117,298.004,99236.347,298.773,100079.107
6/5/2004 14:30,300.523,309.938,299.328,308.581,153.493,297.986,99232.417,298.789,100079.058
6/5/2004 14:35,300.519,309.98,299.351,308.447,152.838,297.969,99228.486,298.804,100079.01
6/5/2004 14:40,300.512,310.01,299.37,308.309,152.133,297.952,99224.556,298.816,100078.963
6/5/2004 14:45,300.503,310.03,299.384,308.169,151.145,297.935,99220.625,298.828,100078.917
6/5/2004 14:50,300.491,310.032,299.395,308.026,150.003,297.917,99216.694,298.838,100078.872
6/5/2004 14:55,300.479,310.015,299.403,307.882,153.391,297.9,99212.764,298.847,100078.827
6/5/2004 15:00,300.483,309.983,299.408,307.734,152.426,297.883,99208.833,298.871,100078.777
6/5/2004 15:05,300.45,309.941,299.411,307.585,150.089,297.796,99206.375,298.853,100078.77
6/5/2004 15:10,300.391,309.859,299.409,307.317,147.451,297.708,99203.917,298.811,100078.779
6/5/2004 15:15,300.325,309.746,299.4,306.983,144.716,297.621,99201.458,298.764,100078.791
6/5/2004 15:20,300.246,309.607,299.384,306.613,141.836,297.534,99199,298.712,100078.805
6/5/2004 15:25,300.16,309.446,299.361,306.228,138.872,297.447,99196.542,298.655,100078.823
6/5/2004 15:30,300.065,309.268,299.332,305.831,135.793,297.36,99194.083,298.592,100078.843
6/5/2004 15:35,299.963,309.072,299.298,305.423,132.629,297.272,99191.625,298.524,100078.867
6/5/2004 15:40,299.856,308.863,299.258,305.007,129.404,297.185,99189.167,298.452,100078.895
6/5/2004 15:45,299.74,308.641,299.214,304.585,126.066,297.098,99186.708,298.376,100078.925
6/5/2004 15:50,299.62,308.407,299.164,304.157,122.675,297.011,99184.25,298.295,100078.959
6/5/2004 15:55,299.495,308.162,299.111,303.723,132.965,296.924,99181.792,298.21,100078.996
6/5/2004 16:00,299.412,307.908,299.053,303.284,130.014,296.836,99179.333,298.169,100079.015
6/5/2004 16:05,299.309,307.643,298.99,302.841,128.425,296.862,99178.5,298.125,100078.987
6/5/2004 16:10,299.267,307.42,298.932,302.656,127.519,296.887,99177.667,298.138,100078.928
6/5/2004 16:15,299.241,307.223,298.876,302.477,126.8,296.912,99176.833,298.163,100078.862
6/5/2004 16:20,299.224,307.049,298.824,302.368,126.186,296.938,99176,298.193,100078.794
6/5/2004 16:25,299.216,306.891,298.776,302.277,125.672,296.963,99175.167,298.225,100078.726
6/5/2004 16:30,299.209,306.747,298.732,302.194,125.169,296.988,99174.333,298.259,100078.657
6/5/2004 16:35,299.207,306.613,298.691,302.116,124.722,297.014,99173.5,298.292,100078.588
6/5/2004 16:40,299.202,306.487,298.653,302.04,124.243,297.039,99172.667,298.326,100078.519
6/5/2004 16:45,299.196,306.366,298.617,301.964,123.759,297.065,99171.833,298.358,100078.451
6/5/2004 16:50,299.19,306.251,298.582,301.888,123.269,297.09,99171,298.385,100078.39
6/5/2004 16:55,298.843,306.139,298.549,301.81,136.275,297.115,99170.167,298.141,100078.457
6/5/2004 17:00,298.732,306.043,298.515,302.083,134.615,297.141,99169.333,298.101,100078.443
6/5/2004 17:05,298.726,305.911,298.467,302.028,111.435,297.102,99169.347,298.164,100078.297
6/5/2004 17:10,298.333,305.044,298.35,298.834,106.804,297.063,99169.361,297.882,100078.445
6/5/2004 17:15,298.136,304.377,298.251,297.434,104.375,297.023,99169.375,297.751,100078.531
6/5/2004 17:20,298.54,303.855,298.145,296.456,108.781,296.984,99169.389,297.978,100078.456
6/5/2004 17:25,298.955,303.417,298.038,295.717,113.301,296.945,99169.403,298.243,100078.369
6/5/2004 17:30,298.95,303.098,297.964,295.278,113.029,296.906,99169.417,298.301,100078.338
6/5/2004 17:35,298.84,302.839,297.916,295.202,111.552,296.867,99169.431,298.187,100078.38
6/5/2004 17:40,298.64,302.625,297.874,295.343,109.065,296.828,99169.444,298.049,100078.458
6/5/2004 17:45,298.538,302.421,297.825,295.479,107.691,296.789,99169.458,297.958,100078.523
6/5/2004 17:50,298.412,302.236,297.772,295.515,106.051,296.75,99169.472,297.883,100078.579
6/5/2004 17:55,298.349,302.056,297.715,295.5,117.931,296.711,99169.486,297.83,100078.623
6/5/2004 18:00,298.317,301.894,297.658,295.443,117.385,296.672,99169.5,297.843,100078.637
6/5/2004 18:05,298.272,301.737,297.602,295.372,116.725,296.526,99169.861,297.779,100078.734
6/5/2004 18:10,298.17,301.597,297.55,295.316,115.428,296.38,99170.222,297.677,100078.863
6/5/2004 18:15,298.087,301.46,297.499,295.222,114.347,296.235,99170.583,297.564,100078.998
6/5/2004 18:20,297.976,301.333,297.447,295.086,112.95,296.089,99170.944,297.447,100079.133
6/5/2004 18:25,297.891,301.206,297.394,294.923,111.842,295.943,99171.306,297.337,100079.263
6/5/2004 18:30,297.789,301.086,297.341,294.732,110.539,295.797,99171.667,297.226,100079.392
6/5/2004 18:35,297.704,300.968,297.287,294.531,109.435,295.651,99172.028,297.12,100079.517
6/5/2004 18:40,297.608,300.855,297.234,294.316,108.209,295.506,99172.389,297.013,100079.639
6/5/2004 18:45,297.525,300.743,297.18,294.097,107.129,295.36,99172.75,296.912,100079.757
6/5/2004 18:50,297.437,300.636,297.126,293.869,105.981,295.214,99173.111,296.812,100079.872
6/5/2004 18:55,297.358,300.531,297.072,293.637,107.76,295.068,99173.472,296.718,100079.98
6/5/2004 19:00,297.288,300.429,297.019,293.397,106.828,294.922,99173.833,296.643,100080.076
6/5/2004 19:05,297.214,300.328,296.965,293.152,105.949,294.789,99177.708,296.557,100080.185
6/5/2004 19:10,297.133,300.232,296.913,292.92,104.982,294.656,99181.583,296.464,100080.297
6/5/2004 19:15,297.055,300.138,296.862,292.696,104.045,294.522,99185.458,296.371,100080.407
6/5/2004 19:20,296.973,300.048,296.812,292.476,103.074,294.389,99189.333,296.278,100080.516
6/5/2004 19:25,296.898,299.959,296.762,292.259,102.168,294.255,99193.208,296.19,100080.62
6/5/2004 19:30,296.822,299.872,296.713,292.04,101.26,294.122,99197.083,296.105,100080.72
6/5/2004 19:35,296.752,299.787,296.664,291.821,100.409,293.988,99200.958,296.025,100080.816
6/5/2004 19:40,296.683,299.704,296.616,291.599,99.575,293.855,99204.833,295.948,100080.906
6/5/2004 19:45,296.619,299.623,296.569,291.375,98.804,293.721,99208.708,295.877,100080.992
6/5/2004 19:50,296.558,299.544,296.522,291.146,98.06,293.588,99212.583,295.81,100081.071
6/5/2004 19:55,296.503,299.467,296.476,290.913,96.011,293.454,99216.458,295.75,100081.143
6/5/2004 20:00,296.445,299.391,296.43,290.675,95.297,293.321,99220.333,295.688,100081.211
6/5/2004 20:05,296.398,299.317,296.386,290.431,94.731,293.227,99222.986,295.64,100081.266
6/5/2004 20:10,296.358,299.246,296.343,290.19,94.25,293.133,99225.639,295.602,100081.311
6/5/2004 20:15,296.325,299.177,296.301,289.956,93.85,293.04,99228.292,295.572,100081.348
6/5/2004 20:20,296.297,299.111,296.261,289.725,93.505,292.946,99230.944,295.549,100081.379
6/5/2004 20:25,296.274,299.048,296.224,289.497,93.214,292.852,99233.597,295.531,100081.403
6/5/2004 20:30,296.256,298.987,296.188,289.269,92.975,292.759,99236.25,295.52,100081.421
6/5/2004 20:35,296.242,298.928,296.153,289.041,92.791,292.665,99238.903,295.515,100081.43
6/5/2004 20:40,296.236,298.872,296.12,288.81,92.68,292.571,99241.556,295.519,100081.43
6/5/2004 20:45,296.234,298.817,296.089,288.575,92.633,292.478,99244.208,295.531,100081.421
6/5/2004 20:50,296.24,298.765,296.059,288.333,92.663,292.384,99246.861,295.553,100081.401
6/5/2004 20:55,296.254,298.716,296.031,288.086,81.185,292.29,99249.514,295.585,100081.369
6/5/2004 21:00,296.215,298.668,296.005,287.83,80.677,292.197,99252.167,295.558,100081.352
6/5/2004 21:05,296.198,298.623,295.981,287.589,80.42,292.122,99252.028,295.547,100081.372
6/5/2004 21:10,296.188,298.577,295.955,287.375,80.237,292.048,99251.889,295.539,100081.4
6/5/2004 21:15,296.176,298.532,295.929,287.181,80.032,291.974,99251.75,295.525,100081.429
6/5/2004 21:20,296.156,298.487,295.904,286.996,79.745,291.9,99251.611,295.503,100081.461
6/5/2004 21:25,296.132,298.444,295.88,286.828,79.401,291.825,99251.472,295.477,100081.494
6/5/2004 21:30,296.107,298.4,295.855,286.677,79.044,291.751,99251.333,295.451,100081.526
6/5/2004 21:35,296.081,298.357,295.83,286.536,78.684,291.677,99251.194,295.426,100081.557
6/5/2004 21:40,296.056,298.314,295.805,286.4,78.332,291.602,99251.056,295.402,100081.587
6/5/2004 21:45,296.03,298.272,295.78,286.27,77.969,291.528,99250.917,295.378,100081.615
6/5/2004 21:50,296.006,298.229,295.755,286.145,77.632,291.454,99250.778,295.356,100081.642
6/5/2004 21:55,295.98,298.187,295.73,286.023,60.779,291.38,99250.639,295.334,100081.668
6/5/2004 22:00,295.872,298.146,295.705,285.905,59.447,291.305,99250.5,295.211,100081.733
6/5/2004 22:05,295.787,298.105,295.68,285.789,58.388,291.249,99249.833,295.112,100081.834
6/5/2004 22:10,295.72,298.06,295.651,285.68,57.528,291.193,99249.167,295.024,100081.938
6/5/2004 22:15,295.651,298.013,295.62,285.577,56.647,291.136,99248.5,294.938,100082.041
6/5/2004 22:20,295.584,297.966,295.588,285.471,55.787,291.08,99247.833,294.848,100082.143
6/5/2004 22:25,295.506,297.918,295.556,285.381,54.811,291.024,99247.167,294.755,100082.246
6/5/2004 22:30,295.433,297.87,295.523,285.308,53.886,290.967,99246.5,294.66,100082.349
6/5/2004 22:35,295.353,297.821,295.489,285.252,52.883,290.911,99245.833,294.566,100082.452
6/5/2004 22:40,295.279,297.772,295.454,285.203,51.953,290.855,99245.167,294.471,100082.554
6/5/2004 22:45,295.198,297.722,295.419,285.162,50.944,290.798,99244.5,294.378,100082.656
6/5/2004 22:50,295.123,297.672,295.383,285.13,50.009,290.742,99243.833,294.283,100082.757
6/5/2004 22:55,295.041,297.621,295.347,285.107,34.893,290.686,99243.167,294.19,100082.858
6/5/2004 23:00,294.891,297.571,295.31,285.092,33.074,290.629,99242.5,294.007,100082.994
6/5/2004 23:05,294.792,297.52,295.272,285.086,31.841,290.54,99240.208,293.93,100082.973
6/5/2004 23:10,294.761,297.465,295.232,285.102,31.392,290.45,99237.917,293.948,100082.872
6/5/2004 23:15,294.776,297.412,295.191,285.108,31.466,290.36,99235.625,294.038,100082.714
6/5/2004 23:20,294.838,297.361,295.153,285.063,32.074,290.27,99233.333,294.171,100082.523
6/5/2004 23:25,294.909,297.315,295.121,284.96,32.789,290.18,99231.042,294.315,100082.347
6/5/2004 23:30,295.002,297.276,295.093,284.811,33.75,290.091,99228.75,294.484,100082.11
6/5/2004 23:35,295.098,297.242,295.072,284.628,34.755,290.001,99226.458,294.671,100081.838
6/5/2004 23:40,295.214,297.213,295.055,284.43,35.971,289.911,99224.167,294.881,100081.513
6/5/2004 23:45,295.342,297.188,295.042,284.214,37.328,289.821,99221.875,295.121,100081.124
6/5/2004 23:50,295.493,297.168,295.034,283.97,38.955,289.731,99219.583,295.396,100080.654
6/5/2004 23:55,295.664,297.152,295.03,283.687,31.533,289.642,99217.292,295.71,100080.084
6/6/2004 0:00,295.801,297.141,295.03,283.365,32.98,289.552,99215,295.989,100079.422
