cur_datetime,canTemp,wallSun_K,wallShade_K,roof_K,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19]
6/1/2004 7:25,289.377,294.176,293.888,289.799,5.982,288.62,99743.347,288.418,100089.718
6/1/2004 7:30,289.462,294.165,293.878,289.919,5.982,288.682,99746.917,288.46,100089.674
6/1/2004 7:35,289.447,294.154,293.869,290.034,5.982,288.745,99750.486,288.49,100089.636
6/1/2004 7:40,289.559,294.144,293.863,290.154,5.982,288.807,99754.056,288.54,100089.587
6/1/2004 7:45,289.553,294.134,293.858,290.268,5.982,288.869,99757.625,288.573,100089.547
6/1/2004 7:50,289.657,294.126,293.857,290.39,5.982,288.932,99761.194,288.622,100089.498
6/1/2004 7:55,289.648,294.117,293.855,290.502,5.743,288.994,99764.764,288.656,100089.457
6/1/2004 8:00,289.753,294.11,293.857,290.621,5.743,289.057,99768.333,288.704,100089.409
6/1/2004 8:05,289.742,294.1,293.858,290.729,5.743,289.178,99768.653,288.738,100089.367
6/1/2004 8:10,289.925,294.095,293.865,290.956,5.743,289.299,99768.972,288.815,100089.302
6/1/2004 8:15,289.995,294.091,293.874,291.212,5.743,289.42,99769.292,288.889,100089.237
6/1/2004 8:20,290.213,294.093,293.893,291.504,5.743,289.541,99769.611,288.988,100089.157
6/1/2004 8:25,290.275,294.096,293.917,291.787,5.743,289.663,99769.931,289.072,100089.082
6/1/2004 8:30,290.506,294.111,293.949,292.079,5.743,289.784,99770.25,289.179,100088.996
6/1/2004 8:35,290.55,294.144,293.984,292.35,5.743,289.905,99770.569,289.266,100088.917
6/1/2004 8:40,290.784,294.196,294.026,292.63,5.743,290.026,99770.889,289.376,100088.826
6/1/2004 8:45,290.812,294.258,294.069,292.888,5.743,290.148,99771.208,289.465,100088.744
6/1/2004 8:50,291.049,294.335,294.118,293.159,5.743,290.269,99771.528,289.576,100088.651
6/1/2004 8:55,291.062,294.42,294.167,293.407,5.025,290.39,99771.847,289.665,100088.566
6/1/2004 9:00,291.3,294.515,294.221,293.673,5.025,290.511,99772.167,289.774,100088.472
6/1/2004 9:05,291.312,294.612,294.274,293.915,5.025,290.634,99772.333,289.882,100088.355
6/1/2004 9:10,291.552,294.713,294.328,294.105,5.025,290.757,99772.5,290.007,100088.227
6/1/2004 9:15,291.529,294.812,294.379,294.272,5.167,290.879,99772.667,290.104,100088.112
6/1/2004 9:20,291.766,294.915,294.433,294.458,8.585,291.002,99772.833,290.225,100087.986
6/1/2004 9:25,291.754,295.016,294.482,294.618,9.137,291.125,99773,290.333,100087.866
6/1/2004 9:30,291.998,295.123,294.534,294.808,12.598,291.248,99773.167,290.458,100087.737
6/1/2004 9:35,291.98,295.229,294.584,294.986,13.067,291.37,99773.333,290.568,100087.614
6/1/2004 9:40,292.23,295.34,294.637,295.183,16.581,291.493,99773.5,290.696,100087.484
6/1/2004 9:45,292.211,295.451,294.687,295.364,17.027,291.616,99773.667,290.807,100087.36
6/1/2004 9:50,292.462,295.568,294.741,295.563,20.553,291.739,99773.833,290.935,100087.228
6/1/2004 9:55,292.441,295.685,294.793,295.745,21.21,291.861,99774,291.048,100087.102
6/1/2004 10:00,292.696,295.807,294.848,295.945,24.792,291.984,99774.167,291.179,100086.969
6/1/2004 10:05,292.65,295.93,294.901,296.127,25.013,292.045,99773.639,291.254,100086.904
6/1/2004 10:10,292.885,296.061,294.958,296.35,28.473,292.106,99773.111,291.339,100086.841
6/1/2004 10:15,292.831,296.192,295.012,296.514,28.62,292.167,99772.583,291.404,100086.787
6/1/2004 10:20,293.062,296.33,295.069,296.685,32.047,292.228,99772.056,291.485,100086.725
6/1/2004 10:25,292.998,296.468,295.124,296.822,32.099,292.289,99771.528,291.547,100086.669
6/1/2004 10:30,293.227,296.612,295.181,296.973,35.52,292.35,99771,291.624,100086.606
6/1/2004 10:35,293.153,296.756,295.235,297.1,35.488,292.411,99770.472,291.685,100086.551
6/1/2004 10:40,293.381,296.906,295.291,297.245,38.917,292.472,99769.944,291.762,100086.487
6/1/2004 10:45,293.304,297.055,295.345,297.365,38.867,292.533,99769.417,291.822,100086.43
6/1/2004 10:50,293.533,297.21,295.401,297.508,42.335,292.594,99768.889,291.899,100086.364
6/1/2004 10:55,293.456,297.365,295.455,297.626,41.777,292.655,99768.361,291.959,100086.306
6/1/2004 11:00,293.684,297.527,295.512,297.768,45.255,292.715,99767.833,292.036,100086.24
6/1/2004 11:05,293.622,297.689,295.567,297.885,45.402,292.812,99766.264,292.119,100086.146
6/1/2004 11:10,293.853,297.856,295.624,298.011,48.917,292.909,99764.694,292.218,100086.04
6/1/2004 11:15,293.8,298.023,295.679,298.152,49.192,293.005,99763.125,292.305,100085.94
6/1/2004 11:20,294.033,298.196,295.738,298.32,52.755,293.102,99761.556,292.412,100085.831
6/1/2004 11:25,293.997,298.369,295.794,298.478,53.25,293.198,99759.986,292.506,100085.726
6/1/2004 11:30,294.227,298.549,295.855,298.666,56.801,293.295,99758.417,292.619,100085.613
6/1/2004 11:35,294.205,298.73,295.914,298.833,57.47,293.391,99756.847,292.717,100085.506
6/1/2004 11:40,294.427,298.917,295.976,299.026,60.963,293.488,99755.278,292.83,100085.39
6/1/2004 11:45,294.417,299.106,296.037,299.197,61.805,293.584,99753.708,292.931,100085.28
6/1/2004 11:50,294.629,299.3,296.102,299.391,65.173,293.681,99752.139,293.045,100085.164
6/1/2004 11:55,294.632,299.496,296.165,299.564,65.119,293.777,99750.569,293.147,100085.051
6/1/2004 12:00,294.827,299.688,296.23,299.759,68.104,293.874,99749,293.258,100084.935
6/1/2004 12:05,294.825,299.876,296.294,299.933,69.372,293.961,99745.653,293.335,100084.861
6/1/2004 12:10,295.017,300.079,296.361,300.217,72.888,294.048,99742.306,293.437,100084.778
6/1/2004 12:15,295.048,300.292,296.43,300.457,74.566,294.136,99738.958,293.528,100084.697
6/1/2004 12:20,295.238,300.516,296.502,300.737,78.078,294.223,99735.611,293.634,100084.607
6/1/2004 12:25,295.283,300.748,296.577,300.993,79.949,294.31,99732.264,293.732,100084.521
6/1/2004 12:30,295.467,300.989,296.654,301.27,83.426,294.397,99728.917,293.839,100084.428
6/1/2004 12:35,295.524,301.235,296.733,301.53,85.463,294.485,99725.569,293.94,100084.337
6/1/2004 12:40,295.703,301.489,296.814,301.807,88.917,294.572,99722.222,294.051,100084.24
6/1/2004 12:45,295.772,301.748,296.897,302.07,91.123,294.659,99718.875,294.156,100084.144
6/1/2004 12:50,295.948,302.012,296.982,302.348,94.563,294.746,99715.528,294.27,100084.044
6/1/2004 12:55,296.027,302.282,297.068,302.614,95.48,294.834,99712.181,294.379,100083.943
6/1/2004 13:00,296.194,302.557,297.156,302.894,98.85,294.921,99708.833,294.491,100083.841
6/1/2004 13:05,296.277,302.838,297.246,303.162,100.256,294.933,99706.833,294.59,100083.758
6/1/2004 13:10,296.415,303.092,297.332,303.274,102.288,294.946,99704.833,294.675,100083.684
6/1/2004 13:15,296.481,303.328,297.415,303.347,103.507,294.958,99702.833,294.756,100083.611
6/1/2004 13:20,296.604,303.548,297.493,303.4,105.377,294.971,99700.833,294.835,100083.537
6/1/2004 13:25,296.651,303.758,297.57,303.434,106.38,294.983,99698.833,294.902,100083.469
6/1/2004 13:30,296.747,303.96,297.644,303.46,107.944,294.995,99696.833,294.965,100083.402
6/1/2004 13:35,296.78,304.153,297.715,303.467,108.785,295.008,99694.833,295.02,100083.34
6/1/2004 13:40,296.862,304.341,297.782,303.478,110.192,295.02,99692.833,295.075,100083.277
6/1/2004 13:45,296.888,304.523,297.847,303.475,110.97,295.032,99690.833,295.124,100083.217
6/1/2004 13:50,296.962,304.701,297.91,303.48,112.288,295.045,99688.833,295.175,100083.156
6/1/2004 13:55,296.984,304.875,297.971,303.475,112.309,295.057,99686.833,295.221,100083.097
6/1/2004 14:00,297.05,305.046,298.029,303.479,113.537,295.07,99684.833,295.267,100083.039
6/1/2004 14:05,297.066,305.215,298.087,303.472,111.099,294.96,99685.083,295.305,100082.988
6/1/2004 14:10,296.974,305.285,298.125,302.962,107.393,294.851,99685.333,295.22,100083
6/1/2004 14:15,296.868,305.278,298.147,302.592,103.486,294.742,99685.583,295.154,100083.007
6/1/2004 14:20,296.764,305.205,298.146,302.027,99.555,294.632,99685.833,295.064,100083.026
6/1/2004 14:25,296.64,305.08,298.13,301.562,95.366,294.523,99686.083,294.991,100083.038
6/1/2004 14:30,296.543,304.911,298.098,301.04,91.432,294.414,99686.333,294.91,100083.054
6/1/2004 14:35,296.402,304.707,298.055,300.548,86.945,294.305,99686.583,294.827,100083.071
6/1/2004 14:40,296.295,304.471,298.001,300.027,82.606,294.195,99686.833,294.739,100083.093
6/1/2004 14:45,296.137,304.2,297.938,299.506,77.682,294.086,99687.083,294.645,100083.118
6/1/2004 14:50,296.019,303.9,297.867,298.973,73.211,293.977,99687.333,294.55,100083.145
6/1/2004 14:55,295.845,303.575,297.788,298.428,72.627,293.867,99687.583,294.447,100083.176
6/1/2004 15:00,295.731,303.228,297.702,297.877,68.179,293.758,99687.833,294.357,100083.203
6/1/2004 15:05,295.526,302.861,297.609,297.311,65.868,293.731,99688.792,294.223,100083.276
6/1/2004 15:10,295.503,302.576,297.526,297.249,65.641,293.705,99689.75,294.196,100083.301
6/1/2004 15:15,295.41,302.346,297.448,297.076,64.598,293.678,99690.708,294.159,100083.325
6/1/2004 15:20,295.409,302.161,297.381,297.063,64.615,293.651,99691.667,294.146,100083.338
6/1/2004 15:25,295.336,302.009,297.322,297.001,63.811,293.624,99692.625,294.122,100083.356
6/1/2004 15:30,295.336,301.885,297.271,296.976,63.844,293.598,99693.583,294.107,100083.369
6/1/2004 15:35,295.272,301.778,297.224,296.93,63.148,293.571,99694.542,294.087,100083.385
6/1/2004 15:40,295.279,301.688,297.184,296.904,63.255,293.544,99695.5,294.075,100083.397
6/1/2004 15:45,295.22,301.609,297.146,296.867,62.618,293.517,99696.458,294.057,100083.411
6/1/2004 15:50,295.23,301.54,297.112,296.843,62.771,293.491,99697.417,294.046,100083.422
6/1/2004 15:55,295.176,301.479,297.08,296.809,75.919,293.464,99698.375,294.03,100083.435
6/1/2004 16:00,295.233,301.425,297.052,296.787,76.632,293.437,99699.333,294.063,100083.424
6/1/2004 16:05,295.161,301.376,297.024,296.754,75.127,293.365,99702.056,294.025,100083.468
6/1/2004 16:10,295.12,301.313,296.999,296.69,73.968,293.292,99704.778,293.96,100083.531
6/1/2004 16:15,295.03,301.236,296.97,296.577,72.248,293.219,99707.5,293.887,100083.6
6/1/2004 16:20,294.99,301.147,296.939,296.451,71.097,293.146,99710.222,293.822,100083.666
6/1/2004 16:25,294.906,301.051,296.904,296.326,69.443,293.074,99712.944,293.755,100083.732
6/1/2004 16:30,294.861,300.948,296.868,296.209,68.247,293.001,99715.667,293.69,100083.798
6/1/2004 16:35,294.772,300.841,296.83,296.083,66.528,292.928,99718.389,293.618,100083.867
6/1/2004 16:40,294.719,300.729,296.791,295.957,65.233,292.855,99721.111,293.547,100083.936
6/1/2004 16:45,294.62,300.614,296.75,295.823,63.414,292.782,99723.833,293.47,100084.009
6/1/2004 16:50,294.561,300.496,296.707,295.689,62.044,292.71,99726.556,293.395,100084.081
6/1/2004 16:55,294.456,300.375,296.664,295.546,77.53,292.637,99729.278,293.314,100084.157
6/1/2004 17:00,294.446,300.251,296.619,295.404,76.74,292.564,99732,293.288,100084.207
6/1/2004 17:05,294.305,300.125,296.572,295.253,64.928,292.447,99736.292,293.202,100084.265
6/1/2004 17:10,293.659,299.68,296.5,293.78,57.461,292.33,99740.583,292.748,100084.568
6/1/2004 17:15,293.432,299.335,296.432,293.497,54.764,292.213,99744.875,292.571,100084.747
6/1/2004 17:20,293.364,299.023,296.334,293.026,53.879,292.096,99749.167,292.444,100084.892
6/1/2004 17:25,293.117,298.764,296.239,292.811,50.936,291.979,99753.458,292.289,100085.048
6/1/2004 17:30,292.973,298.541,296.15,292.661,49.186,291.862,99757.75,292.159,100085.192
6/1/2004 17:35,292.891,298.344,296.063,292.503,48.131,291.744,99762.042,292.047,100085.328
6/1/2004 17:40,292.729,298.165,295.977,292.367,46.166,291.627,99766.333,291.921,100085.469
6/1/2004 17:45,292.633,298.009,295.899,292.249,44.955,291.51,99770.625,291.808,100085.605
6/1/2004 17:50,292.507,297.859,295.821,292.123,43.406,291.393,99774.917,291.691,100085.742
6/1/2004 17:55,292.412,297.725,295.749,292.007,55.001,291.276,99779.208,291.58,100085.877
6/1/2004 18:00,292.31,297.594,295.675,291.888,53.742,291.159,99783.5,291.489,100086.002
6/1/2004 18:05,292.272,297.475,295.607,291.775,53.24,291.147,99786.653,291.452,100086.03
6/1/2004 18:10,292.159,297.358,295.539,291.682,51.878,291.134,99789.806,291.411,100086.056
6/1/2004 18:15,292.144,297.254,295.478,291.62,51.637,291.122,99792.958,291.393,100086.072
6/1/2004 18:20,292.049,297.148,295.414,291.559,50.486,291.109,99796.111,291.359,100086.094
6/1/2004 18:25,292.051,297.055,295.358,291.519,50.438,291.097,99799.264,291.349,100086.106
6/1/2004 18:30,291.951,296.96,295.299,291.47,49.221,291.084,99802.417,291.315,100086.128
6/1/2004 18:35,291.973,296.877,295.249,291.437,49.412,291.072,99805.569,291.311,100086.136
6/1/2004 18:40,291.918,296.788,295.194,291.391,48.713,291.06,99808.722,291.294,100086.15
6/1/2004 18:45,291.91,296.714,295.148,291.362,48.559,291.047,99811.875,291.28,100086.162
6/1/2004 18:50,291.859,296.635,295.099,291.329,47.92,291.035,99815.028,291.266,100086.174
6/1/2004 18:55,291.897,296.566,295.056,291.295,51.102,291.022,99818.181,291.263,100086.18
6/1/2004 19:00,291.858,296.494,295.011,291.263,50.607,291.01,99821.333,291.26,100086.187
6/1/2004 19:05,291.889,296.433,294.972,291.237,50.93,290.981,99825.708,291.258,100086.19
6/1/2004 19:10,291.841,296.367,294.93,291.184,50.354,290.951,99830.083,291.246,100086.2
6/1/2004 19:15,291.823,296.306,294.891,291.119,50.125,290.921,99834.458,291.233,100086.213
6/1/2004 19:20,291.965,296.253,294.857,291.012,51.718,290.892,99838.833,291.248,100086.213
6/1/2004 19:25,291.97,296.194,294.817,290.892,51.756,290.862,99843.208,291.262,100086.213
6/1/2004 19:30,292.045,296.15,294.789,290.777,52.582,290.833,99847.583,291.266,100086.217
6/1/2004 19:35,291.971,296.101,294.758,290.671,51.707,290.803,99851.958,291.252,100086.23
6/1/2004 19:40,291.992,296.057,294.73,290.566,51.911,290.774,99856.333,291.236,100086.244
6/1/2004 19:45,292.578,296.005,294.696,290.456,58.593,290.744,99860.708,291.42,100086.168
6/1/2004 19:50,293.084,295.956,294.662,290.337,64.357,290.715,99865.083,291.599,100086.098
6/1/2004 19:55,293.155,295.941,294.66,290.337,63.773,290.685,99869.458,291.681,100086.046
6/1/2004 20:00,293.096,295.944,294.677,290.471,63.065,290.656,99873.833,291.665,100086.037
6/1/2004 20:05,293,295.942,294.689,290.616,61.969,290.624,99878.583,291.612,100086.072
6/1/2004 20:10,292.923,295.928,294.689,290.699,61.08,290.593,99883.333,291.558,100086.118
6/1/2004 20:15,292.862,295.905,294.68,290.717,60.384,290.561,99888.083,291.509,100086.162
6/1/2004 20:20,292.812,295.875,294.663,290.696,59.809,290.53,99892.833,291.47,100086.199
6/1/2004 20:25,292.773,295.841,294.642,290.651,59.366,290.498,99897.583,291.434,100086.234
6/1/2004 20:30,292.738,295.804,294.618,290.597,58.97,290.466,99902.333,291.402,100086.267
6/1/2004 20:35,292.71,295.768,294.594,290.537,58.641,290.435,99907.083,291.37,100086.301
6/1/2004 20:40,292.68,295.73,294.568,290.478,58.307,290.403,99911.833,291.34,100086.332
6/1/2004 20:45,292.654,295.693,294.542,290.417,58.002,290.372,99916.583,291.31,100086.364
6/1/2004 20:50,292.627,295.655,294.516,290.357,57.691,290.34,99921.333,291.282,100086.395
6/1/2004 20:55,292.6,295.619,294.489,290.297,45.795,290.308,99926.083,291.252,100086.427
6/1/2004 21:00,292.519,295.582,294.463,290.237,44.842,290.277,99930.833,291.167,100086.484
6/1/2004 21:05,292.456,295.545,294.436,290.177,44.091,290.169,99936.49,291.075,100086.614
6/1/2004 21:10,292.385,295.509,294.41,290.125,43.246,290.061,99942.147,290.967,100086.763
6/1/2004 21:15,292.301,295.475,294.386,290.099,42.256,289.953,99947.804,290.85,100086.916
6/1/2004 21:20,292.218,295.441,294.362,290.08,41.281,289.846,99953.461,290.732,100087.068
6/1/2004 21:25,292.123,295.408,294.338,290.061,40.171,289.738,99959.118,290.615,100087.22
6/1/2004 21:30,292.038,295.374,294.313,290.038,39.17,289.63,99964.775,290.498,100087.37
6/1/2004 21:35,291.942,295.341,294.288,290.012,38.043,289.522,99970.432,290.382,100087.52
6/1/2004 21:40,291.857,295.306,294.263,289.983,37.041,289.415,99976.089,290.266,100087.67
6/1/2004 21:45,291.761,295.272,294.237,289.951,35.912,289.307,99981.746,290.15,100087.819
6/1/2004 21:50,291.677,295.237,294.211,289.916,34.919,289.199,99987.403,290.035,100087.967
6/1/2004 21:55,291.58,295.203,294.184,289.879,17.283,289.091,99993.06,289.921,100088.114
6/1/2004 22:00,290.574,295.168,294.157,289.84,5.704,288.983,99998.717,289.476,100088.439
6/1/2004 22:05,289.812,295.133,294.13,289.799,3.171,288.934,100000.587,289.224,100088.62
6/1/2004 22:10,289.826,295.034,294.043,289.443,3.171,288.885,100002.458,289.162,100088.691
6/1/2004 22:15,289.998,294.916,293.933,289.187,3.171,288.836,100004.329,289.147,100088.733
6/1/2004 22:20,290.002,294.815,293.839,289.028,3.171,288.787,100006.2,289.126,100088.776
6/1/2004 22:25,290.041,294.746,293.777,288.931,3.171,288.738,100008.071,289.093,100088.825
6/1/2004 22:30,289.93,294.685,293.722,288.867,3.171,288.689,100009.942,289.043,100088.882
6/1/2004 22:35,289.928,294.636,293.679,288.817,3.171,288.64,100011.812,288.998,100088.938
6/1/2004 22:40,289.842,294.582,293.632,288.766,3.171,288.591,100013.683,288.949,100088.995
6/1/2004 22:45,289.856,294.535,293.591,288.715,3.171,288.542,100015.554,288.909,100089.048
6/1/2004 22:50,289.791,294.487,293.548,288.663,3.171,288.493,100017.425,288.865,100089.103
6/1/2004 22:55,289.802,294.444,293.511,288.612,1.735,288.444,100019.296,288.826,100089.155
6/1/2004 23:00,289.74,294.4,293.474,288.562,1.735,288.395,100021.167,288.78,100089.21
6/1/2004 23:05,289.78,294.361,293.44,288.513,1.735,288.386,100022.208,288.787,100089.193
6/1/2004 23:10,289.782,294.318,293.403,288.425,1.735,288.378,100023.25,288.806,100089.166
6/1/2004 23:15,289.828,294.277,293.367,288.321,1.735,288.37,100024.292,288.832,100089.134
6/1/2004 23:20,289.828,294.236,293.332,288.208,1.735,288.362,100025.333,288.854,100089.103
6/1/2004 23:25,289.86,294.198,293.298,288.087,1.735,288.353,100026.375,288.878,100089.07
6/1/2004 23:30,289.861,294.158,293.264,287.958,1.735,288.345,100027.417,288.901,100089.036
6/1/2004 23:35,289.895,294.12,293.231,287.818,1.735,288.337,100028.458,288.93,100088.998
