"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 00:00","2018","07","01","00:00","24.5","","21.2","","82","","","M","24","","6","","","","","M","33","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 01:00","2018","07","01","01:00","24.2","","21.1","","83","","","M","23","","4","","","","","M","33","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 02:00","2018","07","01","02:00","23.6","","21.0","","86","","","M","25","","3","","","","","M","32","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 03:00","2018","07","01","03:00","21.0","","20.0","","94","","","M","23","","4","","","","","M","29","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 04:00","2018","07","01","04:00","20.6","","19.9","","96","","","M","24","","3","","","","","M","28","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 05:00","2018","07","01","05:00","19.8","","19.1","","96","","","M","21","","1","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 06:00","2018","07","01","06:00","22.1","","21.1","","94","","","M","0","","1","","","","","M","31","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 07:00","2018","07","01","07:00","24.3","","21.6","","85","","","M","20","","4","","","","","M","33","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 08:00","2018","07","01","08:00","26.1","","22.3","","80","","","M","24","","9","","","","","M","36","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 09:00","2018","07","01","09:00","27.8","","22.9","","75","","","M","23","","8","","","","","M","38","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 10:00","2018","07","01","10:00","29.1","","22.5","","68","","","M","21","","11","","","","","M","39","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 11:00","2018","07","01","11:00","29.8","","21.9","","63","","","M","25","","11","","","","","M","39","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 12:00","2018","07","01","12:00","30.5","","21.7","","59","","","M","22","","13","","","","","M","40","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 13:00","2018","07","01","13:00","31.7","","21.2","","54","","","M","23","","10","","","","","M","40","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 14:00","2018","07","01","14:00","31.7","","20.0","","50","","","M","20","","13","","","","","M","39","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 15:00","2018","07","01","15:00","31.7","","19.2","","47","","","M","23","","15","","","","","M","39","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 16:00","2018","07","01","16:00","31.4","","17.8","","45","","","M","23","","13","","","","","M","37","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 17:00","2018","07","01","17:00","31.0","","15.5","","39","","","M","19","","15","","","","","M","35","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 18:00","2018","07","01","18:00","30.6","","16.3","","42","","","M","20","","11","","","","","M","35","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 19:00","2018","07","01","19:00","29.6","","18.3","","51","","","M","22","","10","","","","","M","36","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 20:00","2018","07","01","20:00","27.3","","19.2","","62","","","M","17","","6","","","","","M","34","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 21:00","2018","07","01","21:00","25.4","","19.8","","71","","","M","17","","6","","","","","M","33","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 22:00","2018","07","01","22:00","24.5","","20.0","","76","","","M","18","","5","","","","","M","32","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-01 23:00","2018","07","01","23:00","24.7","","19.9","","75","","","M","19","","7","","","","","M","32","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 00:00","2018","07","02","00:00","23.9","","19.7","","77","","","M","18","","6","","","","","M","31","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 01:00","2018","07","02","01:00","23.4","","19.7","","80","","","M","18","","5","","","","","M","31","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 02:00","2018","07","02","02:00","23.3","","20.0","","82","","","M","18","","7","","","","","M","31","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 03:00","2018","07","02","03:00","23.1","","20.2","","84","","","M","18","","7","","","","","M","31","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 04:00","2018","07","02","04:00","23.0","","20.4","","85","","","M","20","","6","","","","","M","31","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 05:00","2018","07","02","05:00","23.5","","21.0","","86","","","M","21","","8","","","","","M","32","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 06:00","2018","07","02","06:00","24.3","","21.1","","82","","","M","22","","7","","","","","M","33","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 07:00","2018","07","02","07:00","24.7","","21.4","","82","","","M","23","","9","","","","","M","33","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 08:00","2018","07","02","08:00","26.3","","21.9","","77","","","M","24","","12","","","","","M","36","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 09:00","2018","07","02","09:00","27.2","","22.3","","74","","","M","23","","11","","","","","M","37","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 10:00","2018","07","02","10:00","28.3","","22.9","","73","","","M","25","","11","","","","","M","38","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 11:00","2018","07","02","11:00","29.3","","22.3","","66","","","M","25","","13","","","","","M","39","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 12:00","2018","07","02","12:00","29.4","","21.8","","64","","","M","25","","14","","","","","M","39","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 13:00","2018","07","02","13:00","30.5","","21.3","","58","","","M","25","","14","","","","","M","39","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 14:00","2018","07","02","14:00","30.0","","21.3","","60","","","M","27","","18","","","","","M","39","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 15:00","2018","07","02","15:00","29.7","","20.5","","58","","","M","27","","18","","","","","M","38","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 16:00","2018","07","02","16:00","29.3","","20.9","","60","","","M","30","","15","","","","","M","38","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 17:00","2018","07","02","17:00","28.8","","20.9","","62","","","M","30","","13","","","","","M","37","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 18:00","2018","07","02","18:00","27.3","","20.4","","66","","","M","30","","14","","","","","M","35","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2018-07-02 19:00","2018","07","02","19:00","26.0","","18.6","","64","","","M","30","","12","","","","","M","32","","","","NA"
