,wallSun_Text_K,wallShade_Text_K,roof_Text_K,sensWaste_w_footprint_m2,canTemp_K
2004-06-01 02:10:00,295.9277521748694,295.9277521748694,285.72559270120433,0.05982178163685904,289.94948749238677
2004-06-01 02:15:00,295.8692434126904,295.8692434126904,285.79491783317775,0.05982178163685904,289.90681682793115
2004-06-01 02:20:00,295.8140318795117,295.8140318795117,285.854039332269,0.05982178163685904,289.9513588564297
2004-06-01 02:25:00,295.76061017206894,295.76061017206894,285.90475539426194,0.05982178163685904,289.8936341595093
2004-06-01 02:30:00,295.7097445974888,295.7097445974888,285.9480154830308,0.05982178163685904,289.93239197087036
2004-06-01 02:35:00,295.6594464822074,295.6594464822074,285.9823661014802,0.05982178163685904,289.87346049069197
2004-06-01 02:40:00,295.6111240759626,295.6111240759626,286.00958004304687,0.05982178163685904,289.9156977620122
2004-06-01 02:45:00,295.5631731886485,295.5631731886485,286.03108754237786,0.05982178163685904,289.8569971366001
2004-06-01 02:50:00,295.5171280913652,295.5171280913652,286.0475856293713,0.05982178163685904,289.9014552775154
2004-06-01 02:55:00,295.4714398209551,295.4714398209551,286.0598723024582,0.05982178163685904,289.84233127317924
2004-06-01 03:00:00,295.42766358263356,295.4276635826335,286.06834200303433,0.05982178163685904,289.88854375512733
2004-06-01 03:05:00,295.38418621116716,295.3841862111671,286.07360031116804,0.05982178163685904,289.84096864794975
2004-06-01 03:10:00,295.34138887116535,295.34138887116524,286.0613519480677,0.05982178163685904,289.9141930619558
2004-06-01 03:15:00,295.2982956975259,295.2982956975258,286.0340199785779,0.05982178163685904,289.8821983656547
2004-06-01 03:20:00,295.2572776705327,295.2572776705327,285.9932074567141,0.05982178163685904,289.9574466354279
2004-06-01 03:25:00,295.21691628257093,295.216916282571,285.9387002813265,0.05982178163685904,289.9171204342764
2004-06-01 03:30:00,295.17834851668454,295.17834851668454,285.873411472054,0.05982178163685904,289.9885656736409
2004-06-01 03:35:00,295.1396233054837,295.1396233054837,285.7992248494924,0.05982178163685904,289.9479103620632
2004-06-01 03:40:00,295.1023417407838,295.10234174078374,285.71700150281964,0.05982178163685904,290.0221791885828
2004-06-01 03:45:00,295.06488438431813,295.064884384318,285.6276183447783,0.05982178163685904,289.9831389737358
2004-06-01 03:50:00,295.02895314938155,295.02895314938144,285.53158603709613,0.05982178163685904,290.06008808096993
2004-06-01 03:55:00,294.99301879562404,294.9930187956239,285.4295927760382,0.23928712654743617,290.02186259160214
2004-06-01 04:00:00,294.9586020158065,294.95860201580643,285.32202031936924,0.23928712654743617,290.1007443579016
2004-06-01 04:05:00,294.9240160159871,294.92401601598704,285.20781146909724,0.23928712654743617,290.008294919002
2004-06-01 04:10:00,294.893077045422,294.89307704542193,285.11805897874933,0.23928712654743617,289.9825927640556
2004-06-01 04:15:00,294.8610416622629,294.86104166226283,285.0563846758892,0.23928712654743617,289.8274895488282
2004-06-01 04:20:00,294.82686590944,294.8268659094399,285.0258371775492,0.23928712654743617,289.82264313981966
2004-06-01 04:25:00,294.78894464320666,294.78894464320655,285.0233153185162,0.23928712654743617,289.7228653210687
2004-06-01 04:30:00,294.7510308212481,294.751030821248,285.0463796864187,0.23928712654743617,289.75187272427695
2004-06-01 04:35:00,294.7130012359497,294.7130012359495,285.09586288756554,0.23928712654743617,289.65843901662106
2004-06-01 04:40:00,294.67696281241086,294.67696281241064,285.172319346074,0.23928712654743617,289.686652297081
2004-06-01 04:45:00,294.6408554657867,294.6408554657865,285.27558696509874,0.23928712654743617,289.59073629166517
2004-06-01 04:50:00,294.6061109696987,294.60611096969853,285.403527411579,0.23928712654743617,289.62055553666016
2004-06-01 04:55:00,294.5709445685745,294.57094456857436,285.55899014339593,1.6151881041951939,289.52626165147296
2004-06-01 05:00:00,294.53703283352695,294.5370328335268,285.7343190989633,1.6151881041951939,289.56438126256785
2004-06-01 05:05:00,294.50286157189163,294.50286157189146,285.92140061669096,1.6151881041951939,289.456937210524
2004-06-01 05:10:00,294.47331573807503,294.47331573807486,286.1497552722896,1.6151881041951939,289.4676086669505
2004-06-01 05:15:00,294.4455705863136,294.44557058631347,286.39974486513324,1.6151881041951939,289.3531828808096
2004-06-01 05:20:00,294.41961871001956,294.41961871001945,286.6510932469956,1.6151881041951939,289.37552306654464
2004-06-01 05:25:00,294.3935106733182,294.39351067331813,286.89895583326415,1.6151881041951939,289.2758670248742
2004-06-01 05:30:00,294.36922416105295,294.36922416105284,287.118989232531,1.6151881041951939,289.35309112784705
2004-06-01 05:35:00,294.33327154433124,294.3332715443311,287.3550986860356,1.6151881041951939,288.96500288769823
2004-06-01 05:40:00,294.31019997585224,294.31019997585213,287.4527338195638,1.6151881041951939,289.0714234256949
2004-06-01 05:45:00,294.2630559593717,294.26305595937157,287.4806004897156,1.6151881041951939,288.7702397081371
2004-06-01 05:50:00,294.23207623962224,294.23207623962213,287.5718616535303,1.6151881041951939,288.94924270398354
2004-06-01 05:55:00,294.1863823123409,294.18638231234087,287.59170259283644,5.623247473864749,288.7005013015741
2004-06-01 06:00:00,294.15998360756475,294.15998360756475,287.64358211602394,5.623247473864749,288.9967149179286
2004-06-01 06:05:00,294.12278642839385,294.12278642839385,287.7205446924292,5.623247473864749,288.7017306662545
2004-06-01 06:10:00,294.11454734226527,294.1131113386523,288.24185040413977,5.623247473864749,288.91717161021995
2004-06-01 06:15:00,294.09599157579436,294.0921476622266,288.56691388546216,5.623247473864749,288.6941420063655
2004-06-01 06:20:00,294.09764619996525,294.09073288686386,288.8488921430459,5.623247473864749,289.04279216295794
2004-06-01 06:25:00,294.0921229593722,294.08170996858155,289.0638888270544,5.623247473864749,288.80435229491496
2004-06-01 06:30:00,294.1111680641125,294.0969504458291,289.3077437275665,5.623247473864749,289.1159945750565
2004-06-01 06:35:00,294.1199101329214,294.1018687407846,289.4917346485943,5.623247473864749,288.8629683443396
2004-06-01 06:40:00,294.14709989241607,294.1253343966777,289.7193949649578,5.623247473864749,289.18661847194
2004-06-01 06:45:00,294.1626972585458,294.1374262863114,289.89448168105343,5.623247473864749,288.90287512448225
2004-06-01 06:50:00,294.195072482614,294.1664800748525,290.12071371573234,5.623247473864749,289.23687680432505
2004-06-01 06:55:00,294.21506856118566,294.1834507680343,290.2948945286139,5.982178163685904,288.93758096200344
2004-06-01 07:00:00,294.25038996304477,294.21597430655777,290.5258490768413,5.982178163685904,289.2730365104217
2004-06-01 07:05:00,294.27358435122164,294.2367088816859,290.7032328808949,5.982178163685904,288.96765467853
2004-06-01 07:10:00,294.314786700442,294.27272390061574,290.9749130069937,5.982178163685904,289.3620466054926
2004-06-01 07:15:00,294.3464112368024,294.29775472464866,291.1935608242073,5.982178163685904,289.0987969372191
2004-06-01 07:20:00,294.39598153836744,294.3400473819732,291.47790820031156,5.982178163685904,289.5245346938197
2004-06-01 07:25:00,294.437372427972,294.3741821512909,291.69775518740454,5.982178163685904,289.23979938237574
2004-06-01 07:30:00,294.4944959085127,294.4243475422017,291.9727351970182,5.982178163685904,289.67847830188276
2004-06-01 07:35:00,294.5414573187146,294.4650763504549,292.17765602945116,5.982178163685904,289.3775045572611
2004-06-01 07:40:00,294.6024949083316,294.52066776280486,292.44254358327413,7.200351198994052,289.82869548629054
2004-06-01 07:45:00,294.6526419792229,294.5664516533693,292.6376111522002,5.982178163685904,289.51098982322696
2004-06-01 07:50:00,294.7152574464927,294.62574700509185,292.8974012531056,9.970026063046372,289.9670447927656
2004-06-01 07:55:00,294.76666347776927,294.67510254269854,293.08903109935306,5.742891037138467,289.6482784804313
2004-06-01 08:00:00,294.82981461622506,294.737389311798,293.34374859771196,5.742891037138467,290.1058272419434
2004-06-01 08:05:00,294.8812239387978,294.7902263532432,293.5399546173673,5.742891037138467,289.7850341666121
2004-06-01 08:10:00,294.9428663767391,294.85678702643605,293.76180623375967,5.742891037138467,290.31511587632633
2004-06-01 08:15:00,294.99348615709744,294.91477197164426,293.9323991200245,5.742891037138467,290.0029914791766
2004-06-01 08:20:00,295.05800377027646,294.98818987633183,294.19800152462864,5.742891037138467,290.55520671505036
2004-06-01 08:25:00,295.1134326184598,295.0535826237086,294.39501585922176,5.742891037138467,290.23399406414967
2004-06-01 08:30:00,295.18589508130947,295.1332837672111,294.6679797886638,9.65057459204543,290.80006022024355
2004-06-01 08:35:00,295.25548666742435,295.2052084120994,294.8650518959244,6.708013363304861,290.48463842362014
2004-06-01 08:40:00,295.34206975098806,295.2907792962212,295.13943726801205,13.758961322596106,291.0392168369027
2004-06-01 08:45:00,295.4225515912771,295.36805386599974,295.3498706364496,10.962278926675062,290.73513604011504
2004-06-01 08:50:00,295.51679934638213,295.4576208427955,295.6169881182076,18.013932188928443,291.2930419937576
2004-06-01 08:55:00,295.6046515018321,295.5398930231888,295.8374563054737,11.202154397071954,290.99290223256804
2004-06-01 09:00:00,295.70425768716365,295.6337408980602,296.1089499715163,17.94786895976684,291.5284560803477
2004-06-01 09:05:00,295.7962550692136,295.7202638402265,296.33158990654573,15.097798576210987,291.23896130780014
2004-06-01 09:10:00,295.89549800563583,295.81171750098076,296.5741517893316,22.30797019256323,291.82810828009605
2004-06-01 09:15:00,295.985960201151,295.8923988091983,296.7476963492139,19.83534078436865,291.5708853490699
2004-06-01 09:20:00,296.08795099872964,295.9827389844375,296.97136122096924,26.93158820531741,292.1493243975041
2004-06-01 09:25:00,296.1837355074659,296.065197853317,297.1337925840081,24.388924340068172,291.8851219811906
2004-06-01 09:30:00,296.29007930728767,296.1565589906953,297.32839793782455,31.183144657071995,292.4362928834585
2004-06-01 09:35:00,296.3894249628813,296.23940593165656,297.46610454177653,28.707351840541133,292.17699982851775
2004-06-01 09:40:00,296.49861139036256,296.33053620192464,297.6446001378508,35.32768616482739,292.7120743244931
2004-06-01 09:45:00,296.60188494067353,296.414321424396,297.77355796007,32.8968712711257,292.455744534909
2004-06-01 09:50:00,296.7140011372555,296.5054450186844,297.946194793501,39.29213137014782,292.9701932926363
2004-06-01 09:55:00,296.8203670703249,296.5894441252782,298.06938484505474,37.19645166617113,292.720834282559
2004-06-01 10:00:00,296.93464423694894,296.679877073396,298.2380902493923,43.427895478609415,293.21988223035
2004-06-01 10:05:00,297.04382095653943,296.7638761663111,298.35890096453437,40.768279865074575,292.95227713603805
2004-06-01 10:10:00,297.1566933500115,296.853541634582,298.48697728537064,45.55117777603594,293.33526150236685
2004-06-01 10:15:00,297.26062160624207,296.9356515797543,298.6230945082741,42.46767736925189,293.03087103071
2004-06-01 10:20:00,297.36450707793534,297.0185748219429,298.7743275608623,47.29054783952275,293.4175883297684
2004-06-01 10:25:00,297.45981109749783,297.09353718640455,298.9131086351347,44.42985274889752,293.1328353488413
2004-06-01 10:30:00,297.5570167488269,297.17073599127264,299.11943168959164,49.36573551768948,293.52954607659984
2004-06-01 10:35:00,297.64828958002397,297.2422763000871,299.300386812081,46.604908344177424,293.2535222994169
2004-06-01 10:40:00,297.74334553400416,297.31769517496497,299.5268880804036,51.46650835789809,293.64368837764397
2004-06-01 10:45:00,297.8333443923185,297.38817394827214,299.7196279309255,48.76655759034013,293.3728872320506
2004-06-01 10:50:00,297.92742301573634,297.4627098204952,299.95234392433883,53.54520736694927,293.7556111917259
2004-06-01 10:55:00,298.01698903304265,297.5327734751165,300.1528518789159,50.31195108680504,293.48475877854827
2004-06-01 11:00:00,298.1101173417047,297.6063147903844,300.38973637786194,54.93588466694339,293.8536556065349
2004-06-01 11:05:00,298.19899918802844,297.67561322572885,300.59426629387633,52.42786377956785,293.61118614132715
2004-06-01 11:10:00,298.28802420347574,297.745379795595,300.7927415476443,57.465905174485215,294.0282319821758
2004-06-01 11:15:00,298.3712588903291,297.8097462582161,300.9393246112082,55.30714219864521,293.81629003547965
2004-06-01 11:20:00,298.45777593679446,297.8775151849539,301.12515124671023,60.12150059271118,294.21381445461805
2004-06-01 11:25:00,298.54027313560186,297.94153937513687,301.26690417062827,58.00566448843698,294.0056646983326
2004-06-01 11:30:00,298.62542576176236,298.00825065417905,301.42507508167563,62.53642242669554,294.3784328680157
2004-06-01 11:35:00,298.7067617980674,298.0713558398438,301.5436928417182,60.55371846467814,294.1819769581289
2004-06-01 11:40:00,298.79044050062987,298.1367789765369,301.6874874373634,64.86742205902759,294.53584947432444
2004-06-01 11:45:00,298.8709505468554,298.19920547394565,301.7994195971884,62.99510140373481,294.3491676093259
2004-06-01 11:50:00,298.95267578254453,298.26278821320517,301.9376624088225,67.08210023930717,294.6845514280813
2004-06-01 11:55:00,299.0313075802269,298.3238377700494,302.04717209009567,64.43249233804657,294.5073311751474
2004-06-01 12:00:00,299.10931260792665,298.38552524668194,302.18230244005025,68.25385837429432,294.8223283752863
2004-06-01 12:05:00,299.18420851563127,298.44522147623735,302.2893494330745,66.42658481521549,294.65527332905066
2004-06-01 12:10:00,299.2557959879168,298.5022472550685,302.3842448288414,69.91890858687445,294.953182414584
2004-06-01 12:15:00,299.32264386612513,298.5552175540995,302.45113631286347,68.1622040369083,294.7924191303351
2004-06-01 12:20:00,299.38746819261803,298.60649447305195,302.5383536254144,71.52984406690847,295.0795868753523
2004-06-01 12:25:00,299.4488708583798,298.6548138790745,302.6005742436037,69.88901381217771,294.929094318231
2004-06-01 12:30:00,299.5090748117186,298.70210578748186,302.6870997857853,73.09167996895535,295.2019867514479
2004-06-01 12:35:00,299.5667440069068,298.74721274146304,302.7492166879268,71.54332666119811,295.05970054919504
2004-06-01 12:40:00,299.6234720630086,298.7914646189736,302.8333161822901,74.63515483064305,295.32302772364534
2004-06-01 12:45:00,299.6787300157427,298.83452620936765,302.8949923780491,73.19696707157725,295.19047474379187
2004-06-01 12:50:00,299.7331883746174,298.8768200153669,302.9789759223564,76.14157278098126,295.4410421040381
2004-06-01 12:55:00,299.7860297706095,298.91773174293434,303.0410522506921,73.36219245764954,295.31744314422724
2004-06-01 13:00:00,299.83797256252257,298.95773846149393,303.12473215216744,76.09904938761618,295.55007572205426
2004-06-01 13:05:00,299.888807427674,298.99683953811603,303.1870185178089,74.46224259535839,295.41270374602664
2004-06-01 13:10:00,299.9368160444974,299.0332907661132,303.24831680625226,78.08439111829725,295.7350246792544
2004-06-01 13:15:00,299.9808837494207,299.0663600243205,303.1760745215526,78.10820506890974,295.7429701027753
2004-06-01 13:20:00,300.0281856165935,299.1025769786706,303.1417512226306,81.8850722960863,296.07914519343126
2004-06-01 13:25:00,300.0794340195408,299.14316601606987,303.0614658574584,81.52774621268395,296.05416903864733
2004-06-01 13:30:00,300.1332845280132,299.186288733288,302.9608972280797,84.37693859289396,296.3097041124744
2004-06-01 13:35:00,300.18769196005013,299.2303859877779,302.80753971521796,83.46310038737029,296.23659674048446
2004-06-01 13:40:00,300.2391616881049,299.2714212296063,302.65473433698395,85.5774222873502,296.42848463728336
2004-06-01 13:45:00,300.28862948286553,299.3108472129955,302.46948687570995,84.29151599192575,296.3234630031367
2004-06-01 13:50:00,300.33367117358245,299.34566238123114,302.29795948467284,86.01581871151845,296.48188723904514
2004-06-01 13:55:00,300.37594295988373,299.3780776234721,302.10639343672057,83.72911154408527,296.35293340232937
2004-06-01 14:00:00,300.4138079655252,299.4058471912657,301.93699705031855,85.26153364028876,296.4952220079951
2004-06-01 14:05:00,300.4489820554929,299.43127873988345,301.7501036172933,85.78261863183518,296.27199038699763
2004-06-01 14:10:00,300.5932157999615,299.453188110096,302.02425072199634,91.02916702852492,296.4571263791639
2004-06-01 14:15:00,300.81672688607324,299.4714470585084,302.06529530756774,92.18019846094838,296.27915860858826
2004-06-01 14:20:00,301.1072030281847,299.49228922265377,302.25615736189695,97.27759075598267,296.4410786002625
2004-06-01 14:25:00,301.4477630641119,299.5134920963356,302.3097694544037,98.364819903334,296.24709737171577
2004-06-01 14:30:00,301.83272134804037,299.537145655757,302.42918647817555,103.46546771913478,296.39858092243776
2004-06-01 14:35:00,302.2504222517764,299.55991253647954,302.4633166837454,104.56558142953763,296.2038254222901
2004-06-01 14:40:00,302.69808107453406,299.5849621007101,302.5766595307504,109.65421138877609,296.36930304901966
2004-06-01 14:45:00,303.1609320530787,299.6093596633168,302.59915941571967,110.66430342677369,296.1781344955524
2004-06-01 14:50:00,303.64452783396104,299.63761392832146,302.71841725550786,115.86813910709772,296.3535848231611
2004-06-01 14:55:00,304.1389808343693,299.6651484849601,302.72002886764653,121.35541676402008,296.1570210443604
2004-06-01 15:00:00,304.65153140368346,299.6964861773605,302.8512604934647,126.85698897658898,296.3577060196288
2004-06-01 15:05:00,305.17144956270005,299.72661980411294,302.8232446426213,125.34908847866086,296.1959917646502
2004-06-01 15:10:00,305.61114632007275,299.75544163832586,302.596898764768,126.15249033452712,296.23661114314865
2004-06-01 15:15:00,305.9891803942784,299.77929867455856,302.8410764184483,125.68146450216373,296.1658310242423
2004-06-01 15:20:00,306.3196309615423,299.79360586322406,302.73823888646007,128.10874370675208,296.34840566923884
2004-06-01 15:25:00,306.6241906917077,299.8097507907425,303.0972019001686,128.62878891042118,296.3640732467898
2004-06-01 15:30:00,306.90815714913924,299.82505037625657,303.1956350083721,131.272719301423,296.56515180297197
2004-06-01 15:35:00,307.18339544005187,299.8460396456921,303.5228754209195,131.60224960378721,296.5636076760519
2004-06-01 15:40:00,307.4464204158186,299.8661974872375,303.65797745004824,134.12697261663575,296.75371754219117
2004-06-01 15:45:00,307.70420220670496,299.88931789166264,303.9364552444653,134.53677246558132,296.7586681989166
2004-06-01 15:50:00,307.95278803557767,299.91026932671065,304.13184639108874,137.17746134019117,296.95839619382997
2004-06-01 15:55:00,308.1990013317861,299.93384036152145,304.397714885414,151.4664828200589,296.975298498303
2004-06-01 16:00:00,308.438829120279,299.9556594199336,304.6383406541415,154.66157220876414,297.220826872107
2004-06-01 16:05:00,308.6781751773488,299.9803410262911,304.89975223791214,153.58198859744996,297.23024955132456
2004-06-01 16:10:00,308.8559357547246,300.0082657074637,305.05208356727843,154.11302324947806,297.3802838339613
2004-06-01 16:15:00,308.9887468388843,300.0390528055941,305.04650732118563,152.3113177577365,297.32636185004964
2004-06-01 16:20:00,309.0821865806279,300.0652756255423,305.04384531630905,152.1512025667477,297.41607237837667
2004-06-01 16:25:00,309.14605073701506,300.0898145039524,304.9653580821334,149.97146927926198,297.3293710878786
2004-06-01 16:30:00,309.1820047303622,300.1068612494921,304.9089231575555,149.5997089395242,297.4009275306799
2004-06-01 16:35:00,309.1973931696034,300.12147252784257,304.8118347478237,147.2477310727385,297.29955504562446
2004-06-01 16:40:00,309.19281069627357,300.1292460083898,304.7386627397686,146.80439884633444,297.36525138916835
2004-06-01 16:45:00,309.17325422901393,300.1351470973261,304.6337447162156,144.291698258327,297.2502240224959
2004-06-01 16:50:00,309.1386448808677,300.13522572341844,304.54886247524394,143.79796787448322,297.3119103151524
2004-06-01 16:55:00,309.0924524689243,300.13401560050147,304.43578482391183,158.4967035603407,297.18198846414185
2004-06-01 17:00:00,309.0338885773722,300.12734670535565,304.3405714815484,158.6381054218545,297.2974681024853
2004-06-01 17:05:00,308.9656315179217,300.11936590282,304.21866045221464,109.22380176874505,297.26126075164785
2004-06-01 17:10:00,307.2988689593118,299.9649863959665,297.2553608315955,88.15448129849142,295.43062399865073
2004-06-01 17:15:00,306.07895427078853,299.82638111230256,297.35097069773974,83.14037043713536,295.0086458385016
2004-06-01 17:20:00,305.06204425004427,299.60315931181185,295.5923928812122,80.17469423208836,294.7667246021325
2004-06-01 17:25:00,304.26503983781566,299.39500000922015,295.34365791664334,75.56323214979868,294.38208550581555
2004-06-01 17:30:00,303.6186334293352,299.20198463084176,295.0857316150459,73.60695357731298,294.22964407898974
2004-06-01 17:35:00,303.08785917940924,299.0263047127576,294.8975535096651,69.62550259061099,293.90012555250115
2004-06-01 17:40:00,302.63825655357954,298.86416865444,294.7476984727967,68.3435071639796,293.8065547591601
2004-06-01 17:45:00,302.2531205444783,298.7152562121465,294.6190504518644,64.36322418613486,293.47693326221815
2004-06-01 17:50:00,301.91470269710305,298.5769528158906,294.5141724410929,63.18276216005393,293.3919645049279
2004-06-01 17:55:00,301.61268594677256,298.44622676022715,294.40414102768705,71.8302279524363,293.0477547369397
2004-06-01 18:00:00,301.3383804813949,298.3221915861744,294.3113860477962,70.99517298513027,292.99124041011436
2004-06-01 18:05:00,301.0856557052103,298.20187010080537,294.2109822759572,67.06358458994374,292.6875350926019
2004-06-01 18:10:00,300.8471657565012,298.0823040673063,294.0880942386099,66.68069009522692,292.69397741832023
2004-06-01 18:15:00,300.6191283918358,297.9617376992167,293.94943575717787,63.10771809453123,292.42141646009634
2004-06-01 18:20:00,300.40428865921183,297.84489865951224,293.83704105613657,62.63775044381363,292.42006419560795
2004-06-01 18:25:00,300.1980340905972,297.72860187784636,293.7125144563542,59.17388456700088,292.1568712603006
2004-06-01 18:30:00,300.00106921534405,297.6145678122402,293.59733538315055,59.631655618706134,292.2364437941232
2004-06-01 18:35:00,299.8101301573829,297.50049365550905,293.4656734593116,58.30589425942032,292.1600103067059
2004-06-01 18:40:00,299.63151283014525,297.392841553486,293.3530453247333,59.876012732976434,292.33664813309497
2004-06-01 18:45:00,299.4672437394696,297.2945125428365,293.23442784325516,58.377271978754806,292.2449282356342
2004-06-01 18:50:00,299.3154632094735,297.20432412323237,293.1186897867954,59.69972506115319,292.39973367981213
2004-06-01 18:55:00,299.17238505195206,297.118963295597,292.98626227433544,60.92417905964164,292.29960405872583
2004-06-01 19:00:00,299.0371840451172,297.0380039656964,292.8510436586721,62.38528286128027,292.46571134897965
2004-06-01 19:05:00,298.90800375822295,296.9598027906083,292.70105653775096,61.093822272856904,292.3722011709494
2004-06-01 19:10:00,298.78702046293296,296.88688340791157,292.56297180860525,62.73679872625054,292.53510439972587
2004-06-01 19:15:00,298.668883102722,296.8147299589932,292.4019651007441,61.13938893003866,292.41482499443384
2004-06-01 19:20:00,298.55552253696527,296.74502543640847,292.2309303178443,62.410588673772715,292.5452368736483
2004-06-01 19:25:00,298.442888306814,296.6742263301835,292.0420920966628,60.66230850775861,292.41183554951493
2004-06-01 19:30:00,298.33276592362,296.6039440777339,291.8504354294401,61.66532742276159,292.51891337252084
2004-06-01 19:35:00,298.22313174158586,296.5324552017838,291.64947945716324,59.44525523076684,292.3444562833835
2004-06-01 19:40:00,298.1237051013382,296.46690138855234,291.4556099624264,61.76164940170785,292.56642996078915
2004-06-01 19:45:00,298.0186460196504,296.39585842524536,291.2378130723016,59.9938020975539,292.43165959139475
2004-06-01 19:50:00,297.9252052570627,296.3332882956463,291.00433869372995,61.790004658890645,292.60840174904234
2004-06-01 19:55:00,297.829017419933,296.26802313378516,290.75339691738975,58.28588035498392,292.4415563810015
2004-06-01 20:00:00,297.73871931000775,296.20640773616486,290.4908148581537,59.38135818364631,292.5575044065586
2004-06-01 20:05:00,297.64315538501586,296.13933548583776,290.22091887809086,57.17924869629176,292.3693597727613
2004-06-01 20:10:00,297.5544135996051,296.0772699355777,290.00826478560924,58.09841264426051,292.4540235293409
2004-06-01 20:15:00,297.46659976948314,296.0152615541522,289.8230395567555,56.34781459647823,292.30558227899115
2004-06-01 20:20:00,297.38387468559347,295.9567413012495,289.6458153685315,57.65122852189695,292.4239469699086
2004-06-01 20:25:00,297.30395645353866,295.90001395471836,289.4638837731354,65.19171068778634,293.0870861407885
2004-06-01 20:30:00,297.2299565416951,295.8478683444196,289.2718352345339,74.30532161241167,293.8876362402668
2004-06-01 20:35:00,297.20241428687456,295.83910328972075,289.12468672689926,75.77282194125469,294.0204362991863
2004-06-01 20:40:00,297.2037168193262,295.8594755935183,289.08263404292944,77.47769025033277,294.17388922869594
2004-06-01 20:45:00,297.20715193563655,295.8812125147568,289.1145985551838,76.22979949932127,294.0692912217527
2004-06-01 20:50:00,297.20138882982326,295.893788807073,289.1641408073178,77.26774707158135,294.16405536920973
2004-06-01 20:55:00,297.1864260889643,295.8962607699652,289.1864524517276,65.09939599920806,294.1176829596428
2004-06-01 21:00:00,297.1650665903999,295.89197324520995,289.17032841148676,66.3924477509396,294.2365062378538
2004-06-01 21:05:00,297.1413364547941,295.8844589629559,289.11094484098027,65.3512502331061,294.15047116478866
2004-06-01 21:10:00,297.1196956425678,295.87856143052056,289.05456350707465,65.39599100614558,294.15918941696276
2004-06-01 21:15:00,297.09763560125936,295.8718991774012,289.0374115613544,62.207740516655235,293.88551920617834
2004-06-01 21:20:00,297.0736341458495,295.86288462545,289.0775500291293,60.621405206328696,293.75159027185293
2004-06-01 21:25:00,297.0405389364323,295.8445365207476,289.1842692060598,57.10748311909987,293.4491373955443
2004-06-01 21:30:00,297.0007708001898,295.8190984231641,289.32595077562894,56.26744415039837,293.3798880935937
2004-06-01 21:35:00,296.9535472237174,295.78591115000745,289.4810665523334,53.23665088303293,293.1190669120016
2004-06-01 21:40:00,296.90552558748533,295.75149557719544,289.6393397835194,52.70662895813284,293.07629254882676
2004-06-01 21:45:00,296.85357217230717,295.71288619922916,289.79098299187797,49.57896721641976,292.8064485255128
