,wsp_mps,wdir_deg
2004-06-01 00:00:00,0.053106053737370956,-137.71128661451448
2004-06-01 00:05:00,0.17961861783697958,-110.90567747714007
2004-06-01 00:10:00,0.09243551628746305,-90.96775276793389
2004-06-01 00:15:00,0.10790387185346666,-64.29181859975044
2004-06-01 00:20:00,0.08101652150547878,-38.77371712634687
2004-06-01 00:25:00,0.09414650432735602,-15.205558389401105
2004-06-01 00:30:00,0.08233008070583411,7.190189840680922
2004-06-01 00:35:00,0.08638120737566046,-6.227331016149456
2004-06-01 00:40:00,0.07798425066527785,-127.16112085385636
2004-06-01 00:45:00,0.07678664803033065,-103.34345644384447
2004-06-01 00:50:00,0.07097928648576951,-79.05308634030122
2004-06-01 00:55:00,0.06826246488450359,-54.248855318604704
2004-06-01 01:00:00,0.06418699720883798,-29.269969377129186
2004-06-01 01:05:00,0.07362786681853231,-17.023278783466978
2004-06-01 01:10:00,0.07506903956483034,-10.420577815939374
2004-06-01 01:15:00,0.08122355346170768,-7.065820078715525
2004-06-01 01:20:00,0.08144806024473333,-5.502692312581097
2004-06-01 01:25:00,0.08362231685819871,-5.11448536170473
2004-06-01 01:30:00,0.08373587718811286,-5.5362567759208545
2004-06-01 01:35:00,0.08466406072468441,-6.517564086214904
2004-06-01 01:40:00,0.08492414182749446,-7.892876007861453
2004-06-01 01:45:00,0.08516491773521677,-9.5564828286795
2004-06-01 01:50:00,0.08542468992019095,-11.427139510462709
2004-06-01 01:55:00,0.0853021310356922,-13.460182515188379
2004-06-01 02:00:00,0.08557814523840881,-15.604538733961064
2004-06-01 02:05:00,0.08529418413487858,-17.84403508741336
2004-06-01 02:10:00,0.08510625661926835,-20.152896406238145
2004-06-01 02:15:00,0.08469105795820493,-22.517186374473532
2004-06-01 02:20:00,0.0850929439753237,-24.896536261659527
2004-06-01 02:25:00,0.0848669533795449,-27.304214467877223
2004-06-01 02:30:00,0.08529704604769298,-29.720458674955868
2004-06-01 02:35:00,0.08491182973924419,-32.165318385430794
2004-06-01 02:40:00,0.08530519854801728,-34.61291926266902
2004-06-01 02:45:00,0.08486388721580501,-37.0826708973311
2004-06-01 02:50:00,0.08528000332901119,-39.54797326883723
2004-06-01 02:55:00,0.08481830553405821,-42.03136918831183
2004-06-01 03:00:00,0.08525712138399158,-44.5063272370488
2004-06-01 03:05:00,0.08486195594772342,-46.28414760748611
2004-06-01 03:10:00,0.08498826738794825,-47.797914541539804
2004-06-01 03:15:00,0.08446738739950514,-49.145645975902674
2004-06-01 03:20:00,0.08498168607216357,-50.34941116581447
2004-06-01 03:25:00,0.08460652285735441,-51.46254781683122
2004-06-01 03:30:00,0.08516540509737798,-52.49617188870967
2004-06-01 03:35:00,0.08467033094828127,-53.4850201343516
2004-06-01 03:40:00,0.08519789053819751,-54.42814806626523
2004-06-01 03:45:00,0.08464419296604969,-55.34893622143353
2004-06-01 03:50:00,0.08518440436621937,-56.241349043012875
2004-06-01 03:55:00,0.08460525839405841,-57.1237406115372
2004-06-01 04:00:00,0.08516343470126145,-57.98745959406147
2004-06-01 04:05:00,0.08700875553177337,-59.280236858141016
2004-06-01 04:10:00,0.09086254601221255,-60.70377329171952
2004-06-01 04:15:00,0.09351116370953605,-62.23029945404508
2004-06-01 04:20:00,0.09619711622192464,-63.83834831548723
2004-06-01 04:25:00,0.09800140849488324,-65.51245126962404
2004-06-01 04:30:00,0.10121160308172757,-67.20387888214889
2004-06-01 04:35:00,0.10354310734215125,-68.91041311716346
2004-06-01 04:40:00,0.10730908581708724,-70.60903690331558
2004-06-01 04:45:00,0.10971295983042322,-72.31663961875722
2004-06-01 04:50:00,0.11366070468240516,-74.01482475744467
2004-06-01 04:55:00,0.11595046496692786,-75.72272546621146
2004-06-01 05:00:00,0.12001604874199229,-77.42076335232909
2004-06-01 05:05:00,0.12218238591336066,-79.12886991397568
2004-06-01 05:10:00,0.12701628661119893,-80.82049651970398
2004-06-01 05:15:00,0.12889257422861802,-82.52782288958358
2004-06-01 05:20:00,0.13312480467979593,-84.23121952776283
2004-06-01 05:25:00,0.21297204705066233,-86.84208265183958
2004-06-01 05:30:00,0.16461733863778635,-88.67346708077119
2004-06-01 05:35:00,0.25086427995319327,-90.1573104035745
2004-06-01 05:40:00,0.1893496226779729,-91.85272532853043
2004-06-01 05:45:00,0.26105210734802076,-93.42754541305754
2004-06-01 05:50:00,0.20224910483491126,-95.18684294938129
2004-06-01 05:55:00,0.26384682348722144,-96.83355607105469
2004-06-01 06:00:00,0.20485365126859886,-98.63444074732621
2004-06-01 06:05:00,0.2654189550778184,-99.14936872868216
2004-06-01 06:10:00,0.20656893448539623,-99.50419049844064
2004-06-01 06:15:00,0.2533659184856776,-99.68772562139218
2004-06-01 06:20:00,0.191130934504776,-99.82477537262908
2004-06-01 06:25:00,0.24355653811637934,-99.88684263608107
2004-06-01 06:30:00,0.18554428924850522,-99.93297237356572
2004-06-01 06:35:00,0.23309929888543213,-99.95549513495357
2004-06-01 06:40:00,0.18015459548499355,-99.972926967814
2004-06-01 06:45:00,0.2236502788779397,-99.98158828969486
2004-06-01 06:50:00,0.17500560790742462,-99.98853099488383
2004-06-01 06:55:00,0.21385954644721916,-99.99209762430009
2004-06-01 07:00:00,0.1704715911778497,-99.9949658805318
2004-06-01 07:05:00,0.20918100483827365,-100.98716990045088
2004-06-01 07:10:00,0.16881135299269998,-102.28436523684616
2004-06-01 07:15:00,0.20320436412208612,-103.67378437000173
2004-06-01 07:20:00,0.1694154518518446,-105.22897028443991
2004-06-01 07:25:00,0.20031018841177295,-106.75293447511858
2004-06-01 07:30:00,0.17099692616431117,-108.39488416755898
2004-06-01 07:35:00,0.1982335880992609,-109.97354246519993
2004-06-01 07:40:00,0.17278301216856445,-111.64549432537487
2004-06-01 07:45:00,0.19684340766820316,-113.24800192186785
2004-06-01 07:50:00,0.17471909267728739,-114.92912642841881
2004-06-01 07:55:00,0.1954291324594391,-116.54866092709736
2004-06-01 08:00:00,0.17654080795953886,-118.23263428270941
2004-06-01 08:05:00,0.19481732905054958,-117.76355920992134
2004-06-01 08:10:00,0.17729768084629924,-116.87477264378948
2004-06-01 08:15:00,0.19331571084350016,-115.73328565487462
2004-06-01 08:20:00,0.17810628186078972,-114.4039396944735
2004-06-01 08:25:00,0.19201887732028322,-112.98965131707902
2004-06-01 08:30:00,0.17883512998064915,-111.46875114183223
2004-06-01 08:35:00,0.19099587284532396,-109.93024993423644
2004-06-01 08:40:00,0.17973768029563533,-108.32681398012521
2004-06-01 08:45:00,0.19022431448368254,-106.72984627105043
2004-06-01 08:50:00,0.1803250187671887,-105.0875400854572
2004-06-01 08:55:00,0.18972658856729374,-103.46284789709188
2004-06-01 09:00:00,0.18104104310332048,-101.80473589201304
2004-06-01 09:05:00,0.19373648159188955,-101.74803127410618
2004-06-01 09:10:00,0.18561443980421719,-102.00739424153286
2004-06-01 09:15:00,0.198796948156117,-102.4614535046475
2004-06-01 09:20:00,0.19263409993949984,-103.0480326654482
2004-06-01 09:25:00,0.20584253950949888,-103.71130684249732
2004-06-01 09:30:00,0.20036975373032023,-104.44057465866217
2004-06-01 09:35:00,0.2131689780784035,-105.19772371852883
2004-06-01 09:40:00,0.2081826378308324,-105.99093477535244
2004-06-01 09:45:00,0.2208414375086889,-106.79042190489461
2004-06-01 09:50:00,0.2161478823876372,-107.61220241472472
2004-06-01 09:55:00,0.22852731160346793,-108.43172995852422
2004-06-01 10:00:00,0.22411161736423663,-109.26669468485775
2004-06-01 10:05:00,0.22745665185933792,-109.50248709971115
2004-06-01 10:10:00,0.22267849215144928,-109.64856694266305
2004-06-01 10:15:00,0.223105448240333,-109.75217504605732
2004-06-01 10:20:00,0.21650376952747669,-109.82371575751563
2004-06-01 10:25:00,0.21608133282865166,-109.87526641936657
2004-06-01 10:30:00,0.20940851513709471,-109.9108156558253
2004-06-01 10:35:00,0.20909094208753085,-109.93640276642807
2004-06-01 10:40:00,0.20238232792757674,-109.95420035522727
2004-06-01 10:45:00,0.2020349718535713,-109.96710391337939
2004-06-01 10:50:00,0.19531980861832968,-109.97615294973016
2004-06-01 10:55:00,0.1950959647174739,-109.98274169453323
2004-06-01 11:00:00,0.1883584141740565,-109.98740195403374
2004-06-01 11:05:00,0.19207156077512882,-111.0544592133165
2004-06-01 11:10:00,0.18573692203640618,-112.34125952262818
2004-06-01 11:15:00,0.1904204759895091,-113.73088325991678
2004-06-01 11:20:00,0.1851505197699078,-115.2167045765063
2004-06-01 11:25:00,0.19009145995036728,-116.74283208780403
2004-06-01 11:30:00,0.18515520186934628,-118.3239315648318
2004-06-01 11:35:00,0.1900308378093091,-119.91813373558337
2004-06-01 11:40:00,0.1853445160878513,-121.54619448095491
2004-06-01 11:45:00,0.19008056734541864,-123.1744507099019
2004-06-01 11:50:00,0.18562416844043814,-124.82563524590881
2004-06-01 11:55:00,0.19032383691459043,-126.47011738895625
2004-06-01 12:00:00,0.18603027767155317,-128.13230967510782
2004-06-01 12:05:00,0.19058168210963408,-129.2507430059245
2004-06-01 12:10:00,0.18638374760632387,-130.27591208954323
2004-06-01 12:15:00,0.19066499624171554,-131.23972199086907
2004-06-01 12:20:00,0.18652273332929442,-132.17006709062446
2004-06-01 12:25:00,0.1907125014145123,-133.06704597858658
2004-06-01 12:30:00,0.18680908274279998,-133.94959675257996
2004-06-01 12:35:00,0.19083005766405894,-134.81317995105314
2004-06-01 12:40:00,0.1870511693664088,-135.67252584383226
2004-06-01 12:45:00,0.19095129041885697,-136.51986841498626
2004-06-01 12:50:00,0.18726588561135285,-137.3678690772397
2004-06-01 12:55:00,0.19106438288388733,-138.20735120491435
2004-06-01 13:00:00,0.18762820113166642,-139.0492054344438
2004-06-01 13:05:00,0.19990126363469887,-136.12910153994193
2004-06-01 13:10:00,0.19331141082502096,-132.27601021728546
2004-06-01 13:15:00,0.20567159587693445,-127.94738139686456
2004-06-01 13:20:00,0.20366659362646358,-123.29529009904283
2004-06-01 13:25:00,0.2187350856065816,-118.56083810225658
2004-06-01 13:30:00,0.2176484162583927,-113.66595368938772
2004-06-01 13:35:00,0.23381497958624642,-108.78482053226602
2004-06-01 13:40:00,0.232851513860175,-103.79645761517418
2004-06-01 13:45:00,0.24959994382882772,-98.84496522521916
2004-06-01 13:50:00,0.24848020827180395,-93.80801807672526
2004-06-01 13:55:00,0.26561718784059607,-88.81451374345245
2004-06-01 14:00:00,0.26422577940042175,-83.74821510677144
2004-06-01 14:05:00,0.2887680645496461,-83.50052940690273
2004-06-01 14:10:00,0.2861775479004019,-84.03623341597086
2004-06-01 14:15:00,0.3139296512407333,-85.01759816976531
2004-06-01 14:20:00,0.31197118726467304,-86.27461144766609
2004-06-01 14:25:00,0.3404416168815087,-87.68853206854999
2004-06-01 14:30:00,0.33757240837326,-89.22401759924074
2004-06-01 14:35:00,0.36607767340867453,-90.81052761640986
2004-06-01 14:40:00,0.36278870222896664,-92.45435525734241
2004-06-01 14:45:00,0.39162464055027185,-94.10641540770493
2004-06-01 14:50:00,0.3881161645007238,-95.7883591576372
2004-06-01 14:55:00,0.4172122750859867,-97.46320449662795
2004-06-01 15:00:00,0.4134301518286918,-99.15690750883462
2004-06-01 15:05:00,0.41504522774541186,-100.14971869331788
2004-06-01 15:10:00,0.408472420627664,-101.06127163176184
2004-06-01 15:15:00,0.3977283159255283,-101.9471508261886
2004-06-01 15:20:00,0.3899353389537694,-102.80506110706791
2004-06-01 15:25:00,0.3793757610130465,-103.65281442764427
2004-06-01 15:30:00,0.373777059444275,-104.48435714716385
2004-06-01 15:35:00,0.3636362934360783,-105.31385267298037
2004-06-01 15:40:00,0.35756803484831673,-106.13652486462962
