,s_wall_Text_K,n_wall_Text_K
2004-06-01 11:00:00,298.1101173417047,297.6063147903844
2004-06-01 11:05:00,298.19899918802844,297.67561322572885
2004-06-01 11:10:00,298.28802420347574,297.745379795595
2004-06-01 11:15:00,298.3712588903291,297.8097462582161
2004-06-01 11:20:00,298.45777593679446,297.8775151849539
2004-06-01 11:25:00,298.54027313560186,297.94153937513687
2004-06-01 11:30:00,298.62542576176236,298.00825065417905
2004-06-01 11:35:00,298.7067617980674,298.0713558398438
2004-06-01 11:40:00,298.79044050062987,298.1367789765369
2004-06-01 11:45:00,298.8709505468554,298.19920547394565
2004-06-01 11:50:00,298.95267578254453,298.26278821320517
2004-06-01 11:55:00,299.0313075802269,298.3238377700494
2004-06-01 12:00:00,299.10931260792665,298.38552524668194
2004-06-01 12:05:00,299.18420851563127,298.44522147623735
2004-06-01 12:10:00,299.2557959879168,298.5022472550685
2004-06-01 12:15:00,299.32264386612513,298.5552175540995
2004-06-01 12:20:00,299.38746819261803,298.60649447305195
2004-06-01 12:25:00,299.4488708583798,298.6548138790745
2004-06-01 12:30:00,299.5090748117186,298.70210578748186
2004-06-01 12:35:00,299.5667440069068,298.74721274146304
2004-06-01 12:40:00,299.6234720630086,298.7914646189736
2004-06-01 12:45:00,299.6787300157427,298.83452620936765
2004-06-01 12:50:00,299.7331883746174,298.8768200153669
2004-06-01 12:55:00,299.7860297706095,298.91773174293434
2004-06-01 13:00:00,299.83797256252257,298.95773846149393
2004-06-01 13:05:00,299.888807427674,298.99683953811603
2004-06-01 13:10:00,299.9368160444974,299.0332907661132
2004-06-01 13:15:00,299.9808837494207,299.0663600243205
2004-06-01 13:20:00,300.0281856165935,299.1025769786706
2004-06-01 13:25:00,300.0794340195408,299.14316601606987
2004-06-01 13:30:00,300.1332845280132,299.186288733288
2004-06-01 13:35:00,300.18769196005013,299.2303859877779
2004-06-01 13:40:00,300.2391616881049,299.2714212296063
2004-06-01 13:45:00,300.28862948286553,299.3108472129955
2004-06-01 13:50:00,300.33367117358245,299.34566238123114
2004-06-01 13:55:00,300.37594295988373,299.3780776234721
2004-06-01 14:00:00,300.4138079655252,299.4058471912657
2004-06-01 14:05:00,300.4489820554929,299.43127873988345
2004-06-01 14:10:00,300.5932157999615,299.453188110096
2004-06-01 14:15:00,300.81672688607324,299.4714470585084
2004-06-01 14:20:00,301.1072030281847,299.49228922265377
2004-06-01 14:25:00,301.4477630641119,299.5134920963356
2004-06-01 14:30:00,301.83272134804037,299.537145655757
2004-06-01 14:35:00,302.2504222517764,299.55991253647954
2004-06-01 14:40:00,302.69808107453406,299.5849621007101
2004-06-01 14:45:00,303.1609320530787,299.6093596633168
2004-06-01 14:50:00,303.64452783396104,299.63761392832146
2004-06-01 14:55:00,304.1389808343693,299.6651484849601
2004-06-01 15:00:00,304.65153140368346,299.6964861773605
2004-06-01 15:05:00,305.17144956270005,299.72661980411294
2004-06-01 15:10:00,305.61114632007275,299.75544163832586
2004-06-01 15:15:00,305.9891803942784,299.77929867455856
2004-06-01 15:20:00,306.3196309615423,299.79360586322406
2004-06-01 15:25:00,306.6241906917077,299.8097507907425
2004-06-01 15:30:00,306.90815714913924,299.82505037625657
2004-06-01 15:35:00,307.18339544005187,299.8460396456921
2004-06-01 15:40:00,307.4464204158186,299.8661974872375
2004-06-01 15:45:00,307.70420220670496,299.88931789166264
2004-06-01 15:50:00,307.95278803557767,299.91026932671065
2004-06-01 15:55:00,308.1990013317861,299.93384036152145
2004-06-01 16:00:00,308.438829120279,299.9556594199336
2004-06-01 16:05:00,308.6781751773488,299.9803410262911
2004-06-01 16:10:00,308.8559357547246,300.0082657074637
2004-06-01 16:15:00,308.9887468388843,300.0390528055941
2004-06-01 16:20:00,309.0821865806279,300.0652756255423
2004-06-01 16:25:00,309.14605073701506,300.0898145039524
2004-06-01 16:30:00,309.1820047303622,300.1068612494921
2004-06-01 16:35:00,309.1973931696034,300.12147252784257
2004-06-01 16:40:00,309.19281069627357,300.1292460083898
2004-06-01 16:45:00,309.17325422901393,300.1351470973261
2004-06-01 16:50:00,309.1386448808677,300.13522572341844
2004-06-01 16:55:00,309.0924524689243,300.13401560050147
2004-06-01 17:00:00,309.0338885773722,300.12734670535565
2004-06-01 17:05:00,308.9656315179217,300.11936590282
2004-06-01 17:10:00,307.2988689593118,299.9649863959665
2004-06-01 17:15:00,306.07895427078853,299.82638111230256
2004-06-01 17:20:00,305.06204425004427,299.60315931181185
2004-06-01 17:25:00,304.26503983781566,299.39500000922015
2004-06-01 17:30:00,303.6186334293352,299.20198463084176
2004-06-01 17:35:00,303.08785917940924,299.0263047127576
2004-06-01 17:40:00,302.63825655357954,298.86416865444
2004-06-01 17:45:00,302.2531205444783,298.7152562121465
2004-06-01 17:50:00,301.91470269710305,298.5769528158906
2004-06-01 17:55:00,301.61268594677256,298.44622676022715
2004-06-01 18:00:00,301.3383804813949,298.3221915861744
2004-06-01 18:05:00,301.0856557052103,298.20187010080537
2004-06-01 18:10:00,300.8471657565012,298.0823040673063
2004-06-01 18:15:00,300.6191283918358,297.9617376992167
2004-06-01 18:20:00,300.40428865921183,297.84489865951224
2004-06-01 18:25:00,300.1980340905972,297.72860187784636
2004-06-01 18:30:00,300.00106921534405,297.6145678122402
2004-06-01 18:35:00,299.8101301573829,297.50049365550905
2004-06-01 18:40:00,299.63151283014525,297.392841553486
2004-06-01 18:45:00,299.4672437394696,297.2945125428365
2004-06-01 18:50:00,299.3154632094735,297.20432412323237
2004-06-01 18:55:00,299.17238505195206,297.118963295597
2004-06-01 19:00:00,299.0371840451172,297.0380039656964
2004-06-01 19:05:00,298.90800375822295,296.9598027906083
2004-06-01 19:10:00,298.78702046293296,296.88688340791157
2004-06-01 19:15:00,298.668883102722,296.8147299589932
2004-06-01 19:20:00,298.55552253696527,296.74502543640847
2004-06-01 19:25:00,298.442888306814,296.6742263301835
2004-06-01 19:30:00,298.33276592362,296.6039440777339
2004-06-01 19:35:00,298.22313174158586,296.5324552017838
2004-06-01 19:40:00,298.1237051013382,296.46690138855234
2004-06-01 19:45:00,298.0186460196504,296.39585842524536
2004-06-01 19:50:00,297.9252052570627,296.3332882956463
2004-06-01 19:55:00,297.829017419933,296.26802313378516
2004-06-01 20:00:00,297.73871931000775,296.20640773616486
2004-06-01 20:05:00,297.64315538501586,296.13933548583776
2004-06-01 20:10:00,297.5544135996051,296.0772699355777
2004-06-01 20:15:00,297.46659976948314,296.0152615541522
2004-06-01 20:20:00,297.38387468559347,295.9567413012495
2004-06-01 20:25:00,297.30395645353866,295.90001395471836
2004-06-01 20:30:00,297.2299565416951,295.8478683444196
2004-06-01 20:35:00,297.20241428687456,295.83910328972075
2004-06-01 20:40:00,297.2037168193262,295.8594755935183
2004-06-01 20:45:00,297.20715193563655,295.8812125147568
2004-06-01 20:50:00,297.20138882982326,295.893788807073
2004-06-01 20:55:00,297.1864260889643,295.8962607699652
2004-06-01 21:00:00,297.1650665903999,295.89197324520995
2004-06-01 21:05:00,297.1413364547941,295.8844589629559
2004-06-01 21:10:00,297.1196956425678,295.87856143052056
2004-06-01 21:15:00,297.09763560125936,295.8718991774012
2004-06-01 21:20:00,297.0736341458495,295.86288462545
2004-06-01 21:25:00,297.0405389364323,295.8445365207476
2004-06-01 21:30:00,297.0007708001898,295.8190984231641
2004-06-01 21:35:00,296.9535472237174,295.78591115000745
2004-06-01 21:40:00,296.90552558748533,295.75149557719544
2004-06-01 21:45:00,296.85357217230717,295.71288619922916
2004-06-01 21:50:00,296.80277298512294,295.6750504487022
2004-06-01 21:55:00,296.74803972618815,295.6330501604024
2004-06-01 22:00:00,296.6947142468203,295.5920980134275
2004-06-01 22:05:00,296.6372393040433,295.5467770780772
2004-06-01 22:10:00,296.57545194956936,295.49679424563215
2004-06-01 22:15:00,296.44065226360374,295.3768185349397
2004-06-01 22:20:00,296.28085125876726,295.2288084001426
2004-06-01 22:25:00,296.141196306476,295.1001070003331
2004-06-01 22:30:00,296.03995544657,295.0079573052619
2004-06-01 22:35:00,295.94976035574075,294.9275455022051
2004-06-01 22:40:00,295.87474314030413,294.8613452160182
2004-06-01 22:45:00,295.7970184081786,294.79308071769844
2004-06-01 22:50:00,295.7273598807114,294.73197872705816
2004-06-01 22:55:00,295.65543406674504,294.6689798497042
2004-06-01 23:00:00,295.59086169690306,294.61257697555476
2004-06-01 23:05:00,295.5248556502968,294.5549766461834
2004-06-01 23:10:00,295.46164168533124,294.4995901320416
2004-06-01 23:15:00,295.3974166477383,294.44315935342325
2004-06-01 23:20:00,295.3383928443598,294.39143378376497
2004-06-01 23:25:00,295.28054867286096,294.3407762619855
2004-06-01 23:30:00,295.2273869873181,294.2944476838277
2004-06-01 23:35:00,295.17530415812513,294.24907337123295
2004-06-01 23:40:00,295.1271282397613,294.2073587096097
2004-06-01 23:45:00,295.07997001171907,294.16652307672587
2004-06-01 23:50:00,295.0361924620591,294.12889447908213
2004-06-01 23:55:00,294.99354132320184,294.09224397094437
2004-06-02 00:00:00,294.9542480870863,294.0588278290227
2004-06-02 00:05:00,294.9545282704299,294.06345882932857
2004-06-02 00:10:00,294.97464179231713,294.08875235355754
2004-06-02 00:15:00,294.9916346191433,294.11081799631904
2004-06-02 00:20:00,294.9992434390888,294.12409274997924
2004-06-02 00:25:00,294.99564583249776,294.125938469084
2004-06-02 00:30:00,294.9842217063011,294.1202797173436
2004-06-02 00:35:00,294.96519345065525,294.10674817055616
2004-06-02 00:40:00,294.9432560165538,294.0904789406215
2004-06-02 00:45:00,294.9166955369048,294.06932749365654
2004-06-02 00:50:00,294.89048972241574,294.04862447157507
2004-06-02 00:55:00,294.8609023491198,294.0243212805988
2004-06-02 01:00:00,294.8331024956315,294.0018573859839
2004-06-02 01:05:00,294.80203095473865,293.9759424187737
2004-06-02 01:10:00,294.77454943738775,293.9536411631694
2004-06-02 01:15:00,294.7438526180956,293.92809396276795
2004-06-02 01:20:00,294.7164309493738,293.90583750193247
2004-06-02 01:25:00,294.684007997507,293.8785663865865
2004-06-02 01:30:00,294.6542794143858,293.85399892629357
2004-06-02 01:35:00,294.6190947260382,293.8239583976364
2004-06-02 01:40:00,294.5869857079369,293.7969901302824
2004-06-02 01:45:00,294.5493183812883,293.7644400899843
2004-06-02 01:50:00,294.51543741175976,293.7356627581327
2004-06-02 01:55:00,294.4760271604192,293.7013267947613
2004-06-02 02:00:00,294.4409923241229,293.6713437405677
2004-06-02 02:05:00,294.40038998077523,293.63575905431645
2004-06-02 02:10:00,294.3622593462024,293.60261684792744
2004-06-02 02:15:00,294.3183867535018,293.5633874024014
2004-06-02 02:20:00,294.27807076631495,293.52767869748357
2004-06-02 02:25:00,294.23492625818517,293.48879344842715
2004-06-02 02:30:00,294.1980109704529,293.4560869272064
2004-06-02 02:35:00,294.1594964776869,293.4215156816448
2004-06-02 02:40:00,294.1284894662822,293.3944213419924
2004-06-02 02:45:00,294.09526468494363,293.36492727834707
2004-06-02 02:50:00,294.0698821761933,293.34325325915205
2004-06-02 02:55:00,294.04189720751697,293.3188518483657
2004-06-02 03:00:00,294.0224166090286,293.30293152047443
2004-06-02 03:05:00,294.0009361084203,293.2849232650752
2004-06-02 03:10:00,293.99065228990594,293.2780853241608
2004-06-02 03:15:00,293.97866719510114,293.2696013664408
2004-06-02 03:20:00,293.9746715329696,293.26910469702017
2004-06-02 03:25:00,293.96533555469176,293.26332799011715
2004-06-02 03:30:00,293.96020588605415,293.2617657023902
2004-06-02 03:35:00,293.94782129883805,293.2529825646341
2004-06-02 03:40:00,293.9385294156156,293.24728351026573
2004-06-02 03:45:00,293.9226735831905,293.23502711677946
2004-06-02 03:50:00,293.9105727266687,293.2265091705677
2004-06-02 03:55:00,293.8925069985228,293.2120213036239
2004-06-02 04:00:00,293.87850837653076,293.2015824663563
2004-06-02 04:05:00,293.85880437279894,293.18542650338765
2004-06-02 04:10:00,293.8434966572999,293.1736476745749
2004-06-02 04:15:00,293.82218695116387,293.1558923889651
2004-06-02 04:20:00,293.80427618180397,293.1415244661849
2004-06-02 04:25:00,293.7791827459426,293.1199933460385
2004-06-02 04:30:00,293.75696661923683,293.10132620584346
2004-06-02 04:35:00,293.7279578860551,293.0758709664036
2004-06-02 04:40:00,293.70284183614586,293.05429038229937
2004-06-02 04:45:00,293.671592611516,293.02657459924876
2004-06-02 04:50:00,293.64509982878485,293.00359884337325
2004-06-02 04:55:00,293.61261492012153,292.974626397461
2004-06-02 05:00:00,293.5850983895423,292.95060662105124
2004-06-02 05:05:00,293.55169791022684,292.9206949709564
2004-06-02 05:10:00,293.54592764699066,292.9035252885574
2004-06-02 05:15:00,293.5496464365314,292.88490740965875
2004-06-02 05:20:00,293.5701764839721,292.87488185533465
2004-06-02 05:25:00,293.5930626430622,292.86089097941004
2004-06-02 05:30:00,293.5737523251855,292.8016515458189
2004-06-02 05:35:00,293.53427803817954,292.7168057098365
2004-06-02 05:40:00,293.5118515725478,292.6456362026016
2004-06-02 05:45:00,293.5056674984881,292.5909337586184
2004-06-02 05:50:00,293.5215853901419,292.55823764400185
2004-06-02 05:55:00,293.52575166766127,292.5163554438
2004-06-02 06:00:00,293.54458980677583,292.48875024716307
2004-06-02 06:05:00,293.55612722589007,292.4563417618838
2004-06-02 06:10:00,293.63098064055595,292.45747712008136
2004-06-02 06:15:00,293.7228877686574,292.45941668210065
2004-06-02 06:20:00,293.8573297078617,292.4896974069518
2004-06-02 06:25:00,293.99692580928104,292.51974620614783
2004-06-02 06:30:00,294.1688436521991,292.57542592515443
2004-06-02 06:35:00,294.3271868108969,292.6240428608982
2004-06-02 06:40:00,294.5000689076626,292.69391377371625
2004-06-02 06:45:00,294.64904425069477,292.75189190632886
2004-06-02 06:50:00,294.8109360337396,292.82965504475163
2004-06-02 06:55:00,294.94592570925397,292.8929235409326
2004-06-02 07:00:00,295.0935472868068,292.9758142074665
2004-06-02 07:05:00,295.21401218540115,293.0441660107376
2004-06-02 07:10:00,295.34287600872875,293.13178346069566
2004-06-02 07:15:00,295.4377539804623,293.2006446835203
2004-06-02 07:20:00,295.5449393758131,293.2899984726703
2004-06-02 07:25:00,295.61729754195255,293.35799972991157
2004-06-02 07:30:00,295.70363789937716,293.4468781216064
2004-06-02 07:35:00,295.75485551976584,293.5129234136058
2004-06-02 07:40:00,295.82183426094457,293.6010101433975
2004-06-02 07:45:00,295.85186076835015,293.6637295117911
2004-06-02 07:50:00,295.90140546654317,293.7518753505464
2004-06-02 07:55:00,295.912194032741,293.8123971881335
2004-06-02 08:00:00,295.9464045055348,293.9020232724195
2004-06-02 08:05:00,295.9286782503237,293.95965904769054
2004-06-02 08:10:00,295.92261974079224,294.0430069533497
2004-06-02 08:15:00,295.85531362519095,294.0828811364363
2004-06-02 08:20:00,295.810320631462,294.1577165717579
2004-06-02 08:25:00,295.701667013616,294.18524278046755
2004-06-02 08:30:00,295.67127795215845,294.26187302752885
2004-06-02 08:35:00,295.6635501772524,294.2878951369149
2004-06-02 08:40:00,295.7728602130706,294.37295421383766
2004-06-02 08:45:00,295.8646032404101,294.39852918422406
2004-06-02 08:50:00,296.05644298782244,294.48749008944714
2004-06-02 08:55:00,296.2107857979186,294.51192337089657
2004-06-02 09:00:00,296.45136872624477,294.6025688370766
2004-06-02 09:05:00,296.628314483823,294.62319630151705
2004-06-02 09:10:00,296.8717809380223,294.7253580639041
2004-06-02 09:15:00,297.0296286195578,294.7582347568962
2004-06-02 09:20:00,297.25142799018624,294.86473305428734
2004-06-02 09:25:00,297.3898047372605,294.90099605071026
2004-06-02 09:30:00,297.5995474554265,295.01623897730565
2004-06-02 09:35:00,297.7287780156826,295.06326912091663
2004-06-02 09:40:00,297.92285772425794,295.182070737773
2004-06-02 09:45:00,298.04176237605424,295.23784325024576
2004-06-02 09:50:00,298.21475949510767,295.3544208077937
2004-06-02 09:55:00,298.3231700484357,295.41857672494893
2004-06-02 10:00:00,298.47341354914596,295.53131848348755
2004-06-02 10:05:00,298.5707120104442,295.6033048910681
2004-06-02 10:10:00,298.68239143096173,295.699906674384
2004-06-02 10:15:00,298.7400004339835,295.75867776290073
2004-06-02 10:20:00,298.8147239034864,295.84329807990474
2004-06-02 10:25:00,298.8410909521,295.89540394000477
2004-06-02 10:30:00,298.87406699866665,295.9620641720737
2004-06-02 10:35:00,298.86244773759597,295.9995424110619
2004-06-02 10:40:00,298.8562901335225,296.04998926340977
2004-06-02 10:45:00,298.81118366269095,296.07660060851254
2004-06-02 10:50:00,298.77387737426113,296.1183888410652
2004-06-02 10:55:00,298.6998829597595,296.13836478696516
2004-06-02 11:00:00,298.63403463472554,296.1739432977933
2004-06-02 11:05:00,298.53262197358526,296.1884618306775
2004-06-02 11:10:00,298.48502053003443,296.22641951202394
2004-06-02 11:15:00,298.43345691109687,296.2447484666695
2004-06-02 11:20:00,298.4206641229031,296.28647909648697
2004-06-02 11:25:00,298.39339659485404,296.3076508442813
2004-06-02 11:30:00,298.40282859236964,296.3571564510299
2004-06-02 11:35:00,298.39063780342923,296.3834778905813
2004-06-02 11:40:00,298.4125550481119,296.43889458594987
2004-06-02 11:45:00,298.4070344764202,296.46749656690355
2004-06-02 11:50:00,298.4362166757731,296.52744984269077
2004-06-02 11:55:00,298.43339811408856,296.5572061481865
2004-06-02 12:00:00,298.465157306043,296.6204504849028
2004-06-02 12:05:00,298.46135907858843,296.65130786965966
2004-06-02 12:10:00,298.496085323055,296.71134001340783
2004-06-02 12:15:00,298.49491807256794,296.7325175953027
2004-06-02 12:20:00,298.53547835760355,296.78935472708963
2004-06-02 12:25:00,298.5381940140315,296.80763387397826
2004-06-02 12:30:00,298.5831143372585,296.8635991145184
2004-06-02 12:35:00,298.5881279753888,296.88006645818615
2004-06-02 12:40:00,298.636989642549,296.9366233027531
2004-06-02 12:45:00,298.6440574867249,296.9524022510958
2004-06-02 12:50:00,298.69527223184997,297.0089556203592
2004-06-02 12:55:00,298.70398757787217,297.02438764486703
2004-06-02 13:00:00,298.75773071127264,297.08167820590336
2004-06-02 13:05:00,298.76755523236545,297.0966706576841
2004-06-02 13:10:00,298.86570749743044,297.1561234266701
2004-06-02 13:15:00,298.9496490900839,297.1729828294868
2004-06-02 13:20:00,299.1046704657248,297.2347706196963
2004-06-02 13:25:00,299.23236596504256,297.25324893092494
2004-06-02 13:30:00,299.42401276625174,297.31755884219876
2004-06-02 13:35:00,299.58113109762934,297.3375130715263
2004-06-02 13:40:00,299.79995640146,297.4046815113115
2004-06-02 13:45:00,299.97943171477476,297.4260174490544
2004-06-02 13:50:00,300.2205404995244,297.49605859775966
2004-06-02 13:55:00,300.4188523028798,297.51887117787476
2004-06-02 14:00:00,300.68032632764596,297.59245792636426
2004-06-02 14:05:00,300.8954630523299,297.6167104882026
2004-06-02 14:10:00,301.11664329571414,297.6891073292592
2004-06-02 14:15:00,301.2440582942019,297.70482818621247
2004-06-02 14:20:00,301.39503579375145,297.7628512344107
2004-06-02 14:25:00,301.47399377609014,297.7698942606045
2004-06-02 14:30:00,301.58619159428514,297.81807894100194
2004-06-02 14:35:00,301.64710582328917,297.8287521608272
2004-06-02 14:40:00,301.7333344460934,297.867983564941
2004-06-02 14:45:00,301.77888731725307,297.88232978713705
2004-06-02 14:50:00,301.83429092163544,297.91160949287195
2004-06-02 14:55:00,301.8668955991974,297.9288261385731
2004-06-02 15:00:00,301.90174868361504,297.95063195634975
2004-06-02 15:05:00,301.9247376619873,297.9684746835793
2004-06-02 15:10:00,301.9836820963699,297.9837612330093
2004-06-02 15:15:00,302.06246862622237,297.99884250339073
2004-06-02 15:20:00,302.169136288524,298.01993793272925
2004-06-02 15:25:00,302.2881889186557,298.0453578979347
2004-06-02 15:30:00,302.41950712795295,298.0689892473351
2004-06-02 15:35:00,302.55487787252,298.09397229954243
2004-06-02 15:40:00,302.6957939711503,298.11392268885083
2004-06-02 15:45:00,302.8378310301638,298.13506358086914
2004-06-02 15:50:00,302.9846623061192,298.1520798460317
2004-06-02 15:55:00,303.13149248506915,298.1707618254315
2004-06-02 16:00:00,303.28278217021426,298.1858163244111
2004-06-02 16:05:00,303.43336151432845,298.20285032492245
2004-06-02 16:10:00,303.5929502832298,298.21448699591747
