,Urban_DBT_C_2.6,Urban_DBT_C_13.9,Rural_DBT_C
2002-06-20 04:50:00,21.18,20.85,18.7
2002-06-20 05:00:00,21.06,20.74,18.8
2002-06-20 05:10:00,21.11,20.83,18.7
2002-06-20 05:20:00,20.84,20.59,18.7
2002-06-20 05:30:00,20.65,20.4,18.6
2002-06-20 05:40:00,20.77,20.63,18.5
2002-06-20 05:50:00,20.67,20.47,18.5
2002-06-20 06:00:00,20.81,20.67,18.6
2002-06-20 06:10:00,20.93,20.71,18.9
2002-06-20 06:20:00,20.64,20.55,19.1
2002-06-20 06:30:00,20.87,20.52,19.3
2002-06-20 06:40:00,21.12,21.16,19.6
2002-06-20 06:50:00,21.44,21.29,20.0
2002-06-20 07:00:00,21.42,21.31,20.2
2002-06-20 07:10:00,21.98,21.56,20.1
2002-06-20 07:20:00,21.85,21.66,20.3
2002-06-20 07:30:00,21.37,21.32,20.5
2002-06-20 07:40:00,21.53,21.37,20.5
2002-06-20 07:50:00,21.71,21.54,20.5
2002-06-20 08:00:00,21.79,21.52,20.7
2002-06-20 08:10:00,21.85,21.73,20.8
2002-06-20 08:20:00,22.2,21.95,20.9
2002-06-20 08:30:00,22.15,21.97,21.2
2002-06-20 08:40:00,22.39,22.21,21.3
2002-06-20 08:50:00,22.43,22.24,21.5
2002-06-20 09:00:00,22.71,22.24,21.9
2002-06-20 09:10:00,22.97,22.64,22.3
2002-06-20 09:20:00,23.5,23.21,22.3
2002-06-20 09:30:00,23.97,23.66,22.5
2002-06-20 09:40:00,23.92,23.59,23.1
2002-06-20 09:50:00,24.44,24.19,23.6
2002-06-20 10:00:00,24.76,24.46,23.7
2002-06-20 10:10:00,24.67,24.41,24.0
2002-06-20 10:20:00,25.03,24.72,24.3
2002-06-20 10:30:00,25.24,25.0,24.5
2002-06-20 10:40:00,25.45,25.12,25.1
2002-06-20 10:50:00,25.67,25.3,26.0
2002-06-20 11:00:00,26.7,25.97,26.5
2002-06-20 11:10:00,26.44,26.13,26.3
2002-06-20 11:20:00,26.54,26.02,26.4
2002-06-20 11:30:00,26.62,26.16,27.2
2002-06-20 11:40:00,26.95,26.62,27.8
2002-06-20 11:50:00,27.11,26.59,27.6
2002-06-20 12:00:00,27.64,27.03,27.5
2002-06-20 12:10:00,27.95,27.16,27.8
2002-06-20 12:20:00,28.11,27.55,28.2
2002-06-20 12:30:00,28.12,27.69,28.5
2002-06-20 12:40:00,27.93,27.46,28.3
2002-06-20 12:50:00,28.53,28.09,28.3
2002-06-20 13:00:00,27.73,27.41,28.1
2002-06-20 13:10:00,27.14,26.95,28.3
2002-06-20 13:20:00,27.22,27.03,27.2
2002-06-20 13:30:00,27.09,26.92,25.8
2002-06-20 13:40:00,25.12,25.02,23.4
2002-06-20 13:50:00,23.37,22.98,20.5
2002-06-20 14:00:00,23.04,22.72,20.8
2002-06-20 14:10:00,23.11,21.7,20.8
2002-06-20 14:20:00,23.97,22.43,22.2
2002-06-20 14:30:00,24.51,22.52,23.6
2002-06-20 14:40:00,24.79,22.69,23.8
2002-06-20 14:50:00,24.65,23.26,23.6
2002-06-20 15:00:00,24.59,24.12,23.1
2002-06-20 15:10:00,25.26,24.82,23.3
2002-06-20 15:20:00,25.85,25.45,23.6
2002-06-20 15:30:00,25.72,25.37,24.8
2002-06-20 15:40:00,26.06,25.776666666666667,25.2
2002-06-20 15:50:00,26.47,26.183333333333334,25.7
2002-06-20 16:00:00,26.8,26.59,26.2
2002-06-20 16:10:00,26.74,26.65,26.4
2002-06-20 16:20:00,27.4,27.2,26.8
2002-06-20 16:30:00,27.6,27.47,27.3
2002-06-20 16:40:00,27.62,27.43,27.5
2002-06-20 16:50:00,27.64,27.54,27.8
2002-06-20 17:00:00,27.96,27.87,28.0
2002-06-20 17:10:00,28.53,28.32,27.9
2002-06-20 17:20:00,28.93,28.56,26.9
2002-06-20 17:30:00,28.79,28.42,26.5
2002-06-20 17:40:00,28.53,28.25,26.6
2002-06-20 17:50:00,28.57,28.29,26.5
2002-06-20 18:00:00,28.25,27.9,26.8
2002-06-20 18:10:00,27.99,27.63,26.6
2002-06-20 18:20:00,27.68,27.32,26.2
2002-06-20 18:30:00,27.58,27.25,25.9
2002-06-20 18:40:00,27.49,27.16,25.9
2002-06-20 18:50:00,27.28,26.92,25.8
2002-06-20 19:00:00,27.32,27.05,25.8
2002-06-20 19:10:00,27.41,26.98,25.9
2002-06-20 19:20:00,27.23,26.87,26.0
2002-06-20 19:30:00,27.35,26.95,26.1
2002-06-20 19:40:00,27.16,26.85,26.0
2002-06-20 19:50:00,27.2,26.81,25.8
2002-06-20 20:00:00,27.1,26.69,25.7
2002-06-20 20:10:00,26.97,26.62,25.5
2002-06-20 20:20:00,26.8,26.46,25.2
2002-06-20 20:30:00,26.61,26.26,25.0
2002-06-20 20:40:00,26.47,25.99,24.6
2002-06-20 20:50:00,26.24,25.83,23.8
2002-06-20 21:00:00,26.01,25.61,24.0
2002-06-20 21:10:00,25.88,25.4,24.0
2002-06-20 21:20:00,25.71,25.17,23.8
2002-06-20 21:30:00,25.47,24.97,23.8
2002-06-20 21:40:00,25.51,25.07,22.5
2002-06-20 21:50:00,25.28,24.77,21.1
2002-06-20 22:00:00,25.19,24.74,20.5
2002-06-20 22:10:00,25.17,24.68,20.4
2002-06-20 22:20:00,24.88,24.47,20.5
2002-06-20 22:30:00,24.79,24.59,20.5
2002-06-20 22:40:00,24.7,24.51,20.5
2002-06-20 22:50:00,24.79,24.53,20.1
2002-06-20 23:00:00,24.66,24.38,20.0
2002-06-20 23:10:00,24.72,24.27,19.7
2002-06-20 23:20:00,24.27,23.79,19.6
2002-06-20 23:30:00,23.93,23.63,19.4
2002-06-20 23:40:00,23.72,23.32,19.3
2002-06-20 23:50:00,23.79,23.36,19.3
2002-06-21 00:00:00,23.21,22.9,19.3
2002-06-21 00:10:00,22.77,22.4,19.4
2002-06-21 00:20:00,22.47,22.11,19.6
2002-06-21 00:30:00,22.05,21.59,19.9
2002-06-21 00:40:00,21.85,21.44,19.9
2002-06-21 00:50:00,22.04,21.52,19.6
2002-06-21 01:00:00,21.83,21.44,19.4
2002-06-21 01:10:00,21.38,21.05,19.6
2002-06-21 01:20:00,21.65,21.32,19.6
2002-06-21 01:30:00,21.38,21.0,19.6
2002-06-21 01:40:00,21.33,20.93,19.6
2002-06-21 01:50:00,21.27,20.86,19.5
2002-06-21 02:00:00,21.22,21.01,19.6
2002-06-21 02:10:00,21.24,21.3,19.6
2002-06-21 02:20:00,21.31,21.29,19.5
2002-06-21 02:30:00,21.3,21.07,19.4
2002-06-21 02:40:00,21.08,20.77,19.3
2002-06-21 02:50:00,21.1,20.96,19.2
2002-06-21 03:00:00,21.47,21.32,19.2
2002-06-21 03:10:00,21.37,21.21,19.0
2002-06-21 03:20:00,21.56,21.29,18.7
2002-06-21 03:30:00,21.29,21.0,18.8
2002-06-21 03:40:00,20.84,20.58,19.0
2002-06-21 03:50:00,20.55,20.22,19.2
2002-06-21 04:00:00,20.18,19.94,19.3
2002-06-21 04:10:00,19.95,19.78,19.3
2002-06-21 04:20:00,20.11,19.7,19.2
2002-06-21 04:30:00,20.11,19.54,19.2
2002-06-21 04:40:00,20.11,19.5,19.0
2002-06-21 04:50:00,20.34,19.93,19.0
2002-06-21 05:00:00,20.19,19.88,18.8
2002-06-21 05:10:00,20.25,19.9,18.6
2002-06-21 05:20:00,20.21,20.01,18.6
2002-06-21 05:30:00,20.3,20.05,18.8
2002-06-21 05:40:00,19.98,19.71,19.1
2002-06-21 05:50:00,19.97,19.73,19.4
2002-06-21 06:00:00,20.11,19.92,19.5
2002-06-21 06:10:00,20.29,20.02,19.6
2002-06-21 06:20:00,20.07,19.68,19.6
2002-06-21 06:30:00,19.79,19.5,19.7
2002-06-21 06:40:00,19.83,19.62,20.0
2002-06-21 06:50:00,20.13,19.75,20.2
2002-06-21 07:00:00,20.14,19.83,20.5
2002-06-21 07:10:00,20.65,20.18,20.7
2002-06-21 07:20:00,20.8,20.53,20.9
2002-06-21 07:30:00,21.17,20.98,20.5
2002-06-21 07:40:00,21.25,20.85,21.1
2002-06-21 07:50:00,21.7,21.06,21.7
2002-06-21 08:00:00,21.77,21.31,22.3
2002-06-21 08:10:00,21.68,21.28,23.2
2002-06-21 08:20:00,21.99,21.63,23.4
2002-06-21 08:30:00,22.56,22.17,22.9
2002-06-21 08:40:00,22.63,22.4,23.2
2002-06-21 08:50:00,23.51,22.5,23.8
2002-06-21 09:00:00,23.16,22.86,24.4
2002-06-21 09:10:00,24.02,23.49,24.5
2002-06-21 09:20:00,24.94,24.45,25.1
2002-06-21 09:30:00,25.2,24.64,25.5
2002-06-21 09:40:00,26.51,25.68,25.7
2002-06-21 09:50:00,26.13,25.63,25.9
2002-06-21 10:00:00,26.37,25.8,26.1
2002-06-21 10:10:00,26.19,25.75,25.8
2002-06-21 10:20:00,27.08,26.55,26.2
2002-06-21 10:30:00,26.73,26.15,27.2
2002-06-21 10:40:00,26.94,26.62,26.8
2002-06-21 10:50:00,26.48,26.1,26.7
2002-06-21 11:00:00,27.16,26.58,26.8
2002-06-21 11:10:00,27.01,26.62,26.9
2002-06-21 11:20:00,27.49,26.82,27.9
2002-06-21 11:30:00,27.91,27.3,28.5
2002-06-21 11:40:00,27.86,27.5,28.4
2002-06-21 11:50:00,28.12,27.43,28.5
2002-06-21 12:00:00,28.13,27.41,29.1
2002-06-21 12:10:00,28.16,27.72,28.9
2002-06-21 12:20:00,28.36,27.81,28.3
2002-06-21 12:30:00,28.38,27.94,28.4
2002-06-21 12:40:00,28.3,27.77,28.2
2002-06-21 12:50:00,28.97,28.42,28.2
2002-06-21 13:00:00,28.9,28.39,28.2
2002-06-21 13:10:00,29.04,28.7,28.3
2002-06-21 13:20:00,29.36,28.81,28.6
2002-06-21 13:30:00,29.28,28.76,28.3
2002-06-21 13:40:00,29.46,28.92,27.9
2002-06-21 13:50:00,29.66,28.87,27.5
2002-06-21 14:00:00,29.5,28.96,28.0
2002-06-21 14:10:00,29.89,29.27,27.9
2002-06-21 14:20:00,29.75,29.23,27.7
2002-06-21 14:30:00,29.9,29.02,27.7
2002-06-21 14:40:00,30.4,29.82,28.1
2002-06-21 14:50:00,29.92,29.53,28.2
2002-06-21 15:00:00,30.46,29.82,28.3
2002-06-21 15:10:00,30.23,29.67,28.4
2002-06-21 15:20:00,29.88,29.51,28.6
2002-06-21 15:30:00,29.83,29.42,28.4
2002-06-21 15:40:00,29.86,29.33,27.8
2002-06-21 15:50:00,30.07,29.43,28.2
2002-06-21 16:00:00,29.41,28.99,28.1
2002-06-21 16:10:00,29.87,29.26,28.1
2002-06-21 16:20:00,29.19,28.87,28.1
2002-06-21 16:30:00,29.21,28.82,28.1
2002-06-21 16:40:00,29.18,28.73,27.5
2002-06-21 16:50:00,29.12,28.8,28.0
2002-06-21 17:00:00,29.38,29.02,28.3
2002-06-21 17:10:00,29.18,28.74,28.2
2002-06-21 17:20:00,29.15,28.7,27.7
2002-06-21 17:30:00,29.0,28.63,27.4
2002-06-21 17:40:00,29.02,28.73,27.3
2002-06-21 17:50:00,29.14,28.75,27.4
2002-06-21 18:00:00,28.61,28.41,27.9
2002-06-21 18:10:00,28.63,28.26,27.7
2002-06-21 18:20:00,28.58,28.24,27.6
2002-06-21 18:30:00,28.35,28.08,27.5
2002-06-21 18:40:00,28.15,28.01,27.3
2002-06-21 18:50:00,28.14,27.91,27.0
2002-06-21 19:00:00,28.09,27.77,26.9
2002-06-21 19:10:00,27.98,27.62,26.9
2002-06-21 19:20:00,27.85,27.53,26.9
2002-06-21 19:30:00,27.75,27.42,26.7
2002-06-21 19:40:00,27.63,27.3,26.5
2002-06-21 19:50:00,27.6,27.22,26.3
2002-06-21 20:00:00,27.43,26.93,26.1
2002-06-21 20:10:00,27.27,26.81,25.8
2002-06-21 20:20:00,27.09,26.66,25.4
2002-06-21 20:30:00,26.95,26.55,24.6
2002-06-21 20:40:00,26.73,26.4,23.9
2002-06-21 20:50:00,26.66,26.28,23.3
2002-06-21 21:00:00,26.4,25.99,23.5
2002-06-21 21:10:00,26.32,25.93,23.8
2002-06-21 21:20:00,26.27,25.84,23.9
2002-06-21 21:30:00,26.09,25.6,23.4
2002-06-21 21:40:00,25.99,25.47,22.1
2002-06-21 21:50:00,25.95,25.37,21.5
2002-06-21 22:00:00,25.78,25.23,21.6
2002-06-21 22:10:00,25.63,25.19,21.3
2002-06-21 22:20:00,25.39,24.88,20.8
2002-06-21 22:30:00,25.32,24.9,20.5
2002-06-21 22:40:00,25.28,24.81,20.3
2002-06-21 22:50:00,25.15,24.81,20.2
2002-06-21 23:00:00,25.09,24.62,20.1
2002-06-21 23:10:00,24.94,24.64,19.9
2002-06-21 23:20:00,24.69,24.34,19.6
2002-06-21 23:30:00,24.77,24.17,19.5
2002-06-21 23:40:00,24.08,23.59,19.5
2002-06-21 23:50:00,23.88,23.66,19.7
2002-06-22 00:00:00,23.49,23.12,19.8
2002-06-22 00:10:00,23.22,22.65,20.1
2002-06-22 00:20:00,22.9,22.41,20.2
2002-06-22 00:30:00,22.98,22.49,19.8
2002-06-22 00:40:00,22.89,22.36,19.6
2002-06-22 00:50:00,22.81,22.41,19.3
2002-06-22 01:00:00,22.45,22.11,19.1
2002-06-22 01:10:00,22.49,22.02,18.8
2002-06-22 01:20:00,22.36,21.9,18.6
2002-06-22 01:30:00,22.02,21.76,18.6
2002-06-22 01:40:00,22.28,21.94,18.4
2002-06-22 01:50:00,22.63,22.33,18.4
2002-06-22 02:00:00,22.61,22.31,18.3
2002-06-22 02:10:00,21.92,21.75,18.6
2002-06-22 02:20:00,22.03,21.91,18.3
2002-06-22 02:30:00,22.06,21.97,18.1
2002-06-22 02:40:00,22.11,21.84,18.1
2002-06-22 02:50:00,21.95,21.76,18.1
2002-06-22 03:00:00,21.83,21.72,18.2
2002-06-22 03:10:00,21.93,21.68,18.2
2002-06-22 03:20:00,21.97,21.69,18.0
2002-06-22 03:30:00,21.76,21.35,18.0
2002-06-22 03:40:00,21.65,21.26,18.0
2002-06-22 03:50:00,21.3,20.99,18.2
2002-06-22 04:00:00,21.39,21.17,18.4
2002-06-22 04:10:00,21.31,21.1,18.5
2002-06-22 04:20:00,20.84,20.65,18.5
2002-06-22 04:30:00,21.19,20.89,18.6
2002-06-22 04:40:00,21.45,21.18,18.7
2002-06-22 04:50:00,20.99,20.47,18.7
2002-06-22 05:00:00,20.62,20.43,18.7
2002-06-22 05:10:00,21.16,21.0,18.7
2002-06-22 05:20:00,21.22,21.03,18.7
2002-06-22 05:30:00,21.3,21.01,18.8
2002-06-22 05:40:00,21.71,21.32,18.8
2002-06-22 05:50:00,21.49,21.29,19.0
2002-06-22 06:00:00,21.66,21.42,19.2
2002-06-22 06:10:00,21.3,21.25,19.5
2002-06-22 06:20:00,21.55,21.29,19.7
2002-06-22 06:30:00,21.37,21.27,20.0
2002-06-22 06:40:00,21.57,21.36,20.3
2002-06-22 06:50:00,21.87,21.64,20.6
2002-06-22 07:00:00,21.61,21.48,20.9
2002-06-22 07:10:00,21.79,21.58,21.2
2002-06-22 07:20:00,22.13,21.83,21.4
2002-06-22 07:30:00,22.1,22.02,21.6
2002-06-22 07:40:00,22.54,22.07,21.8
2002-06-22 07:50:00,22.61,22.27,21.9
2002-06-22 08:00:00,22.35,22.28,22.1
2002-06-22 08:10:00,22.92,22.64,22.3
2002-06-22 08:20:00,23.21,22.89,23.2
2002-06-22 08:30:00,23.48,23.37,23.5
2002-06-22 08:40:00,23.51,23.39,23.8
2002-06-22 08:50:00,24.01,23.67,24.3
2002-06-22 09:00:00,24.76,24.11,25.1
2002-06-22 09:10:00,24.64,24.46,25.3
2002-06-22 09:20:00,24.65,24.52,25.3
2002-06-22 09:30:00,25.3,24.83,25.2
2002-06-22 09:40:00,25.44,24.77,25.3
2002-06-22 09:50:00,25.23,24.96,25.6
2002-06-22 10:00:00,25.47,25.23,25.8
2002-06-22 10:10:00,25.38,25.33,26.1
2002-06-22 10:20:00,25.86,25.75,25.9
2002-06-22 10:30:00,26.69,26.16,26.1
2002-06-22 10:40:00,26.42,26.04,26.5
2002-06-22 10:50:00,27.09,26.39,26.8
2002-06-22 11:00:00,27.19,26.72,26.9
2002-06-22 11:10:00,27.45,26.89,27.1
2002-06-22 11:20:00,27.51,26.98,26.6
2002-06-22 11:30:00,27.93,27.38,26.5
2002-06-22 11:40:00,28.24,27.42,26.7
2002-06-22 11:50:00,28.59,27.48,26.7
2002-06-22 12:00:00,28.78,28.13,27.1
2002-06-22 12:10:00,28.91,27.98,26.9
2002-06-22 12:20:00,29.5,28.57,27.4
2002-06-22 12:30:00,29.06,28.45,28.2
2002-06-22 12:40:00,29.29,28.32,28.2
2002-06-22 12:50:00,29.08,28.36,27.8
2002-06-22 13:00:00,29.83,29.01,27.9
2002-06-22 13:10:00,29.74,29.01,28.3
2002-06-22 13:20:00,29.78,29.02,28.2
2002-06-22 13:30:00,29.91,29.16,28.0
2002-06-22 13:40:00,29.55,29.1,28.1
2002-06-22 13:50:00,30.19,29.33,27.9
2002-06-22 14:00:00,30.35,29.42,28.9
2002-06-22 14:10:00,30.24,29.35,29.0
2002-06-22 14:20:00,29.94,29.11,29.1
2002-06-22 14:30:00,30.97,29.73,28.6
2002-06-22 14:40:00,30.37,29.49,29.4
2002-06-22 14:50:00,30.17,29.51,29.8
2002-06-22 15:00:00,31.17,30.19,29.5
2002-06-22 15:10:00,31.04,30.31,28.3
2002-06-22 15:20:00,30.37,29.49,28.7
2002-06-22 15:30:00,31.16,30.33,29.3
2002-06-22 15:40:00,30.98,30.14,29.8
2002-06-22 15:50:00,31.38,30.59,29.9
2002-06-22 16:00:00,30.73,30.25,29.7
2002-06-22 16:10:00,31.01,30.3,30.0
2002-06-22 16:20:00,30.77,30.27,30.2
2002-06-22 16:30:00,30.64,30.12,30.4
2002-06-22 16:40:00,30.59,30.27,29.9
2002-06-22 16:50:00,30.75,30.37,30.2
2002-06-22 17:00:00,30.33,29.93,30.2
2002-06-22 17:10:00,31.11,30.67,30.8
2002-06-22 17:20:00,30.74,30.45,30.4
2002-06-22 17:30:00,30.74,30.36,30.3
2002-06-22 17:40:00,30.75,30.48,30.7
2002-06-22 17:50:00,30.56,30.27,30.7
2002-06-22 18:00:00,30.61,30.36,30.5
2002-06-22 18:10:00,30.44,30.05,30.0
2002-06-22 18:20:00,30.51,30.22,30.1
2002-06-22 18:30:00,30.45,30.12,30.3
2002-06-22 18:40:00,30.52,30.14,30.2
2002-06-22 18:50:00,30.3,29.95,30.0
2002-06-22 19:00:00,30.08,29.76,29.6
2002-06-22 19:10:00,30.04,29.83,29.0
2002-06-22 19:20:00,30.15,29.81,28.8
2002-06-22 19:30:00,30.09,29.72,28.1
2002-06-22 19:40:00,29.96,29.52,27.3
2002-06-22 19:50:00,29.71,29.41,26.6
2002-06-22 20:00:00,29.72,29.31,26.3
2002-06-22 20:10:00,29.58,29.16,25.9
2002-06-22 20:20:00,29.41,29.04,25.2
2002-06-22 20:30:00,29.42,29.02,24.6
2002-06-22 20:40:00,29.2,28.89,24.3
2002-06-22 20:50:00,29.15,28.77,23.7
2002-06-22 21:00:00,29.11,28.68,23.1
2002-06-22 21:10:00,28.85,28.49,22.8
2002-06-22 21:20:00,28.57,28.27,22.6
2002-06-22 21:30:00,28.32,27.89,22.4
2002-06-22 21:40:00,27.67,27.32,22.3
2002-06-22 21:50:00,27.62,27.33,22.0
2002-06-22 22:00:00,27.85,27.47,21.5
2002-06-22 22:10:00,26.92,26.58,21.0
2002-06-22 22:20:00,26.39,25.95,20.9
2002-06-22 22:30:00,26.14,25.77,21.2
2002-06-22 22:40:00,26.15,25.77,21.5
2002-06-22 22:50:00,25.89,25.59,21.6
2002-06-22 23:00:00,25.43,25.26,21.7
2002-06-22 23:10:00,25.25,25.12,21.7
2002-06-22 23:20:00,24.85,24.46,21.7
2002-06-22 23:30:00,24.77,24.31,21.5
2002-06-22 23:40:00,24.52,24.21,21.5
2002-06-22 23:50:00,24.42,24.02,21.2
2002-06-23 00:00:00,24.01,23.8,21.0
2002-06-23 00:10:00,23.97,23.68,21.1
2002-06-23 00:20:00,23.99,23.74,20.8
2002-06-23 00:30:00,23.94,23.73,20.8
2002-06-23 00:40:00,23.78,23.47,20.5
2002-06-23 00:50:00,23.76,23.5,20.4
2002-06-23 01:00:00,23.69,23.26,20.5
2002-06-23 01:10:00,22.98,22.6,20.4
2002-06-23 01:20:00,22.93,22.5,20.4
2002-06-23 01:30:00,22.73,22.42,20.2
2002-06-23 01:40:00,22.64,22.3,20.0
2002-06-23 01:50:00,22.65,22.26,19.8
2002-06-23 02:00:00,22.34,21.82,19.7
2002-06-23 02:10:00,22.41,22.0,19.5
2002-06-23 02:20:00,22.08,21.64,19.4
2002-06-23 02:30:00,21.96,21.54,19.4
2002-06-23 02:40:00,22.27,22.1,19.2
2002-06-23 02:50:00,22.4,22.11,19.1
2002-06-23 03:00:00,22.35,22.2,19.0
2002-06-23 03:10:00,22.32,22.1,18.9
2002-06-23 03:20:00,22.17,22.05,19.1
2002-06-23 03:30:00,21.7,21.43,19.0
2002-06-23 03:40:00,21.34,21.07,19.0
2002-06-23 03:50:00,21.19,20.92,19.0
2002-06-23 04:00:00,21.3,21.12,18.9
2002-06-23 04:10:00,21.47,21.4,18.7
2002-06-23 04:20:00,21.33,21.06,18.6
2002-06-23 04:30:00,20.93,20.52,18.5
2002-06-23 04:40:00,21.02,20.82,18.5
2002-06-23 04:50:00,20.89,20.81,18.6
2002-06-23 05:00:00,20.73,20.44,18.6
2002-06-23 05:10:00,20.8,20.68,18.6
2002-06-23 05:20:00,20.55,20.15,19.0
2002-06-23 05:30:00,21.13,20.99,19.5
2002-06-23 05:40:00,21.31,21.29,19.9
2002-06-23 05:50:00,21.47,21.27,20.1
2002-06-23 06:00:00,21.3,21.23,20.3
2002-06-23 06:10:00,21.42,21.3,20.3
2002-06-23 06:20:00,21.61,21.44,20.5
2002-06-23 06:30:00,21.97,21.94,21.0
2002-06-23 06:40:00,21.98,21.75,21.2
2002-06-23 06:50:00,22.34,22.17,21.5
2002-06-23 07:00:00,22.52,22.34,21.5
2002-06-23 07:10:00,23.01,22.76,21.9
2002-06-23 07:20:00,23.38,22.99,22.2
2002-06-23 07:30:00,23.78,23.42,22.5
2002-06-23 07:40:00,24.15,23.74,23.0
2002-06-23 07:50:00,24.81,24.28,23.6
2002-06-23 08:00:00,24.44,24.34,23.9
2002-06-23 08:10:00,24.88,24.61,24.3
2002-06-23 08:20:00,25.24,24.9,24.7
2002-06-23 08:30:00,26.1,25.41,25.4
2002-06-23 08:40:00,26.34,25.71,26.2
2002-06-23 08:50:00,26.67,25.98,27.0
2002-06-23 09:00:00,27.05,26.44,27.4
2002-06-23 09:10:00,27.54,26.98,27.3
2002-06-23 09:20:00,27.49,26.54,27.3
2002-06-23 09:30:00,27.73,27.16,27.5
2002-06-23 09:40:00,27.97,27.55,27.8
2002-06-23 09:50:00,28.42,27.83,27.9
2002-06-23 10:00:00,28.61,28.13,28.2
2002-06-23 10:10:00,29.18,28.64,28.6
2002-06-23 10:20:00,29.14,28.83,28.7
2002-06-23 10:30:00,29.3,28.81,28.6
2002-06-23 10:40:00,29.71,28.99,28.9
2002-06-23 10:50:00,29.99,29.22,29.0
2002-06-23 11:00:00,29.75,29.12,29.4
2002-06-23 11:10:00,29.92,29.16,29.6
2002-06-23 11:20:00,30.5,29.47,29.5
2002-06-23 11:30:00,30.54,29.37,29.4
2002-06-23 11:40:00,30.33,29.86,29.4
2002-06-23 11:50:00,29.98,29.61,29.5
2002-06-23 12:00:00,30.72,30.1,29.5
2002-06-23 12:10:00,30.36,29.69,29.9
2002-06-23 12:20:00,31.5,30.46,29.7
2002-06-23 12:30:00,30.99,30.36,29.9
2002-06-23 12:40:00,31.35,30.53,29.9
2002-06-23 12:50:00,31.05,30.69,30.1
2002-06-23 13:00:00,30.88,30.37,30.1
2002-06-23 13:10:00,31.65,30.91,30.4
2002-06-23 13:20:00,31.46,30.79,30.5
2002-06-23 13:30:00,30.79,30.59,30.3
2002-06-23 13:40:00,30.75,30.4,30.7
2002-06-23 13:50:00,30.99,30.82,30.5
2002-06-23 14:00:00,31.53,30.91,30.6
2002-06-23 14:10:00,31.75,31.25,30.6
2002-06-23 14:20:00,31.52,31.26,30.9
2002-06-23 14:30:00,31.48,31.1,31.1
2002-06-23 14:40:00,32.19,31.38,30.8
2002-06-23 14:50:00,32.31,31.2,31.0
2002-06-23 15:00:00,31.29,30.91,31.0
2002-06-23 15:10:00,31.05,30.79,31.0
2002-06-23 15:20:00,31.31,30.88,31.2
2002-06-23 15:30:00,31.96,31.25,30.9
2002-06-23 15:40:00,31.52,30.93,30.9
2002-06-23 15:50:00,31.26,30.95,31.0
2002-06-23 16:00:00,31.41,31.08,30.7
2002-06-23 16:10:00,31.56,31.02,30.4
2002-06-23 16:20:00,30.91,30.67,30.4
2002-06-23 16:30:00,30.94,30.74,30.2
2002-06-23 16:40:00,30.8,30.55,30.1
2002-06-23 16:50:00,30.99,30.72,30.0
2002-06-23 17:00:00,30.74,30.45,29.9
2002-06-23 17:10:00,30.74,30.38,29.8
2002-06-23 17:20:00,30.43,30.15,29.6
2002-06-23 17:30:00,30.09,29.88,29.5
2002-06-23 17:40:00,29.9,29.7,29.1
2002-06-23 17:50:00,29.76,29.38,28.8
2002-06-23 18:00:00,29.33,29.05,28.7
2002-06-23 18:10:00,29.2,28.96,28.3
2002-06-23 18:20:00,29.14,28.86,28.0
2002-06-23 18:30:00,28.64,28.34,27.7
2002-06-23 18:40:00,28.41,28.01,27.6
2002-06-23 18:50:00,27.92,27.72,27.2
2002-06-23 19:00:00,27.92,27.5,26.9
2002-06-23 19:10:00,27.74,27.3,26.6
2002-06-23 19:20:00,27.5,27.18,26.4
2002-06-23 19:30:00,27.27,27.0,26.2
2002-06-23 19:40:00,27.17,26.85,25.8
2002-06-23 19:50:00,26.61,26.41,25.4
2002-06-23 20:00:00,26.69,26.37,25.1
2002-06-23 20:10:00,26.49,26.16,24.8
2002-06-23 20:20:00,26.35,25.9,24.5
2002-06-23 20:30:00,25.93,25.7,24.4
2002-06-23 20:40:00,25.69,25.43,24.4
2002-06-23 20:50:00,25.6,25.33,24.4
2002-06-23 21:00:00,25.48,25.17,24.2
2002-06-23 21:10:00,25.21,24.97,24.0
2002-06-23 21:20:00,25.26,24.86,23.8
2002-06-23 21:30:00,25.13,24.72,23.7
2002-06-23 21:40:00,24.9,24.61,23.6
2002-06-23 21:50:00,24.8,24.53,23.4
2002-06-23 22:00:00,24.91,24.64,23.3
2002-06-23 22:10:00,24.89,24.52,23.3
2002-06-23 22:20:00,24.6,24.1,23.1
2002-06-23 22:30:00,23.95,23.62,23.0
2002-06-23 22:40:00,23.62,23.27,22.7
2002-06-23 22:50:00,23.58,23.15,22.3
2002-06-23 23:00:00,23.3,22.97,21.9
2002-06-23 23:10:00,22.89,22.6,21.6
2002-06-23 23:20:00,22.7,22.13,21.4
2002-06-23 23:30:00,22.57,22.15,21.3
2002-06-23 23:40:00,22.46,22.06,21.2
2002-06-23 23:50:00,22.41,22.07,21.1
2002-06-24 00:00:00,22.32,21.89,21.0
2002-06-24 00:10:00,22.05,21.83,20.9
2002-06-24 00:20:00,21.18,20.78,20.9
2002-06-24 00:30:00,20.27,19.19,20.9
2002-06-24 00:40:00,19.86,19.39,20.7
2002-06-24 00:50:00,19.61,19.48,20.7
2002-06-24 01:00:00,19.64,19.62,20.1
2002-06-24 01:10:00,19.78,19.6,19.9
2002-06-24 01:20:00,19.77,19.61,19.9
2002-06-24 01:30:00,19.37,19.2,19.7
2002-06-24 01:40:00,19.45,19.18,19.2
