,Urban_DBT_C_2.6,Urban_DBT_C_13.9,Rural_DBT_C
2002-06-16 07:50:00,21.98,21.55,22.9
2002-06-16 08:00:00,22.19,21.89,23.3
2002-06-16 08:10:00,22.49,22.16,23.3
2002-06-16 08:20:00,22.61,22.3,23.3
2002-06-16 08:30:00,23.02,22.42,23.3
2002-06-16 08:40:00,23.13,22.6,23.0
2002-06-16 08:50:00,23.21,22.77,23.1
2002-06-16 09:00:00,23.06,22.76,23.1
2002-06-16 09:10:00,23.3,23.01,23.6
2002-06-16 09:20:00,23.02,22.72,23.2
2002-06-16 09:30:00,22.97,22.67,22.7
2002-06-16 09:40:00,22.83,22.65,22.8
2002-06-16 09:50:00,23.43,23.05,22.6
2002-06-16 10:00:00,23.27,22.98,22.8
2002-06-16 10:10:00,23.09,22.85,22.7
2002-06-16 10:20:00,23.29,22.89,22.8
2002-06-16 10:30:00,23.28,22.91,23.1
2002-06-16 10:40:00,23.84,23.53,23.3
2002-06-16 10:50:00,24.16,23.87,23.6
2002-06-16 11:00:00,24.73,24.2,23.6
2002-06-16 11:10:00,24.89,24.42,24.2
2002-06-16 11:20:00,25.26,24.77,24.3
2002-06-16 11:30:00,25.43,25.0,24.5
2002-06-16 11:40:00,25.44,25.19,25.5
2002-06-16 11:50:00,26.17,25.8,25.9
2002-06-16 12:00:00,26.29,25.66,26.1
2002-06-16 12:10:00,26.09,25.76,25.8
2002-06-16 12:20:00,26.13,25.56,25.2
2002-06-16 12:30:00,26.57,25.89,26.1
2002-06-16 12:40:00,26.44,25.84,26.5
2002-06-16 12:50:00,27.22,26.53,26.5
2002-06-16 13:00:00,27.69,26.95,26.7
2002-06-16 13:10:00,27.73,26.77,27.1
2002-06-16 13:20:00,28.12,27.54,28.0
2002-06-16 13:30:00,28.95,27.98,28.1
2002-06-16 13:40:00,28.39,27.67,28.5
2002-06-16 13:50:00,28.2,27.71,28.1
2002-06-16 14:00:00,28.86,28.28,28.9
2002-06-16 14:10:00,29.14,28.57,29.0
2002-06-16 14:20:00,29.42,28.73,29.1
2002-06-16 14:30:00,29.37,28.65,29.0
2002-06-16 14:40:00,29.79,28.66,29.1
2002-06-16 14:50:00,29.84,29.45,29.6
2002-06-16 15:00:00,30.58,29.86,29.7
2002-06-16 15:10:00,30.8,29.94,29.7
2002-06-16 15:20:00,30.81,30.01,30.3
2002-06-16 15:30:00,30.49,29.84,30.4
2002-06-16 15:40:00,30.62,29.91,29.4
2002-06-16 15:50:00,30.62,30.08,29.4
2002-06-16 16:00:00,30.23,29.93,29.9
2002-06-16 16:10:00,30.26,29.85,30.0
2002-06-16 16:20:00,30.41,29.95,30.0
2002-06-16 16:30:00,30.48,30.04,29.7
2002-06-16 16:40:00,30.46,30.18,30.1
2002-06-16 16:50:00,30.63,30.27,30.1
2002-06-16 17:00:00,30.28,30.02,29.7
2002-06-16 17:10:00,30.4,30.13,29.9
2002-06-16 17:20:00,30.06,29.8,29.8
2002-06-16 17:30:00,30.22,29.88,29.8
2002-06-16 17:40:00,29.93,29.6,29.9
2002-06-16 17:50:00,29.87,29.55,29.7
2002-06-16 18:00:00,29.83,29.44,29.5
2002-06-16 18:10:00,29.78,29.45,29.4
2002-06-16 18:20:00,29.63,29.26,29.3
2002-06-16 18:30:00,29.22,28.92,29.3
2002-06-16 18:40:00,29.26,29.03,29.2
2002-06-16 18:50:00,29.52,29.16,29.2
2002-06-16 19:00:00,29.25,28.88,29.1
2002-06-16 19:10:00,29.17,28.87,28.5
2002-06-16 19:20:00,29.09,28.78,27.4
2002-06-16 19:30:00,29.04,28.7,27.2
2002-06-16 19:40:00,28.95,28.68,26.7
2002-06-16 19:50:00,28.76,28.5,26.6
2002-06-16 20:00:00,28.68,28.38,26.1
2002-06-16 20:10:00,28.67,28.36,25.1
2002-06-16 20:20:00,28.5,28.21,23.9
2002-06-16 20:30:00,28.29,28.03,23.2
2002-06-16 20:40:00,28.18,27.98,22.6
2002-06-16 20:50:00,27.61,27.44,22.2
2002-06-16 21:00:00,27.41,27.17,21.8
2002-06-16 21:10:00,26.78,26.4,21.4
2002-06-16 21:20:00,26.51,25.99,21.7
2002-06-16 21:30:00,26.15,25.63,21.8
2002-06-16 21:40:00,25.76,25.36,21.6
2002-06-16 21:50:00,25.41,25.1,21.8
2002-06-16 22:00:00,25.35,24.96,21.8
2002-06-16 22:10:00,25.21,24.79,21.8
2002-06-16 22:20:00,24.71,24.31,21.7
2002-06-16 22:30:00,24.51,23.99,21.9
2002-06-16 22:40:00,24.23,23.78,20.9
2002-06-16 22:50:00,23.92,23.52,20.3
2002-06-16 23:00:00,23.69,23.31,20.1
2002-06-16 23:10:00,23.4,22.96,20.2
2002-06-16 23:20:00,23.35,22.95,20.3
2002-06-16 23:30:00,23.13,22.76,20.4
2002-06-16 23:40:00,22.84,22.54,20.2
2002-06-16 23:50:00,22.69,22.33,20.0
2002-06-17 00:00:00,22.55,22.26,19.9
2002-06-17 00:10:00,22.61,22.29,19.9
2002-06-17 00:20:00,22.43,22.06,19.9
2002-06-17 00:30:00,22.27,21.97,19.9
2002-06-17 00:40:00,22.23,21.87,20.0
2002-06-17 00:50:00,21.66,21.33,20.0
2002-06-17 01:00:00,21.77,21.35,19.8
2002-06-17 01:10:00,21.68,21.34,19.6
2002-06-17 01:20:00,21.45,21.17,19.4
2002-06-17 01:30:00,21.33,20.94,19.3
2002-06-17 01:40:00,21.3,21.0,19.3
2002-06-17 01:50:00,21.2,20.87,19.3
2002-06-17 02:00:00,20.91,20.63,19.3
2002-06-17 02:10:00,20.82,20.47,19.3
2002-06-17 02:20:00,20.72,20.42,19.1
2002-06-17 02:30:00,20.54,20.25,19.0
2002-06-17 02:40:00,20.56,20.27,18.9
2002-06-17 02:50:00,20.65,20.2,18.9
2002-06-17 03:00:00,20.85,20.4,19.0
2002-06-17 03:10:00,20.72,20.26,18.9
2002-06-17 03:20:00,20.32,19.91,18.7
2002-06-17 03:30:00,20.2,19.79,18.7
2002-06-17 03:40:00,20.14,19.67,18.7
2002-06-17 03:50:00,20.01,19.56,18.7
2002-06-17 04:00:00,19.92,19.55,18.4
2002-06-17 04:10:00,19.79,19.51,18.5
2002-06-17 04:20:00,19.75,19.5,18.4
2002-06-17 04:30:00,19.62,19.43,18.5
2002-06-17 04:40:00,19.69,19.46,18.5
2002-06-17 04:50:00,19.8,19.57,18.3
2002-06-17 05:00:00,19.87,19.57,18.3
2002-06-17 05:10:00,19.62,19.33,18.4
2002-06-17 05:20:00,19.77,19.56,18.4
2002-06-17 05:30:00,20.13,19.89,18.6
2002-06-17 05:40:00,20.08,19.82,18.8
2002-06-17 05:50:00,20.44,20.12,19.0
2002-06-17 06:00:00,20.71,20.39,19.1
2002-06-17 06:10:00,20.84,20.57,19.3
2002-06-17 06:20:00,21.19,20.76,19.5
2002-06-17 06:30:00,21.64,21.21,19.9
2002-06-17 06:40:00,22.03,21.55,20.2
2002-06-17 06:50:00,22.07,21.72,20.4
2002-06-17 07:00:00,22.73,22.19,20.7
2002-06-17 07:10:00,22.62,22.33,21.1
2002-06-17 07:20:00,23.3,22.81,21.5
2002-06-17 07:30:00,23.6,23.16,22.0
2002-06-17 07:40:00,23.85,23.41,22.3
2002-06-17 07:50:00,24.22,23.81,22.7
2002-06-17 08:00:00,24.85,24.34,23.2
2002-06-17 08:10:00,24.94,24.47,23.7
2002-06-17 08:20:00,25.37,24.91,24.3
2002-06-17 08:30:00,25.69,25.38,24.9
2002-06-17 08:40:00,26.67,26.04,25.6
2002-06-17 08:50:00,26.75,26.18,25.9
2002-06-17 09:00:00,27.02,26.62,26.4
2002-06-17 09:10:00,27.27,26.81,26.7
2002-06-17 09:20:00,27.8,27.23,27.0
2002-06-17 09:30:00,28.12,27.51,27.2
2002-06-17 09:40:00,28.62,28.15,27.5
2002-06-17 09:50:00,29.42,28.67,27.8
2002-06-17 10:00:00,29.72,28.95,28.0
2002-06-17 10:10:00,29.91,29.26,28.3
2002-06-17 10:20:00,30.76,29.62,28.5
2002-06-17 10:30:00,30.73,29.86,28.8
2002-06-17 10:40:00,30.99,30.18,29.2
2002-06-17 10:50:00,31.12,30.42,29.6
2002-06-17 11:00:00,31.66,30.72,29.9
2002-06-17 11:10:00,31.9,30.96,30.0
2002-06-17 11:20:00,31.85,31.34,30.4
2002-06-17 11:30:00,32.13,31.33,30.6
2002-06-17 11:40:00,32.54,31.41,30.8
2002-06-17 11:50:00,32.53,31.54,31.2
2002-06-17 12:00:00,33.19,32.37,31.5
2002-06-17 12:10:00,33.32,32.59,31.8
2002-06-17 12:20:00,32.88,32.25,32.2
2002-06-17 12:30:00,33.05,32.56,32.4
2002-06-17 12:40:00,33.46,32.9,32.6
2002-06-17 12:50:00,33.68,33.0,32.9
2002-06-17 13:00:00,34.25,33.35,33.1
2002-06-17 13:10:00,33.79,33.01,32.9
2002-06-17 13:20:00,34.07,33.5,33.0
2002-06-17 13:30:00,33.82,33.12,33.2
2002-06-17 13:40:00,34.01,33.44,33.2
2002-06-17 13:50:00,34.6,34.03,33.4
2002-06-17 14:00:00,34.88,34.15,33.5
2002-06-17 14:10:00,34.46,33.88,33.5
2002-06-17 14:20:00,35.07,34.48,33.8
2002-06-17 14:30:00,35.28,34.26,33.8
2002-06-17 14:40:00,35.03,34.43,33.8
2002-06-17 14:50:00,34.77,34.15,33.9
2002-06-17 15:00:00,34.98,34.35,34.2
2002-06-17 15:10:00,35.13,34.59,34.2
2002-06-17 15:20:00,35.28,34.75,34.4
2002-06-17 15:30:00,34.94,34.25,34.7
2002-06-17 15:40:00,35.29,34.86,34.7
2002-06-17 15:50:00,35.36,35.2,34.5
2002-06-17 16:00:00,35.05,34.77,34.4
2002-06-17 16:10:00,34.96,34.87,34.6
2002-06-17 16:20:00,35.07,35.05,34.6
2002-06-17 16:30:00,35.31,35.34,34.5
2002-06-17 16:40:00,35.33,35.31,34.5
2002-06-17 16:50:00,35.25,35.25,34.4
2002-06-17 17:00:00,35.23,35.4,34.4
2002-06-17 17:10:00,35.1,35.18,34.4
2002-06-17 17:20:00,35.05,35.12,34.2
2002-06-17 17:30:00,34.97,35.03,34.1
2002-06-17 17:40:00,34.97,35.19,34.0
2002-06-17 17:50:00,34.91,35.05,33.9
2002-06-17 18:00:00,34.72,34.83,33.8
2002-06-17 18:10:00,34.67,34.67,33.6
2002-06-17 18:20:00,34.47,34.67,33.3
2002-06-17 18:30:00,34.39,34.55,33.0
2002-06-17 18:40:00,34.26,34.26,32.7
2002-06-17 18:50:00,34.02,34.14,32.4
2002-06-17 19:00:00,33.84,33.89,32.2
2002-06-17 19:10:00,33.66,33.61,31.4
2002-06-17 19:20:00,33.41,33.3,30.6
2002-06-17 19:30:00,33.24,33.15,29.9
2002-06-17 19:40:00,33.0,32.9,29.7
2002-06-17 19:50:00,32.67,32.57,29.4
2002-06-17 20:00:00,32.38,32.26,28.8
2002-06-17 20:10:00,32.09,31.79,28.0
2002-06-17 20:20:00,31.37,31.1,27.5
2002-06-17 20:30:00,30.92,30.51,26.6
2002-06-17 20:40:00,30.58,30.16,26.2
2002-06-17 20:50:00,30.2,29.79,26.0
2002-06-17 21:00:00,29.67,29.31,25.6
2002-06-17 21:10:00,29.39,29.09,25.4
2002-06-17 21:20:00,29.32,28.91,25.4
2002-06-17 21:30:00,29.12,28.8,25.3
2002-06-17 21:40:00,28.93,28.46,24.7
2002-06-17 21:50:00,28.41,27.98,24.4
2002-06-17 22:00:00,27.99,27.47,24.1
2002-06-17 22:10:00,27.51,26.97,23.8
2002-06-17 22:20:00,27.19,26.73,23.5
2002-06-17 22:30:00,27.07,26.56,23.4
2002-06-17 22:40:00,26.92,26.43,23.8
2002-06-17 22:50:00,26.47,26.04,23.9
2002-06-17 23:00:00,26.2,25.72,23.8
2002-06-17 23:10:00,25.91,25.49,23.8
2002-06-17 23:20:00,25.68,25.42,23.3
2002-06-17 23:30:00,25.5,25.1,23.0
2002-06-17 23:40:00,25.14,24.99,23.4
2002-06-17 23:50:00,24.87,24.7,23.5
2002-06-18 00:00:00,24.77,24.71,22.9
2002-06-18 00:10:00,24.74,24.49,22.6
2002-06-18 00:20:00,24.67,24.39,22.8
2002-06-18 00:30:00,24.5,24.16,22.5
2002-06-18 00:40:00,24.48,24.08,22.3
2002-06-18 00:50:00,24.14,23.77,22.5
2002-06-18 01:00:00,24.05,23.65,22.5
2002-06-18 01:10:00,23.99,23.79,22.4
2002-06-18 01:20:00,23.98,23.58,22.4
2002-06-18 01:30:00,23.6,23.35,22.4
2002-06-18 01:40:00,23.46,23.13,22.3
2002-06-18 01:50:00,23.34,23.04,22.4
2002-06-18 02:00:00,23.52,23.16,22.4
2002-06-18 02:10:00,23.58,23.18,22.1
2002-06-18 02:20:00,23.39,23.08,21.7
2002-06-18 02:30:00,23.75,23.22,21.0
2002-06-18 02:40:00,23.54,23.3,19.7
2002-06-18 02:50:00,23.26,23.06,19.1
2002-06-18 03:00:00,23.45,22.98,18.9
2002-06-18 03:10:00,22.74,22.57,18.9
2002-06-18 03:20:00,22.94,22.68,19.0
2002-06-18 03:30:00,22.9,22.54,18.7
2002-06-18 03:40:00,22.94,22.64,18.2
2002-06-18 03:50:00,22.57,22.43,18.0
2002-06-18 04:00:00,22.52,22.19,18.3
2002-06-18 04:10:00,21.97,21.74,18.5
2002-06-18 04:20:00,21.79,21.65,18.9
2002-06-18 04:30:00,21.73,21.45,19.4
2002-06-18 04:40:00,21.7,21.4,19.4
2002-06-18 04:50:00,21.51,21.21,19.1
2002-06-18 05:00:00,21.33,21.07,18.8
2002-06-18 05:10:00,21.29,20.9,19.2
2002-06-18 05:20:00,21.27,20.84,19.8
2002-06-18 05:30:00,21.21,20.86,20.2
2002-06-18 05:40:00,21.31,20.93,20.3
2002-06-18 05:50:00,21.16,20.88,20.5
2002-06-18 06:00:00,21.62,21.19,20.5
2002-06-18 06:10:00,21.61,21.31,20.6
2002-06-18 06:20:00,22.13,21.53,20.7
2002-06-18 06:30:00,22.22,21.92,20.7
2002-06-18 06:40:00,22.55,22.18,20.8
2002-06-18 06:50:00,22.71,22.35,21.3
2002-06-18 07:00:00,23.36,22.85,21.6
2002-06-18 07:10:00,23.42,23.0,22.0
2002-06-18 07:20:00,23.97,23.5,22.3
2002-06-18 07:30:00,24.35,23.82,22.8
2002-06-18 07:40:00,24.54,24.14,23.0
2002-06-18 07:50:00,24.81,24.38,23.5
2002-06-18 08:00:00,25.46,25.02,23.9
2002-06-18 08:10:00,25.93,25.55,24.5
2002-06-18 08:20:00,26.71,26.04,25.0
2002-06-18 08:30:00,27.05,26.52,25.4
2002-06-18 08:40:00,27.17,26.53,25.6
2002-06-18 08:50:00,27.58,26.97,26.1
2002-06-18 09:00:00,28.35,27.67,26.5
2002-06-18 09:10:00,28.56,28.03,27.0
2002-06-18 09:20:00,29.31,28.59,27.4
2002-06-18 09:30:00,29.45,28.9,28.0
2002-06-18 09:40:00,29.72,29.03,28.4
2002-06-18 09:50:00,30.23,29.63,28.9
2002-06-18 10:00:00,30.67,29.88,29.3
2002-06-18 10:10:00,31.1,30.49,29.8
2002-06-18 10:20:00,31.37,30.52,29.9
2002-06-18 10:30:00,32.0,30.82,30.2
2002-06-18 10:40:00,31.73,30.93,30.4
2002-06-18 10:50:00,32.23,31.35,31.1
2002-06-18 11:00:00,32.55,32.02,31.5
2002-06-18 11:10:00,33.45,32.58,32.0
2002-06-18 11:20:00,33.34,32.6,32.4
2002-06-18 11:30:00,33.58,32.74,33.0
2002-06-18 11:40:00,33.03,32.65,33.5
2002-06-18 11:50:00,33.48,32.9,33.6
2002-06-18 12:00:00,34.29,33.23,34.0
2002-06-18 12:10:00,34.08,33.06,33.7
2002-06-18 12:20:00,34.66,34.01,34.0
2002-06-18 12:30:00,35.05,34.28,34.2
2002-06-18 12:40:00,34.47,33.99,34.6
2002-06-18 12:50:00,34.96,34.19,35.0
2002-06-18 13:00:00,35.07,34.66,34.7
2002-06-18 13:10:00,34.71,34.47,35.2
2002-06-18 13:20:00,34.9,34.67,35.4
2002-06-18 13:30:00,34.96,34.44,35.5
2002-06-18 13:40:00,35.25,34.73,35.2
2002-06-18 13:50:00,35.29,34.96,35.7
2002-06-18 14:00:00,35.99,35.57,35.3
2002-06-18 14:10:00,36.48,35.78,35.6
2002-06-18 14:20:00,36.19,35.47,35.5
2002-06-18 14:30:00,36.13,35.4,35.5
2002-06-18 14:40:00,36.54,35.63,36.4
2002-06-18 14:50:00,36.18,35.48,36.0
2002-06-18 15:00:00,36.12,35.47,35.7
2002-06-18 15:10:00,36.4,35.46,35.3
2002-06-18 15:20:00,36.54,35.64,35.0
2002-06-18 15:30:00,36.52,35.59,34.8
2002-06-18 15:40:00,36.59,35.87,34.7
2002-06-18 15:50:00,36.46,35.86,35.0
2002-06-18 16:00:00,36.75,36.16,35.2
2002-06-18 16:10:00,36.42,36.03,35.5
2002-06-18 16:20:00,36.23,35.83,35.3
2002-06-18 16:30:00,36.07,35.88,35.2
2002-06-18 16:40:00,35.75,35.4,34.8
2002-06-18 16:50:00,35.39,35.14,34.6
2002-06-18 17:00:00,35.14,34.76,34.0
2002-06-18 17:10:00,34.55,34.17,33.8
2002-06-18 17:20:00,34.46,34.11,33.8
2002-06-18 17:30:00,34.41,34.12,33.6
2002-06-18 17:40:00,34.26,33.98,33.5
2002-06-18 17:50:00,34.35,34.0,32.9
2002-06-18 18:00:00,34.32,33.94,32.5
2002-06-18 18:10:00,34.27,34.04,33.1
2002-06-18 18:20:00,34.01,33.83,33.1
2002-06-18 18:30:00,34.12,33.8,32.7
2002-06-18 18:40:00,33.82,33.62,32.5
2002-06-18 18:50:00,33.56,33.32,32.4
2002-06-18 19:00:00,33.52,33.13,32.1
2002-06-18 19:10:00,33.38,32.95,31.7
2002-06-18 19:20:00,33.15,32.85,31.5
2002-06-18 19:30:00,32.95,32.52,31.4
2002-06-18 19:40:00,32.69,32.29,31.0
2002-06-18 19:50:00,32.43,32.02,30.3
2002-06-18 20:00:00,31.94,31.65,29.5
2002-06-18 20:10:00,31.76,31.44,29.1
2002-06-18 20:20:00,31.78,31.35,28.7
2002-06-18 20:30:00,31.86,31.39,28.1
2002-06-18 20:40:00,31.35,30.94,27.7
2002-06-18 20:50:00,31.18,30.76,27.6
2002-06-18 21:00:00,31.04,30.59,27.0
2002-06-18 21:10:00,30.79,30.42,26.4
2002-06-18 21:20:00,30.71,30.29,25.4
2002-06-18 21:30:00,30.57,30.0,24.5
2002-06-18 21:40:00,30.3,29.89,24.2
2002-06-18 21:50:00,30.09,29.75,23.9
2002-06-18 22:00:00,29.88,29.45,24.1
2002-06-18 22:10:00,29.82,29.49,24.0
2002-06-18 22:20:00,29.66,29.35,24.5
2002-06-18 22:30:00,29.73,29.27,24.9
2002-06-18 22:40:00,29.24,28.73,24.7
2002-06-18 22:50:00,28.6,28.2,24.9
2002-06-18 23:00:00,28.31,27.97,24.1
2002-06-18 23:10:00,27.81,27.39,23.4
2002-06-18 23:20:00,27.88,27.5,23.2
2002-06-18 23:30:00,27.78,27.36,22.9
2002-06-18 23:40:00,27.07,26.58,22.2
2002-06-18 23:50:00,26.57,26.06,21.6
2002-06-19 00:00:00,26.21,25.74,21.2
2002-06-19 00:10:00,26.4,25.99,21.0
2002-06-19 00:20:00,26.07,25.68,20.6
2002-06-19 00:30:00,25.82,25.4,20.0
2002-06-19 00:40:00,25.91,25.57,19.9
2002-06-19 00:50:00,25.54,25.12,21.0
2002-06-19 01:00:00,24.95,24.5,21.2
2002-06-19 01:10:00,25.2,24.96,21.0
2002-06-19 01:20:00,25.06,24.84,20.3
2002-06-19 01:30:00,24.74,24.41,19.9
2002-06-19 01:40:00,24.36,24.01,19.7
2002-06-19 01:50:00,24.34,24.08,20.4
2002-06-19 02:00:00,24.1,23.69,20.7
2002-06-19 02:10:00,23.99,23.61,20.4
2002-06-19 02:20:00,23.97,23.6,20.5
2002-06-19 02:30:00,24.1,23.59,20.4
2002-06-19 02:40:00,24.11,23.71,20.5
2002-06-19 02:50:00,23.63,23.46,20.2
2002-06-19 03:00:00,23.57,23.37,20.0
2002-06-19 03:10:00,23.06,22.83,18.9
2002-06-19 03:20:00,23.11,22.74,18.5
2002-06-19 03:30:00,23.05,22.73,18.2
2002-06-19 03:40:00,23.6,23.17,18.4
2002-06-19 03:50:00,23.47,23.16,18.2
2002-06-19 04:00:00,23.04,22.79,17.9
2002-06-19 04:10:00,23.05,23.01,17.7
2002-06-19 04:20:00,23.44,23.13,17.7
2002-06-19 04:30:00,23.19,23.0,17.4
2002-06-19 04:40:00,23.4,23.16,17.5
2002-06-19 04:50:00,23.29,23.01,17.6
2002-06-19 05:00:00,23.12,22.84,17.9
2002-06-19 05:10:00,23.23,22.78,17.8
2002-06-19 05:20:00,23.1,22.73,18.2
2002-06-19 05:30:00,23.22,22.77,18.8
2002-06-19 05:40:00,23.3,22.94,19.2
2002-06-19 05:50:00,23.26,22.88,19.3
2002-06-19 06:00:00,23.0,22.83,19.4
2002-06-19 06:10:00,23.14,22.96,20.1
2002-06-19 06:20:00,23.21,22.74,20.7
2002-06-19 06:30:00,22.89,22.46,21.2
2002-06-19 06:40:00,23.05,22.85,21.8
2002-06-19 06:50:00,23.4,23.11,22.4
2002-06-19 07:00:00,23.62,23.22,22.8
2002-06-19 07:10:00,23.86,23.35,23.1
2002-06-19 07:20:00,24.08,23.73,23.2
2002-06-19 07:30:00,23.78,23.23,23.4
2002-06-19 07:40:00,24.58,23.66,23.8
2002-06-19 07:50:00,24.28,23.67,24.5
2002-06-19 08:00:00,24.11,23.68,24.9
2002-06-19 08:10:00,24.66,24.0,24.8
2002-06-19 08:20:00,24.6,24.18,24.9
2002-06-19 08:30:00,25.03,24.2,25.1
2002-06-19 08:40:00,25.49,24.6,25.3
2002-06-19 08:50:00,25.64,24.64,25.7
2002-06-19 09:00:00,25.85,25.23,26.1
2002-06-19 09:10:00,26.35,25.6,25.8
2002-06-19 09:20:00,26.73,26.12,25.8
2002-06-19 09:30:00,26.58,26.35,26.4
2002-06-19 09:40:00,26.89,26.17,26.4
2002-06-19 09:50:00,26.97,26.43,26.5
2002-06-19 10:00:00,27.26,26.76,27.0
2002-06-19 10:10:00,26.95,26.73,27.1
2002-06-19 10:20:00,27.26,26.95,27.3
2002-06-19 10:30:00,27.37,27.34,27.5
2002-06-19 10:40:00,27.64,27.33,27.5
2002-06-19 10:50:00,28.07,27.63,28.0
2002-06-19 11:00:00,28.55,28.05,28.0
2002-06-19 11:10:00,28.61,28.36,28.3
2002-06-19 11:20:00,28.57,28.35,28.7
2002-06-19 11:30:00,29.29,28.61,29.1
2002-06-19 11:40:00,29.46,28.95,29.3
2002-06-19 11:50:00,30.03,29.25,29.4
2002-06-19 12:00:00,30.3,29.72,30.2
2002-06-19 12:10:00,30.68,29.76,30.2
2002-06-19 12:20:00,30.701999999999998,29.78,31.0
2002-06-19 12:30:00,30.724,29.89,30.7
2002-06-19 12:40:00,30.746,30.51,30.7
2002-06-19 12:50:00,30.768,30.31,30.9
2002-06-19 13:00:00,30.79,30.24,31.1
2002-06-19 13:10:00,31.37,30.49,31.0
2002-06-19 13:20:00,31.62,31.08,31.1
2002-06-19 13:30:00,32.21,31.32,31.3
2002-06-19 13:40:00,31.79,31.03,31.5
2002-06-19 13:50:00,31.56,30.97,31.3
2002-06-19 14:00:00,31.75,31.19,31.3
2002-06-19 14:10:00,32.18,31.63,31.3
2002-06-19 14:20:00,32.24,31.22,31.3
2002-06-19 14:30:00,32.05,31.42,31.5
2002-06-19 14:40:00,32.18,31.7,31.7
2002-06-19 14:50:00,33.03,32.26,31.7
2002-06-19 15:00:00,33.02,32.21,31.9
2002-06-19 15:10:00,32.5,32.04,31.9
2002-06-19 15:20:00,32.49,32.04,31.7
2002-06-19 15:30:00,32.75,32.12,31.9
2002-06-19 15:40:00,32.99,32.42,32.0
2002-06-19 15:50:00,32.28,31.95,32.0
2002-06-19 16:00:00,32.83,32.31,32.0
2002-06-19 16:10:00,32.64,32.28,31.9
2002-06-19 16:20:00,32.68,32.27,31.9
2002-06-19 16:30:00,32.65,32.29,31.8
2002-06-19 16:40:00,32.44,32.09,31.8
2002-06-19 16:50:00,32.22,31.97,31.7
2002-06-19 17:00:00,32.46,32.17,31.5
2002-06-19 17:10:00,32.28,31.95,31.4
2002-06-19 17:20:00,31.88,31.63,31.6
2002-06-19 17:30:00,31.86,31.53,31.3
2002-06-19 17:40:00,31.64,31.32,30.9
2002-06-19 17:50:00,31.43,31.19,30.7
2002-06-19 18:00:00,31.26,31.03,30.6
2002-06-19 18:10:00,31.47,31.17,30.5
2002-06-19 18:20:00,31.32,31.06,30.4
2002-06-19 18:30:00,31.32,30.99,30.1
2002-06-19 18:40:00,30.95,30.62,29.6
2002-06-19 18:50:00,30.74,30.52,29.3
2002-06-19 19:00:00,30.61,30.37,29.0
2002-06-19 19:10:00,30.58,30.42,29.0
2002-06-19 19:20:00,30.64,30.25,28.8
2002-06-19 19:30:00,30.3,30.0,28.7
2002-06-19 19:40:00,30.1,29.77,28.6
2002-06-19 19:50:00,30.04,29.63,28.4
2002-06-19 20:00:00,29.82,29.61,28.2
2002-06-19 20:10:00,29.79,29.37,28.3
2002-06-19 20:20:00,29.22,29.07,27.9
2002-06-19 20:30:00,29.1,28.82,27.4
2002-06-19 20:40:00,28.93,28.7,27.2
2002-06-19 20:50:00,28.45,28.32,26.9
2002-06-19 21:00:00,28.22,28.19,26.5
2002-06-19 21:10:00,28.19,28.05,26.1
2002-06-19 21:20:00,28.29,27.93,26.0
2002-06-19 21:30:00,28.01,28.01,25.8
2002-06-19 21:40:00,28.06,27.94,25.4
2002-06-19 21:50:00,27.97,27.51,25.2
2002-06-19 22:00:00,28.12,27.57,25.1
2002-06-19 22:10:00,28.29,27.68,24.8
2002-06-19 22:20:00,27.88,27.32,24.8
2002-06-19 22:30:00,27.78,27.23,24.2
2002-06-19 22:40:00,27.19,26.81,23.7
2002-06-19 22:50:00,27.29,26.69,22.9
2002-06-19 23:00:00,26.85,26.33,23.0
2002-06-19 23:10:00,26.8,26.22,23.6
2002-06-19 23:20:00,26.94,26.61,24.3
2002-06-19 23:30:00,26.99,26.74,24.1
2002-06-19 23:40:00,26.87,26.76,24.0
2002-06-19 23:50:00,26.42,26.34,24.1
2002-06-20 00:00:00,25.31,25.09,23.8
2002-06-20 00:10:00,24.94,24.51,22.8
2002-06-20 00:20:00,24.59,24.37,22.1
2002-06-20 00:30:00,24.91,24.53,21.6
2002-06-20 00:40:00,25.25,24.86,21.5
2002-06-20 00:50:00,25.21,24.85,21.5
2002-06-20 01:00:00,25.09,24.89,21.1
2002-06-20 01:10:00,24.84,24.65,21.0
2002-06-20 01:20:00,24.79,24.5,21.5
2002-06-20 01:30:00,24.17,23.85,21.3
2002-06-20 01:40:00,23.75,23.46,22.5
2002-06-20 01:50:00,24.11,23.7,22.5
2002-06-20 02:00:00,23.92,23.63,21.4
2002-06-20 02:10:00,23.97,23.61,20.9
2002-06-20 02:20:00,23.84,23.47,20.4
2002-06-20 02:30:00,23.97,23.56,20.1
2002-06-20 02:40:00,23.9,23.83,20.3
2002-06-20 02:50:00,23.82,23.56,20.1
2002-06-20 03:00:00,24.13,23.82,20.3
2002-06-20 03:10:00,23.56,23.05,20.4
2002-06-20 03:20:00,23.04,22.64,21.8
2002-06-20 03:30:00,21.93,21.37,20.6
2002-06-20 03:40:00,20.84,20.7,19.7
2002-06-20 03:50:00,20.68,20.41,19.3
2002-06-20 04:00:00,20.76,20.6,19.1
2002-06-20 04:10:00,20.99,20.86,19.2
2002-06-20 04:20:00,21.07,20.86,19.1
2002-06-20 04:30:00,21.02,20.92,18.8
2002-06-20 04:40:00,21.11,20.73,18.7
