Time,SPACE1-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE1-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE1-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE1-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE2-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE2-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE2-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE2-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE3-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE3-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE3-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE3-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE4-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE4-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE4-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE4-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE5-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE5-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE5-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE5-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s]
02:45:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
03:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
03:15:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
03:30:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
03:45:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
04:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
04:15:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
04:30:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
04:45:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
05:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
05:15:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
05:30:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
05:45:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
06:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
06:15:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,2.489327E+01,1.334350E-01,2.463309E-03,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
06:30:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,6.094752E+01,5.778864E-02,6.056431E-03,3.755171E+03,1.550629E+02,1.334350E-01,1.533444E-02,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
06:45:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,1.629703E+02,5.778864E-02,1.614671E-02,3.755171E+03,3.109916E+02,1.334350E-01,3.075300E-02,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
07:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,2.988101E+02,5.778864E-02,2.957934E-02,3.755171E+03,5.073498E+02,1.334350E-01,5.016943E-02,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
07:15:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,4.707521E+02,5.778864E-02,4.658185E-02,3.755171E+03,7.045673E+02,1.334350E-01,6.966912E-02,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
07:30:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,6.301508E+02,5.778864E-02,6.231421E-02,3.755171E+03,8.092079E+02,1.334350E-01,8.001660E-02,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
07:45:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,7.799063E+02,5.778864E-02,7.712031E-02,3.755171E+03,8.909480E+02,1.334350E-01,8.809910E-02,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
08:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,9.234364E+02,5.778864E-02,9.131188E-02,3.755171E+03,9.277563E+02,1.334350E-01,9.173829E-02,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
08:15:00,3.862895E+03,3.117274E+01,1.372629E-01,3.107380E-03,1.626303E+03,1.176130E+03,5.778864E-02,1.162971E-01,3.755171E+03,1.193252E+03,1.334350E-01,1.179897E-01,1.626303E+03,1.912848E+01,5.778864E-02,1.901495E-03,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
08:30:00,3.862895E+03,1.704862E+02,1.372629E-01,1.699941E-02,1.626303E+03,1.413769E+03,5.778864E-02,1.397952E-01,3.755171E+03,1.457845E+03,1.334350E-01,1.441531E-01,1.626303E+03,7.668602E+01,5.778864E-02,7.622621E-03,2.983690E+03,1.817098E+02,1.060211E-01,1.821322E-02
08:45:00,3.862895E+03,3.767331E+02,1.372629E-01,3.739366E-02,1.626303E+03,1.645301E+03,5.778864E-02,1.626920E-01,3.755171E+03,1.721029E+03,1.334350E-01,1.701789E-01,1.626303E+03,1.740955E+02,5.778864E-02,1.725453E-02,2.983690E+03,4.076635E+02,1.060211E-01,4.055819E-02
09:00:00,3.862895E+03,6.222924E+02,1.372629E-01,6.167720E-02,1.626303E+03,1.867307E+03,5.778864E-02,1.846516E-01,3.755171E+03,1.983119E+03,1.334350E-01,1.961012E-01,1.626303E+03,2.910263E+02,5.778864E-02,2.881744E-02,2.983690E+03,6.679923E+02,1.060211E-01,6.630224E-02
09:15:00,3.862895E+03,9.779750E+02,1.372629E-01,9.682803E-02,1.626303E+03,1.996453E+03,5.778864E-02,1.974320E-01,3.755171E+03,2.083384E+03,1.334350E-01,2.060255E-01,1.626303E+03,4.516860E+02,5.778864E-02,4.469542E-02,2.983690E+03,1.156995E+03,1.060211E-01,1.146614E-01
09:30:00,3.862895E+03,1.257632E+03,1.372629E-01,1.243764E-01,1.626303E+03,2.098992E+03,5.778864E-02,2.075821E-01,3.755171E+03,2.166111E+03,1.334350E-01,2.142191E-01,1.626303E+03,5.891929E+02,5.778864E-02,5.826708E-02,2.983690E+03,1.491493E+03,1.060211E-01,1.475065E-01
09:45:00,3.862895E+03,1.497643E+03,1.372629E-01,1.481238E-01,1.626303E+03,2.177501E+03,5.778864E-02,2.153547E-01,3.755171E+03,2.242705E+03,1.334350E-01,2.218063E-01,1.626303E+03,6.995102E+02,5.778864E-02,6.918159E-02,2.983690E+03,1.802248E+03,1.060211E-01,1.782548E-01
10:00:00,3.862895E+03,1.720124E+03,1.372629E-01,1.701369E-01,1.626303E+03,2.234197E+03,5.778864E-02,2.209654E-01,3.755171E+03,2.324885E+03,1.334350E-01,2.299416E-01,1.626303E+03,8.002029E+02,5.778864E-02,7.914442E-02,2.983690E+03,2.095373E+03,1.060211E-01,2.072609E-01
10:15:00,3.862895E+03,1.824670E+03,1.372629E-01,1.804827E-01,1.626303E+03,2.231298E+03,5.778864E-02,2.206790E-01,3.755171E+03,2.319444E+03,1.334350E-01,2.294075E-01,1.626303E+03,8.483761E+02,5.778864E-02,8.391201E-02,2.983690E+03,2.178391E+03,1.060211E-01,2.154831E-01
10:30:00,3.862895E+03,1.916064E+03,1.372629E-01,1.895184E-01,1.626303E+03,2.209816E+03,5.778864E-02,2.185507E-01,3.755171E+03,2.325473E+03,1.334350E-01,2.300001E-01,1.626303E+03,8.894504E+02,5.778864E-02,8.797365E-02,2.983690E+03,2.248645E+03,1.060211E-01,2.224290E-01
10:45:00,3.862895E+03,1.998673E+03,1.372629E-01,1.976820E-01,1.626303E+03,2.171122E+03,5.778864E-02,2.147195E-01,3.755171E+03,2.339859E+03,1.334350E-01,2.314174E-01,1.626303E+03,9.257281E+02,5.778864E-02,9.155926E-02,2.983690E+03,2.310828E+03,1.060211E-01,2.285686E-01
11:00:00,3.862895E+03,2.075909E+03,1.372629E-01,2.053131E-01,1.626303E+03,2.116834E+03,5.778864E-02,2.093467E-01,3.755171E+03,2.360002E+03,1.334350E-01,2.334039E-01,1.626303E+03,9.589964E+02,5.778864E-02,9.484660E-02,2.983690E+03,2.367269E+03,1.060211E-01,2.341389E-01
11:15:00,3.862895E+03,2.112326E+03,1.372629E-01,2.089095E-01,1.626303E+03,2.032679E+03,5.778864E-02,2.010216E-01,3.755171E+03,2.347297E+03,1.334350E-01,2.321439E-01,1.626303E+03,9.734920E+02,5.778864E-02,9.627813E-02,2.983690E+03,2.358874E+03,1.060211E-01,2.333010E-01
11:30:00,3.862895E+03,2.140530E+03,1.372629E-01,2.116962E-01,1.626303E+03,1.934591E+03,5.778864E-02,1.913198E-01,3.755171E+03,2.331964E+03,1.334350E-01,2.306259E-01,1.626303E+03,9.842172E+02,5.778864E-02,9.733773E-02,2.983690E+03,2.342539E+03,1.060211E-01,2.316819E-01
11:45:00,3.862895E+03,2.160652E+03,1.372629E-01,2.136837E-01,1.626303E+03,1.826020E+03,5.778864E-02,1.805812E-01,3.755171E+03,2.316558E+03,1.334350E-01,2.291003E-01,1.626303E+03,9.914285E+02,5.778864E-02,9.804978E-02,2.983690E+03,2.320393E+03,1.060211E-01,2.294884E-01
12:00:00,3.862895E+03,2.174296E+03,1.372629E-01,2.150304E-01,1.626303E+03,1.710760E+03,5.778864E-02,1.691810E-01,3.755171E+03,2.299568E+03,1.334350E-01,2.274178E-01,1.626303E+03,9.959667E+02,5.778864E-02,9.849743E-02,2.983690E+03,2.293731E+03,1.060211E-01,2.268483E-01
12:15:00,3.862895E+03,2.149226E+03,1.372629E-01,2.125492E-01,1.626303E+03,1.577972E+03,5.778864E-02,1.560480E-01,3.755171E+03,2.249169E+03,1.334350E-01,2.224319E-01,1.626303E+03,9.830354E+02,5.778864E-02,9.721773E-02,2.983690E+03,2.203095E+03,1.060211E-01,2.178824E-01
12:30:00,3.862895E+03,2.117303E+03,1.372629E-01,2.093934E-01,1.626303E+03,1.446325E+03,5.778864E-02,1.430293E-01,3.755171E+03,2.194648E+03,1.334350E-01,2.170414E-01,1.626303E+03,9.667604E+02,5.778864E-02,9.560868E-02,2.983690E+03,2.104925E+03,1.060211E-01,2.081749E-01
12:45:00,3.862895E+03,2.080612E+03,1.372629E-01,2.057658E-01,1.626303E+03,1.331927E+03,5.778864E-02,1.317160E-01,3.755171E+03,2.137741E+03,1.334350E-01,2.114147E-01,1.626303E+03,9.479645E+02,5.778864E-02,9.375020E-02,2.983690E+03,2.001510E+03,1.060211E-01,1.979486E-01
13:00:00,3.862895E+03,2.040261E+03,1.372629E-01,2.017751E-01,1.626303E+03,1.234368E+03,5.778864E-02,1.220682E-01,3.755171E+03,2.078993E+03,1.334350E-01,2.056046E-01,1.626303E+03,9.292925E+02,5.778864E-02,9.190341E-02,2.983690E+03,1.894059E+03,1.060211E-01,1.873224E-01
13:15:00,3.862895E+03,2.124815E+03,1.372629E-01,2.101356E-01,1.626303E+03,1.212701E+03,5.778864E-02,1.199250E-01,3.755171E+03,2.146859E+03,1.334350E-01,2.123147E-01,1.626303E+03,9.734931E+02,5.778864E-02,9.627379E-02,2.983690E+03,2.012619E+03,1.060211E-01,1.990474E-01
13:30:00,3.862895E+03,2.215964E+03,1.372629E-01,2.191459E-01,1.626303E+03,1.211670E+03,5.778864E-02,1.198221E-01,3.755171E+03,2.222427E+03,1.334350E-01,2.197842E-01,1.626303E+03,1.030645E+03,5.778864E-02,1.019241E-01,2.983690E+03,2.140881E+03,1.060211E-01,2.117311E-01
13:45:00,3.862895E+03,2.311544E+03,1.372629E-01,2.285967E-01,1.626303E+03,1.216275E+03,5.778864E-02,1.202781E-01,3.755171E+03,2.302297E+03,1.334350E-01,2.276814E-01,1.626303E+03,1.102933E+03,5.778864E-02,1.090725E-01,2.983690E+03,2.275361E+03,1.060211E-01,2.250311E-01
14:00:00,3.862895E+03,2.410659E+03,1.372629E-01,2.384007E-01,1.626303E+03,1.227122E+03,5.778864E-02,1.213526E-01,3.755171E+03,2.384571E+03,1.334350E-01,2.358200E-01,1.626303E+03,1.190758E+03,5.778864E-02,1.177596E-01,2.983690E+03,2.414152E+03,1.060211E-01,2.387596E-01
14:15:00,3.862895E+03,2.463880E+03,1.372629E-01,2.436693E-01,1.626303E+03,1.220847E+03,5.778864E-02,1.207351E-01,3.755171E+03,2.418998E+03,1.334350E-01,2.392298E-01,1.626303E+03,1.270592E+03,5.778864E-02,1.256582E-01,2.983690E+03,2.467622E+03,1.060211E-01,2.440524E-01
14:30:00,3.862895E+03,2.517122E+03,1.372629E-01,2.489410E-01,1.626303E+03,1.217354E+03,5.778864E-02,1.203931E-01,3.755171E+03,2.451711E+03,1.334350E-01,2.424712E-01,1.626303E+03,1.361566E+03,5.778864E-02,1.346594E-01,2.983690E+03,2.521567E+03,1.060211E-01,2.493922E-01
14:45:00,3.862895E+03,2.569526E+03,1.372629E-01,2.541300E-01,1.626303E+03,1.215987E+03,5.778864E-02,1.202609E-01,3.755171E+03,2.482319E+03,1.334350E-01,2.455043E-01,1.626303E+03,1.461485E+03,5.778864E-02,1.445458E-01,2.983690E+03,2.575722E+03,1.060211E-01,2.547535E-01
15:00:00,3.862895E+03,2.621087E+03,1.372629E-01,2.592349E-01,1.626303E+03,1.214961E+03,5.778864E-02,1.201619E-01,3.755171E+03,2.507925E+03,1.334350E-01,2.480419E-01,1.626303E+03,1.582347E+03,5.778864E-02,1.565032E-01,2.983690E+03,2.629917E+03,1.060211E-01,2.601190E-01
15:15:00,3.862895E+03,2.636311E+03,1.372629E-01,2.607452E-01,1.626303E+03,1.198706E+03,5.778864E-02,1.185562E-01,3.755171E+03,2.495376E+03,1.334350E-01,2.468049E-01,1.626303E+03,1.700902E+03,5.778864E-02,1.682304E-01,2.983690E+03,2.623007E+03,1.060211E-01,2.594407E-01
15:30:00,3.862895E+03,2.645605E+03,1.372629E-01,2.616679E-01,1.626303E+03,1.180870E+03,5.778864E-02,1.167937E-01,3.755171E+03,2.475673E+03,1.334350E-01,2.448592E-01,1.626303E+03,1.827399E+03,5.778864E-02,1.807419E-01,2.983690E+03,2.611564E+03,1.060211E-01,2.583122E-01
15:45:00,3.862895E+03,2.649020E+03,1.372629E-01,2.620078E-01,1.626303E+03,1.161547E+03,5.778864E-02,1.148835E-01,3.755171E+03,2.449643E+03,1.334350E-01,2.422865E-01,1.626303E+03,1.958592E+03,5.778864E-02,1.937168E-01,2.983690E+03,2.596334E+03,1.060211E-01,2.568082E-01
16:00:00,3.862895E+03,2.645161E+03,1.372629E-01,2.616272E-01,1.626303E+03,1.141812E+03,5.778864E-02,1.129320E-01,3.755171E+03,2.420195E+03,1.334350E-01,2.393747E-01,1.626303E+03,2.077056E+03,5.778864E-02,2.054314E-01,2.983690E+03,2.577877E+03,1.060211E-01,2.549841E-01
16:15:00,3.862895E+03,2.613890E+03,1.372629E-01,2.585343E-01,1.626303E+03,1.112562E+03,5.778864E-02,1.100392E-01,3.755171E+03,2.366819E+03,1.334350E-01,2.340956E-01,1.626303E+03,2.175567E+03,5.778864E-02,2.151734E-01,2.983690E+03,2.519722E+03,1.060211E-01,2.492325E-01
16:30:00,3.862895E+03,2.571304E+03,1.372629E-01,2.543216E-01,1.626303E+03,1.080519E+03,5.778864E-02,1.068697E-01,3.755171E+03,2.305563E+03,1.334350E-01,2.280364E-01,1.626303E+03,2.262139E+03,5.778864E-02,2.237346E-01,2.983690E+03,2.457870E+03,1.060211E-01,2.431138E-01
16:45:00,3.862895E+03,2.516850E+03,1.372629E-01,2.489347E-01,1.626303E+03,1.046399E+03,5.778864E-02,1.034947E-01,3.755171E+03,2.238479E+03,1.334350E-01,2.214006E-01,1.626303E+03,2.333819E+03,5.778864E-02,2.308229E-01,2.983690E+03,2.392337E+03,1.060211E-01,2.366308E-01
17:00:00,3.862895E+03,2.449639E+03,1.372629E-01,2.422862E-01,1.626303E+03,1.010213E+03,5.778864E-02,9.991548E-02,3.755171E+03,2.165846E+03,1.334350E-01,2.142160E-01,1.626303E+03,2.387708E+03,5.778864E-02,2.361517E-01,2.983690E+03,2.323126E+03,1.060211E-01,2.297840E-01
