Time,SPACE1-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE1-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE1-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE1-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE2-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE2-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE2-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE2-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE3-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE3-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE3-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE3-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE4-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE4-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE4-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE4-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE5-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE5-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE5-1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE5-1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s]
17:15:00,3.862895E+03,2.409145E+03,1.372629E-01,2.382802E-01,1.626303E+03,9.889927E+02,5.778864E-02,9.781645E-02,3.755171E+03,2.127181E+03,1.334350E-01,2.103912E-01,1.626303E+03,2.438814E+03,5.778864E-02,2.412053E-01,2.983690E+03,2.323556E+03,1.060211E-01,2.298258E-01
17:30:00,3.862895E+03,2.358794E+03,1.372629E-01,2.333003E-01,1.626303E+03,9.673122E+02,5.778864E-02,9.567232E-02,3.755171E+03,2.086797E+03,1.334350E-01,2.063974E-01,1.626303E+03,2.465328E+03,5.778864E-02,2.438271E-01,2.983690E+03,2.321617E+03,1.060211E-01,2.296355E-01
17:45:00,3.862895E+03,2.298250E+03,1.372629E-01,2.273120E-01,1.626303E+03,9.439555E+02,5.778864E-02,9.336238E-02,3.755171E+03,2.041937E+03,1.334350E-01,2.019609E-01,1.626303E+03,2.464052E+03,5.778864E-02,2.437002E-01,2.983690E+03,2.317022E+03,1.060211E-01,2.291825E-01
18:00:00,3.862895E+03,2.229361E+03,1.372629E-01,2.204982E-01,1.626303E+03,9.183933E+02,5.778864E-02,9.083418E-02,3.755171E+03,1.991480E+03,1.334350E-01,1.969705E-01,1.626303E+03,2.430439E+03,5.778864E-02,2.403750E-01,2.983690E+03,2.309326E+03,1.060211E-01,2.284223E-01
18:15:00,3.862895E+03,2.018923E+03,1.372629E-01,1.996841E-01,1.626303E+03,8.300376E+02,5.778864E-02,8.209525E-02,3.755171E+03,1.800214E+03,1.334350E-01,1.780528E-01,1.626303E+03,2.296840E+03,5.778864E-02,2.271608E-01,2.983690E+03,2.059219E+03,1.060211E-01,2.036839E-01
18:30:00,3.862895E+03,1.787648E+03,1.372629E-01,1.768068E-01,1.626303E+03,7.321129E+02,5.778864E-02,7.240888E-02,3.755171E+03,1.587883E+03,1.334350E-01,1.570494E-01,1.626303E+03,2.109950E+03,5.778864E-02,2.086751E-01,2.983690E+03,1.789635E+03,1.060211E-01,1.770143E-01
18:45:00,3.862895E+03,1.538221E+03,1.372629E-01,1.521336E-01,1.626303E+03,6.259669E+02,5.778864E-02,6.190913E-02,3.755171E+03,1.357277E+03,1.334350E-01,1.342380E-01,1.626303E+03,1.858993E+03,5.778864E-02,1.838521E-01,2.983690E+03,1.504395E+03,1.060211E-01,1.487955E-01
19:00:00,3.862895E+03,1.274952E+03,1.372629E-01,1.260912E-01,1.626303E+03,5.140473E+02,5.778864E-02,5.083823E-02,3.755171E+03,1.113614E+03,1.334350E-01,1.101349E-01,1.626303E+03,1.546376E+03,5.778864E-02,1.529304E-01,2.983690E+03,1.206422E+03,1.060211E-01,1.193170E-01
19:15:00,3.862895E+03,1.048990E+03,1.372629E-01,1.037400E-01,1.626303E+03,4.181699E+02,5.778864E-02,4.135463E-02,3.755171E+03,9.069753E+02,1.334350E-01,8.969519E-02,1.626303E+03,1.231587E+03,5.778864E-02,1.217950E-01,2.983690E+03,9.711780E+02,1.060211E-01,9.604645E-02
19:30:00,3.862895E+03,8.282539E+02,1.372629E-01,8.190784E-02,1.626303E+03,3.244227E+02,5.778864E-02,3.208268E-02,3.755171E+03,7.047159E+02,1.334350E-01,6.969081E-02,1.626303E+03,9.398060E+02,5.778864E-02,9.293649E-02,2.983690E+03,7.293568E+02,1.060211E-01,7.212948E-02
19:45:00,3.862895E+03,6.183682E+02,1.372629E-01,6.114996E-02,1.626303E+03,2.348303E+02,5.778864E-02,2.322210E-02,3.755171E+03,5.113616E+02,1.334350E-01,5.056815E-02,1.626303E+03,6.957339E+02,5.778864E-02,6.879825E-02,2.983690E+03,4.834779E+02,1.060211E-01,4.781216E-02
20:00:00,3.862895E+03,4.199771E+02,1.372629E-01,4.152977E-02,1.626303E+03,1.494747E+02,5.778864E-02,1.478086E-02,3.755171E+03,3.271892E+02,1.334350E-01,3.235431E-02,1.626303E+03,5.120676E+02,5.778864E-02,5.063505E-02,2.983690E+03,2.358188E+02,1.060211E-01,2.331941E-02
20:15:00,3.862895E+03,2.723955E+02,1.372629E-01,2.693535E-02,1.626303E+03,9.443515E+01,5.778864E-02,9.337993E-03,3.755171E+03,2.080640E+02,1.334350E-01,2.057395E-02,1.626303E+03,3.834299E+02,5.778864E-02,3.791431E-02,2.983690E+03,1.407860E+02,1.060211E-01,1.392120E-02
20:30:00,3.862895E+03,1.570128E+02,1.372629E-01,1.552573E-02,1.626303E+03,5.288290E+01,5.778864E-02,5.229133E-03,3.755171E+03,1.174098E+02,1.334350E-01,1.160966E-02,1.626303E+03,2.716268E+02,5.778864E-02,2.685865E-02,2.983690E+03,7.325981E+01,1.060211E-01,7.243989E-03
20:45:00,3.862895E+03,6.762799E+01,1.372629E-01,6.687119E-03,1.626303E+03,2.202696E+01,5.778864E-02,2.178035E-03,3.755171E+03,4.934736E+01,1.334350E-01,4.879496E-03,1.626303E+03,1.740263E+02,5.778864E-02,1.720760E-02,2.983690E+03,2.776940E+01,1.060211E-01,2.745835E-03
21:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,8.755640E+01,5.778864E-02,8.657426E-03,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
21:15:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,4.285061E+01,5.778864E-02,4.236970E-03,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
21:30:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,1.502643E+01,5.778864E-02,1.485775E-03,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
21:45:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,1.431329E+00,5.778864E-02,1.415260E-04,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
22:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
22:15:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
22:30:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
22:45:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
23:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
23:15:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
23:30:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
23:45:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
24:00:00,3.862895E+03,0.000000E+00,1.372629E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,3.755171E+03,0.000000E+00,1.334350E-01,0.000000E+00,1.626303E+03,0.000000E+00,5.778864E-02,0.000000E+00,2.983690E+03,0.000000E+00,1.060211E-01,0.000000E+00
Peak,3.862895E+03,2.649020E+03,1.372629E-01,2.620078E-01,1.626303E+03,2.234197E+03,5.778864E-02,2.209654E-01,3.755171E+03,2.507925E+03,1.334350E-01,2.480419E-01,1.626303E+03,2.465328E+03,5.778864E-02,2.438271E-01,2.983690E+03,2.629917E+03,1.060211E-01,2.601190E-01

Peak Vol Flow (m3/s),,,1.167316E-01,2.228176E-01,,,4.914482E-02,1.879141E-01,,,1.134763E-01,2.109406E-01,,,4.914482E-02,2.073563E-01,,,9.016284E-02,2.212113E-01
