Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 06/10  09:00:00,85996122.80368093,0.0,0.0,21894332.83187648,0.0,59827593.95937547,4274196.009683623,0.002745387380519945,129631274.16836423,77669118.82341644,51962155.34494778 
 06/10  10:00:00,75027116.1483407,0.0,0.0,21894332.83187648,0.0,49327737.82843053,3805045.4855497996,0.0024839219157085216,112285990.00710121,65172391.581452444,47113598.42564876 
 06/10  11:00:00,75196325.78900759,0.0,19392.980084055795,21894332.83187648,0.0,49857589.98273835,3425009.9923150176,0.0019936741691871022,93133694.51868129,55111140.31671829,38022554.201963015 
 06/10  12:00:00,73427319.69336918,0.0,78423.1432408317,21196991.736597914,0.0,49081841.69733915,3070063.114459125,0.0017322087043756798,78991889.45761608,45817892.17495213,33173997.282663967 
 06/10  13:00:00,72729875.74471115,0.0,344458.53279502015,21894332.83187648,0.0,47738181.365507215,2752903.0129963188,0.001536109605767112,67215179.99307543,37677600.39988575,29537579.59318967 
 06/10  14:00:00,72053150.94370216,0.0,490639.5560173927,21894332.83187648,0.0,47208329.211199425,2459849.3432689095,0.0013400105071585443,56189011.23700884,30287849.333293457,25901161.903715376 
 06/10  15:00:00,76764088.35634372,0.0,591174.1307140774,25218810.400800932,0.0,48797885.67412279,2156218.1491698725,0.001536109605767112,52246929.970821604,22709350.37763194,29537579.59318967 
 06/10  16:00:00,103346381.89503726,0.0,677636.115370114,34122296.30378249,0.0,66715671.96537662,1830777.5087104712,0.0017975750705785361,49034917.60778632,14648781.09529758,34386136.51248873 
 06/10  17:00:00,120417671.59873375,0.0,239889.7003722985,35865032.71317486,0.0,83933250.955441,379498.2273597373,0.0023858723664042392,52873130.962362826,7577741.381451201,45295389.58091164 
 06/10  18:00:00,128161962.99304552,0.0,528939.8079342948,44004270.89916226,0.0,83236545.25068206,392207.0324561856,0.0028107537467227995,58958555.49384958,5784260.919077018,53174294.574772574 
 06/10  19:00:00,124588844.79343414,0.0,352956.85899860377,50003615.47756619,0.0,73747799.95074739,484472.50344194734,0.0026800210143170886,60105218.94026994,9355202.825146869,50750016.11512306 
 06/10  20:00:00,123005153.7647371,0.0,35942.12361940658,50538588.879462026,0.0,71628391.33351626,802231.4256881764,0.0024512387326070945,66198402.20657057,19690873.39583419,46507528.81073639 
 06/10  21:00:00,121309796.34402537,0.0,0.0,38769174.03775253,17377200.0,63729202.49650488,1434219.8077743067,0.0019936741691871022,74088505.68830907,36065951.486346066,38022554.201963015 
 06/10  22:00:00,102900070.46397993,0.0,0.0,26999759.19604302,23169600.0,50531492.11641569,2199219.1497890395,0.0017322087043756798,89071485.18591465,55897487.90325068,33173997.282663967 
 06/10  23:00:00,82473979.66616285,0.0,0.0,18440184.765708826,23169600.0,37863633.89063428,3000561.0088719367,0.000947812309941409,95823095.48687463,77194768.96210785,18628326.52476677 
 06/10  24:00:00,69940266.20513226,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,3798567.5484416955,0.00026146546481142335,104444107.53804414,98543242.92643738,5900864.611606748 
 06/11  01:00:00,68396189.8783684,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,4373899.839039767,0.00013064590197590925,117052661.45815435,113578984.8001027,3473676.658051668 
 06/11  02:00:00,67822903.06104115,0.0,0.0,14886432.881686116,23169600.0,24906552.8488963,4860317.33042604,0.00003266157125793656,127999990.81466697,126342563.07764018,1657427.7370267892 
 06/11  03:00:00,67726087.49769095,0.0,0.0,14886432.881686116,23169600.0,24376700.694588516,5293353.921383655,0.000032661588094223904,139425108.9193865,137767720.2466412,1657388.6727453554 
 06/11  04:00:00,75536295.66845384,0.0,0.0,19471919.183650862,23169600.0,27266590.80447861,5628185.680193737,0.00013064643736827454,150141434.38918337,146668999.9755505,3472434.4136328786 
 06/11  05:00:00,82256191.2998231,0.0,0.0,27381883.054540064,13515600.0,35695631.79579779,5663076.448603376,0.0008818638628581973,164961174.54243612,147573964.22276893,17387210.31966715 
 06/11  06:00:00,87322238.70603824,0.0,0.0,29139652.803626563,0.0,53083565.932743855,5099019.966597635,0.0030701927716403274,190223325.59945723,132301505.19868022,57921820.40077698 
 06/11  07:00:00,96575310.46562096,0.0,0.0,27343670.668690365,0.0,65388425.55466861,3843214.238995882,0.003266162523022431,159850141.98757488,98298352.6923837,61551789.2951912 
 06/11  08:00:00,96101804.96511158,0.0,0.0,23919589.28191093,0.0,67967412.13473806,4214803.545327121,0.0031355160221015342,134376961.99304307,75245151.96196726,59131810.03107583 
 06/11  09:00:00,85238549.32609577,0.0,0.0,21894332.83187648,0.0,59827593.95937547,3516622.532100257,0.002743576519338842,108880419.3295692,57008547.0908394,51871872.23872983 
 06/11  10:00:00,74320670.63172989,0.0,134795.98754269193,21894332.83187648,0.0,49327737.82843053,2963803.981397935,0.002482283517497047,89851353.93947186,42819440.228972726,47031913.71049913 
 06/11  11:00:00,74706726.31662397,0.0,324957.95796636963,21894332.83187648,0.0,49857589.98273835,2629845.542050423,0.0019923591390436832,72351756.1285373,34394764.65847068,37956991.47006661 
 06/11  12:00:00,73054080.29048976,0.0,340642.2294792499,21196991.736597914,0.0,49081841.69733915,2434604.625342419,0.0017310661372018877,62641574.61901673,29524541.67718082,33117032.941835925 
 06/11  13:00:00,72440174.84804194,0.0,546954.7066282709,21894332.83187648,0.0,47738181.365507215,2260705.942494878,0.0015350963858205425,54686572.395573385,25199508.349910446,29487064.045662936 
 06/11  14:00:00,71867902.4422122,0.0,619415.0902678076,21894332.83187648,0.0,47208329.211199425,2145825.3075294117,0.001339126634439196,48227261.625190996,22370166.475701082,25857095.149489906 
 06/11  15:00:00,76729549.1046516,0.0,676131.2969053249,25218810.400800932,0.0,48797885.67412279,2036721.731287511,0.0015350963858205425,49190901.94149735,19703837.895834416,29487064.045662936 
 06/11  16:00:00,103414251.12040459,0.0,721474.5913005414,34122296.30378249,0.0,66715671.96537662,1854808.2581485554,0.0017963893876623376,49557031.07642608,15230008.502532465,34327022.57389362 
 06/11  17:00:00,120054809.51336323,0.0,0.0,35865032.71317486,0.0,83933250.955441,256525.8423630764,0.002384298641806375,51516973.468389235,6300044.205976598,45216929.26241264 
 06/11  18:00:00,127401480.17171764,0.0,88129.95591128388,44004270.89916226,0.0,83236545.25068206,72534.06315317277,0.00280889976979929,54240098.56965188,1158236.6988644316,53081861.87078745 
 06/11  19:00:00,123988577.09023099,0.0,116702.47987589076,50003615.47756619,0.0,73747799.95074739,120459.1793632781,0.002678253268878392,52796961.36278354,2135078.756111404,50661882.60667213 
 06/11  20:00:00,122531025.62929761,0.0,749.7909799646583,50538588.879462026,0.0,71628391.33351626,363295.62288974907,0.002449621892266822,55395541.20584394,8968622.31137367,46426918.894470274 
 06/11  21:00:00,120575604.14534767,0.0,0.0,38769174.03775253,17377200.0,63729202.49650488,700027.6090978968,0.0019923591390436832,55308059.53472444,17351068.06465783,37956991.47006661 
 06/11  22:00:00,102190253.6220755,0.0,0.0,26999759.19604302,23169600.0,50531492.11641569,1489402.3078857614,0.0017310661372018877,70521137.88834615,37404104.94651024,33117032.941835925 
 06/11  23:00:00,81980513.4320787,0.0,0.0,18440184.765708826,23169600.0,37863633.89063428,2507094.774788416,0.0009471871316765042,82523815.99153163,63926658.63438776,18597157.35714389 
 06/11  24:00:00,69611864.32922153,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,3470165.672531141,0.00026129300184179436,95505973.65343381,89613707.43289544,5892266.220538369 
 06/12  01:00:00,68341643.5517893,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,4319353.512460748,0.00013056026484918408,115496114.39419106,112026710.96477175,3469403.429419299 
 06/12  02:00:00,67828742.43003573,0.0,0.0,14886432.881686116,23169600.0,24906552.8488963,4866156.6994206635,0.00003264016104379435,128113664.03718534,126457302.43990251,1656361.5972828213 
 06/12  03:00:00,67758316.10938962,0.0,0.0,14886432.881686116,23169600.0,24376700.694588516,5325582.533082352,0.000032640177726112255,140252541.97214156,138596219.0812149,1656322.890926679 
 06/12  04:00:00,75454752.81469512,0.0,0.0,19471919.183650862,23169600.0,27266590.80447861,5546642.8264350835,0.0001305607951535669,147749196.32354003,144281023.31153208,3468173.0120079503 
 06/12  05:00:00,82040548.34778677,0.0,0.0,27381883.054540064,13515600.0,35695631.79579779,5447433.496567621,0.0008812857746619672,158782140.93087235,141423687.5219087,17358453.408963673 
 06/12  06:00:00,86962861.42886867,0.0,0.0,29139652.803626563,0.0,53083565.932743855,4739642.689430067,0.0030681801678699777,180093517.88940904,122271813.16244687,57821704.72696222 
 06/12  07:00:00,95953523.39949208,0.0,0.0,27343670.668690365,0.0,65388425.55466861,3221427.1728691477,0.003264021455181633,143091773.36231247,81646490.10309461,61445283.25921783 
 06/12  08:00:00,95132977.61079878,0.0,0.0,23919589.28191093,0.0,67967412.13473806,3245976.191016353,0.003133460596974368,109029189.61988959,49999625.38334814,59029564.23654144 
 06/12  09:00:00,84321609.9266323,0.0,123816.17428218535,21894332.83187648,0.0,59827593.95937547,2475866.9583563823,0.00274177802235257,82235623.33360633,30453216.165094137,51782407.1685122 
 06/12  10:00:00,73506967.52668266,0.0,480883.4915294977,21894332.83187648,0.0,49327737.82843053,1804013.3723655143,0.0024806563059380417,60790338.47165027,13839369.348490858,46950969.123159416 
 06/12  11:00:00,73976821.37955846,0.0,849258.0362968682,21894332.83187648,0.0,49857589.98273835,1375640.5266557168,0.0019910530876607953,40837761.170726985,2945738.3826041385,37892022.788122855 
 06/12  12:00:00,72793571.55442868,0.0,1202158.5022412771,21196991.736597914,0.0,49081841.69733915,1312579.6165204495,0.0017299313712462645,33065081.621274646,4496.87850460554,33060584.742770042 
 06/12  13:00:00,72989610.64741695,0.0,1952645.7935744913,21894332.83187648,0.0,47738181.365507215,1404450.6549246837,0.001534090083935368,29437006.208755463,0.0,29437006.208755463 
 06/12  14:00:00,74709151.96507739,0.0,3824047.9267530367,21894332.83187648,0.0,47208329.211199425,1782441.9939102698,0.0013382487966244689,25813427.67474084,0.0,25813427.67474084 
 06/12  15:00:00,83743980.57529315,0.0,7197889.343606003,25218810.400800932,0.0,48797885.67412279,2529395.1552293925,0.001534090083935368,29437006.20875546,0.0,29437006.20875546 
 06/12  16:00:00,116463473.5273446,0.0,11973795.970664699,34122296.30378249,0.0,66715671.96537662,3651709.285725587,0.0017952118003498974,34268444.25410826,0.0,34268444.25410826 
 06/12  17:00:00,139770907.3081938,0.0,16116687.801594669,35865032.71317486,0.0,83933250.955441,3855935.8356005354,0.002382735662282593,45139179.85615211,0.0,45139179.85615211 
 06/12  18:00:00,151004760.95961693,0.0,19157734.293596387,44004270.89916226,0.0,83236545.25068206,4606210.513369188,0.0028070584514562034,52990266.67985039,0.0,52990266.67985039 
 06/12  19:00:00,144915115.995713,0.0,17019902.568255097,50003615.47756619,0.0,73747799.95074739,4143797.996467882,0.0026764975932489377,50574547.65717397,0.0,50574547.65717397 
 06/12  20:00:00,135864006.91862896,0.0,10953831.369262747,50538588.879462026,0.0,71628391.33351626,2743195.333939958,0.0024480160913862253,46347039.367490284,0.0,46347039.367490284 
 06/12  21:00:00,126731072.1886353,0.0,5451622.838677577,38769174.03775253,17377200.0,63729202.49650488,1403872.813709284,0.0019910530876607953,37892022.788122855,0.0,37892022.788122855 
 06/12  22:00:00,103852203.30597153,0.0,2498899.1885081315,26999759.19604302,23169600.0,50531492.11641569,652452.8032747738,0.0017299313712462645,33060584.742770042,0.0,33060584.742770042 
 06/12  23:00:00,80221131.01682822,0.0,588948.8910594786,18440184.765708826,23169600.0,37863633.89063428,158763.46847908298,0.000946566222002673,18566270.606711626,0.0,18566270.606711626 
 06/12  24:00:00,66141698.65669022,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,0.0,0.0002611217164145305,5883745.737660501,0.0,5883745.737660501 
 06/13  01:00:00,64049293.421557054,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,27003.382228579994,0.00013047524674696353,4138071.7518243757,672901.7332017932,3465170.0186225832 
 06/13  02:00:00,63310230.589189805,0.0,0.0,14886432.881686116,23169600.0,24906552.8488963,347644.85857475654,0.000032618905559330374,10328336.699024979,8673031.225775097,1655305.473249881 
 06/13  03:00:00,63299263.763345964,0.0,0.0,14886432.881686116,23169600.0,24376700.694588516,866530.1870387165,0.000032618922082760364,23342517.699658312,21687250.563446462,1655267.1362118453 
 06/13  04:00:00,71108956.80907236,0.0,0.0,19471919.183650862,23169600.0,27266590.80447861,1200846.820812418,0.00013047577181216874,33558847.56775503,30094895.789352175,3463951.7784028472 
 06/13  05:00:00,77937263.76483935,0.0,0.0,27381883.054540064,13515600.0,35695631.79579779,1344148.9136207816,0.0008807118637280629,51033941.42753651,33703973.48811132,17329967.939425196 
 06/13  06:00:00,83343044.0127811,0.0,0.0,29139652.803626563,0.0,53083565.932743855,1119825.2733445156,0.003066182107138554,85688563.49272537,27966029.370031655,57722534.12269373 
 06/13  07:00:00,93243822.76623386,0.0,29384.413338337352,27343670.668690365,0.0,65388425.55466861,482342.12627470406,0.0032618958586588414,73056561.46271667,11716778.846337011,61339782.61637967 
 06/13  08:00:00,94541139.16842294,0.0,1184144.5452773003,23919589.28191093,0.0,67967412.13473806,1469993.203365242,0.003131420024312487,60101354.11051159,1173070.4910947843,58928283.61941681 
 06/13  09:00:00,86655013.93454303,0.0,3135993.573348768,21894332.83187648,0.0,59827593.95937547,1797093.5672023592,0.002739992521273427,51693786.6285282,0.0,51693786.6285282 
 06/13  10:00:00,79704253.43056065,0.0,6044230.549701904,21894332.83187648,0.0,49327737.82843053,2437952.2180727297,0.002479040852580719,46870788.634602405,0.0,46870788.634602405 
 06/13  11:00:00,83052688.73820242,0.0,8377732.584231708,21894332.83187648,0.0,49857589.98273835,2923033.3373661214,0.0019897564737818923,37827667.39599157,0.0,37827667.39599157 
 06/13  12:00:00,83073699.55860056,0.0,9603279.819451528,21196991.736597914,0.0,49081841.69733915,3191586.303483192,0.0017288048050891865,33004669.402065847,0.0,33004669.402065847 
 06/13  13:00:00,84672224.49774627,0.0,11480772.117438117,21894332.83187648,0.0,47738181.365507215,3558938.181391385,0.0015330910535696555,29387420.90662153,0.0,29387420.90662153 
 06/13  14:00:00,89445641.10352346,0.0,15833894.238137951,21894332.83187648,0.0,47208329.211199425,4509084.82097228,0.0013373773020501252,25770172.41117721,0.0,25770172.41117721 
 06/13  15:00:00,100276867.5213242,0.0,20665911.267185956,25218810.400800932,0.0,48797885.67412279,5594260.177681494,0.0015330910535696555,29387420.90662153,0.0,29387420.90662153 
 06/13  16:00:00,133693530.40071897,0.0,26025148.903632667,34122296.30378249,0.0,66715671.96537662,6830413.226133157,0.0017940427222623617,34210418.90054726,0.0,34210418.90054726 
 06/13  17:00:00,155892696.77687022,0.0,29218402.61242514,35865032.71317486,0.0,83933250.955441,6876010.493448062,0.002381183976820954,45062164.38688024,0.0,45062164.38688024 
 06/13  18:00:00,165055819.1003585,0.0,30554862.179119926,44004270.89916226,0.0,83236545.25068206,7260140.768589016,0.0028052304384466055,52899536.12700963,0.0,52899536.12700963 
 06/13  19:00:00,157925738.4735181,0.0,27536513.76775174,50003615.47756619,0.0,73747799.95074739,6637809.274778053,0.00267475460410025,50488037.1300467,0.0,50488037.1300467 
 06/13  20:00:00,147747038.97720546,0.0,20504768.51225323,50538588.879462026,0.0,71628391.33351626,5075290.249527505,0.002446421893994131,46267913.88536168,0.0,46267913.88536168 
 06/13  21:00:00,132476144.01980968,0.0,11563470.27439774,38769174.03775253,15446400.0,63729202.49650488,2967897.20916483,0.0019897564737818923,37827667.39599157,0.0,37827667.39599157 
 06/13  22:00:00,106798170.2898853,0.0,4810599.133865555,26999759.19604302,23169600.0,50531492.11641569,1286719.8418322694,0.0017288048050891865,33004669.402065847,0.0,33004669.402065847 
 06/13  23:00:00,81820125.33681478,0.0,1838256.0278710108,18440184.765708826,23169600.0,37863633.89063428,508450.6516547231,0.0009459497990110637,18535675.42028855,0.0,18535675.42028855 
 06/13  24:00:00,66986405.099726014,0.0,659181.9025903495,14886432.881686116,23169600.0,28085665.774742994,185524.54044560323,0.0002609516686927072,5875305.68623345,0.0,5875305.68623345 
 06/14  01:00:00,64297453.637896106,0.0,214275.75453981967,14886432.881686116,23169600.0,25966257.157511864,60887.844027892825,0.00013039087771631828,3460977.6796511537,0.0,3460977.6796511537 
 06/14  02:00:00,63117300.317179866,0.0,120648.2526455305,14886432.881686116,23169600.0,24906552.8488963,34066.33391929502,0.00003259781231664488,1654259.6776505432,0.0,1654259.6776505432 
 06/14  03:00:00,62503955.65314091,0.0,31974.682871847723,14886432.881686116,23169600.0,24376700.694588516,39247.393961833135,0.000032597828676317324,2394977.8773614867,740756.1561519577,1654221.721209529 
 06/14  04:00:00,70228692.77986674,0.0,0.0,19471919.183650862,23169600.0,27266590.80447861,320582.79160689306,0.0001303913973928868,11359026.782105144,7899254.81934428,3459771.9627608643 
 06/14  05:00:00,77393264.130337,0.0,0.0,27381883.054540064,13515600.0,35695631.79579779,800149.2791189986,0.0008801423328865703,37172878.40142458,19871116.05475929,17301762.346665293 
 06/14  06:00:00,83085371.68687603,0.0,0.0,29139652.803626563,0.0,53083565.932743855,862152.9474414192,0.0030641992955952406,79056875.63553827,21432537.67913167,57624337.95640661 
 06/14  07:00:00,94498224.31861117,0.0,1060207.578469361,27343670.668690365,0.0,65388425.55466861,705920.5135231047,0.003259786484676593,71446107.8613369,10210789.251644084,61235318.60969281 
 06/14  08:00:00,97755239.84896459,0.0,3783832.5509433416,23919589.28191093,0.0,67967412.13473806,2084405.8782428817,0.003129395025289528,59657178.85063024,829180.6776328465,58827998.172997385 
 06/14  09:00:00,93595504.6559824,0.0,8761156.016821798,21894332.83187648,0.0,59827593.95937547,3112421.8451704457,0.00273822064712834,51606036.86291123,0.0,51606036.86291123 
 06/14  10:00:00,90100169.12547968,0.0,14537174.137795463,21894332.83187648,0.0,49327737.82843053,4340924.3248998,0.0024774377283542114,46791395.9895204,0.0,46791395.9895204 
 06/14  11:00:00,97716633.95333701,0.0,20444410.967288785,21894332.83187648,0.0,49857589.98273835,5520300.169444923,0.001988469755652722,37763944.35191263,0.0,37763944.35191263 
 06/14  12:00:00,103472141.96400572,0.0,26464492.07272032,21196991.736597914,0.0,49081841.69733915,6728816.455620699,0.001727686836878594,32949303.47852181,0.0,32949303.47852181 
 06/14  13:00:00,109573159.38463828,0.0,32097819.740765028,21894332.83187648,0.0,47738181.365507215,7842825.444957451,0.0015320996477979987,29338322.82347869,0.0,29338322.82347869 
 06/14  14:00:00,118061499.90349014,0.0,39598395.1106616,21894332.83187648,0.0,47208329.211199425,9360442.748416182,0.001336512458717403,25727342.168435592,0.0,25727342.168435592 
 06/14  15:00:00,133442781.53957279,0.0,48304379.968170375,25218810.400800932,0.0,48797885.67412279,11121705.494946642,0.0015320996477979987,29338322.82347869,0.0,29338322.82347869 
 06/14  16:00:00,171211502.09263325,0.0,57377689.23726328,34122296.30378249,0.0,66715671.96537662,12995844.584418017,0.001792882566572126,34152963.6968695,0.0,34152963.6968695 
 06/14  17:00:00,197570878.47551858,0.0,64022957.38502717,35865032.71317486,0.0,83933250.955441,13749637.419495938,0.002379644133813913,44985905.66199883,0.0,44985905.66199883 
 06/14  18:00:00,212257921.52337676,0.0,69987154.2409808,44004270.89916226,0.0,83236545.25068206,15029951.129748262,0.0028034163768218706,52809697.08125889,0.0,52809697.08125889 
 06/14  19:00:00,205458801.28920636,0.0,67089306.246611215,50003615.47756619,0.0,73747799.95074739,14618079.611608552,0.002673024917434806,50402376.6445635,0.0,50402376.6445635 
 06/14  20:00:00,189918755.0757054,0.0,55253096.99787993,50538588.879462026,0.0,71628391.33351626,12498677.862402353,0.002444839863507444,46189565.88034654,0.0,46189565.88034654 
 06/14  21:00:00,161104748.28351033,0.0,34813964.12470485,38769174.03775253,15446400.0,63729202.49650488,8346007.622559582,0.001988469755652722,37763944.35191263,0.0,37763944.35191263 
 06/14  22:00:00,121376115.23732057,0.0,16483927.366246989,26999759.19604302,23169600.0,50531492.11641569,4191336.5568872145,0.001727686836878594,32949303.47852181,0.0,32949303.47852181 
 06/14  23:00:00,87591781.23623899,0.0,6409076.21740963,18440184.765708826,23169600.0,37863633.89063428,1709286.3615409252,0.0009453380805562119,18505380.85834937,0.0,18505380.85834937 
 06/14  24:00:00,69411938.70907836,0.0,2564369.49410778,14886432.881686116,23169600.0,28085665.774742994,705870.5582807098,0.00026078291877412756,5866948.565698505,0.0,5866948.565698505 
 06/15  01:00:00,65867370.39127205,0.0,1441156.6935353451,14886432.881686116,23169600.0,25966257.157511864,403923.6584083981,0.00013030718775726178,3456827.654320144,0.0,3456827.654320144 
 06/15  02:00:00,64025049.69907366,0.0,827685.2123765964,14886432.881686116,23169600.0,24906552.8488963,234778.75608205842,0.000032576888816079596,1653224.5201504747,0.0,1653224.5201504747 
 06/15  03:00:00,62960902.52887086,0.0,410651.1803279456,14886432.881686116,23169600.0,24376700.694588516,117517.772235695,0.000032576905007175104,1653186.9554682225,0.0,1653186.9554682225 
