Fichier CNRM-CAMPBELL Fichier FLUX
FILE START TIME = 000016.440
FILE STOP TIME = 233016.840
DATE_ACQUISITION = 31/10/2004;
PLATFORM = le-fauga
LATITUDE = 43.3853
LONGITUDE = 1.2922
ACQ_ID = fa040305
TYPE = ASCII
DATE_creation_fichier = 14-12-2005
#END OF HEADER#
'date' 'rft_time_campbel5_%1800' ' ctl_hbas_c5_cal_%1800' ' veg_h_c5_cal_%1800' ' flx_rn_c5_csm_%1800' ' flx_phi0_c5_csm_%1800' flx_hs_aero_%1800 flx_le_aero_%1800 flx_ustar_aero_%1800 flx_co2_%1800
'JJ/MM/AAAA' 'HHMMSS.SSS UTC' 'm' 'm' 'W/m2' 'W/m2' 'W/m2' '' 'm' ''
'none' 'none' '+9999' '+9999' '+9999' '+9999' '+9999' '' '+9999' ''
'Acqui_system' 'Acqui_system' 'No_sensor' 'No_sensor' 'pyrano_cm3_schenk_8331' 'plaque_flux_MN_3' 'No_sensor' 'No_sensor' 'No_sensor' 'No_sensor'
#END OF PARAMETER LIST#
CAPITOUL Periode 10-2004 
01/10/2004	(J-1)235719.503	1.65	1.40	-2.42	-8.42	+9999	+9999	+9999	+9999
01/10/2004	002719.463	1.65	1.40	-2.52	-5.74	+9999	+9999	+9999	+9999
01/10/2004	005719.423	1.65	1.40	-6.24	-4.05	+9999	+9999	+9999	+9999
01/10/2004	012719.383	1.65	1.40	-4.45	-4.24	0.00	+9999	0.00	+9999
01/10/2004	015719.343	1.65	1.40	-4.66	-4.05	0.00	+9999	0.00	+9999
01/10/2004	022719.343	1.65	1.40	-3.64	-3.59	0.00	+9999	0.00	+9999
01/10/2004	025719.303	1.65	1.40	-4.87	-3.26	0.00	+9999	0.00	+9999
01/10/2004	032719.343	1.65	1.40	-6.40	-3.33	0.00	+9999	0.00	+9999
01/10/2004	035719.303	1.65	1.40	-7.46	-3.46	0.00	+9999	0.00	+9999
01/10/2004	042719.303	1.65	1.40	-8.33	-3.39	0.00	+9999	0.00	+9999
01/10/2004	045719.303	1.65	1.40	-11.49	-4.31	0.00	+9999	0.00	+9999
01/10/2004	052719.303	1.65	1.40	-13.09	-6.79	0.00	+9999	0.00	+9999
01/10/2004	055719.303	1.65	1.40	-4.52	-9.72	0.00	+9999	0.00	+9999
01/10/2004	062719.263	1.65	1.40	8.98	-10.38	0.00	+9999	0.00	+9999
01/10/2004	065719.263	1.65	1.40	38.56	-8.88	0.00	+9999	0.00	+9999
01/10/2004	072719.303	1.65	1.40	94.16	-4.76	32.00	+9999	0.07	+9999
01/10/2004	075719.303	1.65	1.40	148.46	1.96	44.00	+9999	0.10	+9999
01/10/2004	082719.263	1.65	1.40	185.98	8.62	37.00	+9999	0.08	+9999
01/10/2004	085719.223	1.65	1.40	243.88	16.51	73.00	+9999	0.10	+9999
01/10/2004	092719.223	1.65	1.40	289.76	23.30	88.00	+9999	0.12	+9999
01/10/2004	095719.223	1.65	1.40	353.06	29.63	105.00	+9999	0.13	+9999
01/10/2004	102719.183	1.65	1.40	370.17	33.42	137.00	+9999	0.14	+9999
01/10/2004	105719.183	1.65	1.40	400.35	36.94	161.00	+9999	0.13	+9999
01/10/2004	112719.143	1.65	1.40	406.78	38.64	142.00	+9999	0.12	+9999
01/10/2004	115719.103	1.65	1.40	424.85	40.07	140.00	+9999	0.14	+9999
01/10/2004	122719.103	1.65	1.40	364.88	40.27	124.00	+9999	0.13	+9999
01/10/2004	125719.063	1.65	1.40	367.55	36.48	129.00	+9999	0.14	+9999
01/10/2004	132719.063	1.65	1.40	362.73	37.72	146.00	+9999	0.13	+9999
01/10/2004	135718.983	1.65	1.40	318.06	33.35	84.00	+9999	0.13	+9999
01/10/2004	142718.983	1.65	1.40	289.88	26.37	86.00	+9999	0.13	+9999
01/10/2004	145718.943	1.65	1.40	204.20	25.58	51.00	+9999	0.11	+9999
01/10/2004	152718.903	1.65	1.40	127.09	18.80	25.00	+9999	0.09	+9999
01/10/2004	155718.903	1.65	1.40	101.06	16.19	20.00	+9999	0.08	+9999
01/10/2004	162718.863	1.65	1.40	54.06	12.60	11.00	+9999	0.08	+9999
01/10/2004	165718.863	1.65	1.40	11.13	7.90	-1.00	+9999	0.08	+9999
01/10/2004	172718.783	1.65	1.40	-13.37	1.50	0.00	+9999	0.00	+9999
01/10/2004	175718.703	1.65	1.40	-21.62	-4.11	0.00	+9999	0.00	+9999
01/10/2004	182718.703	1.65	1.40	-21.05	-7.64	0.00	+9999	0.00	+9999
01/10/2004	185718.703	1.65	1.40	-18.65	-9.07	0.00	+9999	0.00	+9999
