cur_datetime,canTemp,wallSun_K,wallShade_K,roof_K,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19],
2004-06-01 00:05:00,292.010,299.872,299.872,298.230,24.157,287.334,99731.472,290.171,100087.887,
2004-06-01 00:10:00,290.886,299.603,299.603,295.929,10.064,287.334,99729.111,289.709,100088.121,
2004-06-01 00:15:00,291.284,299.148,299.148,293.227,13.579,287.334,99726.750,289.721,100088.142,
2004-06-01 00:20:00,291.657,298.726,298.726,291.544,16.896,287.334,99724.389,289.797,100088.085,
2004-06-01 00:25:00,291.755,298.404,298.404,290.486,17.135,287.334,99722.028,289.825,100088.077,
2004-06-01 00:30:00,291.757,298.164,298.164,289.739,16.361,287.334,99719.667,289.847,100088.047,
2004-06-01 00:35:00,291.644,297.971,297.971,289.113,14.324,287.333,99717.306,289.750,100088.186,
2004-06-01 00:40:00,291.444,297.806,297.806,288.550,11.364,287.333,99714.944,289.575,100088.393,
2004-06-01 00:45:00,291.209,297.657,297.657,288.042,8.046,287.333,99712.583,289.384,100088.606,
2004-06-01 00:50:00,291.042,297.516,297.516,287.584,5.547,287.333,99710.222,289.234,100088.772,
2004-06-01 00:55:00,290.927,297.379,297.379,287.170,1.998,287.333,99707.861,289.110,100088.920,
2004-06-01 01:00:00,290.843,297.247,297.247,286.796,0.518,287.333,99705.500,289.009,100089.039,
2004-06-01 01:05:00,290.770,297.124,297.124,286.456,0.239,287.342,99703.931,288.931,100089.131,
2004-06-01 01:10:00,290.725,297.010,297.010,286.174,0.239,287.351,99702.361,288.872,100089.204,
2004-06-01 01:15:00,290.659,296.903,296.903,285.944,0.239,287.360,99700.792,288.812,100089.282,
2004-06-01 01:20:00,290.600,296.805,296.805,285.761,0.239,287.369,99699.222,288.755,100089.352,
2004-06-01 01:25:00,290.523,296.713,296.713,285.623,0.239,287.378,99697.653,288.693,100089.428,
2004-06-01 01:30:00,290.461,296.626,296.626,285.522,0.239,287.387,99696.083,288.635,100089.498,
2004-06-01 01:35:00,290.390,296.543,296.543,285.454,0.239,287.396,99694.514,288.576,100089.571,
2004-06-01 01:40:00,290.335,296.464,296.464,285.416,0.239,287.405,99692.944,288.521,100089.639,
2004-06-01 01:45:00,290.271,296.389,296.389,285.402,0.239,287.414,99691.375,288.464,100089.708,
2004-06-01 01:50:00,290.220,296.317,296.317,285.410,0.239,287.423,99689.806,288.412,100089.772,
2004-06-01 01:55:00,290.160,296.248,296.248,285.437,0.060,287.432,99688.236,288.358,100089.838,
2004-06-01 02:00:00,290.113,296.182,296.182,285.481,0.060,287.441,99686.667,288.308,100089.900,
2004-06-01 02:05:00,290.076,296.119,296.119,285.540,0.060,287.444,99685.875,288.286,100089.919,
2004-06-01 02:10:00,290.073,296.056,296.056,285.589,0.060,287.446,99685.083,288.279,100089.928,
2004-06-01 02:15:00,290.062,295.995,295.995,285.630,0.060,287.448,99684.292,288.272,100089.938,
2004-06-01 02:20:00,290.054,295.936,295.936,285.665,0.060,287.450,99683.500,288.265,100089.947,
2004-06-01 02:25:00,290.028,295.880,295.880,285.695,0.060,287.453,99682.708,288.255,100089.958,
2004-06-01 02:30:00,290.013,295.825,295.825,285.722,0.060,287.455,99681.917,288.246,100089.968,
2004-06-01 02:35:00,289.986,295.771,295.771,285.745,0.060,287.457,99681.125,288.236,100089.978,
2004-06-01 02:40:00,289.973,295.719,295.719,285.766,0.060,287.460,99680.333,288.228,100089.987,
2004-06-01 02:45:00,289.948,295.667,295.667,285.784,0.060,287.462,99679.542,288.219,100089.996,
2004-06-01 02:50:00,289.937,295.617,295.617,285.802,0.060,287.464,99678.750,288.213,100090.003,
2004-06-01 02:55:00,289.912,295.567,295.567,285.819,0.060,287.466,99677.958,288.205,100090.011,
2004-06-01 03:00:00,289.902,295.518,295.518,285.836,0.060,287.469,99677.167,288.198,100090.018,
2004-06-01 03:05:00,289.889,295.471,295.471,285.852,0.060,287.468,99678.042,288.208,100089.999,
2004-06-01 03:10:00,289.904,295.426,295.423,285.870,0.060,287.467,99678.917,288.229,100089.972,
2004-06-01 03:15:00,289.908,295.382,295.376,285.875,0.060,287.466,99679.792,288.250,100089.946,
2004-06-01 03:20:00,289.922,295.338,295.331,285.867,0.060,287.465,99680.667,288.270,100089.921,
2004-06-01 03:25:00,289.916,295.296,295.286,285.848,0.060,287.464,99681.542,288.286,100089.898,
2004-06-01 03:30:00,289.923,295.254,295.243,285.819,0.060,287.463,99682.417,288.303,100089.875,
2004-06-01 03:35:00,289.915,295.213,295.200,285.783,0.060,287.462,99683.292,288.317,100089.854,
2004-06-01 03:40:00,289.922,295.172,295.157,285.741,0.060,287.462,99684.167,288.333,100089.834,
2004-06-01 03:45:00,289.915,295.131,295.115,285.692,0.060,287.461,99685.042,288.346,100089.814,
2004-06-01 03:50:00,289.922,295.091,295.073,285.639,0.060,287.460,99685.917,288.360,100089.795,
2004-06-01 03:55:00,289.914,295.051,295.032,285.583,0.239,287.459,99686.792,288.373,100089.777,
2004-06-01 04:00:00,289.920,295.012,294.992,285.522,0.239,287.458,99687.667,288.387,100089.759,
2004-06-01 04:05:00,289.890,294.973,294.951,285.457,0.239,287.467,99687.667,288.367,100089.790,
2004-06-01 04:10:00,289.855,294.936,294.914,285.415,0.239,287.476,99687.667,288.335,100089.827,
2004-06-01 04:15:00,289.801,294.901,294.877,285.396,0.239,287.486,99687.667,288.302,100089.863,
2004-06-01 04:20:00,289.774,294.866,294.840,285.402,0.239,287.495,99687.667,288.276,100089.893,
2004-06-01 04:25:00,289.740,294.830,294.803,285.427,0.239,287.504,99687.667,288.253,100089.920,
2004-06-01 04:30:00,289.724,294.795,294.766,285.468,0.239,287.513,99687.667,288.234,100089.943,
2004-06-01 04:35:00,289.693,294.760,294.730,285.523,0.239,287.523,99687.667,288.215,100089.965,
2004-06-01 04:40:00,289.678,294.727,294.695,285.591,0.239,287.532,99687.667,288.199,100089.984,
2004-06-01 04:45:00,289.648,294.694,294.661,285.670,0.239,287.541,99687.667,288.183,100090.002,
2004-06-01 04:50:00,289.634,294.662,294.628,285.758,0.239,287.550,99687.667,288.170,100090.018,
2004-06-01 04:55:00,289.606,294.630,294.595,285.860,1.615,287.559,99687.667,288.156,100090.033,
2004-06-01 05:00:00,289.599,294.600,294.563,285.970,1.615,287.569,99687.667,288.149,100090.044,
2004-06-01 05:05:00,289.574,294.570,294.531,286.084,1.615,287.585,99689.319,288.139,100090.055,
2004-06-01 05:10:00,289.562,294.543,294.501,286.213,1.615,287.600,99690.972,288.131,100090.065,
2004-06-01 05:15:00,289.542,294.520,294.472,286.347,1.615,287.616,99692.625,288.122,100090.075,
2004-06-01 05:20:00,289.537,294.500,294.444,286.482,1.615,287.632,99694.278,288.114,100090.084,
2004-06-01 05:25:00,289.521,294.482,294.417,286.622,1.615,287.648,99695.931,288.106,100090.094,
2004-06-01 05:30:00,289.520,294.466,294.391,286.760,1.615,287.664,99697.583,288.100,100090.103,
2004-06-01 05:35:00,289.506,294.451,294.367,286.891,1.615,287.680,99699.236,288.093,100090.112,
2004-06-01 05:40:00,289.506,294.439,294.343,287.014,1.615,287.695,99700.889,288.087,100090.120,
2004-06-01 05:45:00,289.493,294.427,294.321,287.129,1.615,287.711,99702.542,288.080,100090.128,
2004-06-01 05:50:00,289.495,294.416,294.299,287.247,1.615,287.727,99704.194,288.076,100090.135,
2004-06-01 05:55:00,289.482,294.406,294.279,287.360,5.623,287.743,99705.847,288.069,100090.143,
2004-06-01 06:00:00,289.534,294.395,294.259,287.464,5.623,287.759,99707.500,288.073,100090.148,
2004-06-01 06:05:00,289.350,294.378,294.232,287.564,5.623,287.805,99709.000,288.072,100090.141,
2004-06-01 06:10:00,289.413,294.370,294.212,287.680,5.623,287.850,99710.500,288.083,100090.127,
2004-06-01 06:15:00,289.270,294.351,294.180,287.770,5.623,287.896,99712.000,288.084,100090.117,
2004-06-01 06:20:00,289.350,294.341,294.156,287.839,5.623,287.942,99713.500,288.100,100090.098,
2004-06-01 06:25:00,289.239,294.324,294.124,287.886,5.623,287.988,99715.000,288.104,100090.084,
2004-06-01 06:30:00,289.319,294.315,294.100,287.973,5.623,288.033,99716.500,288.125,100090.062,
2004-06-01 06:35:00,289.227,294.301,294.072,288.029,5.623,288.079,99718.000,288.132,100090.046,
2004-06-01 06:40:00,289.307,294.291,294.050,288.228,5.623,288.125,99719.500,288.160,100090.019,
2004-06-01 06:45:00,289.244,294.276,294.024,288.595,5.623,288.170,99721.000,288.183,100089.994,
2004-06-01 06:50:00,289.325,294.266,294.004,288.861,5.623,288.216,99722.500,288.217,100089.962,
2004-06-01 06:55:00,289.262,294.251,293.982,289.056,5.982,288.262,99724.000,288.234,100089.939,
2004-06-01 07:00:00,289.332,294.241,293.965,289.215,5.982,288.308,99725.500,288.264,100089.910,
2004-06-01 07:05:00,289.280,294.226,293.945,289.339,5.982,288.370,99729.069,288.287,100089.876,
2004-06-01 07:10:00,289.350,294.214,293.930,289.457,5.982,288.432,99732.639,288.324,100089.835,
2004-06-01 07:15:00,289.320,294.200,293.913,289.567,5.982,288.495,99736.208,288.350,100089.798,
2004-06-01 07:20:00,289.398,294.189,293.900,289.685,5.982,288.557,99739.778,288.389,100089.756,
2004-06-01 07:25:00,289.377,294.176,293.888,289.799,5.982,288.620,99743.347,288.418,100089.718,
2004-06-01 07:30:00,289.462,294.165,293.878,289.919,5.982,288.682,99746.917,288.460,100089.674,
2004-06-01 07:35:00,289.447,294.154,293.869,290.034,5.982,288.745,99750.486,288.490,100089.636,
2004-06-01 07:40:00,289.559,294.144,293.863,290.154,5.982,288.807,99754.056,288.540,100089.587,
2004-06-01 07:45:00,289.553,294.134,293.858,290.268,5.982,288.869,99757.625,288.573,100089.547,
2004-06-01 07:50:00,289.657,294.126,293.857,290.390,5.982,288.932,99761.194,288.622,100089.498,
2004-06-01 07:55:00,289.648,294.117,293.855,290.502,5.743,288.994,99764.764,288.655,100089.457,
2004-06-01 08:00:00,289.753,294.110,293.857,290.621,5.743,289.057,99768.333,288.704,100089.409,
2004-06-01 08:05:00,289.742,294.100,293.858,290.729,5.743,289.178,99768.653,288.738,100089.367,
2004-06-01 08:10:00,289.925,294.095,293.865,290.956,5.743,289.299,99768.972,288.815,100089.302,
2004-06-01 08:15:00,289.995,294.091,293.874,291.212,5.743,289.420,99769.292,288.889,100089.237,
2004-06-01 08:20:00,290.213,294.093,293.893,291.504,5.743,289.541,99769.611,288.988,100089.157,
2004-06-01 08:25:00,290.275,294.096,293.917,291.787,5.743,289.663,99769.931,289.072,100089.082,
2004-06-01 08:30:00,290.506,294.111,293.949,292.079,5.743,289.784,99770.250,289.179,100088.996,
2004-06-01 08:35:00,290.550,294.144,293.984,292.350,5.743,289.905,99770.569,289.266,100088.917,
2004-06-01 08:40:00,290.784,294.196,294.026,292.630,5.743,290.026,99770.889,289.376,100088.826,
2004-06-01 08:45:00,290.812,294.258,294.069,292.888,5.743,290.148,99771.208,289.465,100088.744,
2004-06-01 08:50:00,291.049,294.335,294.118,293.159,5.743,290.269,99771.528,289.576,100088.651,
2004-06-01 08:55:00,291.062,294.420,294.167,293.407,5.025,290.390,99771.847,289.665,100088.567,
2004-06-01 09:00:00,291.300,294.515,294.221,293.673,5.025,290.511,99772.167,289.774,100088.472,
2004-06-01 09:05:00,291.312,294.612,294.274,293.915,5.025,290.634,99772.333,289.882,100088.355,
2004-06-01 09:10:00,291.552,294.713,294.328,294.105,5.025,290.757,99772.500,290.007,100088.227,
2004-06-01 09:15:00,291.529,294.812,294.379,294.272,5.167,290.879,99772.667,290.104,100088.112,
2004-06-01 09:20:00,291.766,294.915,294.433,294.458,8.585,291.002,99772.833,290.225,100087.986,
2004-06-01 09:25:00,291.754,295.016,294.482,294.618,9.137,291.125,99773.000,290.333,100087.866,
2004-06-01 09:30:00,291.998,295.123,294.534,294.808,12.598,291.248,99773.167,290.458,100087.737,
2004-06-01 09:35:00,291.980,295.229,294.584,294.986,13.067,291.370,99773.333,290.568,100087.614,
2004-06-01 09:40:00,292.230,295.340,294.637,295.183,16.581,291.493,99773.500,290.695,100087.484,
2004-06-01 09:45:00,292.211,295.451,294.687,295.364,17.027,291.616,99773.667,290.807,100087.360,
2004-06-01 09:50:00,292.462,295.568,294.741,295.563,20.553,291.739,99773.833,290.935,100087.228,
2004-06-01 09:55:00,292.441,295.685,294.793,295.745,21.210,291.861,99774.000,291.048,100087.102,
2004-06-01 10:00:00,292.696,295.807,294.848,295.945,24.792,291.984,99774.167,291.179,100086.969,
2004-06-01 10:05:00,292.650,295.930,294.901,296.127,25.013,292.045,99773.639,291.254,100086.904,
2004-06-01 10:10:00,292.885,296.061,294.958,296.350,28.473,292.106,99773.111,291.339,100086.842,
2004-06-01 10:15:00,292.831,296.192,295.012,296.514,28.620,292.167,99772.583,291.404,100086.787,
2004-06-01 10:20:00,293.062,296.330,295.069,296.685,32.047,292.228,99772.056,291.485,100086.725,
2004-06-01 10:25:00,292.998,296.468,295.124,296.822,32.099,292.289,99771.528,291.547,100086.669,
2004-06-01 10:30:00,293.227,296.612,295.181,296.973,35.520,292.350,99771.000,291.625,100086.606,
2004-06-01 10:35:00,293.153,296.756,295.235,297.100,35.488,292.411,99770.472,291.685,100086.550,
2004-06-01 10:40:00,293.381,296.906,295.291,297.245,38.917,292.472,99769.944,291.762,100086.487,
2004-06-01 10:45:00,293.304,297.055,295.345,297.365,38.867,292.533,99769.417,291.821,100086.430,
2004-06-01 10:50:00,293.533,297.210,295.401,297.508,42.335,292.594,99768.889,291.899,100086.365,
2004-06-01 10:55:00,293.456,297.365,295.455,297.626,41.777,292.655,99768.361,291.959,100086.306,
2004-06-01 11:00:00,293.684,297.527,295.512,297.768,45.255,292.715,99767.833,292.036,100086.240,
2004-06-01 11:05:00,293.622,297.689,295.567,297.885,45.402,292.812,99766.264,292.119,100086.146,
2004-06-01 11:10:00,293.853,297.856,295.624,298.011,48.917,292.909,99764.694,292.218,100086.040,
2004-06-01 11:15:00,293.800,298.023,295.679,298.152,49.192,293.005,99763.125,292.305,100085.940,
2004-06-01 11:20:00,294.033,298.196,295.738,298.320,52.755,293.102,99761.556,292.412,100085.831,
2004-06-01 11:25:00,293.997,298.369,295.794,298.478,53.250,293.198,99759.986,292.506,100085.726,
2004-06-01 11:30:00,294.227,298.549,295.855,298.666,56.801,293.295,99758.417,292.619,100085.613,
2004-06-01 11:35:00,294.205,298.730,295.914,298.833,57.470,293.391,99756.847,292.717,100085.506,
2004-06-01 11:40:00,294.427,298.917,295.976,299.026,60.963,293.488,99755.278,292.830,100085.390,
2004-06-01 11:45:00,294.417,299.106,296.037,299.197,61.805,293.584,99753.708,292.931,100085.280,
2004-06-01 11:50:00,294.629,299.300,296.102,299.391,65.173,293.681,99752.139,293.045,100085.164,
