cur_datetime,sensWaste,roof_Text_c,s_wall_Text_c,n_wall_Text_c,e_wall_Text_c,w_wall_Text_c,,wallShade_K,wallShade_C,wallSun_K,wallSun_C
6/1/2004 0:05,0,16.376,17.804,17.191,24.607,24.447,,299.872,26.722,299.872,26.722
6/1/2004 0:10,0,16.308,17.769,17.167,24.588,24.429,,299.603,26.453,299.603,26.453
6/1/2004 0:15,0,16.241,17.74,17.14,24.57,24.411,,299.148,25.998,299.148,25.998
6/1/2004 0:20,0,16.175,17.711,17.115,24.551,24.393,,298.726,25.576,298.726,25.576
6/1/2004 0:25,0,16.109,17.683,17.091,24.531,24.375,,298.404,25.254,298.404,25.254
6/1/2004 0:30,0,16.034,17.657,17.069,24.512,24.356,,298.164,25.014,298.164,25.014
6/1/2004 0:35,0,15.96,17.631,17.047,24.492,24.338,,297.971,24.821,297.971,24.821
6/1/2004 0:40,0,15.886,17.608,17.028,24.472,24.32,,297.806,24.656,297.806,24.656
6/1/2004 0:45,0,15.812,17.586,17.009,24.451,24.303,,297.657,24.507,297.657,24.507
6/1/2004 0:50,0,15.732,17.567,16.992,24.431,24.285,,297.516,24.366,297.516,24.366
6/1/2004 0:55,0,15.653,17.55,16.975,24.41,24.267,,297.379,24.229,297.379,24.229
6/1/2004 1:00,0,15.572,17.535,16.959,24.389,24.249,,297.247,24.097,297.247,24.097
6/1/2004 1:05,0,15.511,17.509,16.937,24.369,24.231,,297.124,23.974,297.124,23.974
6/1/2004 1:10,0,15.447,17.483,16.915,24.349,24.214,,297.01,23.86,297.01,23.86
6/1/2004 1:15,0,15.384,17.458,16.893,24.33,24.197,,296.903,23.753,296.903,23.753
6/1/2004 1:20,0,15.32,17.432,16.87,24.311,24.18,,296.805,23.655,296.805,23.655
6/1/2004 1:25,0,15.257,17.406,16.847,24.293,24.164,,296.713,23.563,296.713,23.563
6/1/2004 1:30,0,15.199,17.379,16.825,24.275,24.148,,296.626,23.476,296.626,23.476
6/1/2004 1:35,0,15.141,17.353,16.802,24.258,24.133,,296.543,23.393,296.543,23.393
6/1/2004 1:40,0,15.083,17.326,16.779,24.242,24.118,,296.464,23.314,296.464,23.314
6/1/2004 1:45,0,15.025,17.3,16.756,24.226,24.104,,296.389,23.239,296.389,23.239
6/1/2004 1:50,0,14.971,17.274,16.733,24.21,24.089,,296.317,23.167,296.317,23.167
6/1/2004 1:55,0,14.917,17.247,16.71,24.194,24.075,,296.248,23.098,296.248,23.098
6/1/2004 2:00,0,14.864,17.221,16.687,24.179,24.062,,296.182,23.032,296.182,23.032
6/1/2004 2:05,0,14.839,17.207,16.676,24.164,24.048,,296.119,22.969,296.119,22.969
6/1/2004 2:10,0,14.821,17.194,16.666,24.151,24.035,,296.056,22.906,296.056,22.906
6/1/2004 2:15,0,14.803,17.181,16.655,24.139,24.022,,295.995,22.845,295.995,22.845
6/1/2004 2:20,0,14.784,17.17,16.648,24.127,24.009,,295.936,22.786,295.936,22.786
6/1/2004 2:25,0,14.766,17.16,16.64,24.115,23.997,,295.88,22.73,295.88,22.73
6/1/2004 2:30,0,14.762,17.151,16.635,24.104,23.986,,295.825,22.675,295.825,22.675
6/1/2004 2:35,0,14.759,17.143,16.629,24.093,23.975,,295.771,22.621,295.771,22.621
6/1/2004 2:40,0,14.755,17.136,16.625,24.082,23.964,,295.719,22.569,295.719,22.569
6/1/2004 2:45,0,14.752,17.129,16.621,24.072,23.954,,295.667,22.517,295.667,22.517
6/1/2004 2:50,0,14.759,17.124,16.618,24.062,23.944,,295.617,22.467,295.617,22.467
6/1/2004 2:55,0,14.767,17.118,16.615,24.052,23.934,,295.567,22.417,295.567,22.417
6/1/2004 3:00,0,14.775,17.114,16.613,24.043,23.925,,295.518,22.368,295.518,22.368
6/1/2004 3:05,0,14.757,17.101,16.603,24.033,23.915,,295.471,22.321,295.471,22.321
6/1/2004 3:10,0,14.745,17.089,16.594,24.023,23.906,,295.423,22.273,295.426,22.276
6/1/2004 3:15,0,14.733,17.076,16.584,24.013,23.897,,295.376,22.226,295.382,22.232
6/1/2004 3:20,0,14.722,17.062,16.573,24.003,23.887,,295.331,22.181,295.338,22.188
6/1/2004 3:25,0,14.71,17.049,16.562,23.993,23.878,,295.286,22.136,295.296,22.146
6/1/2004 3:30,0,14.696,17.035,16.551,23.983,23.868,,295.243,22.093,295.254,22.104
6/1/2004 3:35,0,14.682,17.021,16.539,23.973,23.858,,295.2,22.05,295.213,22.063
6/1/2004 3:40,0,14.668,17.007,16.528,23.962,23.849,,295.157,22.007,295.172,22.022
6/1/2004 3:45,0,14.654,16.992,16.516,23.952,23.839,,295.115,21.965,295.131,21.981
6/1/2004 3:50,0,14.639,16.978,16.504,23.942,23.829,,295.073,21.923,295.091,21.941
6/1/2004 3:55,0,14.624,16.964,16.492,23.931,23.82,,295.032,21.882,295.051,21.901
6/1/2004 4:00,0,14.609,16.949,16.481,23.921,23.81,,294.992,21.842,295.012,21.862
6/1/2004 4:05,0,14.58,16.933,16.467,23.916,23.806,,294.951,21.801,294.973,21.823
6/1/2004 4:10,0,14.549,16.917,16.452,23.909,23.8,,294.914,21.764,294.936,21.786
6/1/2004 4:15,0,14.518,16.9,16.438,23.904,23.796,,294.877,21.727,294.901,21.751
6/1/2004 4:20,0,14.487,16.884,16.424,23.898,23.791,,294.84,21.69,294.866,21.716
6/1/2004 4:25,0,14.456,16.867,16.409,23.892,23.786,,294.803,21.653,294.83,21.68
6/1/2004 4:30,0,14.419,16.85,16.394,23.886,23.781,,294.766,21.616,294.795,21.645
6/1/2004 4:35,0,14.382,16.833,16.379,23.879,23.776,,294.73,21.58,294.76,21.61
6/1/2004 4:40,0,14.345,16.816,16.364,23.871,23.769,,294.695,21.545,294.727,21.577
6/1/2004 4:45,0,14.309,16.799,16.349,23.864,23.763,,294.661,21.511,294.694,21.544
6/1/2004 4:50,0,14.268,16.781,16.333,23.856,23.756,,294.628,21.478,294.662,21.512
6/1/2004 4:55,0,14.228,16.764,16.318,23.848,23.749,,294.595,21.445,294.63,21.48
6/1/2004 5:00,0,14.188,16.747,16.303,23.839,23.742,,294.563,21.413,294.6,21.45
6/1/2004 5:05,9.436,14.175,16.734,16.292,23.832,23.736,,294.531,21.381,294.57,21.42
6/1/2004 5:10,9.496,14.162,16.722,16.282,23.798,23.704,,294.501,21.351,294.543,21.393
6/1/2004 5:15,9.557,14.15,16.71,16.271,23.762,23.67,,294.472,21.322,294.52,21.37
6/1/2004 5:20,9.618,14.137,16.699,16.262,23.729,23.639,,294.444,21.294,294.5,21.35
6/1/2004 5:25,9.679,14.124,16.688,16.253,23.7,23.611,,294.417,21.267,294.482,21.332
6/1/2004 5:30,9.74,14.132,16.681,16.248,23.674,23.586,,294.391,21.241,294.466,21.316
6/1/2004 5:35,9.802,14.131,16.672,16.241,23.65,23.564,,294.367,21.217,294.451,21.301
6/1/2004 5:40,9.863,14.129,16.664,16.235,23.629,23.544,,294.343,21.193,294.439,21.289
6/1/2004 5:45,9.925,14.128,16.656,16.229,23.61,23.525,,294.321,21.171,294.427,21.277
6/1/2004 5:50,9.987,14.136,16.649,16.224,23.592,23.508,,294.299,21.149,294.416,21.266
6/1/2004 5:55,10.05,14.146,16.642,16.218,23.575,23.492,,294.279,21.129,294.406,21.256
6/1/2004 6:00,10.112,14.157,16.636,16.214,23.56,23.478,,294.259,21.109,294.395,21.245
6/1/2004 6:05,10.212,14.168,16.633,16.213,23.569,23.487,,294.232,21.082,294.378,21.228
6/1/2004 6:10,10.313,14.187,16.633,16.214,23.574,23.492,,294.212,21.062,294.37,21.22
6/1/2004 6:15,10.415,14.207,16.657,16.195,23.578,23.497,,294.18,21.03,294.351,21.201
6/1/2004 6:20,10.516,14.227,16.661,16.195,23.583,23.502,,294.156,21.006,294.341,21.191
6/1/2004 6:25,10.618,14.246,16.663,16.193,23.587,23.507,,294.124,20.974,294.324,21.174
6/1/2004 6:30,10.721,14.274,16.667,16.194,23.591,23.511,,294.1,20.95,294.315,21.165
6/1/2004 6:35,10.824,14.309,16.672,16.196,23.594,23.514,,294.072,20.922,294.301,21.151
6/1/2004 6:40,10.928,14.344,16.678,16.2,23.598,23.517,,294.05,20.9,294.291,21.141
6/1/2004 6:45,11.032,14.379,16.684,16.204,23.6,23.52,,294.024,20.874,294.276,21.126
6/1/2004 6:50,11.136,14.423,16.691,16.21,23.603,23.523,,294.004,20.854,294.266,21.116
6/1/2004 6:55,11.241,14.468,16.698,16.215,23.611,23.525,,293.982,20.832,294.251,21.101
6/1/2004 7:00,11.346,14.513,16.706,16.222,23.621,23.527,,293.965,20.815,294.241,21.091
6/1/2004 7:05,11.591,14.563,16.713,16.256,23.736,23.632,,293.945,20.795,294.226,21.076
6/1/2004 7:10,11.836,14.622,16.72,16.284,23.853,23.736,,293.93,20.78,294.214,21.064
6/1/2004 7:15,12.083,14.682,16.728,16.298,23.965,23.836,,293.913,20.763,294.2,21.05
6/1/2004 7:20,12.329,14.743,16.737,16.316,24.071,23.931,,293.9,20.75,294.189,21.039
6/1/2004 7:25,12.577,14.804,16.745,16.333,24.168,24.021,,293.888,20.738,294.176,21.026
6/1/2004 7:30,12.824,14.874,16.755,16.379,24.256,24.106,,293.878,20.728,294.165,21.015
6/1/2004 7:35,13.073,14.946,16.765,16.442,24.337,24.185,,293.869,20.719,294.154,21.004
6/1/2004 7:40,13.322,15.019,16.776,16.514,24.412,24.258,,293.863,20.713,294.144,20.994
6/1/2004 7:45,13.572,15.091,16.787,16.543,24.48,24.325,,293.858,20.708,294.134,20.984
6/1/2004 7:50,13.822,15.173,16.799,16.576,24.543,24.386,,293.857,20.707,294.126,20.976
6/1/2004 7:55,14.073,15.256,16.811,16.627,24.601,24.443,,293.855,20.705,294.117,20.967
6/1/2004 8:00,14.324,15.339,16.825,16.692,24.655,24.494,,293.857,20.707,294.11,20.96
6/1/2004 8:05,14.653,15.429,16.846,16.733,24.705,24.543,,293.858,20.708,294.1,20.95
6/1/2004 8:10,14.981,15.528,16.87,16.776,24.752,24.591,,293.865,20.715,294.095,20.945
6/1/2004 8:15,15.31,15.628,16.894,16.884,24.795,24.637,,293.874,20.724,294.091,20.941
6/1/2004 8:20,15.64,15.73,16.916,17.011,24.837,24.681,,293.893,20.743,294.093,20.943
6/1/2004 8:25,15.969,15.831,16.942,17.062,24.877,24.721,,293.917,20.767,294.096,20.946
6/1/2004 8:30,16.299,15.943,16.969,17.148,24.922,24.759,,293.949,20.799,294.111,20.961
6/1/2004 8:35,16.63,16.117,17.005,17.273,24.976,24.795,,293.984,20.834,294.144,20.994
6/1/2004 8:40,16.961,16.294,17.044,17.38,25.036,24.832,,294.026,20.876,294.196,21.046
6/1/2004 8:45,17.292,16.473,17.083,17.609,25.102,24.869,,294.069,20.919,294.258,21.108
6/1/2004 8:50,17.623,16.684,17.126,17.768,25.171,24.907,,294.118,20.968,294.335,21.185
6/1/2004 8:55,17.955,16.898,17.169,17.894,25.243,24.944,,294.167,21.017,294.42,21.27
6/1/2004 9:00,18.287,17.115,17.215,18.019,25.31,24.979,,294.221,21.071,294.515,21.365
6/1/2004 9:05,18.868,17.348,17.273,18.152,25.373,25.014,,294.274,21.124,294.612,21.462
6/1/2004 9:10,19.446,17.617,17.336,18.28,25.435,25.047,,294.328,21.178,294.713,21.563
6/1/2004 9:15,20.021,17.888,17.398,18.404,25.495,25.079,,294.379,21.229,294.812,21.662
6/1/2004 9:20,20.596,18.16,17.466,18.524,25.554,25.111,,294.433,21.283,294.915,21.765
6/1/2004 9:25,21.168,18.434,17.535,18.639,25.611,25.141,,294.482,21.332,295.016,21.866
6/1/2004 9:30,21.738,18.743,17.607,18.748,25.667,25.171,,294.534,21.384,295.123,21.973
6/1/2004 9:35,22.306,19.013,17.675,18.832,25.718,25.199,,294.584,21.434,295.229,22.079
6/1/2004 9:40,22.87,19.282,17.745,18.908,25.766,25.226,,294.637,21.487,295.34,22.19
6/1/2004 9:45,23.431,19.552,17.816,18.981,25.811,25.251,,294.687,21.537,295.451,22.301
6/1/2004 9:50,23.989,19.837,17.889,19.044,25.867,25.276,,294.741,21.591,295.568,22.418
6/1/2004 9:55,24.545,20.123,17.963,19.105,25.933,25.299,,294.793,21.643,295.685,22.535
6/1/2004 10:00,25.097,20.41,18.038,19.157,26.004,25.321,,294.848,21.698,295.807,22.657
6/1/2004 10:05,25.623,20.688,18.113,19.206,26.076,25.343,,294.901,21.751,295.93,22.78
6/1/2004 10:10,26.145,20.977,18.19,19.246,26.144,25.364,,294.958,21.808,296.061,22.911
6/1/2004 10:15,26.663,21.266,18.267,19.284,26.201,25.385,,295.012,21.862,296.192,23.042
6/1/2004 10:20,27.176,21.555,18.347,19.314,26.253,25.405,,295.069,21.919,296.33,23.18
6/1/2004 10:25,27.684,21.844,18.426,19.341,26.3,25.425,,295.124,21.974,296.468,23.318
6/1/2004 10:30,28.189,22.14,18.507,19.361,26.344,25.445,,295.181,22.031,296.612,23.462
6/1/2004 10:35,28.688,22.456,18.59,19.383,26.386,25.464,,295.235,22.085,296.756,23.606
6/1/2004 10:40,29.183,22.772,18.675,19.397,26.427,25.484,,295.291,22.141,296.906,23.756
6/1/2004 10:45,29.673,23.089,18.761,19.409,26.465,25.504,,295.345,22.195,297.055,23.905
6/1/2004 10:50,30.159,23.418,18.848,19.413,26.502,25.524,,295.401,22.251,297.21,24.06
6/1/2004 10:55,30.641,23.747,18.936,19.414,26.537,25.545,,295.455,22.305,297.365,24.215
6/1/2004 11:00,31.117,24.077,19.026,19.408,26.57,25.566,,295.512,22.362,297.527,24.377
6/1/2004 11:05,31.27,24.382,19.1,19.388,26.591,25.576,,295.567,22.417,297.689,24.539
6/1/2004 11:10,31.421,24.696,19.243,19.421,26.602,25.578,,295.624,22.474,297.856,24.706
6/1/2004 11:15,31.57,25.009,19.387,19.456,26.612,25.581,,295.679,22.529,298.023,24.873
6/1/2004 11:20,31.716,25.321,19.549,19.499,26.621,25.585,,295.738,22.588,298.196,25.046
6/1/2004 11:25,31.861,25.631,19.712,19.542,26.63,25.592,,295.794,22.644,298.369,25.219
6/1/2004 11:30,32.003,25.94,19.889,19.59,26.64,25.6,,295.855,22.705,298.549,25.399
6/1/2004 11:35,32.144,26.242,20.07,19.649,26.647,25.61,,295.914,22.764,298.73,25.58
6/1/2004 11:40,32.283,26.543,20.258,19.702,26.655,25.621,,295.976,22.826,298.917,25.767
6/1/2004 11:45,32.419,26.843,20.448,19.754,26.664,25.633,,296.037,22.887,299.106,25.956
6/1/2004 11:50,32.554,27.139,20.648,19.809,26.672,25.647,,296.102,22.952,299.3,26.15
6/1/2004 11:55,32.686,27.433,20.848,19.863,26.681,25.661,,296.165,23.015,299.496,26.346
6/1/2004 12:00,32.817,27.725,21.058,19.92,26.689,25.677,,296.23,23.08,299.688,26.538
6/1/2004 12:05,33.114,28.03,21.279,19.984,26.709,25.704,,296.294,23.144,299.876,26.726
6/1/2004 12:10,33.406,28.332,21.51,20.051,26.735,25.74,,296.361,23.211,300.079,26.929
6/1/2004 12:15,33.694,28.633,21.741,20.118,26.762,25.776,,296.43,23.28,300.292,27.142
6/1/2004 12:20,33.98,28.933,21.983,20.188,26.787,25.811,,296.502,23.352,300.516,27.366
6/1/2004 12:25,34.262,29.231,22.226,20.258,26.811,25.846,,296.577,23.427,300.748,27.598
6/1/2004 12:30,34.541,29.529,22.477,20.33,26.834,25.88,,296.654,23.504,300.989,27.839
6/1/2004 12:35,34.821,29.909,22.762,20.412,26.858,25.913,,296.733,23.583,301.235,28.085
6/1/2004 12:40,35.104,30.288,23.062,20.498,26.883,25.947,,296.814,23.664,301.489,28.339
6/1/2004 12:45,35.384,30.665,23.364,20.583,26.908,25.98,,296.897,23.747,301.748,28.598
6/1/2004 12:50,35.66,31.065,23.682,20.672,26.935,26.014,,296.982,23.832,302.012,28.862
6/1/2004 12:55,35.934,31.462,24.003,20.761,26.962,26.047,,297.068,23.918,302.282,29.132
6/1/2004 13:00,36.205,31.857,24.338,20.852,26.99,26.08,,297.156,24.006,302.557,29.407
6/1/2004 13:05,36.357,32.243,24.672,20.941,27.017,26.113,,297.246,24.096,302.838,29.688
6/1/2004 13:10,36.505,32.648,25.018,21.032,27.045,26.146,,297.332,24.182,303.092,29.942
6/1/2004 13:15,36.65,33.049,25.366,21.122,27.072,26.179,,297.415,24.265,303.328,30.178
6/1/2004 13:20,36.792,33.449,25.725,21.214,27.1,26.212,,297.493,24.343,303.548,30.398
6/1/2004 13:25,36.931,33.845,26.084,21.306,27.127,26.245,,297.57,24.42,303.758,30.608
6/1/2004 13:30,37.066,34.249,26.454,21.4,27.156,26.277,,297.644,24.494,303.96,30.81
6/1/2004 13:35,37.198,34.503,26.745,21.475,27.182,26.308,,297.715,24.565,304.153,31.003
6/1/2004 13:40,37.327,34.755,27.033,21.549,27.208,26.339,,297.782,24.632,304.341,31.191
6/1/2004 13:45,37.452,35.005,27.318,21.623,27.233,26.368,,297.847,24.697,304.523,31.373
6/1/2004 13:50,37.574,35.214,27.592,21.694,27.259,26.396,,297.91,24.76,304.701,31.551
6/1/2004 13:55,37.694,35.422,27.863,21.766,27.284,26.424,,297.971,24.821,304.875,31.725
6/1/2004 14:00,37.809,35.627,28.126,21.835,27.311,26.451,,298.029,24.879,305.046,31.896
6/1/2004 14:05,37.785,35.794,28.356,21.887,27.34,26.478,,298.087,24.937,305.215,32.065
6/1/2004 14:10,37.76,35.914,28.574,21.935,27.371,26.507,,298.125,24.975,305.285,32.135
6/1/2004 14:15,37.735,36.031,28.789,21.983,27.403,26.538,,298.147,24.997,305.278,32.128
6/1/2004 14:20,37.71,36.146,28.989,22.026,27.436,26.572,,298.146,24.996,305.205,32.055
6/1/2004 14:25,37.685,36.259,29.186,22.069,27.469,26.61,,298.13,24.98,305.08,31.93
6/1/2004 14:30,37.66,36.324,29.371,22.108,27.503,26.65,,298.098,24.948,304.911,31.761
6/1/2004 14:35,37.635,36,29.347,22.075,27.531,26.69,,298.055,24.905,304.707,31.557
6/1/2004 14:40,37.61,35.678,29.229,22.055,27.555,26.729,,298.001,24.851,304.471,31.321
6/1/2004 14:45,37.585,35.36,29.105,22.036,27.574,26.765,,297.938,24.788,304.2,31.05
6/1/2004 14:50,37.559,34.903,28.913,22.006,27.586,26.8,,297.867,24.717,303.9,30.75
6/1/2004 14:55,37.534,34.451,28.716,21.978,27.591,26.817,,297.788,24.638,303.575,30.425
6/1/2004 15:00,37.509,34.004,28.618,21.94,27.591,26.833,,297.702,24.552,303.228,30.078
6/1/2004 15:05,37.272,33.566,28.194,21.869,27.585,26.848,,297.609,24.459,302.861,29.711
6/1/2004 15:10,37.032,33.004,27.751,21.789,27.573,26.855,,297.526,24.376,302.576,29.426
6/1/2004 15:15,36.788,32.446,27.187,21.713,27.554,26.845,,297.448,24.298,302.346,29.196
6/1/2004 15:20,36.54,31.891,26.716,21.623,27.531,26.829,,297.381,24.231,302.161,29.011
6/1/2004 15:25,36.287,31.341,26.312,21.533,27.501,26.815,,297.322,24.172,302.009,28.859
6/1/2004 15:30,36.031,30.71,25.924,21.436,27.467,26.799,,297.271,24.121,301.885,28.735
6/1/2004 15:35,35.771,30.433,25.753,21.38,27.43,26.789,,297.224,24.074,301.778,28.628
6/1/2004 15:40,35.507,30.155,25.599,21.323,27.395,26.783,,297.184,24.034,301.688,28.538
6/1/2004 15:45,35.24,29.876,25.444,21.265,27.362,26.779,,297.146,23.996,301.609,28.459
6/1/2004 15:50,34.968,29.631,25.319,21.21,27.332,26.769,,297.112,23.962,301.54,28.39
6/1/2004 15:55,34.692,29.386,25.194,21.154,27.304,26.755,,297.08,23.93,301.479,28.329
6/1/2004 16:00,34.425,29.14,25.053,21.099,27.278,26.737,,297.052,23.902,301.425,28.275
6/1/2004 16:05,34.383,28.889,24.898,21.064,27.225,26.684,,297.024,23.874,301.376,28.226
6/1/2004 16:10,34.341,28.681,24.747,21.032,27.177,26.637,,296.999,23.849,301.313,28.163
6/1/2004 16:15,34.298,28.472,24.653,21,27.134,26.597,,296.97,23.82,301.236,28.086
6/1/2004 16:20,34.255,28.263,24.567,20.971,27.095,26.562,,296.939,23.789,301.147,27.997
6/1/2004 16:25,34.212,28.055,24.479,20.943,27.062,26.532,,296.904,23.754,301.051,27.901
6/1/2004 16:30,34.168,27.869,24.404,20.916,27.033,26.505,,296.868,23.718,300.948,27.798
6/1/2004 16:35,34.124,27.611,24.282,20.88,27.006,26.48,,296.83,23.68,300.841,27.691
6/1/2004 16:40,34.079,27.355,24.164,20.845,26.982,26.457,,296.791,23.641,300.729,27.579
6/1/2004 16:45,34.034,27.101,24.046,20.81,26.959,26.437,,296.75,23.6,300.614,27.464
6/1/2004 16:50,33.989,26.845,23.926,20.775,26.937,26.418,,296.707,23.557,300.496,27.346
6/1/2004 16:55,33.944,26.588,23.791,20.739,26.915,26.4,,296.664,23.514,300.375,27.225
6/1/2004 17:00,33.898,26.334,23.636,20.704,26.895,26.384,,296.619,23.469,300.251,27.101
6/1/2004 17:05,33.765,26.115,23.49,20.658,26.839,26.333,,296.572,23.422,300.125,26.975
6/1/2004 17:10,33.631,25.895,23.341,20.611,26.781,26.281,,296.5,23.35,299.68,26.53
6/1/2004 17:15,33.493,25.675,23.196,20.565,26.726,26.232,,296.432,23.282,299.335,26.185
6/1/2004 17:20,33.352,25.456,23.051,20.516,26.673,26.185,,296.334,23.184,299.023,25.873
6/1/2004 17:25,33.209,25.237,22.909,20.468,26.623,26.141,,296.239,23.089,298.764,25.614
6/1/2004 17:30,33.063,25.029,22.769,20.418,26.575,26.1,,296.15,23,298.541,25.391
6/1/2004 17:35,32.915,24.833,22.638,20.371,26.529,26.062,,296.063,22.913,298.344,25.194
6/1/2004 17:40,32.764,24.638,22.512,20.332,26.486,26.026,,295.977,22.827,298.165,25.015
6/1/2004 17:45,32.61,24.443,22.404,20.284,26.445,25.993,,295.899,22.749,298.009,24.859
6/1/2004 17:50,32.454,24.259,22.3,20.236,26.405,25.961,,295.821,22.671,297.859,24.709
6/1/2004 17:55,32.295,24.075,22.197,20.188,26.367,25.932,,295.749,22.599,297.725,24.575
6/1/2004 18:00,32.133,23.892,22.098,20.14,26.33,25.904,,295.675,22.525,297.594,24.444
6/1/2004 18:05,31.838,23.679,21.977,20.079,26.293,25.877,,295.607,22.457,297.475,24.325
6/1/2004 18:10,31.537,23.474,21.857,20.016,26.257,25.852,,295.539,22.389,297.358,24.208
6/1/2004 18:15,31.229,23.271,21.737,19.953,26.222,25.827,,295.478,22.328,297.254,24.104
6/1/2004 18:20,30.914,23.069,21.616,19.887,26.187,25.802,,295.414,22.264,297.148,23.998
6/1/2004 18:25,30.592,22.87,21.495,19.821,26.153,25.779,,295.358,22.208,297.055,23.905
6/1/2004 18:30,30.263,22.67,21.374,19.753,26.12,25.755,,295.299,22.149,296.96,23.81
6/1/2004 18:35,29.927,22.484,21.261,19.687,26.087,25.733,,295.249,22.099,296.877,23.727
6/1/2004 18:40,29.583,22.299,21.143,19.619,26.055,25.711,,295.194,22.044,296.788,23.638
6/1/2004 18:45,29.233,22.115,21.025,19.551,26.025,25.689,,295.148,21.998,296.714,23.564
6/1/2004 18:50,28.875,21.937,20.908,19.482,25.995,25.668,,295.099,21.949,296.635,23.485
6/1/2004 18:55,28.51,21.761,20.792,19.414,25.967,25.648,,295.056,21.906,296.566,23.416
6/1/2004 19:00,28.138,21.586,20.68,19.344,25.939,25.628,,295.011,21.861,296.494,23.344
6/1/2004 19:05,27.921,21.443,20.603,19.302,25.883,25.578,,294.972,21.822,296.433,23.283
6/1/2004 19:10,27.706,21.31,20.533,19.262,25.828,25.531,,294.93,21.78,296.367,23.217
6/1/2004 19:15,27.493,21.177,20.464,19.222,25.777,25.486,,294.891,21.741,296.306,23.156
6/1/2004 19:20,27.282,21.046,20.402,19.187,25.729,25.444,,294.857,21.707,296.253,23.103
6/1/2004 19:25,27.073,20.915,20.341,19.152,25.685,25.405,,294.817,21.667,296.194,23.044
6/1/2004 19:30,26.866,20.801,20.284,19.12,25.643,25.368,,294.789,21.639,296.15,23
6/1/2004 19:35,26.661,20.695,20.233,19.09,25.605,25.335,,294.758,21.608,296.101,22.951
6/1/2004 19:40,26.458,20.59,20.186,19.063,25.57,25.304,,294.73,21.58,296.057,22.907
6/1/2004 19:45,26.256,20.487,20.134,19.037,25.537,25.275,,294.696,21.546,296.005,22.855
6/1/2004 19:50,26.057,20.397,20.116,18.998,25.506,25.249,,294.662,21.512,295.956,22.806
6/1/2004 19:55,25.859,20.308,20.071,18.974,25.478,25.224,,294.66,21.51,295.941,22.791
6/1/2004 20:00,25.663,20.218,20.032,18.95,25.451,25.201,,294.677,21.527,295.944,22.794
6/1/2004 20:05,25.476,20.086,19.958,18.926,25.426,25.179,,294.689,21.539,295.942,22.792
6/1/2004 20:10,25.289,19.963,19.905,18.893,25.402,25.158,,294.689,21.539,295.928,22.778
6/1/2004 20:15,25.103,19.838,19.853,18.86,25.379,25.138,,294.68,21.53,295.905,22.755
6/1/2004 20:20,24.917,19.717,19.798,18.826,25.356,25.119,,294.663,21.513,295.875,22.725
6/1/2004 20:25,24.733,19.597,19.744,18.792,25.334,25.101,,294.642,21.492,295.841,22.691
6/1/2004 20:30,24.549,19.472,19.691,18.758,25.313,25.083,,294.618,21.468,295.804,22.654
6/1/2004 20:35,24.365,19.35,19.642,18.725,25.292,25.066,,294.594,21.444,295.768,22.618
6/1/2004 20:40,24.183,19.228,19.593,18.691,25.273,25.05,,294.568,21.418,295.73,22.58
6/1/2004 20:45,24.001,19.106,19.545,18.658,25.253,25.034,,294.542,21.392,295.693,22.543
6/1/2004 20:50,23.82,18.984,19.498,18.625,25.235,25.019,,294.516,21.366,295.655,22.505
6/1/2004 20:55,23.639,18.862,19.451,18.591,25.216,25.004,,294.489,21.339,295.619,22.469
6/1/2004 21:00,23.46,18.741,19.405,18.558,25.199,24.989,,294.463,21.313,295.582,22.432
6/1/2004 21:05,0,18.638,19.363,18.527,25.154,24.946,,294.436,21.286,295.545,22.395
6/1/2004 21:10,0,18.538,19.322,18.497,25.159,24.952,,294.41,21.26,295.509,22.359
6/1/2004 21:15,0,18.438,19.281,18.467,25.167,24.962,,294.386,21.236,295.475,22.325
6/1/2004 21:20,0,18.338,19.241,18.438,25.173,24.97,,294.362,21.212,295.441,22.291
6/1/2004 21:25,0,18.238,19.202,18.408,25.177,24.975,,294.338,21.188,295.408,22.258
6/1/2004 21:30,0,18.144,19.164,18.379,25.178,24.978,,294.313,21.163,295.374,22.224
6/1/2004 21:35,0,18.051,19.126,18.35,25.176,24.979,,294.288,21.138,295.341,22.191
6/1/2004 21:40,0,17.958,19.089,18.321,25.173,24.977,,294.263,21.113,295.306,22.156
6/1/2004 21:45,0,17.865,19.052,18.292,25.168,24.974,,294.237,21.087,295.272,22.122
6/1/2004 21:50,0,17.776,19.015,18.264,25.161,24.97,,294.211,21.061,295.237,22.087
6/1/2004 21:55,0,17.688,18.979,18.235,25.153,24.964,,294.184,21.034,295.203,22.053
6/1/2004 22:00,0,17.599,18.944,18.207,25.145,24.958,,294.157,21.007,295.168,22.018
6/1/2004 22:05,0,17.533,18.889,18.163,25.129,24.944,,294.13,20.98,295.133,21.983
6/1/2004 22:10,0,17.473,18.833,18.118,25.114,24.931,,294.043,20.893,295.034,21.884
6/1/2004 22:15,0,17.412,18.776,18.073,25.096,24.914,,293.933,20.783,294.916,21.766
6/1/2004 22:20,0,17.351,18.715,18.025,25.076,24.896,,293.839,20.689,294.815,21.665
6/1/2004 22:25,0,17.29,18.655,17.977,25.056,24.877,,293.777,20.627,294.746,21.596
6/1/2004 22:30,0,17.239,18.592,17.926,25.035,24.857,,293.722,20.572,294.685,21.535
