cur_datetime,sensWaste,roof_Conv_w_m2,roof_netThermalRad_w_m2,roof_solarRad_w_m2,roof_Text_c,s_wall_Text_c,n_wall_Text_c,e_wall_Text_c,w_wall_Text_c,
2004-06-01 00:05:00,0.000,-22.872,-22.937,0.000,17.310,17.797,17.184,24.494,24.334,
2004-06-01 00:10:00,0.000,-21.935,-24.497,0.000,17.267,17.762,17.160,24.476,24.316,
2004-06-01 00:15:00,0.000,-20.920,-26.041,0.000,17.221,17.733,17.132,24.457,24.298,
2004-06-01 00:20:00,0.000,-19.843,-27.576,0.000,17.174,17.704,17.107,24.438,24.279,
2004-06-01 00:25:00,0.000,-18.715,-29.105,0.000,17.125,17.676,17.083,24.418,24.261,
2004-06-01 00:30:00,0.000,-17.542,-30.630,0.000,17.076,17.649,17.061,24.399,24.243,
2004-06-01 00:35:00,0.000,-16.333,-32.152,0.000,17.026,17.624,17.039,24.379,24.224,
2004-06-01 00:40:00,0.000,-15.095,-33.671,0.000,16.975,17.601,17.020,24.359,24.207,
2004-06-01 00:45:00,0.000,-13.838,-35.188,0.000,16.924,17.579,17.001,24.338,24.189,
2004-06-01 00:50:00,0.000,-12.573,-36.703,0.000,16.873,17.560,16.984,24.317,24.171,
2004-06-01 00:55:00,0.000,-11.318,-38.215,0.000,16.821,17.542,16.966,24.296,24.153,
2004-06-01 01:00:00,0.000,-10.093,-39.722,0.000,16.768,17.527,16.950,24.275,24.135,
2004-06-01 01:05:00,0.000,-10.221,-39.612,0.000,16.718,17.501,16.928,24.255,24.117,
2004-06-01 01:10:00,0.000,-10.348,-39.507,0.000,16.668,17.475,16.906,24.235,24.099,
2004-06-01 01:15:00,0.000,-10.471,-39.405,0.000,16.619,17.450,16.884,24.215,24.082,
2004-06-01 01:20:00,0.000,-10.590,-39.305,0.000,16.571,17.424,16.861,24.196,24.065,
2004-06-01 01:25:00,0.000,-10.704,-39.207,0.000,16.523,17.398,16.839,24.178,24.049,
2004-06-01 01:30:00,0.000,-10.811,-39.111,0.000,16.475,17.371,16.816,24.160,24.033,
2004-06-01 01:35:00,0.000,-10.911,-39.016,0.000,16.427,17.345,16.793,24.143,24.017,
2004-06-01 01:40:00,0.000,-11.004,-38.922,0.000,16.380,17.318,16.770,24.126,24.002,
2004-06-01 01:45:00,0.000,-11.090,-38.831,0.000,16.333,17.292,16.747,24.110,23.987,
2004-06-01 01:50:00,0.000,-11.167,-38.740,0.000,16.286,17.265,16.724,24.093,23.973,
2004-06-01 01:55:00,0.000,-11.236,-38.652,0.000,16.240,17.239,16.701,24.078,23.959,
2004-06-01 02:00:00,0.000,-11.297,-38.565,0.000,16.194,17.213,16.679,24.062,23.944,
2004-06-01 02:05:00,0.000,-11.027,-37.274,0.000,16.169,17.199,16.667,24.047,23.931,
2004-06-01 02:10:00,0.000,-10.804,-36.030,0.000,16.153,17.186,16.657,24.034,23.917,
2004-06-01 02:15:00,0.000,-10.615,-34.816,0.000,16.142,17.173,16.647,24.021,23.904,
2004-06-01 02:20:00,0.000,-10.451,-33.627,0.000,16.136,17.162,16.639,24.009,23.891,
2004-06-01 02:25:00,0.000,-10.309,-32.458,0.000,16.134,17.152,16.632,23.997,23.879,
2004-06-01 02:30:00,0.000,-10.186,-31.307,0.000,16.135,17.143,16.626,23.985,23.867,
2004-06-01 02:35:00,0.000,-10.079,-30.171,0.000,16.140,17.135,16.620,23.974,23.855,
2004-06-01 02:40:00,0.000,-9.986,-29.050,0.000,16.147,17.128,16.616,23.963,23.844,
2004-06-01 02:45:00,0.000,-9.906,-27.942,0.000,16.156,17.121,16.612,23.952,23.834,
2004-06-01 02:50:00,0.000,-9.837,-26.845,0.000,16.168,17.116,16.609,23.942,23.823,
2004-06-01 02:55:00,0.000,-9.779,-25.760,0.000,16.182,17.110,16.606,23.931,23.813,
2004-06-01 03:00:00,0.000,-9.731,-24.686,0.000,16.198,17.106,16.605,23.921,23.803,
2004-06-01 03:05:00,0.000,-9.882,-24.761,0.000,16.197,17.093,16.595,23.911,23.794,
2004-06-01 03:10:00,0.000,-10.005,-24.807,0.000,16.191,17.080,16.585,23.901,23.784,
2004-06-01 03:15:00,0.000,-10.110,-24.836,0.000,16.182,17.068,16.575,23.891,23.774,
2004-06-01 03:20:00,0.000,-10.201,-24.853,0.000,16.170,17.054,16.564,23.880,23.764,
2004-06-01 03:25:00,0.000,-10.282,-24.861,0.000,16.157,17.040,16.553,23.870,23.754,
2004-06-01 03:30:00,0.000,-10.352,-24.861,0.000,16.142,17.026,16.542,23.859,23.744,
2004-06-01 03:35:00,0.000,-10.415,-24.855,0.000,16.126,17.013,16.531,23.849,23.734,
2004-06-01 03:40:00,0.000,-10.470,-24.845,0.000,16.110,16.998,16.519,23.838,23.724,
2004-06-01 03:45:00,0.000,-10.518,-24.830,0.000,16.092,16.984,16.507,23.827,23.714,
2004-06-01 03:50:00,0.000,-10.560,-24.813,0.000,16.074,16.970,16.496,23.816,23.704,
2004-06-01 03:55:00,0.000,-10.595,-24.792,0.000,16.055,16.955,16.484,23.805,23.694,
2004-06-01 04:00:00,0.000,-10.625,-24.769,0.000,16.036,16.941,16.472,23.795,23.684,
2004-06-01 04:05:00,0.000,-10.575,-25.469,0.000,16.007,16.925,16.458,23.789,23.679,
2004-06-01 04:10:00,0.000,-10.500,-26.149,0.000,15.975,16.908,16.444,23.782,23.673,
2004-06-01 04:15:00,0.000,-10.405,-26.815,0.000,15.940,16.892,16.430,23.776,23.668,
2004-06-01 04:20:00,0.000,-10.293,-27.470,0.000,15.903,16.875,16.415,23.770,23.664,
2004-06-01 04:25:00,0.000,-10.165,-28.115,0.000,15.864,16.859,16.400,23.764,23.658,
2004-06-01 04:30:00,0.000,-10.023,-28.753,0.000,15.823,16.842,16.385,23.757,23.653,
2004-06-01 04:35:00,0.000,-9.869,-29.383,0.000,15.781,16.825,16.371,23.750,23.646,
2004-06-01 04:40:00,0.000,-9.701,-30.008,0.000,15.738,16.808,16.355,23.742,23.640,
2004-06-01 04:45:00,0.000,-9.522,-30.627,0.000,15.694,16.790,16.340,23.734,23.633,
2004-06-01 04:50:00,0.000,-9.331,-31.241,0.000,15.649,16.773,16.325,23.726,23.626,
2004-06-01 04:55:00,0.000,-9.129,-31.852,0.000,15.603,16.756,16.309,23.717,23.619,
2004-06-01 05:00:00,0.000,-8.916,-32.458,0.000,15.557,16.739,16.294,23.708,23.611,
2004-06-01 05:05:00,9.708,-8.770,-31.756,0.000,15.526,16.726,16.283,23.700,23.604,
2004-06-01 05:10:00,9.770,-8.655,-31.087,0.000,15.502,16.714,16.273,23.665,23.572,
2004-06-01 05:15:00,9.833,-8.561,-30.438,0.000,15.481,16.702,16.263,23.628,23.536,
2004-06-01 05:20:00,9.896,-8.482,-29.805,0.000,15.463,16.691,16.254,23.594,23.504,
2004-06-01 05:25:00,9.959,-8.416,-29.185,0.000,15.448,16.680,16.245,23.563,23.475,
2004-06-01 05:30:00,10.023,-8.416,-28.613,0.648,15.442,16.673,16.240,23.536,23.449,
2004-06-01 05:35:00,10.087,-8.403,-28.038,0.807,15.435,16.664,16.233,23.511,23.425,
2004-06-01 05:40:00,10.151,-8.399,-27.469,0.964,15.430,16.656,16.227,23.489,23.404,
2004-06-01 05:45:00,10.215,-8.402,-26.907,1.120,15.426,16.648,16.221,23.469,23.384,
2004-06-01 05:50:00,10.280,-8.420,-26.357,1.346,15.424,16.641,16.215,23.450,23.366,
2004-06-01 05:55:00,10.344,-8.456,-25.820,1.658,15.425,16.634,16.210,23.432,23.349,
2004-06-01 06:00:00,10.409,-8.507,-25.295,2.008,15.428,16.628,16.205,23.416,23.334,
2004-06-01 06:05:00,10.513,-8.397,-24.792,2.398,15.436,16.626,16.205,23.424,23.342,
2004-06-01 06:10:00,10.618,-8.309,-24.305,2.825,15.446,16.625,16.206,23.428,23.346,
2004-06-01 06:15:00,10.723,-8.242,-23.832,3.290,15.460,16.649,16.187,23.431,23.350,
2004-06-01 06:20:00,10.828,-8.192,-23.371,3.766,15.475,16.653,16.187,23.435,23.354,
2004-06-01 06:25:00,10.934,-8.155,-22.918,4.230,15.493,16.655,16.184,23.438,23.358,
2004-06-01 06:30:00,11.041,-8.138,-22.480,4.791,15.513,16.659,16.186,23.441,23.360,
2004-06-01 06:35:00,11.148,-8.168,-22.074,5.720,15.539,16.664,16.188,23.443,23.363,
2004-06-01 06:40:00,11.255,-8.225,-21.688,6.686,15.569,16.670,16.192,23.446,23.365,
2004-06-01 06:45:00,11.363,-8.297,-21.314,7.608,15.601,16.676,16.196,23.448,23.367,
2004-06-01 06:50:00,11.471,-8.388,-20.955,8.576,15.637,16.683,16.202,23.449,23.369,
2004-06-01 06:55:00,11.580,-8.497,-20.611,9.589,15.675,16.690,16.207,23.456,23.370,
2004-06-01 07:00:00,11.689,-8.625,-20.281,10.646,15.716,16.698,16.214,23.465,23.371,
2004-06-01 07:05:00,11.941,-8.835,-20.030,11.749,15.757,16.705,16.247,23.580,23.475,
2004-06-01 07:10:00,12.194,-9.059,-19.789,12.896,15.801,16.712,16.276,23.696,23.579,
2004-06-01 07:15:00,12.448,-9.299,-19.559,14.088,15.847,16.720,16.290,23.807,23.677,
2004-06-01 07:20:00,12.702,-9.558,-19.342,15.324,15.896,16.729,16.308,23.912,23.771,
2004-06-01 07:25:00,12.956,-9.836,-19.136,16.603,15.946,16.738,16.325,24.008,23.861,
2004-06-01 07:30:00,13.212,-10.136,-18.943,17.927,15.999,16.747,16.371,24.096,23.945,
2004-06-01 07:35:00,13.468,-10.457,-18.761,19.294,16.054,16.757,16.434,24.176,24.024,
2004-06-01 07:40:00,13.724,-10.801,-18.592,20.703,16.112,16.768,16.506,24.250,24.096,
2004-06-01 07:45:00,13.981,-11.170,-18.434,22.156,16.171,16.779,16.535,24.317,24.162,
2004-06-01 07:50:00,14.239,-11.563,-18.288,23.650,16.233,16.791,16.569,24.379,24.223,
2004-06-01 07:55:00,14.498,-11.982,-18.153,25.185,16.297,16.804,16.619,24.437,24.278,
2004-06-01 08:00:00,14.757,-12.428,-18.029,26.761,16.363,16.817,16.684,24.490,24.329,
2004-06-01 08:05:00,15.094,-12.547,-17.794,28.378,16.438,16.839,16.725,24.539,24.377,
2004-06-01 08:10:00,15.432,-12.707,-17.583,30.034,16.517,16.862,16.769,24.585,24.424,
2004-06-01 08:15:00,15.770,-12.903,-17.392,31.729,16.600,16.886,16.876,24.628,24.469,
2004-06-01 08:20:00,16.108,-13.137,-17.223,33.517,16.687,16.908,17.004,24.669,24.512,
2004-06-01 08:25:00,16.447,-13.396,-17.069,35.290,16.777,16.934,17.054,24.708,24.552,
2004-06-01 08:30:00,16.786,-13.683,-16.930,37.098,16.869,16.962,17.140,24.752,24.589,
2004-06-01 08:35:00,17.125,-14.384,-17.013,42.410,17.005,16.998,17.265,24.806,24.624,
2004-06-01 08:40:00,17.465,-15.253,-17.197,47.873,17.159,17.037,17.373,24.865,24.660,
2004-06-01 08:45:00,17.805,-16.255,-17.460,53.484,17.327,17.076,17.602,24.929,24.697,
2004-06-01 08:50:00,18.146,-17.372,-17.790,59.240,17.508,17.119,17.761,24.998,24.734,
2004-06-01 08:55:00,18.486,-18.592,-18.181,65.139,17.700,17.162,17.886,25.070,24.770,
2004-06-01 09:00:00,18.827,-19.908,-18.630,71.178,17.903,17.208,18.012,25.135,24.805,
2004-06-01 09:05:00,19.421,-21.038,-18.785,77.352,18.124,17.266,18.144,25.198,24.838,
2004-06-01 09:10:00,20.011,-22.299,-19.009,83.660,18.358,17.328,18.273,25.259,24.871,
2004-06-01 09:15:00,20.600,-23.681,-19.294,90.097,18.602,17.391,18.396,25.318,24.902,
2004-06-01 09:20:00,21.192,-25.178,-19.635,96.659,18.856,17.459,18.516,25.376,24.933,
2004-06-01 09:25:00,21.781,-26.785,-20.029,103.344,19.119,17.527,18.631,25.433,24.962,
2004-06-01 09:30:00,22.367,-28.499,-20.474,110.147,19.391,17.600,18.741,25.488,24.991,
2004-06-01 09:35:00,22.950,-30.040,-20.823,114.667,19.644,17.668,18.824,25.538,25.018,
2004-06-01 09:40:00,23.530,-31.578,-21.158,119.239,19.894,17.738,18.900,25.585,25.045,
2004-06-01 09:45:00,24.107,-33.137,-21.496,123.860,20.144,17.809,18.973,25.629,25.069,
2004-06-01 09:50:00,24.681,-34.726,-21.842,128.528,20.395,17.882,19.036,25.684,25.093,
2004-06-01 09:55:00,25.251,-36.350,-22.200,133.239,20.647,17.956,19.097,25.750,25.115,
2004-06-01 10:00:00,25.819,-38.014,-22.571,137.990,20.902,18.031,19.149,25.820,25.137,
2004-06-01 10:05:00,26.360,-39.569,-23.467,142.779,21.153,18.106,19.198,25.891,25.158,
2004-06-01 10:10:00,26.896,-41.143,-24.369,147.603,21.404,18.183,19.239,25.958,25.178,
2004-06-01 10:15:00,27.428,-42.740,-25.278,152.459,21.656,18.260,19.277,26.015,25.198,
2004-06-01 10:20:00,27.954,-44.365,-26.197,157.343,21.910,18.339,19.307,26.066,25.218,
2004-06-01 10:25:00,28.477,-46.018,-27.127,162.254,22.164,18.419,19.334,26.113,25.237,
2004-06-01 10:30:00,28.994,-47.700,-28.067,167.186,22.420,18.500,19.353,26.156,25.256,
2004-06-01 10:35:00,29.507,-49.553,-29.088,173.282,22.690,18.583,19.376,26.197,25.275,
2004-06-01 10:40:00,30.015,-51.485,-30.149,179.412,22.966,18.668,19.390,26.237,25.294,
2004-06-01 10:45:00,30.519,-53.485,-31.239,185.574,23.247,18.754,19.401,26.275,25.313,
2004-06-01 10:50:00,31.018,-55.544,-32.356,191.762,23.531,18.842,19.405,26.311,25.333,
2004-06-01 10:55:00,31.512,-57.658,-33.496,197.973,23.819,18.929,19.407,26.345,25.352,
2004-06-01 11:00:00,32.001,-59.822,-34.657,204.203,24.110,19.019,19.401,26.377,25.372,
2004-06-01 11:05:00,32.157,-63.007,-35.992,210.446,24.388,19.093,19.381,26.397,25.382,
2004-06-01 11:10:00,32.312,-66.213,-37.309,216.699,24.662,19.237,19.414,26.408,25.383,
2004-06-01 11:15:00,32.464,-69.453,-38.617,222.958,24.934,19.381,19.449,26.417,25.386,
2004-06-01 11:20:00,32.614,-72.731,-39.919,229.218,25.204,19.542,19.492,26.425,25.389,
2004-06-01 11:25:00,32.762,-76.049,-41.216,235.474,25.473,19.705,19.535,26.434,25.395,
2004-06-01 11:30:00,32.907,-79.408,-42.510,241.723,25.740,19.882,19.583,26.442,25.402,
2004-06-01 11:35:00,33.051,-82.757,-43.777,247.578,26.001,20.063,19.642,26.449,25.411,
2004-06-01 11:40:00,33.193,-86.139,-45.036,253.510,26.261,20.252,19.694,26.457,25.422,
2004-06-01 11:45:00,33.333,-89.550,-46.286,259.418,26.519,20.441,19.747,26.465,25.434,
2004-06-01 11:50:00,33.470,-92.990,-47.529,265.298,26.774,20.641,19.802,26.473,25.447,
2004-06-01 11:55:00,33.606,-96.457,-48.763,271.146,27.028,20.842,19.856,26.481,25.461,
2004-06-01 12:00:00,33.740,-99.950,-49.988,276.957,27.279,21.051,19.913,26.489,25.476,
2004-06-01 12:05:00,34.043,-102.307,-51.712,282.727,27.537,21.272,19.977,26.507,25.503,
2004-06-01 12:10:00,34.343,-104.691,-53.448,288.452,27.797,21.503,20.044,26.534,25.538,
2004-06-01 12:15:00,34.636,-107.091,-55.191,294.128,28.056,21.735,20.111,26.560,25.574,
2004-06-01 12:20:00,34.930,-109.501,-56.936,299.749,28.316,21.976,20.181,26.585,25.609,
2004-06-01 12:25:00,35.220,-111.915,-58.682,305.313,28.575,22.219,20.251,26.609,25.643,
2004-06-01 12:30:00,35.506,-114.331,-60.427,310.814,28.833,22.470,20.323,26.631,25.677,
2004-06-01 12:35:00,35.801,-117.477,-62.484,321.326,29.146,22.756,20.406,26.655,25.710,
2004-06-01 12:40:00,36.109,-120.863,-64.666,331.780,29.477,23.055,20.491,26.680,25.743,
2004-06-01 12:45:00,36.412,-124.414,-66.927,342.167,29.820,23.357,20.576,26.705,25.777,
2004-06-01 12:50:00,36.713,-128.088,-69.245,352.480,30.171,23.676,20.665,26.731,25.810,
2004-06-01 12:55:00,37.015,-131.861,-71.608,362.709,30.529,23.997,20.754,26.758,25.843,
2004-06-01 13:00:00,37.312,-135.711,-74.007,372.846,30.891,24.332,20.846,26.786,25.876,
2004-06-01 13:05:00,37.481,-139.684,-76.717,382.885,31.251,24.666,20.934,26.813,25.909,
2004-06-01 13:10:00,37.646,-143.689,-79.440,392.815,31.613,25.012,21.025,26.840,25.942,
2004-06-01 13:15:00,37.808,-147.723,-82.174,402.630,31.975,25.360,21.116,26.868,25.974,
2004-06-01 13:20:00,37.967,-151.779,-84.917,412.321,32.337,25.718,21.208,26.896,26.007,
2004-06-01 13:25:00,38.123,-155.851,-87.666,421.880,32.699,26.078,21.300,26.923,26.040,
2004-06-01 13:30:00,38.276,-159.935,-90.419,431.300,33.061,26.447,21.393,26.951,26.072,
2004-06-01 13:35:00,38.426,-162.699,-92.611,431.614,33.323,26.738,21.468,26.978,26.103,
2004-06-01 13:40:00,38.573,-165.032,-94.562,431.809,33.550,27.026,21.542,27.004,26.134,
2004-06-01 13:45:00,38.717,-167.062,-96.363,431.884,33.753,27.311,21.616,27.029,26.163,
2004-06-01 13:50:00,38.858,-168.856,-98.048,431.840,33.937,27.585,21.688,27.055,26.191,
2004-06-01 13:55:00,38.995,-170.452,-99.638,431.676,34.107,27.857,21.759,27.081,26.219,
2004-06-01 14:00:00,39.130,-171.878,-101.146,431.392,34.263,28.119,21.829,27.108,26.246,
2004-06-01 14:05:00,39.104,-175.651,-101.693,430.988,34.384,28.350,21.880,27.137,26.274,
2004-06-01 14:10:00,39.077,-179.210,-102.116,430.463,34.488,28.568,21.928,27.167,26.303,
2004-06-01 14:15:00,39.050,-182.588,-102.441,429.818,34.575,28.782,21.976,27.200,26.334,
2004-06-01 14:20:00,39.024,-185.804,-102.680,429.053,34.649,28.983,22.019,27.233,26.368,
2004-06-01 14:25:00,38.997,-188.868,-102.843,428.167,34.711,29.180,22.062,27.267,26.406,
2004-06-01 14:30:00,38.970,-191.790,-102.935,427.161,34.762,29.364,22.102,27.301,26.447,
2004-06-01 14:35:00,38.943,-190.669,-101.456,401.782,34.541,29.340,22.068,27.330,26.487,
2004-06-01 14:40:00,38.916,-188.091,-99.279,376.327,34.224,29.223,22.048,27.354,26.526,
2004-06-01 14:45:00,38.889,-184.464,-96.695,351.028,33.843,29.098,22.029,27.373,26.563,
2004-06-01 14:50:00,38.861,-179.999,-93.823,325.904,33.416,28.907,22.000,27.385,26.598,
2004-06-01 14:55:00,38.834,-174.829,-90.733,300.973,32.953,28.710,21.971,27.391,26.616,
2004-06-01 15:00:00,38.807,-169.045,-87.475,276.253,32.461,28.611,21.934,27.392,26.633,
2004-06-01 15:05:00,38.537,-162.492,-84.479,251.763,31.945,28.188,21.863,27.386,26.648,
2004-06-01 15:10:00,38.263,-155.615,-81.364,227.519,31.406,27.744,21.783,27.374,26.656,
2004-06-01 15:15:00,37.987,-148.460,-78.152,203.541,30.849,27.181,21.706,27.357,26.646,
2004-06-01 15:20:00,37.707,-141.066,-74.859,179.845,30.276,26.709,21.616,27.333,26.631,
2004-06-01 15:25:00,37.420,-133.468,-71.501,156.448,29.689,26.306,21.527,27.305,26.617,
2004-06-01 15:30:00,37.134,-125.697,-68.091,133.366,29.090,25.918,21.429,27.271,26.602,
2004-06-01 15:35:00,36.844,-121.550,-65.968,132.796,28.718,25.747,21.374,27.236,26.593,
2004-06-01 15:40:00,36.551,-118.399,-64.312,132.184,28.413,25.593,21.316,27.201,26.587,
2004-06-01 15:45:00,36.255,-115.873,-62.911,131.531,28.150,25.438,21.259,27.169,26.584,
2004-06-01 15:50:00,35.956,-113.779,-61.684,130.836,27.914,25.313,21.203,27.139,26.576,
2004-06-01 15:55:00,35.652,-112.003,-60.583,130.100,27.699,25.187,21.147,27.112,26.562,
2004-06-01 16:00:00,35.378,-110.470,-59.578,129.324,27.500,25.047,21.092,27.087,26.544,
2004-06-01 16:05:00,35.335,-108.850,-58.944,128.506,27.312,24.892,21.058,27.035,26.493,
2004-06-01 16:10:00,35.292,-107.351,-58.374,127.649,27.135,24.741,21.026,26.988,26.447,
2004-06-01 16:15:00,35.248,-105.953,-57.858,126.751,26.967,24.647,20.994,26.945,26.408,
2004-06-01 16:20:00,35.204,-104.638,-57.387,125.814,26.807,24.560,20.965,26.908,26.374,
2004-06-01 16:25:00,35.159,-103.390,-56.954,124.837,26.652,24.473,20.936,26.876,26.344,
2004-06-01 16:30:00,35.115,-102.200,-56.556,123.821,26.504,24.397,20.910,26.847,26.318,
2004-06-01 16:35:00,35.070,-100.236,-55.918,118.158,26.311,24.276,20.874,26.822,26.295,
2004-06-01 16:40:00,35.024,-98.065,-55.210,112.576,26.107,24.158,20.839,26.799,26.273,
2004-06-01 16:45:00,34.978,-95.764,-54.473,107.078,25.898,24.040,20.804,26.777,26.254,
2004-06-01 16:50:00,34.932,-93.374,-53.723,101.668,25.687,23.920,20.768,26.756,26.236,
2004-06-01 16:55:00,34.886,-90.879,-52.956,96.126,25.473,23.785,20.733,26.736,26.220,
2004-06-01 17:00:00,34.839,-88.324,-52.188,90.690,25.257,23.630,20.697,26.716,26.205,
2004-06-01 17:05:00,34.703,-84.769,-51.068,85.367,25.061,23.484,20.652,26.661,26.154,
2004-06-01 17:10:00,34.567,-81.376,-49.988,80.161,24.870,23.335,20.605,26.605,26.104,
2004-06-01 17:15:00,34.427,-78.114,-48.933,75.074,24.684,23.190,20.558,26.550,26.055,
2004-06-01 17:20:00,34.283,-74.968,-47.900,70.110,24.500,23.045,20.510,26.498,26.010,
2004-06-01 17:25:00,34.137,-71.927,-46.885,65.270,24.320,22.902,20.461,26.449,25.967,
2004-06-01 17:30:00,33.988,-68.986,-45.887,60.557,24.142,22.763,20.412,26.402,25.927,
2004-06-01 17:35:00,33.836,-66.265,-44.947,56.710,23.975,22.632,20.364,26.358,25.890,
2004-06-01 17:40:00,33.682,-63.669,-44.039,52.980,23.812,22.506,20.326,26.316,25.855,
2004-06-01 17:45:00,33.525,-61.179,-43.154,49.347,23.654,22.398,20.277,26.276,25.823,
2004-06-01 17:50:00,33.365,-58.786,-42.291,45.818,23.499,22.294,20.229,26.238,25.793,
2004-06-01 17:55:00,33.202,-56.482,-41.446,42.393,23.347,22.191,20.181,26.200,25.764,
2004-06-01 18:00:00,33.036,-54.264,-40.619,39.075,23.198,22.092,20.133,26.164,25.738,
2004-06-01 18:05:00,32.735,-53.772,-39.486,35.864,23.034,21.971,20.072,26.128,25.712,
2004-06-01 18:10:00,32.426,-53.238,-38.334,32.761,22.866,21.850,20.009,26.094,25.687,
2004-06-01 18:15:00,32.111,-52.688,-37.178,29.768,22.698,21.731,19.946,26.059,25.664,
2004-06-01 18:20:00,31.788,-52.137,-36.024,26.886,22.529,21.610,19.880,26.026,25.640,
2004-06-01 18:25:00,31.459,-51.594,-34.878,24.116,22.362,21.489,19.814,25.993,25.618,
2004-06-01 18:30:00,31.122,-51.065,-33.740,21.458,22.196,21.368,19.746,25.961,25.596,
2004-06-01 18:35:00,30.777,-50.670,-32.655,19.635,22.040,21.254,19.680,25.929,25.574,
2004-06-01 18:40:00,30.426,-50.327,-31.596,17.882,21.887,21.137,19.612,25.899,25.554,
2004-06-01 18:45:00,30.066,-50.028,-30.556,16.199,21.739,21.018,19.544,25.869,25.533,
2004-06-01 18:50:00,29.700,-49.767,-29.534,14.586,21.592,20.901,19.475,25.841,25.513,
2004-06-01 18:55:00,29.326,-49.541,-28.528,13.043,21.449,20.785,19.407,25.813,25.494,
2004-06-01 19:00:00,28.944,-49.350,-27.537,11.572,21.308,20.673,19.337,25.787,25.475,
2004-06-01 19:05:00,28.720,-47.428,-26.885,10.171,21.190,20.597,19.295,25.731,25.426,
2004-06-01 19:10:00,28.498,-45.654,-26.285,8.842,21.081,20.526,19.255,25.678,25.379,
2004-06-01 19:15:00,28.279,-43.995,-25.723,7.584,20.978,20.457,19.215,25.627,25.335,
2004-06-01 19:20:00,28.061,-42.434,-25.193,6.399,20.881,20.396,19.180,25.580,25.294,
2004-06-01 19:25:00,27.846,-40.958,-24.689,5.286,20.789,20.334,19.145,25.537,25.256,
2004-06-01 19:30:00,27.632,-39.561,-24.210,4.246,20.701,20.278,19.113,25.496,25.221,
2004-06-01 19:35:00,27.421,-38.302,-23.780,3.719,20.623,20.226,19.083,25.459,25.188,
2004-06-01 19:40:00,27.211,-37.126,-23.377,3.220,20.549,20.179,19.056,25.424,25.158,
2004-06-01 19:45:00,27.004,-36.040,-23.006,2.892,20.481,20.127,19.029,25.392,25.130,
2004-06-01 19:50:00,26.798,-35.000,-22.650,2.452,20.415,20.110,18.991,25.362,25.104,
2004-06-01 19:55:00,26.594,-34.013,-22.311,2.039,20.352,20.064,18.967,25.334,25.080,
2004-06-01 20:00:00,26.393,-33.075,-21.987,1.654,20.293,20.025,18.943,25.308,25.057,
2004-06-01 20:05:00,26.200,-32.454,-23.458,1.297,20.208,19.951,18.919,25.284,25.036,
2004-06-01 20:10:00,26.007,-31.740,-24.887,0.968,20.115,19.898,18.886,25.260,25.016,
2004-06-01 20:15:00,25.816,-30.948,-26.286,0.537,20.017,19.846,18.853,25.238,24.997,
2004-06-01 20:20:00,25.625,-30.144,-27.682,0.351,19.918,19.791,18.819,25.216,24.978,
2004-06-01 20:25:00,25.435,-29.314,-29.071,0.175,19.818,19.737,18.785,25.195,24.961,
2004-06-01 20:30:00,25.246,-28.462,-30.455,0.001,19.717,19.685,18.751,25.174,24.944,
2004-06-01 20:35:00,25.057,-27.617,-31.844,0.000,19.616,19.635,18.717,25.154,24.927,
2004-06-01 20:40:00,24.869,-26.763,-33.233,0.000,19.516,19.586,18.684,25.135,24.911,
2004-06-01 20:45:00,24.682,-25.901,-34.622,0.000,19.415,19.538,18.651,25.116,24.896,
2004-06-01 20:50:00,24.496,-25.028,-36.010,0.000,19.314,19.491,18.617,25.097,24.881,
2004-06-01 20:55:00,24.310,-24.147,-37.399,0.000,19.214,19.444,18.584,25.080,24.867,
2004-06-01 21:00:00,24.125,-23.256,-38.787,0.000,19.113,19.398,18.551,25.063,24.852,
2004-06-01 21:05:00,0.000,-22.426,-39.163,0.000,19.025,19.356,18.520,25.018,24.810,
2004-06-01 21:10:00,0.000,-21.656,-39.566,0.000,18.941,19.315,18.490,25.024,24.817,
2004-06-01 21:15:00,0.000,-20.928,-39.984,0.000,18.860,19.274,18.460,25.034,24.828,
2004-06-01 21:20:00,0.000,-20.231,-40.414,0.000,18.781,19.235,18.430,25.041,24.837,
2004-06-01 21:25:00,0.000,-19.560,-40.853,0.000,18.704,19.195,18.401,25.046,24.844,
2004-06-01 21:30:00,0.000,-18.910,-41.301,0.000,18.629,19.157,18.372,25.048,24.848,
2004-06-01 21:35:00,0.000,-18.279,-41.754,0.000,18.554,19.119,18.342,25.047,24.849,
2004-06-01 21:40:00,0.000,-17.665,-42.214,0.000,18.481,19.082,18.314,25.045,24.849,
2004-06-01 21:45:00,0.000,-17.065,-42.679,0.000,18.408,19.045,18.285,25.040,24.847,
2004-06-01 21:50:00,0.000,-16.479,-43.148,0.000,18.336,19.009,18.256,25.035,24.843,
2004-06-01 21:55:00,0.000,-15.905,-43.621,0.000,18.265,18.972,18.228,25.028,24.838,
2004-06-01 22:00:00,0.000,-15.342,-44.097,0.000,18.195,18.937,18.199,25.020,24.832,
2004-06-01 22:05:00,0.000,-16.262,-42.114,0.000,18.139,18.882,18.156,25.005,24.819,
2004-06-01 22:10:00,0.000,-17.267,-40.160,0.000,18.088,18.826,18.111,24.990,24.806,
2004-06-01 22:15:00,0.000,-18.339,-38.224,0.000,18.040,18.769,18.066,24.972,24.790,
