cur_datetime,WallshadeT,WalllitT,RoofT,canTemp,senWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19]
2004-06-01 00:00:00,294.059,292.784,292.214,295.014,0.000,287.334,99733.833,293.544,100085.744,
2004-06-01 00:05:00,292.965,291.694,291.055,289.615,0.000,287.334,99731.472,288.768,100089.662,
2004-06-01 00:10:00,292.905,291.633,290.928,288.704,0.000,287.334,99729.111,288.257,100089.923,
2004-06-01 00:15:00,292.868,291.606,291.037,288.908,0.000,287.334,99726.750,288.332,100089.878,
2004-06-01 00:20:00,292.856,291.604,291.170,289.242,0.000,287.334,99724.389,288.470,100089.788,
2004-06-01 00:25:00,292.813,291.569,291.057,289.249,0.000,287.334,99722.028,288.504,100089.750,
2004-06-01 00:30:00,292.774,291.539,290.945,289.280,0.000,287.334,99719.667,288.537,100089.706,
2004-06-01 00:35:00,292.721,291.494,290.812,289.199,0.000,287.333,99717.306,288.528,100089.685,
2004-06-01 00:40:00,292.695,291.477,290.702,289.257,0.000,287.333,99714.944,288.569,100089.632,
2004-06-01 00:45:00,292.655,291.444,290.599,289.222,0.000,287.333,99712.583,288.587,100089.589,
2004-06-01 00:50:00,292.638,291.435,290.514,289.312,0.000,287.333,99710.222,288.651,100089.514,
2004-06-01 00:55:00,292.606,291.409,290.411,289.298,0.000,287.333,99707.861,288.689,100089.448,
2004-06-01 01:00:00,292.600,291.411,290.351,289.407,0.000,287.333,99705.500,288.773,100089.347,
2004-06-01 01:05:00,292.565,291.383,290.272,289.331,0.000,287.342,99703.931,288.730,100089.411,
2004-06-01 01:10:00,292.541,291.366,290.202,289.315,0.000,287.351,99702.361,288.679,100089.483,
2004-06-01 01:15:00,292.493,291.326,290.113,289.164,0.000,287.360,99700.792,288.585,100089.574,
2004-06-01 01:20:00,292.468,291.308,290.042,289.145,0.000,287.369,99699.222,288.537,100089.638,
2004-06-01 01:25:00,292.426,291.273,289.964,289.032,0.000,287.378,99697.653,288.465,100089.713,
2004-06-01 01:30:00,292.405,291.258,289.902,289.038,0.000,287.387,99696.083,288.433,100089.765,
2004-06-01 01:35:00,292.365,291.226,289.826,288.933,0.000,287.396,99694.514,288.369,100089.831,
2004-06-01 01:40:00,292.346,291.212,289.764,288.943,0.000,287.405,99692.944,288.341,100089.877,
2004-06-01 01:45:00,292.308,291.181,289.693,288.841,0.000,287.414,99691.375,288.281,100089.938,
