cur_datetime,WallshadeT,WalllitT,RoofT,canTemp_K,rh_%,vcwg_canPress_Pa,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19],
2004-06-05 23:45:00,291.940,291.998,286.171,290.889,76.894,100227.933,1.735,289.821,99221.875,290.501,100086.489,
2004-06-05 23:50:00,291.908,291.966,286.144,290.844,77.020,100228.043,1.735,289.731,99219.583,290.440,100086.573,
2004-06-05 23:55:00,291.877,291.935,286.119,290.797,77.142,100228.151,0.479,289.642,99217.292,290.380,100086.655,
2004-06-06 00:00:00,291.846,291.904,286.095,290.746,77.271,100228.269,0.479,289.552,99215.000,290.311,100086.743,
2004-06-06 00:05:00,291.816,291.873,286.069,290.699,77.375,100228.361,0.479,289.498,99213.514,290.253,100086.809,
2004-06-06 00:10:00,291.788,291.845,286.076,290.664,77.436,100228.452,0.479,289.445,99212.028,290.202,100086.880,
2004-06-06 00:15:00,291.763,291.820,286.084,290.635,77.492,100228.532,0.479,289.391,99210.542,290.158,100086.943,
2004-06-06 00:20:00,291.741,291.797,286.089,290.615,77.529,100228.600,0.479,289.338,99209.056,290.122,100086.998,
2004-06-06 00:25:00,291.721,291.777,286.087,290.598,77.574,100228.658,0.479,289.284,99207.569,290.091,100087.045,
2004-06-06 00:30:00,291.704,291.759,286.084,290.588,77.605,100228.708,0.479,289.231,99206.083,290.066,100087.087,
2004-06-06 00:35:00,291.688,291.744,286.078,290.580,77.645,100228.752,0.479,289.177,99204.597,290.044,100087.125,
2004-06-06 00:40:00,291.675,291.731,286.070,290.578,77.667,100228.787,0.479,289.124,99203.111,290.027,100087.157,
2004-06-06 00:45:00,291.664,291.720,286.061,290.578,77.697,100228.815,0.479,289.070,99201.625,290.015,100087.183,
2004-06-06 00:50:00,291.655,291.710,286.052,290.584,77.712,100228.837,0.479,289.017,99200.139,290.006,100087.206,
2004-06-06 00:55:00,291.648,291.703,286.044,290.590,77.732,100228.852,0.239,288.963,99198.653,290.002,100087.223,
2004-06-06 01:00:00,291.643,291.697,286.038,290.601,77.750,100228.862,0.239,288.909,99197.167,290.001,100087.237,
2004-06-06 01:05:00,291.639,291.693,286.032,290.610,77.768,100228.912,0.239,288.802,99194.014,289.995,100087.289,
2004-06-06 01:10:00,291.632,291.686,285.974,290.607,77.812,100228.989,0.239,288.694,99190.861,289.973,100087.361,
2004-06-06 01:15:00,291.624,291.677,285.901,290.588,77.881,100229.091,0.239,288.586,99187.708,289.935,100087.449,
2004-06-06 01:20:00,291.613,291.666,285.828,290.552,77.965,100229.246,0.239,288.479,99184.556,289.868,100087.579,
2004-06-06 01:25:00,291.599,291.652,285.774,290.491,78.093,100229.444,0.239,288.371,99181.403,289.769,100087.737,
2004-06-06 01:30:00,291.583,291.636,285.745,290.413,78.253,100229.669,0.239,288.263,99178.250,289.644,100087.911,
2004-06-06 01:35:00,291.564,291.616,285.736,290.319,78.460,100229.906,0.239,288.156,99175.097,289.506,100088.090,
2004-06-06 01:40:00,291.541,291.593,285.735,290.224,78.664,100230.144,0.239,288.048,99171.944,289.365,100088.269,
2004-06-06 01:45:00,291.514,291.566,285.731,290.124,78.827,100230.379,0.239,287.940,99168.792,289.225,100088.444,
2004-06-06 01:50:00,291.485,291.537,285.718,290.028,78.952,100230.609,0.239,287.833,99165.639,289.088,100088.616,
2004-06-06 01:55:00,291.452,291.504,285.692,289.927,79.097,100230.837,0.060,287.725,99162.486,288.953,100088.785,
2004-06-06 02:00:00,291.418,291.469,285.658,289.828,79.259,100231.063,0.060,287.617,99159.333,288.818,100088.952,
2004-06-06 02:05:00,291.382,291.433,285.623,289.729,79.424,100231.261,0.060,287.574,99158.639,288.694,100089.094,
2004-06-06 02:10:00,291.345,291.396,285.607,289.640,79.567,100231.440,0.060,287.530,99157.944,288.583,100089.223,
2004-06-06 02:15:00,291.308,291.359,285.601,289.553,79.720,100231.606,0.060,287.486,99157.250,288.482,100089.342,
2004-06-06 02:20:00,291.271,291.321,285.600,289.474,79.860,100231.761,0.060,287.443,99156.556,288.388,100089.453,
2004-06-06 02:25:00,291.234,291.284,285.599,289.395,80.020,100231.909,0.060,287.399,99155.861,288.301,100089.559,
2004-06-06 02:30:00,291.198,291.248,285.600,289.322,80.174,100232.049,0.060,287.356,99155.167,288.218,100089.660,
2004-06-06 02:35:00,291.161,291.211,285.602,289.248,80.276,100232.184,0.060,287.312,99154.472,288.139,100089.757,
2004-06-06 02:40:00,291.125,291.175,285.603,289.180,80.322,100232.313,0.060,287.268,99153.778,288.064,100089.850,
2004-06-06 02:45:00,291.089,291.138,285.588,289.110,80.405,100232.438,0.060,287.225,99153.083,287.991,100089.940,
2004-06-06 02:50:00,291.053,291.103,285.569,289.044,80.493,100232.560,0.060,287.181,99152.389,287.920,100090.027,
2004-06-06 02:55:00,291.018,291.067,285.551,288.977,80.617,100232.679,0.060,287.138,99151.694,287.852,100090.112,
2004-06-06 03:00:00,290.982,291.031,285.536,288.915,80.744,100232.794,0.060,287.094,99151.000,287.786,100090.195,
2004-06-06 03:05:00,290.947,290.996,285.523,288.857,80.884,100232.873,0.060,287.039,99152.028,287.735,100090.246,
2004-06-06 03:10:00,290.911,290.959,285.501,288.812,81.006,100232.930,0.060,286.984,99153.056,287.700,100090.284,
2004-06-06 03:15:00,290.876,290.923,285.469,288.780,81.107,100232.976,0.060,286.930,99154.083,287.672,100090.314,
2004-06-06 03:20:00,290.840,290.888,285.439,288.753,81.108,100233.012,0.060,286.875,99155.111,287.651,100090.339,
2004-06-06 03:25:00,290.806,290.853,285.404,288.737,81.065,100233.040,0.060,286.820,99156.139,287.634,100090.358,
2004-06-06 03:30:00,290.773,290.820,285.349,288.720,81.055,100233.063,0.060,286.765,99157.167,287.619,100090.374,
2004-06-06 03:35:00,290.741,290.788,285.294,288.711,81.041,100233.080,0.060,286.710,99158.194,287.607,100090.386,
2004-06-06 03:40:00,290.711,290.758,285.243,288.702,81.055,100233.091,0.060,286.656,99159.222,287.599,100090.392,
2004-06-06 03:45:00,290.682,290.729,285.194,288.699,81.077,100233.094,0.060,286.601,99160.250,287.595,100090.393,
2004-06-06 03:50:00,290.654,290.700,285.147,288.697,81.037,100233.088,0.060,286.546,99161.278,287.595,100090.388,
2004-06-06 03:55:00,290.627,290.673,285.102,288.700,80.974,100233.074,0.239,286.491,99162.306,287.600,100090.376,
2004-06-06 04:00:00,290.601,290.647,285.044,288.705,80.927,100233.049,0.239,286.436,99163.333,287.611,100090.355,
2004-06-06 04:05:00,290.576,290.622,284.983,288.717,80.904,100232.995,0.239,286.575,99166.597,287.633,100090.310,
2004-06-06 04:10:00,290.553,290.599,284.936,288.732,80.863,100232.932,0.239,286.713,99169.861,287.658,100090.256,
2004-06-06 04:15:00,290.532,290.577,284.923,288.740,80.878,100232.864,0.239,286.851,99173.125,287.688,100090.198,
2004-06-06 04:20:00,290.512,290.557,284.926,288.752,80.882,100232.792,0.239,286.990,99176.389,287.720,100090.136,
2004-06-06 04:25:00,290.494,290.539,284.951,288.757,80.951,100232.716,0.239,287.128,99179.653,287.756,100090.070,
2004-06-06 04:30:00,290.476,290.521,284.991,288.768,81.002,100232.634,0.239,287.266,99182.917,287.795,100090.000,
2004-06-06 04:35:00,290.459,290.503,285.048,288.775,81.110,100232.546,0.239,287.405,99186.181,287.840,100089.924,
2004-06-06 04:40:00,290.442,290.487,285.113,288.789,81.192,100232.450,0.239,287.543,99189.444,287.889,100089.843,
2004-06-06 04:45:00,290.426,290.471,285.188,288.803,81.321,100232.347,0.239,287.681,99192.708,287.944,100089.757,
2004-06-06 04:50:00,290.411,290.455,285.265,288.824,81.421,100232.235,0.239,287.820,99195.972,288.003,100089.665,
2004-06-06 04:55:00,290.397,290.440,285.349,288.845,81.563,100232.115,1.615,287.958,99199.236,288.069,100089.567,
2004-06-06 05:00:00,290.383,290.427,285.431,288.882,81.636,100231.978,1.615,288.096,99202.500,288.148,100089.459,
2004-06-06 05:05:00,290.370,290.414,285.521,288.920,81.770,100231.798,1.615,288.379,99203.931,288.240,100089.311,
2004-06-06 05:10:00,290.367,290.422,285.747,288.981,81.907,100231.634,1.615,288.661,99205.361,288.344,100089.190,
2004-06-06 05:15:00,290.370,290.446,285.968,289.074,81.926,100231.346,1.615,288.943,99206.792,288.495,100088.964,
2004-06-06 05:20:00,290.381,290.484,286.201,289.148,82.062,100231.239,1.615,289.225,99208.222,288.587,100088.901,
2004-06-06 05:25:00,290.399,290.535,286.438,289.255,82.053,100230.949,1.615,289.507,99209.653,288.740,100088.677,
2004-06-06 05:30:00,290.423,290.596,286.654,289.361,82.068,100230.726,1.615,289.789,99211.083,288.880,100088.517,
2004-06-06 05:35:00,290.453,290.666,286.893,289.467,82.096,100230.508,1.615,290.071,99212.514,289.009,100088.359,
2004-06-06 05:40:00,290.489,290.744,287.130,289.580,82.112,100230.263,1.615,290.354,99213.944,289.150,100088.179,
2004-06-06 05:45:00,290.529,290.827,287.366,289.750,81.456,100229.697,1.615,290.636,99215.375,289.561,100087.772,
2004-06-06 05:50:00,290.573,290.915,287.612,290.305,78.462,100228.475,1.615,290.918,99216.806,290.339,100086.886,
2004-06-06 05:55:00,290.620,291.002,287.952,290.487,77.809,100228.251,5.623,291.200,99218.236,290.515,100086.755,
2004-06-06 06:00:00,290.696,291.118,288.326,290.794,76.438,100227.646,5.623,291.482,99219.667,290.868,100086.311,
2004-06-06 06:05:00,290.773,291.235,288.625,290.833,76.607,100227.692,5.623,291.611,99219.986,290.868,100086.368,
2004-06-06 06:10:00,290.864,291.391,289.103,290.918,76.077,100227.576,5.623,291.739,99220.306,290.945,100086.292,
2004-06-06 06:15:00,290.952,291.561,289.546,290.978,75.347,100227.537,5.623,291.868,99220.625,290.983,100086.278,
2004-06-06 06:20:00,291.042,291.745,289.834,291.019,74.718,100227.529,5.623,291.996,99220.944,290.994,100086.284,
2004-06-06 06:25:00,291.132,291.935,290.272,291.054,73.063,100227.517,5.623,292.125,99221.264,291.010,100086.286,
2004-06-06 06:30:00,291.221,292.129,292.240,291.201,71.558,100227.409,5.623,292.253,99221.583,291.110,100086.244,
2004-06-06 06:35:00,291.312,292.321,293.636,291.328,70.279,100227.304,5.623,292.382,99221.903,291.206,100086.201,
2004-06-06 06:40:00,291.406,292.512,294.664,291.479,68.976,100227.192,5.623,292.510,99222.222,291.305,100086.156,
2004-06-06 06:45:00,291.507,292.698,295.467,291.619,67.810,100227.081,8.377,292.639,99222.542,291.403,100086.110,
2004-06-06 06:50:00,291.610,292.881,296.150,291.797,66.838,100226.945,11.741,292.767,99222.861,291.521,100086.052,
2004-06-06 06:55:00,291.719,293.060,296.732,291.946,65.838,100226.820,15.429,292.896,99223.181,291.630,100085.997,
2004-06-06 07:00:00,291.831,293.235,297.284,292.126,64.954,100226.681,18.613,293.024,99223.500,291.748,100085.937,
2004-06-06 07:05:00,291.948,293.406,297.793,292.297,64.024,100226.500,21.217,293.149,99223.292,291.885,100085.837,
2004-06-06 07:10:00,292.066,293.562,298.208,292.512,63.259,100226.284,24.250,293.273,99223.083,292.049,100085.720,
2004-06-06 07:15:00,292.185,293.707,298.559,292.701,62.422,100226.075,26.934,293.398,99222.875,292.211,100085.603,
2004-06-06 07:20:00,292.306,293.842,298.912,292.914,61.775,100225.858,29.831,293.523,99222.667,292.376,100085.483,
2004-06-06 07:25:00,292.430,293.970,299.231,293.091,61.205,100225.659,32.269,293.648,99222.458,292.528,100085.369,
2004-06-06 07:30:00,292.555,294.091,299.544,293.288,60.775,100225.456,34.891,293.772,99222.250,292.678,100085.254,
2004-06-06 07:35:00,292.683,294.207,299.827,293.447,60.194,100225.271,37.035,293.897,99222.042,292.816,100085.145,
2004-06-06 07:40:00,292.810,294.314,300.114,293.630,59.722,100225.081,39.411,294.022,99221.833,292.954,100085.035,
2004-06-06 07:45:00,292.940,294.417,300.379,293.775,59.127,100224.907,41.314,294.147,99221.625,293.080,100084.930,
2004-06-06 07:50:00,293.068,294.512,300.649,293.947,58.647,100224.728,43.482,294.271,99221.417,293.206,100084.825,
2004-06-06 07:55:00,293.198,294.601,300.901,294.080,58.067,100224.564,31.615,294.396,99221.208,293.323,100084.723,
2004-06-06 08:00:00,293.326,294.684,301.160,294.191,57.776,100224.447,32.873,294.521,99221.000,293.389,100084.645,
2004-06-06 08:05:00,293.457,294.757,301.401,294.305,57.167,100224.306,33.884,294.630,99220.542,293.487,100084.558,
2004-06-06 08:10:00,293.582,294.806,301.440,294.372,56.776,100224.224,34.388,294.739,99220.083,293.526,100084.497,
2004-06-06 08:15:00,293.706,294.840,301.627,294.430,56.058,100224.140,34.818,294.848,99219.625,293.571,100084.436,
2004-06-06 08:20:00,293.823,294.858,301.820,294.516,55.388,100224.044,35.595,294.957,99219.167,293.626,100084.372,
2004-06-06 08:25:00,293.937,294.867,302.073,294.590,54.519,100223.941,36.401,295.067,99218.708,293.688,100084.304,
2004-06-06 08:30:00,294.047,294.873,302.375,294.691,53.728,100223.828,39.022,295.176,99218.250,293.756,100084.231,
2004-06-06 08:35:00,294.157,294.932,302.700,294.757,52.777,100223.718,41.214,295.285,99217.792,293.826,100084.157,
2004-06-06 08:40:00,294.265,295.027,303.044,294.849,51.868,100223.606,43.672,295.394,99217.333,293.891,100084.083,
2004-06-06 08:45:00,294.372,295.148,303.398,294.900,50.876,100223.507,45.634,295.503,99216.875,293.947,100084.012,
2004-06-06 08:50:00,294.479,295.287,303.761,294.969,49.931,100223.412,47.763,295.613,99216.417,293.995,100083.943,
2004-06-06 08:55:00,294.585,295.438,304.124,294.995,48.848,100223.334,45.346,295.722,99215.958,294.028,100083.879,
2004-06-06 09:00:00,294.689,295.597,304.490,295.010,47.890,100223.279,46.614,295.831,99215.500,294.034,100083.825,
2004-06-06 09:05:00,294.791,295.754,304.851,294.996,47.141,100223.219,47.385,295.905,99213.597,294.040,100083.760,
2004-06-06 09:10:00,294.890,295.905,305.146,295.183,46.648,100222.985,50.417,295.980,99211.694,294.205,100083.618,
2004-06-06 09:15:00,294.985,296.048,305.210,295.402,46.307,100222.680,53.784,296.054,99209.792,294.442,100083.437,
2004-06-06 09:20:00,295.082,296.192,305.291,295.668,46.038,100222.351,57.646,296.128,99207.889,294.694,100083.240,
2004-06-06 09:25:00,295.190,296.343,305.304,295.869,45.704,100222.049,60.724,296.203,99205.986,294.923,100083.049,
2004-06-06 09:30:00,295.304,296.496,305.245,296.079,45.453,100221.762,63.864,296.277,99204.083,295.133,100082.865,
2004-06-06 09:35:00,295.423,296.652,305.104,296.230,44.997,100221.511,66.307,296.351,99202.181,295.311,100082.694,
2004-06-06 09:40:00,295.544,296.806,304.934,296.378,44.925,100221.279,68.671,296.426,99200.278,295.466,100082.533,
2004-06-06 09:45:00,295.666,296.958,304.722,296.483,44.163,100221.077,70.495,296.500,99198.375,295.594,100082.384,
2004-06-06 09:50:00,295.786,297.104,304.506,296.582,44.194,100220.890,72.226,296.574,99196.472,295.705,100082.243,
2004-06-06 09:55:00,295.906,297.247,304.275,296.654,43.727,100220.724,73.857,296.649,99194.569,295.798,100082.112,
2004-06-06 10:00:00,296.021,297.382,304.059,296.725,43.534,100220.564,75.196,296.723,99192.667,295.884,100081.985,
2004-06-06 10:05:00,296.136,297.512,303.842,296.763,43.120,100220.465,76.381,296.823,99189.472,295.935,100081.903,
2004-06-06 10:10:00,296.247,297.642,303.708,296.764,42.834,100220.415,77.118,296.924,99186.278,295.939,100081.847,
2004-06-06 10:15:00,296.357,297.774,303.756,296.802,42.455,100220.332,78.264,297.024,99183.083,295.977,100081.781,
2004-06-06 10:20:00,296.461,297.901,303.816,296.868,42.047,100220.225,79.718,297.124,99179.889,296.037,100081.704,
2004-06-06 10:25:00,296.566,298.029,303.986,296.962,41.613,100220.090,81.478,297.224,99176.694,296.126,100081.613,
2004-06-06 10:30:00,296.670,298.156,304.198,297.069,41.339,100219.943,83.385,297.324,99173.500,296.224,100081.517,
2004-06-06 10:35:00,296.777,298.286,304.443,297.184,41.031,100219.791,85.363,297.424,99170.306,296.326,100081.418,
2004-06-06 10:40:00,296.886,298.418,304.692,297.299,40.645,100219.639,87.342,297.525,99167.111,296.428,100081.319,
2004-06-06 10:45:00,296.997,298.551,304.950,297.416,40.247,100219.486,89.333,297.625,99163.917,296.531,100081.220,
2004-06-06 10:50:00,297.110,298.685,305.209,297.534,39.814,100219.333,91.326,297.725,99160.722,296.634,100081.121,
2004-06-06 10:55:00,297.225,298.821,305.475,297.652,39.380,100219.178,92.779,297.825,99157.528,296.738,100081.021,
2004-06-06 11:00:00,297.341,298.956,305.741,297.768,38.932,100219.027,94.743,297.925,99154.333,296.839,100080.922,
2004-06-06 11:05:00,297.458,299.091,306.013,297.877,38.379,100218.913,96.536,297.978,99150.097,296.921,100080.856,
2004-06-06 11:10:00,297.563,299.237,306.260,297.973,37.870,100218.815,98.199,298.030,99145.861,296.991,100080.798,
2004-06-06 11:15:00,297.657,299.390,306.504,298.069,37.454,100218.715,99.901,298.082,99141.625,297.062,100080.740,
2004-06-06 11:20:00,297.744,299.550,306.740,298.162,36.913,100218.616,101.582,298.135,99137.389,297.131,100080.682,
2004-06-06 11:25:00,297.824,299.714,306.981,298.255,36.426,100218.518,103.290,298.187,99133.153,297.199,100080.624,
2004-06-06 11:30:00,297.899,299.884,307.219,298.342,35.858,100218.423,104.955,298.239,99128.917,297.264,100080.566,
2004-06-06 11:35:00,297.971,300.058,307.458,298.427,35.357,100218.331,106.619,298.291,99124.681,297.325,100080.510,
2004-06-06 11:40:00,298.038,300.236,307.694,298.505,34.786,100218.243,108.226,298.344,99120.444,297.381,100080.455,
2004-06-06 11:45:00,298.103,300.418,307.930,298.579,34.285,100218.160,109.810,298.396,99116.208,297.432,100080.403,
2004-06-06 11:50:00,298.165,300.605,308.163,298.645,33.714,100218.083,111.331,298.448,99111.972,297.477,100080.352,
2004-06-06 11:55:00,298.225,300.795,308.396,298.704,33.218,100218.013,111.940,298.501,99107.736,297.515,100080.304,
2004-06-06 12:00:00,298.282,300.988,308.626,298.744,32.657,100217.956,113.041,298.553,99103.500,297.539,100080.261,
2004-06-06 12:05:00,298.335,301.178,308.854,298.803,32.338,100217.818,114.021,298.634,99100.806,297.602,100080.150,
2004-06-06 12:10:00,298.392,301.349,309.037,298.999,32.160,100217.532,116.564,298.716,99098.111,297.807,100079.966,
2004-06-06 12:15:00,298.451,301.505,308.987,299.219,32.044,100217.212,119.386,298.797,99095.417,298.047,100079.761,
2004-06-06 12:20:00,298.515,301.657,308.986,299.430,32.111,100216.898,122.091,298.878,99092.722,298.277,100079.553,
2004-06-06 12:25:00,298.589,301.809,308.916,299.601,32.154,100216.619,124.348,298.959,99090.028,298.472,100079.359,
2004-06-06 12:30:00,298.667,301.959,308.782,299.744,32.314,100216.368,126.262,299.041,99087.333,298.639,100079.178,
2004-06-06 12:35:00,298.749,302.108,308.588,299.853,32.412,100216.149,127.798,299.122,99084.639,298.775,100079.012,
2004-06-06 12:40:00,298.830,302.252,308.385,299.946,32.595,100215.945,129.132,299.203,99081.944,298.897,100078.854,
2004-06-06 12:45:00,298.911,302.392,308.161,300.020,32.695,100215.759,130.261,299.284,99079.250,299.001,100078.704,
2004-06-06 12:50:00,298.988,302.527,307.952,300.089,32.861,100215.579,131.311,299.366,99076.556,299.099,100078.559,
2004-06-06 12:55:00,299.064,302.658,307.739,300.149,32.937,100215.411,130.812,299.447,99073.861,299.186,100078.419,
2004-06-06 13:00:00,299.137,302.785,307.550,300.199,33.087,100215.249,131.643,299.528,99071.167,299.268,100078.284,
2004-06-06 13:05:00,299.208,302.908,307.361,300.227,32.975,100215.162,131.771,299.573,99068.375,299.310,100078.208,
2004-06-06 13:10:00,299.280,303.006,307.120,300.183,32.978,100215.153,131.047,299.617,99065.583,299.280,100078.174,
2004-06-06 13:15:00,299.352,303.083,307.066,300.191,32.750,100215.099,130.919,299.661,99062.792,299.296,100078.123,
2004-06-06 13:20:00,299.420,303.141,306.922,300.204,32.585,100215.039,130.821,299.705,99060.000,299.318,100078.070,
2004-06-06 13:25:00,299.486,303.185,306.914,300.248,32.289,100214.948,131.071,299.749,99057.208,299.373,100078.001,
2004-06-06 13:30:00,299.550,303.217,306.888,300.287,32.077,100214.862,131.257,299.794,99054.417,299.421,100077.935,
2004-06-06 13:35:00,299.617,303.243,306.900,300.329,31.786,100214.775,131.460,299.838,99051.625,299.471,100077.868,
2004-06-06 13:40:00,299.683,303.262,306.883,300.363,31.570,100214.697,131.564,299.882,99048.833,299.513,100077.807,
2004-06-06 13:45:00,299.750,303.275,306.880,300.397,31.284,100214.619,131.656,299.926,99046.042,299.556,100077.745,
2004-06-06 13:50:00,299.816,303.282,306.864,300.428,31.067,100214.545,131.701,299.970,99043.250,299.595,100077.687,
2004-06-06 13:55:00,299.883,303.283,306.857,300.458,30.784,100214.473,130.996,300.015,99040.458,299.634,100077.629,
2004-06-06 14:00:00,299.948,303.278,306.841,300.482,30.421,100214.407,130.936,300.059,99037.667,299.667,100077.575,
2004-06-06 14:05:00,300.014,303.268,306.829,300.505,30.378,100214.340,131.021,300.073,99035.139,299.701,100077.520,
2004-06-06 14:10:00,300.068,303.271,306.796,300.541,30.403,100214.258,131.234,300.087,99032.611,299.750,100077.458,
2004-06-06 14:15:00,300.113,303.280,306.705,300.565,30.461,100214.187,131.325,300.101,99030.083,299.789,100077.400,
2004-06-06 14:20:00,300.153,303.295,306.640,300.586,30.540,100214.117,131.376,300.115,99027.556,299.826,100077.342,
2004-06-06 14:25:00,300.188,303.313,306.541,300.601,30.611,100214.055,131.363,300.129,99025.028,299.855,100077.288,
2004-06-06 14:30:00,300.219,303.333,306.449,300.615,30.700,100213.994,131.324,300.143,99022.500,299.885,100077.235,
2004-06-06 14:35:00,300.246,303.354,306.348,300.629,30.937,100213.933,131.297,300.157,99019.972,299.913,100077.182,
2004-06-06 14:40:00,300.270,303.376,306.256,300.642,31.137,100213.871,131.257,300.171,99017.444,299.943,100077.129,
2004-06-06 14:45:00,300.292,303.397,306.161,300.656,31.278,100213.811,131.183,300.185,99014.917,299.972,100077.076,
2004-06-06 14:50:00,300.312,303.418,306.072,300.671,31.383,100213.750,131.048,300.199,99012.389,300.001,100077.024,
2004-06-06 14:55:00,300.329,303.435,305.980,300.684,31.469,100213.691,135.434,300.213,99009.861,300.029,100076.973,
2004-06-06 15:00:00,300.346,303.449,305.893,300.711,31.533,100213.617,135.456,300.227,99007.333,300.071,100076.914,
2004-06-06 15:05:00,300.360,303.461,305.804,300.706,31.600,100213.606,136.222,300.218,99005.514,300.072,100076.901,
2004-06-06 15:10:00,300.370,303.515,305.862,300.714,31.597,100213.588,137.144,300.209,99003.694,300.080,100076.886,
2004-06-06 15:15:00,300.375,303.597,305.926,300.734,31.434,100213.556,138.200,300.199,99001.875,300.101,100076.865,
2004-06-06 15:20:00,300.376,303.701,306.025,300.782,31.245,100213.502,139.577,300.190,99000.056,300.142,100076.832,
2004-06-06 15:25:00,300.376,303.824,306.151,300.835,30.982,100213.436,141.020,300.180,98998.236,300.193,100076.792,
2004-06-06 15:30:00,300.375,303.960,306.298,300.898,30.759,100213.363,142.577,300.171,98996.417,300.248,100076.748,
2004-06-06 15:35:00,300.375,304.110,306.450,300.961,30.636,100213.288,144.131,300.161,98994.597,300.305,100076.703,
2004-06-06 15:40:00,300.376,304.270,306.601,301.028,30.362,100213.210,145.739,300.152,98992.778,300.363,100076.655,
2004-06-06 15:45:00,300.377,304.440,306.761,301.096,30.180,100213.127,147.359,300.142,98990.958,300.425,100076.603,
2004-06-06 15:50:00,300.379,304.616,306.921,301.171,30.037,100213.039,149.052,300.133,98989.139,300.489,100076.549,
2004-06-06 15:55:00,300.381,304.800,307.092,301.245,29.809,100212.946,164.491,300.123,98987.319,300.558,100076.491,
2004-06-06 16:00:00,300.383,304.990,307.263,301.375,29.528,100212.803,166.845,300.114,98985.500,300.673,100076.409,
2004-06-06 16:05:00,300.386,305.186,307.443,301.456,29.430,100212.704,167.907,300.095,98986.236,300.746,100076.346,
2004-06-06 16:10:00,300.393,305.363,307.608,301.543,29.509,100212.604,169.024,300.076,98986.972,300.819,100076.285,
2004-06-06 16:15:00,300.401,305.525,307.655,301.597,29.635,100212.528,169.779,300.058,98987.708,300.868,100076.233,
2004-06-06 16:20:00,300.409,305.677,307.715,301.648,29.726,100212.454,170.493,300.039,98988.444,300.915,100076.182,
2004-06-06 16:25:00,300.416,305.821,307.730,301.686,29.952,100212.390,171.060,300.020,98989.181,300.952,100076.134,
2004-06-06 16:30:00,300.421,305.957,307.749,301.725,30.134,100212.323,171.636,300.002,98989.917,300.991,100076.084,
2004-06-06 16:35:00,300.424,306.087,307.757,301.762,30.265,100212.257,172.187,299.983,98990.653,301.029,100076.035,
2004-06-06 16:40:00,300.426,306.213,307.771,301.800,30.504,100212.188,172.750,299.964,98991.389,301.068,100075.983,
2004-06-06 16:45:00,300.426,306.336,307.782,301.837,30.694,100212.119,173.302,299.946,98992.125,301.108,100075.931,
2004-06-06 16:50:00,300.425,306.456,307.795,301.874,30.970,100212.048,173.856,299.927,98992.861,301.149,100075.877,
2004-06-06 16:55:00,300.423,306.574,307.807,301.911,31.179,100211.976,191.792,299.908,98993.597,301.189,100075.822,
2004-06-06 17:00:00,300.420,306.690,307.822,302.010,31.220,100211.846,193.073,299.889,98994.333,301.288,100075.740,
2004-06-06 17:05:00,300.416,306.805,307.836,302.106,31.178,100211.612,154.873,299.807,98995.389,301.414,100075.555,
2004-06-06 17:10:00,300.305,305.596,302.208,300.495,33.982,100213.082,136.337,299.725,98996.444,300.015,100076.243,
2004-06-06 17:15:00,300.208,304.718,302.642,300.303,34.217,100213.268,133.982,299.642,98997.500,299.904,100076.374,
2004-06-06 17:20:00,300.039,303.977,300.868,300.111,34.802,100213.449,131.617,299.560,98998.556,299.776,100076.478,
2004-06-06 17:25:00,299.880,303.402,300.808,299.948,35.233,100213.588,129.568,299.477,98999.611,299.688,100076.559,
2004-06-06 17:30:00,299.737,302.938,300.606,299.798,35.482,100213.755,127.672,299.395,99000.667,299.563,100076.658,
2004-06-06 17:35:00,299.608,302.563,300.440,299.648,35.846,100213.906,125.772,299.312,99001.722,299.460,100076.751,
2004-06-06 17:40:00,299.490,302.246,300.246,299.559,35.813,100214.031,124.576,299.230,99002.778,299.376,100076.835,
2004-06-06 17:45:00,299.381,301.977,300.092,299.432,36.014,100214.165,122.937,299.148,99003.833,299.287,100076.919,
2004-06-06 17:50:00,299.282,301.740,299.953,299.353,36.087,100214.285,121.857,299.065,99004.889,299.206,100077.000,
2004-06-06 17:55:00,299.188,301.532,299.809,299.235,36.364,100214.415,133.119,298.983,99005.944,299.120,100077.083,
2004-06-06 18:00:00,299.100,301.342,299.673,299.202,36.397,100214.495,132.575,298.900,99007.000,299.076,100077.146,
2004-06-06 18:05:00,299.016,301.171,299.532,298.993,36.872,100214.848,129.806,298.622,99008.958,298.861,100077.400,
2004-06-06 18:10:00,298.933,301.008,299.387,298.796,37.490,100215.228,127.186,298.343,99010.917,298.623,100077.678,
2004-06-06 18:15:00,298.845,300.849,299.097,298.545,38.470,100215.635,123.936,298.064,99012.875,298.363,100077.965,
2004-06-06 18:20:00,298.750,300.689,298.783,298.301,39.220,100216.048,120.772,297.786,99014.833,298.093,100078.256,
2004-06-06 18:25:00,298.650,300.530,298.442,298.020,39.992,100216.479,117.175,297.507,99016.792,297.810,100078.553,
2004-06-06 18:30:00,298.543,300.369,298.082,297.755,40.905,100216.900,113.767,297.228,99018.750,297.534,100078.845,
2004-06-06 18:35:00,298.432,300.207,297.703,297.462,41.804,100217.333,110.030,296.950,99020.708,297.248,100079.141,
