cur_datetime,WallshadeT,WalllitT,RoofT,canTemp_K,rh_%,vcwg_canPress_Pa,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19],
2004-06-01 08:45:00,295.365,295.420,295.347,290.734,82.297,100231.544,11.143,290.148,99771.208,288.947,100089.778,
2004-06-01 08:50:00,295.455,295.515,295.615,291.274,80.104,100231.282,17.989,290.269,99771.528,289.085,100089.656,
2004-06-01 08:55:00,295.538,295.603,295.837,290.986,81.419,100231.196,11.313,290.390,99771.847,289.175,100089.554,
2004-06-01 09:00:00,295.631,295.702,296.106,291.506,79.392,100230.950,17.885,290.511,99772.167,289.299,100089.438,
2004-06-01 09:05:00,295.718,295.794,296.329,291.237,80.681,100230.833,15.277,290.634,99772.333,289.405,100089.313,
2004-06-01 09:10:00,295.810,295.894,296.571,291.807,78.345,100230.519,22.262,290.757,99772.500,289.578,100089.155,
2004-06-01 09:15:00,295.891,295.985,296.747,291.567,79.561,100230.367,20.000,290.879,99772.667,289.713,100089.011,
2004-06-01 09:20:00,295.982,296.088,296.969,292.121,77.507,100230.056,26.813,291.002,99772.833,289.887,100088.850,
2004-06-01 09:25:00,296.065,296.183,297.132,291.882,78.755,100229.907,24.561,291.125,99773.000,290.019,100088.708,
2004-06-01 09:30:00,296.156,296.290,297.325,292.410,76.867,100229.607,31.104,291.248,99773.167,290.185,100088.550,
2004-06-01 09:35:00,296.240,296.390,297.465,292.173,77.847,100229.462,28.882,291.370,99773.333,290.310,100088.410,
2004-06-01 09:40:00,296.331,296.500,297.642,292.677,76.144,100229.173,35.149,291.493,99773.500,290.470,100088.255,
2004-06-01 09:45:00,296.415,296.603,297.771,292.450,77.134,100229.028,33.057,291.616,99773.667,290.593,100088.115,
2004-06-01 09:50:00,296.506,296.715,297.941,292.936,75.397,100228.744,39.131,291.739,99773.833,290.749,100087.961,
2004-06-01 09:55:00,296.590,296.822,298.067,292.718,76.334,100228.600,37.397,291.861,99774.000,290.870,100087.823,
2004-06-01 10:00:00,296.681,296.937,298.235,293.186,74.786,100228.322,43.269,291.984,99774.167,291.023,100087.670,
2004-06-01 10:05:00,296.766,297.047,298.357,292.948,75.598,100228.266,40.951,292.045,99773.639,291.098,100087.603,
2004-06-01 10:10:00,296.855,297.160,298.483,293.300,74.286,100228.154,45.372,292.106,99773.111,291.143,100087.560,
2004-06-01 10:15:00,296.938,297.264,298.621,293.025,75.086,100228.169,42.628,292.167,99772.583,291.152,100087.535,
2004-06-01 10:20:00,297.020,297.368,298.770,293.377,73.664,100228.058,47.046,292.228,99772.056,291.197,100087.496,
2004-06-01 10:25:00,297.095,297.463,298.911,293.129,74.277,100228.056,44.606,292.289,99771.528,291.220,100087.465,
2004-06-01 10:30:00,297.172,297.560,299.115,293.488,72.820,100227.933,49.110,292.350,99771.000,291.276,100087.420,
2004-06-01 10:35:00,297.244,297.652,299.298,293.249,73.387,100227.924,46.770,292.411,99770.472,291.304,100087.386,
2004-06-01 10:40:00,297.319,297.746,299.522,293.602,71.954,100227.802,51.207,292.472,99769.944,291.359,100087.341,
2004-06-01 10:45:00,297.389,297.836,299.717,293.369,72.448,100227.794,48.929,292.533,99769.417,291.386,100087.308,
2004-06-01 10:50:00,297.463,297.930,299.948,293.711,71.074,100227.676,53.238,292.594,99768.889,291.438,100087.263,
2004-06-01 10:55:00,297.533,298.020,300.150,293.481,71.544,100227.668,50.468,292.655,99768.361,291.463,100087.230,
2004-06-01 11:00:00,297.606,298.112,300.384,293.810,70.211,100227.556,54.640,292.715,99767.833,291.510,100087.188,
2004-06-01 11:05:00,297.676,298.201,300.592,293.609,70.581,100227.473,52.592,292.812,99766.264,291.571,100087.094,
2004-06-01 11:10:00,297.745,298.290,300.789,293.982,69.204,100227.250,57.123,292.909,99764.694,291.686,100086.970,
2004-06-01 11:15:00,297.809,298.373,300.937,293.812,69.503,100227.127,55.438,293.005,99763.125,291.781,100086.852,
2004-06-01 11:20:00,297.876,298.459,301.120,294.170,68.244,100226.907,59.797,293.102,99761.556,291.897,100086.726,
2004-06-01 11:25:00,297.940,298.542,301.264,294.003,68.763,100226.789,58.149,293.198,99759.986,291.986,100086.612,
2004-06-01 11:30:00,298.006,298.627,301.420,294.337,67.794,100226.579,62.234,293.295,99758.417,292.095,100086.489,
2004-06-01 11:35:00,298.070,298.708,301.542,294.178,68.180,100226.464,60.673,293.391,99756.847,292.181,100086.376,
2004-06-01 11:40:00,298.134,298.791,301.684,294.492,67.164,100226.260,64.526,293.488,99755.278,292.286,100086.255,
2004-06-01 11:45:00,298.196,298.871,301.797,294.346,67.421,100226.144,63.112,293.584,99753.708,292.370,100086.143,
2004-06-01 11:50:00,298.259,298.953,301.933,294.641,66.441,100225.946,66.754,293.681,99752.139,292.473,100086.023,
2004-06-01 11:55:00,298.320,299.032,302.044,294.505,66.673,100225.830,64.576,293.777,99750.569,292.556,100085.912,
2004-06-01 12:00:00,298.381,299.110,302.177,294.780,65.783,100225.640,67.934,293.874,99749.000,292.652,100085.795,
2004-06-01 12:05:00,298.441,299.185,302.287,294.653,65.974,100225.522,66.570,293.961,99745.653,292.734,100085.681,
2004-06-01 12:10:00,298.498,299.256,302.379,294.912,65.166,100225.333,69.614,294.048,99742.306,292.830,100085.562,
2004-06-01 12:15:00,298.550,299.323,302.449,294.789,65.358,100225.218,68.287,294.136,99738.958,292.908,100085.451,
2004-06-01 12:20:00,298.601,299.387,302.534,295.039,64.584,100225.031,71.230,294.223,99735.611,293.004,100085.332,
2004-06-01 12:25:00,298.649,299.449,302.598,294.926,64.753,100224.915,70.013,294.310,99732.264,293.081,100085.221,
2004-06-01 12:30:00,298.696,299.509,302.682,295.163,64.058,100224.731,72.803,294.397,99728.917,293.176,100085.102,
2004-06-01 12:35:00,298.741,299.567,302.746,295.058,64.197,100224.614,71.684,294.485,99725.569,293.254,100084.991,
2004-06-01 12:40:00,298.785,299.623,302.829,295.284,63.525,100224.433,74.352,294.572,99722.222,293.347,100084.874,
2004-06-01 12:45:00,298.828,299.678,302.893,295.188,63.439,100224.315,73.325,294.659,99718.875,293.424,100084.763,
2004-06-01 12:50:00,298.870,299.733,302.975,295.406,62.653,100224.135,75.892,294.746,99715.528,293.518,100084.645,
2004-06-01 12:55:00,298.911,299.786,303.039,295.318,62.644,100224.016,73.525,294.834,99712.181,293.595,100084.535,
2004-06-01 13:00:00,298.951,299.838,303.121,295.516,62.041,100223.846,75.867,294.921,99708.833,293.681,100084.421,
2004-06-01 13:05:00,298.990,299.889,303.185,295.413,62.286,100223.787,74.623,294.933,99706.833,293.726,100084.358,
2004-06-01 13:10:00,299.026,299.937,303.245,295.700,61.704,100223.597,77.834,294.946,99704.833,293.853,100084.263,
2004-06-01 13:15:00,299.059,299.981,303.174,295.740,61.677,100223.427,78.227,294.958,99702.833,294.000,100084.154,
2004-06-01 13:20:00,299.095,300.028,303.138,296.042,61.035,100223.207,81.606,294.971,99700.833,294.155,100084.038,
2004-06-01 13:25:00,299.135,300.078,303.059,296.048,60.779,100223.059,81.605,294.983,99698.833,294.280,100083.933,
2004-06-01 13:30:00,299.177,300.132,302.957,296.271,60.578,100222.889,84.074,294.995,99696.833,294.393,100083.834,
2004-06-01 13:35:00,299.221,300.185,302.805,296.229,60.497,100222.787,83.524,295.008,99694.833,294.474,100083.750,
2004-06-01 13:40:00,299.261,300.236,302.650,296.394,60.586,100222.662,85.320,295.020,99692.833,294.548,100083.671,
2004-06-01 13:45:00,299.300,300.286,302.466,296.317,60.644,100222.593,84.359,295.032,99690.833,294.598,100083.602,
2004-06-01 13:50:00,299.335,300.331,302.294,296.447,60.813,100222.496,85.753,295.045,99688.833,294.647,100083.536,
2004-06-01 13:55:00,299.367,300.373,302.103,296.346,60.982,100222.449,83.782,295.057,99686.833,294.676,100083.478,
2004-06-01 14:00:00,299.394,300.410,301.932,296.459,60.975,100222.370,84.979,295.070,99684.833,294.708,100083.421,
2004-06-01 14:05:00,299.419,300.445,301.747,296.265,61.363,100222.557,85.811,294.960,99685.083,294.613,100083.547,
2004-06-01 14:10:00,299.440,300.588,302.019,296.418,61.229,100222.626,90.674,294.851,99685.333,294.606,100083.648,
2004-06-01 14:15:00,299.457,300.811,302.062,296.274,61.568,100222.771,92.186,294.742,99685.583,294.552,100083.759,
2004-06-01 14:20:00,299.475,301.101,302.250,296.402,61.495,100222.848,96.863,294.632,99685.833,294.525,100083.852,
2004-06-01 14:25:00,299.494,301.440,302.307,296.242,61.939,100222.994,98.318,294.523,99686.083,294.462,100083.957,
2004-06-01 14:30:00,299.515,301.824,302.422,296.358,61.843,100223.078,102.982,294.414,99686.333,294.421,100084.050,
2004-06-01 14:35:00,299.535,302.241,302.460,296.199,62.318,100223.218,104.552,294.305,99686.583,294.358,100084.149,
2004-06-01 14:40:00,299.556,302.690,302.567,296.329,62.156,100223.284,109.222,294.195,99686.833,294.327,100084.230,
2004-06-01 14:45:00,299.577,303.154,302.597,296.173,62.637,100223.413,110.616,294.086,99687.083,294.269,100084.319,
2004-06-01 14:50:00,299.601,303.639,302.707,296.312,62.433,100223.464,115.396,293.977,99687.333,294.245,100084.389,
2004-06-01 14:55:00,299.625,304.134,302.718,296.153,62.958,100223.587,121.300,293.867,99687.583,294.187,100084.471,
2004-06-01 15:00:00,299.652,304.647,302.838,296.315,62.672,100223.609,126.340,293.758,99687.833,294.186,100084.523,
2004-06-01 15:05:00,299.678,305.168,302.824,296.194,62.972,100223.623,125.287,293.731,99688.792,294.182,100084.517,
2004-06-01 15:10:00,299.702,305.608,302.579,296.196,63.113,100223.704,125.642,293.705,99689.750,294.080,100084.555,
2004-06-01 15:15:00,299.723,305.987,302.844,296.163,63.131,100223.667,125.607,293.678,99690.708,294.116,100084.531,
2004-06-01 15:20:00,299.733,306.317,302.718,296.304,62.752,100223.623,127.547,293.651,99691.667,294.130,100084.514,
2004-06-01 15:25:00,299.746,306.622,303.101,296.361,62.479,100223.503,128.541,293.624,99692.625,294.239,100084.449,
2004-06-01 15:30:00,299.757,306.905,303.175,296.524,62.044,100223.420,130.736,293.598,99693.583,294.287,100084.409,
2004-06-01 15:35:00,299.776,307.181,303.526,296.561,61.855,100223.322,131.506,293.571,99694.542,294.370,100084.352,
2004-06-01 15:40:00,299.793,307.444,303.638,296.714,61.470,100223.239,133.594,293.544,99695.500,294.419,100084.310,
2004-06-01 15:45:00,299.813,307.702,303.938,296.756,61.271,100223.143,134.422,293.517,99696.458,294.497,100084.253,
2004-06-01 15:50:00,299.832,307.951,304.113,296.919,60.859,100223.038,136.642,293.491,99697.417,294.564,100084.199,
2004-06-01 15:55:00,299.853,308.197,304.397,296.971,60.622,100222.936,151.325,293.464,99698.375,294.644,100084.137,
2004-06-01 16:00:00,299.872,308.437,304.622,297.182,60.075,100222.775,154.114,293.437,99699.333,294.763,100084.055,
2004-06-01 16:05:00,299.893,308.676,304.897,297.223,59.779,100222.727,153.403,293.365,99702.056,294.811,100084.036,
2004-06-01 16:10:00,299.919,308.854,305.037,297.343,59.677,100222.695,153.599,293.292,99704.778,294.835,100084.036,
2004-06-01 16:15:00,299.947,308.987,305.041,297.317,59.801,100222.717,152.115,293.219,99707.500,294.822,100084.053,
2004-06-01 16:20:00,299.971,309.079,305.030,297.378,60.088,100222.729,151.633,293.146,99710.222,294.808,100084.071,
2004-06-01 16:25:00,299.994,309.143,304.958,297.317,60.238,100222.775,149.748,293.074,99712.944,294.775,100084.098,
2004-06-01 16:30:00,300.009,309.178,304.896,297.361,60.503,100222.803,149.060,293.001,99715.667,294.746,100084.125,
2004-06-01 16:35:00,300.022,309.193,304.803,297.286,60.673,100222.859,147.017,292.928,99718.389,294.707,100084.158,
2004-06-01 16:40:00,300.028,309.187,304.725,297.325,60.880,100222.896,146.263,292.855,99721.111,294.672,100084.189,
2004-06-01 16:45:00,300.033,309.167,304.625,297.237,61.111,100222.960,144.060,292.782,99723.833,294.627,100084.226,
2004-06-01 16:50:00,300.032,309.132,304.536,297.271,61.301,100223.004,143.256,292.710,99726.556,294.586,100084.262,
2004-06-01 16:55:00,300.030,309.085,304.426,297.170,61.637,100223.079,158.285,292.637,99729.278,294.534,100084.304,
2004-06-01 17:00:00,300.023,309.026,304.328,297.257,61.582,100223.072,158.105,292.564,99732.000,294.545,100084.318,
2004-06-01 17:05:00,300.014,308.958,304.209,297.249,61.385,100222.842,109.133,292.447,99736.292,294.648,100084.113,
2004-06-01 17:10:00,299.865,307.288,297.243,295.407,68.407,100224.557,87.941,292.330,99740.583,293.112,100084.907,
2004-06-01 17:15:00,299.732,306.066,297.345,295.005,69.926,100224.974,83.155,292.213,99744.875,292.836,100085.177,
2004-06-01 17:20:00,299.515,305.048,295.589,294.733,71.001,100225.364,79.844,292.096,99749.167,292.547,100085.413,
2004-06-01 17:25:00,299.310,304.250,295.342,294.384,72.377,100225.679,75.639,291.979,99753.458,292.346,100085.601,
2004-06-01 17:30:00,299.121,303.602,295.081,294.202,73.031,100225.960,73.341,291.862,99757.750,292.156,100085.784,
2004-06-01 17:35:00,298.949,303.071,294.896,293.902,74.224,100226.256,69.692,291.744,99762.042,291.970,100085.967,
2004-06-01 17:40:00,298.789,302.620,294.745,293.776,74.649,100226.508,68.047,291.627,99766.333,291.804,100086.142,
2004-06-01 17:45:00,298.642,302.235,294.617,293.484,75.846,100226.796,64.495,291.510,99770.625,291.625,100086.321,
2004-06-01 17:50:00,298.506,301.895,294.510,293.365,76.248,100227.046,62.922,291.393,99774.917,291.459,100086.495,
2004-06-01 17:55:00,298.377,301.593,294.403,293.058,77.529,100227.341,71.988,291.276,99779.208,291.276,100086.677,
2004-06-01 18:00:00,298.254,301.318,294.308,292.971,77.486,100227.561,70.807,291.159,99783.500,291.139,100086.838,
2004-06-01 18:05:00,298.137,301.066,294.210,292.705,78.422,100227.671,67.302,291.147,99786.653,291.052,100086.867,
2004-06-01 18:10:00,298.019,300.828,294.086,292.670,78.410,100227.689,66.447,291.134,99789.806,291.019,100086.861,
2004-06-01 18:15:00,297.900,300.600,293.949,292.439,79.111,100227.746,63.341,291.122,99792.958,290.977,100086.857,
2004-06-01 18:20:00,297.784,300.385,293.834,292.407,79.030,100227.753,62.518,291.109,99796.111,290.954,100086.845,
2004-06-01 18:25:00,297.669,300.178,293.712,292.169,79.730,100227.813,59.339,291.097,99799.264,290.912,100086.840,
2004-06-01 18:30:00,297.556,299.981,293.595,292.212,79.344,100227.773,59.377,291.084,99802.417,290.921,100086.809,
2004-06-01 18:35:00,297.442,299.790,293.464,292.160,79.247,100227.735,58.334,291.072,99805.569,290.945,100086.769,
2004-06-01 18:40:00,297.335,299.610,293.349,292.308,78.460,100227.638,59.567,291.060,99808.722,290.994,100086.715,
2004-06-01 18:45:00,297.236,299.445,293.231,292.248,78.466,100227.591,58.435,291.047,99811.875,291.026,100086.667,
