Time,CORE_ZN:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_ZN:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_1:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_2:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_3:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_4:SEATTLE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:SEATTLE ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s]
00:55:00,4.967217E+03,4.900722E+02,2.563309E-01,3.780879E-02,6.357166E+03,1.252186E+02,3.280374E-01,9.660417E-03,4.040114E+03,2.953788E-01,2.084697E-01,2.278782E-05,6.162947E+03,0.000000E+00,3.180160E-01,0.000000E+00,4.044519E+03,9.064182E+01,2.086969E-01,6.992888E-03
01:00:00,4.967224E+03,4.882989E+02,2.563312E-01,3.767197E-02,6.357172E+03,1.195741E+02,3.280378E-01,9.224950E-03,4.040118E+03,0.000000E+00,2.084699E-01,0.000000E+00,6.162954E+03,0.000000E+00,3.180164E-01,0.000000E+00,4.044523E+03,8.730061E+01,2.086971E-01,6.735117E-03
01:05:00,4.967229E+03,4.864839E+02,2.563315E-01,3.753195E-02,6.357178E+03,1.139927E+02,3.280381E-01,8.794351E-03,4.040122E+03,0.000000E+00,2.084701E-01,0.000000E+00,6.162960E+03,0.000000E+00,3.180167E-01,0.000000E+00,4.044527E+03,8.396989E+01,2.086973E-01,6.478154E-03
01:10:00,4.967235E+03,4.846583E+02,2.563318E-01,3.739111E-02,6.357184E+03,1.084888E+02,3.280384E-01,8.369735E-03,4.040126E+03,0.000000E+00,2.084703E-01,0.000000E+00,6.162966E+03,0.000000E+00,3.180170E-01,0.000000E+00,4.044531E+03,8.066325E+01,2.086975E-01,6.223049E-03
01:15:00,4.967241E+03,4.828510E+02,2.563321E-01,3.725168E-02,6.357190E+03,1.030918E+02,3.280387E-01,7.953363E-03,4.040130E+03,0.000000E+00,2.084705E-01,0.000000E+00,6.162971E+03,0.000000E+00,3.180173E-01,0.000000E+00,4.044535E+03,7.740050E+01,2.086977E-01,5.971331E-03
01:20:00,4.967247E+03,4.810888E+02,2.563324E-01,3.711573E-02,6.357196E+03,9.783234E+01,3.280390E-01,7.547599E-03,4.040134E+03,0.000000E+00,2.084707E-01,0.000000E+00,6.162977E+03,0.000000E+00,3.180176E-01,0.000000E+00,4.044539E+03,7.420316E+01,2.086979E-01,5.724659E-03
01:25:00,4.967252E+03,4.793963E+02,2.563326E-01,3.698516E-02,6.357201E+03,9.273324E+01,3.280393E-01,7.154210E-03,4.040138E+03,0.000000E+00,2.084709E-01,0.000000E+00,6.162983E+03,0.000000E+00,3.180179E-01,0.000000E+00,4.044543E+03,7.108686E+01,2.086981E-01,5.484240E-03
01:30:00,4.967258E+03,4.777962E+02,2.563329E-01,3.686171E-02,6.357207E+03,8.781930E+01,3.280396E-01,6.775106E-03,4.040142E+03,0.000000E+00,2.084711E-01,0.000000E+00,6.162989E+03,0.000000E+00,3.180182E-01,0.000000E+00,4.044546E+03,6.806922E+01,2.086983E-01,5.251432E-03
01:35:00,4.967263E+03,4.759734E+02,2.563332E-01,3.672108E-02,6.357213E+03,8.269857E+01,3.280398E-01,6.380049E-03,4.040145E+03,0.000000E+00,2.084712E-01,0.000000E+00,6.162994E+03,0.000000E+00,3.180185E-01,0.000000E+00,4.044550E+03,6.489969E+01,2.086985E-01,5.006907E-03
01:40:00,4.967268E+03,4.739472E+02,2.563335E-01,3.656477E-02,6.357218E+03,7.740935E+01,3.280401E-01,5.971993E-03,4.040149E+03,0.000000E+00,2.084714E-01,0.000000E+00,6.162999E+03,0.000000E+00,3.180187E-01,0.000000E+00,4.044553E+03,6.160233E+01,2.086987E-01,4.752519E-03
01:45:00,4.967273E+03,4.717346E+02,2.563337E-01,3.639406E-02,6.357223E+03,7.196192E+01,3.280404E-01,5.551731E-03,4.040152E+03,0.000000E+00,2.084716E-01,0.000000E+00,6.163005E+03,0.000000E+00,3.180190E-01,0.000000E+00,4.044557E+03,5.818474E+01,2.086989E-01,4.488856E-03
01:50:00,4.967278E+03,4.693504E+02,2.563340E-01,3.621013E-02,6.357229E+03,6.636936E+01,3.280407E-01,5.120274E-03,4.040156E+03,0.000000E+00,2.084718E-01,0.000000E+00,6.163010E+03,0.000000E+00,3.180193E-01,0.000000E+00,4.044560E+03,5.465688E+01,2.086991E-01,4.216686E-03
01:55:00,4.967283E+03,4.668083E+02,2.563342E-01,3.601400E-02,6.357234E+03,6.064165E+01,3.280409E-01,4.678390E-03,4.040159E+03,0.000000E+00,2.084720E-01,0.000000E+00,6.163015E+03,0.000000E+00,3.180196E-01,0.000000E+00,4.044564E+03,5.102591E+01,2.086992E-01,3.936561E-03
02:00:00,4.967288E+03,4.641202E+02,2.563345E-01,3.580661E-02,6.357239E+03,5.479056E+01,3.280412E-01,4.226988E-03,4.040162E+03,0.000000E+00,2.084721E-01,0.000000E+00,6.163020E+03,0.000000E+00,3.180198E-01,0.000000E+00,4.044567E+03,4.730065E+01,2.086994E-01,3.649162E-03
02:05:00,4.967293E+03,4.614655E+02,2.563348E-01,3.560181E-02,6.357244E+03,4.901927E+01,3.280415E-01,3.781742E-03,4.040166E+03,0.000000E+00,2.084723E-01,0.000000E+00,6.163025E+03,0.000000E+00,3.180201E-01,0.000000E+00,4.044570E+03,4.361351E+01,2.086996E-01,3.364705E-03
02:10:00,4.967298E+03,4.588541E+02,2.563350E-01,3.540034E-02,6.357249E+03,4.334514E+01,3.280417E-01,3.343993E-03,4.040169E+03,0.000000E+00,2.084725E-01,0.000000E+00,6.163030E+03,0.000000E+00,3.180203E-01,0.000000E+00,4.044574E+03,3.997589E+01,2.086997E-01,3.084067E-03
02:15:00,4.967303E+03,4.562954E+02,2.563352E-01,3.520293E-02,6.357254E+03,3.777584E+01,3.280420E-01,2.914331E-03,4.040172E+03,0.000000E+00,2.084726E-01,0.000000E+00,6.163035E+03,0.000000E+00,3.180206E-01,0.000000E+00,4.044577E+03,3.639318E+01,2.086999E-01,2.807666E-03
02:20:00,4.967307E+03,4.537982E+02,2.563355E-01,3.501027E-02,6.357258E+03,3.232068E+01,3.280422E-01,2.493475E-03,4.040175E+03,0.000000E+00,2.084728E-01,0.000000E+00,6.163040E+03,0.000000E+00,3.180208E-01,0.000000E+00,4.044580E+03,3.287230E+01,2.087001E-01,2.536036E-03
02:25:00,4.967312E+03,4.513706E+02,2.563357E-01,3.482298E-02,6.357263E+03,2.698672E+01,3.280425E-01,2.081970E-03,4.040179E+03,0.000000E+00,2.084730E-01,0.000000E+00,6.163045E+03,0.000000E+00,3.180211E-01,0.000000E+00,4.044583E+03,2.941822E+01,2.087002E-01,2.269560E-03
02:30:00,4.967316E+03,4.490202E+02,2.563360E-01,3.464165E-02,6.357268E+03,2.178219E+01,3.280427E-01,1.680451E-03,4.040182E+03,0.000000E+00,2.084731E-01,0.000000E+00,6.163050E+03,0.000000E+00,3.180213E-01,0.000000E+00,4.044586E+03,2.603704E+01,2.087004E-01,2.008707E-03
02:35:00,4.967321E+03,4.465857E+02,2.563362E-01,3.445383E-02,6.357272E+03,1.651872E+01,3.280429E-01,1.274385E-03,4.040185E+03,0.000000E+00,2.084733E-01,0.000000E+00,6.163054E+03,0.000000E+00,3.180216E-01,0.000000E+00,4.044589E+03,2.260682E+01,2.087005E-01,1.744071E-03
02:40:00,4.967325E+03,4.440737E+02,2.563364E-01,3.426003E-02,6.357277E+03,1.157539E+01,3.280432E-01,8.930166E-04,4.040188E+03,0.000000E+00,2.084734E-01,0.000000E+00,6.163059E+03,0.000000E+00,3.180218E-01,0.000000E+00,4.044592E+03,1.912893E+01,2.087007E-01,1.475759E-03
02:45:00,4.967330E+03,4.414898E+02,2.563366E-01,3.406068E-02,6.357281E+03,7.493575E+00,3.280434E-01,5.781133E-04,4.040191E+03,0.000000E+00,2.084736E-01,0.000000E+00,6.163063E+03,0.000000E+00,3.180220E-01,0.000000E+00,4.044595E+03,1.560690E+01,2.087008E-01,1.204040E-03
02:50:00,4.967334E+03,4.388389E+02,2.563368E-01,3.385616E-02,6.357286E+03,4.285977E+00,3.280436E-01,3.306539E-04,4.040194E+03,0.000000E+00,2.084737E-01,0.000000E+00,6.163068E+03,0.000000E+00,3.180223E-01,0.000000E+00,4.044598E+03,1.204463E+01,2.087010E-01,9.292185E-04
02:55:00,4.967338E+03,4.361249E+02,2.563371E-01,3.364677E-02,6.357290E+03,1.961392E+00,3.280439E-01,1.513171E-04,4.040196E+03,0.000000E+00,2.084739E-01,0.000000E+00,6.163072E+03,0.000000E+00,3.180225E-01,0.000000E+00,4.044601E+03,8.554398E+00,2.087011E-01,6.599540E-04
03:00:00,4.967342E+03,4.333510E+02,2.563373E-01,3.343277E-02,6.357295E+03,5.302942E-01,3.280441E-01,4.091103E-05,4.040199E+03,0.000000E+00,2.084740E-01,0.000000E+00,6.163076E+03,0.000000E+00,3.180227E-01,0.000000E+00,4.044604E+03,5.649042E+00,2.087013E-01,4.358117E-04
03:05:00,4.967346E+03,4.305196E+02,2.563375E-01,3.321433E-02,6.357299E+03,0.000000E+00,3.280443E-01,0.000000E+00,4.040202E+03,0.000000E+00,2.084742E-01,0.000000E+00,6.163081E+03,0.000000E+00,3.180229E-01,0.000000E+00,4.044606E+03,3.334300E+00,2.087014E-01,2.572341E-04
03:10:00,4.967350E+03,4.276324E+02,2.563377E-01,3.299158E-02,6.357303E+03,0.000000E+00,3.280445E-01,0.000000E+00,4.040205E+03,0.000000E+00,2.084743E-01,0.000000E+00,6.163085E+03,0.000000E+00,3.180231E-01,0.000000E+00,4.044609E+03,1.617675E+00,2.087016E-01,1.248002E-04
03:15:00,4.967354E+03,4.246905E+02,2.563379E-01,3.276461E-02,6.357307E+03,0.000000E+00,3.280447E-01,0.000000E+00,4.040207E+03,0.000000E+00,2.084745E-01,0.000000E+00,6.163089E+03,0.000000E+00,3.180234E-01,0.000000E+00,4.044612E+03,5.040721E-01,2.087017E-01,3.888806E-05
03:20:00,4.967358E+03,4.216946E+02,2.563381E-01,3.253348E-02,6.357311E+03,0.000000E+00,3.280449E-01,0.000000E+00,4.040210E+03,0.000000E+00,2.084746E-01,0.000000E+00,6.163093E+03,0.000000E+00,3.180236E-01,0.000000E+00,4.044615E+03,0.000000E+00,2.087018E-01,0.000000E+00
03:25:00,4.967362E+03,4.186453E+02,2.563383E-01,3.229822E-02,6.357315E+03,0.000000E+00,3.280451E-01,0.000000E+00,4.040213E+03,0.000000E+00,2.084747E-01,0.000000E+00,6.163097E+03,0.000000E+00,3.180238E-01,0.000000E+00,4.044617E+03,0.000000E+00,2.087020E-01,0.000000E+00
03:30:00,4.967366E+03,4.155433E+02,2.563385E-01,3.205890E-02,6.357319E+03,0.000000E+00,3.280453E-01,0.000000E+00,4.040215E+03,0.000000E+00,2.084749E-01,0.000000E+00,6.163101E+03,0.000000E+00,3.180240E-01,0.000000E+00,4.044620E+03,0.000000E+00,2.087021E-01,0.000000E+00
03:35:00,4.967370E+03,4.123898E+02,2.563387E-01,3.181560E-02,6.357323E+03,0.000000E+00,3.280455E-01,0.000000E+00,4.040218E+03,0.000000E+00,2.084750E-01,0.000000E+00,6.163105E+03,0.000000E+00,3.180242E-01,0.000000E+00,4.044622E+03,0.000000E+00,2.087022E-01,0.000000E+00
03:40:00,4.967373E+03,4.091857E+02,2.563389E-01,3.156841E-02,6.357327E+03,0.000000E+00,3.280457E-01,0.000000E+00,4.040220E+03,0.000000E+00,2.084751E-01,0.000000E+00,6.163109E+03,0.000000E+00,3.180244E-01,0.000000E+00,4.044625E+03,0.000000E+00,2.087024E-01,0.000000E+00
03:45:00,4.967377E+03,4.059328E+02,2.563391E-01,3.131744E-02,6.357330E+03,0.000000E+00,3.280459E-01,0.000000E+00,4.040223E+03,0.000000E+00,2.084753E-01,0.000000E+00,6.163112E+03,0.000000E+00,3.180246E-01,0.000000E+00,4.044627E+03,0.000000E+00,2.087025E-01,0.000000E+00
03:50:00,4.967381E+03,4.026325E+02,2.563393E-01,3.106283E-02,6.357334E+03,0.000000E+00,3.280461E-01,0.000000E+00,4.040225E+03,0.000000E+00,2.084754E-01,0.000000E+00,6.163116E+03,0.000000E+00,3.180248E-01,0.000000E+00,4.044630E+03,0.000000E+00,2.087026E-01,0.000000E+00
03:55:00,4.967384E+03,3.992867E+02,2.563394E-01,3.080470E-02,6.357338E+03,0.000000E+00,3.280463E-01,0.000000E+00,4.040228E+03,0.000000E+00,2.084755E-01,0.000000E+00,6.163120E+03,0.000000E+00,3.180250E-01,0.000000E+00,4.044632E+03,0.000000E+00,2.087028E-01,0.000000E+00
04:00:00,4.967388E+03,3.958973E+02,2.563396E-01,3.054320E-02,6.357341E+03,0.000000E+00,3.280465E-01,0.000000E+00,4.040230E+03,0.000000E+00,2.084756E-01,0.000000E+00,6.163124E+03,0.000000E+00,3.180251E-01,0.000000E+00,4.044634E+03,0.000000E+00,2.087029E-01,0.000000E+00
04:05:00,4.967391E+03,3.926350E+02,2.563398E-01,3.029152E-02,6.357345E+03,0.000000E+00,3.280467E-01,0.000000E+00,4.040233E+03,0.000000E+00,2.084757E-01,0.000000E+00,6.163127E+03,0.000000E+00,3.180253E-01,0.000000E+00,4.044637E+03,0.000000E+00,2.087030E-01,0.000000E+00
04:10:00,4.967395E+03,3.895017E+02,2.563400E-01,3.004978E-02,6.357349E+03,0.000000E+00,3.280469E-01,0.000000E+00,4.040235E+03,0.000000E+00,2.084759E-01,0.000000E+00,6.163131E+03,0.000000E+00,3.180255E-01,0.000000E+00,4.044639E+03,0.000000E+00,2.087031E-01,0.000000E+00
04:15:00,4.967398E+03,3.864994E+02,2.563402E-01,2.981816E-02,6.357352E+03,0.000000E+00,3.280470E-01,0.000000E+00,4.040237E+03,0.000000E+00,2.084760E-01,0.000000E+00,6.163134E+03,0.000000E+00,3.180257E-01,0.000000E+00,4.044641E+03,0.000000E+00,2.087032E-01,0.000000E+00
04:20:00,4.967401E+03,3.836308E+02,2.563403E-01,2.959684E-02,6.357355E+03,0.000000E+00,3.280472E-01,0.000000E+00,4.040239E+03,0.000000E+00,2.084761E-01,0.000000E+00,6.163138E+03,0.000000E+00,3.180259E-01,0.000000E+00,4.044644E+03,0.000000E+00,2.087033E-01,0.000000E+00
04:25:00,4.967405E+03,3.808985E+02,2.563405E-01,2.938604E-02,6.357359E+03,0.000000E+00,3.280474E-01,0.000000E+00,4.040242E+03,0.000000E+00,2.084762E-01,0.000000E+00,6.163141E+03,0.000000E+00,3.180260E-01,0.000000E+00,4.044646E+03,0.000000E+00,2.087035E-01,0.000000E+00
04:30:00,4.967408E+03,3.783052E+02,2.563407E-01,2.918597E-02,6.357362E+03,0.000000E+00,3.280476E-01,0.000000E+00,4.040244E+03,0.000000E+00,2.084763E-01,0.000000E+00,6.163144E+03,0.000000E+00,3.180262E-01,0.000000E+00,4.044648E+03,0.000000E+00,2.087036E-01,0.000000E+00
04:35:00,4.967411E+03,3.756844E+02,2.563408E-01,2.898377E-02,6.357365E+03,0.000000E+00,3.280477E-01,0.000000E+00,4.040246E+03,0.000000E+00,2.084764E-01,0.000000E+00,6.163148E+03,0.000000E+00,3.180264E-01,0.000000E+00,4.044650E+03,0.000000E+00,2.087037E-01,0.000000E+00
04:40:00,4.967414E+03,3.730390E+02,2.563410E-01,2.877968E-02,6.357369E+03,0.000000E+00,3.280479E-01,0.000000E+00,4.040248E+03,0.000000E+00,2.084766E-01,0.000000E+00,6.163151E+03,0.000000E+00,3.180266E-01,0.000000E+00,4.044652E+03,0.000000E+00,2.087038E-01,0.000000E+00
04:45:00,4.967417E+03,3.703711E+02,2.563412E-01,2.857385E-02,6.357372E+03,0.000000E+00,3.280481E-01,0.000000E+00,4.040250E+03,0.000000E+00,2.084767E-01,0.000000E+00,6.163154E+03,0.000000E+00,3.180267E-01,0.000000E+00,4.044654E+03,0.000000E+00,2.087039E-01,0.000000E+00
04:50:00,4.967420E+03,3.676822E+02,2.563413E-01,2.836640E-02,6.357375E+03,0.000000E+00,3.280482E-01,0.000000E+00,4.040252E+03,0.000000E+00,2.084768E-01,0.000000E+00,6.163157E+03,0.000000E+00,3.180269E-01,0.000000E+00,4.044657E+03,0.000000E+00,2.087040E-01,0.000000E+00
04:55:00,4.967423E+03,3.649738E+02,2.563415E-01,2.815745E-02,6.357378E+03,0.000000E+00,3.280484E-01,0.000000E+00,4.040254E+03,0.000000E+00,2.084769E-01,0.000000E+00,6.163161E+03,0.000000E+00,3.180270E-01,0.000000E+00,4.044659E+03,0.000000E+00,2.087041E-01,0.000000E+00
05:00:00,4.967426E+03,3.622469E+02,2.563416E-01,2.794707E-02,6.357381E+03,0.000000E+00,3.280485E-01,0.000000E+00,4.040256E+03,0.000000E+00,2.084770E-01,0.000000E+00,6.163164E+03,0.000000E+00,3.180272E-01,0.000000E+00,4.044661E+03,0.000000E+00,2.087042E-01,0.000000E+00
05:05:00,4.967429E+03,3.601797E+02,2.563418E-01,2.778758E-02,6.357384E+03,0.000000E+00,3.280487E-01,0.000000E+00,4.040258E+03,0.000000E+00,2.084771E-01,0.000000E+00,6.163167E+03,0.000000E+00,3.180274E-01,0.000000E+00,4.044663E+03,0.000000E+00,2.087043E-01,0.000000E+00
05:10:00,4.967432E+03,3.587724E+02,2.563419E-01,2.767900E-02,6.357387E+03,0.000000E+00,3.280489E-01,0.000000E+00,4.040260E+03,0.000000E+00,2.084772E-01,0.000000E+00,6.163170E+03,0.000000E+00,3.180275E-01,0.000000E+00,4.044665E+03,0.000000E+00,2.087044E-01,0.000000E+00
05:15:00,4.967435E+03,3.580274E+02,2.563421E-01,2.762152E-02,6.357390E+03,0.000000E+00,3.280490E-01,0.000000E+00,4.040262E+03,0.000000E+00,2.084773E-01,0.000000E+00,6.163173E+03,0.000000E+00,3.180277E-01,0.000000E+00,4.044666E+03,0.000000E+00,2.087045E-01,0.000000E+00
05:20:00,4.967438E+03,3.579485E+02,2.563422E-01,2.761544E-02,6.357393E+03,0.000000E+00,3.280492E-01,0.000000E+00,4.040264E+03,0.000000E+00,2.084774E-01,0.000000E+00,6.163176E+03,0.000000E+00,3.180278E-01,0.000000E+00,4.044668E+03,0.000000E+00,2.087046E-01,0.000000E+00
05:25:00,4.967441E+03,3.585485E+02,2.563424E-01,2.766173E-02,6.357396E+03,0.000000E+00,3.280493E-01,0.000000E+00,4.040266E+03,0.000000E+00,2.084775E-01,0.000000E+00,6.163178E+03,0.000000E+00,3.180280E-01,0.000000E+00,4.044670E+03,0.000000E+00,2.087047E-01,0.000000E+00
05:30:00,4.967444E+03,3.598327E+02,2.563425E-01,2.776081E-02,6.357399E+03,0.000000E+00,3.280495E-01,0.000000E+00,4.040268E+03,0.000000E+00,2.084776E-01,0.000000E+00,6.163181E+03,0.000000E+00,3.180281E-01,0.000000E+00,4.044672E+03,0.000000E+00,2.087048E-01,0.000000E+00
05:35:00,4.967446E+03,3.611333E+02,2.563427E-01,2.786115E-02,6.357402E+03,0.000000E+00,3.280496E-01,0.000000E+00,4.040270E+03,0.000000E+00,2.084777E-01,0.000000E+00,6.163184E+03,0.000000E+00,3.180283E-01,0.000000E+00,4.044674E+03,0.000000E+00,2.087049E-01,0.000000E+00
05:40:00,4.967449E+03,3.625161E+02,2.563428E-01,2.796783E-02,6.357404E+03,0.000000E+00,3.280497E-01,0.000000E+00,4.040272E+03,0.000000E+00,2.084778E-01,0.000000E+00,6.163187E+03,0.000000E+00,3.180284E-01,0.000000E+00,4.044676E+03,0.000000E+00,2.087050E-01,0.000000E+00
05:45:00,4.967452E+03,3.641062E+02,2.563429E-01,2.809051E-02,6.357407E+03,0.000000E+00,3.280499E-01,0.000000E+00,4.040273E+03,0.000000E+00,2.084779E-01,0.000000E+00,6.163190E+03,0.000000E+00,3.180286E-01,0.000000E+00,4.044678E+03,0.000000E+00,2.087051E-01,0.000000E+00
05:50:00,4.967454E+03,3.660758E+02,2.563431E-01,2.824247E-02,6.357410E+03,0.000000E+00,3.280500E-01,0.000000E+00,4.040275E+03,0.000000E+00,2.084780E-01,0.000000E+00,6.163192E+03,0.000000E+00,3.180287E-01,0.000000E+00,4.044679E+03,0.000000E+00,2.087052E-01,0.000000E+00
05:55:00,4.967457E+03,3.686170E+02,2.563432E-01,2.843853E-02,6.357413E+03,0.000000E+00,3.280502E-01,0.000000E+00,4.040277E+03,0.000000E+00,2.084780E-01,0.000000E+00,6.163195E+03,0.000000E+00,3.180288E-01,0.000000E+00,4.044681E+03,0.000000E+00,2.087053E-01,0.000000E+00
