cur_datetime,canTemp,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[3.0],TempProf_cur[15.8],TempProf_cur[22.9],TempProf_cur[27.8],TempProf_cur[32.9],PresProf_cur[3.0],PresProf_cur[15.8],PresProf_cur[22.9],PresProf_cur[27.8],PresProf_cur[32.9],
2002-06-10 00:05:00,288.997,0.011,286.917,97510.833,289.491,287.758,287.429,287.255,287.112,97939.825,97789.091,97707.713,97649.568,97591.415,
2002-06-10 00:10:00,288.379,0.165,286.883,97511.667,288.745,287.460,287.222,287.112,287.023,97940.247,97789.242,97707.792,97649.610,97591.433,
2002-06-10 00:15:00,288.845,0.197,286.850,97512.500,289.284,287.666,287.323,287.164,287.035,97939.983,97789.182,97707.774,97649.607,97591.437,
2002-06-10 00:20:00,289.271,0.141,286.817,97513.333,289.808,287.823,287.400,287.201,287.040,97939.763,97789.139,97707.762,97649.607,97591.441,
2002-06-10 00:25:00,288.979,0.181,286.783,97514.167,289.427,287.725,287.338,287.151,286.999,97939.930,97789.191,97707.793,97649.627,97591.451,
2002-06-10 00:30:00,288.900,0.191,286.750,97515.000,289.374,287.636,287.273,287.099,286.956,97940.033,97789.245,97707.825,97649.647,97591.462,
2002-06-10 00:35:00,288.668,0.223,286.717,97515.833,289.084,287.536,287.202,287.041,286.909,97940.188,97789.304,97707.860,97649.669,97591.473,
2002-06-10 00:40:00,288.705,0.221,286.683,97516.667,289.160,287.504,287.169,287.008,286.876,97940.217,97789.336,97707.883,97649.685,97591.482,
2002-06-10 00:45:00,288.536,0.254,286.650,97517.500,288.942,287.435,287.116,286.962,286.837,97940.330,97789.382,97707.912,97649.704,97591.493,
2002-06-10 00:50:00,288.575,0.246,286.617,97518.333,289.020,287.407,287.085,286.931,286.805,97940.356,97789.412,97707.934,97649.720,97591.502,
2002-06-10 00:55:00,288.403,0.286,286.583,97519.167,288.798,287.336,287.032,286.885,286.765,97940.472,97789.459,97707.963,97649.739,97591.512,
2002-06-10 01:00:00,288.445,0.306,286.550,97520.000,288.880,287.310,287.002,286.854,286.733,97940.496,97789.489,97707.985,97649.754,97591.521,
2002-06-10 01:05:00,288.293,0.354,286.542,97522.500,288.676,287.260,286.970,286.830,286.716,97940.579,97789.513,97707.998,97649.762,97591.525,
2002-06-10 01:10:00,288.367,0.346,286.533,97525.000,288.791,287.262,286.967,286.825,286.709,97940.561,97789.518,97708.002,97649.765,97591.527,
2002-06-10 01:15:00,288.224,0.384,286.525,97527.500,288.597,287.219,286.940,286.805,286.695,97940.636,97789.539,97708.014,97649.772,97591.531,
2002-06-10 01:20:00,288.306,0.375,286.517,97530.000,288.723,287.222,286.937,286.800,286.688,97940.616,97789.543,97708.018,97649.776,97591.533,
2002-06-10 01:25:00,288.158,0.414,286.508,97532.500,288.522,287.178,286.910,286.780,286.673,97940.692,97789.565,97708.030,97649.782,97591.536,
2002-06-10 01:30:00,288.248,0.403,286.500,97535.000,288.660,287.184,286.908,286.775,286.667,97940.668,97789.568,97708.034,97649.786,97591.538,
2002-06-10 01:35:00,288.098,0.442,286.492,97537.500,288.455,287.140,286.881,286.755,286.652,97940.745,97789.589,97708.045,97649.792,97591.541,
2002-06-10 01:40:00,288.198,0.429,286.483,97540.000,288.605,287.149,286.881,286.752,286.647,97940.716,97789.592,97708.049,97649.795,97591.543,
2002-06-10 01:45:00,288.044,0.470,286.475,97542.500,288.393,287.105,286.854,286.732,286.632,97940.794,97789.613,97708.060,97649.802,97591.547,
2002-06-10 01:50:00,288.152,0.455,286.467,97545.000,288.555,287.116,286.855,286.729,286.627,97940.761,97789.615,97708.063,97649.805,97591.549,
2002-06-10 01:55:00,287.993,0.496,286.458,97547.500,288.336,287.072,286.828,286.709,286.612,97940.841,97789.636,97708.075,97649.812,97591.552,
2002-06-10 02:00:00,288.109,0.489,286.450,97550.000,288.509,287.085,286.830,286.707,286.607,97940.804,97789.637,97708.077,97649.814,97591.554,
2002-06-10 02:05:00,287.940,0.543,286.433,97552.500,288.278,287.034,286.796,286.680,286.585,97940.895,97789.665,97708.094,97649.825,97591.559,
2002-06-10 02:10:00,288.059,0.526,286.417,97555.000,288.458,287.042,286.791,286.671,286.572,97940.866,97789.673,97708.102,97649.832,97591.564,
2002-06-10 02:15:00,287.878,0.584,286.400,97557.500,288.210,286.989,286.755,286.642,286.549,97940.963,97789.703,97708.119,97649.842,97591.569,
2002-06-10 02:20:00,288.000,0.563,286.383,97560.000,288.394,286.998,286.752,286.633,286.536,97940.931,97789.710,97708.127,97649.849,97591.574,
2002-06-10 02:25:00,287.813,0.623,286.367,97562.500,288.136,286.944,286.716,286.604,286.513,97941.031,97789.740,97708.145,97649.860,97591.579,
2002-06-10 02:30:00,287.939,0.599,286.350,97565.000,288.327,286.955,286.713,286.596,286.501,97940.997,97789.747,97708.152,97649.866,97591.583,
2002-06-10 02:35:00,287.746,0.660,286.333,97567.500,288.061,286.899,286.676,286.567,286.477,97941.099,97789.777,97708.170,97649.877,97591.589,
2002-06-10 02:40:00,287.878,0.635,286.317,97570.000,288.259,286.911,286.674,286.559,286.465,97941.063,97789.783,97708.177,97649.883,97591.593,
2002-06-10 02:45:00,287.680,0.697,286.300,97572.500,287.987,286.855,286.636,286.530,286.442,97941.167,97789.814,97708.195,97649.894,97591.599,
2002-06-10 02:50:00,287.818,0.670,286.283,97575.000,288.193,286.868,286.635,286.523,286.430,97941.128,97789.820,97708.202,97649.900,97591.603,
2002-06-10 02:55:00,287.615,0.733,286.267,97577.500,287.914,286.810,286.597,286.493,286.406,97941.235,97789.851,97708.220,97649.912,97591.609,
2002-06-10 03:00:00,287.758,0.671,286.250,97580.000,288.127,286.825,286.597,286.486,286.395,97941.193,97789.856,97708.227,97649.918,97591.613,
2002-06-10 03:05:00,287.543,0.721,286.217,97582.500,287.834,286.756,286.547,286.444,286.359,97941.318,97789.899,97708.253,97649.935,97591.622,
2002-06-10 03:10:00,287.676,0.691,286.183,97585.000,288.040,286.758,286.534,286.424,286.334,97941.295,97789.917,97708.269,97649.947,97591.630,
2002-06-10 03:15:00,287.453,0.758,286.150,97587.500,287.738,286.684,286.480,286.379,286.296,97941.426,97789.963,97708.297,97649.965,97591.640,
2002-06-10 03:20:00,287.596,0.727,286.117,97590.000,287.957,286.689,286.468,286.360,286.272,97941.398,97789.980,97708.313,97649.978,97591.648,
2002-06-10 03:25:00,287.371,0.795,286.083,97592.500,287.652,286.615,286.415,286.316,286.234,97941.530,97790.026,97708.341,97649.996,97591.657,
2002-06-10 03:30:00,287.522,0.762,286.050,97595.000,287.880,286.621,286.404,286.297,286.210,97941.499,97790.042,97708.356,97650.008,97591.665,
2002-06-10 03:35:00,287.290,0.833,286.017,97597.500,287.566,286.546,286.349,286.252,286.171,97941.633,97790.088,97708.385,97650.026,97591.675,
2002-06-10 03:40:00,287.447,0.798,285.983,97600.000,287.803,286.554,286.339,286.234,286.147,97941.600,97790.104,97708.400,97650.039,97591.683,
2002-06-10 03:45:00,287.209,0.870,285.950,97602.500,287.481,286.477,286.284,286.188,286.109,97941.737,97790.151,97708.428,97650.057,97591.693,
2002-06-10 03:50:00,287.372,0.833,285.917,97605.000,287.726,286.486,286.274,286.171,286.085,97941.701,97790.167,97708.443,97650.069,97591.701,
2002-06-10 03:55:00,287.129,0.907,285.883,97607.500,287.396,286.408,286.218,286.124,286.046,97941.841,97790.214,97708.472,97650.088,97591.710,
2002-06-10 04:00:00,287.298,0.747,285.850,97610.000,287.650,286.419,286.210,286.107,286.023,97941.802,97790.229,97708.487,97650.100,97591.718,
2002-06-10 04:05:00,287.051,0.728,285.825,97615.833,287.314,286.342,286.157,286.065,285.988,97941.939,97790.273,97708.513,97650.116,97591.727,
2002-06-10 04:10:00,287.234,0.681,285.800,97621.667,287.584,286.361,286.154,286.053,285.970,97941.888,97790.282,97708.524,97650.125,97591.733,
2002-06-10 04:15:00,286.980,0.753,285.775,97627.500,287.237,286.285,286.103,286.012,285.936,97942.026,97790.326,97708.549,97650.141,97591.742,
2002-06-10 04:20:00,287.160,0.708,285.750,97633.333,287.505,286.303,286.099,285.999,285.916,97941.978,97790.336,97708.561,97650.152,97591.748,
2002-06-10 04:25:00,286.900,0.784,285.725,97639.167,287.150,286.224,286.045,285.956,285.881,97942.121,97790.381,97708.588,97650.168,97591.757,
2002-06-10 04:30:00,287.085,0.738,285.700,97645.000,287.424,286.244,286.043,285.944,285.863,97942.068,97790.390,97708.599,97650.178,97591.764,
2002-06-10 04:35:00,286.823,0.811,285.675,97650.833,287.066,286.165,285.989,285.901,285.827,97942.213,97790.436,97708.626,97650.195,97591.772,
2002-06-10 04:40:00,287.012,0.760,285.650,97656.667,287.344,286.186,285.988,285.890,285.809,97942.158,97790.444,97708.637,97650.204,97591.779,
2002-06-10 04:45:00,286.747,0.834,285.625,97662.500,286.983,286.105,285.933,285.846,285.773,97942.304,97790.490,97708.664,97650.221,97591.788,
2002-06-10 04:50:00,286.939,0.783,285.600,97668.333,287.265,286.128,285.932,285.835,285.755,97942.248,97790.498,97708.674,97650.231,97591.794,
2002-06-10 04:55:00,286.671,0.858,285.575,97674.167,286.901,286.046,285.876,285.791,285.719,97942.396,97790.545,97708.702,97650.248,97591.803,
2002-06-10 05:00:00,286.866,0.652,285.550,97680.000,287.186,286.070,285.876,285.780,285.701,97942.339,97790.552,97708.712,97650.257,97591.810,
2002-06-10 05:05:00,286.610,0.492,285.558,97685.833,286.832,286.003,285.838,285.755,285.685,97942.461,97790.580,97708.726,97650.264,97591.812,
2002-06-10 05:10:00,286.829,0.436,285.567,97691.667,287.142,286.051,285.862,285.768,285.691,97942.367,97790.565,97708.720,97650.262,97591.812,
2002-06-10 05:15:00,286.583,0.499,285.575,97697.500,286.798,285.991,285.828,285.746,285.677,97942.482,97790.589,97708.732,97650.268,97591.815,
2002-06-10 05:20:00,286.811,0.443,285.583,97703.333,287.120,286.042,285.854,285.760,285.683,97942.383,97790.572,97708.725,97650.266,97591.814,
2002-06-10 05:25:00,286.561,0.507,285.592,97709.167,286.771,285.978,285.816,285.733,285.664,97942.504,97790.602,97708.740,97650.275,97591.818,
2002-06-10 05:30:00,287.442,0.281,285.600,97715.000,287.887,286.272,285.966,285.819,285.700,97942.048,97790.503,97708.703,97650.261,97591.817,
2002-06-10 05:35:00,286.741,0.440,285.608,97720.833,286.930,286.153,285.914,285.784,285.671,97942.347,97790.548,97708.725,97650.275,97591.824,
2002-06-10 05:40:00,287.331,0.288,285.617,97726.667,287.782,286.252,285.961,285.806,285.673,97942.118,97790.522,97708.719,97650.276,97591.828,
2002-06-10 05:45:00,286.651,0.446,285.625,97732.500,286.837,286.070,285.850,285.727,285.619,97942.453,97790.607,97708.763,97650.300,97591.839,
2002-06-10 05:50:00,287.429,0.251,285.633,97738.333,287.943,286.242,285.931,285.768,285.628,97942.127,97790.558,97708.749,97650.298,97591.842,
2002-06-10 05:55:00,286.661,0.423,285.642,97744.167,286.845,286.067,285.828,285.695,285.577,97942.479,97790.637,97708.790,97650.322,97591.853,
2002-06-10 06:00:00,287.469,0.218,285.650,97750.000,288.006,286.239,285.910,285.737,285.586,97942.145,97790.588,97708.776,97650.319,97591.855,
2002-06-10 06:05:00,286.649,0.364,285.617,97757.500,286.836,286.038,285.788,285.648,285.522,97942.533,97790.684,97708.827,97650.349,97591.870,
2002-06-10 06:10:00,287.469,0.190,285.583,97765.000,288.024,286.203,285.861,285.679,285.522,97942.209,97790.644,97708.819,97650.352,97591.875,
2002-06-10 06:15:00,286.610,0.349,285.550,97772.500,286.800,285.986,285.728,285.583,285.453,97942.619,97790.747,97708.874,97650.384,97591.890,
2002-06-10 06:20:00,287.446,0.185,285.517,97780.000,288.015,286.153,285.802,285.615,285.452,97942.289,97790.707,97708.866,97650.386,97591.896,
2002-06-10 06:25:00,286.567,0.340,285.483,97787.500,286.761,285.931,285.666,285.517,285.383,97942.709,97790.812,97708.922,97650.419,97591.911,
2002-06-10 06:30:00,287.417,0.186,285.450,97795.000,287.997,286.100,285.741,285.549,285.383,97942.374,97790.771,97708.914,97650.421,97591.917,
2002-06-10 06:35:00,286.517,0.352,285.417,97802.500,286.714,285.871,285.601,285.448,285.312,97942.804,97790.879,97708.971,97650.454,97591.932,
2002-06-10 06:40:00,287.373,0.196,285.383,97810.000,287.960,286.040,285.675,285.481,285.311,97942.468,97790.838,97708.963,97650.456,97591.938,
2002-06-10 06:45:00,286.459,0.370,285.350,97817.500,286.659,285.806,285.533,285.378,285.240,97942.905,97790.948,97709.021,97650.489,97591.953,
2002-06-10 06:50:00,287.324,0.209,285.317,97825.000,287.918,285.978,285.608,285.411,285.240,97942.565,97790.906,97709.012,97650.492,97591.959,
2002-06-10 06:55:00,286.399,0.396,285.283,97832.500,286.601,285.740,285.464,285.308,285.168,97943.007,97791.018,97709.071,97650.525,97591.974,
2002-06-10 07:00:00,287.265,1.139,285.250,97840.000,287.863,285.911,285.539,285.341,285.168,97942.667,97790.976,97709.062,97650.527,97591.980,
2002-06-10 07:05:00,286.350,1.696,285.292,97845.833,286.552,285.689,285.414,285.258,285.120,97943.082,97791.066,97709.105,97650.549,97591.988,
2002-06-10 07:10:00,287.247,1.252,285.333,97851.667,287.846,285.890,285.517,285.319,285.147,97942.699,97790.997,97709.077,97650.538,97591.986,
2002-06-10 07:15:00,286.343,0.880,285.375,97857.500,286.546,285.677,285.398,285.241,285.100,97943.104,97791.083,97709.118,97650.558,97591.994,
2002-06-10 07:20:00,287.252,0.640,285.417,97863.333,287.854,285.881,285.502,285.301,285.127,97942.715,97791.014,97709.091,97650.548,97591.992,
2002-06-10 07:25:00,286.356,0.890,285.458,97869.167,286.563,285.675,285.387,285.225,285.081,97943.114,97791.098,97709.131,97650.569,97592.000,
2002-06-10 07:30:00,287.273,0.636,285.500,97875.000,287.881,285.884,285.493,285.286,285.107,97942.721,97791.028,97709.104,97650.558,97591.999,
2002-06-10 07:35:00,286.384,0.871,285.542,97880.833,286.596,285.681,285.379,285.211,285.060,97943.115,97791.111,97709.144,97650.579,97592.007,
2002-06-10 07:40:00,287.313,0.613,285.583,97886.667,287.930,285.894,285.487,285.272,285.085,97942.717,97791.041,97709.117,97650.569,97592.006,
2002-06-10 07:45:00,286.421,0.839,285.625,97892.500,286.638,285.692,285.374,285.196,285.038,97943.111,97791.124,97709.157,97650.591,97592.015,
2002-06-10 07:50:00,287.367,0.577,285.667,97898.333,288.000,285.908,285.483,285.258,285.063,97942.707,97791.053,97709.130,97650.581,97592.014,
2002-06-10 07:55:00,286.461,0.810,285.708,97904.167,286.685,285.704,285.368,285.181,285.014,97943.108,97791.138,97709.172,97650.603,97592.023,
2002-06-10 08:00:00,287.434,0.650,285.750,97910.000,288.086,285.926,285.480,285.244,285.039,97942.693,97791.066,97709.145,97650.593,97592.022,
2002-06-10 08:05:00,286.502,0.936,285.808,97913.333,286.733,285.716,285.361,285.163,284.987,97943.105,97791.154,97709.188,97650.617,97592.033,
2002-06-10 08:10:00,287.585,0.640,285.867,97916.667,288.275,285.980,285.496,285.240,285.020,97942.631,97791.066,97709.154,97650.604,97592.031,
2002-06-10 08:15:00,286.626,0.889,285.925,97920.000,286.862,285.793,285.395,285.174,284.978,97943.031,97791.141,97709.190,97650.623,97592.039,
2002-06-10 08:20:00,287.745,0.582,285.983,97923.333,288.467,286.070,285.543,285.262,285.018,97942.536,97791.042,97709.150,97650.607,97592.036,
2002-06-10 08:25:00,286.701,0.853,286.042,97926.667,286.941,285.848,285.424,285.186,284.973,97942.981,97791.129,97709.190,97650.627,97592.044,
2002-06-10 08:30:00,287.871,0.526,286.100,97930.000,288.623,286.138,285.579,285.280,285.017,97942.463,97791.024,97709.146,97650.609,97592.039,
2002-06-10 08:35:00,286.765,0.803,286.158,97933.333,287.005,285.897,285.449,285.196,284.969,97942.936,97791.118,97709.189,97650.630,97592.047,
2002-06-10 08:40:00,288.022,0.453,286.217,97936.667,288.808,286.215,285.622,285.303,285.022,97942.374,97791.000,97709.139,97650.608,97592.041,
2002-06-10 08:45:00,286.829,0.750,286.275,97940.000,287.068,285.948,285.477,285.211,284.970,97942.888,97791.103,97709.185,97650.631,97592.050,
2002-06-10 08:50:00,288.177,0.381,286.333,97943.333,289.002,286.294,285.667,285.329,285.031,97942.279,97790.972,97709.129,97650.605,97592.042,
2002-06-10 08:55:00,286.891,0.697,286.392,97946.667,287.130,285.998,285.507,285.228,284.975,97942.839,97791.085,97709.179,97650.630,97592.051,
2002-06-10 09:00:00,288.337,0.299,286.450,97950.000,289.199,286.375,285.716,285.360,285.044,97942.180,97790.941,97709.115,97650.600,97592.042,
2002-06-10 09:05:00,286.981,0.633,286.542,97953.333,287.217,286.085,285.579,285.292,285.032,97942.725,97791.021,97709.137,97650.602,97592.035,
2002-06-10 09:10:00,288.489,0.274,286.633,97956.667,289.370,286.500,285.835,285.474,285.155,97941.993,97790.827,97709.037,97650.546,97592.010,
2002-06-10 09:15:00,287.071,0.567,286.725,97960.000,287.306,286.181,285.681,285.396,285.139,97942.575,97790.919,97709.064,97650.549,97592.004,
2002-06-10 09:20:00,288.711,0.227,286.817,97963.333,289.631,286.645,285.961,285.594,285.269,97941.772,97790.708,97708.956,97650.490,97591.978,
2002-06-10 09:25:00,287.231,0.470,286.908,97966.667,287.470,286.324,285.810,285.518,285.254,97942.371,97790.798,97708.981,97650.493,97591.972,
2002-06-10 09:30:00,288.946,0.186,287.000,97970.000,289.904,286.806,286.102,285.723,285.389,97941.536,97790.579,97708.870,97650.432,97591.946,
2002-06-10 09:35:00,287.377,0.416,287.092,97973.333,287.619,286.459,285.936,285.638,285.369,97942.175,97790.678,97708.900,97650.436,97591.940,
2002-06-10 09:40:00,289.164,0.159,287.183,97976.667,290.157,286.957,286.236,285.848,285.507,97941.310,97790.454,97708.786,97650.374,97591.913,
2002-06-10 09:45:00,287.526,0.384,287.275,97980.000,287.770,286.597,286.063,285.760,285.486,97941.977,97790.558,97708.817,97650.379,97591.907,
2002-06-10 09:50:00,289.395,0.134,287.367,97983.333,290.425,287.116,286.375,285.978,285.628,97941.076,97790.326,97708.699,97650.315,97591.880,
2002-06-10 09:55:00,287.680,0.356,287.458,97986.667,287.927,286.738,286.193,285.884,285.604,97941.775,97790.435,97708.733,97650.321,97591.874,
2002-06-10 10:00:00,289.624,0.104,287.550,97990.000,290.690,287.276,286.516,286.108,285.750,97940.841,97790.196,97708.612,97650.255,97591.846,
2002-06-10 10:05:00,287.817,0.348,287.542,97991.667,288.067,286.859,286.301,285.983,285.696,97941.606,97790.337,97708.668,97650.277,97591.850,
2002-06-10 10:10:00,289.776,0.106,287.533,97993.333,290.870,287.372,286.595,286.177,285.810,97940.704,97790.127,97708.568,97650.226,97591.830,
2002-06-10 10:15:00,287.887,0.337,287.525,97995.000,288.140,286.922,286.360,286.039,285.749,97941.515,97790.282,97708.630,97650.251,97591.835,
2002-06-10 10:20:00,289.874,0.094,287.517,97996.667,290.986,287.436,286.652,286.233,285.865,97940.605,97790.072,97708.530,97650.200,97591.815,
2002-06-10 10:25:00,287.938,0.326,287.508,97998.333,288.190,286.974,286.412,286.092,285.803,97941.435,97790.229,97708.592,97650.224,97591.819,
2002-06-10 10:30:00,289.941,0.089,287.500,98000.000,291.065,287.486,286.705,286.287,285.920,97940.521,97790.019,97708.492,97650.172,97591.799,
2002-06-10 10:35:00,287.969,0.331,287.492,98001.667,288.220,287.015,286.460,286.144,285.858,97941.367,97790.179,97708.555,97650.197,97591.802,
2002-06-10 10:40:00,289.990,0.092,287.483,98003.333,291.125,287.527,286.753,286.339,285.976,97940.448,97789.968,97708.453,97650.144,97591.782,
2002-06-10 10:45:00,287.987,0.343,287.475,98005.000,288.235,287.048,286.505,286.195,285.915,97941.306,97790.129,97708.516,97650.168,97591.785,
2002-06-10 10:50:00,290.028,0.095,287.467,98006.667,291.169,287.563,286.799,286.392,286.035,97940.379,97789.917,97708.414,97650.115,97591.764,
2002-06-10 10:55:00,288.000,0.368,287.458,98008.333,288.245,287.080,286.550,286.248,285.975,97941.246,97790.078,97708.476,97650.138,97591.767,
2002-06-10 11:00:00,290.036,0.104,287.450,98010.000,291.173,287.592,286.843,286.444,286.095,97940.321,97789.866,97708.374,97650.085,97591.745,
2002-06-10 11:05:00,287.973,0.428,287.533,98010.000,288.215,287.066,286.545,286.247,285.976,97941.262,97790.081,97708.477,97650.138,97591.766,
2002-06-10 11:10:00,289.993,0.127,287.617,98010.000,291.136,287.534,286.784,286.383,286.032,97940.407,97789.926,97708.417,97650.116,97591.763,
2002-06-10 11:15:00,287.967,0.468,287.700,98010.000,288.218,287.032,286.497,286.192,285.916,97941.321,97790.133,97708.517,97650.167,97591.784,
2002-06-10 11:20:00,290.093,0.122,287.783,98010.000,291.279,287.540,286.759,286.344,285.982,97940.408,97789.961,97708.449,97650.141,97591.780,
2002-06-10 11:25:00,288.035,0.487,287.867,98010.000,288.299,287.048,286.483,286.161,285.872,97941.320,97790.161,97708.544,97650.190,97591.799,
2002-06-10 11:30:00,290.239,0.106,287.950,98010.000,291.472,287.575,286.755,286.321,285.943,97940.372,97789.980,97708.472,97650.162,97591.794,
2002-06-10 11:35:00,288.130,0.449,288.033,98010.000,288.408,287.083,286.481,286.140,285.835,97941.295,97790.178,97708.566,97650.210,97591.812,
2002-06-10 11:40:00,290.423,0.077,288.117,98010.000,291.709,287.631,286.765,286.307,285.910,97940.309,97789.990,97708.490,97650.179,97591.806,
2002-06-10 11:45:00,288.250,0.392,288.200,98010.000,288.545,287.137,286.492,286.129,285.805,97941.248,97790.186,97708.582,97650.226,97591.824,
2002-06-10 11:50:00,290.636,0.050,288.283,98010.000,291.980,287.704,286.786,286.303,285.885,97940.223,97789.989,97708.502,97650.193,97591.817,
2002-06-10 11:55:00,288.396,0.319,288.367,98010.000,288.709,287.206,286.514,286.127,285.782,97941.180,97790.184,97708.593,97650.238,97591.834,
2002-06-10 12:00:00,290.870,0.036,288.450,98010.000,292.273,287.790,286.816,286.306,285.867,97940.119,97789.981,97708.510,97650.203,97591.826,
2002-06-10 12:05:00,288.623,0.283,288.500,98012.500,288.949,287.370,286.638,286.236,285.881,97940.955,97790.071,97708.520,97650.189,97591.806,
2002-06-10 12:10:00,291.237,0.019,288.550,98015.000,292.665,288.079,287.069,286.546,286.100,97939.700,97789.740,97708.345,97650.089,97591.759,
2002-06-10 12:15:00,288.934,0.177,288.600,98017.500,289.256,287.668,286.912,286.495,286.128,97940.537,97789.816,97708.346,97650.069,97591.738,
2002-06-10 12:20:00,291.404,0.008,288.650,98020.000,292.790,288.322,287.312,286.787,286.336,97939.362,97789.506,97708.180,97649.974,97591.693,
2002-06-10 12:25:00,289.124,0.110,288.700,98022.500,289.435,287.887,287.137,286.723,286.357,97940.210,97789.594,97708.187,97649.957,97591.673,
2002-06-10 12:30:00,291.506,0.000,288.750,98025.000,292.845,288.516,287.523,287.005,286.560,97939.079,97789.295,97708.027,97649.864,97591.628,
2002-06-10 12:35:00,289.289,0.069,288.800,98027.500,289.586,288.088,287.351,286.942,286.581,97939.905,97789.381,97708.033,97649.847,97591.608,
2002-06-10 12:40:00,291.589,0.000,288.850,98030.000,292.880,288.699,287.728,287.219,286.782,97938.810,97789.089,97707.876,97649.755,97591.564,
2002-06-10 12:45:00,289.437,0.049,288.900,98032.500,289.720,288.277,287.556,287.157,286.803,97939.614,97789.174,97707.882,97649.738,97591.544,
2002-06-10 12:50:00,291.645,0.000,288.950,98035.000,292.883,288.866,287.922,287.427,287.000,97938.559,97788.889,97707.728,97649.648,97591.500,
2002-06-10 12:55:00,289.567,0.036,289.000,98037.500,289.836,288.452,287.754,287.366,287.022,97939.338,97788.972,97707.733,97649.631,97591.480,
2002-06-10 13:00:00,291.685,0.000,289.050,98040.000,292.867,289.022,288.110,287.630,287.215,97938.321,97788.695,97707.582,97649.542,97591.437,
2002-06-10 13:05:00,289.659,0.030,289.083,98040.833,289.917,288.584,287.906,287.526,287.187,97939.132,97788.819,97707.621,97649.551,97591.432,
2002-06-10 13:10:00,291.601,0.000,289.117,98041.667,292.730,289.056,288.181,287.716,287.313,97938.262,97788.615,97707.518,97649.494,97591.407,
2002-06-10 13:15:00,289.665,0.026,289.150,98042.500,289.922,288.615,287.965,287.602,287.278,97939.054,97788.747,97707.562,97649.505,97591.404,
2002-06-10 13:20:00,291.602,0.000,289.183,98043.333,292.710,289.096,288.243,287.794,287.405,97938.179,97788.541,97707.458,97649.448,97591.378,
2002-06-10 13:25:00,289.746,0.017,289.217,98044.167,290.003,288.697,288.054,287.697,287.380,97938.919,97788.654,97707.493,97649.455,97591.373,
2002-06-10 13:30:00,291.610,0.000,289.250,98045.000,292.690,289.156,288.321,287.883,287.505,97938.078,97788.455,97707.392,97649.398,97591.348,
2002-06-10 13:35:00,289.824,0.014,289.283,98045.833,290.082,288.777,288.144,287.794,287.485,97938.784,97788.559,97707.422,97649.403,97591.342,
2002-06-10 13:40:00,291.592,0.000,289.317,98046.667,292.632,289.207,288.394,287.969,287.604,97937.989,97788.371,97707.326,97649.349,97591.317,
2002-06-10 13:45:00,289.898,0.012,289.350,98047.500,290.156,288.856,288.233,287.891,287.590,97938.651,97788.465,97707.352,97649.351,97591.310,
2002-06-10 13:50:00,291.562,0.000,289.383,98048.333,292.558,289.256,288.467,288.056,287.704,97937.904,97788.288,97707.260,97649.299,97591.286,
2002-06-10 13:55:00,289.966,0.010,289.417,98049.167,290.223,288.930,288.320,287.987,287.696,97938.522,97788.371,97707.281,97649.299,97591.278,
2002-06-10 14:00:00,291.513,0.000,289.450,98050.000,292.459,289.298,288.536,288.141,287.805,97937.828,97788.207,97707.195,97649.249,97591.255,
2002-06-10 14:05:00,290.021,0.000,289.408,98052.500,290.275,288.999,288.406,288.085,287.806,97938.397,97788.277,97707.208,97649.245,97591.245,
2002-06-10 14:10:00,291.532,0.000,289.367,98055.000,292.431,289.384,288.634,288.248,287.922,97937.697,97788.102,97707.117,97649.192,97591.220,
2002-06-10 14:15:00,290.169,0.000,289.325,98057.500,290.411,289.153,288.546,288.220,287.937,97938.184,97788.145,97707.117,97649.181,97591.208,
2002-06-10 14:20:00,291.523,0.000,289.283,98060.000,292.355,289.499,288.759,288.375,288.049,97937.554,97787.982,97707.030,97649.130,97591.184,
2002-06-10 14:25:00,290.230,0.000,289.242,98062.500,290.459,289.255,288.663,288.341,288.060,97938.032,97788.030,97707.034,97649.121,97591.173,
2002-06-10 14:30:00,291.433,0.000,289.200,98065.000,292.197,289.555,288.848,288.478,288.161,97937.477,97787.886,97706.956,97649.075,97591.151,
2002-06-10 14:35:00,290.243,0.000,289.158,98067.500,290.458,289.319,288.752,288.442,288.170,97937.923,97787.935,97706.961,97649.068,97591.141,
2002-06-10 14:40:00,291.329,0.000,289.117,98070.000,292.030,289.589,288.920,288.567,288.263,97937.422,97787.804,97706.889,97649.025,97591.120,
2002-06-10 14:45:00,290.231,0.000,289.075,98072.500,290.433,289.362,288.825,288.530,288.270,97937.840,97787.853,97706.896,97649.019,97591.111,
2002-06-10 14:50:00,291.206,0.000,289.033,98075.000,291.848,289.603,288.977,288.644,288.355,97937.390,97787.735,97706.830,97648.980,97591.092,
2002-06-10 14:55:00,290.196,0.000,288.992,98077.500,290.384,289.384,288.883,288.605,288.359,97937.782,97787.784,97706.838,97648.975,97591.084,
2002-06-10 15:00:00,291.073,0.000,288.950,98080.000,291.660,289.599,289.019,288.708,288.437,97937.377,97787.677,97706.779,97648.939,97591.066,
2002-06-10 15:05:00,290.087,0.000,288.867,98080.833,290.266,289.318,288.846,288.579,288.340,97937.863,97787.814,97706.854,97648.984,97591.089,
2002-06-10 15:10:00,290.774,0.000,288.783,98081.667,291.320,289.399,288.856,288.560,288.298,97937.662,97787.825,97706.877,97649.006,97591.104,
