cur_datetime,WallshadeT,WalllitT,RoofT,canTemp,senWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[19],PresProf_cur[19],,,,senWaste_NoCooling,TempProf_cur[19]No_Cooling
6/1/2004 22:05,295.621,293.685,294.165,290.185,0,288.934,100000.587,289.31,100088.535,,,,0,289.39
6/1/2004 22:10,295.517,293.619,294.022,290.298,0,288.885,100002.458,289.284,100088.584,,,,0,289.302
6/1/2004 22:15,295.394,293.538,293.863,290.263,0,288.836,100004.329,289.253,100088.634,,,,0,289.281
6/1/2004 22:20,295.291,293.476,293.721,290.325,0,288.787,100006.2,289.224,100088.684,,,,0,289.245
6/1/2004 22:25,295.154,293.385,293.566,290.187,0,288.738,100008.071,289.169,100088.745,,,,0,289.22
6/1/2004 22:30,295.049,293.324,293.439,290.204,0,288.689,100009.942,289.127,100088.802,,,,0,289.16
6/1/2004 22:35,294.912,293.235,293.286,290.066,0,288.64,100011.812,289.068,100088.866,,,,0,289.124
6/1/2004 22:40,294.811,293.18,293.166,290.093,0,288.591,100013.683,289.028,100088.922,,,,0,289.06
6/1/2004 22:45,294.678,293.095,293.028,289.966,0,288.542,100015.554,288.971,100088.985,,,,0,289.025
6/1/2004 22:50,294.581,293.044,292.924,289.996,0,288.493,100017.425,288.932,100089.04,,,,0,288.963
6/1/2004 22:55,294.45,292.962,292.788,289.871,0,288.444,100019.296,288.876,100089.103,,,,0,288.929
6/1/2004 23:00,294.379,292.918,292.687,289.898,0,288.395,100021.167,288.836,100089.159,,,,0,288.868
6/1/2004 23:05,294.284,292.85,292.569,289.8,0,288.395,100021.167,288.813,100089.173,,,,0,288.833
6/1/2004 23:10,294.225,292.816,292.488,289.864,0,288.395,100021.167,288.818,100089.171,,,,0,288.805
6/1/2004 23:15,294.14,292.754,292.373,289.78,0,288.395,100021.167,288.808,100089.177,,,,0,288.815
6/1/2004 23:20,294.088,292.725,292.291,289.843,0,288.395,100021.167,288.813,100089.175,,,,0,288.8
6/1/2004 23:25,294.009,292.666,292.19,289.758,0,288.395,100021.167,288.801,100089.181,,,,0,288.81
6/1/2004 23:30,293.963,292.64,292.12,289.819,0,288.395,100021.167,288.806,100089.179,,,,0,288.793
6/1/2004 23:35,293.888,292.584,292.019,289.738,0,288.395,100021.167,288.795,100089.185,,,,0,288.804
6/1/2004 23:40,293.847,292.56,291.949,289.8,0,288.395,100021.167,288.801,100089.183,,,,0,288.788
6/1/2004 23:45,293.777,292.508,291.859,289.722,0,288.395,100021.167,288.79,100089.189,,,,0,288.798
6/1/2004 23:50,293.739,292.486,291.799,289.783,0,288.395,100021.167,288.796,100089.187,,,,0,288.783
6/1/2004 23:55,293.673,292.436,291.709,289.706,0,288.395,100021.167,288.786,100089.193,,,,0,288.794
,,,,,,,,,,,,,0,288.778
