cur_datetime,WallshadeT,WalllitT,RoofT,oat_temp_c,ep_sensWaste_w_m2_per_footprint_area,
2004-06-01 00:05:00,288.425,287.663,290.694,15.156,0.000,
2004-06-01 00:10:00,288.384,287.619,290.594,15.068,0.000,
2004-06-01 00:15:00,288.333,287.572,290.494,14.980,0.000,
2004-06-01 00:20:00,288.283,287.524,290.394,14.891,0.000,
2004-06-01 00:25:00,288.234,287.476,290.293,14.803,0.000,
2004-06-01 00:30:00,288.183,287.426,290.191,14.714,0.000,
2004-06-01 00:35:00,288.134,287.378,290.089,14.626,0.000,
2004-06-01 00:40:00,288.084,287.328,289.986,14.538,0.000,
2004-06-01 00:45:00,288.034,287.279,289.883,14.449,0.000,
2004-06-01 00:50:00,287.985,287.229,289.779,14.361,0.000,
2004-06-01 00:55:00,287.936,287.181,289.675,14.273,0.000,
2004-06-01 01:00:00,287.888,287.131,289.571,14.184,0.000,
2004-06-01 01:05:00,287.855,287.100,289.500,14.184,0.000,
2004-06-01 01:10:00,287.823,287.069,289.431,14.184,0.000,
2004-06-01 01:15:00,287.791,287.038,289.362,14.184,0.000,
2004-06-01 01:20:00,287.763,287.010,289.292,14.184,0.000,
2004-06-01 01:25:00,287.734,286.981,289.222,14.184,0.000,
2004-06-01 01:30:00,287.707,286.955,289.164,14.184,0.000,
2004-06-01 01:35:00,287.680,286.928,289.105,14.183,0.000,
2004-06-01 01:40:00,287.656,286.903,289.046,14.183,0.000,
2004-06-01 01:45:00,287.630,286.878,288.986,14.183,0.000,
2004-06-01 01:50:00,287.607,286.854,288.935,14.183,0.000,
2004-06-01 01:55:00,287.583,286.830,288.882,14.183,0.000,
2004-06-01 02:00:00,287.561,286.806,288.830,14.183,0.000,
2004-06-01 02:05:00,287.540,286.787,288.797,14.192,0.000,
2004-06-01 02:10:00,287.520,286.769,288.772,14.201,0.000,
2004-06-01 02:15:00,287.501,286.751,288.747,14.210,0.000,
2004-06-01 02:20:00,287.483,286.735,288.722,14.219,0.000,
2004-06-01 02:25:00,287.465,286.719,288.698,14.228,0.000,
2004-06-01 02:30:00,287.448,286.704,288.686,14.237,0.000,
2004-06-01 02:35:00,287.431,286.689,288.675,14.246,0.000,
2004-06-01 02:40:00,287.415,286.675,288.664,14.255,0.000,
2004-06-01 02:45:00,287.399,286.661,288.653,14.264,0.000,
2004-06-01 02:50:00,287.385,286.649,288.652,14.273,0.000,
2004-06-01 02:55:00,287.370,286.636,288.652,14.282,0.000,
2004-06-01 03:00:00,287.356,286.624,288.652,14.291,0.000,
2004-06-01 03:05:00,287.340,286.610,288.627,14.294,0.000,
2004-06-01 03:10:00,287.324,286.596,288.609,14.296,0.000,
2004-06-01 03:15:00,287.309,286.583,288.591,14.298,0.000,
2004-06-01 03:20:00,287.293,286.570,288.574,14.300,0.000,
2004-06-01 03:25:00,287.278,286.557,288.556,14.303,0.000,
2004-06-01 03:30:00,287.263,286.544,288.536,14.305,0.000,
2004-06-01 03:35:00,287.248,286.531,288.516,14.307,0.000,
2004-06-01 03:40:00,287.234,286.518,288.496,14.310,0.000,
2004-06-01 03:45:00,287.219,286.506,288.476,14.312,0.000,
2004-06-01 03:50:00,287.205,286.494,288.456,14.314,0.000,
2004-06-01 03:55:00,287.191,286.481,288.435,14.316,0.000,
2004-06-01 04:00:00,287.177,286.470,288.415,14.319,0.000,
2004-06-01 04:05:00,287.162,286.456,288.380,14.318,0.000,
2004-06-01 04:10:00,287.147,286.443,288.343,14.317,0.000,
2004-06-01 04:15:00,287.132,286.430,288.307,14.316,0.000,
2004-06-01 04:20:00,287.117,286.417,288.270,14.315,0.000,
2004-06-01 04:25:00,287.102,286.404,288.233,14.314,0.000,
2004-06-01 04:30:00,287.087,286.392,288.191,14.313,0.000,
2004-06-01 04:35:00,287.073,286.379,288.148,14.312,0.000,
2004-06-01 04:40:00,287.058,286.366,288.106,14.312,0.000,
2004-06-01 04:45:00,287.043,286.353,288.063,14.311,0.000,
2004-06-01 04:50:00,287.029,286.340,288.016,14.310,0.000,
2004-06-01 04:55:00,287.014,286.328,287.970,14.309,0.000,
2004-06-01 05:00:00,287.000,286.315,287.923,14.308,0.000,
2004-06-01 05:05:00,286.990,286.309,287.901,14.317,24.456,
2004-06-01 05:10:00,286.980,286.304,287.880,14.326,22.158,
2004-06-01 05:15:00,286.970,286.299,287.858,14.336,22.301,
2004-06-01 05:20:00,286.962,286.295,287.837,14.345,22.445,
2004-06-01 05:25:00,286.954,286.292,287.816,14.354,22.589,
2004-06-01 05:30:00,286.958,286.302,287.844,14.363,22.733,
2004-06-01 05:35:00,286.961,286.312,287.871,14.373,22.878,
2004-06-01 05:40:00,286.969,286.327,287.899,14.382,23.024,
2004-06-01 05:45:00,286.976,286.341,287.926,14.391,23.170,
2004-06-01 05:50:00,286.986,286.358,287.976,14.400,23.316,
2004-06-01 05:55:00,286.996,286.375,288.026,14.409,23.463,
2004-06-01 06:00:00,287.008,286.395,288.075,14.419,23.611,
2004-06-01 06:05:00,287.021,286.415,288.125,14.435,23.847,
2004-06-01 06:10:00,287.036,286.438,288.191,14.450,24.085,
2004-06-01 06:15:00,287.044,286.470,288.257,14.466,24.323,
2004-06-01 06:20:00,287.060,286.494,288.322,14.482,24.562,
2004-06-01 06:25:00,287.076,286.519,288.387,14.498,24.803,
2004-06-01 06:30:00,287.094,286.545,288.464,14.514,25.045,
2004-06-01 06:35:00,287.125,286.584,288.587,14.530,25.287,
2004-06-01 06:40:00,287.158,286.625,288.709,14.545,25.531,
2004-06-01 06:45:00,287.190,286.666,288.831,14.561,25.776,
2004-06-01 06:50:00,287.227,286.711,288.977,14.577,26.022,
2004-06-01 06:55:00,287.262,286.755,289.122,14.593,26.269,
2004-06-01 07:00:00,287.301,286.802,289.266,14.609,26.517,
2004-06-01 07:05:00,287.343,286.861,289.427,14.655,27.090,
2004-06-01 07:10:00,287.388,286.921,289.613,14.700,28.500,
2004-06-01 07:15:00,287.432,286.974,289.800,14.746,30.400,
2004-06-01 07:20:00,287.480,287.031,289.988,14.792,31.148,
2004-06-01 07:25:00,287.527,287.088,290.178,14.838,31.878,
2004-06-01 07:30:00,287.577,287.162,290.394,14.883,32.599,
2004-06-01 07:35:00,287.628,287.252,290.624,14.929,33.314,
2004-06-01 07:40:00,287.682,287.353,290.857,14.975,34.022,
2004-06-01 07:45:00,287.736,287.427,291.092,15.020,34.726,
2004-06-01 07:50:00,287.793,287.508,291.357,15.066,35.427,
2004-06-01 07:55:00,287.849,287.602,291.625,15.112,36.130,
2004-06-01 08:00:00,287.908,287.713,291.895,15.158,36.833,
2004-06-01 08:05:00,287.952,287.855,292.162,15.220,35.713,
2004-06-01 08:10:00,288.014,287.952,292.453,15.283,36.395,
2004-06-01 08:15:00,288.075,288.134,292.745,15.345,37.205,
2004-06-01 08:20:00,288.139,288.314,293.038,15.407,38.022,
2004-06-01 08:25:00,288.203,288.419,293.332,15.470,38.844,
2004-06-01 08:30:00,288.270,288.572,293.648,15.532,39.668,
2004-06-01 08:35:00,288.338,288.701,293.957,15.595,40.494,
2004-06-01 08:40:00,288.407,288.805,294.265,15.657,41.323,
2004-06-01 08:45:00,288.477,289.034,294.572,15.719,42.154,
2004-06-01 08:50:00,288.548,289.167,294.896,15.782,42.986,
2004-06-01 08:55:00,288.619,289.275,295.219,15.844,43.822,
2004-06-01 09:00:00,288.692,289.376,295.542,15.907,44.658,
2004-06-01 09:05:00,288.775,289.487,295.880,16.028,45.499,
2004-06-01 09:10:00,288.859,289.590,296.233,16.149,46.871,
2004-06-01 09:15:00,288.944,289.692,296.585,16.270,48.258,
2004-06-01 09:20:00,289.032,289.789,296.936,16.392,49.654,
2004-06-01 09:25:00,289.172,289.769,297.278,16.513,51.048,
2004-06-01 09:30:00,289.269,289.859,297.644,16.634,52.436,
2004-06-01 09:35:00,289.302,290.040,298.001,16.755,53.818,
2004-06-01 09:40:00,289.386,290.122,298.348,16.876,55.193,
2004-06-01 09:45:00,289.468,290.208,298.697,16.998,56.561,
2004-06-01 09:50:00,289.551,290.286,299.055,17.119,57.922,
2004-06-01 09:55:00,289.634,290.364,299.413,17.240,59.277,
2004-06-01 10:00:00,289.719,290.435,299.772,17.361,60.625,
2004-06-01 10:05:00,289.804,290.505,300.089,17.484,62.654,
2004-06-01 10:10:00,289.892,290.569,300.406,17.607,63.989,
2004-06-01 10:15:00,289.979,290.632,300.723,17.729,65.276,
2004-06-01 10:20:00,290.069,290.690,301.039,17.852,66.548,
2004-06-01 10:25:00,290.158,290.747,301.355,17.975,67.808,
2004-06-01 10:30:00,290.249,290.798,301.658,18.098,69.055,
2004-06-01 10:35:00,290.336,290.842,301.934,18.220,70.290,
2004-06-01 10:40:00,290.426,290.882,302.208,18.343,71.597,
2004-06-01 10:45:00,290.515,290.922,302.481,18.466,72.904,
2004-06-01 10:50:00,290.605,290.958,302.737,18.589,74.176,
2004-06-01 10:55:00,290.695,290.993,302.992,18.711,75.429,
2004-06-01 11:00:00,290.786,291.025,303.246,18.834,76.673,
2004-06-01 11:05:00,290.858,291.049,303.562,18.895,77.427,
2004-06-01 11:10:00,290.978,291.100,303.871,18.956,77.913,
2004-06-01 11:15:00,291.150,291.089,304.180,19.017,78.335,
2004-06-01 11:20:00,291.204,291.209,304.491,19.078,78.744,
2004-06-01 11:25:00,291.257,291.329,304.802,19.139,79.144,
2004-06-01 11:30:00,291.312,291.455,305.128,19.200,79.537,
2004-06-01 11:35:00,291.362,291.574,305.427,19.261,79.924,
2004-06-01 11:40:00,291.412,291.698,305.727,19.322,80.306,
2004-06-01 11:45:00,291.461,291.821,306.028,19.383,80.682,
2004-06-01 11:50:00,291.511,291.948,306.331,19.444,81.053,
2004-06-01 11:55:00,291.560,292.074,306.635,19.505,81.420,
2004-06-01 12:00:00,291.609,292.204,306.940,19.566,81.782,
2004-06-01 12:05:00,291.666,292.339,307.194,19.662,82.617,
2004-06-01 12:10:00,291.723,292.478,307.443,19.759,84.148,
2004-06-01 12:15:00,291.779,292.616,307.692,19.855,85.085,
2004-06-01 12:20:00,291.838,292.757,307.941,19.952,85.950,
2004-06-01 12:25:00,291.896,292.898,308.189,20.048,86.833,
2004-06-01 12:30:00,291.955,293.042,308.418,20.145,87.867,
2004-06-01 12:35:00,292.008,293.175,308.620,20.241,88.844,
2004-06-01 12:40:00,292.062,293.310,308.821,20.338,89.802,
2004-06-01 12:45:00,292.116,293.443,309.022,20.434,90.779,
2004-06-01 12:50:00,292.169,293.576,309.200,20.531,91.746,
2004-06-01 12:55:00,292.222,293.709,309.378,20.627,92.704,
2004-06-01 13:00:00,292.275,293.841,309.556,20.724,93.661,
2004-06-01 13:05:00,292.326,293.970,309.726,20.811,92.205,
