Date,Urban_MNP_19m_5min_tdb_c,Rural_MNP_1p2m_5min_tdb_c,Rural_MNP_1p2m_5min_Sta_pa,Bypass_Direct,Bypass_Real_P0,Bypass_RealEPW,, TempProf_cur[19],DrWangBypass_C
6/1/2004 0:00,15.674,14.176,99744,20.24344445,20.32520702,20.54043222,,293.272,20.122
6/1/2004 0:05,15.704,14.13,99740,15.43403991,15.5178823,15.72958196,,288.68,15.53
6/1/2004 0:10,15.738,14.148,99738,14.98458508,15.06850728,15.27987739,,288.272,15.122
6/1/2004 0:15,15.67,14.12,99734,15.06597521,15.14988321,15.36131299,,288.337,15.187
6/1/2004 0:20,15.64,14.126,99732,15.20875151,15.29262495,15.50415941,,288.422,15.272
6/1/2004 0:25,15.688,14.174,99734,15.2934361,15.3772817,15.58887824,,288.447,15.297
6/1/2004 0:30,15.698,14.204,99734,15.33781985,15.42163484,15.63326391,,288.474,15.324
6/1/2004 0:35,15.652,14.23,99734,15.33981364,15.42360557,15.63523609,,288.488,15.338
6/1/2004 0:40,15.64,14.242,99730,15.36622127,15.44998134,15.6616312,,288.526,15.376
6/1/2004 0:45,15.622,14.244,99730,15.38860546,15.47233347,15.68399972,,288.562,15.412
6/1/2004 0:50,15.61,14.226,99728,15.4406709,15.5243549,15.7360593,,288.617,15.467
6/1/2004 0:55,15.598,14.19,99728,15.48622309,15.56986083,15.78159861,,288.671,15.521
6/1/2004 1:00,15.618,14.178,99730,15.55869203,15.64226983,15.86566318,,288.746,15.596
6/1/2004 1:05,15.534,14.194,99718,15.52793356,15.61155028,15.83491987,,288.719,15.569
6/1/2004 1:10,15.446,14.192,99716,15.47057671,15.55423999,15.77756524,,288.655,15.505
6/1/2004 1:15,15.412,14.194,99710,15.38912175,15.47283424,15.69609652,,288.573,15.423
6/1/2004 1:20,15.388,14.174,99712,15.33541466,15.41916838,15.64238915,,288.514,15.364
6/1/2004 1:25,15.404,14.154,99708,15.27403,15.35782534,15.58099866,,288.454,15.304
6/1/2004 1:30,15.408,14.17,99706,15.2343883,15.31821936,15.54136204,,288.41,15.26
6/1/2004 1:35,15.4,14.152,99702,15.18015365,15.26402134,15.4871221,,288.358,15.208
6/1/2004 1:40,15.502,14.15,99694,15.14480881,15.22870847,15.45178191,,288.318,15.168
6/1/2004 1:45,15.504,14.176,99690,15.09416806,15.17810043,15.40113472,,288.271,15.121
6/1/2004 1:50,15.526,14.204,99684,15.06336624,15.14732709,15.37033758,,288.236,15.086
6/1/2004 1:55,15.494,14.258,99696,15.01711848,15.10110831,15.32408304,,288.194,15.044
6/1/2004 2:00,15.518,14.288,99704,14.99099883,15.07501377,15.31947899,,288.163,15.013
6/1/2004 2:05,15.516,14.276,99692,14.97554182,15.05955612,15.30400823,,288.152,15.002
6/1/2004 2:10,15.532,14.28,99690,14.99064935,15.07465822,15.31912314,,288.163,15.013
6/1/2004 2:15,15.506,14.34,99690,14.98845099,15.07245614,15.31691919,,288.165,15.015
6/1/2004 2:20,15.522,14.372,99686,15.00280132,15.08680161,15.33127683,,288.175,15.025
6/1/2004 2:25,15.488,14.33,99690,14.99568072,15.07967829,15.32414746,,288.173,15.023
6/1/2004 2:30,15.422,14.322,99692,15.00820262,15.09219593,15.33667572,,288.18,15.03
6/1/2004 2:35,15.504,14.324,99684,15.00079739,15.08478821,15.32926172,,288.177,15.027
6/1/2004 2:40,15.348,14.302,99686,15.01370739,15.09769409,15.34217855,,288.184,15.034
6/1/2004 2:45,15.274,14.242,99678,15.00614667,15.09013097,15.33460901,,288.182,15.032
6/1/2004 2:50,15.232,14.22,99678,15.01980316,15.10378339,15.34827301,,288.189,15.039
6/1/2004 2:55,15.248,14.2,99670,15.01254141,15.09651923,15.34100269,,288.186,15.036
6/1/2004 3:00,15.266,14.224,99678,15.02648714,15.11046094,15.37647675,,288.194,15.044
6/1/2004 3:05,15.258,14.234,99676,15.03533972,15.11929314,15.3853171,,288.21,15.06
6/1/2004 3:10,15.228,14.264,99676,15.07439658,15.15832554,15.42438552,,288.244,15.094
6/1/2004 3:15,15.226,14.328,99676,15.0938297,15.1777351,15.44381299,,288.271,15.121
6/1/2004 3:20,15.172,14.346,99676,15.1347436,15.21862371,15.48473934,,288.307,15.157
6/1/2004 3:25,15.146,14.36,99676,15.15259402,15.23645016,15.50258224,,288.332,15.182
6/1/2004 3:30,15.166,14.354,99678,15.19300722,15.2768375,15.54300684,,288.368,15.218
6/1/2004 3:35,15.204,14.362,99676,15.21117162,15.29497722,15.56116331,,288.393,15.243
6/1/2004 3:40,15.07,14.358,99676,15.25287461,15.3366535,15.60287805,,288.43,15.28
6/1/2004 3:45,15.068,14.346,99678,15.27218668,15.35594003,15.62218237,,288.457,15.307
6/1/2004 3:50,15.096,14.342,99672,15.31524311,15.39896886,15.66525091,,288.495,15.345
6/1/2004 3:55,15.186,14.306,99688,15.3356215,15.41932083,15.68562166,,288.523,15.373
6/1/2004 4:00,15.216,14.28,99690,15.37995127,15.46362211,15.72001821,,288.563,15.413
6/1/2004 4:05,15.254,14.264,99692,15.32346712,15.40719236,15.66353833,,288.51,15.36
6/1/2004 4:10,15.33,14.246,99694,15.25921845,15.34299876,15.5992877,,288.437,15.287
6/1/2004 4:15,15.298,14.25,99690,15.17574995,15.25957823,15.51579307,,288.357,15.207
6/1/2004 4:20,15.272,14.264,99682,15.13380539,15.21767057,15.47384818,,288.308,15.158
6/1/2004 4:25,15.262,14.256,99684,15.08219591,15.16609264,15.42222443,,288.261,15.111
6/1/2004 4:30,15.268,14.276,99688,15.06268962,15.14661077,15.40272524,,288.234,15.084
6/1/2004 4:35,15.222,14.314,99678,15.02326672,15.10720999,15.36328946,,288.199,15.049
6/1/2004 4:40,15.182,14.34,99688,15.01222721,15.09618756,15.35225724,,288.18,15.03
6/1/2004 4:45,15.168,14.366,99688,14.97858856,15.06256513,15.31860494,,288.15,15
6/1/2004 4:50,15.156,14.406,99688,14.97304771,15.05703643,15.31307133,,288.137,14.987
6/1/2004 4:55,15.042,14.434,99690,14.94342466,15.02742549,15.28343408,,288.112,14.962
6/1/2004 5:00,15.006,14.458,99684,14.94228324,15.02629264,15.28726531,,288.104,14.954
6/1/2004 5:05,15.038,14.486,99684,15.06986864,15.15389211,15.41498034,,288.225,15.075
6/1/2004 5:10,15.016,14.466,99682,15.07038028,15.15442372,15.41551243,,288.226,15.076
6/1/2004 5:15,14.988,14.422,99688,14.99623301,15.08030351,15.3413251,,288.158,15.008
6/1/2004 5:20,14.908,14.386,99690,14.88000966,14.9641106,15.22502696,,288.04,14.89
6/1/2004 5:25,14.868,14.378,99690,14.82362131,14.90774871,15.16861403,,287.988,14.838
6/1/2004 5:30,14.77,14.388,99692,14.83560384,14.91974881,15.180625,,287.973,14.823
6/1/2004 5:35,14.842,14.396,99684,14.79730044,14.88146239,15.14230391,,287.936,14.786
6/1/2004 5:40,14.862,14.386,99686,14.7759051,14.86008385,15.120906,,287.915,14.765
6/1/2004 5:45,14.91,14.408,99692,14.71682151,14.80102037,15.06178904,,287.861,14.711
6/1/2004 5:50,14.87,14.416,99688,14.71362835,14.79784156,15.05860735,,287.854,14.704
6/1/2004 5:55,14.902,14.434,99692,14.67371402,14.75794319,15.01867284,,287.814,14.664
6/1/2004 6:00,14.934,14.438,99690,14.70700149,14.79123846,15.04703723,,287.838,14.688
6/1/2004 6:05,14.914,14.466,99694,14.72239638,14.80664976,15.06246222,,287.844,14.694
6/1/2004 6:10,14.874,14.502,99698,14.7423437,14.82661338,15.08244358,,287.858,14.708
6/1/2004 6:15,14.912,14.492,99700,14.62079546,14.70509825,14.9608205,,287.763,14.613
6/1/2004 6:20,14.916,14.484,99708,14.63445636,14.71877901,14.97451341,,287.813,14.663
6/1/2004 6:25,14.914,14.522,99712,14.58495336,14.66929998,14.92499042,,287.781,14.631
6/1/2004 6:30,14.91,14.572,99716,14.60265557,14.68701911,14.94272529,,287.816,14.666
6/1/2004 6:35,14.928,14.612,99714,14.55413298,14.63851982,14.89418292,,287.778,14.628
6/1/2004 6:40,14.928,14.72,99714,14.57761932,14.6620225,14.91770648,,287.81,14.66
6/1/2004 6:45,14.988,14.77,99716,14.52870312,14.61312912,14.86876967,,287.768,14.618
6/1/2004 6:50,15.068,14.826,99712,14.55375399,14.63819578,14.8938586,,287.799,14.649
6/1/2004 6:55,15.13,14.902,99716,14.50688729,14.59135128,14.84697248,,287.753,14.603
6/1/2004 7:00,15.164,14.916,99706,14.52978003,14.61425966,14.8566818,,287.782,14.632
6/1/2004 7:05,15.248,14.968,99710,14.5585957,14.64308232,14.88552874,,287.82,14.67
6/1/2004 7:10,15.316,14.986,99724,14.6107087,14.6951981,14.93768843,,287.877,14.727
6/1/2004 7:15,15.396,15.048,99720,14.59741469,14.68191318,14.92439232,,287.871,14.721
6/1/2004 7:20,15.464,15.092,99724,14.58317358,14.66768172,14.91014886,,287.862,14.712
6/1/2004 7:25,15.53,15.16,99724,14.57437404,14.65889065,14.90135039,,287.86,14.71
6/1/2004 7:30,15.59,15.172,99730,14.65420447,14.73871899,14.98124598,,287.936,14.786
6/1/2004 7:35,15.69,15.212,99734,14.66375181,14.7482685,14.99080354,,287.935,14.785
6/1/2004 7:40,15.73,15.212,99730,14.73844593,14.8229594,15.06555736,,288.004,14.854
6/1/2004 7:45,15.776,15.306,99738,14.74569561,14.830211,15.07281507,,288.003,14.853
6/1/2004 7:50,15.842,15.376,99736,14.82548416,14.90999514,15.15266641,,288.073,14.923
6/1/2004 7:55,15.96,15.444,99730,14.84493448,14.92944496,15.17213262,,288.072,14.922
6/1/2004 8:00,16.012,15.558,99744,14.92813073,15.01263518,15.22396431,,288.141,14.991
6/1/2004 8:05,16.04,15.586,99756,14.9919242,15.07638129,15.28775717,,288.185,15.035
6/1/2004 8:10,16.14,15.634,99764,15.14617606,15.23057189,15.44206084,,288.319,15.169
6/1/2004 8:15,16.252,15.67,99772,15.24650479,15.33084216,15.54240465,,288.39,15.24
6/1/2004 8:20,16.346,15.73,99772,15.40156564,15.48584053,15.69751669,,288.531,15.381
6/1/2004 8:25,16.48,15.832,99772,15.49920775,15.58342396,15.79517168,,288.602,15.452
6/1/2004 8:30,16.506,15.862,99772,15.65751207,15.74166473,15.9535285,,288.744,15.594
6/1/2004 8:35,16.574,15.944,99772,15.76472567,15.84881746,16.06075981,,288.82,15.67
6/1/2004 8:40,16.644,16.048,99774,15.92101041,16.0050374,16.21709432,,288.962,15.812
6/1/2004 8:45,16.69,16.246,99776,16.02993376,16.11389866,16.32603541,,289.039,15.889
6/1/2004 8:50,16.8,16.334,99772,16.18771488,16.27161386,16.48386628,,289.181,16.031
6/1/2004 8:55,16.926,16.436,99774,16.30324251,16.38707773,16.59941483,,289.26,16.11
6/1/2004 9:00,17.032,16.54,99774,16.4590063,16.54277466,16.73029305,,289.401,16.251
6/1/2004 9:05,17.074,16.59,99772,16.59044044,16.67412918,16.8617326,,289.494,16.344
6/1/2004 9:10,17.21,16.75,99776,16.79165871,16.87525967,17.06299328,,289.672,16.522
6/1/2004 9:15,17.248,16.846,99770,16.97152555,17.05503774,17.24288772,,289.795,16.645
6/1/2004 9:20,17.366,17.18,99766,17.1808241,17.26424438,17.45222978,,289.975,16.825
6/1/2004 9:25,17.468,17.35,99768,17.35671369,17.44004366,17.62814286,,290.093,16.943
6/1/2004 9:30,17.62,17.608,99766,17.56335804,17.64659549,17.83482838,,290.265,17.115
6/1/2004 9:35,17.936,18.016,99770,17.74144349,17.82458961,18.01293772,,290.377,17.227
6/1/2004 9:40,18.01,17.978,99770,17.93876762,18.02182107,18.21029686,,290.543,17.393
6/1/2004 9:45,18.022,18.024,99774,18.11413557,18.19709738,18.38568662,,290.652,17.502
6/1/2004 9:50,18.034,17.782,99778,18.30934447,18.3922131,18.58092864,,290.813,17.663
6/1/2004 9:55,18.022,17.67,99782,18.48507258,18.56784882,18.75667804,,290.918,17.768
6/1/2004 10:00,18.158,17.788,99778,18.67680794,18.75949055,18.94509473,,291.076,17.926
6/1/2004 10:05,18.214,18.114,99778,18.80028763,18.88292684,19.06860951,,291.134,17.984
6/1/2004 10:10,18.2,18.532,99774,18.87100296,18.9536138,19.13934141,,291.186,18.036
6/1/2004 10:15,18.262,18.7,99772,18.91395167,18.99654014,19.18229505,,291.181,18.031
6/1/2004 10:20,18.444,18.816,99772,18.98212157,19.06468662,19.25048486,,291.232,18.082
6/1/2004 10:25,18.52,19.054,99770,19.0412922,19.12383379,19.30966964,,291.241,18.091
6/1/2004 10:30,18.488,19.132,99770,19.10670284,19.18922048,19.3750979,,291.303,18.153
6/1/2004 10:35,18.664,18.886,99782,19.15194741,19.23444288,19.42034905,,291.317,18.167
6/1/2004 10:40,18.862,18.896,99774,19.20591092,19.28838404,19.47432451,,291.378,18.228
6/1/2004 10:45,19.078,18.976,99770,19.24752859,19.32998004,19.51594696,,291.39,18.24
6/1/2004 10:50,18.96,19.414,99776,19.29330596,19.37573553,19.56173154,,291.448,18.298
6/1/2004 10:55,18.906,19.7,99774,19.3263618,19.4087703,19.59478731,,291.459,18.309
6/1/2004 11:00,19.156,19.788,99776,19.36681534,19.44920222,19.63692343,,291.514,18.364
6/1/2004 11:05,19.358,19.34,99774,19.4467954,19.52911777,19.71689024,,291.562,18.412
6/1/2004 11:10,19.366,19.236,99776,19.57884898,19.66109452,19.84895166,,291.682,18.532
6/1/2004 11:15,19.528,19.22,99776,19.71245717,19.7946239,19.98256672,,291.764,18.614
6/1/2004 11:20,19.506,19.052,99778,19.84731927,19.92940728,20.11743656,,291.884,18.734
6/1/2004 11:25,19.636,19.002,99772,19.97207907,20.05408918,20.24219846,,291.961,18.811
6/1/2004 11:30,19.852,19.3,99766,20.10852662,20.19045788,20.37865465,,292.076,18.926
6/1/2004 11:35,20.068,19.944,99760,20.2342304,20.31608326,20.50436063,,292.149,18.999
6/1/2004 11:40,20.034,20.368,99760,20.36368463,20.44545893,20.6338193,,292.26,19.11
6/1/2004 11:45,20.06,20.08,99756,20.48754999,20.56924609,20.75768588,,292.332,19.182
6/1/2004 11:50,20.14,19.826,99758,20.61522632,20.69684392,20.88536556,,292.44,19.29
6/1/2004 11:55,20.36,19.63,99762,20.73895756,20.82049684,21.00909782,,292.51,19.36
6/1/2004 12:00,20.636,19.748,99764,20.86390027,20.94536115,21.14416552,,292.615,19.465
6/1/2004 12:05,20.406,20.156,99762,20.97653672,21.0579182,21.25679866,,292.686,19.536
6/1/2004 12:10,20.474,20.184,99762,21.09194295,21.17324486,21.37220328,,292.789,19.639
6/1/2004 12:15,20.71,20.242,99760,21.20990625,21.29112834,21.49016645,,292.857,19.707
6/1/2004 12:20,20.776,20.672,99752,21.32954871,21.41069069,21.60980962,,292.958,19.808
6/1/2004 12:25,20.618,21.134,99754,21.4466874,21.52774937,21.72694743,,293.026,19.876
6/1/2004 12:30,20.842,20.72,99754,21.55973946,21.64072191,21.83999633,,293.126,19.976
6/1/2004 12:35,21.238,20.504,99746,21.66695942,21.74786308,21.94720994,,293.195,20.045
6/1/2004 12:40,21.264,20.782,99742,21.77356405,21.85438915,22.05380801,,293.294,20.144
6/1/2004 12:45,21.396,21.174,99734,21.88062364,21.96137008,22.16086126,,293.362,20.212
6/1/2004 12:50,21.376,21.546,99730,21.98215373,22.06282201,22.26238177,,293.459,20.309
6/1/2004 12:55,21.412,21.824,99728,22.08264521,22.16323559,22.36286322,,293.527,20.377
6/1/2004 13:00,21.686,21.688,99720,22.18280803,22.26332053,22.50031434,,293.623,20.473
6/1/2004 13:05,21.536,21.566,99714,22.25204679,22.33251356,22.56956288,,293.66,20.51
6/1/2004 13:10,21.776,21.832,99710,22.41668026,22.49709623,22.73427758,,293.791,20.641
6/1/2004 13:15,21.966,21.786,99708,22.65138603,22.73173913,22.96910873,,293.925,20.775
6/1/2004 13:20,22.048,21.884,99710,22.87429973,22.95458439,23.19213277,,294.081,20.931
6/1/2004 13:25,22.172,21.498,99710,23.07267869,23.15289531,23.39060278,,294.193,21.043
6/1/2004 13:30,22.14,21.51,99708,23.24668283,23.32683438,23.56468139,,294.306,21.156
6/1/2004 13:35,21.75,21.938,99710,23.39951869,23.47960781,23.71757739,,294.378,21.228
6/1/2004 13:40,21.888,21.65,99704,23.53819343,23.61822189,23.85630267,,294.453,21.303
6/1/2004 13:45,22.062,21.516,99708,23.66514,23.7451092,23.98329177,,294.497,21.347
6/1/2004 13:50,22.302,22.046,99704,23.7758321,23.85574433,24.09401565,,294.55,21.4
6/1/2004 13:55,22.02,22.338,99700,23.87757186,23.95742886,24.19578176,,294.576,21.426
6/1/2004 14:00,21.994,22.26,99692,23.97244685,24.05225001,24.31456923,,294.616,21.466
6/1/2004 14:05,22.038,22.288,99688,23.92755262,24.00742987,24.26970952,,294.518,21.368
6/1/2004 14:10,22.122,21.702,99684,23.87018912,23.95015959,24.2123887,,294.509,21.359
6/1/2004 14:15,22.168,22.068,99698,23.80730477,23.88735885,24.14953253,,294.439,21.289
6/1/2004 14:20,22.354,22.3,99690,23.73912943,23.8192583,24.08137187,,294.411,21.261
6/1/2004 14:25,22.614,22.206,99690,23.66399893,23.74420016,24.00624748,,294.329,21.179
6/1/2004 14:30,22.356,22.088,99680,23.57266601,23.65294023,23.914907,,294.29,21.14
6/1/2004 14:35,22.384,21.772,99678,23.56718697,23.64752081,23.9094828,,294.209,21.059
6/1/2004 14:40,22.41,21.718,99680,23.56247757,23.64286488,23.90482277,,294.18,21.03
6/1/2004 14:45,22.108,21.566,99678,23.55096843,23.63140754,23.89335531,,294.102,20.952
6/1/2004 14:50,22.002,21.5,99678,23.55367525,23.63416187,23.89611207,,294.085,20.935
6/1/2004 14:55,21.818,21.568,99682,23.55762827,23.63815873,23.90011245,,294.006,20.856
6/1/2004 15:00,21.662,21.388,99680,23.56183056,23.6424019,23.91458656,,294.001,20.851
6/1/2004 15:05,20.868,21.154,99682,23.60704083,23.68759649,23.9598226,,293.973,20.823
6/1/2004 15:10,20.62,20.422,99688,23.5249631,23.60551364,23.87766448,,293.887,20.737
6/1/2004 15:15,20.688,20.056,99690,23.51605702,23.59660481,23.86874748,,293.905,20.755
6/1/2004 15:20,20.818,20.208,99688,23.57816695,23.65870348,23.9309031,,293.934,20.784
6/1/2004 15:25,20.938,20.446,99686,23.65478019,23.73529812,24.00756798,,294.018,20.868
6/1/2004 15:30,21.032,20.622,99692,23.70622228,23.78672109,24.05903811,,294.078,20.928
6/1/2004 15:35,21.142,20.68,99688,23.68747936,23.76796827,24.04026809,,294.137,20.987
6/1/2004 15:40,21.23,20.566,99692,23.66586155,23.74634194,24.01862193,,294.198,21.048
6/1/2004 15:45,21.296,20.552,99692,23.65770339,23.73817159,24.01044408,,294.254,21.104
6/1/2004 15:50,21.224,20.548,99688,23.63096622,23.71142227,23.98367023,,294.33,21.18
6/1/2004 15:55,21.29,20.654,99688,23.60659187,23.68703437,23.95925997,,294.39,21.24
6/1/2004 16:00,21.18,20.72,99690,23.58134117,23.66176826,23.92544736,,294.473,21.323
6/1/2004 16:05,21.086,20.714,99692,23.57826065,23.65869675,23.92237313,,294.504,21.354
6/1/2004 16:10,21.098,20.732,99698,23.57423013,23.65467908,23.91835188,,294.526,21.376
6/1/2004 16:15,21.034,20.542,99692,23.55875522,23.63921736,23.90287642,,294.508,21.358
6/1/2004 16:20,20.916,20.432,99696,23.53205075,23.61252693,23.87616228,,294.501,21.351
6/1/2004 16:25,20.934,20.236,99706,23.50327404,23.58376557,23.84737537,,294.466,21.316
6/1/2004 16:30,20.836,20.1,99708,23.47395348,23.55446157,23.81804534,,294.447,21.297
6/1/2004 16:35,20.774,20.052,99702,23.42675417,23.50728183,23.77082369,,294.405,21.255
6/1/2004 16:40,20.738,19.986,99698,23.37479431,23.45534331,23.71883902,,294.381,21.231
6/1/2004 16:45,20.718,19.984,99702,23.3249124,23.40548321,23.66893464,,294.334,21.184
6/1/2004 16:50,20.74,19.98,99700,23.26612581,23.34672014,23.61011936,,294.304,21.154
6/1/2004 16:55,20.788,19.97,99708,23.2067158,23.2873348,23.55068126,,294.252,21.102
6/1/2004 17:00,20.638,19.966,99714,23.14322954,23.22387455,23.4667433,,294.215,21.065
6/1/2004 17:05,20.612,19.882,99716,23.51745739,23.59792117,23.84109645,,294.547,21.397
6/1/2004 17:10,20.56,19.83,99724,23.4125464,23.49306478,23.73615413,,293.13,19.98
6/1/2004 17:15,20.506,19.802,99720,22.89474887,22.97542431,23.21808947,,292.721,19.571
6/1/2004 17:20,20.448,19.766,99722,22.67806091,22.75886867,23.00135637,,292.474,19.324
6/1/2004 17:25,20.52,19.744,99722,22.53244189,22.61335448,22.85572294,,292.276,19.126
6/1/2004 17:30,20.256,19.75,99728,22.34787227,22.4288899,22.6711072,,292.098,18.948
6/1/2004 17:35,19.216,19.704,99728,22.09733469,22.17846747,22.42047955,,291.914,18.764
6/1/2004 17:40,18.45,19.544,99734,21.84122724,21.92247926,22.16428157,,291.761,18.611
6/1/2004 17:45,18.316,18.752,99752,21.58823916,21.6696094,21.91120449,,291.583,18.433
6/1/2004 17:50,18.438,18.152,99760,21.31458031,21.3960702,21.63744113,,291.43,18.28
6/1/2004 17:55,18.524,18.078,99764,21.03088329,21.11249381,21.35363236,,291.248,18.098
6/1/2004 18:00,18.622,18.004,99766,20.73979165,20.82152381,21.01855786,,291.088,17.938
6/1/2004 18:05,18.684,17.978,99768,20.54168459,20.62343704,20.82033832,,291.002,17.852
6/1/2004 18:10,18.71,18.01,99768,20.40304997,20.48480043,20.68160878,,290.983,17.833
6/1/2004 18:15,18.738,18.022,99774,20.27099197,20.35273843,20.54945828,,290.94,17.79
6/1/2004 18:20,18.744,18.028,99772,20.12918954,20.21093357,20.40755837,,290.927,17.777
6/1/2004 18:25,18.728,17.998,99782,19.97887502,20.06061653,20.25714058,,290.884,17.734
6/1/2004 18:30,18.744,17.982,99786,19.83177397,19.91351164,20.10993709,,290.901,17.751
6/1/2004 18:35,18.716,17.98,99790,19.70673319,19.78846301,19.98480465,,290.92,17.77
6/1/2004 18:40,18.716,17.978,99798,19.58922004,19.67093926,19.86720212,,290.973,17.823
6/1/2004 18:45,18.708,18.056,99796,19.45876204,19.54046991,19.73664534,,291,17.85
6/1/2004 18:50,18.676,18.03,99798,19.33757452,19.41926867,19.61536286,,291.05,17.9
6/1/2004 18:55,18.666,18.042,99804,19.21152191,19.29320044,19.48921012,,291.077,17.927
6/1/2004 19:00,18.628,18.082,99802,19.09245758,19.17411727,19.33986565,,291.131,17.981
6/1/2004 19:05,18.606,18.05,99812,18.95472117,19.03636886,19.20203913,,291.157,18.007
6/1/2004 19:10,18.536,18.022,99810,18.97226451,19.05388402,19.21956422,,291.208,18.058
6/1/2004 19:15,18.504,17.944,99804,19.06312433,19.14470626,19.31043796,,291.233,18.083
6/1/2004 19:20,18.444,17.892,99812,19.15107395,19.23261576,19.3983973,,291.279,18.129
6/1/2004 19:25,18.404,17.85,99814,19.21326771,19.29477125,19.46058804,,291.299,18.149
6/1/2004 19:30,18.39,17.858,99826,19.27545518,19.35692778,19.52277981,,291.333,18.183
6/1/2004 19:35,18.37,17.76,99828,18.92197277,19.00346385,19.16911546,,291.329,18.179
6/1/2004 19:40,18.334,17.784,99828,18.7318263,18.81332713,18.97887093,,291.363,18.213
6/1/2004 19:45,18.246,17.734,99834,18.72392577,18.80541754,18.97095686,,291.374,18.224
6/1/2004 19:50,18.216,17.692,99840,18.78833076,18.8698033,19.03537912,,291.404,18.254
6/1/2004 19:55,18.172,17.652,99846,18.81034298,18.891801,19.0573893,,291.401,18.251
6/1/2004 20:00,18.126,17.634,99852,18.86122444,18.94266759,19.06642236,,291.415,18.265
6/1/2004 20:05,18.122,17.618,99854,18.90553174,18.98697381,19.11074735,,291.388,18.238
6/1/2004 20:10,18.112,17.568,99868,18.86324506,18.94469325,19.06844888,,291.383,18.233
6/1/2004 20:15,18.07,17.556,99866,18.74651659,18.82797684,18.95168303,,291.364,18.214
6/1/2004 20:20,18,17.532,99860,18.69035405,18.77181764,18.89550003,,291.379,18.229
6/1/2004 20:25,18.058,17.482,99866,18.67431095,18.75576873,18.87944432,,291.383,18.233
6/1/2004 20:30,18.028,17.462,99874,18.68760685,18.76904838,18.89272959,,291.418,18.268
6/1/2004 20:35,18.018,17.482,99884,18.69793511,18.77935261,18.9030382,,291.446,18.296
6/1/2004 20:40,18.042,17.506,99886,18.73052174,18.81190222,18.93560159,,291.507,18.357
6/1/2004 20:45,17.988,17.484,99884,18.77336008,18.8546881,18.9784056,,291.572,18.422
6/1/2004 20:50,17.984,17.412,99894,18.85605974,18.93731042,19.06106293,,291.683,18.533
6/1/2004 20:55,17.926,17.336,99898,18.97229454,19.05343479,19.17723649,,291.819,18.669
6/1/2004 21:00,17.918,17.342,99902,19.16036028,19.24133807,19.32334119,,292.033,18.883
6/1/2004 21:05,17.888,17.3,99912,18.72039423,18.80170643,18.88358625,,291.647,18.497
6/1/2004 21:10,17.862,17.28,99922,18.28442864,18.36604041,18.44779805,,291.219,18.069
6/1/2004 21:15,17.798,17.218,99926,17.9573534,18.03918674,18.12085271,,290.868,17.718
6/1/2004 21:20,17.778,17.196,99928,17.74744309,17.82944758,17.91105473,,290.637,17.487
6/1/2004 21:25,17.714,17.196,99934,17.57280201,17.65495282,17.73651103,,290.438,17.288
6/1/2004 21:30,17.674,17.148,99930,17.42479773,17.50707878,17.58859552,,290.278,17.128
6/1/2004 21:35,17.636,17.054,99932,17.26992033,17.35232352,17.43379686,,290.237,17.087
6/1/2004 21:40,17.59,17.048,99936,17.13202678,17.2145444,17.2959791,,290.148,16.998
6/1/2004 21:45,17.528,17.044,99944,16.98623569,17.06886395,17.15025778,,290.008,16.858
6/1/2004 21:50,17.458,16.914,99946,16.85900487,16.94173858,17.02309677,,289.903,16.753
6/1/2004 21:55,17.154,16.782,99958,16.72121676,16.80405419,16.88537376,,289.655,16.505
6/1/2004 22:00,16.774,16.57,99966,16.60841971,16.69135617,16.71954651,,289.389,16.239
6/1/2004 22:05,16.296,16.282,99972,16.58580399,16.66877667,16.69696481,,289.302,16.152
6/1/2004 22:10,15.806,16.076,99982,16.5576523,16.64065738,16.66884279,,289.28,16.13
6/1/2004 22:15,15.74,15.928,99990,16.47283854,16.55588237,16.58405953,,289.244,16.094
6/1/2004 22:20,15.782,15.862,99991.8,16.40561195,16.48869497,16.51686559,,289.219,16.069
6/1/2004 22:25,15.802,15.838,99997.6,16.3454519,16.42857358,16.45673836,,289.16,16.01
6/1/2004 22:30,15.826,15.814,99997.2,16.31395742,16.39711429,16.42527601,,289.123,15.973
6/1/2004 22:35,15.798,15.652,100010,16.26930823,16.35250094,16.38065832,,289.06,15.91
6/1/2004 22:40,15.774,15.552,100016,16.237788,16.32101528,16.3491696,,289.024,15.874
6/1/2004 22:45,15.778,15.542,100018,16.18781813,16.27108174,16.2992312,,288.963,15.813
6/1/2004 22:50,15.772,15.474,100024,16.1531323,16.23643101,16.2645771,,288.928,15.778
6/1/2004 22:55,15.662,15.412,100020,16.09956932,16.18290487,16.21104576,,288.867,15.717
6/1/2004 23:00,15.564,15.358,100022,16.05947964,16.14285103,16.1246513,,288.832,15.682
6/1/2004 23:05,15.522,15.306,100018,16.04667497,16.13003801,16.11183908,,288.82,15.67
6/1/2004 23:10,15.476,15.276,100016,16.04146969,16.12481883,16.10662023,,288.849,15.699
6/1/2004 23:15,15.484,15.244,100020,16.00622227,16.08955975,16.07136337,,288.856,15.706
6/1/2004 23:20,15.434,15.282,100018,15.98374926,16.06707348,16.04887851,,288.891,15.741
6/1/2004 23:25,15.392,15.242,100016,15.97341266,16.05671975,16.03852543,,288.904,15.754
6/1/2004 23:30,15.41,15.228,100014,16.00374565,16.0870282,16.06883198,,288.946,15.796
