,Urban_MNP_19m_5min_tdb_c,Rural_MNP_1p2m_5min_tdb_c,Rural_MNP_1p2m_5min_Sta_pa,Bypass_Direct,Bypass_Real_P0,Bypass_RealEPW
2004-06-02 22:55:00,16.03,14.854,100264.0,22.900922295132602,22.978589246618526,22.76719701734754
2004-06-02 23:00:00,15.913999999999998,14.762,100268.0,22.854071294564335,22.931766314305605,22.705215838562765
2004-06-02 23:05:00,15.813999999999998,14.732,100270.0,22.81927013524313,22.896955540282477,22.670431700416316
2004-06-02 23:10:00,15.74,14.803999999999998,100266.0,22.795167095930537,22.872835342146345,22.64632995813588
2004-06-02 23:15:00,15.708000000000002,14.813999999999998,100268.0,22.765861025850597,22.84353337152976,22.61705040826979
2004-06-02 23:20:00,15.624,14.726,100260.0,22.73851074835102,22.816184982260722,22.58972294494515
2004-06-02 23:25:00,15.54,14.736,100252.0,22.717711749069508,22.795390643060898,22.56894451678062
2004-06-02 23:30:00,15.476,14.734,100254.0,22.701230738798927,22.778918064775667,22.552484542684113
2004-06-02 23:35:00,15.416,14.594,100258.0,22.687063990237505,22.76476531762131,22.53834262467211
2004-06-02 23:40:00,15.34,14.458000000000002,100252.0,22.67397148169681,22.7516925969648,22.52527990676282
2004-06-02 23:45:00,15.312,14.342,100252.0,22.65932982382435,22.737091032615695,22.510689514973933
2004-06-02 23:50:00,15.27,14.286,100242.0,22.556192078524134,22.63469645169141,22.408373282477896
2004-06-02 23:55:00,15.206,14.182,100240.0,21.61861905513331,21.698881520954103,21.473274401635877
2004-06-03 00:00:00,15.204,14.154,100244.0,19.25816600689842,19.33969020711595,19.13589884132699
2004-06-03 00:05:00,15.198,14.168,100242.0,18.168255939672235,18.250023903524664,18.04699175965601
2004-06-03 00:10:00,15.202000000000002,14.252,100240.0,17.69509906790711,17.777013186680506,17.57431061169325
2004-06-03 00:15:00,15.21,14.15,100228.0,17.513519053463142,17.59552025960147,17.39294413929872
2004-06-03 00:20:00,15.212,14.188,100226.0,17.426676960206237,17.50875070335337,17.306235039493913
2004-06-03 00:25:00,15.232,14.336000000000002,100224.0,17.34453178401094,17.426675196061126,17.224216718079674
2004-06-03 00:30:00,15.24,14.346,100222.0,17.264745195688306,17.34695785223687,17.14455491708958
2004-06-03 00:35:00,15.172,14.358,100224.0,17.17601572396711,17.258298312150202,17.055957150287213
2004-06-03 00:40:00,15.184,14.346,100222.0,17.086567947915796,17.168920705594758,16.966641817326774
2004-06-03 00:45:00,15.236,14.23,100216.0,16.99273430477092,17.075157428733462,16.872943869763787
2004-06-03 00:50:00,15.204,14.095999999999998,100210.0,16.902390773941534,16.984883868270458,16.782733207149192
2004-06-03 00:55:00,15.148,13.941999999999998,100202.0,16.80968679373035,16.89224970896163,16.690163590429336
2004-06-03 01:00:00,15.024,13.852,100206.0,16.720741647227612,16.803373887798898,16.63277088003207
2004-06-03 01:05:00,14.95,13.824000000000002,100204.0,16.887591197670417,16.97002979476997,16.799328729861656
2004-06-03 01:10:00,14.888,13.712,100200.0,17.190824828450104,17.27300470668473,17.10212537714534
2004-06-03 01:15:00,14.834,13.596,100202.0,17.481669572483497,17.563618449009425,17.39256812791416
2004-06-03 01:20:00,14.830000000000002,13.556,100202.0,17.833932953931537,17.915556744321066,17.744299349478297
2004-06-03 01:25:00,14.828,13.544,100200.0,18.185398511235405,18.266669373609545,18.095205390825356
2004-06-03 01:30:00,14.830000000000002,13.458000000000002,100194.0,18.516566497243446,18.59748433201389,18.425825704048805
2004-06-03 01:35:00,14.852,13.434,100194.0,18.687618975654345,18.76848020089875,18.59672096224176
2004-06-03 01:40:00,14.824000000000002,13.434,100192.0,18.807658531273148,18.888500915471127,18.716671058926124
2004-06-03 01:45:00,14.758,13.514,100192.0,18.905087139363843,18.985932528736384,18.814045345297586
2004-06-03 01:50:00,14.675999999999998,13.562,100192.0,18.988142731323308,19.06900553199506,18.89706946999337
2004-06-03 01:55:00,14.694,13.606,100190.0,19.024092727329844,19.105021599448094,18.93306434628255
2004-06-03 02:00:00,14.642,13.68,100188.0,18.958765830877837,19.03983189139751,18.882916905301386
2004-06-03 02:05:00,14.476,13.7,100184.0,18.84019078227783,18.921270570605714,18.764419255609653
2004-06-03 02:10:00,14.532,13.748,100180.0,18.771226593431322,18.85227382803413,18.695459566424915
2004-06-03 02:15:00,14.51,13.748,100182.0,18.7641411345179,18.845145528419152,18.688335094927538
2004-06-03 02:20:00,14.482,13.774,100180.0,18.57545350593483,18.656947826475346,18.50023846097639
2004-06-03 02:25:00,14.462,13.758,100180.0,17.991025276737844,18.07332137558427,17.91692543555888
2004-06-03 02:30:00,14.446000000000002,13.72,100190.0,16.998483845424914,17.081463389220744,16.925600107642595
2004-06-03 02:35:00,14.46,13.654,100186.0,16.172570565728904,16.256006938305063,16.10058695239769
2004-06-03 02:40:00,14.472,13.598000000000004,100172.0,15.6728215541047,15.756582263506061,15.601430484111518
2004-06-03 02:45:00,14.486,13.49,100172.0,15.081288415762344,15.165345050921644,15.010510784215285
2004-06-03 02:50:00,14.425999999999998,13.37,100172.0,14.651337628455622,14.735606507653756,14.581003023850087
2004-06-03 02:55:00,14.47,13.264,100178.0,14.419470366148403,14.503901048060698,14.349421997262596
2004-06-03 03:00:00,14.448,13.222,100176.0,14.259211836933048,14.34377419752542,14.199224880685392
2004-06-03 03:05:00,14.386,13.104,100180.0,14.26632957378905,14.3508693054589,14.20631642126159
2004-06-03 03:10:00,14.37,12.974,100172.0,14.329460724456851,14.413956196236029,14.269371592510254
2004-06-03 03:15:00,14.297999999999998,12.902,100176.0,14.401241055192315,14.485684585382444,14.341063917259532
2004-06-03 03:20:00,14.214000000000002,12.82,100172.0,14.473523456846749,14.557908403230783,14.413251421613552
2004-06-03 03:25:00,14.128,12.75,100170.0,14.549040340911745,14.63335804113052,14.488663124105358
2004-06-03 03:30:00,14.124,12.813999999999998,100172.0,14.639626216534339,14.723865344690296,14.579124921396613
2004-06-03 03:35:00,14.046,12.878,100178.0,14.746300033816908,14.83044656526073,14.685652553875684
2004-06-03 03:40:00,14.014,12.856,100178.0,14.876367087458334,14.960404007846137,14.8155446550129
2004-06-03 03:45:00,13.97,12.868,100172.0,15.029862967852807,15.113769865368852,14.968833401544316
2004-06-03 03:50:00,13.912,12.81,100168.0,15.215222052570823,15.298974235067249,15.153944652130178
2004-06-03 03:55:00,13.95,12.752,100164.0,15.433104087112042,15.516672154800688,15.371533115282602
2004-06-03 04:00:00,13.878,12.784,100168.0,15.691089858870043,15.774439654268917,15.63576700931901
2004-06-03 04:05:00,13.836000000000002,12.732,100170.0,15.640592312922706,15.724134169004685,15.585485668757485
2004-06-03 04:10:00,13.768,12.746,100176.0,15.269828771655511,15.353711628153974,15.215240916513153
2004-06-03 04:15:00,13.688,12.694,100178.0,14.796900083901335,14.88104639891202,14.742802548445013
2004-06-03 04:20:00,13.624,12.696000000000002,100182.0,14.513322931453501,14.597639565571853,14.459531739510453
2004-06-03 04:25:00,13.604,12.672,100186.0,14.354700837772612,14.43913774506467,14.301105993795375
2004-06-03 04:30:00,13.535999999999998,12.57,100182.0,14.24989798500053,14.334425142565578,14.196443649327648
2004-06-03 04:35:00,13.562,12.598,100190.0,14.165249829478796,14.249847498120346,14.1119065989065
2004-06-03 04:40:00,13.59,12.594,100192.0,14.097285221486345,14.18193871159201,14.044030405989986
2004-06-03 04:45:00,13.557999999999998,12.57,100194.0,14.037005483583641,14.121703977169432,13.98382458192873
2004-06-03 04:50:00,13.59,12.548,100196.0,13.988661196098121,14.073395816596872,13.935539607419628
2004-06-03 04:55:00,13.636,12.578,100202.0,13.944944713430402,14.029708762556197,13.891873521488606
2004-06-03 05:00:00,13.682,12.556,100214.0,13.910742191260908,13.995529859991677,13.820026744259849
2004-06-03 05:05:00,13.648,12.564,100212.0,14.221745778889442,14.306515824647477,14.130822634545495
2004-06-03 05:10:00,13.624,12.598,100212.0,14.20549759131444,14.290264093027531,14.114580835970742
2004-06-03 05:15:00,13.56,12.628,100214.0,14.132264478998422,14.217036274954296,14.041397774680775
2004-06-03 05:20:00,13.553999999999998,12.662,100220.0,13.98685826274675,14.071638288385543,13.896088655243886
2004-06-03 05:25:00,13.55,12.738,100214.0,13.980488787334139,14.065258269270657,13.889712535591457
2004-06-03 05:30:00,13.652,12.818,100224.0,14.018780456326738,14.10352678677333,13.927957663407142
2004-06-03 05:35:00,13.82,12.919999999999998,100226.0,14.063784179013908,14.148501691141291,13.972905079149882
2004-06-03 05:40:00,13.746,13.006,100222.0,14.106141126869034,14.190826607953227,14.015204127006939
2004-06-03 05:45:00,13.772,13.094,100222.0,14.136163983852839,14.220823437659533,14.045182622675213
2004-06-03 05:50:00,13.752,13.194,100230.0,14.167312596151646,14.251946217692705,14.07628638049033
2004-06-03 05:55:00,13.854,13.438,100230.0,14.15251668827051,14.237124787231664,14.06147400887562
2004-06-03 06:00:00,13.848000000000004,13.81,100232.0,14.158986868554507,14.24356999354137,14.053162575821148
2004-06-03 06:05:00,13.826,13.932,100234.0,14.18157729883825,14.266191844864863,14.075769439445764
2004-06-03 06:10:00,14.044,13.97,100230.0,14.114622690451938,14.199281056217558,14.008902981332653
2004-06-03 06:15:00,14.23,14.106,100232.0,14.044911470036709,14.129613225906155,13.939281308183695
2004-06-03 06:20:00,14.336,14.066,100234.0,14.075303200461121,14.160034553792059,13.969682480968288
2004-06-03 06:25:00,14.4,14.278,100234.0,14.029961819695302,14.114728776434958,13.92440672013555
2004-06-03 06:30:00,14.578,14.332,100234.0,14.055598848555803,14.140393362699456,13.950054302792068
2004-06-03 06:35:00,14.492,14.588,100236.0,14.031208152378895,14.116034096769397,13.925711175653532
2004-06-03 06:40:00,14.612,14.297999999999998,100240.0,14.078841622058633,14.163690837983609,13.973336342754862
2004-06-03 06:45:00,14.792000000000002,14.196000000000002,100250.0,14.077117277433501,14.161992800441169,13.971639430216499
2004-06-03 06:50:00,15.216,14.201999999999998,100252.0,14.139978311841617,14.224873331430956,14.034478300846445
2004-06-03 06:55:00,15.13,14.186000000000002,100256.0,14.164373788475302,14.249289888024691,14.058878680691748
2004-06-03 07:00:00,15.032,14.303999999999998,100260.0,14.227203708413015,14.312137329811662,14.098737136697025
2004-06-03 07:05:00,14.9,14.618,100264.0,14.5675284663713,14.652340331851008,14.438687585871492
2004-06-03 07:10:00,14.9,14.651999999999996,100268.0,14.847361083917235,14.932039807723072,14.718179424234336
2004-06-03 07:15:00,14.954,14.541999999999998,100268.0,14.868877565040748,14.953455414814812,14.739579133250913
2004-06-03 07:20:00,15.084,14.872,100264.0,15.068305668257551,15.1527717502114,14.938747504310811
2004-06-03 07:25:00,15.303999999999998,15.12,100262.0,15.29798930821022,15.382330904518312,15.168136243242941
2004-06-03 07:30:00,15.482,14.916,100268.0,15.502110606575911,15.58633092123597,15.371984818649594
2004-06-03 07:35:00,15.502,14.828,100266.0,15.679512645826037,15.76361665063638,15.549138938338729
2004-06-03 07:40:00,15.31,15.014,100268.0,15.831304892352705,15.915299508462851,15.700709192983936
2004-06-03 07:45:00,15.374,15.618,100264.0,15.999601537179444,16.08348450802083,15.868769338842185
2004-06-03 07:50:00,15.26,15.54,100266.0,16.15125554405381,16.235029877162276,16.020202206868362
2004-06-03 07:55:00,15.048000000000002,15.514,100260.0,16.31101222999854,16.394676839663703,16.179730653961315
2004-06-03 08:00:00,15.157999999999998,15.61,100262.0,16.45313262623614,16.53669135262902,16.31998827839277
2004-06-03 08:05:00,15.568,15.957999999999998,100252.0,16.536925821155705,16.62042868395997,16.403662969161815
2004-06-03 08:10:00,15.534,16.024,100244.0,16.58054660236195,16.664005206782576,16.447206894123497
2004-06-03 08:15:00,15.388,15.82,100250.0,16.645172010795648,16.72858474715906,16.511738125118313
2004-06-03 08:20:00,15.494,15.848,100244.0,16.730266494594503,16.813630377661866,16.59672013637271
2004-06-03 08:25:00,15.756,15.758,100244.0,16.82019838307974,16.903510542544495,16.686533065484298
2004-06-03 08:30:00,15.908,16.374000000000002,100240.0,16.887560973346808,16.970824874925484,16.75379704269477
2004-06-03 08:35:00,16.128,16.4,100236.0,16.978204112242736,17.061416541576932,16.844320941328988
2004-06-03 08:40:00,16.387999999999998,16.082,100230.0,17.065847850020134,17.149009228976183,16.93184810412805
2004-06-03 08:45:00,16.6,16.386000000000003,100236.0,17.160581575747813,17.24369021363566,17.02645826171448
2004-06-03 08:50:00,16.462,16.184,100234.0,17.24905891283032,17.3321160850428,17.1148179852496
2004-06-03 08:55:00,16.407999999999998,16.276,100234.0,17.350372094162424,17.433375362000447,17.216001514175844
2004-06-03 09:00:00,16.27,16.636000000000003,100234.0,17.444030091299,17.52698055200409,17.332740066371855
2004-06-03 09:05:00,16.406,17.284,100234.0,17.535384613277415,17.61829665417855,17.42399514794539
2004-06-03 09:10:00,16.546,16.68,100232.0,17.61763735762821,17.700514083151575,17.506157636367902
2004-06-03 09:15:00,16.622,16.674,100224.0,17.70344448579823,17.786284684407235,17.591870922719522
2004-06-03 09:20:00,17.256,17.43,100224.0,17.775005969595043,17.85781195099554,17.663350392296252
2004-06-03 09:25:00,17.195999999999998,17.452,100220.0,17.856002877342405,17.938773251536134,17.744257591675137
2004-06-03 09:30:00,17.55,17.436,100224.0,17.9342358789404,18.01697120034538,17.822403285890573
2004-06-03 09:35:00,17.686,17.184,100236.0,18.015848785522905,18.098547941672734,17.90392551479721
2004-06-03 09:40:00,17.432,17.812,100230.0,18.091244502954623,18.173908645124015,17.979235859600863
2004-06-03 09:45:00,17.47,17.552,100234.0,18.177355407484242,18.25998252778527,18.065252224694916
2004-06-03 09:50:00,17.926,17.964,100234.0,18.2593886830021,18.341979304230108,18.14719420803698
2004-06-03 09:55:00,18.016,17.46,100234.0,18.3461460838912,18.428699001692735,18.233855956376374
2004-06-03 10:00:00,18.003999999999998,17.878,100234.0,18.427360270717145,18.509876455740027,18.314979164820727
2004-06-03 10:05:00,17.714000000000002,17.392000000000003,100232.0,18.526369658259,18.60883703674949,18.41387361692216
2004-06-03 10:10:00,17.676,17.884,100230.0,18.621672346719095,18.70409050189022,18.509063430378774
2004-06-03 10:15:00,17.8,18.092,100230.0,18.71913341893884,18.80150176637335,18.606409601261134
2004-06-03 10:20:00,18.304,17.419999999999998,100228.0,18.811922906410246,18.894242543095913,18.699088405365615
2004-06-03 10:25:00,18.554,18.56,100230.0,18.91115382564101,18.99342351968221,18.79820310576787
2004-06-03 10:30:00,18.538,18.784,100228.0,19.0058577542801,19.088078233600584,18.89279456810857
2004-06-03 10:35:00,18.74,18.328,100230.0,19.100967624514738,19.183138483431378,18.987791295368595
2004-06-03 10:40:00,18.716,17.976,100226.0,19.191740498613342,19.27386261338927,19.078454800301984
2004-06-03 10:45:00,18.936,18.506,100222.0,19.28601048327431,19.368083021928214,19.172612247481254
2004-06-03 10:50:00,18.896,18.52,100208.0,19.375831482894796,19.457855214866925,19.262324451513052
2004-06-03 10:55:00,19.168,18.574,100202.0,19.470102078448633,19.552076074000183,19.35648234898548
2004-06-03 11:00:00,19.328,18.834,100198.0,19.559317510485698,19.6412425862477,19.475651532365873
2004-06-03 11:05:00,19.068,18.98,100196.0,19.622405454037903,19.70430431904248,19.538677599958703
2004-06-03 11:10:00,19.104,19.492,100186.0,19.652448051506212,19.73432846071961,19.568684761178304
2004-06-03 11:15:00,19.172,19.544,100194.0,19.700772276308896,19.78263371753104,19.616962698462316
2004-06-03 11:20:00,18.9,18.57,100192.0,19.76395837456954,19.84579897029721,19.680092227479747
2004-06-03 11:25:00,18.77,19.052,100192.0,19.832166625690036,19.91398467729607,19.748239371361137
2004-06-03 11:30:00,19.232,18.586,100198.0,19.89052248426151,19.97231937709057,19.80654107937511
2004-06-03 11:35:00,19.216,18.734,100194.0,19.942825105695704,20.024602126170976,19.85879425941704
2004-06-03 11:40:00,19.408,18.954,100186.0,19.991206056939347,20.07296446538595,19.907129246821057
2004-06-03 11:45:00,19.362,19.042,100188.0,20.04358133697815,20.125320679470406,19.959455850318136
2004-06-03 11:50:00,19.066,19.24,100186.0,20.088824437199037,20.17054589840933,20.004655491676317
2004-06-03 11:55:00,19.296,19.748,100178.0,20.13720657742124,20.218909978250622,20.05299221872218
2004-06-03 12:00:00,19.508,20.084,100174.0,20.17929656041605,20.260982983830388,20.115133088279777
2004-06-03 12:05:00,19.566,19.756,100172.0,20.265995316134024,20.347640704838284,20.20174773312391
2004-06-03 12:10:00,19.628,19.442,100164.0,20.39973916172471,20.481334296149043,20.335374867493897
2004-06-03 12:15:00,19.504,19.03,100154.0,20.526232169464436,20.60777356200748,20.46175128242038
2004-06-03 12:20:00,19.494,19.896,100150.0,20.6223293649349,20.70381981840069,20.557749795759435
2004-06-03 12:25:00,19.832,19.354,100152.0,20.71038605645731,20.791827921614072,20.645714151555637
2004-06-03 12:30:00,19.676,19.302,100152.0,20.801099795649634,20.88249390332811,20.73633506466382
2004-06-03 12:35:00,19.884,19.882,100140.0,20.89136884536134,20.9727150134039,20.82651132727227
2004-06-03 12:40:00,20.418,19.96,100154.0,20.980608108278602,21.061906522731874,20.915658500930874
2004-06-03 12:45:00,19.99,19.904,100150.0,21.07099574785235,21.152246096448664,21.005953168293843
2004-06-03 12:50:00,19.978,19.368,100150.0,21.15930603089663,21.24050877307201,21.094171970955756
2004-06-03 12:55:00,19.76,19.338,100148.0,21.248202823307906,21.329357855878243,21.182976888307394
2004-06-03 13:00:00,19.922,19.896,100142.0,21.336378370282716,21.417485971440954,21.297965335122797
2004-06-03 13:05:00,20.28,20.334,100124.0,21.368180678331726,21.449274863834034,21.32974132918588
2004-06-03 13:10:00,20.374,19.562,100120.0,21.341448608310202,21.42254232597952,21.3030196380476
2004-06-03 13:15:00,20.018,20.074,100114.0,21.334698335558414,21.415792968503865,21.296273019120974
2004-06-03 13:20:00,19.944,20.428,100112.0,21.355401850388603,21.436494143879543,21.316965795003284
2004-06-03 13:25:00,20.14,20.182,100102.0,21.38339944706604,21.464487020884746,21.344947313910097
2004-06-03 13:30:00,20.308,20.264,100100.0,21.39641826614485,21.477502577731173,21.35795758969971
2004-06-03 13:35:00,20.096,19.754,100102.0,21.398620395516446,21.479703581703575,21.360157700615616
2004-06-03 13:40:00,20.066,20.226,100100.0,21.398172190484615,21.47925528784714,21.359709588654198
2004-06-03 13:45:00,20.184,19.904,100102.0,21.398348194353844,21.47943128149251,21.35988551089025
2004-06-03 13:50:00,20.106,19.336,100090.0,21.389978532353496,21.471062857610264,21.351520482492504
2004-06-03 13:55:00,20.274,20.024,100080.0,21.3802881490667,21.461374278968492,21.34183583498759
2004-06-03 14:00:00,20.37,20.024,100086.0,21.36846898101294,21.44955740992998,21.37713774531892
2004-06-03 14:05:00,20.556,20.126,100086.0,21.359630091282895,21.440733790184197,21.36831629463137
2004-06-03 14:10:00,20.36,20.538,100078.0,21.347727488366502,21.428848586009167,21.356434012125703
2004-06-03 14:15:00,20.104,20.504,100082.0,21.339094653213408,21.420232595758534,21.347820139892917
2004-06-03 14:20:00,20.336,20.56,100076.0,21.330356967975035,21.41151131905417,21.339101007088402
2004-06-03 14:25:00,20.564,20.348,100082.0,21.32091846325875,21.40208914111065,21.329681145343102
2004-06-03 14:30:00,20.328,19.508,100086.0,21.310445509504007,21.39163273049246,21.31922730516237
2004-06-03 14:35:00,20.556,19.468,100094.0,21.29322195644363,21.37442654882898,21.30202535319262
2004-06-03 14:40:00,20.558,19.988,100096.0,21.27179040013101,21.35301309374489,21.280617162051442
2004-06-03 14:45:00,20.348,20.452,100082.0,21.24923607637902,21.330477041946324,21.258086650156997
2004-06-03 14:50:00,20.284,19.99,100084.0,21.22307447057824,21.304334114915207,21.23195014968678
2004-06-03 14:55:00,20.542,19.562,100094.0,21.194626531257995,21.275905137320137,21.20352816061893
2004-06-03 15:00:00,20.502,19.436,100090.0,21.162556179758894,21.243854176142975,21.16812102016371
2004-06-03 15:05:00,20.418,19.37,100074.0,21.15133611002551,21.232634948366638,21.15690467854654
2004-06-03 15:10:00,20.284,19.35,100064.0,21.207212473073014,21.28850049258068,21.212755851285294
2004-06-03 15:15:00,20.394,19.798,100068.0,21.28359958177481,21.36486773890465,21.28910345204781
2004-06-03 15:20:00,20.558,19.798,100068.0,21.344956297064016,21.42620129694876,21.350421231963878
2004-06-03 15:25:00,20.286,19.752,100054.0,21.39563380621172,21.476855259455817,21.401062163681104
2004-06-03 15:30:00,20.306,19.674,100050.0,21.441254089654535,21.522452095812923,21.446647270199833
2004-06-03 15:35:00,20.378,19.874,100044.0,21.512908841165824,21.594079451024015,21.518256199191796
2004-06-03 15:40:00,20.242,19.668,100046.0,21.58636429090251,21.667505208969317,21.59166306827683
2004-06-03 15:45:00,20.268,19.924,100050.0,21.656881914225607,21.737992375833244,21.662132102236455
2004-06-03 15:50:00,20.518,20.218,100034.0,21.731981676869907,21.813060482618994,21.73718089766578
2004-06-03 15:55:00,20.448,20.022,100038.0,21.808863033394402,21.88990884466307,21.814009490380784
2004-06-03 16:00:00,20.65,19.836,100034.0,21.88443129241574,21.965443284542005,21.9367525309558
2004-06-03 16:05:00,20.526,19.868,100022.0,21.940450338347432,22.021412512340873,21.99271631749656
2004-06-03 16:10:00,20.2,19.244,100016.0,22.015183733785932,22.096091410111057,22.067387955077834
2004-06-03 16:15:00,20.28,19.186,100014.0,22.096600385496743,22.17745171144054,22.14874034666076
2004-06-03 16:20:00,20.486,19.582,100016.0,22.175069009501442,22.25586403125652,22.227145043329358
2004-06-03 16:25:00,20.12,19.91,100020.0,22.253042603543236,22.333780824779353,22.305054261879093
2004-06-03 16:30:00,20.182,19.9,100014.0,22.326124192202712,22.40680551080294,22.378071848534205
2004-06-03 16:35:00,20.43,19.474,100022.0,22.38135942148375,22.46198544741651,22.433246420623504
2004-06-03 16:40:00,20.554,19.482,100012.0,22.43401669647335,22.514587629246023,22.485843488534783
2004-06-03 16:45:00,20.548,19.968,100016.0,22.488415093796903,22.568929896246175,22.5401804724479
2004-06-03 16:50:00,20.488,20.232,100012.0,22.533409513685,22.613868635098356,22.58511484241211
2004-06-03 16:55:00,20.666,19.95,100014.0,22.57746884314281,22.6578720133503,22.629113942710774
2004-06-03 17:00:00,20.648000000000003,19.71,100013.80000000002,22.626307271843245,22.706653248409225,22.69497741404524
2004-06-03 17:05:00,20.62,19.74,100010.0,22.627530060793106,22.707784964897314,22.696109085870773
2004-06-03 17:10:00,20.732,19.964,100014.0,22.580316920768496,22.660599028770434,22.648925011913207
2004-06-03 17:15:00,20.746,20.32,100016.0,22.504556786828743,22.584884836550373,22.573213807715774
2004-06-03 17:20:00,20.644,19.562,100014.0,22.420618172014827,22.50099290554118,22.489325187459485
2004-06-03 17:25:00,20.872,19.096,100020.0,22.339032754614948,22.419451725745944,22.407787225646018
2004-06-03 17:30:00,20.878,19.242,100028.0,22.24680919209362,22.32727395148214,22.315613089131716
2004-06-03 17:35:00,20.782,19.66,100030.0,22.13580928979235,22.216323106239997,22.204666622509137
2004-06-03 17:40:00,20.96,19.93,100028.0,22.023698090727123,22.104262091383987,22.092610030084813
2004-06-03 17:45:00,20.746,19.6,100028.0,21.914034396041416,21.994648126727895,21.983000391288783
2004-06-03 17:50:00,20.59,19.5,100042.0,21.793177100390835,21.8738423250241,21.86219935712529
2004-06-03 17:55:00,20.566,19.574,100042.0,21.67186372795834,21.752581009439098,21.740942827057324
2004-06-03 18:00:00,20.44,19.366,100044.0,21.5486927606716,21.629462698053487,21.592378141880943
2004-06-03 18:05:00,20.204,19.284,100040.0,21.43074664954304,21.51156614382495,21.47449641955876
2004-06-03 18:10:00,20.096,19.266,100042.0,21.25738566903243,21.338261891234197,21.30121396940723
2004-06-03 18:15:00,20.12,19.08,100048.0,21.11328499665933,21.19421739532811,21.15718759493376
2004-06-03 18:20:00,20.22,18.854,100052.0,21.003059393844808,21.08404241394993,21.047026474054007
2004-06-03 18:25:00,20.068,18.628,100052.0,20.900243441442512,20.981273032977015,20.944270021922364
2004-06-03 18:30:00,19.936,18.558,100058.0,20.78875481781904,20.869830311616795,20.832841320547857
2004-06-03 18:35:00,19.926,18.662,100062.0,20.6631639958552,20.744286542635166,20.707313345526018
2004-06-03 18:40:00,19.886000000000003,18.572,100062.0,20.54051865959201,20.621687140811957,20.584729367248144
2004-06-03 18:45:00,19.878,18.476,100058.0,20.420295892812646,20.50150826521582,20.464565610684417
2004-06-03 18:50:00,19.864,18.258000000000003,100062.0,20.299532981297148,20.3807875144297,20.343860047101032
2004-06-03 18:55:00,19.736,18.2,100062.0,20.177750845220316,20.25904688700689,20.222134735185932
2004-06-03 19:00:00,19.708,18.048,100068.0,19.682015394020198,19.763408253697662,19.70646734888777
2004-06-03 19:05:00,19.668,17.994,100070.0,19.429351265517823,19.510875327715212,19.45398351404583
2004-06-03 19:10:00,19.526,17.966,100080.0,19.278844119110943,19.36047578937911,19.303613212629443
2004-06-03 19:15:00,19.486,17.866000000000003,100076.0,19.06566160706393,19.147394672681116,19.090573517837242
2004-06-03 19:20:00,19.392000000000003,17.718,100080.0,18.836370618094236,18.918202806318504,18.861426205229634
2004-06-03 19:25:00,19.298,17.668,100080.0,18.616197341081033,18.698128576954787,18.641394757197816
2004-06-03 19:30:00,19.178,17.601999999999997,100084.0,18.406935288638806,18.488961016109158,18.432267857482202
2004-06-03 19:35:00,19.122,17.434,100088.0,18.205210077841116,18.287327479258067,18.230673517184414
2004-06-03 19:40:00,19.024,17.43,100094.0,18.005765983615845,18.0879712315417,18.03135602332776
2004-06-03 19:45:00,18.932,17.278,100096.0,17.813685700200097,17.89597595427273,17.839398068982575
2004-06-03 19:50:00,18.868,16.974,100102.0,17.621282753703213,17.703654099614994,17.647113600733633
2004-06-03 19:55:00,18.778,16.872,100110.0,17.44274578559441,17.525193516495335,17.468687709460767
2004-06-03 20:00:00,18.716,16.608,100114.0,17.26499049508493,17.347509545510604,17.25286510436041
2004-06-03 20:05:00,18.656,16.262,100112.0,17.139467753950044,17.222038198191456,17.127434635758505
2004-06-03 20:10:00,18.58,16.137999999999998,100126.0,17.063421762295548,17.14603261621727,17.051453816495155
2004-06-03 20:15:00,18.506,15.98,100130.0,17.0204646045716,17.10310962797803,17.008544812617572
2004-06-03 20:20:00,18.41,15.994,100134.0,16.975756905467506,17.058432206666907,16.963881947264554
2004-06-03 20:25:00,18.286,15.948000000000002,100136.0,16.931960434927532,17.014663242546476,16.920127243125705
2004-06-03 20:30:00,18.174,15.797999999999998,100144.0,16.8874189637624,16.97014530647192,16.87562381104874
2004-06-03 20:35:00,18.076,15.782,100152.0,16.8554933238143,16.938237901009813,16.84372680105804
2004-06-03 20:40:00,18.084,15.663999999999998,100152.0,16.825742297334045,16.90849908332399,16.813997672315168
2004-06-03 20:45:00,17.968,15.454,100158.0,16.811995982335816,16.894757162507346,16.800260228632965
2004-06-03 20:50:00,17.85,15.28,100158.0,16.810717060069123,16.8934728740133,16.798976358561674
2004-06-03 20:55:00,17.728,15.23,100158.0,16.825552900085142,16.90829191711748,16.813790573603683
2004-06-03 21:00:00,17.654,15.284,100162.0,16.856761368608147,16.9394690136549,16.805204591809172
2004-06-03 21:05:00,17.528,15.328,100166.0,16.63737216198234,16.720130221031752,16.58596731750822
2004-06-03 21:10:00,17.432,15.163999999999998,100162.0,16.556572106586145,16.639375114967038,16.505249587973083
2004-06-03 21:15:00,17.362000000000002,15.094,100170.0,16.51671946773581,16.599559397722032,16.46545229895395
2004-06-03 21:20:00,17.264,15.084,100170.0,16.476249935156147,16.55912486620514,16.425036482073665
2004-06-03 21:25:00,17.194,15.056,100168.0,16.429892794020247,16.512803191992077,16.37873624729042
2004-06-03 21:30:00,17.128,15.0,100164.0,16.37865091039822,16.461597164931618,16.327553920323737
2004-06-03 21:35:00,17.056,14.93,100156.0,16.3277676949034,16.410749764909667,16.276730054409313
