,Urban_MNP_19m_5min_tdb_c,Rural_MNP_1p2m_5min_tdb_c,Rural_MNP_1p2m_5min_Sta_pa,Bypass_Direct,Bypass_Real_P0,Bypass_RealEPW
2004-06-01 01:50:00,15.526,14.204,99684.0,15.055005451211912,15.138967315950822,15.361971338357307
2004-06-01 01:55:00,15.494,14.258,99696.0,15.008480096789697,15.092470960560206,15.315439016018786
2004-06-01 02:00:00,15.518,14.288,99704.0,14.98248716700175,15.066503146409389,15.31096114546392
2004-06-01 02:05:00,15.516,14.276,99692.0,14.966649887566632,15.050665278425072,15.295109844197725
2004-06-01 02:10:00,15.532,14.28,99690.0,14.98178780051245,15.065797780649632,15.310255181430648
2004-06-01 02:15:00,15.506,14.34,99690.0,14.979254594677116,15.063260880355472,15.307716129401342
2004-06-01 02:20:00,15.522,14.372,99686.0,14.993857914794432,15.07785933205895,15.32232696314486
2004-06-01 02:25:00,15.488,14.330000000000002,99690.0,14.986489828505341,15.070488519789365,15.314949899137446
2004-06-01 02:30:00,15.422,14.322,99692.0,14.99923405944594,15.083228487020335,15.32770067208861
2004-06-01 02:35:00,15.504,14.324000000000002,99684.0,14.9915166112213,15.075508569333294,15.319974206561255
2004-06-01 02:40:00,15.348,14.302,99686.0,15.004637917791342,15.0886257488595,15.333102511749757
