,Urban_MNP_19m_5min_tdb_c,Rural_MNP_1p2m_5min_tdb_c,Rural_MNP_1p2m_5min_Sta_pa,Bypass_RealEPW
2004-06-01 05:20:00,14.908000000000001,14.386000000000001,99690.0,15.310612061228312
2004-06-01 05:25:00,14.868,14.378,99690.0,15.234488882397727
2004-06-01 05:30:00,14.77,14.388,99692.0,15.259630755082469
2004-06-01 05:35:00,14.842000000000002,14.396,99683.99999999999,15.240465361542135
2004-06-01 05:40:00,14.862,14.386000000000001,99686.0,15.213961459557027
2004-06-01 05:45:00,14.91,14.408000000000001,99692.0,15.154567845809595
2004-06-01 05:50:00,14.87,14.416,99687.99999999999,15.140758098433253
2004-06-01 05:55:00,14.902000000000001,14.434000000000001,99692.0,15.103105321804833
2004-06-01 06:00:00,14.934000000000001,14.437999999999999,99690.0,15.109462474476345
2004-06-01 06:05:00,14.913999999999998,14.466,99694.0,15.213725268866995
2004-06-01 06:10:00,14.874,14.502,99697.99999999999,15.07826535680988
2004-06-01 06:15:00,14.912,14.492,99700.0,15.013077711547226
2004-06-01 06:20:00,14.916,14.484,99708.0,15.040743320184902
2004-06-01 06:25:00,14.913999999999998,14.522,99712.00000000001,14.993442837178009
2004-06-01 06:30:00,14.91,14.572,99716.00000000001,15.003307939289982
2004-06-01 06:35:00,14.928,14.612,99714.0,14.962123819613112
2004-06-01 06:40:00,14.928,14.719999999999999,99714.0,14.981275535518591
2004-06-01 06:45:00,14.988,14.77,99716.00000000001,14.939679698289012
2004-06-01 06:50:00,15.068000000000001,14.825999999999999,99712.00000000001,14.958510099936007
2004-06-01 06:55:00,15.13,14.902000000000001,99716.00000000001,14.919193202190797
2004-06-01 07:00:00,15.163999999999998,14.916,99706.0,14.921843207114705
2004-06-01 07:05:00,15.248,14.968,99710.0,15.059930377185026
2004-06-01 07:10:00,15.315999999999999,14.986,99724.0,15.125915130622445
2004-06-01 07:15:00,15.396,15.047999999999998,99720.0,14.928440531277033
2004-06-01 07:20:00,15.463999999999999,15.091999999999999,99724.0,14.96758298534246
2004-06-01 07:25:00,15.530000000000001,15.16,99724.0,15.006396074898305
2004-06-01 07:30:00,15.59,15.172,99730.0,15.083887413041623
2004-06-01 07:35:00,15.690000000000001,15.212,99733.99999999999,15.102074140495574
2004-06-01 07:40:00,15.73,15.212,99730.0,15.17003850339114
2004-06-01 07:45:00,15.776,15.306000000000001,99737.99999999999,15.194944521333412
2004-06-01 07:50:00,15.842000000000002,15.376,99736.0,15.27014088146342
2004-06-01 07:55:00,15.959999999999999,15.443999999999999,99730.0,15.305620374697867
2004-06-01 08:00:00,16.012,15.557999999999998,99744.0,15.350254067751166
2004-06-01 08:05:00,16.04,15.586000000000002,99756.0,15.419934540905786
2004-06-01 08:10:00,16.14,15.634,99764.0,15.569087113997512
2004-06-01 08:15:00,16.252000000000002,15.669999999999998,99772.0,15.69217962662799
2004-06-01 08:20:00,16.346,15.73,99772.0,15.843726656388185
2004-06-01 08:25:00,16.48,15.831999999999999,99772.0,15.960100941408427
2004-06-01 08:30:00,16.506,15.862,99772.0,16.11295194739739
2004-06-01 08:35:00,16.574,15.943999999999999,99772.0,16.23994112471007
2004-06-01 08:40:00,16.644,16.048000000000002,99774.0,16.3915047336385
2004-06-01 08:45:00,16.69,16.246,99776.0,16.5184177569206
2004-06-01 08:50:00,16.8,16.334,99772.0,16.671825279026166
2004-06-01 08:55:00,16.926,16.436,99774.0,16.80615011548076
2004-06-01 09:00:00,17.032,16.54,99774.0,16.933641936817764
2004-06-01 09:05:00,17.074,16.589999999999996,99772.0,17.080624772504564
2004-06-01 09:10:00,17.21,16.75,99776.0,17.281054741820697
2004-06-01 09:15:00,17.247999999999998,16.845999999999997,99770.0,17.4829858803717
2004-06-01 09:20:00,17.366,17.18,99766.00000000001,17.694164214104546
2004-06-01 09:25:00,17.468,17.35,99768.0,17.889452996874468
2004-06-01 09:30:00,17.619999999999997,17.607999999999997,99766.00000000001,18.096241423904303
2004-06-01 09:35:00,17.936,18.016,99770.0,18.29267438733774
2004-06-01 09:40:00,18.009999999999998,17.978,99770.0,18.49120074984546
2004-06-01 09:45:00,18.022,18.024,99774.0,18.684504652235205
2004-06-01 09:50:00,18.034,17.782,99778.0,18.87989668189283
2004-06-01 09:55:00,18.022,17.669999999999998,99782.0,19.07022459620123
2004-06-01 10:00:00,18.157999999999998,17.788,99778.0,19.258142921223055
2004-06-01 10:05:00,18.214,18.113999999999997,99778.0,19.40261137704863
2004-06-01 10:10:00,18.2,18.532,99774.0,19.46850349905941
2004-06-01 10:15:00,18.262,18.7,99772.0,19.519609712577108
2004-06-01 10:20:00,18.444,18.816,99772.0,19.580420195339514
2004-06-01 10:25:00,18.520000000000003,19.054000000000002,99770.0,19.649775026168015
2004-06-01 10:30:00,18.488,19.131999999999998,99770.0,19.708309107200364
2004-06-01 10:35:00,18.663999999999998,18.886000000000003,99782.0,19.762229703486696
2004-06-01 10:40:00,18.862000000000002,18.896,99774.0,19.808352786214243
2004-06-01 10:45:00,19.078,18.976,99770.0,19.857554594991825
2004-06-01 10:50:00,18.96,19.413999999999998,99776.0,19.895180136869442
2004-06-01 10:55:00,18.906,19.7,99774.0,19.934147165248135
2004-06-01 11:00:00,19.156,19.788,99776.0,19.967218048888412
2004-06-01 11:05:00,19.357999999999997,19.34,99774.0,20.036967347688915
2004-06-01 11:10:00,19.366,19.235999999999997,99776.0,20.163136862028068
2004-06-01 11:15:00,19.528,19.22,99776.0,20.307874210014916
2004-06-01 11:20:00,19.506,19.052,99778.0,20.4390785910997
2004-06-01 11:25:00,19.636000000000003,19.002,99772.0,20.571363435452724
2004-06-01 11:30:00,19.852,19.3,99766.00000000001,20.703355007473988
2004-06-01 11:35:00,20.068,19.944,99760.0,20.840151607114365
2004-06-01 11:40:00,20.034,20.368000000000002,99760.0,20.96441457928512
2004-06-01 11:45:00,20.06,20.080000000000002,99756.0,21.09790730662678
2004-06-01 11:50:00,20.14,19.826,99758.0,21.220537085046317
2004-06-01 11:55:00,20.360000000000003,19.630000000000003,99762.00000000001,21.351415717443956
2004-06-01 12:00:00,20.636000000000003,19.747999999999998,99764.0,21.481745004957133
2004-06-01 12:05:00,20.406,20.156,99762.00000000001,21.63071408054543
2004-06-01 12:10:00,20.474,20.184,99762.00000000001,21.74810230801711
2004-06-01 12:15:00,20.71,20.242,99760.0,21.86963972466515
2004-06-01 12:20:00,20.776,20.672,99752.00000000001,21.98442151994027
2004-06-01 12:25:00,20.618000000000002,21.134,99754.0,22.111315401944182
2004-06-01 12:30:00,20.842,20.72,99754.0,22.224254500336883
2004-06-01 12:35:00,21.238,20.503999999999998,99746.0,22.33870215677308
2004-06-01 12:40:00,21.264000000000003,20.782,99742.0,22.442401568015953
2004-06-01 12:45:00,21.395999999999997,21.174,99733.99999999999,22.557151935060176
2004-06-01 12:50:00,21.375999999999998,21.546,99730.0,22.654827657645058
2004-06-01 12:55:00,21.412,21.824,99728.0,22.759402666533617
2004-06-01 13:00:00,21.686,21.688,99720.0,22.894408228632642
2004-06-01 13:05:00,21.536,21.566,99714.0,22.955062377753848
2004-06-01 13:10:00,21.776,21.832,99710.0,23.127817161656935
2004-06-01 13:15:00,21.966,21.786,99708.0,23.398771543691396
2004-06-01 13:20:00,22.048,21.884,99710.0,23.650659885099458
2004-06-01 13:25:00,22.172,21.498,99710.0,23.86739298272738
2004-06-01 13:30:00,22.14,21.509999999999998,99708.0,24.014448093163196
2004-06-01 13:35:00,21.75,21.938,99710.0,24.179747718480087
2004-06-01 13:40:00,21.887999999999998,21.65,99704.0,24.311183801153902
2004-06-01 13:45:00,22.062,21.516,99708.0,24.443834606517953
2004-06-01 13:50:00,22.302,22.046,99704.0,24.56053994792387
2004-06-01 13:55:00,22.02,22.338,99700.0,24.66452652866161
2004-06-01 14:00:00,21.994,22.259999999999998,99692.0,24.784068809821235
2004-06-01 14:05:00,22.038,22.288,99687.99999999999,24.738201748365782
2004-06-01 14:10:00,22.122,21.702,99683.99999999999,24.676435499296304
2004-06-01 14:15:00,22.168,22.068,99697.99999999999,24.609575284731136
2004-06-01 14:20:00,22.354,22.3,99690.0,24.537205739820934
2004-06-01 14:25:00,22.613999999999997,22.206,99690.0,24.457291944552196
2004-06-01 14:30:00,22.356,22.088,99680.0,24.36092683385766
2004-06-01 14:35:00,22.384,21.772,99678.0,24.351584666374436
2004-06-01 14:40:00,22.41,21.718,99680.0,24.344131460786798
2004-06-01 14:45:00,22.107999999999997,21.566,99678.0,24.32807358356007
2004-06-01 14:50:00,22.002,21.5,99678.0,24.32776342289867
2004-06-01 14:55:00,21.818,21.568,99682.0,24.32795939437034
2004-06-01 15:00:00,21.662,21.387999999999998,99680.0,24.341583477186532
2004-06-01 15:05:00,20.868000000000002,21.154,99682.0,24.39429479167444
2004-06-01 15:10:00,20.619999999999997,20.422,99687.99999999999,24.317698959725192
2004-06-01 15:15:00,20.688,20.056,99690.0,24.31586835629986
2004-06-01 15:20:00,20.818,20.208000000000002,99687.99999999999,24.391716227838117
2004-06-01 15:25:00,20.938,20.446,99686.0,24.483336394979062
2004-06-01 15:30:00,21.032,20.622,99692.0,24.550139657619354
2004-06-01 15:35:00,21.142000000000003,20.68,99687.99999999999,24.541128211945193
2004-06-01 15:40:00,21.23,20.566,99692.0,24.53038003515485
2004-06-01 15:45:00,21.296,20.552,99692.0,24.532773838646904
2004-06-01 15:50:00,21.224,20.548,99687.99999999999,24.51932257373062
2004-06-01 15:55:00,21.29,20.654,99687.99999999999,24.504993851345546
2004-06-01 16:00:00,21.18,20.72,99690.0,24.482928850308667
2004-06-01 16:05:00,21.086000000000002,20.714,99692.0,24.46104841324791
2004-06-01 16:10:00,21.098,20.732,99697.99999999999,24.456142089646505
2004-06-01 16:15:00,21.034,20.542,99692.0,24.445919501686546
2004-06-01 16:20:00,20.916,20.432,99696.0,24.42580452676168
2004-06-01 16:25:00,20.934,20.236,99706.0,24.39982086494075
2004-06-01 16:30:00,20.836,20.1,99708.0,24.37517385505771
2004-06-01 16:35:00,20.774,20.052,99702.00000000001,24.329404353331597
2004-06-01 16:40:00,20.738,19.986,99697.99999999999,24.280818124374605
2004-06-01 16:45:00,20.718,19.984,99702.00000000001,24.232436002094232
2004-06-01 16:50:00,20.740000000000002,19.98,99700.0,24.17644035084959
2004-06-01 16:55:00,20.788,19.97,99708.0,24.11722147788862
2004-06-01 17:00:00,20.637999999999998,19.966,99714.0,24.035768901199674
2004-06-01 17:05:00,20.612000000000002,19.881999999999998,99716.00000000001,24.014529262889766
2004-06-01 17:10:00,20.56,19.830000000000002,99724.0,23.8903122758245
2004-06-01 17:15:00,20.506,19.802,99720.0,23.705571509658853
2004-06-01 17:20:00,20.448,19.766,99722.0,23.499799946874987
2004-06-01 17:25:00,20.52,19.744,99722.0,23.301832799250008
2004-06-01 17:30:00,20.256,19.75,99728.0,23.10184165415643
2004-06-01 17:35:00,19.216,19.704,99728.0,22.848050127133888
2004-06-01 17:40:00,18.45,19.544,99733.99999999999,22.619732342175496
2004-06-01 17:45:00,18.316,18.752000000000002,99752.00000000001,22.421962723331262
2004-06-01 17:50:00,18.438,18.151999999999997,99760.0,22.12226365767617
2004-06-01 17:55:00,18.524,18.078,99764.0,21.799841703575453
2004-06-01 18:00:00,18.622,18.003999999999998,99766.00000000001,21.430585440258483
2004-06-01 18:05:00,18.684,17.978,99768.0,21.207057029594523
2004-06-01 18:10:00,18.71,18.009999999999998,99768.0,21.04992031756126
2004-06-01 18:15:00,18.738,18.022,99774.0,20.901268140867728
2004-06-01 18:20:00,18.744,18.028,99772.0,20.73964497798903
2004-06-01 18:25:00,18.728,17.997999999999998,99782.0,20.575457743031222
2004-06-01 18:30:00,18.744,17.982,99786.0,20.40879340600162
2004-06-01 18:35:00,18.716,17.98,99790.0,20.26785316484046
2004-06-01 18:40:00,18.716,17.978,99797.99999999999,20.129549505782563
2004-06-01 18:45:00,18.708,18.056,99796.0,19.98290598716045
2004-06-01 18:50:00,18.676,18.03,99797.99999999999,19.838722877855105
2004-06-01 18:55:00,18.666,18.042,99804.0,19.69522237889197
2004-06-01 19:00:00,18.628,18.082,99802.00000000001,19.523365615438024
2004-06-01 19:05:00,18.606,18.05,99812.00000000001,19.370009839593877
2004-06-01 19:10:00,18.536,18.022,99810.0,19.385631936075868
2004-06-01 19:15:00,18.503999999999998,17.944,99804.0,19.496215879533054
2004-06-01 19:20:00,18.444,17.892000000000003,99812.00000000001,19.59106385649295
2004-06-01 19:25:00,18.404000000000003,17.85,99814.0,19.6609552365465
2004-06-01 19:30:00,18.39,17.858,99826.0,19.723933497353528
2004-06-01 19:35:00,18.369999999999997,17.759999999999998,99828.0,19.337827187862388
2004-06-01 19:40:00,18.333999999999996,17.784,99828.0,19.1111061423764
2004-06-01 19:45:00,18.246000000000002,17.734,99833.99999999999,19.10988351369309
2004-06-01 19:50:00,18.216,17.692,99840.0,19.18276377053587
2004-06-01 19:55:00,18.172,17.652,99846.0,19.21350525488458
2004-06-01 20:00:00,18.125999999999998,17.634,99852.00000000001,19.214456471115682
2004-06-01 20:05:00,18.122,17.618000000000002,99854.0,19.272446662319396
2004-06-01 20:10:00,18.112000000000002,17.568,99868.0,19.22308135283106
2004-06-01 20:15:00,18.07,17.556,99866.00000000001,19.10095798641487
2004-06-01 20:20:00,18.0,17.532,99860.0,19.04040144047309
2004-06-01 20:25:00,18.058,17.482,99866.00000000001,19.033714407719287
2004-06-01 20:30:00,18.028,17.462,99874.0,19.04985451795062
2004-06-01 20:35:00,18.018,17.482,99883.99999999999,19.067089255333656
2004-06-01 20:40:00,18.042,17.506,99886.0,19.09790532011317
2004-06-01 20:45:00,17.988,17.483999999999998,99883.99999999999,19.146736754604262
2004-06-01 20:50:00,17.984,17.412,99894.0,19.23161947292209
2004-06-01 20:55:00,17.926,17.336,99897.99999999999,19.35846567955639
2004-06-01 21:00:00,17.918,17.342,99902.00000000001,19.51206954170118
2004-06-01 21:05:00,17.887999999999998,17.3,99912.00000000001,18.850512693768337
2004-06-01 21:10:00,17.862000000000002,17.28,99922.0,18.400374629697637
2004-06-01 21:15:00,17.798,17.218,99926.0,18.109970767745665
2004-06-01 21:20:00,17.778,17.195999999999998,99928.0,17.91293724063894
2004-06-01 21:25:00,17.714,17.196,99933.99999999999,17.743612507765704
2004-06-01 21:30:00,17.674,17.148,99930.0,17.590055207173748
2004-06-01 21:35:00,17.636000000000003,17.054,99932.0,17.436786806827172
2004-06-01 21:40:00,17.59,17.048000000000002,99936.0,17.294804786819725
2004-06-01 21:45:00,17.528,17.044,99944.0,17.15251294562637
2004-06-01 21:50:00,17.458,16.913999999999998,99946.0,17.02156445901028
2004-06-01 21:55:00,17.154,16.782,99958.0,16.88745924233558
2004-06-01 22:00:00,16.774,16.57,99966.00000000001,16.71731778195982
2004-06-01 22:05:00,16.296,16.282,99972.0,16.69955759426989
2004-06-01 22:10:00,15.806000000000001,16.076,99982.0,16.66614895433446
2004-06-01 22:15:00,15.74,15.928,99990.0,16.585715251234717
2004-06-01 22:20:00,15.782,15.862,99991.8,16.513283868815563
2004-06-01 22:25:00,15.802000000000001,15.838,99997.6,16.457603785429683
2004-06-01 22:30:00,15.825999999999999,15.813999999999998,99997.2,16.42071815562906
2004-06-01 22:35:00,15.797999999999998,15.652000000000001,100010.0,16.38060622124192
2004-06-01 22:40:00,15.774000000000001,15.552000000000001,100016.00000000001,16.343592029290164
2004-06-01 22:45:00,15.778,15.542000000000002,100018.0,16.29822105833358
2004-06-01 22:50:00,15.772,15.474,100024.0,16.257997230639717
2004-06-01 22:55:00,15.662,15.412,100020.0,16.209143276806742
2004-06-01 23:00:00,15.563999999999998,15.357999999999999,100022.0,16.117102651799485
2004-06-01 23:05:00,15.522,15.306000000000001,100018.0,16.109084731310986
2004-06-01 23:10:00,15.475999999999999,15.276,100016.00000000001,16.09856492190255
2004-06-01 23:15:00,15.484,15.244,100020.0,16.06838088556765
2004-06-01 23:20:00,15.434000000000001,15.282,100018.0,16.040452983245302
2004-06-01 23:25:00,15.392000000000001,15.242,100016.00000000001,16.036098935870086
2004-06-01 23:30:00,15.41,15.228,100014.0,16.062873704860294
2004-06-01 23:35:00,15.398000000000001,15.232,100018.0,16.09575667061557
2004-06-01 23:40:00,15.376,15.206,100028.0,16.138693222124175
2004-06-01 23:45:00,15.36,15.218,100024.0,16.180535683608753
2004-06-01 23:50:00,15.347999999999999,15.187999999999999,100030.0,16.237101717308803
2004-06-01 23:55:00,15.336000000000002,15.156,100030.0,16.30050454265853
2004-06-02 00:00:00,15.278,15.156,100024.0,16.38491828121255
2004-06-02 00:05:00,15.362,15.16,100028.0,16.35804366245054
2004-06-02 00:10:00,15.422,15.16,100028.0,16.288503041473803
2004-06-02 00:15:00,15.452000000000002,15.197999999999999,100030.0,16.20430216918453
2004-06-02 00:20:00,15.466,15.185999999999998,100033.99999999999,16.134697121075078
2004-06-02 00:25:00,15.474,15.163999999999998,100033.99999999999,16.065460116837357
2004-06-02 00:30:00,15.488,15.172,100040.0,16.003700495247756
2004-06-02 00:35:00,15.504,15.152000000000001,100032.0,15.935639412476064
2004-06-02 00:40:00,15.568000000000001,15.156,100037.99999999999,15.873220355937917
2004-06-02 00:45:00,15.518,15.144,100037.99999999999,15.80458655127461
2004-06-02 00:50:00,15.45,15.094,100036.0,15.74189252729576
2004-06-02 00:55:00,15.419999999999998,15.004,100042.0,15.673145707191395
2004-06-02 01:00:00,15.35,14.662,100050.0,15.589315775423017
2004-06-02 01:05:00,15.126,14.516,100044.0,15.491818973610123
2004-06-02 01:10:00,15.072,14.441999999999998,100044.0,15.399099527745818
2004-06-02 01:15:00,15.069999999999999,14.457999999999998,100047.99999999999,15.309160745629129
2004-06-02 01:20:00,15.041999999999998,14.516,100046.0,15.236852483339987
2004-06-02 01:25:00,14.931999999999999,14.508,100042.0,15.164693345077183
2004-06-02 01:30:00,14.925999999999998,14.508,100044.0,15.104108187486815
2004-06-02 01:35:00,14.854,14.530000000000001,100058.0,15.039199636655837
2004-06-02 01:40:00,14.919999999999998,14.347999999999999,100056.0,14.983748568665078
2004-06-02 01:45:00,14.942000000000002,14.280000000000001,100052.00000000001,14.922886972304639
2004-06-02 01:50:00,14.913999999999998,14.252,100044.0,14.871531641741456
2004-06-02 01:55:00,14.908000000000001,14.258,100037.99999999999,14.814188282467512
2004-06-02 02:00:00,14.801999999999998,14.232,100036.0,14.777292865033871
2004-06-02 02:05:00,14.766,14.154,100036.0,14.728475155295826
2004-06-02 02:10:00,14.764,14.156,100032.0,14.68524635200265
2004-06-02 02:15:00,14.812000000000001,14.162,100030.0,14.64161682778348
2004-06-02 02:20:00,14.852,14.162,100036.0,14.613006216425049
2004-06-02 02:25:00,14.847999999999999,14.084,100032.0,14.58699260290848
2004-06-02 02:30:00,14.828,14.026,100032.0,14.576668834772818
2004-06-02 02:35:00,14.741999999999999,13.984,100032.0,14.571580061124848
2004-06-02 02:40:00,14.75,13.972,100032.0,14.589645255771472
2004-06-02 02:45:00,14.658000000000001,13.970000000000002,100032.0,14.626656361136838
2004-06-02 02:50:00,14.613999999999999,13.958000000000002,100033.99999999999,14.710728979417354
2004-06-02 02:55:00,14.634,13.925999999999998,100030.0,14.853214147550318
2004-06-02 03:00:00,14.680000000000001,13.856,100037.99999999999,15.109975913634173
2004-06-02 03:05:00,14.663999999999998,13.65,100040.0,15.219455353495107
2004-06-02 03:10:00,14.575999999999999,13.404,100042.0,15.227877822609912
2004-06-02 03:15:00,14.422,13.27,100036.0,15.18045071688556
2004-06-02 03:20:00,14.324000000000002,13.186000000000002,100033.99999999999,15.147164917692521
2004-06-02 03:25:00,14.252,13.175999999999998,100042.0,15.12363059746815
2004-06-02 03:30:00,14.196000000000002,13.175999999999998,100046.0,15.114097076928658
2004-06-02 03:35:00,13.936000000000002,13.154,100042.0,15.10000077430891
2004-06-02 03:40:00,13.75,13.148000000000001,100042.0,15.091782298010116
2004-06-02 03:45:00,13.654,13.162,100047.99999999999,15.076492490250075
2004-06-02 03:50:00,13.586000000000002,13.15,100056.0,15.066959110634343
2004-06-02 03:55:00,13.472,13.156,100046.0,15.050993912780484
2004-06-02 04:00:00,13.452000000000002,13.12,100052.00000000001,15.029962341324278
2004-06-02 04:05:00,13.396,13.122,100050.0,14.952374013405745
2004-06-02 04:10:00,13.386000000000001,13.094,100054.0,14.861771987680982
2004-06-02 04:15:00,13.372,13.074000000000002,100047.99999999999,14.775616882291217
2004-06-02 04:20:00,13.398,12.994,100058.0,14.71652829863558
2004-06-02 04:25:00,13.424000000000001,12.937999999999999,100060.0,14.667682662486527
2004-06-02 04:30:00,13.464000000000002,12.918000000000001,100056.0,14.636400021537725
2004-06-02 04:35:00,13.463999999999999,12.968,100066.00000000001,14.606249240705893
2004-06-02 04:40:00,13.462,12.986,100066.00000000001,14.588643129428362
2004-06-02 04:45:00,13.466,13.05,100066.00000000001,14.569431102900012
2004-06-02 04:50:00,13.41,13.116,100076.0,14.561347393326002
2004-06-02 04:55:00,13.498,13.169999999999998,100082.0,14.550302581541075
2004-06-02 05:00:00,13.540000000000001,13.24,100080.0,14.526373532329785
2004-06-02 05:05:00,13.528,13.266,100078.0,14.88837995425348
2004-06-02 05:10:00,13.459999999999999,13.306000000000001,100076.0,14.772399534620604
2004-06-02 05:15:00,13.459999999999999,13.308000000000002,100078.0,14.524455252340772
2004-06-02 05:20:00,13.478,13.331999999999999,100083.99999999999,14.231435656224392
2004-06-02 05:25:00,13.52,13.384,100080.0,14.130416362507674
2004-06-02 05:30:00,13.556000000000001,13.425999999999998,100082.0,14.10203414660117
2004-06-02 05:35:00,13.584,13.491999999999999,100092.0,14.070847624158091
2004-06-02 05:40:00,13.572,13.580000000000002,100100.0,14.04651477075447
2004-06-02 05:45:00,13.569999999999999,13.642,100097.99999999999,13.976146433225551
2004-06-02 05:50:00,13.616,13.675999999999998,100100.0,13.906434811654094
2004-06-02 05:55:00,13.646,13.713999999999999,100104.0,13.834693836957626
2004-06-02 06:00:00,13.693999999999999,13.76,100116.00000000001,13.801667632296017
2004-06-02 06:05:00,13.716,13.838,100120.0,13.839538815067385
2004-06-02 06:10:00,13.681999999999999,13.812000000000001,100130.0,13.755452942934426
2004-06-02 06:15:00,13.63,13.786000000000001,100130.0,13.719244880168219
2004-06-02 06:20:00,13.809999999999999,13.818000000000001,100133.99999999999,13.762359078173347
2004-06-02 06:25:00,13.994,13.806000000000001,100137.99999999999,13.753805468001758
2004-06-02 06:30:00,14.152000000000001,13.788,100137.99999999999,13.789731897147135
2004-06-02 06:35:00,14.162,13.794,100136.0,13.801868856169108
2004-06-02 06:40:00,14.284,13.738,100142.0,13.855297846958592
2004-06-02 06:45:00,14.306000000000001,13.931999999999999,100144.0,13.875352211515803
