,Urban_MNP_19m_5min_tdb_c,Rural_MNP_1p2m_5min_tdb_c,Rural_MNP_1p2m_5min_Sta_pa,VCWG_Pres_Profile_Pa,VCWG_Direct,VCWG_Real_P0,VCWG_Real_EPW,Bypass_Pres_Profile_Pa,Bypass_Direct,Bypass_Real_P0,Bypass_RealEPW
6/4/2004 13:25,21.636,22.014,99760,100093.6862,21.70480856,21.78378633,21.97131345,100093.0487,22.91159566,22.99035724,23.17865153
6/4/2004 13:30,21.694,22.162,99756,100093.6032,21.76704691,21.84597132,22.03353798,100092.9653,22.97414508,23.05285264,23.24118666
6/4/2004 13:35,21.718,22.092,99760,100093.5197,21.83048786,21.90935887,22.09696583,100092.8839,23.03289561,23.11154989,23.29992124
6/4/2004 13:40,21.646,21.89,99756,100093.4369,21.89281521,21.97163306,22.15927962,100092.803,23.09116864,23.16976994,23.35817831
6/4/2004 13:45,21.68,22.036,99750,100093.354,21.95572813,22.03449286,22.22217939,100092.7226,23.14886674,23.22741527,23.41586029
6/4/2004 13:50,22.23,22.108,99748,100093.2716,22.01795393,22.09666574,22.28439179,100092.6425,23.20648561,23.28498151,23.47346313
6/4/2004 13:55,22.37,22.058,99746,100093.189,22.08086059,22.15951949,22.34728551,100092.5627,23.26363681,23.34208028,23.53059821
6/4/2004 14:00,22.274,22.462,99738,100093.1081,22.14068163,22.21928819,22.44098791,100092.4836,23.31982409,23.39821541,23.62080001
6/4/2004 14:05,22.366,22.51,99736,100093.0806,22.16711483,22.24570522,22.46742477,100092.4597,23.33897747,23.41735356,23.63995253
6/4/2004 14:10,22.108,22.668,99726,100093.0645,22.17851333,22.25709315,22.47882124,100092.4492,23.33992537,23.41829285,23.64089253
6/4/2004 14:15,22.226,22.722,99718,100093.0501,22.18780001,22.26637023,22.48810528,100092.4385,23.34329521,23.42165449,23.64425669
6/4/2004 14:20,22.024,22.46,99714,100093.0366,22.1955387,22.27409957,22.49584043,100092.4243,23.35315867,23.43150851,23.6541181
6/4/2004 14:25,22.164,22.53,99704,100093.0226,22.20425902,22.28281037,22.50455777,100092.4096,23.36291478,23.44125479,23.6638717
6/4/2004 14:30,22.514,22.718,99696,100093.0096,22.21092909,22.28947122,22.51122362,100092.3965,23.36949184,23.44782247,23.67044431
6/4/2004 14:35,22.018,22.708,99698,100092.9966,22.21777189,22.29630487,22.5180624,100092.3853,23.37269704,23.451019,23.67364323
6/4/2004 14:40,22.31,22.658,99690,100092.9841,22.22359103,22.30211504,22.52387693,100092.3748,23.37457655,23.45289016,23.6755158
6/4/2004 14:45,22.404,22.91,99692,100092.9713,22.23015721,22.30867216,22.53043897,100092.3638,23.37768733,23.45599243,23.67862041
6/4/2004 14:50,22.47,22.78,99682,100092.9588,22.23621813,22.31472408,22.53649543,100092.3542,23.37793684,23.45623383,23.67886198
6/4/2004 14:55,22.666,22.694,99676,100092.9459,22.2428933,22.32139017,22.54316652,100092.3445,23.37851235,23.45680127,23.67942985
6/4/2004 15:00,22.824,22.24,99680,100092.9266,22.262497,22.34098274,22.61197389,100092.3354,23.37785269,23.45613372,23.72814756
6/4/2004 15:05,22.406,22.14,99680,100092.9964,22.21319018,22.29172177,22.56266775,100092.4055,23.32890496,23.40723253,23.67920152
6/4/2004 15:10,22.644,22.58,99678,100093.0515,22.20427919,22.28285489,22.55379273,100092.4928,23.25677538,23.3351578,23.6070607
6/4/2004 15:15,22.564,22.492,99674,100093.1186,22.16792937,22.24655208,22.51745663,100092.5788,23.18811116,23.2665483,23.53838828
6/4/2004 15:20,22.752,22.43,99670,100093.1727,22.15843116,22.23709697,22.50799285,100092.6607,23.12588608,23.2043761,23.47615906
6/4/2004 15:25,22.66,22.762,99668,100093.234,22.1318034,22.21051385,22.48138535,100092.7411,23.06502903,23.14357101,23.4152982
6/4/2004 15:30,23.096,22.982,99660,100093.288,22.12024231,22.19899526,22.46985619,100092.8226,23.00096049,23.07955443,23.35122292
6/4/2004 15:35,23.342,22.984,99648,100093.3457,22.09955888,22.17835503,22.44919704,100092.8874,22.97043968,23.04908037,23.3207209
6/4/2004 15:40,23.058,22.888,99652,100093.3985,22.08856996,22.16740774,22.43823971,100092.9483,22.94467222,23.02335758,23.29497453
6/4/2004 15:45,22.722,22.778,99650,100093.4527,22.07339067,22.15227014,22.42308823,100093.0078,22.92088016,22.99960956,23.27120473
6/4/2004 15:50,22.712,22.884,99652,100093.504,22.06369003,22.14261016,22.41341938,100093.0627,22.90576433,22.98453616,23.2561175
6/4/2004 15:55,22.86,22.872,99648,100093.5552,22.05302419,22.13198468,22.40278417,100093.1171,22.89034958,22.96916336,23.24073061
6/4/2004 16:00,23.27,22.702,99646,100093.5823,22.09040882,22.16940217,22.46907776,100093.171,22.87545865,22.95431402,23.2547861
6/4/2004 16:05,22.954,22.802,99644,100093.5317,22.14671321,22.22567889,22.52541159,100093.1276,22.9218429,23.00067396,23.30119308
6/4/2004 16:10,22.808,22.536,99632,100093.4978,22.15752915,22.23646913,22.53621278,100093.0625,22.9964109,23.07520665,23.37580141
6/4/2004 16:15,23.052,22.55,99636,100093.4602,22.18008987,22.25900415,22.55877066,100092.9957,23.07391059,23.15267045,23.45334381
6/4/2004 16:20,22.966,22.522,99624,100093.4314,22.18485962,22.26375089,22.56352222,100092.9306,23.15045485,23.22917991,23.52993091
6/4/2004 16:25,22.85,22.768,99622,100093.3997,22.1971939,22.27606164,22.57584547,100092.867,23.2246926,23.30338352,23.60420982
6/4/2004 16:30,22.882,22.3,99614,100093.3722,22.2005163,22.27936175,22.57914892,100092.7999,23.30678909,23.38544492,23.68635449
6/4/2004 16:35,22.926,21.998,99614,100093.3439,22.20650331,22.28532647,22.58511969,100092.7544,23.34383046,23.4224576,23.72340473
6/4/2004 16:40,22.828,22.008,99612,100093.3182,22.20747771,22.28627939,22.58607359,100092.7141,23.37439701,23.45299807,23.75397619
6/4/2004 16:45,22.842,22.114,99612,100093.2923,22.20926357,22.28804392,22.58783991,100092.6736,23.40556744,23.48414247,23.78515219
6/4/2004 16:50,22.76,22.428,99614,100093.2681,22.2080065,22.28676608,22.58656076,100092.6363,23.43005534,23.50860526,23.80963981
6/4/2004 16:55,22.806,22.61,99608,100093.2444,22.20614293,22.28488202,22.58467479,100092.6003,23.45275406,23.53127942,23.83233698
6/4/2004 17:00,22.79,22.632,99602,100093.1926,22.26203735,22.34074758,22.67796218,100092.5648,23.47468351,23.55318462,23.89178285
6/4/2004 17:05,22.976,22.702,99594,100093.2358,22.21450747,22.2932415,22.63040189,100092.6207,23.40375791,23.48228761,23.82080494
6/4/2004 17:10,23.05,22.484,99602,100093.3245,22.10678553,22.18556572,22.52260322,100092.6904,23.33833124,23.41690264,23.75534535
6/4/2004 17:15,22.834,22.194,99598,100093.4,22.0307679,22.10959153,22.44654233,100092.7589,23.27394225,23.35255466,23.69092393
6/4/2004 17:20,22.832,22.316,99600,100093.4761,21.9488571,22.02772303,22.3645804,100092.8267,23.20838208,23.28703456,23.62532906
6/4/2004 17:25,22.968,22.356,99600,100093.5495,21.871237,21.95014405,22.28691289,100092.8934,23.14378834,23.22248018,23.56070101
6/4/2004 17:30,22.862,22.238,99602,100093.6235,21.7911012,21.87004915,22.20672659,100092.9631,23.07184411,23.15057581,23.48871458
6/4/2004 17:35,22.762,22.624,99606,100093.6962,21.71223717,21.79122536,22.12781284,100093.0342,22.99601757,23.07478931,23.4128416
6/4/2004 17:40,22.704,22.532,99604,100093.7689,21.63212462,21.71115253,22.04764863,100093.1051,22.91950291,22.99831428,23.33627929
6/4/2004 17:45,22.894,22.482,99598,100093.841,21.55151178,21.63057881,21.96698296,100093.1753,22.84263007,22.92148037,23.2593577
6/4/2004 17:50,22.838,22.468,99598,100093.9117,21.47205422,21.55115947,21.88747299,100093.2479,22.75899157,22.83788098,23.17566291
6/4/2004 17:55,22.718,22.174,99602,100093.9819,21.39156079,21.47070355,21.80692525,100093.3208,22.67333862,22.75226682,23.08995104
6/4/2004 18:00,22.696,21.966,99598,100094.0328,21.34852335,21.42769742,21.76725743,100093.393,22.58699312,22.66595936,23.00694671
6/4/2004 18:05,22.632,21.578,99594,100094.1523,21.2305478,21.30979067,21.64921476,100093.5109,22.47253385,22.55156914,22.89242464
6/4/2004 18:10,22.458,21.718,99596,100094.2735,21.11639186,21.19570597,21.53499856,100093.6383,22.34628513,22.42539421,22.76610426
6/4/2004 18:15,22.5,21.738,99604,100094.3922,21.00423993,21.08362358,21.42278697,100093.7637,22.22176758,22.30094924,22.64151584
6/4/2004 18:20,22.384,21.666,99598,100094.5122,20.88603536,20.96548795,21.30451517,100093.8868,22.09812961,22.17738198,22.51780614
6/4/2004 18:25,22.402,21.634,99600,100094.6312,20.76727579,20.84679626,21.18568666,100094.0086,21.97386057,22.05318233,22.39346334
6/4/2004 18:30,22.468,21.546,99600,100094.7475,20.65084871,20.73043534,21.06919161,100094.1314,21.84449989,21.92389036,22.26402233
6/4/2004 18:35,22.4,21.354,99596,100094.8529,20.55195931,20.63160758,20.97024993,100094.2517,21.71681901,21.79627653,22.1362614
6/4/2004 18:40,22.124,21.03,99596,100094.945,20.47407932,20.55378377,20.89233641,100094.3692,21.59046504,21.66998749,22.00982679
6/4/2004 18:45,21.962,20.808,99598,100095.0293,20.40512694,20.48488344,20.82335666,100094.484,21.46404923,21.54363424,21.88332788
6/4/2004 18:50,21.9,20.826,99594,100095.1204,20.32942098,20.40923327,20.74761929,100094.606,21.32997111,21.40962259,21.74916176
6/4/2004 18:55,21.848,20.816,99596,100095.2101,20.25541657,20.335284,20.67358478,100094.8759,20.89323693,20.97299708,21.31203295
6/4/2004 19:00,21.818,20.612,99598,100095.2859,20.20604283,20.28596033,20.62420425,100095.0858,20.59558233,20.67543802,21.01413089
6/4/2004 19:05,21.776,20.488,99604,100095.4367,20.10468944,20.18470577,20.52283298,100095.2829,20.41895982,20.49893287,20.83742229
6/4/2004 19:10,21.646,20.28,99600,100095.508,20.17186355,20.25195792,20.59016265,100095.4449,20.30823297,20.38831166,20.72667356
6/4/2004 19:15,21.682,20.014,99596,100095.5814,20.24882391,20.32900089,20.66729443,100095.6047,20.19596396,20.27614604,20.61437865
6/4/2004 19:20,21.624,19.756,99604,100095.6937,20.19427812,20.2745343,20.61276506,100095.7719,20.06599393,20.14628062,20.48436353
6/4/2004 19:25,21.542,19.76,99602,100095.8522,20.04053963,20.12088659,20.45894024,100095.9469,19.91987914,20.00027238,20.338187
6/4/2004 19:30,21.424,19.696,99600,100096.036,19.86369196,19.9441444,20.28199432,100096.1228,19.77234758,19.8528476,20.19059228
6/4/2004 19:35,21.298,19.756,99598,100096.2211,19.70004446,19.7806069,20.1182683,100096.2966,19.62935293,19.7099591,20.04753907
6/4/2004 19:40,21.272,19.622,99600,100096.4044,19.53870713,19.61937848,19.95685404,100096.4684,19.48994447,19.57065597,19.90807536
6/4/2004 19:45,21.15,19.458,99598,100096.5814,19.39021776,19.47099619,19.8083007,100096.641,19.34883193,19.42964875,19.7669056
6/4/2004 19:50,21.038,19.416,99608,100096.7581,19.239864,19.32074859,19.65787991,100096.8129,19.20890346,19.28982523,19.62692091
6/4/2004 19:55,20.944,18.95,99610,100096.9317,19.09726692,19.17825704,19.51522411,100096.9847,19.06909376,19.15012031,19.48705495
6/4/2004 20:00,20.914,18.62,99616,100097.1105,18.94134365,19.02243982,19.34410988,100097.1559,18.93007668,19.01120766,19.33286536
6/4/2004 20:05,20.87,18.632,99616,100097.2173,18.82966414,18.91081841,19.23236558,100097.2362,18.85255882,18.93373529,19.25530769
6/4/2004 20:10,20.822,18.214,99626,100097.3008,18.73893907,18.82013783,19.14158517,100097.2961,18.80287522,18.8840878,19.20560554
6/4/2004 20:15,20.798,18.082,99632,100097.3708,18.66749852,18.7487358,19.07010453,100097.3511,18.75842,18.8396661,19.16113494
6/4/2004 20:20,20.794,18.018,99634,100097.4354,18.60035712,18.68162956,19.00292441,100097.4038,18.71334958,18.79462714,19.11604639
6/4/2004 20:25,20.756,17.892,99634,100097.4929,18.54236158,18.62366581,18.94489685,100097.4531,18.66899425,18.75030056,19.07167101
6/4/2004 20:30,20.658,17.942,99640,100097.5454,18.48657643,18.56790883,18.88907848,100097.496,18.63027897,18.71161023,19.03293808
6/4/2004 20:35,20.524,17.628,99638,100097.5899,18.43930724,18.52066351,18.84178114,100097.5306,18.59961207,18.68096368,19.00225779
6/4/2004 20:40,20.458,17.42,99636,100097.6273,18.39578905,18.47716436,18.7982341,100097.5575,18.57435928,18.65572623,18.97699255
6/4/2004 20:45,20.478,17.574,99640,100097.6551,18.36111233,18.44250112,18.7635327,100097.5741,18.55829709,18.6396734,18.96092206
6/4/2004 20:50,20.43,17.694,99650,100097.6734,18.33206178,18.41345769,18.7344573,100097.5787,18.55259429,18.63397291,18.95521529
6/4/2004 20:55,20.362,17.624,99652,100097.6794,18.31321969,18.39461534,18.7155942,100097.5706,18.55683929,18.63821229,18.95945933
6/4/2004 21:00,20.246,17.506,99652,100097.7055,18.22537877,18.30677169,18.59750361,100097.5471,18.57314402,18.65450199,18.94558078
6/4/2004 21:05,20.17,17.338,99652,100097.7819,18.16056732,18.24200568,18.53267299,100097.7531,18.24456157,18.32599946,18.61675056
6/4/2004 21:10,20.12,17.374,99652,100097.8654,18.09258172,18.17407063,18.46467017,100097.8677,18.13129025,18.2127919,18.50343007
6/4/2004 21:15,20.096,17.068,99652,100097.9494,18.02593325,18.1074734,18.39800652,100097.9506,18.06983102,18.15138446,18.44196138
6/4/2004 21:20,20.064,16.824,99650,100098.0319,17.95767042,18.03926009,18.32972516,100098.0252,18.0160493,18.09764977,18.38817309
6/4/2004 21:25,20.026,16.746,99654,100098.1119,17.89304132,17.97467939,18.26508005,100098.1012,17.95711227,18.03875942,18.329224
6/4/2004 21:30,19.972,16.78,99658,100098.1885,17.8314981,17.91318268,18.20352199,100098.1772,17.89494723,17.97664019,18.2670428
6/4/2004 21:35,19.92,16.682,99658,100098.2617,17.77528445,17.8570141,18.14729738,100098.2534,17.83114874,17.91288715,18.20322616
6/4/2004 21:40,19.83,16.524,99656,100098.3319,17.72188982,17.80366279,18.09389285,100098.3274,17.76915044,17.85093293,18.14121014
6/4/2004 21:45,19.78,16.556,99660,100098.3991,17.67276872,17.75458373,18.04476483,100098.3999,17.70838162,17.79020733,18.08042397
6/4/2004 21:50,19.73,16.524,99662,100098.4637,17.62604116,17.70789671,17.99803124,100098.4701,17.64980151,17.73166909,18.02182733
6/4/2004 21:55,19.652,16.434,99662,100098.5257,17.58285345,17.66474841,17.9548399,100098.539,17.59219055,17.67409916,17.96419998
6/4/2004 22:00,19.566,16.386,99658,100098.6333,17.42867453,17.51061541,17.7955432,100098.6059,17.53636553,17.61831401,17.90334737
6/4/2004 22:05,19.458,16.502,99656,100098.7453,17.34136639,17.42337559,17.70821786,100098.7111,17.45872024,17.54073421,17.82569153
6/4/2004 22:10,19.448,16.442,99650,100098.8544,17.26168229,17.34375959,17.62852382,100098.824,17.37130797,17.453391,17.7382627
6/4/2004 22:15,19.426,16.588,99648,100098.961,17.18508924,17.2672333,17.55192251,100098.9371,17.28174027,17.36389183,17.64867579
6/4/2004 22:20,19.408,16.674,99642,100099.0677,17.10594037,17.18815055,17.47276223,100099.0483,17.19411124,17.27633031,17.56102843
6/4/2004 22:25,19.346,16.92,99644,100099.1739,17.02671081,17.10898661,17.39352069,100099.1577,17.10816422,17.19044968,17.47506362
6/4/2004 22:30,19.312,17.164,99640,100099.2793,16.94778079,17.03012164,17.31457841,100099.265,17.02491088,17.10726174,17.39179414
6/4/2004 22:35,19.288,17.084,99640,100099.3835,16.87007926,16.95248443,17.23686509,100099.3711,16.94246099,17.02487645,17.30932808
6/4/2004 22:40,19.27,17.016,99638,100099.4868,16.79283882,16.87530762,17.15961264,100099.4762,16.86106364,16.94354302,17.22791492
6/4/2004 22:45,19.178,16.954,99628,100099.589,16.71667924,16.79921102,17.08344144,100099.5804,16.77993657,16.86247929,17.14677173
6/4/2004 22:50,19.132,16.72,99632,100099.6903,16.64108522,16.7236794,17.00783578,100099.6834,16.70051093,16.78311636,17.067331
6/4/2004 22:55,19.102,16.412,99626,100099.7908,16.56621566,16.6488717,16.93295474,100099.7857,16.62147115,16.70413876,16.98827598
6/4/2004 23:00,19.052,16.156,99620,100099.8946,16.48278841,16.56550657,16.88114096,100099.8872,16.54333054,16.62605986,16.94176022
6/4/2004 23:05,19.004,15.884,99618,100099.9842,16.41171453,16.49448653,16.81004354,100099.9736,16.47340532,16.5561862,16.87181043
6/4/2004 23:10,18.932,15.612,99618,100100.067,16.34904616,16.43186876,16.74735755,100100.0567,16.4072531,16.49008386,16.80563607
6/4/2004 23:15,18.952,15.606,99616,100100.147,16.28916217,16.37203381,16.68745741,100100.1387,16.34270679,16.42558688,16.74106883
6/4/2004 23:20,18.88,15.956,99608,100100.2248,16.23226137,16.31518108,16.63054275,100100.2195,16.27963269,16.36256156,16.67797484
6/4/2004 23:25,18.838,16.17,99610,100100.3013,16.17636845,16.25933545,16.57463627,100100.2992,16.2176368,16.30061384,16.61595963
6/4/2004 23:30,18.832,16.308,99612,100100.3764,16.12224516,16.20525865,16.52050055,100100.3777,16.15670407,16.23972859,16.55500805
6/4/2004 23:35,18.782,16.32,99606,100100.4504,16.06853424,16.15159348,16.46677692,100100.4552,16.09664702,16.17971831,16.49493239
6/4/2004 23:40,18.664,16.152,99606,100100.5229,16.01629299,16.0993972,16.41452377,100100.5313,16.03756974,16.12068701,16.43583678
6/4/2004 23:45,18.39,15.748,99608,100100.5943,15.96460105,16.04774939,16.3628197,100100.6062,15.9794036,16.06256599,16.37765244
6/4/2004 23:50,18.328,15.436,99604,100100.664,15.91449309,15.99768462,16.31270038,100100.6793,15.92261908,16.00582559,16.32085022
6/4/2004 23:55,18.304,15.202,99592,100100.7322,15.86521557,15.94844924,16.26341136,100100.7508,15.86705913,15.95030864,16.26527279
6/5/2004 0:00,18.19,15.08,99588,100100.802,15.80943678,15.89271201,16.23420192,100100.8201,15.81309841,15.89638966,16.23788392
6/5/2004 0:05,17.898,15.126,99590,100100.895,15.74906943,15.83240404,16.17382271,100100.9247,15.73738387,15.82073964,16.16214452
6/5/2004 0:10,17.572,15.126,99588,100100.9953,15.68034807,15.76374565,16.10508319,100101.0341,15.65450009,15.73792222,16.07922926
6/5/2004 0:15,17.364,15.232,99588,100101.0976,15.60780841,15.69126946,16.03252138,100101.1424,15.57094109,15.65442846,15.99563685
6/5/2004 0:20,17.162,15.208,99582,100101.1999,15.53320034,15.61672423,15.95788808,100101.2481,15.48980337,15.57335449,15.9144671
6/5/2004 0:25,17.002,15.31,99584,100101.3011,15.4586496,15.54223541,15.88331125,100101.3518,15.41035399,15.49396764,15.83498645
6/5/2004 0:30,16.924,15.31,99584,100101.4012,15.38451503,15.46816187,15.8091502,100101.4537,15.332504,15.41617911,15.75710603
6/5/2004 0:35,16.772,15.138,99588,100101.5,15.31120109,15.39490814,15.73580992,100101.5544,15.25537041,15.33910613,15.67994199
6/5/2004 0:40,16.694,14.922,99590,100101.5976,15.23864402,15.32241052,15.66322665,100101.6538,15.17925185,15.26304741,15.6037934
6/5/2004 0:45,16.72,14.684,99586,100101.6943,15.16684016,15.25066542,15.59139679,100101.7524,15.10359395,15.18744868,15.52810536
6/5/2004 0:50,16.782,14.524,99580,100101.7899,15.09584729,15.17973068,15.52037824,100101.8497,15.02902806,15.1129413,15.45350996
6/5/2004 0:55,16.732,14.25,99576,100101.8846,15.02546345,15.10940438,15.44996885,100101.9464,14.95486577,15.03883699,15.37931809
6/5/2004 1:00,16.512,14.314,99572,100101.9792,14.9543703,15.03836836,15.39210798,100102.0421,14.8816053,14.96563395,15.31928429
6/5/2004 1:05,16.518,14.266,99572,100102.0199,14.90851682,14.99253503,15.34621839,100102.0658,14.85421574,14.93825588,15.29187261
6/5/2004 1:10,16.684,14.368,99564,100102.045,14.87672367,14.9607533,15.31439765,100102.0772,14.84320714,14.92725348,15.28085671
6/5/2004 1:15,16.594,14.302,99562,100102.065,14.85060643,14.93464492,15.28825723,100102.0871,14.83474377,14.91879578,15.27238863
6/5/2004 1:20,16.466,14.222,99554,100102.0837,14.82711499,14.91116197,15.26474545,100102.0982,14.82456714,14.90862532,15.26220569
6/5/2004 1:25,16.476,14.132,99546,100102.1021,14.80372648,14.88778184,15.24133662,100102.1099,14.81328959,14.89735408,15.25092061
6/5/2004 1:30,16.392,14.062,99544,100102.1203,14.78110877,14.86517249,15.21869952,100102.1216,14.8020182,14.88608909,15.23964179
6/5/2004 1:35,16.302,14.066,99548,100102.1384,14.75845929,14.84253125,15.19603049,100102.1332,14.79097327,14.87505044,15.22858959
6/5/2004 1:40,16.3,14.39,99548,100102.1561,14.73645437,14.82053451,15.17400674,100102.1445,14.78031133,14.86439473,15.2179208
6/5/2004 1:45,16.296,14.324,99536,100102.1738,14.7142432,14.79833139,15.15177638,100102.1557,14.76976649,14.85385598,15.20736912
6/5/2004 1:50,16.34,14.226,99536,100102.1913,14.69245746,14.77655367,15.12997193,100102.1666,14.75960262,14.84369814,15.19719881
6/5/2004 1:55,16.388,13.896,99540,100102.2088,14.67034818,14.75445233,15.10784346,100102.1773,14.74957312,14.83367453,15.1871629
6/5/2004 2:00,16.434,13.566,99538,100102.2266,14.64761933,14.73173147,15.11324934,100102.1879,14.73971105,14.82381831,15.20545822
6/5/2004 2:05,16.468,14.102,99546,100102.265,14.61599935,14.70013387,15.08160987,100102.2278,14.71019633,14.79432778,15.17592861
6/5/2004 2:10,16.394,14.246,99544,100102.3077,14.58055251,14.66471173,15.04614079,100102.2709,14.67547656,14.75963332,15.14118817
6/5/2004 2:15,16.32,13.544,99538,100102.3506,14.5447591,14.62894318,15.01032483,100102.3135,14.640334,14.72451547,15.10602378
6/5/2004 2:20,16.296,13.598,99532,100102.3925,14.50992871,14.59413696,14.97547248,100102.3543,14.6066326,14.69083776,15.07230144
6/5/2004 2:25,16.302,13.758,99530,100102.433,14.47629208,14.56052383,14.94181481,100102.394,14.57363438,14.65786258,15.03928255
6/5/2004 2:30,16.334,13.796,99522,100102.4721,14.44426515,14.52851968,14.90976824,100102.4329,14.54111431,14.62536491,15.00674182
6/5/2004 2:35,16.248,13.902,99520,100102.5101,14.41333824,14.49761492,14.87882253,100102.471,14.50886403,14.59313658,14.97447078
6/5/2004 2:40,16.154,14.002,99522,100102.5468,14.3838544,14.4681526,14.84932117,100102.5084,14.47732173,14.56161572,14.94290815
6/5/2004 2:45,16.134,13.994,99526,100102.5827,14.35502041,14.43933963,14.82047001,100102.5451,14.44602966,14.53034468,14.91159567
6/5/2004 2:50,16.24,13.878,99524,100102.6175,14.32735329,14.41169301,14.79278675,100102.5812,14.41520076,14.4995364,14.88074656
6/5/2004 2:55,16.31,13.778,99522,100102.6517,14.30001301,14.38437283,14.76543036,100102.6169,14.38449819,14.46885413,14.85002362
6/5/2004 3:00,16.364,13.748,99522,100102.6851,14.27373636,14.35811584,14.75237489,100102.6518,14.35442843,14.4388043,14.833174
6/5/2004 3:05,16.384,13.688,99520,100102.7137,14.24954667,14.3339426,14.7281685,100102.6802,14.32942419,14.41381598,14.80815142
6/5/2004 3:10,16.356,13.8,99508,100102.7397,14.22934341,14.31375471,14.70795293,100102.7072,14.30589519,14.3903023,14.7846055
6/5/2004 3:15,16.328,13.814,99512,100102.7652,14.20913155,14.29355788,14.68772841,100102.734,14.28290607,14.36732846,14.76160015
6/5/2004 3:20,16.288,13.86,99504,100102.7899,14.19037998,14.2748211,14.66896594,100102.7604,14.26065692,14.34509446,14.73933566
6/5/2004 3:25,16.298,13.774,99490,100102.8147,14.17114264,14.25559848,14.64971695,100102.7866,14.23872951,14.32318213,14.71739328
6/5/2004 3:30,16.288,13.704,99490,100102.8392,14.15258982,14.23706026,14.63115332,100102.8125,14.21738932,14.30185691,14.69603882
6/5/2004 3:35,16.278,13.614,99486,100102.8639,14.13330638,14.21779144,14.61185807,100102.8383,14.19601553,14.28049805,14.67465067
6/5/2004 3:40,16.308,13.622,99490,100102.8883,14.1146549,14.19915453,14.59319561,100102.8641,14.17468555,14.25918298,14.65330637
6/5/2004 3:45,16.32,13.578,99488,100102.913,14.09541965,14.17993386,14.57394858,100102.8899,14.15332177,14.2378341,14.63192821
6/5/2004 3:50,16.31,13.386,99486,100102.9373,14.07679439,14.16132314,14.55531233,100102.9155,14.13228101,14.21680817,14.61087345
6/5/2004 3:55,16.282,13.214,99486,100102.9619,14.05772554,14.14226882,14.53623189,100102.9411,14.11126536,14.19580734,14.58984382
6/5/2004 4:00,16.26,13.128,99490,100102.9857,14.04018352,14.12474117,14.54513956,100102.9666,14.09040803,14.17496479,14.59543668
6/5/2004 4:05,16.28,13.18,99486,100102.95,14.05044912,14.1349805,14.55539387,100102.9129,14.12078062,14.20530226,14.62581854
6/5/2004 4:10,16.248,13.354,99484,100102.8951,14.08251918,14.16701489,14.58747515,100102.846,14.16746035,14.25194076,14.67252529
6/5/2004 4:15,16.15,13.312,99486,100102.8329,14.12403654,14.20849342,14.62901437,100102.7772,14.21727773,14.30171633,14.7223737
6/5/2004 4:20,16.212,13.378,99486,100102.7663,14.17215154,14.25656793,14.67715924,100102.7084,14.26712065,14.35151738,14.77224763
6/5/2004 4:25,16.32,13.438,99486,100102.6981,14.22278428,14.30715951,14.72782485,100102.6295,14.35149393,14.43585055,14.85670422
6/5/2004 4:30,16.364,13.54,99490,100102.6284,14.27602402,14.3603576,14.78110079,100102.5654,14.40389746,14.4882168,14.9091471
6/5/2004 4:35,16.342,13.536,99488,100102.5582,14.33007055,14.41436236,14.83518458,100102.5005,14.44448675,14.52876461,14.94975425
6/5/2004 4:40,16.346,13.536,99486,100102.4874,14.38545984,14.46970971,14.89061293,100102.4311,14.49016597,14.57440019,14.99545662
6/5/2004 4:45,16.308,13.526,99482,100102.4167,14.44098042,14.52518842,14.94617282,100102.3717,14.51742556,14.60161896,15.02271521
6/5/2004 4:50,16.136,13.634,99484,100102.3457,14.49729918,14.58146531,15.00253207,100102.3105,14.55589093,14.64004526,15.06119775
6/5/2004 4:55,15.938,13.678,99486,100102.275,14.55353201,14.63765642,15.05880541,100102.2521,14.58901873,14.67313471,15.09433562
6/5/2004 5:00,15.858,13.754,99492,100102.2002,14.61851122,14.70259317,15.12217983,100102.1903,14.63086654,14.7149439,15.13454857
6/5/2004 5:05,15.876,13.736,99488,100102.0403,14.71631634,14.80029526,15.22002434,100101.7086,15.41517021,15.49907949,15.91982714
6/5/2004 5:10,15.852,13.72,99490,100101.8591,14.83040955,14.91427268,15.33416789,100101.3382,15.79518883,15.87890276,16.30020406
6/5/2004 5:15,15.858,13.812,99494,100101.6673,14.95642255,15.04016445,15.46024317,100101.0647,16.01760508,16.10115741,16.52278268
6/5/2004 5:20,15.856,14.024,99500,100101.4666,15.09141867,15.17503444,15.59530975,100101.0249,15.78549427,15.86894666,16.29023345
6/5/2004 5:25,15.866,14.416,99504,100101.2546,15.23810582,15.32158946,15.7420784,100100.8918,15.81460981,15.89796071,16.31928979
6/5/2004 5:30,15.874,14.518,99510,100101.0322,15.39606166,15.47940759,15.90012657,100100.7064,15.92077495,16.00400326,16.42548691
6/5/2004 5:35,15.76,14.54,99510,100100.8013,15.56433385,15.64753787,16.06850192,100100.5015,16.04967851,16.13277461,16.55444597
6/5/2004 5:40,15.632,14.582,99514,100100.5647,15.73997351,15.82303276,16.24425263,100100.2896,16.18619965,16.26915973,16.69102988
6/5/2004 5:45,15.552,14.662,99514,100100.324,15.9210128,16.00392527,16.42540881,100100.0753,16.32480257,16.40762509,16.82969708
6/5/2004 5:50,15.638,14.678,99516,100100.0808,16.10553704,16.18830144,16.61005373,100099.8564,16.47136119,16.55404451,16.97632993
