#### 	 Vertical City Weather Generator (VCWG)  	 #### 
# thprofile in the urban area 
#0:z [m] 1:th2:th3:th4:th5:th6:th7:th8:th9:th10:th11:th12:th13:th14:th15:th16:th17:th18:th19:th20:th21:th22:th23:th24:th25:th26:th27:th28:th29:th30:th31:th32:th33:th34:th35:th36:th37:th38:th39:th40:th41:th42:th43:th44:th45:th46:th47:th48:th49:th50:th51:th52:th53:th54:th55:th56:th57:th58:th59:th60:th61:th62:th63:th64:th65:th66:th67:th68:th69:th70:th71:th72:th
0.500000  295.106423  294.436025  293.813714  293.416304  290.887219  291.561925  293.173424  294.544211  295.773806  295.806302  299.435647  299.900147  299.222385  299.149415  297.869144  298.532545  297.942744  296.715288  295.908382  297.263743  297.032283  296.757305  296.456460  296.123847  294.919893  294.587098  292.901513  293.762870  292.093278  317.550283  306.990117  313.336480  318.166856  320.017337  322.588405  339.411540  342.917665  339.728531  342.015616  334.936412  333.087861  307.486593  301.815986  301.063949  299.139583  301.463708  300.833836  299.936653  299.260900  298.801104  297.819692  297.098886  293.075182  319.765929  304.923250  304.545925  311.977132  331.304604  324.185724  335.006109  323.988295  316.595541  326.116882  335.112929  318.542608  314.059942  296.141376  298.120510  294.361369  294.074640  293.699414  293.472485 
1.500000  295.092116  294.412149  293.783150  293.382291  290.860233  291.538856  293.153461  294.525640  295.756536  295.779818  299.320193  299.817600  299.213263  299.139650  297.852686  298.520735  297.927630  296.700026  295.892098  297.247403  297.011071  296.733367  296.430375  296.095441  294.873500  294.542977  292.870057  293.734951  292.071730  317.763327  306.926886  313.346077  318.179167  320.025634  322.597553  339.526020  343.044316  339.820953  342.131355  334.977904  333.156092  307.474352  301.786646  301.036635  299.119114  301.427114  300.791161  299.885534  299.219977  298.771316  297.771954  297.038139  293.035143  319.938109  304.920218  304.541412  311.974213  331.330119  324.198458  335.270692  323.966504  316.579434  326.013903  335.181010  318.378006  314.071346  296.102934  298.080531  294.285831  293.999645  293.625368  293.402060 
2.500000  295.066080  294.377614  293.742268  293.338440  290.830783  291.512592  293.129257  294.501897  295.733576  295.746339  299.202521  299.729562  299.195353  299.121493  297.827889  298.502902  297.907659  296.681694  295.873216  297.224378  296.984312  296.704434  296.399626  296.062500  294.820583  294.493653  292.833714  293.701000  292.047757  318.179989  306.794304  313.362422  318.201322  320.039661  322.613925  339.749497  343.299021  340.002339  342.360037  335.057887  333.289164  307.460841  301.753846  301.005173  299.096090  301.382017  300.737565  299.823586  299.168037  298.730128  297.712580  296.966638  292.991277  320.272691  304.914003  304.532059  311.967710  331.378781  324.222224  335.784518  323.906914  316.545662  325.785183  335.311361  318.043295  314.091634  296.052457  298.036644  294.206285  293.921522  293.548711  293.329290 
3.500000  295.028769  294.332919  293.691564  293.285225  290.799137  291.483467  293.101223  294.473455  295.705431  295.706612  299.083292  299.636722  299.169292  299.095603  297.795614  298.479590  297.883305  296.660611  295.851997  297.195087  296.952389  296.670852  296.364536  296.025332  294.761492  294.439381  292.792938  293.661256  292.021641  318.816185  306.591775  313.385380  318.233028  320.059328  322.637016  340.075097  343.682271  340.269902  342.699102  335.174541  333.485373  307.446174  301.717932  300.969916  299.070772  301.328655  300.673635  299.751364  299.105661  298.678220  297.642216  296.884899  292.944064  320.782539  304.905213  304.518311  311.958318  331.450076  324.256498  336.567939  323.807312  316.496782  325.424116  335.499985  317.538427  314.120607  295.991624  297.989367  294.123192  293.840677  293.469818  293.254528 
4.500000  294.980992  294.278804  293.631727  293.223278  290.765575  291.451838  293.069821  294.440863  295.672688  295.661509  298.963205  299.539828  299.135921  299.062804  297.756893  298.451426  297.855094  296.637117  295.828719  297.160031  296.915717  296.632987  296.325451  295.984263  294.696604  294.380433  292.748246  293.616023  291.993683  319.692389  306.316142  313.414624  318.273712  320.084255  322.666032  340.492970  344.192689  340.620306  343.144968  335.326497  333.741942  307.430477  301.679280  300.931251  299.043442  301.267344  300.600033  299.669501  299.033513  298.616346  297.561591  296.793521  292.894015  321.481844  304.894575  304.500692  311.946707  331.543090  324.300421  337.647960  323.662228  316.435513  324.913823  335.741204  316.857050  314.157820  295.922289  297.939261  294.037033  293.757526  293.389078  293.178134 
5.500000  294.923753  294.216138  293.563551  293.153330  290.730403  291.418090  293.035543  294.404705  295.635979  295.611988  298.843028  299.439721  299.096180  299.023987  297.712810  298.419054  297.823552  296.611547  295.803667  297.119700  296.874672  296.591167  296.282673  295.939582  294.626298  294.317073  292.700189  293.565634  291.964185  320.830924  305.960860  313.449475  318.322319  320.113561  322.699805  340.991134  344.827332  341.049734  343.693113  335.513272  334.054922  307.413903  301.638313  300.889608  299.014407  301.198477  300.517454  299.578687  298.952310  298.545270  297.471482  296.693173  292.841660  322.381691  304.882833  304.479732  311.933324  331.656388  324.352659  339.054287  323.461273  316.364264  324.220976  336.028016  316.414863  314.202512  295.846222  297.886988  293.948357  293.672544  293.306923  293.100510 
6.500000  294.858112  294.145819  293.487855  293.076139  290.693945  291.382615  292.998881  294.365567  295.595935  295.559017  298.723552  299.337299  299.051022  298.980034  297.664411  298.383090  297.789174  296.584215  295.777115  297.074528  296.829563  296.545650  296.236442  295.891522  294.550925  294.249533  292.649309  293.510422  291.933434  322.255700  305.515889  313.488950  318.377395  320.145982  322.736928  341.556822  345.582245  341.554064  344.338425  335.735745  334.419481  307.396626  301.595473  300.845433  298.983987  301.122502  300.426592  299.479629  298.862778  298.465719  297.372674  296.584566  292.787517  323.488602  304.870672  304.455910  311.918371  331.788092  324.411511  340.818480  323.188634  316.284984  323.292526  336.352829  316.143431  314.253687  295.764918  297.833270  293.857760  293.586233  293.223809  293.022078 
7.500000  294.785084  294.068707  293.405418  292.992428  290.656505  291.345773  292.960291  294.323988  295.553141  295.503481  298.605489  299.233437  299.001342  298.931763  297.612638  298.344090  297.752407  296.555405  295.749317  297.024886  296.780638  296.496642  296.186950  295.840267  294.470799  294.178012  292.596092  293.450700  291.901680  323.995391  304.968520  313.532004  318.437423  320.180231  322.776046  342.177946  346.453216  342.129283  345.075816  335.997060  334.830540  307.378812  301.551177  300.799150  298.952481  301.039851  300.328087  299.372994  298.765597  298.378347  297.265898  296.468384  292.732053  324.807640  304.858378  304.429651  311.901944  331.936181  324.475266  342.977412  322.824120  316.199306  322.057527  336.708411  315.919810  314.310303  295.679511  297.778765  293.765803  293.499063  293.140153  292.943220 
8.500000  294.705582  293.985584  293.316953  292.902857  290.618354  291.307884  292.920173  294.280445  295.508114  295.446147  298.489429  299.128943  298.947947  298.879902  297.558299  298.302544  297.713640  296.525363  295.720492  296.971089  296.728097  296.444309  296.134352  295.785972  294.386196  294.102673  292.540950  293.386745  291.869131  326.085461  304.303772  313.577642  318.500972  320.215154  322.815973  342.843795  347.436028  342.771557  345.900403  336.302006  335.283131  307.360615  301.505793  300.751142  298.920154  300.950929  300.222516  299.259394  298.661389  298.283728  297.151820  296.345265  292.675660  326.343019  304.845851  304.401313  311.884081  332.098625  324.542351  345.575313  322.343752  316.108595  320.426070  337.088304  315.702853  314.371372  295.590836  297.724033  293.672979  293.411435  293.056309  292.864260 
9.500000  294.620399  293.897154  293.223098  292.808019  290.579724  291.269217  292.878872  294.235347  295.461301  295.387667  298.375826  299.024535  298.891540  298.825082  297.502077  298.258866  297.673207  296.494298  295.690830  296.913389  296.672101  296.388780  296.078775  295.728765  294.297354  294.023645  292.484210  293.318792  291.835949  328.570296  303.504797  313.624963  318.566766  320.249778  322.855731  343.545272  348.526437  343.477180  346.807495  336.654282  335.772603  307.342167  301.459633  300.701740  298.887234  300.856106  300.110392  299.139386  298.550718  298.182367  297.031039  296.215792  292.618658  328.097999  304.833059  304.371188  311.864797  332.273454  324.611402  347.148867  322.144053  316.013969  318.286916  337.486956  315.484790  314.435998  295.499508  297.669526  293.579706  293.323685  292.972568  292.785458 
