,(m) canPres_1.5,(m) canPres_2.5,(m) canPres_3.5,(m) canPres_4.5,(m) canPres_5.5,(m) canPres_6.5,(m) canPres_7.5,(m) canPres_8.5,(m) canPres_9.5,(m) canPres_10.5,(m) canPres_11.5,(m) canPres_12.5,(m) canPres_13.5,(m) canPres_14.5
2002-06-12 15:40:00,98059.72075651845,98048.55347266834,98037.3825282075,98026.20804465911,98015.0301638989,98003.84903969351,97992.66484771557,97981.47780468718,97970.28815103725,97959.0961251667,97947.90194729922,97936.7058138531,97925.50790124385,97914.30826182576
2002-06-12 15:45:00,98059.5597301404,98048.39433130936,98037.22541307386,98026.05308672872,98014.87748431177,98003.69875054591,97992.51705258792,97981.33259850863,97970.1456201785,97958.95634801149,97947.76499511198,97936.57175171934,97925.37678886218,97914.18015652863
2002-06-12 15:50:00,98059.41635340959,98048.25188275313,98037.08407129113,98025.91301995808,98014.73885008134,98003.56169569561,97992.38171314668,97981.19909919878,97970.0140745017,97958.82685903883,97947.6376566415,97936.44664948701,97925.25400155688,97914.05975971847
2002-06-12 15:55:00,98059.27640278458,98048.11279803756,98036.94601585322,98025.7761501116,98014.60331446386,98003.42763486256,97992.24925896125,97981.06837388224,97969.88519033864,97958.69991886734,97947.51275477563,97936.32387273917,97925.13343010173,97913.94147097401
2002-06-12 16:00:00,98059.10831399624,98047.9464392535,98036.78157615475,98025.61381232519,98014.44325421099,98003.27001981613,97992.09424795368,97980.91611581038,97969.73582382311,97958.55357273419,97947.36954897101,97936.18391933118,97924.99683412121,97913.80833533191
2002-06-12 16:05:00,98059.05923328506,98047.89697208632,98036.73189700549,98025.5640807427,98014.39361518662,98003.22060452375,97992.04517420287,97980.86748785016,97969.68773261287,97958.50609690981,97947.32275619464,97936.1378677069,97924.95157339101,97913.76390960976
2002-06-12 16:10:00,98059.03655337103,98047.87315143307,98036.70708918433,98025.53842670147,98014.36724239527,98003.19362632956,97992.01769013093,97980.83958544536,97969.65948959095,97958.47758288516,97947.29403388669,97936.10899375552,97924.92259905666,97913.73488333992
2002-06-12 16:15:00,98059.00851922214,98047.84380731462,98036.67660676109,98025.50696655441,98014.33495415415,98003.16064930618,97991.98415409662,97980.80561107612,97969.62518860523,97958.44305816008,97947.25937972812,97936.07429632162,97924.88793682576,97913.70033050475
2002-06-12 16:20:00,98058.9622706245,98047.7970036816,98036.62940928995,98025.45952702995,98014.28741374529,98003.1131377361,97991.93678951685,97980.75850085447,97969.57843036845,97958.39674071412,97947.21358378699,97936.02909507917,97924.84339646838,97913.65651308133
2002-06-12 16:25:00,98058.88878427852,98047.72419716172,98036.55742039708,98025.38848362719,98014.2174331869,98003.04432680541,97991.86924494785,97980.69231030389,97969.51367324573,97958.33348873789,97947.15190137614,97935.96903967569,97924.78501885776,97913.59985946235
2002-06-12 16:30:00,98058.73317905272,98047.57350254692,98036.41164811324,98025.24764052923,98014.0815202441,98002.91333821876,97991.74316876127,97980.57113122994,97969.39737501761,97958.22205505335,97947.0453158055,97935.86728509696,97924.68807701739,97913.50770977447
2002-06-12 16:35:00,98058.55259593586,98047.39929236445,98036.2437708846,98025.08604412242,98013.92614282871,98002.76411102344,97991.60001998571,97980.43399096568,97969.26617811534,97958.09674165199,97946.92583062507,97935.75357637992,97924.58009568026,97913.40540674611
2002-06-12 16:40:00,98058.3977773242,98047.24907743906,98036.0982387857,98024.94524902599,98013.7901174712,98002.63287078867,97991.4735679031,97980.3123231479,97969.14928707705,97957.98461747375,97946.81846101915,97935.65094640778,97924.48218751795,97913.31219844005
2002-06-12 16:45:00,98058.25570357425,98047.110809138,98035.96389522121,98024.81492654556,98013.66389097425,98002.51079599514,97991.35568503123,97980.19866184607,97969.03986991795,97957.87946160982,97946.7175787528,97935.55434528553,97924.38987034709,97913.2241629342
2002-06-12 16:50:00,98058.116840219,98046.97555648425,98035.83238323488,98024.68726309424,98013.54016300054,98002.39107144173,97991.24001623635,97980.08709032187,97968.93242982171,97957.77618144665,97946.61848200423,97935.45945052776,97924.29919122504,97913.13770811862
2002-06-12 16:55:00,98057.9840587488,98046.84644808221,98035.70701343364,98024.56568314426,98013.42241138821,98002.27717587719,97991.12999652894,97979.98096185602,97968.83020557354,97957.67787252691,97946.52409749247,97935.36899705861,97924.2126725083,97913.05512409772
2002-06-12 17:00:00,98057.81722872276,98046.68407533244,98035.54920613879,98024.41254148704,98013.27402814887,98002.13363721613,97990.99138337816,97979.8473519091,97968.70167442255,97957.55449391759,97946.40594317338,97935.25613645573,97924.105172298,97912.95305015013
2002-06-12 17:05:00,98057.69874873005,98046.56829774962,98035.43622887654,98024.30244642806,98013.16688308236,98002.02949831556,97990.89029781922,97979.74935997835,97968.6068106239,97957.46278747566,97946.31741836229,97935.17081285303,97924.02306481177,97912.87416891496
2002-06-12 17:10:00,98057.63063213865,98046.50070997726,98035.36928567821,98024.23624818686,98013.10151716006,98001.96504182059,97990.82682003561,97979.68692373951,97968.54547290929,97957.40259983264,97946.25842743317,97935.11306094204,97923.96659020885,97912.81900720604
2002-06-12 17:15:00,98057.59103211696,98046.46051216856,98035.32857602315,98024.19510986867,98013.06003390053,98001.92330055918,97990.78491061134,97979.64493443351,97968.5034865415,97957.36069221544,97946.21666761844,97935.07151228448,97923.9253111434,97912.77805395967
2002-06-12 17:20:00,98057.57450726801,98046.44216606955,98035.30852701723,98024.17347612868,98013.03693785184,98001.8988726561,97990.75928832608,97979.61825426685,97968.47587703161,97957.33227092246,97946.18754112216,97935.04177762139,97923.89505691061,97912.7473644208
2002-06-12 17:25:00,98057.56640539071,98046.4321179377,98035.29662083444,98024.15980611539,98013.0216070337,98001.88199473472,97990.74098525642,97979.5986480567,97968.45508309115,97957.31039533834,97946.16468071002,97935.01802124133,97923.8704864832,97912.72205885645
2002-06-12 17:30:00,98057.56806898686,98046.43135618634,98035.29354347198,98024.15452681312,98013.0142465371,98001.87268341065,97990.72986113856,97979.58584843024,97968.44073748123,97957.29462257655,97946.14758895779,97934.99970939808,97923.85104530638,97912.7015753192
2002-06-12 17:35:00,98057.57641490382,98046.43718688998,98035.29694688722,98024.15559800755,98013.0130902193,98001.86941560605,97990.7246065541,97979.57873193943,97968.43187726976,97957.2841273339,97946.13555791172,97934.98623365007,97923.8362088938,97912.68545933723
2002-06-12 17:40:00,98057.59424312753,98046.4520705581,98035.308992045,98024.1649159216,98013.01979987159,98001.87364560916,97990.72649282614,97979.57840937884,97968.42947301177,97957.27975802623,97946.12932983137,97934.97824412948,97923.82654747818,97912.67421221022
2002-06-12 17:45:00,98057.60651010557,98046.46188503953,98035.3164381735,98024.17008471787,98013.02278930617,98001.87456025211,97990.72544121253,97979.5754983624,97968.42480356772,97957.27342368355,97946.12141684057,97934.96883238135,97923.81571125929,97912.66202378043
2002-06-12 17:50:00,98057.60264977098,98046.45640591254,98035.30942455684,98024.1616239405,98013.01296988824,98001.86347025902,97990.7131665585,97979.56212106497,97968.41040084684,97957.25806787485,97946.10517571395,97934.95176956644,97923.79788659322,97912.64349598247
2002-06-12 17:55:00,98057.59463215417,98046.4470989875,98035.29889445937,98024.14993901763,98013.00019975376,98001.84968492757,97990.6984352331,97979.5465104626,97968.39397419509,97957.24088472434,97946.0872922068,97934.9332388473,97923.7787591215,97912.62382179653
2002-06-12 18:00:00,98057.55880160125,98046.41078783941,98035.26219289156,98024.11294265577,98012.96300794311,98001.81239907257,97990.66115681973,97979.50933874995,97968.35700484103,97957.20420945433,97946.05099906586,97934.89741265394,97923.74348187268,97912.58917649751
2002-06-12 18:05:00,98057.7105923263,98046.55896196325,98035.40681373769,98024.25406236702,98013.10066899644,98001.94663605199,97990.79199750001,97979.63680393476,97968.48110831526,97957.32495846601,97946.16839513356,97935.01145245467,97923.85415791851,97912.69647700893
2002-06-12 18:10:00,98057.95845781516,98046.80008264295,98035.64124378897,98024.48184663127,98013.32184387915,98002.16123063889,97991.00003463306,97979.83830111935,97968.67607860414,97957.51341130493,97946.35033711784,97935.18688798526,97924.02308975432,97912.8589067493
2002-06-12 18:15:00,98058.2206661436,98047.05501907383,98035.88893474825,98024.72232118703,98013.55513231167,98002.38736270719,97991.21903814998,97980.0502014396,97968.88089885662,97957.71117289296,97946.54106020245,97935.37059188291,97924.19979336018,97913.02862992117
2002-06-12 18:20:00,98058.48202960847,98047.30897214297,98036.13552595272,98024.96160338166,98013.78716063128,98002.61219276559,97991.43672459832,97980.26079696366,97969.08445378722,97957.90773521,97946.73067568301,97935.5533042743,97924.37564457188,97913.19766196805
2002-06-12 18:25:00,98059.02835396599,98047.83596744698,98036.64338427431,98025.45050575597,98014.25727704482,98003.06368223431,97991.86973547156,97980.67546789428,97969.48091563796,97958.28611331644,97947.09109196303,97935.89587902038,97924.7004980569,97913.50492129386
2002-06-12 18:30:00,98059.38959057922,98048.18600515714,98036.98231570095,98025.77845541302,98014.5743846563,98003.37008686906,97992.16556419308,97980.9608320508,97969.755912114,97958.55082723648,97947.34559910685,97936.14024764842,97924.9347909953,97913.72920158789
2002-06-12 18:35:00,98059.58148377357,98048.37393547934,98037.16626121441,98025.95840703047,98014.75034338748,98003.54206262922,97992.3335751128,97981.12490282583,97969.91607185164,97958.70710745631,97947.49803218295,97936.28886571832,97925.07962514658,97913.8702825011
2002-06-12 18:40:00,98059.71888945515,98048.51009286205,98037.30107086057,98026.09177641422,98014.88218842619,98003.67230817991,97992.46215386243,97981.251752654,97970.04113387881,97958.83032533052,97947.61935218508,97936.40823721181,97925.19700094163,97913.98561748673
2002-06-12 18:45:00,98059.76508887965,98048.55441823752,98037.3435693145,98026.13249376649,98014.92117048679,98003.70960273365,97992.49781187289,97981.28582733862,97970.07367903758,97958.86139401719,97947.64899598762,97936.43650603054,97925.22394290766,97914.01128094003
